NQUEST;Y;YL;YL1;YL2;YT;YTP;YTP1;YTP2;YTA;YTA1;YTA11;YTA12;YTA2;YTA3;YTA31;YTA32;YTA4;YTA5;YM;YC;YCA;YCA1;YCA2;YCF;YCF1;YCF2;YCF3;YCF4;CLY;CLY2
951847;60.032.102.028;15360;15360;0;7200;7200;7200;0;0;0;0;0;0;0;0;0;0;0;30000;74.721.020.276;12000;0;12000;-4.527.897.972;11.775.707.034;0;0;45.396.736.794;9;5
951859;13.116.693.159;0;0;0;32500;32500;32500;0;0;0;0;0;0;0;0;0;0;0;55000;4.366.693.159;33000;0;33000;1.066.693.159;15.494.351.361;0;10.511.988.077;0;10;5
951860;78.141.454.705;20262;19500;762;1800;0;0;0;1800;1800;0;1800;0;0;0;0;0;0;35000;21.079.454.705;23800;0;23800;-2.720.545.295;24.790.962.178;0;0;27.453.362.567;10;5
951865;13.938.662.639;0;0;0;2400;0;0;0;2400;1200;0;1200;1200;0;0;0;0;0;100000;36.986.626.393;35200;5000;30200;17.866.263.931;17.866.263.931;0;0;0;10;5
951866;1.077.268.759;85500;85500;0;2500;0;0;0;2500;500;0;500;0;0;0;0;2000;0;14100;56.268.758.972;8400;0;8400;-2.773.124.103;40.285.313.539;0;0;31.759.772.382;10;5
951870;71.600.253.767;0;0;0;26520;26520;26520;0;0;0;0;0;0;0;0;0;0;0;28000;17.080.253.767;16600;0;16600;48.025.376.665;78.242.823.798;0;40.201.094.285;0;10;5
951875;57.040.285.314;40500;40500;0;6900;10400;10400;0;-3500;0;0;0;0;-3500;0;3500;0;0;0;96.402.853.135;9600;0;9600;40.285.313.539;40.285.313.539;0;0;0;9;5
951877;37.206.197.741;30000;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.061.977.405;7200;0;7200;61.977.405.444;61.977.405.444;0;0;0;7;4
951881;18.569.876.158;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140000;30.698.761.581;30400;18000;12400;29.876.158.118;29.876.158.118;0;0;0;10;5
951883;3.571.832.564;27000;26000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;871.832.564;9600;0;9600;-88.167.436;15.494.351.361;0;0;89.716.871.135;7;4
951885;67.049.287.441;17.782.426.778;17782.43;0;50.175.732.218;0;0;0;50.175.732.218;50.175.732.218;21.757.322.176;4800;0;0;0;0;0;0;26000;18.249.287.441;21000;0;21000;-2.750.712.559;48.453.820.773;0;0;27.991.663.794;9;5
951886;43.075.911.162;36000;36000;0;1260;1260;1260;0;0;0;0;0;0;0;0;0;0;0;0;58.159.111.617;7200;0;7200;-1.384.088.838;15.494.351.361;0;0;13.995.831.897;8;4
951891;34.224.902.748;0;0;0;22100;22100;22100;0;0;0;0;0;0;0;0;0;0;0;0;12.124.902.748;12000;0;12000;12.490.274.827;26.340.397.314;0;98.562.350.957;0;7;4
951892;19.085.494.351;17000;17000;0;14300;14300;14300;0;0;0;0;0;0;0;0;0;0;0;150000;95.549.435.136;9400;0;9400;15.494.351.361;15.494.351.361;0;0;0;10;5
951893;62.895.494.351;13000;13000;0;3480;3480;3480;0;0;0;0;0;0;0;0;0;0;0;38000;84.154.943.514;8400;0;8400;15.494.351.361;15.494.351.361;0;0;0;9;5
951895;13.509.885.615;20000;20000;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;80000;18.198.856.151;17100;0;17100;10.988.561.512;61.977.405.444;25.522.935.917;1050.8;26.915.061.341;10;5
951898;19.215.494.351;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.154.943.514;7200;0;7200;15.494.351.361;15.494.351.361;0;0;0;3;2
951917;83.531.586.183;66500;65000;1500;3500;0;0;0;3500;3500;0;3500;0;0;0;0;0;0;0;13.531.586.183;16800;0;16800;-3.268.413.817;61.977.405.444;0;78.849.880.766;34.092.411.031;10;5
951922;17.728.045.852;0;0;0;14000;14000;14000;0;0;0;0;0;0;0;0;0;0;0;0;37.280.458.518;4800;0;4800;-1.071.954.148;46.483.054.083;0;0;10.766.024.536;3;2
951924;49.714.452.958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30000;19.714.452.958;18000;0;18000;17.144.529.578;68.175.145.989;47.077.988.345;98.562.350.957;0;8;4
951935;67.409.887.027;15000;15000;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;24000;27.209.887.027;26900;12300;14600;30.988.702.722;30.988.702.722;0;0;0;9;5
951940;70.924.140.055;63000;63000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.241.400.545;9000;0;9000;-1.075.859.945;90.459.379.303;0;0;11.663.193.248;10;5
951942;41.825.981.155;27500;26000;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;63.259.811.547;8400;0;8400;-2.074.018.845;11.507.281.037;0;0;21.890.916.557;8;4
951944;49.817.973.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45000;48.179.734.476;4800;0;4800;17.973.447.579;17.973.447.579;0;0;0;8;4
951955;10.563.287.128;35500;35500;0;38740;38740;38740;0;0;0;0;0;0;0;0;0;0;0;0;3.139.287.128;31000;0;31000;39.287.127.987;77.471.756.805;0;31.539.952.306;0;10;5
951961;28.676.315.765;24750;24750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.263.157.653;6000;0;6000;-2.073.684.235;77.471.756.805;0;0;20.814.314.103;6;3
951962;51.131.996.184;45700;42500;3200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.319.961.839;8400;0;8400;-2.968.003.816;46.483.054.083;0;0;30.144.868.701;9;5
951963;39.908.280.744;26000;26000;0;4500;0;0;0;4500;0;0;0;0;0;0;0;4500;0;-35000;48.990.828.074;8400;0;8400;-3.500.917.193;12.395.481.089;0;0;35.133.126.736;1;1
951978;41.233.680.675;19000;19000;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;66.336.806.752;7800;0;7800;-1.166.319.325;0;0;0;11.663.193.248;7;4
951984;45.898.643.356;40680.68;39140.68;1540;2459.32;0;0;0;2459.32;2459.32;2459.32;0;0;0;0;0;0;0;0;27.586.433.565;4800;0;4800;-2.041.356.644;41.880.183.433;0;0;20.455.446.619;8;4
951986;83.767.776.995;18.773.857.143;18773.86;0;23.251.428.571;0;0;0;23.251.428.571;52.514.285.714;52.514.285.714;0;0;0;0;0;1800;0;51900;10.768.776.995;13550;2250;11300;-2.781.223.005;0;0;0;27.812.230.052;10;5
951994;43.215.494.351;0;0;0;33600;33600;33600;0;0;0;0;0;0;0;0;0;0;0;0;96.154.943.514;9600;0;9600;15.494.351.361;15.494.351.361;0;0;0;8;4
951995;32.204.926.356;0;0;0;22600;22600;22600;0;0;0;0;0;0;0;0;0;0;0;0;96.049.263.561;9600;0;9600;49.263.561.304;49.263.561.304;0;0;0;6;3
951996;47.258.385.923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30000;17.258.385.923;18000;0;18000;-7.416.140.769;61.977.405.444;0;4.524.447.135;12.560.361.959;8;4
951997;11.868.957.472;74000;74000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12000;32.689.574.723;32000;0;32000;68.957.472.339;35.209.189.535;2.661.336.904;71.349.137.637;0;10;5
951998;27.413.409.753;22000;22000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.413.409.753;7200;0;7200;-1.786.590.247;77.471.756.805;0;0;17.943.374.227;5;3
952002;35.163.571.298;19000;19000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12000;41.635.712.976;7200;0;7200;-3.036.428.702;13.944.916.225;0;0;30.503.736.186;7;4
952004;50.061.977.405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;61.977.405.444;0;0;0;61.977.405.444;61.977.405.444;0;0;0;1;1
952007;70.445.188.118;55200;55200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.245.188.118;13900;5500;8400;13.451.881.177;52.680.794.628;0;12.925.073.231;0;9;5
952008;12.228.778.458;115000;115000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.877.845.821;8880;0;8880;-1.592.215.418;3.438.274.824;0;37.728.264.718;1.973.771.165;10;5
952009;44.557.540.627;37000;37000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.575.406.271;12000;0;12000;-4.442.459.373;43.384.183.811;0;0;44.858.435.568;8;4
952025;13.970.063.728;75479;74749;730;19812;19812;19812;0;0;0;0;0;0;0;0;0;0;0;0;44.409.637.281;43560;8160;35400;8.496.372.809;1.371.714.926;0;31.994.174.562;24.869.516.679;10;5
952028;61.683.692.092;0;0;0;27662;26928;26928;0;734;0;0;0;0;0;0;0;734;0;0;34.021.692.092;34000;0;34000;21.692.091.905;21.692.091.905;0;0;0;9;5
952040;18.609.041.795;58000;58000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;2.809.041.795;25000;0;25000;30.904.179.496;24.305.220.895;0;65.989.586.006;0;10;5
952045;52.718.593.222;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;12000;25.118.593.222;25100;0;25100;18.593.221.633;18.593.221.633;0;0;0;9;5
952055;17.109.887.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12000;51.098.870.272;4800;0;4800;30.988.702.722;30.988.702.722;0;0;0;3;2
952056;-9.611.073.493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-111000;14.889.265.073;5500;0;5500;93.892.650.733;30.988.702.722;13.938.581.118;79.644.182.588;0;1;1
952063;11.744.849.802;0;0;0;33800;33800;33800;0;0;0;0;0;0;0;0;0;0;0;50000;33.648.498.017;39600;0;39600;-5.951.501.983;77.471.756.805;0;0;60.289.737.403;10;5
952070;21.038.464.577;0;0;0;60450;60450;60450;0;0;0;0;0;0;0;0;0;0;0;0;14.993.464.577;137000;16000;121000;1.293.464.577;1.220.852.338;0;11.713.793.432;0;10;5
952074;77.845.789.751;0;0;0;2200;0;0;0;2200;0;0;0;0;0;0;0;2200;0;35000;40.645.789.751;42000;0;42000;-1.354.210.249;41.834.748.675;0;39.424.940.383;14.354.699.382;10;5
952098;47.905.813.149;30000;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.905.813.149;18700;0;18700;-7.941.868.509;29.439.267.586;0;19.712.470.191;84.333.858.867;8;4
952104;79.031.533.697;0;0;0;1000;0;0;0;1000;1000;0;1000;0;0;0;0;0;0;20000;58.031.533.697;61500;0;61500;-3.468.466.303;59.767.426.763;0;47.309.928.459;39.475.423.299;10;5
952110;65000;0;0;0;15000;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;50000;50000;32000;18000;0;0;0;0;0;9;5
952114;79.007.955.391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.325.245.857;96.827.095.346;9600;0;9600;82.709.534.597;82.709.534.597;0;0;0;10;5
952122;27.004.922.593;235000;225000;10000;5000;0;0;0;5000;5000;5000;0;0;0;0;0;0;0;0;3.004.922.593;26600;0;26600;34.492.259.303;16.567.072.419;42.208.227.908;13.704.364.093;0;10;5
952133;40.020.637.313;26326;25000;1326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.694.637.313;18264;0;18264;-4.569.362.687;61.977.405.444;0;0;45.755.604.279;7;4
952143;71500;40000;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7500;24000;24000;0;24000;0;0;0;0;0;10;5
952156;79.679.199.615;49400;49400;0;9000;0;0;0;9000;9000;9000;0;0;0;0;0;0;0;0;21.279.199.615;23.925.975.592;0;23.925.975.592;-2.646.775.977;70.169.296.205;0;10.447.609.201;27.273.928.825;10;5
952160;18.356.220.512;0;0;0;33600;33600;33600;0;0;0;0;0;0;0;0;0;0;0;22000;12.796.220.512;123000;71000;52000;49.622.051.209;34.087.572.994;0;49.281.175.479;0;10;5
952165;44.106.566.425;35000;35000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.106.566.425;12400;0;12400;-3.293.433.575;61.977.405.444;0;0;33.554.109.805;8;4
952183;99.164.817.206;18200;18200;0;3600;0;0;0;3600;3600;3600;0;0;0;0;0;0;0;77000;36.481.720.597;0;0;0;36.481.720.597;10.633.123.855;0;25.848.596.743;0;10;5
952189;3.763.908.067;0;0;0;3000;0;0;0;3000;0;0;0;0;0;0;0;3000;0;20000;1.463.908.067;14400;0;14400;23.908.067.019;30.988.702.722;0;23.598.179.991;0;7;4
952222;1.738.745.316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105000;68.874.531.598;76200;34000;42200;-7.325.468.402;15.494.351.361;0;59.410.648.699;80.745.184.022;10;5
952228;18.718.004.816;129200;113000;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;56.980.048.158;60650;15050;45600;-3.669.951.842;21.692.091.905;46.617.328.155;51.646.671.902;44.499.568.083;10;5
952255;23.029.068.217;4600;4600;0;9000;0;0;0;9000;9000;9000;0;0;0;0;0;0;0;0;94.290.682.173;12000;0;12000;-2.570.931.783;15.494.351.361;0;105.08;26.915.061.341;4;2
952305;72.630.988.703;4500;4500;0;2760;0;0;0;2760;0;0;0;0;0;0;0;0;2760;0;30.988.702.722;0;0;0;30.988.702.722;30.988.702.722;0;0;0;1;1
952337;64.923.869.654;22700;22500;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;72.238.696.535;9600;0;9600;-2.376.130.346;45.892.278.139;0;0;28.350.531.279;9;5
952394;78.421.066.195;0;0;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;60000;17.221.066.195;18200;0;18200;-9.789.338.048;13.944.916.225;0;11.064.960.636;20.993.747.846;10;5
952407;20.043.693.654;30000;30000;0;-10000;0;0;0;-10000;0;0;0;0;-10000;0;10000;0;0;0;43.693.653.643;0;0;0;43.693.653.643;43.693.653.643;0;0;0;3;2
952414;46.012.009.656;18500;18500;0;16640;16640;16640;0;0;0;0;0;0;0;0;0;0;0;0;10.872.009.656;13200;0;13200;-2.327.990.344;46.483.054.083;0;0;23.326.386.495;8;4
952419;73.586.708.843;50500;50000;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.086.708.843;22900;0;22900;18.670.884.254;92.966.108.166;0;17.741.223.172;0;10;5
952424;52.899.767.614;47000;47000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.997.676.141;7200;0;7200;-1.300.232.386;13.523.755.229;0;0;14.354.699.382;9;5
952425;74.534.133.309;57715;56000;1715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.819.133.309;18828;4428;14400;-2.008.866.691;34.087.572.994;0;88.006.494.038;32.298.073.609;10;5
952430;58.812.705.368;31200;31200;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;12.012.705.368;12000;0;12000;12.705.368.116;12.705.368.116;0;0;0;9;5
952442;12.712.556.189;95000;95000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.125.561.893;3.209.457.319;25000;70.945.731.899;30.988.702.722;30.988.702.722;0;0;0;10;5
952454;13.657.524.075;108800;102000;6800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.775.240.747;29.931.379.772;0;29.931.379.772;-2.156.139.025;16.578.955.956;0;13.923.498.808;3.714.278.465;10;5
952469;64.403.443.959;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;84.034.439.585;8400;0;8400;34.439.585.192;34.439.585.192;0;0;0;9;5
952506;52.505.995.858;38370.34;36870.34;1500;1129.66;0;0;0;1129.66;1129.66;1129.66;0;0;0;0;0;0;0;0;13.005.995.858;18000;0;18000;-4.994.004.142;30.140.641.681;0;0;50.241.447.836;9;5
952519;43.323.631.994;34200;33000;1200;3200;0;0;0;3200;3200;0;3200;0;0;0;0;0;0;0;59.236.319.941;7800;0;7800;-1.876.368.006;77.471.756.805;0;26.908.972.565;21.532.049.072;8;4
952537;24.159.349.337;24150;24000;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.493.371.608;0;0;0;93.493.371.608;93.493.371.608;0;0;0;5;3
952550;63.524.947.642;58100;57600;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.249.476.424;8400;0;8400;-2.975.052.358;37.186.443.267;0;91.964.940.383;31.042.037.413;9;5
952553;53.646.483.054;0;0;0;600;0;0;0;600;0;0;0;0;0;0;0;600;0;35000;18.046.483.054;18000;0;18000;46.483.054.083;46.483.054.083;0;0;0;9;5
952566;52.613.252.703;37800;37800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.813.252.703;20000;0;20000;-5.186.747.297;15.494.351.361;0;55.167;52.574.086.485;9;5
952568;42.561.701.725;37200;37100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.617.017.249;8400;0;8400;-3.038.298.275;21.692.091.905;0;26.27;3.086.260.367;8;4
952574;49.822.658.664;35800;32000;3800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.022.658.664;16800;0;16800;-2.777.341.336;10.846.045.953;0;82.752.494.038;28.709.398.763;8;4
952595;56.092.972.646;23000;23000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27000;6.092.972.646;7800;0;7800;-1.707.027.354;10.846.045.953;0;9.736.327.341;26.915.061.341;9;5
952599;30.210.995.275;21.126.573.427;19926.57;1200;57.342.657.343;0;0;0;57.342.657.343;57.342.657.343;57.342.657.343;0;0;0;0;0;0;0;0;85.109.952.746;10800;0;10800;-2.289.004.725;77.471.756.805;0;0;22.967.519.011;6;3
952637;2.938.509.632;23800;23800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.850.963.196;7200;0;7200;-161.490.368;0;0;0;16.149.036.804;6;3
952645;66.912.299.873;58000;58000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.122.998.731;12000;0;12000;-3.087.700.127;96.588.324.234;0;10.296.171.129;41.269.760.722;9;5
952677;12.000.619.774;0;0;0;12000;0;0;0;12000;12000;0;12000;0;0;0;0;0;0;0;0.6197740544;0;0;0;0.6197740544;0.6197740544;0;0;0;2;1
952682;27.619.940.044;22000;22000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.199.400.438;7800;0;7800;-2.180.059.956;61.977.405.444;0;43.347.494.038;26.197.326.371;5;3
952701;37.357.373.557;32000;32000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.573.735.571;8400;0;8400;-3.042.626.443;77.471.756.805;0;0;30.503.736.186;7;4
952705;1.072.170.235;35000;35000;0;2800;0;0;0;2800;0;0;0;0;0;0;0;2800;0;60000;94.170.235.049;12000;0;12000;-2.582.976.495;30.512.717.459;0;25.745.066.371;28.709.398.763;10;5
952717;73.009.478.505;0;0;0;57200;57200;57200;0;0;0;0;0;0;0;0;0;0;0;0;15.809.478.505;15600;0;15600;2.094.785.051;2.094.785.051;0;0;0;10;5
952718;42.169.200.757;0;0;0;31500;32500;32500;0;-1000;0;0;0;0;-1000;0;1000;0;0;0;10.669.200.757;12680;0;12680;-2.010.799.243;17.929.924.697;0;3.219.739.022;25.120.723.918;8;4
952721;65.098.882.651;46300;45000;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.798.882.651;18000;0;18000;79.888.265.086;43.335.505.199;14.501.482.641;22.051.277.247;0;9;5
952723;72.777.984.675;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500000;20.777.984.675;106500;16500;90000;10.127.984.675;15.494.351.361;11.834.655.593;10.070.029.451;21.533.484.542;10;5
952732;80.295.149.608;0;0;0;43550;43550;43550;0;0;0;0;0;0;0;0;0;0;0;0;36.745.149.608;38400;0;38400;-1.654.850.392;40.863.764.444;0;0;20.634.880.361;10;5
952735;15500;15000;15000;0;500;0;0;0;500;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;2;1
952739;36.389.321.024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30000;6.389.321.024;7800;0;7800;-1.410.678.976;24.790.962.178;0;0;14.354.699.382;7;4
952767;14.286.606.161;106000;95000;11000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.866.061.608;33850;0;33850;30.160.616.076;31.475.629.646;12.542.188.459;36.009.022.173;38.578.254.588;10;5
952778;28.030.988.703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28000;30.988.702.722;0;0;0;30.988.702.722;30.988.702.722;0;0;0;6;3
952806;1.321.261.303;45000;45000;0;59800;59800;59800;0;0;0;0;0;0;0;0;0;0;0;10000;17.326.130.297;18000;0;18000;-673.869.703;30.988.702.722;0;17.077.494.038;26.915.061.341;10;5
952815;10.395.551.253;48000;42000;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40000;15.955.512.531;20600;11000;9600;-4.644.487.469;30.988.702.722;0;19.712.470.191;48.447.110.413;10;5
952819;75.843.548.766;72000;70000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.435.487.664;10800;0;10800;-6.956.451.234;557.796.649;0;0;69.620.292.001;10;5
952832;37.226.373.306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31000;62.263.733.064;6000;0;6000;22.637.330.639;19.069.618.108;0;35.677.125.312;0;7;4
952850;9.414.286.362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85000;91.428.636.197;12000;0;12000;-285.713.638;1.380.349.606;0;0;28.709.398.763;10;5
952865;62.056.334.707;52000;52000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.056.334.707;9600;0;9600;45.633.470.693;30.411.992.311;0;42.592.271.462;0;9;5
952871;63.489.391.109;53400;53400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.089.391.109;9600;0;9600;48.939.110.909;92.966.108.166;4.896.725.126;34.745.774.967;0;9;5
952909;15.650.162.704;16000;16000;0;500;0;0;0;500;0;0;0;0;0;0;0;500;0;120000;20.001.627.044;24000;0;24000;-3.998.372.956;1.286.031.163;0;0;41.269.760.722;10;5
952917;36.361.977.405;32740.68;32740.68;0;3559.32;0;0;0;3559.32;2259.32;2259.32;0;0;0;0;0;1300;0;0;61.977.405.444;0;0;0;61.977.405.444;61.977.405.444;0;0;0;7;4
952933;63.134.800.857;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;18.134.800.857;18000;0;18000;13.480.085.684;13.480.085.684;0;0;0;9;5
952955;46.372.725.252;34.899.082.569;28899.08;6000;12.091.743.119;0;0;0;12.091.743.119;11.009.174.312;11.009.174.312;0;0;-980;0;980;0;0;0;11.352.725.252;14400;0;14400;-3.047.274.748;30.988.702.722;0;0;30.503.736.186;8;4
952960;88.469.795.509;31640;30800;840;400;0;0;0;400;0;0;0;0;0;0;0;400;0;40000;16.429.795.509;19800;6000;13800;-3.370.204.491;21.847.035.419;0;0;35.886.748.454;10;5
952968;17.383.495.699;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;57.834.956.991;55800;16400;39400;20.349.569.913;52.680.794.628;0;1.508.149.045;0;10;5
952969;17.788.175.146;0;0;0;8120;8120;8120;0;0;0;0;0;0;0;0;0;0;0;0;9.668.175.146;9600;0;9600;68.175.145.989;68.175.145.989;0;0;0;3;2
952974;10.165.748.523;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70000;18.657.485.234;16700;0;16700;19.574.852.345;44.933.618.947;0;1.508.149.045;0;10;5
952978;2.979.250.119;22800;22800;0;1710;0;0;0;1710;1710;0;1710;0;0;0;0;0;0;0;52.825.011.899;8400;0;8400;-311.749.881;46.483.054.083;0;0;31.221.471.155;6;3
952983;10.687.156.611;0;0;0;24050;24050;24050;0;0;0;0;0;0;0;0;0;0;0;52000;30.821.566.108;26000;8000;18000;48.215.661.082;92.966.108.166;0;4728.6;0;10;5
952987;7.603.749.633;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45000;1.803.749.633;18000;0;18000;37.496.330.294;37.496.330.294;0;0;0;10;5
952988;36.721.695.191;9000;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12000;15.721.695.191;15700;100;15600;21.695.190.776;21.695.190.776;0;0;0;7;4
952991;38.151.977.405;0;0;0;22490;22490;22490;0;0;0;0;0;0;0;0;0;0;0;0;15.661.977.405;15600;0;15600;61.977.405.444;61.977.405.444;0;0;0;7;4
952993;33.027.632.505;0;0;0;22750;22750;22750;0;0;0;0;0;0;0;0;0;0;0;0;10.277.632.505;9600;0;9600;67.763.250.453;74.372.886.533;0;603.259.618;0;6;3
952996;10.362.479.096;25000;25000;0;600;0;0;0;600;0;0;0;0;0;0;0;600;0;60000;18.024.790.962;18000;6000;12000;24.790.962.178;24.790.962.178;0;0;0;10;5
952997;90.086.768.368;9000;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.768.367.622;0;0;0;86.768.367.622;86.768.367.622;0;0;0;1;1
952999;3.607.258.737;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.007.258.737;9600;0;9600;47.258.737.027;20.142.656.769;0;4.524.447.135;0;7;4
953010;18.013.944.916;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.139.449.162;6000;0;6000;13.944.916.225;13.944.916.225;0;0;0;3;2
953011;47.448.244.016;37500;37500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.482.440.162;14400;0;14400;-4.451.755.984;34.087.572.994;0;0;44.858.435.568;8;4
953013;170300;33000;33000;0;27300;27300;27300;0;0;0;0;0;0;0;0;0;0;0;14000;96000;96000;0;96000;0;0;0;0;0;10;5
953015;15.740.154.944;69000;69000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80000;84.015.494.351;8400;0;8400;15.494.351.361;15.494.351.361;0;0;0;10;5
953016;64.122.738.827;19500;19500;0;23640;23640;23640;0;0;0;0;0;0;0;0;0;0;0;0;20.982.738.827;20.715.564.613;0;20.715.564.613;26.717.421.377;34.087.572.994;23.308.664.078;0;0;9;5
953018;49.096.430.323;39200;39200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98.964.303.226;134.556.659;0;134.556.659;-3.559.235.578;29.439.267.586;0;0;35.886.748.454;8;4
953021;39.736.269.014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34000;57.362.690.142;6600;0;6600;-8.637.309.858;15.494.351.361;0;0;87.922.533.712;7;4
953028;51.516.919.781;44000;44000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.516.919.781;9600;0;9600;-2.083.080.219;12.395.481.089;0;0;22.070.350.299;9;5
953030;55.821.419.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.343.947.331;14.477.471.757;14400;0;14400;77.471.756.805;77.471.756.805;0;0;0;9;5
953034;36.205.679.911;29470.34;27870.34;1600;2929.66;0;0;0;2929.66;2929.66;1129.66;1800;0;0;0;0;0;0;0;38.056.799.108;7200;0;7200;-3.394.320.089;49.581.924.355;46.617.328.155;1.878.723.748;36.783.917.165;7;4
953037;42.035.714.273;0;0;0;18880;23880;23880;0;-5000;0;0;0;0;-5000;0;5000;0;0;0;23.155.714.273;0;0;0;23.155.714.273;21.692.401.793;0;22.938.790.255;0;8;4
953042;84.795.417.413;18500;18500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40000;26.295.417.413;27500;12800;14700;-1.204.582.587;24.790.962.178;0;19.712.470.191;1.426.498.251;10;5
953044;74.248.085.316;51550;51000;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.698.085.316;24000;0;24000;-1.301.914.684;31.298.899.636;0;0;16.149.036.804;10;5
