NQUEST;Y;YL;YL1;YL2;YT;YTP;YTP1;YTP2;YTA;YTA1;YTA11;YTA12;YTA2;YTA3;YTA31;YTA32;YTA4;YTA5;YM;YC;YCA;YCA1;YCA2;YCF;YCF1;YCF2;YCF3;YCF4;CLY;CLY2
898138;46.341.702.456;0;0;0;36120;39120;39120;0;-3000;0;0;0;0;-3000;0;3000;0;0;0;10.221.702.456;9600;0;9600;62.170.245.618;32.888.769.848;25.510.089.496;37.713.862.744;0;8;4
898191;64.093.689.711;32700;32700;0;9400;0;0;0;9400;9000;8200;800;0;0;0;0;400;0;800;21.193.689.711;21.298.617.899;5640;15.658.617.899;-1.049.281.876;15.494.351.361;0;15.769.976.153;27.812.230.052;9;5
898220;42.963.227.853;126000;120000;6000;2100;9100;9100;0;-7000;0;0;0;0;-7000;0;7000;0;0;200000;10.153.227.853;74000;20000;54000;27.532.278.532;71.936.295.613;0;26.812.915.576;0;10;5
898380;3.212.652.633;0;0;0;27300;27300;27300;0;0;0;0;0;0;0;0;0;0;0;0;48.265.263.295;4800;0;4800;2.652.632.953;2.652.632.953;0;0;0;6;3
898387;19.112.395.481;0;0;0;14300;14300;14300;0;0;0;0;0;0;0;0;0;0;0;0;48.123.954.811;4800;0;4800;12.395.481.089;12.395.481.089;0;0;0;3;2
898401;28.630.976.387;21550;21000;550;2100;0;0;0;2100;2100;2100;0;0;0;0;0;0;0;0;49.809.763.867;6000;0;6000;-1.019.023.613;21.692.091.905;0;0;10.407.157.052;6;3
898416;9100;5500;5500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600;3600;0;3600;0;0;0;0;0;1;1
898442;27.877.465.662;0;0;0;18000;26000;26000;0;-8000;0;0;0;0;-8000;0;8000;0;0;0;98.774.656.624;10800;4800;6000;-9.225.343.376;15.494.351.361;0;0;92.408.377.269;5;3
898594;21.506.611.278;0;0;0;13100;13000;13000;0;100;100;0;100;0;0;0;0;0;0;0;84.066.112.778;8400;0;8400;66.112.777.682;66.112.777.682;0;0;0;4;2
898661;51.177.196.521;45500;44000;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.771.965.212;7800;0;7800;-2.122.803.479;30.401.428.435;0;0;21.532.049.072;9;5
898682;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;3000;0;3000;0;0;0;0;0;1;1
898977;3.290.309.887;0;0;0;22100;22100;22100;0;0;0;0;0;0;0;0;0;0;0;0;1.080.309.887;10800;0;10800;30.988.702.722;30.988.702.722;0;0;0;6;3
899055;49.249.175.027;42000;42000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.491.750.266;8400;0;8400;-1.150.824.973;15.494.351.361;0;0;11.663.193.248;8;4
899140;34.877.471.757;0;0;0;22800;22800;22800;0;0;0;0;0;0;0;0;0;0;0;0;12.077.471.757;12000;0;12000;77.471.756.805;77.471.756.805;0;0;0;7;4
899268;89.015.494.351;11000;11000;0;-2100;0;0;0;-2100;0;0;0;0;-3000;0;3000;0;900;0;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;1;1
899301;47.614.109.845;0;0;0;39000;39000;39000;0;0;0;0;0;0;0;0;0;0;0;0;86.141.098.446;7333;0;7333;12.811.098.446;61.977.405.444;6.293.339.301;11.561.990.461;0;8;4
899437;35.481.502.198;0;0;0;30000;30000;30000;0;0;0;0;0;0;0;0;0;0;0;0;54.815.021.978;5400;0;5400;81.502.197.843;81.502.197.843;0;0;0;7;4
899500;44.948.954.811;0;0;0;32825;32825;32825;0;0;0;0;0;0;0;0;0;0;0;0;12.123.954.811;12000;0;12000;12.395.481.089;12.395.481.089;0;0;0;8;4
899501;32.807.747.176;28000;28000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.077.471.757;4800;0;4800;77.471.756.805;77.471.756.805;0;0;0;6;3
899540;40.192.966.108;0;0;0;22100;22100;22100;0;0;0;0;0;0;0;0;0;0;0;0;18.092.966.108;18000;0;18000;92.966.108.166;92.966.108.166;0;0;0;7;4
899553;10.840.285.314;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70000;18.402.853.135;18000;0;18000;40.285.313.539;40.285.313.539;0;0;0;10;5
899556;61.662.621.753;1140;1000;140;23500;19500;19500;0;4000;0;0;0;3000;0;0;0;1000;0;25000;12.022.621.753;12000;0;12000;22.621.752.987;22.621.752.987;0;0;0;9;5
899560;20.021.093.996;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.093.995.679;0;0;0;21.093.995.679;21.093.995.679;0;0;0;3;2
899562;24.497.161.921;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.971.619.207;9800;200;9600;-3.028.380.793;20.142.656.769;0;0;32.298.073.609;5;3
899706;19.000.619.774;0;0;0;13000;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;60.006.197.741;6000;0;6000;0.6197740544;0.6197740544;0;0;0;3;2
899737;3.960.075.539;33600;33600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.007.553.898;6000;0;6000;0.7553898417;0.7553898417;0;0;0;7;4
899895;20.612.395.481;0;0;0;13000;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;76.123.954.811;7600;0;7600;12.395.481.089;12.395.481.089;0;0;0;4;2
899998;72.030.988.703;0;0;0;6000;6000;6000;0;0;0;0;0;0;0;0;0;0;0;0;12.030.988.703;1200;0;1200;30.988.702.722;30.988.702.722;0;0;0;1;1
900325;82.829.609.729;54500;53000;1500;3000;0;0;0;3000;0;0;0;3000;0;0;0;0;0;0;25.329.609.729;23900;0;23900;14.296.097.292;12.395.481.089;0;14.172.142.481;0;10;5
900339;17.378.008.068;0;0;0;7776;7776;7776;0;0;0;0;0;0;0;0;0;0;0;0;96.020.080.679;9600;0;9600;20.080.679.364;20.080.679.364;0;0;0;3;2
900354;96.199.463.537;0;0;0;64300;66300;66300;0;-2000;0;0;0;0;-2000;0;2000;0;0;0;31.899.463.537;29000;0;29000;28.994.635.372;46.483.054.083;93.234.656.311;27.597.458.268;0;10;5
900371;3.634.087.573;24000;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.234.087.573;12000;0;12000;34.087.572.994;34.087.572.994;0;0;0;7;4
900486;35.221.692.092;26200;25000;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.216.920.919;9000;0;9000;21.692.091.905;21.692.091.905;0;0;0;7;4
900495;16.930.092.966;0;0;0;10780;10780;10780;0;0;0;0;0;0;0;0;0;0;0;0;61.500.929.661;6150;0;6150;0.0929661082;0.0929661082;0;0;0;3;2
900573;60.831.786.166;17.156.862.745;17156.86;0;38.431.372.549;0;0;0;38.431.372.549;38.431.372.549;38.431.372.549;0;0;0;0;0;0;0;31000;88.317.861.663;9000;0;9000;-1.682.138.337;61.977.405.444;0;21.016;25.120.723.918;9;5
900673;95.030.988.703;83.898.305.085;8.389.831;0;11.101.694.915;0;0;0;11.101.694.915;11.101.694.915;61.016.949.153;500;0;0;0;0;0;0;0;30.988.702.722;0;0;0;30.988.702.722;30.988.702.722;0;0;0;1;1
900796;52.057.339.148;0;0;0;42055;42055;42055;0;0;0;0;0;0;0;0;0;0;0;0;10.002.339.148;9500;3500;6000;50.233.914.835;29.439.267.586;0;47.289.988.077;0;9;5
900829;44.103.109.921;36000;36000;0;3000;0;0;0;3000;3000;3000;0;0;0;0;0;0;0;0;51.031.099.209;5400;0;5400;-2.968.900.791;61.977.405.444;0;0;35.886.748.454;8;4
901126;62.598.583.257;59000;59000;0;-3000;0;0;0;-3000;0;0;0;0;-3000;0;3000;0;0;0;65.985.832.566;8400;0;8400;-1.801.416.743;82.637.550.455;0;0;18.840.542.938;9;5
901402;27.926.087.573;0;0;0;21892;21892;21892;0;0;0;0;0;0;0;0;0;0;0;0;6.034.087.573;6000;0;6000;34.087.572.994;34.087.572.994;0;0;0;5;3
901450;21380;15200;15200;0;1380;3380;3380;0;-2000;0;0;0;0;-2000;0;2000;0;0;0;4800;4800;0;4800;0;0;0;0;0;4;2
901474;6.350.309.887;40700;40700;0;15600;7800;7800;0;7800;7800;0;7800;0;0;0;0;0;0;0;72.030.988.703;7200;0;7200;30.988.702.722;30.988.702.722;0;0;0;9;5
901501;21.606.197.741;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;60.061.977.405;6000;0;6000;61.977.405.444;61.977.405.444;0;0;0;4;2
901516;17.730.988.703;0;0;0;11700;11700;11700;0;0;0;0;0;0;0;0;0;0;0;0;60.309.887.027;6000;0;6000;30.988.702.722;30.988.702.722;0;0;0;3;2
901608;31.399.581.924;14000;14000;0;7150;7150;7150;0;0;0;0;0;0;0;0;0;0;0;0;10.249.581.924;10200;0;10200;49.581.924.355;49.581.924.355;0;0;0;6;3
901756;32.037.471.757;0;0;0;22360;22360;22360;0;0;0;0;0;0;0;0;0;0;0;0;96.774.717.568;9600;0;9600;77.471.756.805;77.471.756.805;0;0;0;6;3
901761;94.292.966.108;87000;87000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.929.661.082;7200;0;7200;92.966.108.166;92.966.108.166;0;0;0;10;5
901876;13.207.747.176;13200;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77.471.756.805;0;0;0;77.471.756.805;77.471.756.805;0;0;0;2;1
901879;25.213.015.255;25200;25000;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.015.255.143;0;0;0;13.015.255.143;13.015.255.143;0;0;0;5;3
901950;34.630.988.703;0;0;0;28600;28600;28600;0;0;0;0;0;0;0;0;0;0;0;0;60.309.887.027;6000;0;6000;30.988.702.722;30.988.702.722;0;0;0;7;4
901952;22.543.207.801;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;56.432.078.015;5550;0;5550;93.207.801.496;92.966.108.166;8.391.119.068;0;0;4;2
901955;15840;6000;6000;0;9840;9840;9840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
901965;52.747.391.045;0;0;0;5000;0;0;0;5000;0;0;0;0;0;0;0;5000;0;40000;77.473.910.448;77.442.921.745;0;77.442.921.745;30.988.702.722;30.988.702.722;0;0;0;9;5
902006;11.799.296.611;0;0;0;8190;8190;8190;0;0;0;0;0;0;0;0;0;0;0;0;36.092.966.108;3600;0;3600;92.966.108.166;92.966.108.166;0;0;0;2;1
902047;67.284.907.599;0;0;0;46800;46800;46800;0;0;0;0;0;0;0;0;0;0;0;0;20.484.907.599;19200;0;19200;12.849.075.995;74.519.387.458;0;53.971.372.488;0;9;5
902247;21.630.988.703;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;60.309.887.027;6000;0;6000;30.988.702.722;30.988.702.722;0;0;0;4;2
902401;46.430.988.703;33000;33000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.430.988.703;13400;3800;9600;30.988.702.722;30.988.702.722;0;0;0;8;4
902417;52.705.061.929;0;0;0;25200;24700;24700;0;500;0;0;0;0;0;0;0;500;0;15000;12.505.061.929;12000;0;12000;5.050.619.289;5.050.619.289;0;0;0;9;5
902575;80.535.494.351;0;0;0;3552;3552;3552;0;0;0;0;0;0;0;0;0;0;0;0;45.015.494.351;4500;0;4500;15.494.351.361;15.494.351.361;0;0;0;1;1
902673;94.644.738.376;0;0;0;2560;3360;3360;0;-800;0;0;0;0;-800;0;800;0;0;4500;24.044.738.376;2400;0;2400;44.738.376.493;44.738.376.493;0;0;0;1;1
902680;11.721.692.092;0;0;0;11700;12200;12200;0;-500;0;0;0;0;-500;0;500;0;0;0;21.692.091.905;0;0;0;21.692.091.905;21.692.091.905;0;0;0;1;1
902712;45.445.018.865;27000;27000;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;10000;72.450.188.648;7200;0;7200;45.018.864.797;45.018.864.797;0;0;0;8;4
902913;62.495.101.819;41000;41000;0;13200;13200;13200;0;0;0;0;0;0;0;0;0;0;0;0;82.951.018.186;8200;0;8200;95.101.818.577;8.366.949.735;0;86.734.868.842;0;9;5
902915;23.502.969.865;0;0;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;15000;73.029.698.647;7200;0;7200;10.296.986.466;77.471.756.805;0;95.222.688.979;0;4;2
902916;485.992.428;40000;40000;0;1350;0;0;0;1350;1350;1350;0;0;0;0;0;0;0;0;72.492.427.999;7200;0;7200;4.924.279.991;46.483.054.083;0;27.597.458.268;0;8;4
902949;26.475.494.351;0;0;0;18060;18060;18060;0;0;0;0;0;0;0;0;0;0;0;0;84.154.943.514;8400;0;8400;15.494.351.361;15.494.351.361;0;0;0;5;3
903045;13000;0;0;0;13000;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
903046;10.101.549.435;0;0;0;6500;6500;6500;0;0;0;0;0;0;0;0;0;0;0;0;36.015.494.351;3600;0;3600;15.494.351.361;15.494.351.361;0;0;0;1;1
903052;14.397.747.176;0;0;0;10790;10790;10790;0;0;0;0;0;0;0;0;0;0;0;0;36.077.471.757;3600;0;3600;77.471.756.805;77.471.756.805;0;0;0;2;1
903157;98.078.323.593;0;0;0;74100;74100;74100;0;0;0;0;0;0;0;0;0;0;0;0;23.978.323.593;23400;0;23400;57.832.359.256;23.681.359.256;0;341.51;0;10;5
903195;19.846.483.054;0;0;0;13000;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;68.464.830.541;6800;0;6800;46.483.054.083;46.483.054.083;0;0;0;3;2
903358;20.674.958.192;0;0;0;20670;20670;20670;0;0;0;0;0;0;0;0;0;0;0;0;49.581.924.355;0;0;0;49.581.924.355;49.581.924.355;0;0;0;4;2
903368;78.600.619.774;0;0;0;7860;7800;7800;0;60;0;0;0;0;0;0;0;60;0;0;0.0619774054;0;0;0;0.0619774054;0.0619774054;0;0;0;1;1
903373;15.244.648.305;0;0;0;14040;14040;14040;0;0;0;0;0;0;0;0;0;0;0;0;12.046.483.054;1200;0;1200;46.483.054.083;46.483.054.083;0;0;0;2;1
903424;35.763.605.269;27000;25000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.763.605.269;8400;0;8400;36.360.526.895;94.515.543.302;0;26.908.972.565;0;7;4
903428;24.545.632.886;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;89.456.328.857;8900;0;8900;45.632.885.747;37.006.708.791;0;86.261.769.558;0;5;3
903508;58.955.327.095;0;0;0;48990;41990;41990;0;7000;7000;0;7000;0;0;0;0;0;0;0;99.653.270.947;9600;0;9600;36.532.709.468;36.334.228.658;0;19.848.081;0;9;5
903613;24.221.692.092;0;0;0;15650;9750;9750;0;5900;9500;0;9500;0;-3600;0;3600;0;0;0;85.716.920.919;8550;0;8550;21.692.091.905;21.692.091.905;0;0;0;5;3
903656;22.563.944.916;0;0;0;20150;20150;20150;0;0;0;0;0;0;0;0;0;0;0;0;24.139.449.162;2400;0;2400;13.944.916.225;13.944.916.225;0;0;0;4;2
903735;12.532.121.218;0;0;0;4460;0;0;0;4460;4000;0;4000;0;0;0;0;460;0;0;80.721.212.182;8400;0;8400;-3.278.787.818;30.988.702.722;0;0;35.886.748.454;2;1
903754;25.486.768.368;0;0;0;18200;18200;18200;0;0;0;0;0;0;0;0;0;0;0;0;72.867.683.676;7200;0;7200;86.768.367.622;86.768.367.622;0;0;0;5;3
903768;3.112.638.963;0;0;0;21060;21060;21060;0;0;0;0;0;0;0;0;0;0;0;0;1.006.638.963;9600;0;9600;46.638.962.972;13.944.916.225;0;4.524.447.135;0;6;3
903770;4.256.638.963;0;0;0;32500;32500;32500;0;0;0;0;0;0;0;0;0;0;0;0;1.006.638.963;9600;0;9600;46.638.962.972;13.944.916.225;0;4.524.447.135;0;8;4
903904;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;7200;0;7200;0;0;0;0;0;1;1
904055;34.570.437.865;0;0;0;26000;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;8.570.437.865;8400;0;8400;17.043.786.497;17.043.786.497;0;0;0;7;4
904114;22.162.395.481;0;0;0;14950;14950;14950;0;0;0;0;0;0;0;0;0;0;0;0;72.123.954.811;7200;0;7200;12.395.481.089;12.395.481.089;0;0;0;4;2
904236;21.902.196.019;13700;13700;0;1000;0;0;0;1000;1000;0;1000;0;0;0;0;0;0;0;7.202.196.019;7200;0;7200;21.960.190.052;21.960.190.052;0;0;0;4;2
904242;9.233.232.115;75600;73600;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.673.232.115;20400;7200;13200;-366.767.885;38.618.495.299;79.811.194.118;0;3.714.278.465;10;5
904245;59.369.617.909;32.933.053.898;30933.05;2000;40.669.461.017;0;0;0;40.669.461.017;40.669.461.017;40.669.461.017;0;0;0;0;0;0;0;9500;12.869.617.909;12000;0;12000;86.961.790.941;16.034.391.923;2.379.300.008;6.854.809.901;0;9;5
904491;10.500.619.774;10500;10500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6197740544;0;0;0;0.6197740544;0.6197740544;0;0;0;1;1
904510;40.439.717.994;0;0;0;30875;30875;30875;0;0;0;0;0;0;0;0;0;0;0;0;95.647.179.945;9400;1000;8400;16.471.799.447;46.483.054.083;0;11.823.494.038;0;7;4
904577;36.104.648.305;30100;30100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.046.483.054;6000;0;6000;46.483.054.083;46.483.054.083;0;0;0;7;4
904580;37.105.268.079;15000;15000;0;22100;22100;22100;0;0;0;0;0;0;0;0;0;0;0;0;52.680.794.628;0;0;0;52.680.794.628;52.680.794.628;0;0;0;7;4
904583;26.507.747.176;20500;20500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.077.471.757;6000;0;6000;77.471.756.805;77.471.756.805;0;0;0;5;3
904587;17.881.549.435;0;0;0;12480;12480;12480;0;0;0;0;0;0;0;0;0;0;0;0;54.015.494.351;5400;0;5400;15.494.351.361;15.494.351.361;0;0;0;3;2
904723;46.028.360.652;14400;14400;0;16800;16800;16800;0;0;0;0;0;0;0;0;0;0;0;0;14.828.360.652;14700;0;14700;12.836.065.242;30.988.702.722;0;97.371.949.696;0;8;4
904730;20300;0;0;0;14300;14300;14300;0;0;0;0;0;0;0;0;0;0;0;0;6000;6000;0;6000;0;0;0;0;0;4;2
904732;30.616.225.808;0;0;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;72.162.258.075;7200;0;7200;16.225.807.545;16.225.807.545;0;0;0;6;3
904878;21.230.988.703;0;0;0;10400;10400;10400;0;0;0;0;0;0;0;0;0;0;0;0;10.830.988.703;10800;0;10800;30.988.702.722;30.988.702.722;0;0;0;4;2
904888;21.615.494.351;9600;9600;0;2400;0;0;0;2400;2400;2400;0;0;0;0;0;0;0;0;96.154.943.514;9600;0;9600;15.494.351.361;15.494.351.361;0;0;0;4;2
904927;41.815.546.621;0;0;0;26611;26611;26611;0;0;0;0;0;0;0;0;0;0;0;0;15.204.546.621;15200;0;15200;45.466.214.334;45.466.214.334;0;0;0;8;4
904956;8200;8200;8200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
905025;24.056.492.949;0;0;0;14300;14300;14300;0;0;0;0;0;0;0;0;0;0;0;0;97.564.929.487;9600;0;9600;15.649.294.875;15.649.294.875;0;0;0;5;3
905067;29.521.274.016;0;0;0;24050;24050;24050;0;0;0;0;0;0;0;0;0;0;0;0;54.712.740.163;5400;0;5400;71.274.016.261;71.274.016.261;0;0;0;6;3
905073;21.918.340.057;0;0;0;7150;7150;7150;0;0;0;0;0;0;0;0;0;0;0;0;14.768.340.057;14400;0;14400;36.834.005.688;77.471.756.805;2.097.779.767;1.508.149.045;0;4;2
905085;55.530.988.703;30000;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;15.530.988.703;15500;3500;12000;30.988.702.722;30.988.702.722;0;0;0;9;5
905113;51.348.385.835;40850;39000;1850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.498.385.835;9400;0;9400;10.983.858.349;30.988.702.722;0;78.849.880.766;0;9;5
905122;48.001.692.092;10000;10000;0;31980;31980;31980;0;0;0;0;0;0;0;0;0;0;0;0;60.216.920.919;6000;0;6000;21.692.091.905;21.692.091.905;0;0;0;8;4
905165;78.024.790.962;0;0;0;7800;7800;7800;0;0;0;0;0;0;0;0;0;0;0;0;24.790.962.178;0;0;0;24.790.962.178;24.790.962.178;0;0;0;1;1
905171;32.939.217.244;0;0;0;27300;27300;27300;0;0;0;0;0;0;0;0;0;0;0;0;56.392.172.443;5400;0;5400;23.921.724.429;29.439.267.586;2.097.779.767;0;0;6;3
905213;16.902.093.584;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;20.935.835.004;0;0;0;20.935.835.004;20.935.835.004;0;0;0;3;2
905217;91.015.494.351;9100;9100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;1;1
905220;33.811.260.673;13000;13000;0;20800;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;11.260.673.089;0;0;0;11.260.673.089;11.260.673.089;0;0;0;6;3
905472;82.707.959.613;16800;16800;0;54600;54600;54600;0;0;0;0;0;0;0;0;0;0;0;1300;10.007.959.613;8400;0;8400;16.079.596.129;10.755.848.639;0;15.004.011.265;0;10;5
906080;45.809.439.268;13500;13500;0;23880;17680;17680;0;6200;6200;0;6200;0;0;0;0;0;0;0;84.294.392.676;8400;0;8400;29.439.267.586;29.439.267.586;0;0;0;8;4
906126;24.885.494.351;0;0;0;18870;18870;18870;0;0;0;0;0;0;0;0;0;0;0;0;60.154.943.514;6000;0;6000;15.494.351.361;15.494.351.361;0;0;0;5;3
906266;31.833.646.618;0;0;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;84.336.466.183;8400;0;8400;33.646.618.259;33.646.618.259;0;0;0;6;3
906329;30.281.190.527;22400;22400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.811.905.274;7600;0;7600;28.119.052.745;13.944.916.225;0;1.417.413.652;0;6;3
906362;24.747.172.116;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;52.471.721.161;5200;0;5200;47.172.116.063;77.471.756.805;0;39.424.940.383;0;5;3
906415;28.353.481.643;27000;27000;0;-4800;0;0;0;-4800;0;0;0;0;-4800;0;4800;0;0;0;61.534.816.427;6000;0;6000;1.534.816.427;15.494.351.361;0;13.798.729.134;0;6;3
906436;32.905.932.216;88.888.888.889;8.888.889;0;26.711.111.111;26000;26000;0;71.111.111.111;71.111.111.111;71.111.111.111;0;0;0;0;0;0;0;0;53.059.322.163;5120;0;5120;18.593.221.633;18.593.221.633;0;0;0;6;3
906503;14.761.593.222;0;0;0;-2457;0;0;0;-2457;0;0;0;0;-2457;0;2457;0;0;5000;12.218.593.222;12200;5000;7200;18.593.221.633;18.593.221.633;0;0;0;2;1
906532;52.662.505.159;16000;16000;0;28080;28080;28080;0;0;0;0;0;0;0;0;0;0;0;0;85.825.051.585;8400;0;8400;18.250.515.851;50.929.267.824;0;17.741.223.172;0;9;5
906538;83.726.143.107;64700;64000;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.026.143.107;14000;0;14000;50.261.431.068;88.895.012.138;0;49.372.480.946;0;10;5
906545;47.282.104.054;39000;39000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.821.040.541;8400;0;8400;-1.178.959.459;22.112.856.007;0;39.424.940.383;17.943.374.227;8;4
906624;15.615.494.351;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;2;1
906647;24200;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12200;12200;0;12200;0;0;0;0;0;5;3
906726;13.651.549.435;0;0;0;13650;13650;13650;0;0;0;0;0;0;0;0;0;0;0;0;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;2;1
906885;38.469.011.709;0;0;0;28560;28560;28560;0;0;0;0;0;0;0;0;0;0;0;0;99.090.117.091;9800;0;9800;10.901.170.911;77.471.756.805;0;31.539.952.306;0;7;4
906891;21.609.296.611;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;60.092.966.108;6000;0;6000;92.966.108.166;92.966.108.166;0;0;0;4;2
906946;5.912.647.821;22100;22100;0;26000;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;1.102.647.821;11000;0;11000;2.647.820.971;18.593.221.633;0;78.849.880.766;0;9;5
906948;84.036.484.368;15600;15600;0;52350;39870;39870;0;12480;12480;0;12480;0;0;0;0;0;0;0;16.086.484.368;16000;0;16000;86.484.368.135;80.570.627.077;0;59.137.410.574;0;10;5
907074;16.400.988.703;0;0;0;11570;11570;11570;0;0;0;0;0;0;0;0;0;0;0;0;48.309.887.027;4800;0;4800;30.988.702.722;30.988.702.722;0;0;0;3;2
907373;25.144.087.573;0;0;0;19110;19110;19110;0;0;0;0;0;0;0;0;0;0;0;0;6.034.087.573;6000;0;6000;34.087.572.994;34.087.572.994;0;0;0;5;3
907437;47.206.197.741;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.406.197.741;26400;0;26400;61.977.405.444;61.977.405.444;0;0;0;8;4
907441;55.756.772.904;54600;52600;2000;-5000;0;0;0;-5000;0;0;0;0;-5000;0;5000;0;0;0;61.567.729.035;5800;0;5800;35.677.290.352;21.692.091.905;13.985.198.447;0;0;9;5
907490;86.284.604.595;0;0;0;78000;78000;78000;0;0;0;0;0;0;0;0;0;0;0;0;82.846.045.953;7200;0;7200;10.846.045.953;10.846.045.953;0;0;0;10;5
907536;33.755.223.818;0;0;0;25300;25300;25300;0;0;0;0;0;0;0;0;0;0;0;0;84.552.238.181;8400;0;8400;55.223.818.103;55.223.818.103;0;0;0;6;3
907644;19.588.494.948;0;0;0;19400;18200;18200;0;1200;1200;0;1200;0;0;0;0;0;0;0;18.849.494.809;0;0;0;18.849.494.809;10.282.145.824;0;85.673.489.848;0;3;2
907648;27.444.790.962;0;0;0;22620;22620;22620;0;0;0;0;0;0;0;0;0;0;0;0;48.247.909.622;4800;0;4800;24.790.962.178;24.790.962.178;0;0;0;5;3
907674;42.183.198.344;0;0;0;32500;32500;32500;0;0;0;0;0;0;0;0;0;0;0;0;96.831.983.436;7300;0;7300;23.831.983.436;52.680.794.628;0;2.330.517.549;0;8;4
907776;34.633.392.068;0;0;0;29900;29900;29900;0;0;0;0;0;0;0;0;0;0;0;0;47.333.920.681;4450;0;4450;28.339.206.812;24.790.962.178;0;35.482.446.345;0;7;4
907846;20900;0;0;0;14900;0;0;0;14900;0;0;0;0;0;0;0;500;14400;0;6000;6000;0;6000;0;0;0;0;0;4;2
907852;35.590.943.711;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.590.943.711;14400;0;14400;19.094.371.076;37.186.443.267;0;15.375.726.749;0;7;4
907944;16.809.502.617;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.095.026.166;4800;0;4800;95.026.165.932;95.026.165.932;0;0;0;3;2
907985;26.574.803.288;0;0;0;20150;20150;20150;0;0;0;0;0;0;0;0;0;0;0;0;64.248.032.876;6000;0;6000;4.248.032.876;16.301.858.161;74.254.305.135;3.342.471.243;0;5;3
