NQUEST,NORD,NORDP,NESPLAV,EXLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,ETALAV2,LAVFATT1,LAVFATT2,LAVFATT3,LAVFATT4,LAVFATT5,LAVFATT6,LAVFATT7,ETAPEN,COPPU,PREVCOM,ANPREVCOM,MPREVCOM1,MPREVCOM,COPPIP,DOCSEZB,ETA,maxan
866034,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
866035,1,,5,1,15,1,35,,,,,,,,,,,,,,,,,2,67,57
866035,2,,0,,,,,,,,,,,,,,,,,,,,,2,61,
866037,1,,1,,21,1,35,,,2,3,1,6,7,4,5,65,70,2,,,,,2,65,49
866037,2,,1,,25,1,37,,,,,,,,,,,,,,,,,2,65,45
866037,3,,0,,,,,,,,,,,,,,,,,,,,,2,36,
866037,4,,0,,,,,,,,,,,,,,,,,,,,,2,85,
866041,1,,0,,,,,,,,,,,,,,,,,,,,,2,59,
866041,2,,1,,16,1,40,,,,,,,,,,,,,,,,,2,61,50
866044,1,,1,,18,1,12,,,1,5,2,7,6,3,4,70,40,,,,,,2,40,27
866044,2,,1,,19,1,10,,,,,,,,,,,,2,,,,,2,32,18
866044,3,,,,,,,,,,,,,,,,,,,,,,,2,4,
866047,1,,3,3,12,1,14,,,,,,,,,,,,,,,,,2,70,63
866047,2,,1,,16,1,3,,,,,,,,,,,,,,,,,2,65,54
866047,3,,1,,16,1,5,,,,,,,,,,,,2,,,,,2,26,15
866052,1,,10,1,15,1,17,,,,,,,,,,,,,,,,,2,43,33
866052,2,,1,,17,1,5,,,,,,,,,,,,,,,,,2,38,26
866052,3,,0,,,,,,,,,,,,,,,,,,,,,2,15,
866052,4,,,,,,,,,,,,,,,,,,,,,,,2,9,
866053,1,,5,3,12,1,28,,,,,,,,,,,,,,,,,2,63,56
866053,2,,0,,,,,,,,,,,,,,,,,,,,,2,55,
866053,3,,1,,25,1,3,,,,,,,,,,,,2,,,,,2,35,15
866053,4,,3,1,25,1,3,,26,,,,,,,,,,2,,,,,2,28,8
866055,1,,3,1,21,1,10,,31,7,4,6,5,1,2,3,61,70,1,2007,,2,90,2,32,16
866055,2,,5,1,20,1,6,,31,,,,,,,,,,2,,,,,2,32,17
866057,1,,3,1,15,1,30,,,,,,,,,,,,,,,,,2,59,49
866057,2,,2,1,24,1,24,,27,4,1,2,6,7,3,5,65,80,2,,,,,2,50,31
866057,3,,,,,,,,,,,,,,,,,,,,,,,2,10,
866059,1,,3,1,19,1,10,,33,1,7,4,2,3,6,5,70,60,,,,,,2,43,29
866059,2,,0,,,,,,,,,,,,,,,,,,,,,2,20,
866060,1,,0,,,,,,,,,,,,,,,,,,,,,2,65,
866063,1,,1,,22,1,12,,,2,7,5,4,1,6,3,70,50,1,2007,,1,80,2,34,17
866063,2,,1,,24,1,7,,,,,,,,,,,,,,,,,2,34,15
866063,3,,,,,,,,,,,,,,,,,,,,,,,2,5,
866063,4,,,,,,,,,,,,,,,,,,,,,,,2,3,
866064,1,,4,3,27,1,22,,34,2,5,1,3,4,6,7,65,50,,,,,,2,55,33
866064,2,,0,,,,,,,,,,,,,,,,,,,,,2,56,
866064,3,,0,,,,,,,,,,,,,,,,,,,,,2,18,
866065,1,,2,1,24,1,3,,55,4,2,3,5,6,1,7,60,50,,,,,,2,56,37
866070,1,,4,1,18,1,25,,26,4,5,2,3,7,6,1,60,60,1,2007,1,,65,2,46,33
866070,2,,4,1,22,1,38,,,,,,,,,,,,,,,,,2,62,45
866070,3,,1,,18,1,6,,,,,,,,,,,,1,2007,1,,,2,24,11
866071,1,,3,1,19,1,21,,20,5,4,1,3,2,7,6,65,45,2,,,,,2,40,26
866071,2,,6,1,18,1,12,,23,5,1,6,2,3,4,7,65,45,2,,,,,2,35,22
866071,3,,,,,,,,,,,,,,,,,,,,,,,2,10,
866071,4,,,,,,,,,,,,,,,,,,,,,,,2,7,
866073,1,,5,1,16,1,20,,37,4,2,1,3,5,7,6,65,80,2,,,,,2,39,28
866073,2,,3,1,17,1,4,,,,,,,,,,,,,,,,,2,39,27
866075,1,,3,3,23,1,20,,28,5,7,2,3,1,6,4,65,50,2,,,,,2,49,31
866075,2,,1,,20,1,24,,,,,,,,,,,,2,,,,,2,44,29
866075,3,,,,,,,,,,,,,,,,,,,,,,,2,14,
866075,4,,,,,,,,,,,,,,,,,,,,,,,2,9,
866076,1,,7,1,16,1,8,,30,4,5,1,7,2,6,3,70,45,1,2007,1,,55,2,36,25
866076,2,,5,1,14,1,4,,32,5,3,1,7,2,4,6,70,50,2,,,,,2,34,25
866076,3,,,,,,,,,,,,,,,,,,,,,,,2,4,
866076,4,,,,,,,,,,,,,,,,,,,,,,,2,0,
866086,1,,0,,,,,,,,,,,,,,,,,,,,,2,88,
866088,1,,3,1,26,1,17,,29,5,1,2,7,6,4,3,65,80,2,,,,,2,45,24
866088,2,,6,3,24,2,,,,,,,,,,,,,,,,,,2,47,28
866088,3,,0,,,,,,,,,,,,,,,,,,,,,2,15,
866088,4,,,,,,,,,,,,,,,,,,,,,,,2,10,
866101,1,,1,,16,1,20,,,,,,,,,,,,,,,,,2,85,74
866103,1,,2,1,27,1,36,,,,,,,,,,,,,,,,,2,75,53
866103,2,,1,,24,1,38,,,,,,,,,,,,,,,,,2,73,54
866103,3,,4,1,21,1,20,,30,,,,,,,,,,1,2007,1,,,2,42,26
866103,4,,3,1,25,1,10,,36,,,,,,,,,,3,,,,,2,36,16
866104,1,,6,3,19,1,40,,,,,,,,,,,,,,,,,2,71,57
866104,2,,3,1,14,1,38,,,,,,,,,,,,,,,,,2,64,55
866106,1,,1,,12,1,29,,,,,,,,,,,,,,,,,2,68,61
866107,1,,3,3,19,1,27,,35,1,7,2,4,5,6,3,60,60,2,,,,,2,48,34
866107,2,,0,,,,,,,,,,,,,,,,,,,,,2,16,
866109,1,,2,3,17,1,33,,35,3,2,1,5,4,6,7,61,60,,,,,,2,54,42
866109,2,,2,3,18,1,35,,43,,,,,,,,,,,,,,,2,62,49
866109,3,,1,,26,1,3,,,,,,,,,,,,,,,,,2,29,8
866116,1,,1,,21,1,2,,,,,,,,,,,,,,,,,2,63,47
866128,1,,3,1,19,1,11,,21,3,4,5,1,2,7,6,65,70,2,,,,,2,31,17
866128,2,,3,3,19,1,12,,27,,,,,,,,,,,,,,,2,33,19
866136,1,,1,,18,1,35,,,,,,,,,,,,,,,,,2,70,57
866139,1,,4,3,14,1,19,,,,,,,,,,,,,,,,,2,69,60
866140,1,,3,1,22,1,35,,,,,,,,,,,,,,,,,2,57,40
866140,2,,0,,,,,,,,,,,,,,,,,,,,,2,56,
866140,3,,0,,,,,,,,,,,,,,,,,,,,,2,20,
866144,1,,3,1,19,1,22,,25,4,1,2,3,5,6,7,60,60,,,,,,2,41,27
866144,2,,4,1,17,1,6,,27,,,,,,,,,,2,,,,,2,33,21
866144,3,,,,,,,,,,,,,,,,,,,,,,,2,4,
866144,4,,,,,,,,,,,,,,,,,,,,,,,2,3,
866145,1,,3,1,17,1,2,,,,,,,,,,,,,,,,,2,54,42
866145,2,,3,1,17,1,40,,,,,,,,,,,,,,,,,2,63,51
866145,3,,1,,26,1,1,,,,,,,,,,,,2,,,,,2,27,6
866171,1,,2,3,15,1,40,,,,,,,,,,,,,,,,,2,68,58
866171,2,,1,,15,1,40,,,,,,,,,,,,,,,,,2,70,60
866190,1,,2,1,14,1,16,,,,,,,,,,,,,,,,,2,66,57
866190,2,,2,1,14,1,36,,,,,,,,,,,,,,,,,2,69,60
866190,3,,1,,19,1,15,,,,,,,,,,,,3,,,,,2,34,20
866192,1,,2,1,20,1,15,,,,,,,,,,,,,,,,,2,81,66
866200,1,,0,,,,,,,,,,,,,,,,,,,,,2,45,
866200,2,,1,,26,1,23,,,1,7,4,2,5,3,6,65,80,2,,,,,2,49,28
866200,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866200,4,,0,,,,,,,,,,,,,,,,,,,,,2,17,
866201,1,,1,,26,1,7,,,1,2,5,4,7,3,6,65,80,2,,,,,2,35,14
866201,2,,1,,27,1,9,,,1,4,2,5,6,3,7,65,90,2,,,,,2,37,15
866201,3,,,,,,,,,,,,,,,,,,,,,,,2,4,
866201,4,,,,,,,,,,,,,,,,,,,,,,,2,1,
866202,1,,1,,28,1,2,,,1,3,5,6,7,4,2,65,90,2,,,,,2,30,7
866202,2,,1,,27,1,3,,,,,,,,,,,,2,,,,,2,30,8
866203,1,,0,,,,,,,,,,,,,,,,,,,,,2,41,
866203,2,,1,,27,1,14,,,,,,,,,,,,2,,,,,2,42,20
866203,3,,,,,,,,,,,,,,,,,,,,,,,2,11,
866203,4,,,,,,,,,,,,,,,,,,,,,,,2,7,
866204,1,,1,,26,1,9,,,1,7,2,5,3,4,6,65,70,2,,,,,2,34,13
866204,2,,1,,29,1,3,,,,,,,,,,,,,,,,,2,32,8
866206,1,,0,,,,,,,,,,,,,,,,,,,,,2,72,
866206,2,,1,,20,1,40,,,,,,,,,,,,,,,,,2,81,66
866207,1,,1,,25,1,16,,,2,1,5,3,4,6,7,65,80,,,,,,2,41,21
866207,2,,1,,24,1,40,,,,,,,,,,,,,,,,,2,71,52
866209,1,,0,,,,,,,,,,,,,,,,,,,,,2,49,
866209,2,,1,,28,1,26,,,,,,,,,,,,2,,,,,2,50,27
866209,3,,0,,,,,,,,,,,,,,,,,,,,,2,16,
866212,1,,1,,22,1,40,,,,,,,,,,,,,,,,,2,67,50
866212,2,,0,,,,,,,,,,,,,,,,,,,,,2,64,
866213,1,,1,,30,1,35,,,,,,,,,,,,,,,,,2,76,51
866213,2,,1,,23,1,40,,,,,,,,,,,,,,,,,2,79,61
866215,1,,1,,20,1,36,,,3,1,4,5,2,7,6,62,100,,,,,,2,58,43
866215,2,,0,,,,,,,,,,,,,,,,,,,,,2,58,
866218,1,,1,,27,1,8,,,1,7,2,4,3,6,5,68,70,2,,,,,2,35,13
866220,1,,2,1,21,1,23,,29,3,2,1,5,7,6,4,65,100,,,,,,2,51,35
866220,2,,0,,,,,,,,,,,,,,,,,,,,,2,49,
866220,3,,0,,,,,,,,,,,,,,,,,,,,,2,23,
866222,1,,1,,22,1,24,,,1,2,3,5,7,6,4,65,90,,,,,,2,46,29
866222,2,,0,,,,,,,,,,,,,,,,,,,,,2,44,
866222,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
866222,4,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866225,1,,2,3,20,1,40,,,,,,,,,,,,,,,,,2,70,55
866225,2,,0,,,,,,,,,,,,,,,,,,,,,2,70,
866226,1,,0,,,,,,,,,,,,,,,,,,,,,2,50,
866228,1,,1,,32,1,18,,,4,2,1,3,6,5,7,65,70,,,,,,2,50,23
866228,2,,3,1,16,1,40,,,,,,,,,,,,,,,,,2,79,68
866230,1,,1,,26,1,14,,,1,2,4,3,6,5,7,65,80,2,,,,,1,41,20
866230,2,,1,,26,1,18,,,,,,,,,,,,2,,,,,1,45,24
866230,3,,,,,,,,,,,,,,,,,,,,,,,1,11,
866232,1,,0,,,,,,,,,,,,,,,,,,,,,2,72,
866234,1,,1,,20,1,40,,,,,,,,,,,,,,,,,2,74,59
866234,2,,1,,19,1,40,,,,,,,,,,,,,,,,,2,62,48
866245,1,,1,,18,1,14,,,4,2,7,6,5,3,1,60,70,2,,,,,2,31,18
866246,1,,1,,18,1,34,,,6,4,7,1,2,3,5,65,70,2,,,,,2,54,41
866246,2,,0,,,,,,,,,,,,,,,,,,,,,2,50,
866246,3,,0,,,,,,,,,,,,,,,,,,,,,2,29,
866246,4,,,,,,,,,,,,,,,,,,,,,,,2,14,
866247,1,,0,,,,,,,,,,,,,,,,,,,,,2,80,
866249,1,,1,,18,1,25,,,7,6,1,2,3,5,4,65,70,2,,,,,2,62,49
866249,2,,1,,33,1,5,,,,,,,,,,,,2,,,,,2,37,9
866249,3,,0,,,,,,,,,,,,,,,,,,,,,2,35,
866251,1,,1,,17,1,21,,,7,6,5,4,3,2,1,58,100,2,,,,,2,37,25
866251,2,,0,,,,,,,,,,,,,,,,,,,,,2,36,
866251,3,,0,,,,,,,,,,,,,,,,,,,,,2,18,
866251,4,,,,,,,,,,,,,,,,,,,,,,,2,13,
866251,5,,,,,,,,,,,,,,,,,,,,,,,2,4,
866255,1,,1,,18,1,10,,,1,3,5,7,6,4,2,65,90,2,,,,,2,43,30
866255,2,,0,,,,,,,,,,,,,,,,,,,,,2,42,
866257,1,,1,,18,1,25,,,,,,,,,,,,,,,,,2,50,37
866257,2,,0,,,,,,,,,,,,,,,,,,,,,2,48,
866257,3,,0,,,,,,,,,,,,,,,,,,,,,2,20,
866259,1,,0,,,,,,,,,,,,,,,,,,,,,2,72,
866259,2,,1,,20,1,21,,,5,4,3,7,2,6,1,60,100,,,,,,2,44,29
866263,1,,0,,,,,,,,,,,,,,,,,,,,,2,44,
866269,1,,1,,19,1,21,,,2,1,4,5,6,7,3,60,80,,,,,,2,43,29
866269,2,,1,,19,1,22,,,,,,,,,,,,,,,,,2,43,29
866269,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866269,4,,0,,,,,,,,,,,,,,,,,,,,,2,17,
866269,5,,,,,,,,,,,,,,,,,,,,,,,2,13,
866269,6,,,,,,,,,,,,,,,,,,,,,,,2,5,
866290,1,,1,,16,1,27,,,4,1,7,5,2,3,6,57,70,2,,,,,2,44,33
866290,2,,1,,18,1,14,,,5,4,1,6,7,2,3,64,70,2,,,,,2,38,25
866290,3,,,,,,,,,,,,,,,,,,,,,,,2,10,
866290,4,,,,,,,,,,,,,,,,,,,,,,,2,5,
866292,1,,3,3,17,1,39,,,,,,,,,,,,,,,,,2,70,58
866292,2,,1,,18,1,8,,,,,,,,,,,,,,,,,2,61,48
866293,1,,2,1,20,1,20,,31,4,1,2,5,7,3,6,65,70,2,,,,,2,40,25
866293,2,,1,,20,1,22,,,5,3,4,1,2,6,7,65,70,2,,,,,2,42,27
866293,3,,,,,,,,,,,,,,,,,,,,,,,2,5,
866293,4,,,,,,,,,,,,,,,,,,,,,,,2,4,
866299,1,,1,,22,1,36,,,,,,,,,,,,,,,,,2,64,47
866299,2,,2,1,20,1,36,,,,,,,,,,,,,,,,,2,68,53
866313,1,,2,1,14,1,35,,,,,,,,,,,,,,,,,2,78,69
866313,2,,0,,,,,,,,,,,,,,,,,,,,,2,75,
866313,3,,0,,,,,,,,,,,,,,,,,,,,,2,76,
866320,1,,6,3,16,1,14,,34,1,4,3,5,2,7,6,65,60,,,,,,2,40,29
866320,2,,2,1,16,1,7,,37,,,,,,,,,,2,,,,,2,37,26
866320,3,,0,,,,,,,,,,,,,,,,,,,,,2,15,
866320,4,,,,,,,,,,,,,,,,,,,,,,,2,5,
866324,1,,2,1,25,1,10,,40,2,1,3,4,5,6,7,65,70,2,,,,,2,43,23
866324,2,,2,3,23,1,15,,30,,,,,,,,,,2,,,,,2,39,21
866324,3,,,,,,,,,,,,,,,,,,,,,,,2,5,
866324,4,,,,,,,,,,,,,,,,,,,,,,,2,2,
866328,1,,1,,24,1,41,,,,,,,,,,,,,,,,,2,86,67
866328,2,,1,,24,1,40,,,,,,,,,,,,,,,,,2,79,60
866329,1,,4,1,16,1,27,,43,1,4,7,3,6,2,5,65,70,2,,,,,2,45,34
866329,2,,4,1,17,1,15,,37,,,,,,,,,,2,,,,,2,46,34
866329,3,,3,1,17,1,2,,,,,,,,,,,,,,,,,2,23,11
866329,4,,0,,,,,,,,,,,,,,,,,,,,,2,17,
866330,1,,1,,27,1,41,,,,,,,,,,,,,,,,,2,79,57
866330,2,,1,,23,1,42,,,,,,,,,,,,,,,,,2,77,59
866331,1,,1,,15,1,40,,,,,,,,,,,,,,,,,2,75,65
866331,2,,0,,,,,,,,,,,,,,,,,,,,,2,66,
866332,1,,5,1,16,1,16,,,,,,,,,,,,,,,,,2,36,25
866332,2,,1,,26,1,7,,,,,,,,,,,,2,,,,,2,33,12
866332,3,,,,,,,,,,,,,,,,,,,,,,,2,8,
866332,4,,,,,,,,,,,,,,,,,,,,,,,2,2,
866335,1,,0,,,,,,,,,,,,,,,,,,,,,2,24,
866335,2,,1,,16,1,40,,,,,,,,,,,,,,,,,2,66,55
866335,3,,0,,,,,,,,,,,,,,,,,,,,,2,58,
866335,4,,0,,,,,,,,,,,,,,,,,,,,,2,32,
866343,1,,1,,15,1,40,,,5,4,2,1,3,6,7,70,60,,,,,,2,60,50
866343,2,,0,,,,,,,,,,,,,,,,,,,,,2,56,
866343,3,,1,,23,1,2,,,,,,,,,,,,,,,,,2,25,7
866343,4,,0,,,,,,,,,,,,,,,,,,,,,2,21,
866350,1,,1,,20,1,40,,,,,,,,,,,,,,,,,2,70,55
866350,2,,0,,,,,,,,,,,,,,,,,,,,,2,62,
866354,1,,1,,16,1,10,,,1,5,4,3,7,2,6,65,50,2,,,,,2,44,33
866354,2,,0,,,,,,,,,,,,,,,,,,,,,2,39,
866354,3,,0,,,,,,,,,,,,,,,,,,,,,2,17,
866354,4,,,,,,,,,,,,,,,,,,,,,,,2,11,
866359,1,,1,,19,1,15,,,1,2,3,4,5,7,6,65,50,2,,,,,2,48,34
866359,2,,0,,,,,,,,,,,,,,,,,,,,,2,39,
866359,3,,,,,,,,,,,,,,,,,,,,,,,2,8,
866359,4,,,,,,,,,,,,,,,,,,,,,,,2,3,
866366,1,,1,,23,1,31,,,7,1,4,6,2,3,5,65,80,,,,,,2,53,35
866366,2,,0,,,,,,,,,,,,,,,,,,,,,2,46,
866382,1,,2,1,19,1,6,,49,1,5,2,3,4,6,7,70,60,2,,,,,2,51,37
866382,2,,4,3,19,1,30,,30,,,,,,,,,,,,,,,2,54,40
866382,3,,0,,,,,,,,,,,,,,,,,,,,,2,25,
866382,4,,0,,,,,,,,,,,,,,,,,,,,,2,20,
866386,1,,1,,16,1,35,,,,,,,,,,,,,,,,,2,70,59
866386,2,,0,,,,,,,,,,,,,,,,,,,,,2,61,
866387,1,,2,1,23,1,28,,40,5,4,6,1,3,2,7,65,100,3,,,,,2,53,35
866387,2,,0,,,,,,,,,,,,,,,,,,,,,2,24,
866387,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
866399,1,,0,,,,,,,,,,,,,,,,,,,,,2,40,
866399,2,,1,,23,1,15,,,,,,,,,,,,,,,,,2,43,25
866399,3,,,,,,,,,,,,,,,,,,,,,,,2,9,
866399,4,,,,,,,,,,,,,,,,,,,,,,,2,2,
866407,1,,1,,15,1,41,,,,,,,,,,,,,,,,,2,66,56
866407,2,,0,,,,,,,,,,,,,,,,,,,,,2,60,
866407,3,,0,,,,,,,,,,,,,,,,,,,,,2,20,
866411,1,,4,1,22,1,14,,28,1,2,3,4,5,6,7,65,60,1,2007,1,,60,2,40,23
866411,2,,3,3,20,1,7,,33,,,,,,,,,,2,,,,,2,37,22
866411,3,,,,,,,,,,,,,,,,,,,,,,,2,12,
866411,4,,,,,,,,,,,,,,,,,,,,,,,2,7,
866423,1,,2,3,17,1,20,,24,6,1,3,2,4,5,7,65,70,3,,,,,2,49,37
866423,2,,3,3,14,1,30,,,,,,,,,,,,,,,,,2,71,62
866425,1,,2,1,15,1,10,,,,,,,,,,,,,,,,,2,55,45
866425,2,,1,,18,1,,6,,,,,,,,,,,,,,,,2,42,29
866425,3,,1,,20,1,1,,,,,,,,,,,,2,,,,,2,23,8
866425,4,,0,,,,,,,,,,,,,,,,,,,,,2,18,
866440,1,,1,,27,1,15,,,,,,,,,,,,,,,,,2,75,53
866441,1,,1,,26,1,3,,,5,3,2,6,1,7,4,70,40,3,,,,,2,36,15
866441,2,,1,,26,1,11,,,,,,,,,,,,3,,,,,2,37,16
866441,3,,,,,,,,,,,,,,,,,,,,,,,2,6,
866446,1,,3,3,19,1,28,,39,1,6,2,3,4,7,5,65,80,3,,,,,2,62,48
866448,1,,0,,,,,,,,,,,,,,,,,,,,,2,65,
866452,1,,1,,16,2,,,,,,,,,,,,,,,,,,2,84,73
866453,1,,2,1,16,1,5,,,,,,,,,,,,,,,,,2,54,43
866453,2,,1,,20,1,2,,,,,,,,,,,,,,,,,2,22,7
866454,1,,5,1,18,2,,,,,,,,,,,,,,,,,,2,57,44
866454,2,,3,1,16,1,35,,,,,,,,,,,,,,,,,2,67,56
866455,1,,4,1,19,1,40,,,,,,,,,,,,,,,,,2,80,66
866455,2,,1,,20,1,3,,,,,,,,,,,,,,,,,2,72,57
866463,1,,2,3,23,1,21,,32,5,3,1,2,7,6,4,65,60,,,,,,2,44,26
866463,2,,5,1,23,1,19,,39,,,,,,,,,,1,2007,1,,,2,42,24
866463,3,,,,,,,,,,,,,,,,,,,,,,,2,4,
866466,1,,0,,,,,,,,,,,,,,,,,,,,,2,71,
866467,1,,4,3,15,1,28,,,,,,,,,,,,,,,,,2,63,53
866467,2,,2,1,18,1,13,,21,,,,,,,,,,2,,,,,2,34,21
866470,1,,2,1,21,1,35,,,,,,,,,,,,,,,,,2,67,51
866470,2,,2,3,23,1,38,,,,,,,,,,,,,,,,,2,65,47
866470,3,,2,1,30,1,1,,34,,,,,,,,,,,,,,,2,35,10
866470,4,,1,,29,1,3,,,,,,,,,,,,,,,,,2,32,8
866471,1,,2,3,16,1,40,,,,,,,,,,,,,,,,,2,80,69
866471,2,,4,3,20,1,35,,,,,,,,,,,,,,,,,2,79,64
866477,1,,2,1,17,1,35,,,,,,,,,,,,,,,,,2,60,48
866479,1,,8,3,15,1,5,,43,1,3,4,6,7,5,2,60,80,,,,,,2,44,34
866485,1,,2,1,18,1,28,,,,,,,,,,,,,,,,,2,66,53
866485,2,,0,,,,,,,,,,,,,,,,,,,,,2,64,
866485,3,,2,1,20,1,4,,,,,,,,,,,,,,,,,2,38,23
866489,1,,1,,20,2,,,,,,,,,,,,,,,,,,2,81,66
866490,1,,2,2,28,1,3,,30,4,1,5,7,3,2,6,65,80,,,,,,2,32,9
866490,2,,4,1,24,2,,,,,,,,,,,,,,,,,,2,27,8
866490,3,,0,,,,,,,,,,,,,,,,,,,,,2,52,
866490,4,,,,,,,,,,,,,,,,,,,,,,,2,0,
866491,1,,0,,,,,,,,,,,,,,,,,,,,,2,71,
866496,1,,1,,15,1,28,,,1,3,4,5,2,6,7,65,80,3,,,,,2,52,42
866496,2,,0,,,,,,,,,,,,,,,,,,,,,2,50,
866496,3,,0,,,,,,,,,,,,,,,,,,,,,2,20,
866496,4,,0,,,,,,,,,,,,,,,,,,,,,2,15,
866497,1,,1,,24,1,3,,,,,,,,,,,,,,,,,2,29,10
866497,2,,1,,20,1,42,,,,,,,,,,,,,,,,,2,65,50
866497,3,,0,,,,,,,,,,,,,,,,,,,,,2,60,
866500,1,,1,,22,1,38,,,,,,,,,,,,,,,,,2,83,66
866501,1,,3,1,22,1,36,,,,,,,,,,,,,,,,,2,68,51
866502,1,,3,3,17,1,18,,42,1,4,5,3,7,2,6,60,60,2,,,,,2,42,30
866502,2,,0,,,,,,,,,,,,,,,,,,,,,2,34,
866502,3,,,,,,,,,,,,,,,,,,,,,,,2,7,
866503,1,,4,2,29,1,35,,,,,,,,,,,,,,,,,2,69,45
866503,2,,1,,28,1,38,,,,,,,,,,,,,,,,,2,69,46
866504,1,,5,1,16,1,34,,,,,,,,,,,,,,,,,2,63,52
866504,2,,2,1,19,1,31,,,,,,,,,,,,,,,,,2,69,55
866505,1,,3,3,20,1,10,,,,,,,,,,,,,,,,,1,40,25
866505,2,,0,,,,,,,,,,,,,,,,,,,,,1,42,
866505,3,,,,,,,,,,,,,,,,,,,,,,,1,12,
866506,1,,1,,24,1,22,,,4,1,5,6,2,3,7,65,80,2,,,,,2,46,27
866506,2,,1,,25,1,19,,,,,,,,,,,,2,,,,,2,47,27
866506,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
866506,4,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866507,1,,1,,20,1,16,,,1,4,5,2,3,6,7,65,50,,,,,,2,44,29
866507,2,,1,,19,1,10,,,,,,,,,,,,2,,,,,2,31,17
866507,3,,,,,,,,,,,,,,,,,,,,,,,2,5,
866507,4,,,,,,,,,,,,,,,,,,,,,,,2,3,
866508,1,,1,,17,1,38,,,,,,,,,,,,,,,,,2,56,44
866508,2,,0,,,,,,,,,,,,,,,,,,,,,2,43,
866508,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
866508,4,,0,,,,,,,,,,,,,,,,,,,,,2,18,
866510,1,,1,,19,1,7,,,,,,,,,,,,,,,,,2,73,59
866510,2,,2,1,21,1,40,,,,,,,,,,,,,,,,,2,75,59
866511,1,,1,,16,2,,,,1,4,3,2,6,7,5,60,50,,,,,,2,39,28
866511,2,,0,,,,,,,,,,,,,,,,,,,,,2,37,
866512,1,,1,,26,1,1,,,1,4,2,5,7,6,3,65,70,2,,,,,2,27,6
866512,2,,2,1,25,1,30,,29,,,,,,,,,,,,,,,2,56,36
866512,3,,1,,41,2,,,,,,,,,,,,,,,,,,2,50,14
866512,4,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866514,1,,1,,25,1,37,,,,,,,,,,,,,,,,,2,72,52
866521,1,,7,3,21,1,35,,33,2,1,5,3,6,4,7,65,100,,,,,,2,59,43
866521,2,,1,,30,1,20,,,,,,,,,,,,,,,,,2,52,27
866521,3,,0,,,,,,,,,,,,,,,,,,,,,2,36,
866523,1,,1,,27,1,14,,,1,5,7,4,2,3,6,63,40,,,,,,2,42,20
866523,2,,,,,,,,,,,,,,,,,,,,,,,2,13,
866523,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866525,1,,4,1,18,1,10,,26,5,3,1,4,6,7,2,65,50,2,,,,,2,34,21
866525,2,,2,1,18,1,20,,20,,,,,,,,,,1,2007,1,,,2,38,25
866525,3,,,,,,,,,,,,,,,,,,,,,,,2,4,
866525,4,,,,,,,,,,,,,,,,,,,,,,,2,1,
866527,1,,3,1,16,1,11,,37,1,4,3,2,6,5,7,60,60,2,,,,,2,45,34
866527,2,,0,,,,,,,,,,,,,,,,,,,,,2,31,
866527,3,,,,,,,,,,,,,,,,,,,,,,,2,9,
866527,4,,,,,,,,,,,,,,,,,,,,,,,2,5,
866527,5,,,,,,,,,,,,,,,,,,,,,,,2,5,
866528,1,,2,1,17,1,27,,43,4,5,2,3,1,6,7,65,60,2,,,,,2,45,33
866528,2,,3,1,16,1,10,,41,5,2,3,1,6,4,7,60,50,2,,,,,2,41,30
866528,3,,0,,,,,,,,,,,,,,,,,,,,,2,18,
866534,1,,6,3,17,1,15,,39,4,3,1,5,7,2,6,60,50,1,2007,1,,50,2,49,37
866534,2,,0,,,,,,,,,,,,,,,,,,,,,2,16,
866534,3,,0,,,,,,,,,,,,,,,,,,,,,2,15,
866535,1,,3,2,19,1,20,,43,1,2,7,6,3,5,4,65,40,,,,,,2,49,35
866536,1,,2,1,25,1,19,,30,4,2,1,6,7,5,3,65,80,2,,,,,1,50,30
866536,2,,3,1,22,1,2,,,,,,,,,,,,,,,,,1,38,21
866536,3,,,,,,,,,,,,,,,,,,,,,,,1,8,
866536,4,,,,,,,,,,,,,,,,,,,,,,,1,0,
866541,1,,1,,22,1,13,,,1,2,4,5,3,6,7,60,60,3,,,,,2,35,18
866541,2,,0,,,,,,,,,,,,,,,,,,,,,2,30,
866541,3,,,,,,,,,,,,,,,,,,,,,,,2,9,
866541,4,,,,,,,,,,,,,,,,,,,,,,,2,7,
866552,1,,3,1,15,1,19,,29,1,3,4,7,5,6,2,60,70,3,,,,,2,51,41
866552,2,,3,1,19,1,13,,37,,,,,,,,,,3,,,,,2,42,28
866552,3,,0,,,,,,,,,,,,,,,,,,,,,2,24,
866552,4,,0,,,,,,,,,,,,,,,,,,,,,2,19,
866552,5,,0,,,,,,,,,,,,,,,,,,,,,2,16,
