NQUEST,NORD,NORDP,NESPLAV,EXLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,ETALAV2,LAVFATT1,LAVFATT2,LAVFATT3,LAVFATT4,LAVFATT5,LAVFATT6,LAVFATT7,ETAPEN,COPPU,PREVCOM,ANPREVCOM,MPREVCOM1,MPREVCOM,COPPIP,DOCSEZB,ETA,maxan
865269,1,,2,1,20,1,15,,30,1,7,4,2,5,6,3,60,80,2,,,,,2,35,20
865269,2,,1,,20,1,10,,,,,,,,,,,,,,,,,2,40,25
865280,1,,2,1,16,1,40,,,,,,,,,,,,,,,,,2,73,62
865289,1,,2,3,16,1,42,,,,,,,,,,,,,,,,,2,76,65
865289,2,,1,,14,1,3,,,,,,,,,,,,,,,,,2,71,62
865291,1,,1,,45,1,15,,,,,,,,,,,,,,,,,2,74,34
865306,1,,0,,,,,,,,,,,,,,,,,,,,,1,48,
865306,2,,1,,22,1,30,,,,,,,,,,,,,,,,,1,50,33
865306,3,,0,,,,,,,,,,,,,,,,,,,,,1,23,
865306,4,,0,,,,,,,,,,,,,,,,,,,,,1,19,
865308,1,,1,,15,1,35,,,,,,,,,,,,,,,,,1,65,55
865308,2,,1,,16,1,40,,,,,,,,,,,,,,,,,1,69,58
865309,1,,1,,20,1,30,,,1,4,6,2,3,7,5,68,70,,,,,,1,61,46
865309,2,,0,,,,,,,,,,,,,,,,,,,,,1,61,
865309,3,,0,,,,,,,,,,,,,,,,,,,,,1,36,
865309,4,,1,,21,1,3,,,,,,,,,,,,,,,,,1,31,15
865314,1,,1,,14,2,,,,,,,,,,,,,,,,,,2,80,71
865316,1,,1,,13,1,30,,,,,,,,,,,,,,,,,1,88,80
865316,2,,1,,13,1,35,,,,,,,,,,,,,,,,,1,80,72
865323,1,,1,,18,1,30,,,,,,,,,,,,,,,,,1,70,57
865323,2,,1,,20,1,29,,,,,,,,,,,,,,,,,1,70,55
865330,1,,1,,22,1,35,,,,,,,,,,,,,,,,,1,63,46
865330,2,,1,,18,1,35,,,,,,,,,,,,,,,,,1,62,49
865334,1,,1,,13,1,35,,,1,2,3,4,5,6,7,72,70,2,,,,,2,72,64
865343,1,,1,,19,1,35,,,,,,,,,,,,,,,,,2,79,65
865343,2,,1,,35,1,15,,,,,,,,,,,,,,,,,2,75,45
865344,1,,1,,22,1,18,,,1,4,5,6,2,3,7,60,80,2,,,,,1,41,24
865344,2,,,,,,,,,,,,,,,,,,,,,,,1,1,
865345,1,,2,1,14,1,2,,,,,,,,,,,,,,,,,2,55,46
865345,2,,2,1,16,1,13,,19,4,1,2,7,5,6,3,65,70,2,,,,,2,32,21
865345,3,,2,1,17,1,2,,,,,,,,,,,,,,,,,2,28,16
865345,4,,0,,,,,,,,,,,,,,,,,,,,,2,19,
865345,5,,0,,,,,,,,,,,,,,,,,,,,,2,16,
865346,1,,2,1,22,1,36,,,,,,,,,,,,,,,,,1,69,52
865346,2,,3,1,21,1,2,,40,2,1,6,7,4,3,5,65,70,,,,,,1,42,26
865351,1,,5,1,23,1,34,,57,1,4,2,5,7,6,3,65,75,2,,,,,2,59,41
865351,2,,2,1,26,1,24,,31,,,,,,,,,,2,,,,,2,56,35
865351,3,,0,,,,,,,,,,,,,,,,,,,,,2,20,
865351,4,,0,,,,,,,,,,,,,,,,,,,,,2,18,
865357,1,,1,,16,1,7,,,,,,,,,,,,,,,,,1,76,65
865357,2,,4,1,16,1,4,,,,,,,,,,,,,,,,,1,45,34
865357,3,,3,1,18,1,4,,30,,,,,,,,,,2,,,,,1,38,25
865380,1,,1,,23,1,16,,,4,2,3,1,5,6,7,60,60,1,2007,1,,75,2,47,29
865380,2,,0,,,,,,,,,,,,,,,,,,,,,2,42,
865380,3,,0,,,,,,,,,,,,,,,,,,,,,2,17,
865385,1,,2,3,22,1,38,,,,,,,,,,,,,,,,,2,62,45
865385,2,,2,3,15,1,40,,,,,,,,,,,,,,,,,2,58,48
865385,3,,1,,16,1,20,,,,,,,,,,,,1,2007,1,,,2,37,26
865385,4,,1,,20,1,6,,,4,1,7,3,2,6,5,60,60,2,,,,,2,26,11
865387,1,,3,3,20,1,14,,24,1,7,5,3,2,6,4,65,35,,,,,,2,34,19
865387,2,,1,,15,1,22,,,,,,,,,,,,,,,,,2,37,27
865390,1,,1,,21,1,35,,,,,,,,,,,,,,,,,2,59,43
865390,2,,0,,,,,,,,,,,,,,,,,,,,,2,57,
865390,3,,1,,20,1,,10,,,,,,,,,,,,,,,,2,24,9
865393,1,,1,,13,1,36,,,,,,,,,,,,,,,,,1,71,63
865393,2,,2,1,18,1,32,,,,,,,,,,,,,,,,,1,67,54
865393,3,,2,1,20,1,16,,26,,,,,,,,,,1,2007,1,,,1,36,21
865397,1,,7,3,18,1,39,,61,2,3,1,4,5,6,7,63,80,,,,,,2,62,49
865397,2,,4,1,18,1,35,,,,,,,,,,,,,,,,,2,61,48
865399,1,,1,,15,1,45,,,3,2,7,6,1,5,4,62,30,,,,,,2,62,52
865399,2,,2,3,14,1,40,,,,,,,,,,,,,,,,,2,56,47
865400,1,,3,1,18,1,15,,22,2,5,6,1,3,4,7,70,30,1,2007,,6,60,2,33,20
865400,2,,4,1,24,1,9,,30,,,,,,,,,,2,,,,,2,33,14
865402,1,,4,1,17,1,33,,34,3,1,2,4,5,7,6,61,70,2,,,,,2,53,41
865402,2,,2,1,18,1,20,,,,,,,,,,,,,,,,,2,51,38
865402,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
865409,1,,1,,10,1,30,,,,,,,,,,,,,,,,,2,67,62
865409,2,,3,3,18,1,25,,51,2,4,6,1,3,5,7,65,50,2,,,,,2,52,39
865439,1,,1,,24,1,6,,,1,7,4,3,2,5,6,60,70,2,,,,,2,31,12
865443,1,,2,1,17,1,40,,,,,,,,,,,,,,,,,2,68,56
865456,1,,1,,20,1,26,,,,,,,,,,,,,,,,,2,87,72
865456,2,,1,,18,1,33,,,,,,,,,,,,,,,,,2,53,40
865465,1,,1,,30,1,32,,,1,2,4,5,6,3,7,70,55,,,,,,2,62,37
865465,2,,1,,18,2,,,,,,,,,,,,,,,,,,2,58,45
865468,1,,1,,21,1,40,,,,,,,,,,,,,,,,,2,81,65
865468,2,,0,,,,,,,,,,,,,,,,,,,,,2,77,
865472,1,,1,,18,1,38,,,,,,,,,,,,,,,,,2,74,61
865472,2,,0,,,,,,,,,,,,,,,,,,,,,2,72,
865474,1,,6,1,15,1,40,,,,,,,,,,,,,,,,,2,63,53
865474,2,,1,,14,1,43,,,,,,,,,,,,,,,,,2,68,59
865481,1,,1,,15,1,10,,,1,3,4,5,6,7,2,65,50,2,,,,,1,44,34
865481,2,,0,,,,,,,,,,,,,,,,,,,,,1,42,
865481,3,,,,,,,,,,,,,,,,,,,,,,,1,14,
865481,4,,,,,,,,,,,,,,,,,,,,,,,1,10,
865481,5,,,,,,,,,,,,,,,,,,,,,,,1,7,
865481,6,,0,,,,,,,,,,,,,,,,,,,,,1,72,
865483,1,,1,,14,1,10,,,1,2,3,4,5,6,7,75,60,,,,,,2,51,42
865483,2,,0,,,,,,,,,,,,,,,,,,,,,2,46,
865483,3,,0,,,,,,,,,,,,,,,,,,,,,2,23,
865483,4,,0,,,,,,,,,,,,,,,,,,,,,2,17,
865484,1,,5,1,12,1,15,,,,,,,,,,,,,,,,,2,60,53
865484,2,,0,,,,,,,,,,,,,,,,,,,,,2,53,
865484,3,,0,,,,,,,,,,,,,,,,,,,,,2,27,
865487,1,,5,1,13,1,30,,,,,,,,,,,,,,,,,2,71,63
865487,2,,0,,,,,,,,,,,,,,,,,,,,,2,62,
865487,3,,0,,,,,,,,,,,,,,,,,,,,,2,41,
865487,4,,4,1,14,1,10,,41,3,1,4,6,7,2,5,70,50,2,,,,,2,43,34
865488,1,,1,,15,1,32,,,3,4,2,1,5,6,7,50,60,,,,,,2,48,38
865488,2,,0,,,,,,,,,,,,,,,,,,,,,2,47,
865488,3,,1,,22,1,1,,,,,,,,,,,,,,,,,2,24,7
865488,4,,1,,18,1,2,,,,,,,,,,,,,,,,,2,20,7
865491,1,,1,,13,1,35,,,,,,,,,,,,,,,,,1,71,63
865494,1,,1,,22,1,19,,,1,2,3,4,5,6,7,65,50,,,,,,2,52,35
865494,2,,1,,24,1,4,,,3,5,1,2,4,6,7,65,50,2,,,,,2,50,31
865496,1,,1,,22,1,38,,,,,,,,,,,,,,,,,2,66,49
865496,2,,1,,26,1,35,,,,,,,,,,,,,,,,,2,62,41
865496,3,,1,,27,1,8,,,,,,,,,,,,2,,,,,2,37,15
865498,1,,1,,14,1,30,,,3,4,1,5,6,7,2,65,50,2,,,,,2,50,41
865498,2,,0,,,,,,,,,,,,,,,,,,,,,2,47,
865498,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
865498,4,,0,,,,,,,,,,,,,,,,,,,,,2,74,
865500,1,,1,,20,1,10,,,3,4,1,6,5,7,2,65,50,2,,,,,1,48,33
865500,2,,0,,,,,,,,,,,,,,,,,,,,,1,43,
865500,3,,0,,,,,,,,,,,,,,,,,,,,,1,18,
865500,4,,0,,,,,,,,,,,,,,,,,,,,,1,15,
865501,1,,1,,16,2,,,,2,1,3,4,5,6,7,80,40,,,,,,2,45,34
865501,2,,1,,20,1,6,,,,,,,,,,,,2,,,,,2,44,29
865501,3,,1,,26,1,4,,,,,,,,,,,,,,,,,2,37,16
865501,4,,0,,,,,,,,,,,,,,,,,,,,,2,77,
865504,1,,1,,19,1,24,,,4,3,1,2,5,6,7,65,40,,,,,,2,48,34
865504,2,,1,,19,1,16,,,4,3,1,7,5,2,6,65,50,1,2008,,5,60,2,39,25
865506,1,,1,,14,1,10,,,4,1,3,2,5,6,7,65,60,,,,,,2,42,33
865506,2,,0,,,,,,,,,,,,,,,,,,,,,2,42,
865506,3,,0,,,,,,,,,,,,,,,,,,,,,2,15,
865506,4,,,,,,,,,,,,,,,,,,,,,,,2,14,
865506,5,,,,,,,,,,,,,,,,,,,,,,,2,12,
865506,6,,,,,,,,,,,,,,,,,,,,,,,2,6,
865509,1,,1,,14,1,21,,,2,3,1,4,5,6,7,70,70,,,,,,2,51,42
865509,2,,0,,,,,,,,,,,,,,,,,,,,,2,49,
865509,3,,0,,,,,,,,,,,,,,,,,,,,,2,25,
865509,4,,0,,,,,,,,,,,,,,,,,,,,,2,22,
865513,1,,1,,14,1,10,,,,,,,,,,,,,,,,,2,50,41
865513,2,,0,,,,,,,,,,,,,,,,,,,,,2,44,
865513,3,,0,,,,,,,,,,,,,,,,,,,,,2,22,
865513,4,,0,,,,,,,,,,,,,,,,,,,,,2,21,
865513,5,,,,,,,,,,,,,,,,,,,,,,,2,13,
865513,6,,1,,12,1,35,,,,,,,,,,,,,,,,,2,86,79
865515,1,,4,1,13,2,,,,,,,,,,,,,,,,,,2,79,71
865517,1,,1,,13,1,35,,,,,,,,,,,,,,,,,2,68,60
865517,2,,0,,,,,,,,,,,,,,,,,,,,,2,66,
865517,3,,3,1,16,2,,,,,,,,,,,,,,,,,,2,38,27
865521,1,,1,,16,1,6,,,1,4,3,5,7,2,6,70,50,,,,,,2,38,27
865521,2,,0,,,,,,,,,,,,,,,,,,,,,2,29,
865521,3,,,,,,,,,,,,,,,,,,,,,,,2,2,
865521,4,,,,,,,,,,,,,,,,,,,,,,,2,0,
865526,1,,3,1,15,1,35,,,,,,,,,,,,,,,,,2,64,54
865526,2,,2,1,15,1,25,,,,,,,,,,,,,,,,,2,61,51
865535,1,,3,1,16,1,13,,32,1,4,3,2,6,5,7,65,60,1,2008,1,,65,2,42,31
865535,2,,2,1,16,1,6,,37,1,5,3,4,2,6,7,65,55,2,,,,,2,45,34
865535,3,,,,,,,,,,,,,,,,,,,,,,,2,12,
865540,1,,3,1,19,1,8,,25,4,1,3,2,6,5,7,65,65,2,,,,,1,30,16
865541,1,,3,3,15,1,30,,27,1,3,2,4,6,5,7,65,70,,,,,,2,51,41
865541,2,,3,3,17,1,25,,26,,,,,,,,,,,,,,,2,47,35
865541,3,,1,,20,1,4,,,,,,,,,,,,,,,,,2,25,10
865541,4,,1,,20,1,2,,,,,,,,,,,,,,,,,2,22,7
865542,1,,1,,17,1,8,,,,,,,,,,,,,,,,,1,71,59
865544,1,,2,3,15,1,10,,24,1,4,5,2,3,6,7,60,60,,,,,,2,36,26
865544,2,,3,3,14,1,18,,28,,,,,,,,,,,,,,,2,37,28
865544,3,,,,,,,,,,,,,,,,,,,,,,,2,9,
865551,1,,3,1,19,1,30,,30,1,4,5,2,6,3,7,60,60,1,2008,1,,65,1,55,41
865551,2,,3,1,24,1,29,,35,,,,,,,,,,2,,,,,1,54,35
865551,3,,0,,,,,,,,,,,,,,,,,,,,,1,22,
865552,1,,3,2,16,1,36,,,,,,,,,,,,,,,,,1,70,59
865559,1,,3,1,23,1,34,,32,1,7,4,3,6,2,5,65,70,2,,,,,2,60,42
865559,2,,1,,21,1,4,,,,,,,,,,,,,,,,,2,54,38
865559,3,,0,,,,,,,,,,,,,,,,,,,,,2,25,
865559,4,,1,,22,2,,,,,,,,,,,,,,,,,,2,23,6
865563,1,,2,2,19,1,40,,,,,,,,,,,,,,,,,2,71,57
865563,2,,2,2,19,1,40,,,,,,,,,,,,,,,,,2,87,73
865570,1,,10,1,14,1,18,,,,,,,,,,,,,,,,,2,49,40
865571,1,,2,3,14,1,37,,20,5,2,4,1,3,6,7,55,60,,,,,,2,52,43
865571,2,,1,,14,1,5,,,,,,,,,,,,,,,,,2,45,36
865571,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
865573,1,,2,3,24,1,30,,49,2,1,4,7,5,3,6,61,60,,,,,,2,55,36
865575,1,,1,,26,1,34,,,1,5,7,4,3,2,6,62,76,2,,,,,2,60,39
865575,2,,1,,26,1,30,,,5,6,3,2,7,1,4,61,72,2,,,,,2,58,37
865575,3,,0,,,,,,,,,,,,,,,,,,,,,2,17,
865576,1,,2,1,20,1,26,,46,1,7,2,6,5,3,4,61,63,2,,,,,2,48,33
865576,2,,3,3,19,1,14,,33,5,4,1,3,2,7,6,60,60,3,,,,,2,45,31
865576,3,,0,,,,,,,,,,,,,,,,,,,,,2,18,
865581,1,,4,1,13,1,36,,,,,,,,,,,,,,,,,2,60,52
865581,2,,4,1,20,1,17,,,,,,,,,,,,,,,,,2,57,42
865581,3,,1,,27,2,,,,,,,,,,,,,,,,,,2,31,9
865599,1,,2,1,18,1,19,,27,2,4,5,1,6,7,3,60,60,3,,,,,2,37,24
865599,2,,0,,,,,,,,,,,,,,,,,,,,,2,36,
865599,3,,1,,18,1,,1,,,,,,,,,,,2,,,,,2,19,6
865599,4,,0,,,,,,,,,,,,,,,,,,,,,2,18,
865599,5,,,,,,,,,,,,,,,,,,,,,,,2,9,
865600,1,,2,3,18,1,32,,27,1,2,5,6,7,3,4,58,30,,,,,,2,50,37
865600,2,,1,,20,1,30,,,,,,,,,,,,2,,,,,2,53,38
865600,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
865608,1,,3,1,14,1,40,,,,,,,,,,,,,,,,,2,58,49
865608,2,,2,3,19,1,13,,,,,,,,,,,,,,,,,2,56,42
865608,3,,1,,22,1,,6,,,,,,,,,,,2,,,,,2,23,6
865609,1,,3,1,14,1,40,,,,,,,,,,,,,,,,,2,57,48
865609,2,,3,1,18,1,29,,20,,,,,,,,,,2,,,,,2,48,35
865609,3,,0,,,,,,,,,,,,,,,,,,,,,2,17,
865612,1,,10,1,11,1,15,,,,,,,,,,,,,,,,,2,71,65
865623,1,,1,,16,1,20,,,1,4,5,2,3,6,7,65,70,2,,,,,2,54,43
865623,2,,0,,,,,,,,,,,,,,,,,,,,,2,43,
865623,3,,0,,,,,,,,,,,,,,,,,,,,,2,16,
865623,4,,,,,,,,,,,,,,,,,,,,,,,2,13,
865623,5,,,,,,,,,,,,,,,,,,,,,,,2,10,
865651,1,,2,3,16,1,10,,38,1,4,3,5,6,7,2,70,60,,,,,,2,47,36
865651,2,,0,,,,,,,,,,,,,,,,,,,,,2,42,
865651,3,,0,,,,,,,,,,,,,,,,,,,,,2,16,
865651,4,,,,,,,,,,,,,,,,,,,,,,,2,10,
865651,5,,2,1,13,1,35,,,,,,,,,,,,,,,,,2,81,73
865660,1,,4,1,15,2,,,,,,,,,,,,,,,,,,2,41,31
865661,1,,1,,28,1,16,,,1,2,4,5,6,7,3,80,70,2,,,,,1,44,21
865661,2,,1,,32,1,10,,,,,,,,,,,,2,,,,,1,43,16
865661,3,,,,,,,,,,,,,,,,,,,,,,,1,6,
865661,4,,,,,,,,,,,,,,,,,,,,,,,1,2,
865665,1,,0,,,,,,,,,,,,,,,,,,,,,2,65,
865665,2,,3,3,21,1,16,,,,,,,,,,,,,,,,,2,66,50
865670,1,,0,,,,,,,,,,,,,,,,,,,,,2,36,
865670,2,,1,,18,1,15,,,,,,,,,,,,2,,,,,2,37,24
865672,1,,1,,27,1,4,,,7,1,3,2,5,6,4,65,60,,,,,,1,32,10
865672,2,,4,3,25,1,40,,,,,,,,,,,,,,,,,1,64,44
865672,3,,1,,26,1,35,,,,,,,,,,,,,,,,,1,65,44
865673,1,,2,1,22,1,29,,24,3,4,1,2,7,5,6,65,65,,,,,,2,52,35
865673,2,,3,1,19,1,31,,23,4,3,1,2,5,7,6,65,80,,,,,,2,54,40
865673,3,,0,,,,,,,,,,,,,,,,,,,,,2,24,
865680,1,,2,1,15,1,37,,,,,,,,,,,,,,,,,2,78,68
865680,2,,0,,,,,,,,,,,,,,,,,,,,,2,65,
865689,1,,1,,19,1,42,,,,,,,,,,,,,,,,,2,64,50
865689,2,,1,,29,1,30,,,,,,,,,,,,,,,,,2,61,37
865695,1,,1,,27,1,21,,,1,2,3,4,5,6,7,65,80,2,,,,,1,52,30
865695,2,,0,,,,,,,,,,,,,,,,,,,,,1,22,
865695,3,,0,,,,,,,,,,,,,,,,,,,,,1,17,
865698,1,,1,,29,1,30,,,1,2,3,4,5,6,7,62,80,2,,,,,2,59,35
865698,2,,0,,,,,,,,,,,,,,,,,,,,,2,54,
865698,3,,0,,,,,,,,,,,,,,,,,,,,,2,17,
865701,1,,1,,15,1,35,,,,,,,,,,,,,,,,,2,80,70
865702,1,,0,,,,,,,,,,,,,,,,,,,,,2,36,
865702,2,,1,,20,1,12,,,,,,,,,,,,2,,,,,2,36,21
865702,3,,,,,,,,,,,,,,,,,,,,,,,2,3,
865709,1,,2,1,21,1,36,,,,,,,,,,,,,,,,,2,68,52
865709,2,,0,,,,,,,,,,,,,,,,,,,,,2,64,
865712,1,,5,1,18,1,3,,24,3,1,4,5,2,6,7,65,50,3,,,,,2,30,17
865712,2,,2,1,18,2,,,,,,,,,,,,,,,,,,2,27,14
865738,1,,2,1,15,2,,,,,,,,,,,,,,,,,,2,46,36
865738,2,,1,,16,1,15,,,,,,,,,,,,,,,,,2,51,40
865738,3,,0,,,,,,,,,,,,,,,,,,,,,2,18,
865738,4,,0,,,,,,,,,,,,,,,,,,,,,2,16,
865753,1,,1,,15,1,35,,,,,,,,,,,,,,,,,2,69,59
865753,2,,1,,15,1,5,,,,,,,,,,,,,,,,,2,67,57
865764,1,,1,,14,1,35,,,,,,,,,,,,,,,,,2,82,73
865768,1,,1,,13,1,40,,,1,4,5,6,7,2,3,59,70,2,,,,,2,58,50
865768,2,,2,3,14,1,29,,,,,,,,,,,,,,,,,2,52,43
865768,3,,0,,,,,,,,,,,,,,,,,,,,,2,21,
865769,1,,1,,16,1,42,,,2,3,4,5,6,7,1,57,50,,,,,,2,57,46
865769,2,,1,,15,1,17,,,,,,,,,,,,,,,,,2,53,43
865769,3,,1,,17,1,3,,,,,,,,,,,,2,,,,,2,24,12
865769,4,,0,,,,,,,,,,,,,,,,,,,,,2,22,
865769,5,,0,,,,,,,,,,,,,,,,,,,,,2,18,
865775,1,,4,1,15,1,30,,45,1,2,3,4,5,6,7,65,60,2,,,,,2,55,45
865780,1,,1,,29,1,29,,,2,1,5,7,6,3,4,70,60,,,,,,2,56,32
865780,2,,3,1,30,1,20,,46,,,,,,,,,,2,,,,,2,53,28
865785,1,,5,3,12,1,40,,,,,,,,,,,,,,,,,2,81,74
865785,2,,0,,,,,,,,,,,,,,,,,,,,,2,76,
865787,1,,2,1,14,1,35,,,,,,,,,,,,,,,,,2,70,61
865791,1,,1,,17,1,10,,,1,3,4,6,7,2,5,60,60,2,,,,,2,44,32
865791,2,,0,,,,,,,,,,,,,,,,,,,,,2,20,
865805,1,,1,,30,1,25,,,1,4,7,3,5,6,2,65,80,,,,,,2,55,30
865805,2,,2,1,25,1,2,,32,6,2,5,4,3,1,7,62,80,2,,,,,2,52,32
865805,3,,,,,,,,,,,,,,,,,,,,,,,2,14,
865806,1,,2,1,22,1,13,,29,1,4,5,3,7,6,2,70,30,1,2007,,3,35,2,34,17
865806,2,,1,,20,1,18,,,,,,,,,,,,2,,,,,2,37,22
865806,3,,,,,,,,,,,,,,,,,,,,,,,2,6,
865806,4,,,,,,,,,,,,,,,,,,,,,,,2,1,
865811,1,,7,3,28,1,13,,39,3,2,6,5,1,7,4,70,70,,,,,,2,40,17
865813,1,,2,1,17,1,34,,25,1,2,3,6,7,5,4,58,95,3,,,,,2,51,39
865813,2,,2,1,20,1,25,,26,,,,,,,,,,3,,,,,2,45,30
865813,3,,0,,,,,,,,,,,,,,,,,,,,,2,16,
865825,1,,3,1,20,1,30,,22,4,5,6,3,2,1,7,62,50,,,,,,1,51,36
865825,2,,3,1,20,1,34,,27,1,7,4,3,6,2,5,60,50,3,,,,,1,53,38
865825,3,,1,,20,1,4,,,,,,,,,,,,2,,,,,1,24,9
865825,4,,0,,,,,,,,,,,,,,,,,,,,,1,16,
865827,1,,1,,14,1,38,,,,,,,,,,,,,,,,,2,68,59
865827,2,,2,3,14,1,40,,,,,,,,,,,,,,,,,2,66,57
865830,1,,3,1,14,1,37,,,,,,,,,,,,,,,,,2,72,63
865830,2,,3,1,15,1,37,,,,,,,,,,,,,,,,,2,66,56
865836,1,,4,1,17,1,30,,35,1,4,5,6,7,2,3,60,50,3,,,,,1,49,37
865836,2,,4,1,17,1,30,,30,,,,,,,,,,3,,,,,1,47,35
865836,3,,1,,19,1,2,,,,,,,,,,,,2,,,,,1,21,7
865836,4,,,,,,,,,,,,,,,,,,,,,,,1,12,
865849,1,,3,3,15,1,42,,50,1,3,4,5,2,7,6,65,10,,,,,,2,60,50
865851,1,,1,,16,1,30,,,,,,,,,,,,,,,,,2,60,49
865851,2,,0,,,,,,,,,,,,,,,,,,,,,2,59,
865882,1,,1,,14,1,35,,,1,2,3,4,5,6,7,75,70,,,,,,2,70,61
865887,1,,2,1,18,1,36,,,,,,,,,,,,,,,,,2,69,56
865891,1,,3,1,16,1,40,,,,,,,,,,,,,,,,,2,80,69
865891,2,,0,,,,,,,,,,,,,,,,,,,,,2,77,
865899,1,,1,,19,1,27,,,1,5,3,2,4,6,7,65,70,2,,,,,2,46,32
865899,2,,0,,,,,,,,,,,,,,,,,,,,,2,46,
865899,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
865899,4,,0,,,,,,,,,,,,,,,,,,,,,2,16,
865905,1,,1,,21,1,36,,,,,,,,,,,,,,,,,2,81,65
865908,1,,5,1,21,1,18,,51,1,4,2,3,6,7,5,65,50,2,,,,,2,58,42
865909,1,,1,,16,1,35,,,,,,,,,,,,,,,,,2,55,44
865909,2,,1,,16,1,20,,,,,,,,,,,,,,,,,2,52,41
865909,3,,0,,,,,,,,,,,,,,,,,,,,,2,22,
865909,4,,,,,,,,,,,,,,,,,,,,,,,2,14,
865912,1,,1,,18,1,28,,,1,4,5,3,7,2,6,65,65,2,,,,,2,46,33
865912,2,,0,,,,,,,,,,,,,,,,,,,,,2,45,
865912,3,,,,,,,,,,,,,,,,,,,,,,,2,11,
865912,4,,,,,,,,,,,,,,,,,,,,,,,2,8,
865913,1,,0,,,,,,,,,,,,,,,,,,,,,2,50,
865913,2,,1,,18,1,35,,,,,,,,,,,,,,,,,2,53,40
865931,1,,3,3,26,1,8,,42,7,2,1,4,3,5,6,70,50,,,,,,2,42,21
865933,1,,1,,21,1,40,,,,,,,,,,,,,,,,,2,79,63
865933,2,,1,,16,1,15,,,,,,,,,,,,,,,,,2,79,68
865937,1,,3,3,17,1,25,,27,2,4,3,1,5,6,7,60,50,3,,,,,2,42,30
865952,1,,2,1,20,1,36,,,,,,,,,,,,,,,,,2,69,54
865957,1,,2,1,27,1,22,,37,1,4,2,5,3,6,7,65,50,,,,,,2,50,28
865957,2,,0,,,,,,,,,,,,,,,,,,,,,2,21,
865957,3,,0,,,,,,,,,,,,,,,,,,,,,2,19,
865964,1,,2,3,25,1,36,,25,4,3,2,1,5,6,7,70,70,3,,,,,2,61,41
865964,2,,2,1,25,1,37,,28,2,4,1,5,3,6,7,62,70,3,,,,,2,62,42
865964,3,,0,,,,,,,,,,,,,,,,,,,,,2,25,
865969,1,,1,,24,1,35,,,,,,,,,,,,,,,,,2,68,49
865969,2,,1,,22,1,35,,,,,,,,,,,,,,,,,2,65,48
865983,1,,1,,18,1,31,,,,,,,,,,,,,,,,,2,57,44
865983,2,,0,,,,,,,,,,,,,,,,,,,,,2,51,
865983,3,,1,,19,1,1,,,,,,,,,,,,2,,,,,2,24,10
865983,4,,1,,19,1,2,,,,,,,,,,,,2,,,,,2,22,8
865999,1,,1,,14,1,12,,,1,2,7,3,4,5,6,65,60,2,,,,,2,41,32
865999,2,,0,,,,,,,,,,,,,,,,,,,,,2,45,
865999,3,,,,,,,,,,,,,,,,,,,,,,,2,13,
865999,4,,,,,,,,,,,,,,,,,,,,,,,2,12,
865999,5,,,,,,,,,,,,,,,,,,,,,,,2,10,
866000,1,,1,,16,1,45,,,,,,,,,,,,,,,,,2,75,64
866000,2,,0,,,,,,,,,,,,,,,,,,,,,2,69,
866007,1,,2,1,25,1,20,,47,1,2,5,6,3,4,7,65,60,2,,,,,2,47,27
866007,2,,1,,18,1,18,,,,,,,,,,,,2,,,,,2,51,38
866009,1,,1,,15,1,35,,,,,,,,,,,,,,,,,2,63,53
866009,2,,1,,16,1,16,,,,,,,,,,,,2,,,,,2,33,22
866009,3,,1,,21,1,6,,,1,3,4,2,5,7,6,65,60,,,,,,2,27,11
866009,4,,,,,,,,,,,,,,,,,,,,,,,2,2,
866010,1,,1,,27,1,28,,,,,,,,,,,,,,,,,2,73,51
866010,2,,1,,18,1,35,,,,,,,,,,,,,,,,,2,72,59
866010,3,,1,,16,1,15,,,,,,,,,,,,,,,,,2,78,67
866012,1,,1,,15,1,35,,,,,,,,,,,,,,,,,2,67,57
866015,1,,1,,16,1,35,,,,,,,,,,,,,,,,,2,67,56
866015,2,,1,,23,1,35,,,,,,,,,,,,,,,,,2,62,44
866024,1,,5,1,17,1,40,,56,3,5,6,7,1,2,4,57,90,2,,,,,2,57,45
866024,2,,2,1,22,1,1,,,,,,,,,,,,,,,,,2,56,39
866025,1,,2,3,27,1,19,,27,1,7,2,3,5,6,4,65,75,,,,,,1,46,24
866025,2,,0,,,,,,,,,,,,,,,,,,,,,1,38,
866027,1,,0,,,,,,,,,,,,,,,,,,,,,2,58,
866028,1,,1,,28,1,40,,,6,5,2,1,4,7,3,64,80,,,,,,2,63,40
866028,2,,1,,23,1,37,,,,,,,,,,,,,,,,,2,60,42
866029,1,,1,,22,1,30,,,,,,,,,,,,,,,,,2,66,49
866029,2,,1,,20,1,35,,,,,,,,,,,,,,,,,2,66,51
866033,1,,0,,,,,,,,,,,,,,,,,,,,,1,71,
866033,2,,1,,22,1,40,,,,,,,,,,,,,,,,,1,81,64
866034,1,,3,3,14,1,2,,,,,,,,,,,,,,,,,2,60,51
866034,2,,1,,13,1,30,,,,,,,,,,,,2,,,,,2,50,42
