NQUEST,NORD,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,MOTIV,ANNOENUS,TIPOLAU,TIPODIP,NASCREG,NASCAREA,IREG,NCOMP,ETA,CLETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
719571,4,2,6,1993,1,,2,2,3,,,,,,4,,17,,,,,,,15,3,15,4,17,1,1,7,3,,5,0,0,2,3,4,2,0.1616199213
719606,1,1,1,1946,1,,2,3,3,,,,,,1,,15,1,7,,,,,15,3,15,1,64,4,4,6,3,7,5,1,1,1,3,4,2,0.3650693444
719609,1,1,1,1921,1,,3,4,7,86,110,2,1947,,1,,15,4,11,,,2,2,15,3,15,1,89,5,5,6,3,11,5,1,1,1,3,4,2,0.4227657076
719611,1,2,1,1948,1,,3,1,3,,,,,,2,,15,2,17,,,,,15,3,15,3,62,4,4,6,3,17,5,0,1,3,3,4,2,0.3799134808
719611,2,1,2,1948,1,,3,1,3,,,,,,1,,15,2,15,,,,,15,3,15,3,72,5,5,6,3,15,5,1,1,3,3,4,2,0.3799134808
719611,3,2,11,1958,1,,4,2,3,,,,,,3,,16,,,,,,,15,3,15,3,52,4,3,6,3,,5,0,1,3,3,4,2,0.3799134808
719613,1,1,1,1983,1,,2,2,5,80,100,2,2002,1,3,,17,,,,,,2,15,3,15,1,27,1,1,7,3,,5,1,1,1,3,4,2,0.5213725417
719615,1,1,1,1933,1,,3,1,5,40,60,2,1952,2,1,,15,2,10,,,,2,15,3,15,4,77,5,5,6,3,10,5,1,1,1,3,4,2,0.4924919324
719615,2,2,2,1938,1,,3,1,2,,,,,,2,,13,,,,,,,15,3,15,4,72,5,5,7,3,,5,0,0,1,3,4,2,0.4924919324
719615,3,2,6,1979,1,,2,4,5,50,60,2,1998,2,3,,12,2,16,,,,3,15,3,15,4,31,2,1,7,3,16,5,0,0,1,3,4,2,0.4924919324
719615,4,1,9,2002,1,,2,2,1,,,,,,4,,17,,,,,,,15,3,15,4,8,1,1,7,3,,5,0,0,1,3,4,2,0.4924919324
719656,1,1,1,1960,1,,2,1,3,,,,,,1,,12,1,3,,,,,15,3,15,6,50,3,3,7,3,3,5,0,1,2,3,4,2,0.4628908571
719656,2,2,2,1960,1,,2,1,5,42,60,2,1979,2,2,,13,,,,,,5,15,3,15,6,50,3,3,7,3,,5,0,0,2,3,4,2,0.4628908571
719656,3,2,14,1964,1,,2,1,5,36,60,2,1983,2,3,,13,,,,,,2,15,3,15,6,46,3,3,7,3,,5,0,0,2,3,4,2,0.4628908571
719656,4,1,12,1967,1,,2,1,5,45,60,2,1986,2,4,,8,,7,,,,2,15,3,15,6,43,3,2,5,2,7,4,1,1,2,3,4,2,0.4628908571
719656,5,1,6,1986,1,,2,2,5,85,100,2,2005,2,5,,11,,,,,,2,15,3,15,6,24,1,1,7,3,,5,0,0,2,3,4,2,0.4628908571
719656,6,1,6,1988,1,,2,2,5,72,100,2,2007,2,6,,11,,,,,,2,15,3,15,6,22,1,1,7,3,,5,0,0,2,3,4,2,0.4628908571
719666,1,1,1,1928,1,,4,4,1,,,,,,1,,15,1,6,,,,,15,3,15,2,82,5,5,6,3,6,5,0,1,2,3,4,2,0.5127534051
719666,2,1,7,1969,1,,2,2,3,,,,,,2,,1,,8,,,,,15,3,15,2,41,3,2,1,1,8,4,1,1,2,3,4,2,0.5127534051
719679,1,2,1,1937,1,,3,4,2,,,,,,1,,15,1,3,,,,,15,3,15,2,73,5,5,6,3,3,5,1,1,1,3,4,2,0.42746889
719679,2,2,7,1961,1,,2,2,7,106,110,2,1985,,2,,12,3,16,,,1,3,15,3,15,2,49,3,3,7,3,16,5,0,0,1,3,4,2,0.42746889
719702,1,1,1,1966,1,,2,1,5,42,60,2,1986,2,1,,7,,17,,,,2,14,3,14,2,44,3,2,4,2,17,3,1,1,2,3,4,0,1.4603652676
719702,2,2,2,1965,1,,2,1,3,,,,,,2,,7,,1,,,,,14,3,14,2,45,3,3,4,2,1,1,0,1,2,3,4,0,1.4603652676
719712,1,2,1,1931,1,,3,1,2,,,,,,2,,15,1,7,,,,,14,3,14,2,79,5,5,6,3,7,5,0,1,2,3,4,0,1.0852507528
719712,2,1,2,1929,1,,3,1,2,,,,,,1,,15,8,7,,,,,14,3,14,2,81,5,5,6,3,7,5,1,1,2,3,4,0,1.0852507528
719722,1,2,1,1929,1,,4,4,1,,,,,,1,,15,1,1,,,,,14,3,14,2,81,5,5,6,3,1,5,1,1,1,3,4,0,1.0928189109
719722,2,1,7,1953,1,,3,2,2,,,,,,2,,12,1,1,,,,,14,3,14,2,57,4,4,7,3,1,5,0,0,1,3,4,0,1.0928189109
719763,1,2,1,1972,1,,2,2,7,100,100,2,1996,,1,,4,,15,,,8,3,14,3,14,4,38,2,2,3,1,15,3,0,1,4,3,4,0,1.3682353636
719763,2,1,4,1939,1,,2,1,7,70,100,2,2010,,2,,15,7,6,,,10,2,14,3,14,4,71,5,5,6,3,6,5,0,1,4,3,4,0,1.3682353636
719763,3,2,4,1940,1,,2,1,5,50,60,2,1958,2,3,,15,3,16,,,,5,14,3,14,4,70,5,5,6,3,16,5,0,1,4,3,4,0,1.3682353636
719763,4,2,11,1970,1,,2,2,7,98,100,2,2000,,4,,6,,13,,,5,3,14,3,14,4,40,2,2,4,2,13,4,1,1,4,3,4,0,1.3682353636
719801,1,2,1,1929,1,,3,4,2,,,,,,1,,16,,,,,,,16,3,16,3,81,5,5,6,3,,5,0,1,3,3,4,2,0.1631109829
719801,2,2,7,1959,1,,2,2,5,52,60,2,1998,2,2,,2,,15,,,,2,16,3,16,3,51,4,3,2,1,15,3,1,1,3,3,4,2,0.1631109829
719801,3,1,7,1967,1,,2,2,5,48,60,2,1986,2,3,,2,,7,,,,2,16,3,16,3,43,3,2,2,1,7,4,0,1,3,3,4,2,0.1631109829
719810,1,1,1,1949,1,,2,1,5,7,10,2,1968,2,1,,15,4,19,,,,2,16,3,16,3,61,4,4,6,3,19,5,1,1,1,3,4,2,0.1470187369
719810,2,2,2,1957,1,,2,1,4,,,,,,2,,13,,,,,,,16,3,16,3,53,4,3,7,3,,5,0,0,1,3,4,2,0.1470187369
719810,3,2,6,1983,1,,2,2,5,80,100,2,2002,1,4,,17,,,,,,4,16,3,16,3,27,1,1,7,3,,5,0,0,1,3,4,2,0.1470187369
719840,1,1,1,1956,1,,2,1,3,,,,,,1,,1,,19,,,,,16,3,16,4,54,4,3,1,1,19,4,1,1,3,3,4,2,0.1845900846
719840,2,2,2,1966,1,,2,1,5,8,10,2,1986,2,2,,2,,16,,,,5,16,3,16,4,44,3,2,2,1,16,3,0,1,3,3,4,2,0.1845900846
719840,3,2,6,2001,1,,2,2,1,,,,,,3,,17,,,,,,,16,3,16,4,9,1,1,7,3,,5,0,0,3,3,4,2,0.1845900846
719840,4,1,6,2003,1,,3,2,1,,,,,,4,,17,,,,,,,16,3,16,4,7,1,1,7,3,,5,0,1,3,3,4,2,0.1845900846
719940,1,1,1,1988,1,,2,2,5,80,100,2,2006,2,1,,1,,3,,,,2,16,3,16,1,22,1,1,1,1,3,2,1,1,1,3,4,2,1.8675442973
719963,1,2,1,1964,1,,2,1,7,100,110,2,1991,,1,,2,,15,,,7,3,16,3,16,5,46,3,3,2,1,15,3,0,1,2,3,4,2,0.86963842
719963,2,1,2,1962,1,,2,1,7,96,110,2,2004,,2,,2,,15,,,6,3,15,3,16,5,48,3,3,2,1,15,3,1,1,2,3,4,2,0.86963842
719963,3,2,6,1991,1,,1,2,5,98,100,2,2010,1,3,,17,,,,,,3,16,3,16,5,19,1,1,7,3,,5,0,0,2,3,4,2,0.86963842
719963,4,1,6,1992,1,,2,2,3,,,,,,4,,17,,,,,,,16,3,16,5,18,1,1,7,3,,5,0,0,2,3,4,2,0.86963842
719963,5,2,7,2006,1,,2,2,1,,,,,,5,,18,,,,,,,16,3,16,5,4,1,1,7,3,,5,0,0,2,3,4,2,0.86963842
720003,1,1,1,1975,1,,1,1,3,,,,,,1,,8,,7,,,,,16,3,16,4,35,2,2,5,2,7,4,0,1,2,3,4,0,2.872771242
720003,2,2,2,1978,1,,1,1,3,,,,,,2,,1,,3,,,,,16,3,16,4,32,2,1,1,1,3,2,1,1,2,3,4,0,2.872771242
720003,3,1,6,2001,1,,1,2,1,,,,,,3,,17,,,,,,,16,3,16,4,9,1,1,7,3,,5,0,0,2,3,4,0,2.872771242
720003,4,2,6,2008,1,,1,2,1,,,,,,4,,18,,,,,,,16,3,16,4,2,1,1,7,3,,5,0,0,2,3,4,0,2.872771242
720009,1,1,1,1929,1,,3,1,2,,,,,,1,,15,1,1,,,,,16,3,16,2,81,5,5,6,3,1,5,1,1,2,3,4,0,1.9123619251
720009,2,2,2,1937,1,,3,1,2,,,,,,2,,15,1,1,,,,,16,3,16,2,73,5,5,6,3,1,5,0,1,2,3,4,0,1.9123619251
720110,1,1,1,1956,1,,2,1,3,,,,,,1,,16,,,,,,,16,3,16,2,54,4,3,6,3,,5,1,1,2,3,4,2,0.3019648097
720110,2,2,2,1958,1,,2,1,3,,,,,,2,,13,,,,,,,16,3,16,2,52,4,3,7,3,,5,0,1,2,3,4,2,0.3019648097
720116,1,1,1,1955,1,,2,1,5,36,60,2,1975,2,1,,8,,19,,,,1,16,3,16,4,55,4,4,5,2,19,4,0,1,2,3,4,2,0.4446776224
720116,2,2,2,1956,1,,2,1,5,36,60,2,1974,2,2,,3,,16,,,,5,16,3,16,4,54,4,3,2,1,16,3,1,1,2,3,4,2,0.4446776224
720116,3,2,6,1988,1,,2,3,5,36,60,2,2006,2,3,,11,,,,,,5,16,3,16,4,22,1,1,7,3,,5,0,0,2,3,4,2,0.4446776224
720116,4,1,9,2006,1,,1,2,1,,,,,,5,,18,,,,,,,16,3,16,4,4,1,1,7,3,,5,0,0,2,3,4,2,0.4446776224
720117,1,2,1,1968,1,,1,1,7,108,110,2,1992,,1,,6,,19,,,8,3,16,3,16,4,42,3,2,4,2,19,4,0,1,2,3,4,2,0.4970096991
720117,2,1,3,1965,1,,1,1,7,110,110,2,1987,,2,,5,,15,,,8,3,16,3,16,4,45,3,3,3,1,15,3,1,1,2,3,4,2,0.4970096991
720117,3,1,6,2000,1,,1,2,1,,,,,,3,,17,,,,,,,16,3,16,4,10,1,1,7,3,,5,0,0,2,3,4,2,0.4970096991
720117,4,2,6,2003,1,,1,2,1,,,,,,4,,17,,,,,,,16,3,16,4,7,1,1,7,3,,5,0,0,2,3,4,2,0.4970096991
720138,1,1,1,1965,1,,1,1,5,46,60,2,1986,2,1,,9,,19,,,,1,16,3,16,4,45,3,3,5,2,19,4,1,1,1,3,4,2,0.4942839518
720138,2,2,2,1970,1,,1,1,3,,,,,,2,,13,,,,,,,16,3,16,4,40,2,2,7,3,,5,0,0,1,3,4,2,0.4942839518
720138,3,1,6,1993,1,,1,2,3,,,,,,3,,17,,,,,,,3,1,16,4,17,1,1,7,3,,5,0,0,1,3,4,2,0.4942839518
720138,4,1,6,1999,1,,1,2,2,,,,,,4,,17,,,,,,,16,3,16,4,11,1,1,7,3,,5,0,0,1,3,4,2,0.4942839518
720139,1,1,1,1943,1,,2,1,5,8,10,2,1961,2,1,,16,,,,,,2,16,3,16,3,67,5,5,6,3,,5,0,1,2,3,4,2,0.3958600806
720139,2,2,2,1952,1,,2,1,5,36,60,2,1970,2,2,,5,,8,,,,5,16,3,16,3,58,4,4,3,1,8,4,1,1,2,3,4,2,0.3958600806
720139,3,1,6,1972,1,,1,2,3,,,,,,3,,11,,,,,,,16,3,16,3,38,2,2,7,3,,5,0,0,2,3,4,2,0.3958600806
720157,1,1,1,1948,1,,2,1,5,40,60,2,1974,2,1,,8,,19,,,,3,16,3,16,2,62,4,4,5,2,19,4,1,1,1,3,4,2,0.4060549737
720157,2,2,2,1955,1,,2,1,2,,,,,,2,,13,,,,,,,16,3,16,2,55,4,4,7,3,,5,0,0,1,3,4,2,0.4060549737
720161,1,1,1,1942,1,,4,1,2,,,,,,1,,16,,,,,,,16,3,16,3,68,5,5,6,3,,5,1,1,2,3,4,2,0.3563208361
720161,2,2,2,1948,1,,3,1,2,,,,,,2,,16,,,,,,,16,3,16,3,62,4,4,6,3,,5,0,1,2,3,4,2,0.3563208361
720161,3,1,6,1975,1,,2,2,3,,,,,,,2,12,1,6,,2010,,,16,3,16,3,35,2,2,7,3,6,5,0,0,2,3,4,2,0.3563208361
720163,1,2,1,1958,1,,2,3,6,110,110,1,1980,,1,,3,,16,,,10,5,16,3,16,3,52,4,3,2,1,16,3,1,1,1,3,4,2,0.5348499108
720163,2,2,7,1988,1,,2,2,5,60,100,2,2007,1,2,,17,,,,,,3,16,3,16,3,22,1,1,7,3,,5,0,0,1,3,4,2,0.5348499108
720163,3,1,7,1994,1,,2,2,3,,,,,,3,,17,,,,,,,16,3,16,3,16,1,1,7,3,,5,0,0,1,3,4,2,0.5348499108
720209,1,2,1,1958,1,,2,1,7,108,110,2,2004,,2,,4,,15,,,7,2,17,3,17,5,52,4,3,3,1,15,3,1,1,3,3,4,2,0.2015393929
720209,2,1,2,1956,1,,2,1,3,,,,,,1,,2,,19,,,,,17,3,17,5,54,4,3,2,1,19,4,0,1,3,3,4,2,0.2015393929
720209,3,1,6,1978,1,,1,2,7,108,110,2,2004,,3,,11,,,,,8,2,17,3,17,5,32,2,1,7,3,,5,0,0,3,3,4,2,0.2015393929
720209,4,2,6,1981,1,,1,2,6,90,110,2,2010,,4,,11,,,,,10,3,17,3,17,5,29,1,1,7,3,,5,0,0,3,3,4,2,0.2015393929
720209,5,1,6,1991,1,,1,2,3,,,,,,5,,2,,,,,,,17,3,17,5,19,1,1,2,1,,4,0,1,3,3,4,2,0.2015393929
720256,1,2,1,1970,1,,3,1,5,42,60,2,1989,2,2,,13,,,,,,2,17,3,17,4,40,2,2,7,3,,5,0,0,1,3,4,2,0.3086847311
720256,2,1,2,1969,1,,1,1,5,36,60,2,1991,2,1,,1,,3,,,,2,17,3,17,4,41,3,2,1,1,3,2,1,1,1,3,4,2,0.3086847311
720256,3,1,6,1999,1,,1,2,2,,,,,,3,,17,,,,,,,17,3,17,4,11,1,1,7,3,,5,0,0,1,3,4,2,0.3086847311
720256,4,1,6,2004,1,,1,2,1,,,,,,4,,17,,,,,,,17,3,17,4,6,1,1,7,3,,5,0,0,1,3,4,2,0.3086847311
720312,1,2,1,1964,1,,3,1,5,36,60,2,1982,2,1,,2,,16,,,,1,17,3,17,3,46,3,3,2,1,16,3,0,1,2,3,4,0,2.2384250853
720312,2,1,2,1966,1,,3,1,5,40,60,2,1984,2,2,,8,,7,,,,2,17,3,17,3,44,3,2,5,2,7,4,1,1,2,3,4,0,2.2384250853
720312,3,1,6,1996,1,,2,2,3,,,,,,3,,17,,,,,,,17,3,17,3,14,1,1,7,3,,5,0,0,2,3,4,0,2.2384250853
720373,1,2,1,1962,1,,3,1,5,58,60,2,1979,2,1,,1,,7,,,,4,17,3,17,4,48,3,3,1,1,7,4,0,1,4,3,4,0,1.1210198469
720373,2,1,2,1958,1,,3,1,4,,,,,,2,,1,,4,,,,,17,3,17,4,52,4,3,1,1,4,2,0,1,4,3,4,0,1.1210198469
720373,3,1,6,1985,1,,2,2,5,100,100,2,2004,1,3,,2,,14,,,,2,17,3,17,4,25,1,1,2,1,14,4,1,1,4,3,4,0,1.1210198469
720373,4,2,6,1992,1,,2,2,3,,,,,,4,,1,,7,,,,,17,3,17,4,18,1,1,1,1,7,4,0,1,4,3,4,0,1.1210198469
720404,1,1,1,1960,1,,2,1,2,,,,,,1,,1,,3,,,,,18,3,18,4,50,3,3,1,1,3,2,1,1,3,3,4,0,2.0361434492
720404,2,2,2,1963,1,,2,1,5,37,60,2,1983,2,2,,1,,7,,,,2,3,1,18,4,47,3,3,1,1,7,4,0,1,3,3,4,0,2.0361434492
720404,3,1,6,1989,1,,2,2,5,69,100,2,2007,1,4,,1,,19,,,,2,18,3,18,4,21,1,1,1,1,19,4,0,1,3,3,4,0,2.0361434492
720404,4,2,6,1999,1,,2,2,2,,,,,,5,,17,,,,,,,18,3,18,4,11,1,1,7,3,,5,0,0,3,3,4,0,2.0361434492
720416,1,1,1,1945,1,,2,1,2,,,,,,1,,15,2,15,,,,,18,3,18,3,65,4,5,6,3,15,5,1,1,2,3,4,0,1.2828990919
720416,2,2,2,1954,1,,2,1,3,,,,,,2,,13,,,,,,,18,3,18,3,56,4,4,7,3,,5,0,0,2,3,4,0,1.2828990919
720416,3,1,6,1979,1,,2,2,5,60,100,2,1998,2,3,,1,,6,,,,2,18,3,18,3,31,2,1,1,1,6,4,0,1,2,3,4,0,1.2828990919
720503,1,2,1,1964,1,,2,3,3,,,,,,2,,13,,,,,,,19,3,19,3,46,3,3,7,3,,5,0,1,2,3,5,3,0.3048859682
720503,2,2,4,1934,1,,2,4,2,,,,,,1,,16,,,,,,,19,3,19,3,76,5,5,6,3,,5,1,1,2,3,5,3,0.3048859682
720503,3,2,7,1999,1,,2,2,2,,,,,,3,,17,,,,,,,19,3,19,3,11,1,1,7,3,,5,0,0,2,3,5,3,0.3048859682
720566,1,2,1,1971,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,6,39,2,2,7,3,,5,0,0,1,3,5,3,0.6167052996
720566,2,1,2,1967,1,,2,1,3,,,,,,1,,1,,6,,,,,,,19,6,43,3,2,1,1,6,4,1,1,1,3,5,3,0.6167052996
720566,3,2,6,1994,1,,1,2,3,,,,,,3,,17,,,,,,,19,3,19,6,16,1,1,7,3,,5,0,0,1,3,5,3,0.6167052996
720566,4,2,6,1998,1,,1,2,2,,,,,,4,,17,,,,,,,19,3,19,6,12,1,1,7,3,,5,0,0,1,3,5,3,0.6167052996
720566,5,1,6,2003,1,,1,2,1,,,,,,5,,17,,,,,,,9,2,19,6,7,1,1,7,3,,5,0,0,1,3,5,3,0.6167052996
720566,6,1,6,2007,1,,1,2,1,,,,,,6,,18,,,,,,,19,3,19,6,3,1,1,7,3,,5,0,0,1,3,5,3,0.6167052996
720593,1,2,1,1938,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,2,72,4,4,7,3,,5,0,0,1,3,5,3,0.2711626639
720593,2,1,2,1946,1,,2,1,3,,,,,,1,,15,2,8,,,,,19,3,19,2,64,5,5,6,3,8,5,1,1,1,3,5,3,0.2711626639
720603,1,2,1,1988,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,4,22,1,1,7,3,,5,0,0,1,3,5,3,0.7531022879
720603,2,1,2,1982,1,,2,1,3,,,,,,1,,2,,7,,,,,19,3,19,4,28,1,1,2,1,7,4,1,1,1,3,5,3,0.7531022879
720603,3,2,6,2004,1,,2,2,1,,,,,,3,,17,,,,,,,19,3,19,4,6,1,1,7,3,,5,0,0,1,3,5,3,0.7531022879
720603,4,2,6,2008,1,,2,2,1,,,,,,4,,18,,,,,,,19,3,19,4,2,1,1,7,3,,5,0,0,1,3,5,3,0.7531022879
720610,1,1,1,1951,1,,2,1,3,,,,,,1,,2,,20,,,,,19,3,19,5,59,4,4,2,1,20,4,1,1,2,3,5,3,0.5199678334
720610,2,2,2,1949,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,5,61,4,4,7,3,,5,0,0,2,3,5,3,0.5199678334
720610,3,1,7,1976,1,,1,2,3,,,,,,3,,1,,10,,,,,19,3,19,5,34,2,1,1,1,10,4,0,1,2,3,5,3,0.5199678334
720610,4,2,6,1979,1,,1,2,5,108,110,2,1998,2,4,,11,,,,,,2,19,3,19,5,31,2,1,7,3,,5,0,0,2,3,5,3,0.5199678334
720610,5,1,6,1984,1,,1,2,3,,,,,,5,,11,,,,,,,19,3,19,5,26,1,1,7,3,,5,0,0,2,3,5,3,0.5199678334
720634,1,1,1,1954,1,,2,1,3,,,,,,1,,2,,15,,,,,19,3,19,3,56,4,4,2,1,15,3,1,1,1,3,5,3,0.4814737625
720634,2,2,2,1960,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,3,50,3,3,7,3,,5,0,0,1,3,5,3,0.4814737625
720634,3,1,6,1986,1,,2,2,5,60,100,2,2005,2,3,,11,,,,,,2,19,3,19,3,24,1,1,7,3,,5,0,0,1,3,5,3,0.4814737625
720784,1,2,1,1938,1,,2,1,2,,,,,,2,,13,,,,,,,19,3,19,2,72,5,5,7,3,,5,0,0,1,3,5,3,0.3027746002
720784,2,1,2,1922,1,,4,1,2,,,,,,1,,15,9,7,,,,,19,3,19,2,88,5,5,6,3,7,5,1,1,1,3,5,3,0.3027746002
720854,1,2,1,1936,1,,4,4,1,,,,,,1,,16,,,,,,,19,3,19,1,74,5,5,6,3,,5,1,1,1,3,5,3,0.3060908253
720883,1,2,1,1984,1,,2,1,5,87,100,2,2002,2,2,,11,,,,,,5,19,3,19,3,26,1,1,7,3,,5,0,0,1,3,5,3,0.3874118084
720883,2,1,2,1977,1,,2,1,2,,,,,,1,,2,,7,,,,,19,3,19,3,33,2,1,2,1,7,4,1,1,1,3,5,3,0.3874118084
720883,3,2,6,2002,1,,2,2,1,,,,,,3,,17,,,,,,,19,3,19,3,8,1,1,7,3,,5,0,0,1,3,5,3,0.3874118084
720889,1,2,1,1939,1,,3,1,2,,,,,,2,,13,,,,,,,19,3,19,3,71,5,5,7,3,,5,0,0,2,3,5,3,0.3296789962
720889,2,1,2,1932,1,,3,1,3,,,,,,1,,15,1,3,,,,,19,3,19,3,78,5,5,6,3,3,5,1,1,2,3,5,3,0.3296789962
720889,3,2,6,1971,1,,2,2,5,79,100,2,1990,2,3,,2,,7,,,,2,19,3,19,3,39,2,2,2,1,7,4,0,1,2,3,5,3,0.3296789962
721201,1,1,1,1967,1,,2,1,5,39,60,2,1986,1,1,,5,,5,,,,2,19,3,19,4,43,3,2,3,1,5,2,1,1,1,3,5,1,1.3139173314
721201,2,2,2,1970,1,,2,1,5,42,60,2,1989,1,2,,13,,,,,,3,19,3,19,4,40,2,2,7,3,,5,0,0,1,3,5,1,1.3139173314
721201,3,1,6,2005,1,,2,2,1,,,,,,3,,18,,,,,,,19,3,19,4,5,1,1,7,3,,5,0,0,1,3,5,1,1.3139173314
721201,4,2,6,2008,1,,2,2,1,,,,,,4,,18,,,,,,,19,3,19,4,2,1,1,7,3,,5,0,0,1,3,5,1,1.3139173314
721203,1,1,1,1952,1,,2,1,5,48,60,2,1970,2,1,,2,,15,,,,2,19,3,19,4,58,4,4,2,1,15,3,1,1,1,3,5,1,1.3939965776
721203,2,2,2,1960,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,4,50,3,3,7,3,,5,0,0,1,3,5,1,1.3939965776
721203,3,2,6,1981,1,,2,2,5,90,100,2,2000,1,3,,11,,,,,,2,19,3,19,4,29,1,1,7,3,,5,0,0,1,3,5,1,1.3939965776
721203,4,1,6,1997,1,,2,2,3,,,,,,4,,17,,,,,,,19,3,19,4,13,1,1,7,3,,5,0,0,1,3,5,1,1.3939965776
721260,1,2,1,1920,1,,5,4,2,,,,,,1,,16,,,,,,,19,3,19,1,90,5,5,6,3,,5,1,1,1,3,5,1,0.9914971877
721303,1,1,1,1954,1,,2,1,3,,,,,,1,,2,,15,,,,,16,3,18,4,56,4,4,2,1,15,3,1,1,3,3,4,0,0.9566864724
721303,2,2,2,1960,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,18,4,50,3,3,7,3,,5,0,0,3,3,4,0,0.9566864724
721303,3,1,6,1983,1,,2,2,5,60,100,2,2001,2,3,,2,,15,,,,2,19,3,18,4,27,1,1,2,1,15,3,0,1,3,3,4,0,0.9566864724
721303,4,2,6,1985,1,,2,2,5,70,100,2,2003,1,4,,1,,7,,,,3,19,3,18,4,25,1,1,1,1,7,4,0,1,3,3,4,0,0.9566864724
721520,1,1,1,1962,1,,2,1,3,,,,,,1,,1,,8,,,,,3,1,3,4,48,3,3,1,1,8,4,1,1,2,1,1,2,0.4761032041
721520,2,2,2,1963,1,,2,1,3,,,,,,2,,1,,20,,,,,3,1,3,4,47,3,3,1,1,20,4,0,1,2,1,1,2,0.4761032041
721520,3,2,6,1991,1,,2,2,3,,,,,,3,,17,,,,,,,3,1,3,4,19,1,1,7,3,,5,0,0,2,1,1,2,0.4761032041
721520,4,2,6,1994,1,,2,2,3,,,,,,4,,17,,,,,,,3,1,3,4,16,1,1,7,3,,5,0,0,2,1,1,2,0.4761032041
721521,1,2,1,1954,1,,3,1,3,,,,,,2,,13,,,,,,,16,3,3,4,56,4,4,7,3,,5,0,0,2,1,1,2,0.4127072017
721521,2,1,2,1947,1,,3,1,3,,,,,,1,,15,2,19,,,,,3,1,3,4,63,4,4,6,3,19,5,1,1,2,1,1,2,0.4127072017
721521,3,1,6,1992,1,,2,2,4,,,,,,3,,17,,,,,,,3,1,3,4,18,1,1,7,3,,5,0,0,2,1,1,2,0.4127072017
721521,4,2,6,1993,1,,2,2,3,,,,,,4,,17,,,,,,,3,1,3,4,17,1,1,7,3,,5,0,1,2,1,1,2,0.4127072017
721548,1,2,1,1958,1,,2,1,5,40,60,2,1975,1,2,,3,,16,,,,5,15,3,3,2,52,4,3,2,1,16,3,0,1,2,1,1,2,0.4719331086
721548,2,1,2,1956,1,,2,1,4,,,,,,1,,1,,8,,,,,3,1,3,2,54,4,3,1,1,8,4,1,1,2,1,1,2,0.4719331086
721602,1,1,1,1952,1,,1,1,3,,,,,,1,,15,1,7,,,,,1,1,1,2,58,4,4,6,3,7,5,0,1,2,1,1,0,1.5405255836
721602,2,2,2,1954,1,,1,1,3,,,,,,2,,1,,19,,,,,1,1,1,2,56,4,4,1,1,19,4,1,1,2,1,1,0,1.5405255836
721628,1,2,1,1980,1,,1,2,3,,,,,,1,,2,,17,,,,,1,1,1,1,30,1,1,2,1,17,3,1,1,1,1,1,0,4.0800354862
721631,1,1,1,1921,1,,2,1,2,,,,,,1,,15,8,7,,,,,5,1,1,2,89,5,5,6,3,7,5,1,1,2,1,1,0,2.0483697538
721631,2,2,2,1928,1,,3,1,2,,,,,,2,,15,8,7,,,,,1,1,1,2,82,5,5,6,3,7,5,0,1,2,1,1,0,2.0483697538
721717,1,1,1,1966,1,,1,1,5,40,60,2,1984,1,1,,2,,7,,,,3,6,1,6,4,44,3,2,2,1,7,4,1,1,2,1,2,0,0.6727359401
721717,2,2,2,1975,1,,1,1,4,,,,,,2,,1,,17,,,,,6,1,6,4,35,2,2,1,1,17,3,0,1,2,1,2,0,0.6727359401
721717,3,1,6,1999,1,,1,2,2,,,,,,3,,17,,,,,,,6,1,6,4,11,1,1,7,3,,5,0,0,2,1,2,0,0.6727359401
721717,4,1,6,2005,1,,1,2,1,,,,,,4,,18,,,,,,,1,1,6,4,5,1,1,7,3,,5,0,0,2,1,2,0,0.6727359401
721735,1,2,1,1924,1,,2,4,5,59,60,2,1942,2,1,,16,,,,,,5,5,1,6,1,86,5,5,6,3,,5,1,1,1,1,2,0,0.5104187877
721747,1,1,1,1939,1,,2,1,3,,,,,,1,,15,4,15,,,,,13,3,6,2,71,5,5,6,3,15,5,1,1,2,1,2,0,0.4698099095
721747,2,2,2,1942,1,,1,1,3,,,,,,2,,15,1,17,,,,,6,1,6,2,68,5,5,6,3,17,5,0,1,2,1,2,0,0.4698099095
721777,1,1,1,1957,1,,1,1,5,42,60,2,1977,2,1,,4,,3,,,,2,6,1,6,4,53,4,3,3,1,3,2,1,1,2,1,2,0,0.5575293826
721777,2,2,2,1961,1,,1,1,7,100,110,2,2007,,2,,2,,15,,,10,5,,,6,4,49,3,3,2,1,15,3,0,1,2,1,2,0,0.5575293826
