NQUEST,NORD,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,MOTIV,ANNOENUS,TIPOLAU,TIPODIP,NASCREG,NASCAREA,IREG,NCOMP,ETA,CLETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
866088,2,2,2,1963,2,1993,2,1,7,110,110,2,1992,,,,13,,,2,,10,10,,,3,4,47,3,3,7,3,,5,0,0,1,1,1,1,1.4683977623
866088,3,1,6,1995,1,,2,2,3,,,,,,,,17,,,,,,,,,3,4,15,1,1,7,3,,5,0,0,1,1,1,1,1.4683977623
866088,4,2,6,2000,1,,2,2,1,,,,,,,,17,,,,,,,3,1,3,4,10,1,1,7,3,,5,0,0,1,1,1,1,1.4683977623
866101,1,2,1,1925,1,,2,4,3,,,,,,,,15,8,9,,,,,3,1,3,1,85,5,5,6,3,9,5,1,1,1,1,1,1,1.49349267
866103,1,1,1,1935,1,,2,1,5,7,10,2,1956,2,,,15,4,19,,,,3,7,1,3,4,75,5,5,6,3,19,5,1,1,4,1,1,1,1.6764957149
866103,2,2,2,1937,1,,2,1,3,,,,,,,,15,2,8,,,,,8,1,3,4,73,5,5,6,3,8,5,0,1,4,1,1,1,1.6764957149
866103,3,2,6,1968,1,,1,2,5,48,60,2,1987,2,,,4,,11,,,,2,8,1,3,4,42,3,2,3,1,11,4,0,1,4,1,1,1,1.6764957149
866103,4,2,6,1974,1,,1,2,7,104,110,2,1999,,,,3,,16,,,9,3,3,1,3,4,36,2,2,2,1,16,3,0,1,4,1,1,1,1.6764957149
866104,1,1,1,1939,1,,1,1,7,78,100,2,1964,,,,15,5,15,,,8,3,16,3,3,2,71,5,5,6,3,15,5,1,1,2,1,1,1,1.3303910353
866104,2,2,2,1946,1,,1,1,5,7,10,2,1964,2,,,15,2,15,,,,2,3,1,3,2,64,4,4,6,3,15,5,0,1,2,1,1,1,1.3303910353
866106,1,2,1,1942,1,,2,4,2,,,,,,,,15,8,3,,,,,3,1,3,1,68,5,5,6,3,3,5,1,1,1,1,1,1,1.49349267
866107,1,2,1,1962,1,,2,3,5,54,60,2,1981,2,,,2,,13,,,,2,3,1,3,2,48,3,3,2,1,13,4,1,1,1,1,1,1,1.4844808072
866107,2,2,7,1994,1,,2,2,3,,,,,,,,17,,,,,,,3,1,3,2,16,1,1,7,3,,5,0,0,1,1,1,1,1.4844808072
866109,1,1,1,1956,1,,1,3,3,,,,,,,,10,,7,,,,,3,1,3,3,54,4,3,4,2,7,4,1,1,3,1,1,1,1.3682718261
866109,2,2,3,1948,1,,1,4,4,,,,,,,,10,,7,,,,,3,1,3,3,62,4,4,4,2,7,4,0,1,3,1,1,1,1.3682718261
866109,3,1,7,1981,1,,1,2,7,102,110,2,1997,,,,6,,6,,,5,2,3,1,3,3,29,1,1,4,2,6,4,0,1,3,1,1,1,1.3682718261
866116,1,2,1,1947,1,,3,4,3,,,,,,,,16,,,,,,,10,2,10,1,63,4,4,6,3,,5,1,1,1,2,3,1,0.4063500027
866128,1,2,1,1979,1,,1,1,5,46,60,2,1998,2,,,1,,7,,,,3,10,2,10,2,31,2,1,1,1,7,4,0,1,2,2,3,1,0.5707028277
866128,2,1,2,1977,1,,1,1,5,40,60,2,1996,2,,,10,,19,,,,2,10,2,10,2,33,2,1,4,2,19,4,1,1,2,2,3,1,0.5707028277
866136,1,2,1,1940,1,,3,4,2,,,,,,,,15,8,7,,,,,10,2,10,1,70,5,5,6,3,7,5,1,1,1,2,3,1,0.5027662317
866139,1,1,1,1941,1,,3,2,3,,,,,,,,15,9,1,,,,,10,2,10,1,69,5,5,6,3,1,5,1,1,1,2,3,1,0.4919192309
866140,1,1,1,1953,1,,1,1,5,50,60,2,1973,2,,,15,2,3,,,,10,10,2,10,3,57,4,4,6,3,3,5,1,1,1,2,3,1,0.452249339
866140,2,2,2,1954,1,,1,1,5,52,60,2,1974,2,,,13,,,,,,10,10,2,10,3,56,4,4,7,3,,5,0,0,1,2,3,1,0.452249339
866140,3,1,6,1990,1,,1,2,5,85,100,2,2009,1,,,17,,,,,,10,10,2,10,3,20,1,1,7,3,,5,0,0,1,2,3,1,0.452249339
866144,1,1,1,1969,1,,1,1,4,,,,,,,,2,,15,,,,,10,2,10,4,41,3,2,2,1,15,3,1,1,2,2,3,1,0.5883224904
866144,2,2,2,1977,1,,1,1,3,,,,,,,,2,,19,,,,,10,2,10,4,33,2,1,2,1,19,4,0,1,2,2,3,1,0.5883224904
866144,3,2,6,2006,1,,1,2,1,,,,,,,,18,,,,,,,10,2,10,4,4,1,1,7,3,,5,0,0,2,2,3,1,0.5883224904
866144,4,2,6,2007,1,,1,2,1,,,,,,,,18,,,,,,,10,2,10,4,3,1,1,7,3,,5,0,0,2,2,3,1,0.5883224904
866145,1,2,1,1956,1,,2,1,4,,,,,,,,13,,,,,,,10,2,10,3,54,4,3,7,3,,5,0,0,2,2,3,1,0.4640737477
866145,2,1,2,1947,1,,2,1,3,,,,,,,,15,1,3,,,,,10,2,10,3,63,4,4,6,3,3,5,1,1,2,2,3,1,0.4640737477
866145,3,2,6,1983,1,,1,2,7,107,110,2,2008,,,,2,,3,,,6,2,10,2,10,3,27,1,1,2,1,3,2,0,1,2,2,3,1,0.4640737477
866171,1,1,1,1942,1,,1,1,2,,,,,,,,15,8,7,,,,,8,1,1,2,68,5,5,6,3,7,5,1,1,2,1,1,0,1.3952763679
866171,2,2,2,1940,1,,2,1,2,,,,,,,,15,1,9,,,,,1,1,1,2,70,5,5,6,3,9,5,0,1,2,1,1,0,1.3952763679
866190,1,2,1,1944,1,,2,1,2,,,,,,,,15,1,19,,,,,19,3,1,3,66,5,5,6,3,19,5,0,1,3,1,1,0,1.4566187071
866190,2,1,2,1941,1,,2,1,2,,,,,,,,15,1,6,,,,,19,3,1,3,69,5,5,6,3,6,5,0,1,3,1,1,0,1.4566187071
866190,3,1,6,1976,1,,2,2,5,71,100,2,1994,2,,,2,,6,,,,2,1,1,1,3,34,2,1,2,1,6,4,1,1,3,1,1,0,1.4566187071
866192,1,2,1,1929,1,,2,4,3,,,,,,,,15,2,17,,,,,3,1,1,1,81,5,5,6,3,17,5,1,1,1,1,1,0,1.4105585299
866200,1,2,1,1965,1,,2,1,7,85,110,2,1996,,,,13,,,,,7,3,13,3,13,4,45,3,3,7,3,,5,0,0,1,3,4,1,0.3194211833
866200,2,1,2,1961,1,,2,1,7,100,110,2,1986,,,,4,,11,,,6,3,13,3,13,4,49,3,3,3,1,11,4,1,1,1,3,4,1,0.3194211833
866200,3,1,6,1991,1,,2,2,5,86,100,2,2009,1,,,17,,,,,,3,13,3,13,4,19,1,1,7,3,,5,0,0,1,3,4,1,0.3194211833
866200,4,1,6,1993,1,,2,2,3,,,,,,,,17,,,,,,,13,3,13,4,17,1,1,7,3,,5,0,0,1,3,4,1,0.3194211833
866201,1,2,1,1975,1,,2,1,7,104,110,2,2001,,,,3,,16,,,1,3,13,3,13,4,35,2,2,2,1,16,3,0,1,2,3,4,1,0.3875788741
866201,2,1,2,1973,1,,2,1,7,99,110,2,2000,,,,2,,1,,,2,3,13,3,13,4,37,2,2,2,1,1,1,1,1,2,3,4,1,0.3875788741
866201,3,1,6,2006,1,,1,2,1,,,,,,,,18,,,,,,,13,3,13,4,4,1,1,7,3,,5,0,0,2,3,4,1,0.3875788741
866201,4,1,6,2009,1,,1,2,1,,,,,,,,18,,,,,,,13,3,13,4,1,1,1,7,3,,5,0,0,2,3,4,1,0.3875788741
866202,1,2,1,1980,1,,1,2,7,90,110,2,2006,,,,2,,13,,,8,3,13,3,13,2,30,1,1,2,1,13,4,1,1,2,3,4,1,0.3708399658
866202,2,1,3,1980,1,,1,2,5,71,100,2,2000,2,,,2,,6,,,,2,13,3,13,2,30,1,1,2,1,6,4,0,1,2,3,4,1,0.3708399658
866203,1,2,1,1969,1,,2,1,7,101,110,2,1994,,,,13,,,,,9,3,13,3,13,4,41,3,2,7,3,,5,0,0,1,3,4,1,0.3896894722
866203,2,1,2,1968,1,,2,1,7,106,110,2,1993,,,,4,,11,,,8,3,13,3,13,4,42,3,2,3,1,11,4,1,1,1,3,4,1,0.3896894722
866203,3,1,6,1999,1,,1,2,2,,,,,,,,17,,,,,,,13,3,13,4,11,1,1,7,3,,5,0,0,1,3,4,1,0.3896894722
866203,4,2,7,2003,1,,1,2,1,,,,,,,,17,,,,,,,13,3,13,4,7,1,1,7,3,,5,0,0,1,3,4,1,0.3896894722
866204,1,2,1,1976,1,,2,1,7,110,110,2,2001,,,,3,,16,,,6,2,13,3,13,2,34,2,1,2,1,16,3,0,1,2,3,4,2,0.4486894471
866204,2,1,2,1978,1,,2,1,7,95,110,2,2004,,,,4,,15,,,6,3,15,3,13,2,32,2,1,3,1,15,3,1,1,2,3,4,2,0.4486894471
866206,1,2,1,1938,1,,2,1,2,,,,,,,,16,,,,,,,13,3,13,2,72,5,5,6,3,,5,0,1,2,3,4,1,0.3231556367
866206,2,1,2,1929,1,,4,1,5,10,10,2,1948,2,,,15,4,8,,,,3,13,3,13,2,81,5,5,6,3,8,5,1,1,2,3,4,1,0.3231556367
866207,1,2,1,1969,1,,2,2,7,93,100,2,1996,,,,8,,7,,,9,3,13,3,13,2,41,3,2,5,2,7,4,1,1,2,3,4,1,0.364756932
