NQUEST,ANABIT,GODABIT,UNIPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS,IMPACQ,FITTONOP,TFITTONOP,TFITTO,TIPOAFF,DFITTOM,TFITTOM,PROPRIET,TFITIMP,UBIC1,SUPAB,ANCOSTR,BAGNI,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,MANSTR2,TMANSTR2,ENERGIA,TENERGIA,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,CHIFINCONS,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,MUTUOE,FMUTRIF,MUTUORIF,REAPMUT,MUTUORIC,DOCSEZD,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,QUOPRO
857810,1981,1,1,1990,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,1000,3,100,1933,1,300000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857811,1998,3,1,1998,1,1,0,0,0,0,0,0,0,2,70000,,,,,,,,400,3,90,1970,1,180000,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857814,2003,1,1,2003,1,0,0,0,0,0,0,0,0,1,130000,,,,,,,,700,3,80,1953,1,270000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857816,1996,1,1,1996,1,1,0,0,0,0,0,0,0,1,470000,,,,,,,,2200,4,200,1951,2,950000,2,,2,,2,,2,,2,,1,6000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857821,2001,4,,,,,,,,,,,,,,,,,,,,1,800,4,90,1950,1,360000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
857826,2002,1,1,2002,1,1,1,0,0,0,0,0,0,1,500000,,,,,,,,2000,3,170,1964,2,800000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857830,1998,1,1,1998,1,1,0,0,0,0,0,0,0,1,125000,,,,,,,,800,3,90,1960,2,260000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857837,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,400000,,,,,,,,1500,3,160,1965,2,900000,1,1,1,1,2,,2,,2,,1,15000,2,,1,15000,2,,2,,,,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
857840,1984,1,1,1990,1,1,0,0,0,0,0,0,0,4,,,,,,,,,1500,3,90,1888,2,2000000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857847,1999,1,1,1999,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,50,3,80,1950,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857856,2009,2,,,,,,,,,,,,,,,,500,7,2,,4,,2,60,1970,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
857857,2003,1,1,2003,1,0,0,0,0,0,0,0,0,1,62000,,,,,,,,400,2,45,1980,1,80000,2,,2,,2,,2,,2,,1,500,2,,2,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857858,1995,1,1,1995,1,1,0,0,0,0,0,0,0,4,,,,,,,,,500,4,140,1900,2,250000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857860,1959,1,1,1959,1,0,0,0,0,0,0,0,0,3,1500,,,,,,,,400,4,60,1955,1,200000,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857865,2002,1,1,2001,1,1,0,0,0,0,0,0,0,1,350000,,,,,,,,1000,3,190,1984,2,450000,1,1,2,,1,3,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857866,1989,1,1,1991,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,700,2,100,1970,1,300000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857867,1971,1,1,1971,0,1,0,0,0,0,0,0,0,4,,,,,,,,,2000,3,300,1971,2,500000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857870,1976,1,1,2000,0,1,0,0,0,0,0,0,0,6,,,,,,,,,400,4,150,1910,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857874,2005,1,1,2005,1,0,0,0,0,0,0,0,0,2,294000,,,,,,,,700,3,95,2003,2,300000,1,1,2,,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857883,1970,2,,,,,,,,,,,,,,,,250,6,2,,7,,2,70,1970,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
857885,2006,1,1,2006,1,1,0,0,0,0,0,0,0,2,130000,,,,,,,,1200,3,103,2001,2,250000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857887,1990,1,1,1990,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,500,4,140,1960,2,200000,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
857892,1999,1,1,1991,1,0,0,0,0,0,0,0,0,2,150000,,,,,,,,2000,2,300,1991,2,350000,1,1,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857895,1963,1,2,1982,1,0,0,0,0,0,0,0,0,5,20000,2,,,,,,,200,2,60,1962,1,80000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,50
857898,2010,5,,,,,,,,,,,,,,,,,,,,3,700,4,130,2005,2,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
857901,1990,1,1,1990,1,1,0,0,0,0,0,0,0,2,80000,,,,,,,,550,3,90,1990,1,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857904,1975,1,1,1974,1,0,0,0,0,0,0,0,0,7,30000,,,,,,,,350,2,80,1974,1,50000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857905,1988,1,1,1988,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,400,3,70,1980,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857907,1984,1,1,1984,1,0,0,0,0,0,0,0,0,2,60000,,,,,,,,600,3,120,1983,2,240000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,100
857908,2009,2,,,,,,,,,,,,,,,,400,4,2,,4,,2,60,1995,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,1,1000,2,,2,,,,,2,2,0,,0,,0,,0,,
857914,1990,2,,,,,,,,,,,,,,,,40,1,2,,98,,3,70,1989,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,1,1000,2,,,,,2,2,0,,0,,0,,0,,
857919,1990,1,1,1986,1,0,0,0,0,0,0,0,0,7,60000,,,,,,,,550,3,150,1986,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857921,1979,1,1,1979,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,3,90,1970,1,180000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857926,2004,1,1,2004,1,0,0,0,0,0,0,0,0,7,150000,,,,,,,,500,3,120,1973,2,230000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857934,2000,1,1,1965,1,0,0,0,0,0,0,0,0,6,,,,,,,,,500,3,100,1965,1,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
857939,1983,1,1,1980,1,0,0,0,0,0,0,0,0,7,40000,,,,,,,,500,2,100,1980,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
857943,1950,1,1,1948,1,0,0,0,0,0,0,0,0,7,20000,,,,,,,,400,2,80,1948,1,90000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857944,1996,5,,,,,,,,,,,,,,,,,,,,3,400,3,100,1970,2,250000,1,1,2,,1,1,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
857945,1969,1,2,1997,1,1,0,0,0,0,0,0,0,4,,2,,,,,,,300,1,100,1969,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,67
857946,2003,1,1,2003,1,1,0,0,0,0,0,0,0,2,250000,,,,,,,,500,3,200,2003,2,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857948,2010,5,,,,,,,,,,,,,,,,,,,,1,400,1,100,2009,2,190000,2,,2,,2,,2,,2,,,,,,,,,,,,3,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
857951,2006,1,1,2006,0,1,0,0,0,0,0,0,0,1,160000,,,,,,,,400,2,130,1980,2,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857989,2005,1,1,2005,1,1,0,0,0,0,0,0,0,2,6000,,,,,,,,400,3,96,2005,1,145000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
857994,2007,1,1,2007,1,0,0,0,0,0,0,0,0,2,174000,,,,,,,,800,2,100,2007,2,200000,1,1,2,,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
857997,2005,5,,,,,,,,,,,,,,,,,,,,2,450,2,95,1971,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858023,1993,2,,,,,,,,,,,,,,,,215,4,1,600,4,,4,100,1927,1,120000,1,1,2,,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858037,2005,2,,,,,,,,,,,,,,,,300,5,1,600,7,,2,65,2000,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,3,1,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,
858038,2004,1,1,2004,1,0,0,0,0,0,0,0,0,2,300000,,,,,,,,1200,3,150,2004,2,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
858041,1972,1,1,1972,1,0,0,0,0,0,0,0,0,2,30000,,,,,,,,600,3,70,1972,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858043,2006,1,1,2005,1,1,0,0,0,0,0,0,0,2,300000,,,,,,,,800,2,100,2005,1,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
858046,2009,1,1,2005,1,0,0,0,0,0,0,0,0,1,300000,,,,,,,,700,2,110,1973,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,1,3000,1,1,,,,,1,0,,1,1,0,,0,,100
858047,1977,1,1,1977,1,1,1,0,0,0,0,0,0,2,25000,,,,,,,,800,2,100,1976,2,300000,2,,2,,2,,2,,2,,1,15000,2,,1,7000,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858048,2000,1,1,1998,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,600,5,100,1980,1,250000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,1,30000,1,3,3,2,2,,1,0,,0,,0,,0,,100
858053,1976,1,1,1976,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,900,3,95,1970,1,280000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858057,2005,1,1,1997,0,1,0,0,0,0,0,0,0,2,140000,,,,,,,,700,3,60,1996,1,285000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858065,1992,1,1,1992,1,0,0,0,0,0,0,0,0,2,250000,,,,,,,,1200,2,150,1992,2,400000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,1,3000,1,3,3,1,2,,2,0,,0,,0,,0,,100
858067,1990,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1500,1,180,1930,2,500000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858068,1972,1,1,1959,1,1,0,0,0,0,0,0,0,1,4000,,,,,,,,600,2,75,1959,1,200000,1,1,2,,2,,2,,2,,1,2500,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858074,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,370000,,,,,,,,1200,1,180,2000,2,400000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,1,50000,2,,,,,2,2,0,,0,,0,,0,,100
858079,1980,1,1,1980,1,1,0,0,0,0,0,0,0,7,120000,,,,,,,,500,3,110,1979,2,180000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858080,2005,2,,,,,,,,,,,,,,,,180,7,2,,4,,3,80,1975,1,18000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858085,1961,1,1,1961,0,1,0,0,0,0,0,0,0,4,,,,,,,,,15000,3,95,1951,2,30000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858089,1995,1,1,1995,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,500,3,100,1980,2,150000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858090,1978,1,1,1978,1,1,0,0,0,0,0,0,0,7,70000,,,,,,,,400,3,100,1977,2,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858098,1994,2,,,,,,,,,,,,,,,,200,4,1,300,4,,3,70,1970,1,2000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,1,5000,2,,,,,2,2,0,,0,,0,,0,,
858108,1970,5,,,,,,,,,,,,,,,,,,,,1,400,3,100,1960,2,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858115,1995,1,1,1994,1,1,0,0,0,0,0,0,0,1,55000,,,,,,,,300,3,80,1970,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858121,2005,2,,,,,,,,,,,,,,,,250,4,2,,3,,3,80,1950,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858124,1930,1,1,1986,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,1,150,1898,2,100000,2,,2,,2,,2,,2,,1,500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858151,2005,2,,,,,,,,,,,,,,,,206,6,1,450,7,,2,78,2005,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858154,2000,1,1,1995,1,0,0,0,0,0,0,0,0,2,150000,,,,,,,,300,6,100,1995,2,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858156,1992,1,1,1992,1,0,0,0,0,0,0,0,0,1,25000,,,,,,,,300,1,90,1990,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858159,2008,1,1,2008,1,1,0,0,0,0,0,0,0,1,103000,,,,,,,,550,6,75,1993,1,117000,2,,2,,2,,2,,2,,1,300,2,,2,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858177,1983,2,,,,,,,,,,,,,,,,450,4,1,700,4,,4,100,1950,2,250000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858178,2000,2,,,,,,,,,,,,,,,,900,4,2,,98,,3,180,2000,2,400000,2,,2,,2,,2,,2,,,,,,,,,,,,2,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
858180,2007,1,1,2003,1,1,0,0,0,0,0,0,0,5,200000,,,,,,,,5000,6,250,1920,2,1500000,1,3,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858186,1961,1,1,1973,1,0,0,0,0,0,0,0,0,5,1973,,,,,,,,500,1,90,1900,1,250000,1,1,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858187,1953,1,1,1953,1,0,0,0,0,0,0,0,0,3,1000,,,,,,,,700,1,120,1953,1,900000,2,,2,,1,2,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858190,2008,1,1,2006,1,0,0,0,0,0,0,0,0,1,180000,,,,,,,,550,3,65,2004,2,230000,2,,1,1,2,,2,,2,,2,,2,,,,1,1,2,,2,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858204,1973,1,1,1973,1,0,0,0,0,0,0,0,0,2,3000,,,,,,,,700,3,90,1973,1,250000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858205,1973,1,1,1973,1,0,0,0,0,0,0,0,0,2,7000,,,,,,,,700,2,110,1973,2,350000,1,1,2,,1,1,2,,2,,1,1500,2,,2,,2,,2,,,,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
858207,2005,1,1,1980,0,1,0,0,0,0,0,0,0,4,,,,,,,,,600,1,70,1980,2,220000,1,1,2,,2,,2,,2,,2,,2,,,,2,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858210,1967,1,1,1967,1,1,0,0,0,0,0,0,0,2,3000,,,,,,,,700,4,100,1966,1,300000,2,,2,,2,,2,,2,,1,350,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858214,2000,2,,,,,,,,,,,,,,,,416,1,2,,4,,2,50,1975,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,1,2500,1,3,2,1,2,,2,0,,0,,0,,0,,
858215,2006,2,,,,,,,,,,,,,,,,650,1,2,,4,,3,75,1985,1,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858216,2000,2,,,,,,,,,,,,,,,,150,6,2,,7,,3,92,1975,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,1,3,2,1,2,,2,0,,0,,0,,0,,
858226,1987,1,1,1987,1,1,0,0,0,0,0,0,0,2,70000,,,,,,,,950,3,95,1987,1,280000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858228,1986,1,1,1986,0,1,0,0,0,0,0,0,0,3,50000,,,,,,,,850,3,75,1986,1,250000,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858230,1985,2,,,,,,,,,,,,,,,,200,6,2,,7,,3,75,1974,1,145000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,
858231,1959,1,1,1959,1,1,0,0,0,0,0,0,0,7,5000,,,,,,,,650,2,75,1958,1,210000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858234,2007,1,1,2007,1,1,0,0,0,0,0,0,0,1,130000,,,,,,,,550,3,62,1965,1,135000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858236,2001,2,,,,,,,,,,,,,,,,490,4,1,650,4,,3,75,1990,1,260000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858237,1969,1,1,1969,1,1,0,0,0,0,0,0,0,1,5000,,,,,,,,750,3,80,1964,1,260000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858238,1988,2,,,,,,,,,,,,,,,,420,1,2,,4,,4,45,1975,1,130000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858240,1984,1,1,1984,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,550,3,68,1970,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858245,1982,2,,,,,,,,,,,,,,,,134,1,1,400,4,,2,45,1960,1,95000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,1,2,1,3,1,,2,1,1,0,,0,,0,,
858251,1942,2,,,,,,,,,,,,,,,,400,4,2,,4,,2,105,1942,1,160000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858260,2001,2,,,,,,,,,,,,,,,,380,4,1,600,4,,4,120,1960,2,400000,2,,2,,2,,2,,2,,,,,,,,,,,,4,1,2,,2,,2,,,,,2,2,0,,0,,0,,1,2,
858268,2007,1,1,2009,1,1,0,0,0,0,0,0,0,1,350000,,,,,,,,800,4,203,1973,2,650000,2,,2,,2,,2,,2,,1,130000,2,,2,,1,1,,,4,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
858277,1974,2,,,,,,,,,,,,,,,,100,6,1,600,7,,2,120,1950,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,
858278,2001,2,,,,,,,,,,,,,,,,300,4,2,,4,,3,80,1960,1,180000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858280,2003,2,,,,,,,,,,,,,,,,260,4,1,300,4,,3,70,1950,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858282,2009,2,,,,,,,,,,,,,,,,350,4,2,,4,,3,80,1950,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858283,1996,2,,,,,,,,,,,,,,,,300,4,2,,4,,3,100,1960,2,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858285,2008,2,,,,,,,,,,,,,,,,350,4,2,,4,,4,90,1970,1,250000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858289,1974,2,,,,,,,,,,,,,,,,300,4,2,,4,,4,65,1960,1,18000,1,1,2,,2,,2,,2,,2,,1,15000,2,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858295,1973,1,1,1985,1,0,0,0,0,0,0,0,0,8,15000,,,,,,,,350,4,80,1970,1,250000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858304,2006,2,,,,,,,,,,,,,,,,120,5,2,,7,,1,30,2006,1,10000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858305,1980,1,1,1980,1,1,0,0,0,0,0,0,0,2,70000,,,,,,,,600,2,200,1979,2,240000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858313,2006,2,,,,,,,,,,,,,,,,577,1,2,,4,,3,100,1960,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858319,1979,5,,,,,,,,,,,,,,,,,,,,1,250,4,100,1500,1,200000,2,,1,1,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858326,1979,1,1,1979,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,600,3,60,1960,2,350000,2,,2,,2,,2,,2,,1,8000,2,,1,3000,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858327,2005,1,2,2004,1,0,0,0,0,0,0,0,0,1,80000,2,,,,,,,500,4,100,1968,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,50
858328,1990,1,1,1990,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,500,1,140,1975,1,190000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858329,1984,1,1,1984,1,0,0,0,0,0,0,0,0,1,16500,,,,,,,,200,1,96,1900,1,60000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,1,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858334,2004,1,1,1999,1,1,0,0,0,0,0,0,0,1,75000,,,,,,,,600,4,93,1970,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858342,1996,1,1,1992,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,1500,6,360,1927,2,900000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858343,1971,1,1,2005,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,2,130,1906,2,185000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
