NQUEST,ANABIT,GODABIT,UNIPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS,IMPACQ,FITTONOP,TFITTONOP,TFITTO,TIPOAFF,DFITTOM,TFITTOM,PROPRIET,TFITIMP,UBIC1,SUPAB,ANCOSTR,BAGNI,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,MANSTR2,TMANSTR2,ENERGIA,TENERGIA,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,CHIFINCONS,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,MUTUOE,FMUTRIF,MUTUORIF,REAPMUT,MUTUORIC,DOCSEZD,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,QUOPRO
27109,1955,1,1,1955,1,0,0,0,0,0,0,0,0,3,1000,,,,,,,,150,4,70,1950,1,80000,2,,2,,2,,2,,2,,1,500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27114,1968,1,1,1968,1,0,0,0,0,0,0,0,0,1,1000,,,,,,,,250,4,90,1960,2,180000,2,,1,1,2,,2,,2,,1,500,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27116,1964,1,1,1964,1,1,0,0,0,0,0,0,0,1,2500,,,,,,,,250,4,100,1900,2,60000,2,,2,,1,2,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27123,1983,1,1,1992,1,1,0,0,0,0,0,0,0,1,45000,,,,,,,,350,4,90,1972,1,250000,1,1,1,1,1,1,2,,2,,2,,1,2000,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27155,1987,1,1,1984,0,1,0,0,0,0,0,0,0,2,35000,,,,,,,,400,2,95,1983,2,75000,1,3,1,1,2,,1,1,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
27157,1989,1,1,1989,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,3,160,1970,2,400000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27224,1975,1,1,1975,0,1,0,0,0,0,0,0,0,4,,,,,,,,,400,4,85,1962,2,150000,1,1,1,1,2,,2,,2,,2,,2,,,,2,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27238,1980,1,1,1985,1,1,0,0,0,0,0,0,0,4,,,,,,,,,400,4,70,1974,1,100000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27505,1978,1,1,1988,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,400,3,90,1968,1,160000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27509,1998,1,1,1996,1,0,0,0,0,0,0,0,0,1,115000,,,,,,,,500,2,85,1934,1,400000,2,,2,,2,,2,,1,1000,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27730,1970,1,1,1970,0,1,0,0,0,0,0,0,0,2,5500,,,,,,,,450,3,80,1969,1,140000,1,1,2,,2,,2,,2,,2,,1,1200,2,,2,,2,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
27734,1981,1,1,1981,0,1,0,0,0,0,0,0,0,2,15000,,,,,,,,250,2,54,1979,1,70000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27739,1960,1,1,1960,1,0,0,0,0,0,0,0,0,7,5000,,,,,,,,250,4,110,1960,1,120000,1,1,1,2,2,,2,,2,,2,,1,1500,2,,2,,2,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
27742,1958,1,1,1958,1,0,0,0,0,0,0,0,0,7,10000,,,,,,,,450,2,110,1957,1,120000,1,1,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27744,1966,1,1,1966,0,1,0,0,0,0,0,0,0,4,,,,,,,,,500,4,110,1958,2,130000,2,,2,,1,2,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27881,1966,2,,,,,,,,,,,,,,,,170,5,2,,8,,2,80,1963,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
27912,1979,1,1,1980,1,1,0,0,0,0,0,0,0,4,,,,,,,,,600,4,80,1940,2,180000,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27923,1978,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,2,110,1962,2,250000,1,1,2,,1,1,1,1,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27930,1999,1,1,1994,1,1,0,0,0,0,0,0,0,7,62000,,,,,,,,350,6,97,1994,2,120000,2,,2,,1,1,2,,2,,1,2000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
27947,1980,1,1,1980,1,1,0,0,0,0,0,0,0,7,20000,,,,,,,,350,2,120,1980,2,280000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28100,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,80000,,,,,,,,400,2,200,1998,2,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28221,1964,1,1,1964,1,0,0,0,0,0,0,0,0,1,10000,,,,,,,,500,4,100,1960,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28331,1966,1,1,1966,1,0,0,0,0,0,0,0,0,1,8000,,,,,,,,600,1,95,1966,1,200000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28346,1970,1,1,1969,1,0,0,0,0,0,0,0,0,1,3000,,,,,,,,650,6,80,1970,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28362,1966,1,1,1966,1,0,0,0,0,0,0,0,0,1,2600,,,,,,,,900,3,113,1966,1,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28441,1980,1,1,1979,1,1,0,0,0,0,0,0,0,1,14000,,,,,,,,700,3,80,1960,1,180000,1,2,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,,,1,10000,2,,2,,,,,2,2,0,,0,,0,,0,,100
28802,1981,1,1,1967,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,750,3,70,1967,1,230000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28859,1974,1,1,1974,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,600,2,90,1972,2,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28897,2000,1,1,2000,1,0,0,0,0,0,0,0,0,2,120000,,,,,,,,600,3,85,1950,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28920,1975,1,1,1990,1,0,0,0,0,0,0,0,0,3,15000,,,,,,,,900,4,120,1975,1,285000,1,2,1,1,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
28992,1983,1,1,1982,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,700,2,80,1972,1,160000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
29006,2007,1,1,2007,1,1,0,0,0,0,0,0,0,2,180000,,,,,,,,500,2,90,2006,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
29140,1965,1,1,1965,1,0,0,0,0,0,0,0,0,7,3000,,,,,,,,800,4,100,1965,1,500000,2,,2,,2,,2,,2,,1,30000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29280,1980,1,1,2002,1,1,0,0,0,0,0,0,0,4,,,,,,,,,500,1,500,1900,2,600000,1,1,2,,1,1,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29286,1929,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,90,1730,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29288,2003,1,1,2003,0,1,0,0,0,0,0,0,0,4,,,,,,,,,350,3,120,1986,1,140000,1,1,1,1,2,,2,,2,,2,,2,,,,2,,2,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
29678,1957,1,1,1994,0,1,0,0,0,0,0,0,0,4,,,,,,,,,350,2,130,1955,2,120000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29680,1989,1,1,1989,1,0,0,0,0,0,0,0,0,5,50000,,,,,,,,300,4,100,1950,2,90000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29684,1980,1,1,1980,0,1,0,0,0,0,0,0,0,4,,,,,,,,,400,2,180,1965,2,200000,1,1,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29737,2003,1,1,2002,0,1,0,0,0,0,0,0,0,4,,,,,,,,,800,3,98,1960,2,300000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29742,1989,1,1,1986,1,1,0,0,0,0,0,0,0,1,52500,,,,,,,,1000,3,120,1962,1,500000,2,,2,,2,,2,,2,,1,600,2,,2,,2,,,,3,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
29774,1956,4,,,,,,,,,,,,,,,,,,,,2,300,3,60,1956,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
29798,1969,1,1,1969,1,1,0,0,0,0,0,0,0,1,8000,,,,,,,,600,3,110,1969,2,190000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
29823,1993,1,1,1993,1,0,0,0,0,0,0,0,0,5,14000,,,,,,,,400,4,100,1973,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,1,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
31066,2010,2,,,,,,,,,,,,,,,,550,1,2,,4,,3,90,1970,1,210000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,
31092,2000,5,,,,,,,,,,,,,,,,,,,,5,550,3,100,1965,2,180000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,
31093,1985,1,1,1985,1,0,0,0,0,0,0,0,0,1,36000,,,,,,,,600,3,90,1970,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31120,1986,1,1,1986,1,1,0,0,0,0,0,0,0,2,42000,,,,,,,,700,3,140,1955,2,280000,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31122,1986,1,1,1986,1,1,0,0,0,0,0,0,0,1,14000,,,,,,,,500,4,70,1950,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31137,1991,1,1,1991,1,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,4,150,1950,2,500000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
31145,1975,2,,,,,,,,,,,,,,,,300,5,1,600,5,,2,60,1975,1,130000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31161,1987,1,1,1987,0,1,0,0,0,0,0,0,0,4,,,,,,,,,600,2,107,1975,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31163,1980,1,1,1980,0,1,0,0,0,0,0,0,0,4,,,,,,,,,500,2,175,1960,1,150000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31191,1950,2,,,,,,,,,,,,,,,,268,1,1,400,4,,3,70,1950,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31219,1958,5,,,,,,,,,,,,,,,,,,,,2,300,4,100,1958,1,90000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31220,1988,1,1,1988,1,1,0,0,0,0,0,0,0,7,100000,,,,,,,,600,2,110,1988,1,150000,1,2,1,2,1,1,2,,2,,1,3000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31221,1976,1,1,1976,1,1,0,0,0,0,0,0,0,7,50000,,,,,,,,2000,3,400,1968,2,700000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31246,1975,1,1,1975,1,1,0,0,0,0,0,0,0,1,2000,,,,,,,,350,2,80,1850,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,3000,2,,2,,,,,2,2,0,,0,,0,,0,,100
31281,1985,1,1,1985,1,0,0,0,0,0,0,0,0,2,15000,,,,,,,,700,4,70,1950,1,150000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31304,1970,1,1,2002,0,1,0,0,0,0,0,0,0,4,,,,,,,,,1200,4,360,1920,2,480000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31309,1984,1,1,1984,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,1,250,1900,2,250000,1,1,2,,1,1,1,1,1,2000,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31387,1982,1,1,1981,1,1,0,0,0,0,0,0,0,2,25000,,,,,,,,700,2,104,1981,1,250000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31403,1964,1,1,1963,1,0,0,0,0,0,0,0,0,2,5000,,,,,,,,400,3,80,1963,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31441,1973,1,1,1973,1,1,0,0,0,0,0,0,0,2,13000,,,,,,,,1500,3,180,1973,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,5000,2,,2,,,,,2,2,0,,0,,0,,0,,100
31448,1968,1,1,1968,1,0,0,0,0,0,0,0,0,2,6000,,,,,,,,700,4,120,1968,2,250000,1,2,2,,2,,2,,2,,2,,1,250,2,,2,,2,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
31556,2010,4,,,,,,,,,,,,,,,,,,,,2,350,3,65,1907,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31560,2004,1,1,2004,1,1,0,0,0,0,0,0,0,2,180000,,,,,,,,500,3,113,1985,2,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31561,1993,2,,,,,,,,,,,,,,,,444,2,2,,4,,2,83,1966,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31625,1977,1,1,1977,1,0,0,0,0,0,0,0,0,2,4000,,,,,,,,600,3,100,1976,2,320000,1,1,2,,1,1,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
31641,1985,1,1,1985,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,600,3,94,1963,1,200000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31652,1975,1,1,1977,0,1,0,0,0,0,0,0,0,4,,,,,,,,,600,4,109,1965,1,140000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,100
31665,1987,1,1,1987,1,1,0,0,0,0,0,0,0,1,62500,,,,,,,,800,2,100,1987,1,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,1500,2,,2,,,,,2,2,0,,0,,0,,0,,100
31671,1977,1,1,1977,1,0,0,0,0,0,0,0,0,1,33000,,,,,,,,700,2,86,1936,1,325000,2,,2,,2,,2,,2,,1,750,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31695,1987,5,,,,,,,,,,,,,,,,,,,,1,800,2,150,1965,2,400000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,2,2,1,,0,1,0,,1,1,
31724,1990,1,1,1990,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,700,2,75,1980,1,300000,2,,2,,2,,2,,2,,1,2100,2,,2,,2,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
31735,2002,1,1,2002,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,350,3,65,1980,1,129000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31757,1967,1,1,1982,1,0,0,0,0,0,0,0,0,3,3000,,,,,,,,600,3,52,1965,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
31785,1972,1,1,1972,1,1,0,0,0,0,0,0,0,2,50000,,,,,,,,2000,2,100,1972,2,700000,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
31798,1977,2,,,,,,,,,,,,,,,,470,1,2,,4,,3,74,1950,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31799,1978,1,1,1978,1,1,0,0,0,0,0,0,0,2,19000,,,,,,,,400,2,70,1978,1,136000,2,,2,,2,,2,,2,,1,1340,2,,2,,2,,,,,,1,1200,2,,2,,,,,2,2,0,,0,,0,,0,,100
31860,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,600,4,108,1974,2,185000,2,,2,,2,,2,,2,,1,3000,2,,2,,1,2,,,,2,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
31868,1990,2,,,,,,,,,,,,,,,,60,6,1,200,8,,3,45,1960,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,3,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
31869,1982,2,,,,,,,,,,,,,,,,60,6,1,400,8,,2,80,1981,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
31912,1967,1,1,1958,1,0,0,0,0,0,0,0,0,7,7500,,,,,,,,400,2,70,1957,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32001,1971,1,1,1971,1,0,0,0,0,0,0,0,0,1,210000,,,,,,,,800,3,96,1970,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32028,1980,1,1,1980,1,1,1,0,0,0,0,0,0,2,200000,,,,,,,,450,3,90,1980,2,280000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32033,1990,1,1,1990,1,1,1,0,0,0,0,0,0,1,180000,,,,,,,,700,3,90,1980,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32034,1970,1,1,1965,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,500,3,70,1965,1,230000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32041,1970,1,1,1970,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,700,3,120,1970,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32044,1976,2,,,,,,,,,,,,,,,,235,1,2,,4,,1,70,1900,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32047,1989,2,,,,,,,,,,,,,,,,189,4,2,,4,,4,80,1850,1,79000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,1,5000,2,,,,,2,2,0,,0,,0,,0,,
32052,1976,1,1,1976,1,1,0,0,0,0,0,0,0,2,230000,,,,,,,,800,4,120,1976,2,330000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32057,1963,1,1,1963,1,1,1,0,0,0,0,0,0,2,200000,,,,,,,,750,3,70,1950,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32066,1960,1,1,1959,1,0,0,0,0,0,0,0,0,2,200000,,,,,,,,700,3,100,1959,2,280000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32067,1970,1,1,1970,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,600,3,80,1965,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32144,1968,1,1,1968,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,750,3,80,1952,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32190,1985,1,2,1984,1,0,0,0,0,0,0,0,0,1,26000,2,,,,,,,350,3,52,1950,1,100000,2,,2,,2,,2,,1,500,1,1000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,50
32198,1946,1,1,1946,1,1,0,0,0,0,0,0,0,4,,,,,,,,,600,4,90,1920,2,400000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32206,1987,2,,,,,,,,,,,,,,,,65,6,1,200,7,,2,48,1986,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32209,2003,1,1,2002,0,1,0,0,0,0,0,0,0,2,65000,,,,,,,,600,3,120,2000,2,140000,1,1,2,,2,,1,1,2,,2,,1,1000,2,,2,,1,1,,2,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
32210,1985,2,,,,,,,,,,,,,,,,140,6,1,350,7,,2,120,1983,2,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32229,1959,1,1,1976,1,0,0,0,0,0,0,0,0,4,,,,,,,,,700,2,70,1958,1,240000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32288,1991,2,,,,,,,,,,,,,,,,280,1,1,500,4,,3,90,1950,1,250000,2,,2,,2,,1,1,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32318,2006,1,1,2006,1,0,0,0,0,0,0,0,0,2,200000,,,,,,,,400,2,47,2003,1,200000,2,,2,,2,,2,,2,,1,250,2,,2,,2,,,,4,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
32320,2004,1,1,2004,1,1,0,0,0,0,0,0,0,7,150000,,,,,,,,800,3,75,2004,2,400000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32328,1971,1,1,1971,1,0,0,0,0,0,0,0,0,7,10000,,,,,,,,300,4,70,1970,1,90000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32438,1981,2,,,,,,,,,,,,,,,,175,4,1,250,4,,4,65,1850,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32464,1950,1,1,1950,1,0,0,0,0,0,0,0,0,4,,,,,,,,,250,2,70,1900,1,50000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32470,1970,1,1,1968,1,0,0,0,0,0,0,0,0,7,10000,,,,,,,,400,4,200,1968,2,350000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32471,1963,5,,,,,,,,,,,,,,,,,,,,2,350,2,90,1950,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32524,1976,1,1,1976,1,0,0,0,0,0,0,0,0,6,,,,,,,,,900,3,110,1976,2,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32556,1963,1,1,1994,1,0,0,0,0,0,0,0,0,5,4000,,,,,,,,500,3,140,1963,1,160000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32668,1976,1,1,1976,0,1,0,0,0,0,0,0,0,4,,,,,,,,,350,3,100,1975,1,250000,2,,1,1,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32703,2010,2,,,,,,,,,,,,,,,,254,6,1,400,8,,6,50,2009,1,160000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
32709,1960,1,1,1959,1,1,0,0,0,0,0,0,0,1,14000,,,,,,,,2500,3,250,1959,2,100000,2,,1,1,2,,2,,2,,1,10000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
32713,2006,2,,,,,,,,,,,,,,,,600,1,2,,4,,1,150,1960,1,200000,2,,1,1,2,,2,,2,,2,,2,,,,,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
