NQUEST,QUEST,NQUESTP,CONTINT,NOPCF,STUPCF,CONPCF,SETPCF,ANAPCF,CITPCF,NOMCF,STUMCF,CONMCF,SETMCF,ANAMCF,CITMCF,VITGEN,NGEN,VITF,NFRAT,NSORE,FIGLI,NFIGLI,PRIMOGE,PRIMOSEX,PRIMOANASC,NFIGLINOIT,PARNOIT,ANCONV,CAPI
800015,3,628105,1,1,2,1,1,1924,,1,2,9,,1933,,2,,2,,,1,3,2,2,1987,,2,,0
800029,3,33839,2,1,3,1,2,1943,,1,3,9,,1946,,1,3,1,2,1,2,,,,,,,2005,1
800040,3,,3,1,2,1,2,1938,,1,2,9,,1944,,1,3,1,2,0,2,,,,,,,1999,1
800041,3,,2,1,3,8,4,1955,,1,3,8,4,1963,,1,2,2,,,2,,,,,,2,,1
800106,3,,1,1,2,1,4,1932,,1,2,9,,1935,,1,1,1,10,12,2,,,,,,,1990,1
800127,3,,2,1,7,1,4,1896,,1,1,9,,1898,,2,,1,2,1,1,1,1,,,,,,1
800135,3,,1,1,1,1,1,1910,,1,1,1,1,1915,,2,,1,1,6,1,1,2,2,1978,,,1977,1
800148,3,,2,2,,,,,,2,,,,,,2,,1,2,5,1,4,2,1,1961,,,,1
800179,3,,1,1,1,1,1,1927,,1,1,9,,1929,,2,,1,1,2,2,,,,,,,1970,1
800180,3,,1,1,2,1,4,1912,,1,2,9,,1910,,2,,1,5,3,1,1,2,1,1971,,,1970,1
800181,3,,1,1,2,8,4,1931,,1,3,3,3,1936,,1,3,1,4,3,1,1,2,2,1981,,,1978,1
800183,3,,1,1,4,2,3,1949,,1,4,2,3,1951,,1,2,1,0,1,2,,,,,,2,,1
800184,3,,1,1,2,1,4,1927,,1,2,9,,1931,,1,1,2,,,2,,,,,,,1988,1
800243,3,,1,1,2,1,4,1930,,1,2,9,,1932,,1,3,1,3,2,1,1,2,2,1986,,,1976,1
800260,3,,1,1,3,2,3,1938,,1,2,9,,1944,,1,3,1,1,1,2,,,,,,,2005,1
800274,3,,1,1,2,9,,1914,,1,2,9,,1913,,2,,1,0,1,1,3,2,1,1965,,,1962,1
800277,3,,1,1,2,9,,1905,,1,2,9,,1910,,2,,1,0,1,1,1,2,2,1963,,,,1
800308,3,,1,1,2,1,1,1884,,1,1,9,,1894,,2,,2,,,2,,,,,,2,,1
800336,3,,2,1,3,2,3,1919,,1,2,9,,1926,,1,1,1,0,1,2,,,,,,2,,1
800416,3,,2,1,2,1,2,1924,,1,1,9,,1930,,1,2,1,5,1,2,,,,,,,1999,1
800449,3,,2,1,2,1,2,1921,,1,1,9,,1925,,2,,1,0,3,2,,,,,,2,,1
800464,3,,2,1,2,2,3,1914,,1,2,9,,1926,,1,3,1,2,2,2,,,,,,,1990,1
800479,3,,2,2,,,,,,1,1,9,,1907,,2,,1,3,0,1,2,2,1,1951,,,,1
800483,3,,2,1,1,8,1,1906,,1,1,9,,1915,,2,,1,2,2,1,2,2,1,1964,,,1962,1
800500,3,,1,2,,,,,,2,,,,,,2,,1,2,2,1,2,2,1,1955,,,1954,1
800525,3,,3,1,2,8,4,1909,,1,2,9,,1910,,2,,1,1,0,1,2,2,2,1966,,,1963,1
800546,3,,2,1,2,1,4,1936,,1,2,9,,1939,,1,4,1,3,0,2,,,,,,,1986,1
800549,3,,2,1,3,1,4,1936,,1,3,2,3,1939,,1,2,1,0,1,2,,,,,,2,,1
800569,3,,2,1,2,9,,1912,,1,2,9,,1908,,2,,1,1,2,1,2,2,2,1972,,,1970,1
800570,3,,3,1,2,1,1,1924,,1,2,9,,1929,,2,,1,3,2,2,,,,,,,1974,1
800571,3,,2,1,2,8,1,1911,,1,2,9,,1914,,2,,1,7,0,2,,,,,,,1977,1
800600,3,,3,1,2,8,1,1913,,1,2,8,1,1924,,2,,1,2,1,2,,,,,,,1973,1
800689,3,,2,1,4,8,4,1949,,1,4,2,3,1951,,1,2,1,0,1,2,,,,,,,2003,1
800702,3,,2,1,3,8,4,1934,,1,3,9,,1941,,1,4,1,0,3,2,,,,,,,1996,1
800705,3,,2,1,2,8,1,1911,,1,2,8,1,1913,,1,1,1,1,1,1,1,2,2,1979,,,1978,1
800831,3,,1,1,2,1,1,1911,,1,2,9,,1912,,2,,1,2,1,1,1,2,1,1969,,,1964,1
800832,3,,1,1,2,1,1,1911,,1,2,9,,1920,,2,,1,2,0,1,1,2,2,1979,,,1978,1
800833,3,,1,1,1,1,3,1885,,1,1,9,,1889,,2,,1,0,1,2,,,,,,2,,1
800842,3,,1,1,2,1,2,1937,,1,2,9,,1939,,1,2,1,0,4,2,,,,,,,2001,1
800853,3,,3,1,2,8,4,1947,,1,2,9,,1949,,1,2,2,,,2,,,,,,2,,1
800858,3,,1,1,1,1,4,1941,,1,1,9,,1940,,1,4,1,3,2,2,,,,,,,1987,1
800860,3,,1,1,2,1,1,1902,,1,2,1,1,1909,,2,,1,1,1,1,2,2,1,1972,,,,1
800884,3,,2,1,2,1,1,1929,,1,1,9,,1930,,2,,1,2,1,2,,,,,,2,,1
800901,3,,3,1,2,2,3,1921,,1,1,9,,1925,,2,,1,1,2,1,1,1,,,,,1975,1
800927,3,,2,1,1,8,1,1888,,1,1,1,1,1897,,2,,1,2,1,1,2,2,2,1957,,,,1
800937,3,,2,2,,,,,,2,,,,,,2,,1,1,1,1,1,2,2,1979,,,1987,1
800959,3,,2,1,1,8,4,1901,,1,2,9,,1920,,2,,1,1,2,1,2,2,2,1974,,,1973,1
800999,3,,2,1,2,1,4,1933,,1,2,8,4,1938,,1,3,1,5,4,1,1,1,,,,,1977,1
801010,3,,1,1,1,1,1,1895,,1,1,1,1,1900,,2,,1,4,3,1,1,2,1,1954,,,1952,1
801011,3,,1,1,1,8,1,1910,,1,1,8,1,1915,,2,,1,2,1,1,3,2,2,1951,,,,1
801028,3,,2,1,2,1,2,1923,,1,2,1,3,1931,,1,3,1,10,4,2,,,,,,,2000,1
801037,3,,4,1,3,2,3,1953,,1,3,9,,1955,,1,4,1,1,1,2,,,,,,,2008,1
801104,3,,3,1,1,1,2,1913,,1,1,9,,1903,,2,,1,1,3,1,3,2,1,1967,,,1966,0
801202,3,,1,1,2,8,1,1925,,1,2,8,1,1929,,1,1,1,1,1,2,,,,,,,1997,1
801221,3,,2,1,1,8,1,1916,,1,1,1,1,1915,,2,,1,3,4,2,,,,,,,1986,1
801238,3,,2,1,2,8,1,1925,,1,2,8,1,1929,,2,,1,1,0,2,,,,,,,,1
801255,3,,1,1,2,9,,1901,,1,1,9,,1903,,2,,2,,,1,1,2,1,1951,,,,1
801271,3,,1,1,2,4,3,1913,,1,2,9,,1915,,2,,2,,,1,2,2,1,1963,,,,1
801279,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
801288,3,,1,1,2,1,1,1900,,1,1,9,,1903,,2,,1,1,0,2,,,,,,2,,1
801380,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1968,1
801434,3,,1,1,2,1,4,1930,,1,1,8,4,1933,,1,2,1,1,4,2,,,,,,,1987,1
801448,3,,1,1,4,8,4,1920,,1,4,8,4,1923,,1,2,2,,,1,2,2,1,1986,,,1978,1
801486,3,,2,1,2,1,2,1927,,1,2,9,,1937,,1,3,1,2,6,2,,,,,,,1996,1
801492,3,,2,1,2,1,2,1919,,1,2,9,,1925,,1,1,1,1,3,2,,,,,,,1982,1
801541,3,,4,1,2,1,2,1922,2,1,4,3,3,1942,2,1,2,1,3,2,2,,,,,,,1994,0
801543,3,,2,1,2,1,4,1922,,1,2,9,,1924,1,2,,1,1,0,1,1,2,1,1966,,,1966,0
801596,3,,1,1,1,1,2,1907,,1,1,9,,1912,,2,,1,1,1,1,3,2,2,1963,,,1961,1
801599,3,,1,1,2,1,2,1928,,1,2,9,,1934,,1,2,1,0,2,2,,,,,,,1986,1
801622,3,,1,1,2,2,2,1940,,1,2,9,,1940,,1,4,1,2,1,2,,,,,,,1996,1
801626,3,,1,1,2,1,2,1927,,1,2,8,4,1931,,1,1,1,0,1,2,,,,,,,1989,1
801653,3,,1,1,3,2,2,1924,1,1,2,9,,1926,,2,,1,2,0,2,,,,,,2,,1
801768,3,,1,1,2,9,,1944,,1,2,9,,1944,,1,2,1,4,2,2,,,,,,,2000,1
801798,3,,1,2,,,,,,2,,,,,,2,,1,3,3,2,,,,,,,,1
801801,3,,1,1,2,1,3,1910,,1,1,9,,1908,,2,,1,1,3,1,5,2,1,1964,,,1962,1
801803,3,,1,1,2,1,2,1904,,1,2,9,,1905,,2,,1,5,4,1,1,2,1,1975,,,1974,1
801806,3,,1,1,2,1,2,1911,,1,2,9,,1920,,2,,1,3,3,1,1,2,1,1971,,,1969,1
801812,3,,1,1,2,1,2,1922,,1,2,9,,1926,,1,3,1,1,0,2,,,,,,,1999,1
801813,3,,1,1,1,1,2,1938,,1,1,9,,1940,,1,1,1,5,4,2,,,,,,,1987,1
801833,3,,2,1,3,1,2,1943,,1,2,1,2,1945,,2,,1,1,4,2,,,,,,2,,1
801851,3,,1,1,3,2,3,1940,,1,2,9,,1942,,1,4,1,3,2,2,,,,,,,1998,1
801875,3,,2,1,3,8,4,1936,,1,2,9,,1938,,1,3,1,3,1,2,,,,,,,2002,1
801877,3,,3,1,3,2,3,1928,,1,3,9,,1930,,1,1,1,3,2,1,1,2,2,1987,,,1983,1
801878,3,,2,1,2,8,4,1915,,1,2,9,,1920,,2,,1,9,3,2,,,,,,,1978,1
801888,3,,1,1,1,1,1,1932,,1,1,9,,1933,,1,1,1,8,4,1,3,2,1,1973,,,1972,1
801892,3,,2,1,1,9,,1890,,1,1,9,,1896,,2,,1,1,0,1,2,2,2,1956,,,,1
801894,3,,2,1,1,8,4,1909,,1,1,9,,1909,,2,,1,3,1,1,2,2,1,1972,,,,1
801899,3,,2,1,1,8,4,1932,,1,1,9,,1937,,1,2,1,3,3,1,1,2,1,1976,,,1975,1
801901,3,,4,1,2,2,2,1935,,1,2,9,,1936,,1,3,1,4,1,2,,,,,,,1991,1
801907,3,,4,1,3,4,3,1924,,1,2,9,,1933,,1,4,1,2,2,2,,,,,,,1997,1
801908,3,,2,1,3,2,3,1926,,1,2,9,,1929,,1,3,1,1,3,2,,,,,,,1990,1
801948,3,,1,2,,,,,,2,,,,,,1,2,1,6,1,2,,,,,,,1986,1
801955,3,,1,1,2,1,1,1950,,1,3,9,,1956,,1,4,2,,,2,,,,,,,2004,1
801966,3,,1,2,,,,,,2,,,,,,1,1,1,5,11,2,,,,,,,1983,1
801972,3,,1,1,1,1,4,1932,,1,1,9,,1942,1,1,4,1,4,5,1,1,2,2,1984,,,1983,1
801986,3,,1,2,,,,,,2,,,,,,2,,1,2,2,1,3,2,1,1966,,,1965,1
801987,3,,1,2,,,,,,2,,,,,,1,1,1,1,4,1,2,2,1,1970,,,1969,1
802001,3,,1,2,,,,,,2,,,,,,1,3,1,7,8,2,,,,,,,1985,1
802007,3,,1,2,,,,,,2,,,,,,2,,1,4,1,2,,,,,,,1999,1
802038,3,,2,1,3,4,4,1902,,1,3,9,,1916,,1,1,1,0,4,2,,,,,,,1978,1
802127,3,,2,1,2,8,1,1914,,1,1,9,,1916,,2,,1,5,2,1,1,2,2,1982,,,1981,1
802145,3,,2,1,2,1,4,1923,,1,2,9,,1928,,1,2,1,4,3,2,,,,,,,2010,1
802186,3,,2,1,2,1,4,1927,,1,2,9,,1930,,1,3,1,3,2,2,,,,,,,1992,1
802223,3,,2,1,2,1,4,1889,,1,2,9,,1889,,2,,1,3,3,1,5,2,1,1952,,,1951,1
802232,3,,1,2,,,,,,2,,,,,,2,,1,1,2,1,1,2,2,1955,,,,1
802250,3,,2,1,2,1,2,1916,,1,2,9,,1916,,2,,1,3,0,2,,,,,,2,,1
802253,3,,2,1,2,2,3,1904,,1,2,9,,1912,,2,,1,3,3,1,2,2,2,1972,,,,1
802261,3,,2,1,2,8,4,1921,,1,2,8,4,1925,,2,,1,1,0,2,,,,,,2,,1
802326,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
802332,3,,2,1,2,1,1,1921,,1,2,9,,1921,,1,1,1,0,6,2,,,,,,,1976,1
802349,3,,1,2,,,,,,2,,,,,,1,4,1,2,1,2,,,,,,,1995,1
802354,3,,1,1,3,1,1,1921,,1,2,9,,1922,,2,,1,2,0,1,2,2,2,1968,,2,,1
802364,3,,1,1,1,1,1,1907,,1,1,1,1,1904,,2,,1,4,4,1,1,2,1,1973,,,1969,1
802444,3,,2,1,5,5,2,1954,2,1,5,3,3,1957,2,1,2,1,1,1,2,,,,,,2,,1
802451,3,,1,1,2,1,2,1950,2,1,4,3,3,1952,2,1,3,1,2,1,1,1,2,2,2005,1,1,,1
802475,3,,2,1,2,1,2,1923,2,1,1,1,1,1924,2,1,1,1,2,1,1,3,2,2,1978,3,,,1
802480,3,,2,1,2,1,1,1920,,1,2,9,,1920,,2,,1,2,1,1,1,2,2,1971,,,,1
802548,3,,2,1,2,8,4,1911,,1,2,9,,1915,,1,1,1,1,5,1,1,1,,,,,1975,1
802590,3,,2,1,2,1,1,1895,,1,2,1,1,1901,,2,,1,5,4,1,1,2,2,1972,,,1969,1
802595,3,,2,1,5,9,,1896,,1,4,9,,1903,,2,,1,0,1,1,2,2,1,1960,,,1959,1
802646,3,,1,1,1,8,4,1907,,1,1,9,,1909,,2,,1,5,0,1,1,2,2,1980,,,1977,1
802652,3,,1,1,3,2,2,1893,,1,3,2,2,1893,,2,,1,0,1,1,1,2,1,1952,,,1950,1
802669,3,,1,1,2,1,3,1894,,1,2,1,2,1901,,2,,2,,,1,1,2,2,1948,,,,1
802675,3,,1,1,4,2,2,1910,,1,2,9,,1914,,1,1,1,1,1,2,,,,,,,1977,1
802684,3,,1,1,3,8,4,1902,,1,2,9,,1913,,2,,1,1,0,2,,,,,,2,,1
802722,3,,1,2,,,,,,2,,,,,,2,,1,1,0,2,,,,,,2,,1
802780,3,,1,1,1,8,1,1890,,2,,,,,,2,,1,1,1,2,,,,,,,,1
802895,3,,3,1,3,10,,1930,,1,3,9,,1930,,1,2,1,1,0,1,1,2,1,1973,,,,1
802904,3,,3,2,,,,,,2,,,,,,1,2,1,4,1,2,,,,,,,2005,1
802905,3,,2,1,4,3,3,1940,,1,3,9,,1941,,1,4,1,1,1,2,,,,,,,1990,1
802914,3,,3,1,3,2,2,1924,,1,3,9,,1929,,2,,2,,,2,,,,,,2,,1
802927,3,,1,2,,,,,,2,,,,,,2,,1,0,1,1,1,2,1,1972,,,,1
802957,3,,1,2,,,,,,2,,,,,,1,1,1,0,1,2,,,,,,2,,1
802972,3,,3,1,2,1,1,1930,,1,2,9,,1931,,1,2,1,2,2,1,1,2,1,1970,,2,,1
802988,3,,1,1,1,10,,1935,2,1,7,10,,1940,2,2,,1,2,2,2,,,,,,2,,1
803055,3,,2,1,3,1,2,1925,,1,3,1,2,1928,,2,,1,1,0,1,2,2,2,1969,,2,,0
803058,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
803101,3,,1,1,5,6,3,1921,,1,5,9,,1926,,2,,2,,,1,1,1,,,,2,,1
803194,3,,3,1,1,1,1,1906,,1,1,1,1,1907,,2,,1,1,0,1,2,2,1,1950,,,,1
803200,3,,1,1,3,1,2,1947,,1,4,3,3,1950,,1,2,2,,,2,,,,,,2,,1
803205,3,,3,2,,,,,,2,,,,,,1,1,1,0,1,2,,,,,,,1985,1
803277,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
803299,3,,4,2,,,,,,2,,,,,,1,4,1,0,1,2,,,,,,,2000,1
803305,3,,1,1,4,2,3,1956,,1,4,9,,1957,,1,2,2,,,2,,,,,,2,,1
803371,3,,2,1,2,1,2,1912,,1,2,9,,1915,,2,,1,2,2,1,2,2,1,1969,,,1968,0
803422,3,,2,1,2,1,1,1920,,1,2,9,,1923,,2,,1,1,0,2,,,,,,2,,1
803449,3,,2,1,3,1,2,1940,,1,3,1,2,1947,,1,2,2,,,2,,,,,,,1996,1
803483,3,,2,1,4,8,4,1940,,1,4,2,3,1944,,1,2,1,1,2,2,,,,,,2,,1
803501,3,,2,1,2,9,,1924,,1,2,9,,1929,,2,,1,2,1,2,,,,,,,1980,1
803509,3,,2,1,3,8,4,1943,,1,4,9,,1946,,1,2,1,1,5,2,,,,,,,1992,1
803526,3,,1,1,4,1,4,1938,,1,1,9,,1936,,1,2,1,4,2,2,,,,,,,1998,1
803552,3,,1,1,1,1,1,1910,,1,1,1,1,1912,,2,,2,,,1,3,2,1,1965,,,1988,1
803566,3,,1,1,2,1,1,1921,,1,2,9,,1926,,2,,1,2,5,1,2,2,2,1980,,,1979,1
803567,3,,1,2,,,,,,2,,,,,,1,2,1,4,10,2,,,,,,,1988,1
803570,3,,1,1,1,2,4,1920,,1,1,9,,1927,,1,2,1,2,5,1,1,2,2,1979,,,1987,1
803574,3,,1,1,2,1,4,1930,,1,2,9,,1930,,1,1,1,2,3,2,,,,,,,1990,1
803612,3,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
803661,3,,2,1,2,9,,1908,,1,2,9,,1907,,2,,1,1,2,1,1,2,2,1970,,,1969,1
803736,3,,1,1,1,1,4,1908,2,1,1,1,2,1906,2,2,,1,1,1,1,3,2,1,1966,2,,1974,1
803754,3,,1,1,2,1,2,1908,,1,1,9,,1912,,2,,1,0,2,1,2,2,2,1962,,,,1
803779,3,,1,1,1,8,1,1902,,1,1,9,,1905,,2,,1,0,1,2,,,,,,2,,1
803830,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
803877,3,,1,1,2,1,1,1916,,1,2,9,,1921,,1,2,1,2,2,2,,,,,,,1978,1
803879,3,,1,1,2,1,1,1900,,1,2,9,,1912,,2,,1,7,8,2,,,,,,,1975,1
803880,3,,1,1,2,1,2,1895,,1,2,9,,1896,,2,,2,,,2,,,,,,2,,1
803887,3,,2,1,2,1,2,1936,,1,2,9,,1939,,1,2,1,1,2,2,,,,,,,1992,1
803889,3,,1,1,2,1,1,1890,,1,2,9,,1890,,2,,1,1,2,1,1,2,2,1976,,,1963,1
803900,3,,2,1,1,8,4,1924,,1,2,9,,1928,,1,1,1,2,2,2,,,,,,,1983,1
803915,3,,1,1,2,1,2,1933,,1,2,1,2,1936,,1,3,1,2,1,1,1,2,1,1990,,,2010,1
803917,3,,1,1,3,1,2,1947,2,1,3,9,,1952,2,1,4,1,3,2,2,,,,,,,2008,1
803922,3,,2,1,2,1,1,1896,,1,1,9,,1905,,2,,1,3,6,1,1,2,2,1963,,,1960,1
803936,3,,1,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,,1986,1
803950,3,,1,2,,,,,,2,,,,,,2,,1,1,0,2,,,,,,2,,1
804009,3,,4,2,,,,,,1,4,3,3,1935,,2,,1,1,2,2,,,,,,2,,1
804016,3,,3,1,3,2,4,1954,,1,3,9,,1954,1,1,2,1,0,2,2,,,,,,2,,0
804040,3,,4,1,1,8,4,1901,,1,1,9,,1915,,2,,1,2,3,2,,,,,,,,0
804163,3,,1,1,2,1,4,1901,,1,2,9,,1921,,2,,1,2,0,1,1,2,1,1973,,2,,1
804172,3,,1,1,2,1,2,1905,,1,4,3,3,1912,,2,,1,2,3,1,3,2,2,1962,,,1961,1
804181,3,,2,1,3,1,2,1932,,1,2,1,2,1940,,1,3,1,3,3,2,,,,,,,1991,1
804196,3,,1,1,2,1,3,1919,,1,2,9,,1920,,2,,1,1,2,1,1,1,,,,,1968,1
804203,3,,1,1,1,8,1,1920,,1,1,8,1,1914,,1,1,1,3,2,1,1,2,2,1982,,,1980,1
804209,3,,2,1,2,1,1,1937,,1,2,8,1,1939,,1,2,1,0,2,2,,,,,,,1988,1
804210,3,,1,1,4,4,2,1920,,1,3,9,,1923,,1,2,2,,,1,2,2,2,1980,,2,,1
804214,3,,1,1,5,3,3,1925,,1,4,3,3,1930,,1,4,1,2,1,2,,,,,,,1985,1
804219,3,,1,1,3,8,4,1925,,1,2,9,,1928,,1,3,1,0,4,2,,,,,,,1980,1
804222,3,,1,1,4,8,4,1924,,1,2,9,,1923,,2,,1,0,2,2,,,,,,2,,1
804301,3,,2,1,2,8,4,1908,,1,1,9,,1909,,2,,1,4,3,1,1,2,2,1970,,,1969,1
804324,3,,2,1,1,8,1,1913,,1,1,9,,1914,,2,,1,0,3,1,5,2,1,1963,,,1962,1
804343,3,,1,1,1,1,4,1910,,1,1,9,,1915,,2,,1,1,1,1,1,2,1,1963,,,,1
804381,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
804392,3,,4,1,1,1,1,1937,,1,1,9,,1944,,1,3,1,2,2,2,,,,,,,2004,1
804439,3,,1,1,3,1,2,1922,,1,3,9,,1921,,2,,1,2,1,2,,,,,,,1980,1
804457,3,,2,1,2,1,4,1910,,1,1,9,,1913,,2,,1,1,5,1,3,2,2,1966,,,1965,1
804478,3,,3,1,1,1,1,1926,,1,1,1,1,1928,,1,2,1,6,7,2,,,,,,,1990,1
804489,3,,2,1,1,1,1,1890,,1,1,1,1,1896,,2,,2,,,2,,,,,,,,1
804495,3,,2,1,1,1,1,1890,,1,1,9,,1900,,2,,1,2,0,1,7,2,1,1950,,1,,1
804515,3,,2,1,1,1,1,1904,,1,1,1,1,1907,,2,,1,3,3,1,2,2,1,1955,,,,1
804534,3,,2,1,2,1,2,1948,,1,3,8,4,1950,,1,2,1,1,2,2,,,,,,,1999,1
804536,3,,2,1,2,1,2,1916,,1,2,1,4,1921,,1,1,2,,,2,,,,,,2,,1
804547,3,,2,1,2,1,1,1898,,1,7,1,1,1904,,2,,1,1,1,1,2,2,2,1961,,,1960,1
804631,3,,4,1,2,2,3,1908,,1,2,8,4,1911,,2,,2,,,2,,,,,,2,,1
804637,3,,2,1,3,1,3,1896,,1,2,9,,1921,,2,,1,1,2,1,1,1,,,,,,1
804665,3,,3,1,4,2,3,1944,,1,5,3,3,1947,,1,2,1,0,1,2,,,,,,2,,1
804670,3,,1,1,1,1,2,1900,,1,2,9,,1902,,2,,1,0,0,1,2,2,1,1960,,,,1
804685,3,,1,1,3,2,3,1950,,1,3,9,,1951,,1,4,1,1,1,2,,,,,,,2005,1
804694,3,,1,1,1,1,1,1911,,1,1,9,,1911,,2,,1,1,1,1,1,2,1,1970,,,,1
804695,3,,1,1,2,1,2,1936,,1,2,9,,1941,,1,2,1,0,1,2,,,,,,2,,1
804699,3,,1,1,1,8,4,1935,,1,1,8,4,1937,,1,1,1,5,1,2,,,,,,,,1
804704,3,,1,2,,,,,,2,,,,,,1,3,1,3,4,2,,,,,,,1994,1
804720,3,,1,1,2,8,4,1926,,1,2,9,,1929,,1,2,1,9,1,2,,,,,,,1990,1
804722,3,,1,1,1,1,4,1929,,1,1,9,,1932,,2,,1,4,4,1,1,2,2,1983,,,1983,1
804726,3,,1,1,1,1,4,1933,,1,1,9,,1933,,1,1,1,3,5,2,,,,,,,1990,1
804762,3,,4,2,,,,,,2,,,,,,2,,1,1,0,2,,,,,,2,,1
804825,3,,2,1,3,8,4,1954,,1,3,1,3,1959,,1,3,1,1,0,2,,,,,,,2004,1
804880,3,,2,1,2,8,4,1921,,1,2,9,,1922,,2,,1,6,2,1,2,2,2,1970,,,1970,1
804882,3,,1,1,2,1,2,1923,,1,2,9,,1923,,1,1,1,5,3,2,,,,,,,1982,1
804928,3,,1,2,,,,,,2,,,,,,2,,1,0,2,1,4,2,1,1953,,,,1
804962,3,,4,1,3,1,5,1938,,1,3,8,5,1947,,1,2,1,1,1,2,,,,,,2,,0
804966,3,,2,1,2,1,2,1903,,1,2,9,,1900,,2,,1,1,1,1,2,2,2,1962,,,,0
804974,3,,4,1,1,1,2,1923,,1,1,9,,1929,,1,2,1,1,2,1,2,2,1,1972,,,,1
805093,3,,1,2,,,,,,1,4,3,3,1945,2,1,1,1,0,1,1,2,2,1,1987,2,1,,1
805100,3,,2,1,2,8,4,1934,,1,2,9,,1937,,1,4,1,1,1,2,,,,,,,1980,1
805154,3,,2,1,2,1,1,1939,2,1,1,1,1,1941,2,1,3,1,3,4,2,,,,,,,1992,1
805179,3,,1,2,,,,,,2,,,,,,2,,1,1,1,1,2,2,2,1975,,,,1
805189,3,,1,1,3,2,2,1919,,1,2,9,,1919,,2,,1,1,1,1,1,1,,,,,,1
805190,3,,2,1,2,1,2,1910,,1,1,9,,1913,,2,,1,1,4,1,2,2,2,1970,,,1969,1
805223,3,,1,1,1,1,1,1935,,1,2,1,1,1941,,1,2,1,1,0,2,,,,,,,1991,1
805227,3,,3,1,2,9,,1920,,1,2,9,,1925,,2,,1,1,3,1,1,2,1,1975,,,1971,1
805230,3,,2,1,2,8,4,1934,,1,2,9,,1934,,1,2,1,3,2,2,,,,,,2,,1
805264,3,,2,1,3,8,4,1940,,1,2,8,4,1943,,1,3,1,1,2,2,,,,,,,1986,1
805306,3,,1,1,4,2,3,1901,,1,2,9,,1905,,2,,1,1,0,1,2,2,1,1963,,,1962,1
805312,3,,1,1,1,1,1,1902,,1,1,9,,1903,,2,,1,3,1,1,1,2,1,1966,,,2010,1
805330,3,,1,1,2,8,4,1907,,1,2,9,,1917,,1,1,1,1,2,1,1,2,1,1974,,,1973,1
805335,3,,1,1,2,1,1,1905,,1,2,9,,1914,,2,,1,2,3,2,,,,,,,1974,1
805342,3,,1,1,5,6,4,1902,,1,3,9,,1906,,2,,1,2,0,1,3,2,2,1972,,,,1
805435,3,,1,1,1,1,1,1925,,1,1,9,,1927,,1,1,1,1,1,1,1,2,2,1992,,2,,1
805439,3,,2,1,1,1,2,1907,,1,1,9,,1919,,2,,1,1,2,2,,,,,,,1984,1
805449,3,,1,2,,,,,,1,1,9,,1916,,2,,1,6,6,2,,,,,,,1986,1
805475,3,,1,1,2,1,2,1936,,1,2,9,,1939,,1,4,1,1,2,2,,,,,,,1991,1
805524,3,,2,1,2,1,2,1937,,1,2,9,,1941,,1,2,1,3,2,2,,,,,,,1987,0
805556,3,,1,1,2,1,2,1912,,1,2,9,,1916,,2,,1,5,1,2,,,,,,2,,0
805664,3,,2,1,2,2,2,1910,,1,2,9,,1911,,2,,1,1,3,1,2,2,1,1973,,,1972,1
805719,3,,1,2,,,,,,2,,,,,,2,,1,2,0,1,1,2,1,1964,,,,1
805788,3,,1,1,3,8,4,1931,,1,2,8,4,1936,,1,3,1,0,1,2,,,,,,,1987,1
805791,3,,1,1,2,1,1,1920,,1,2,9,,1916,,2,,1,3,5,1,1,2,1,1958,,,1978,1
805799,3,,1,1,2,1,1,1883,,1,2,9,,1885,,2,,1,2,2,1,2,2,2,1960,,,1959,1
805818,3,,1,1,3,1,1,1905,,1,2,9,,1914,,2,,1,0,2,1,1,2,1,1969,,,1967,1
805834,3,,3,1,3,1,2,1919,,1,2,9,,1922,,2,,1,1,0,1,1,2,2,1975,,,1975,1
805842,3,,1,2,,,,,,2,,,,,,2,,1,1,0,1,1,2,1,1975,,,1968,1
805861,3,,1,1,2,1,1,1905,,1,2,9,,1907,,2,,1,1,4,1,3,2,2,1953,,,,1
805869,3,,1,1,2,1,4,1932,,1,2,9,,1932,,1,3,1,1,2,2,,,,,,,1995,1
805870,3,,3,2,,,,,,1,1,9,,1937,,2,,1,4,3,2,,,,,,,1987,1
805932,3,,2,1,2,8,4,1923,,1,2,9,,1923,,1,3,1,0,1,2,,,,,,,1982,1
805981,3,,3,1,2,1,4,1926,,1,2,9,,,,1,1,1,2,0,2,,,,,,2,,1
805984,3,,4,1,1,1,1,1909,,1,1,9,,1911,,2,,2,,,1,2,2,1,1963,,,1961,1
806088,3,,2,1,2,8,1,1937,,1,2,9,,1942,,1,3,1,6,6,2,,,,,,,2004,0
806096,3,,2,1,2,1,1,1930,,1,1,9,,1931,,1,2,1,2,4,2,,,,,,,1989,0
