NQUEST,DEPC,NDEPC,IDEPC,LIB,NLIB,ILIB,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,PREFBA12,PREFBA13,SERVB1,SERVB2,SERVB3,SERVB4,SERVB5,SERVB6,SERVB7,SERVB8,SERVB9,SERVB10,SERVB11,SERVB12,SERVB13,SERVB14,FIDBANC,PRIVATEB,SCOPER,UTSCOPER,FSCOPER1,FSCOPER,CARTA,CARTE,USOCART,CARTDEB1,CARTDEB,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS
501492,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,1,,,1,2,2,,800,2
501569,1,1,2,2,,,2,,,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,1,2,1,,,1,2,2,,1800,2
501627,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,2,,,,,2,,2,,591,2
501664,1,2,2,2,,,1,1,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,2,2,,400,2
501694,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,2,2,,,,2,,,,,1,2,2,,600,2
501697,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,1,1,1,,,1,1,2,,500,2
501723,1,1,3,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,2,2,,,1,3,2,,400,2
501777,1,1,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5,2,1,2,,,1,1,1,,,1,2,2,,1500,1
501816,1,1,3,1,1,3,2,,,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1300,2
501874,1,1,2,1,1,2,2,,,2,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,2,,,,1,2,1,,,1,2,2,,2500,2
501978,1,2,3,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,8,1,1,2,,,1,2,1,,,1,3,1,1,1800,1
502025,1,2,3,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,2,1,,,1,2,2,,1100,1
502060,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,600,2
502144,1,1,3,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,2,2,,,,1,2,2,,,1,3,2,,500,1
502157,1,1,2,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,2,2,,,,2,,,,,2,,2,,1200,2
502248,1,1,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,1,1,2,,200,2
502355,1,2,3,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,1,2,,1000,1
502360,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,600,2
502364,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,600,2
502366,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,400,2
502383,2,,,1,2,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,,,,,2,,,,,2,,2,,500,2
502386,1,1,1,1,1,1,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,3,,,,2,,,,,2,,2,,350,2
502711,1,2,4,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5,2,2,,,,1,2,1,,,1,2,2,,1500,1
502772,1,1,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,2,,,2,,,,,2,,2,,1300,2
503308,1,3,3,2,,,1,1,2,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,1,1,2,,,1,1,1,1,2000,2
503431,1,1,2,2,,,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,8,2,2,,,,1,2,2,,,1,1,2,,1500,2
503487,1,4,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,6,2,2,,,,1,4,2,,,1,4,2,,500,1
503560,1,3,3,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,,,,1,1,1,,,1,2,2,,800,2
503561,1,1,2,1,1,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,,,2,,,,,1,1,2,,750,2
503593,1,1,1,2,,,2,,,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,800,2
503674,1,2,4,2,,,2,,,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,8,2,1,2,,,1,2,1,,,1,4,2,,1500,1
503703,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,1,2,,,,1,2,2,,,1,2,2,,600,1
503757,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,8,2,2,,,,1,1,2,,,1,1,1,1,600,1
503788,1,1,2,2,,,1,1,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
503804,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8,2,2,,,,1,1,1,,,1,1,2,,500,2
503850,1,2,2,1,1,2,2,,,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,2,1,2,,,1,1,2,,,1,2,2,,400,1
503931,1,2,3,2,,,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,2,1,2,,,1,1,2,,,1,2,2,,800,2
503950,1,1,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,800,2
503959,1,1,1,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,1,2,,300,2
503981,1,3,3,2,,,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,1200,2
504091,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,2,,,,,1,1,2,,550,2
504110,1,2,4,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,8,2,1,1,1,,1,3,1,,,1,2,1,1,1600,1
504112,1,1,1,2,,,2,,,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,800,2
504125,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,2,,,,1,2,2,,,1,2,2,,500,1
504129,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,1,2,,800,2
504138,1,1,3,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,3,2,,500,2
504157,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,1,2,,500,1
504359,1,3,4,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,3,2,,1000,2
504363,1,1,2,1,1,2,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,400,2
504380,1,1,1,1,1,1,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
504395,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,400,1
504453,1,2,3,1,1,2,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,7,2,2,,,,1,1,1,,,1,3,2,,1500,2
504483,1,3,4,2,,,2,,,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,4,2,,1000,2
504490,1,2,2,2,,,1,1,1,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,1,2,,,1,1,1,,,1,2,2,,1000,1
504541,1,1,1,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,1,1,1,,,1,1,2,,800,2
504551,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,2,,,,,2,,2,,1000,2
504578,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2
504584,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,,,,2,,,,,1,1,2,,500,2
504719,1,1,2,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,1,2,,,2,,,,,1,2,2,,1000,2
504730,1,3,2,2,,,2,,,2,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,2,,2,,1800,2
504743,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2
504792,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,2,2,,1200,1
504821,1,2,2,2,,,2,,,1,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2,1,1,,2000,1,1,2,,,1,2,2,,600,1
504872,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,300,2
504885,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,,,2,,,,,2,,2,,500,2
504886,1,1,2,1,2,3,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,9,2,1,2,,,1,2,2,,,1,2,1,1,500,2
504889,1,2,2,1,1,,1,2,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,5,2,1,2,,,1,2,1,,,1,2,2,,1500,1
504921,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,1,1,,,1,2,2,,600,2
504937,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,1000,2
504956,1,2,2,2,,,2,,,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,10,2,2,,,,2,,,,,1,4,2,,200,1
504965,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,700,2
504988,1,1,2,1,1,,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,2,2,,1500,2
505022,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2
505167,2,,,1,1,2,,,,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,1400,2
505228,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,2,2,,1200,2
505238,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,900,2
505243,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,8,2,1,2,,,1,2,1,,,1,2,2,,1200,1
505285,1,1,2,2,,,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,3,,,,2,,,,,2,,2,,900,2
505307,1,1,1,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,1,2,,450,2
505322,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,2,1,,,1,4,2,,800,2
505334,1,1,2,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1000,2
505390,1,2,2,2,,,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,10,2,1,1,,0,1,4,2,,,1,3,2,,1100,1
505407,1,1,1,2,,,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,800,2
505416,1,1,1,2,,,2,,,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,2,,,,2,,,,,1,1,2,,800,2
505417,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,,,,1,1,1,,,1,1,2,,100,2
505418,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,1,1,1,500,1
505421,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,,,,2,,,,,1,1,2,,400,2
505424,1,2,2,2,,,2,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,2,,,1,2,1,1,400,1
505425,1,1,1,1,1,1,1,1,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,1,1,1,,,1,2,2,,400,2
505430,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,,,,1,1,1,,,1,1,2,,1000,1
505433,1,2,2,1,1,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,1,,4000,1,2,2,,,1,2,2,,600,1
505436,1,8,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,10,2,1,1,,2800,1,2,1,,,1,4,1,1,300,1
505439,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,1,1,1,,,1,2,2,,1000,1
505442,1,1,1,1,1,1,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,,,,2,,,,,2,,2,,900,2
505453,1,3,2,1,1,,1,1,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,2,,2,,3500,1
505454,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,400,2
505463,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,2000,2
505469,1,3,3,2,,,2,,,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,1,1,,,1,1,1,1,1400,1
505477,1,2,2,2,,,1,2,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,10,2,1,2,,,1,2,2,,,1,2,2,,1700,1
505517,1,1,2,1,1,2,2,,,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,1,2,,1000,2
505523,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,450,2
505525,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1200,2
505534,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,500,2
505540,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,400,2
505548,1,2,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,1000,2
505566,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,1,1,2,,,2,,2,,600,2
505576,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,800,2
505594,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,1,1,1,1000,2
505606,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,2,2,,,1,2,1,2,2500,2
505655,1,2,3,2,,,1,2,3,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,8,2,1,2,,,1,3,2,,,1,2,2,,1000,1
505672,1,3,3,2,,,1,2,3,2,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,7,2,1,2,,,1,1,2,,,1,2,2,,450,1
505681,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,500,2
505768,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,2,1,1,300,2
505771,1,3,2,2,,,1,2,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,10,2,1,2,,,1,4,1,,,1,2,2,,3500,2
505798,1,4,2,2,,,2,,,2,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,7,2,1,1,,6000,1,4,2,,,1,4,1,1,2000,1
505806,1,1,2,2,,,2,,,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,1,1,2,,,1,1,2,,800,2
505810,1,3,4,2,,,1,1,2,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,7,1,1,2,,,1,4,2,,,1,2,1,1,4000,2
505818,1,1,2,2,,,1,1,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,7,2,1,2,,,2,,,,,1,2,1,2,1000,2
505820,1,2,3,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,9,2,1,1,,5000,1,1,2,,,1,3,2,,900,1
505833,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,2,,,,2,,,,,2,,2,,800,2
505839,1,2,2,2,,,1,2,2,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,3,2,1,2,,,2,,,,,1,2,1,1,300,1
505850,1,1,1,1,1,,2,,,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,350,2
505881,1,1,2,1,1,2,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,1,,,2,,2,,1500,2
505979,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,600,2
506007,1,1,2,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,400,2
506025,1,1,2,2,,,2,,,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,1000,2
506100,1,2,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,900,2
506107,1,2,2,2,,,2,,,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,2,1,2,,,1,1,2,,,1,1,2,,500,2
506112,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1000,2
506126,1,2,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,2,2,,1000,2
506152,1,2,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,1,1,2,,,1,1,2,,200,2
