NQUEST,FIDGEN,FID1,FID2,FID3,FID4,FID5,FID6,FID7,FID8,SOCGEN,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,EDUC6,GIUSTIZ1,NSGIUSTIZ2,GIUSTIZ2,HAPPY
860780,6,10,10,5,10,10,8,5,7,10,8,10,10,10,8,4,8,10,10,10,10,6,2,1,,3
860793,1,10,7,7,7,6,2,2,1,1,7,10,10,10,8,10,7,10,10,10,7,10,2,1,,
860823,1,10,8,8,8,8,3,3,10,1,7,10,10,10,10,8,7,10,10,10,10,8,2,2,,
860826,1,10,7,7,7,6,2,2,8,1,5,10,10,10,10,10,5,10,10,10,10,10,2,2,,
860828,1,10,9,7,7,6,3,2,10,1,6,10,10,10,10,10,6,10,10,10,10,10,2,2,,
860833,1,10,9,9,7,7,2,2,10,1,7,10,10,10,10,10,7,10,10,10,10,10,2,1,,
860844,5,10,9,8,7,7,5,4,7,8,9,10,10,10,9,8,9,9,9,9,8,8,2,1,,7
860851,5,9,7,6,6,5,4,3,6,7,8,9,9,9,7,8,8,10,10,8,8,9,2,,5000,8
860856,7,10,9,8,8,6,6,4,5,10,10,10,10,9,8,7,9,10,10,10,8,7,2,,5000,6
860878,7,8,7,5,5,5,4,4,3,8,7,5,6,6,4,6,6,7,6,5,7,5,2,1,,
860885,7,6,7,7,7,7,7,7,7,7,7,8,7,7,8,7,7,8,7,7,7,7,2,1,,
860893,8,7,8,7,8,8,7,7,8,9,7,8,7,6,7,8,7,7,8,8,8,8,2,,1000,
860900,4,6,7,7,7,6,4,4,5,7,6,7,6,7,7,7,6,7,8,7,7,7,2,1,,
860922,7,9,8,7,6,6,5,4,6,2,7,8,8,8,6,8,9,7,7,7,7,6,2,1,,
860927,6,9,8,7,6,5,5,4,5,2,7,9,8,9,9,8,8,8,8,8,8,6,2,,10000,
860929,6,9,8,7,6,6,5,3,6,1,7,9,8,9,6,7,8,8,8,8,7,7,2,1,,
860940,6,9,7,6,6,5,5,4,5,3,7,8,8,8,8,7,8,8,8,7,8,5,2,,10000,
860958,7,9,7,6,6,6,6,5,4,2,7,9,9,9,8,8,9,8,8,8,7,6,2,,10000,
860960,4,10,7,6,6,6,7,6,3,5,8,9,7,9,8,7,9,7,7,7,8,7,2,,25000,
860963,5,8,5,5,6,5,5,4,7,7,8,6,8,8,9,6,7,7,8,9,5,6,2,1,,
860968,7,6,8,6,6,6,3,3,4,5,6,9,8,7,6,7,7,9,9,8,6,7,2,1,,
860977,7,8,8,7,6,6,6,6,7,7,8,7,6,6,7,7,8,8,8,7,7,6,2,1,,
860985,7,8,8,6,5,5,5,5,6,8,7,6,6,7,6,10,6,8,9,8,6,7,2,,2000,
860988,8,8,7,8,7,7,6,5,6,7,7,8,9,6,6,7,8,8,9,7,6,7,2,1,,
860992,6,10,6,7,6,5,5,5,4,7,6,8,7,7,6,6,5,9,9,5,6,6,2,1,,
861008,6,10,7,1,6,5,5,4,6,1,10,10,10,10,7,5,10,10,10,10,10,5,2,,1000,8
861014,6,4,6,6,6,6,4,2,7,1,10,10,10,10,10,8,10,10,10,10,10,8,2,1,,1
861019,2,10,7,1,4,7,6,1,8,1,10,10,10,6,7,6,10,10,10,10,8,10,2,,5000,8
861054,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,
861061,3,10,4,5,3,3,3,3,6,5,8,7,8,8,8,8,9,8,8,8,8,8,2,1,,
861065,7,10,8,7,6,7,6,6,7,5,5,8,9,6,7,7,7,7,7,7,7,7,2,1,,
861114,5,10,5,2,2,5,1,1,1,10,2,10,10,10,10,7,10,10,10,10,10,10,2,1,,
861119,5,8,7,6,7,6,7,6,9,7,7,6,7,9,8,7,7,7,6,7,8,8,2,1,,
861135,6,10,7,6,6,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,8
861136,5,10,10,10,8,7,5,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861145,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
861150,2,10,10,5,5,4,1,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861152,4,6,4,4,4,4,4,3,2,1,6,10,8,9,6,6,8,8,8,7,9,9,2,1,,
861159,6,10,9,7,6,6,6,6,4,7,8,7,8,8,7,7,6,7,8,8,8,7,2,1,,
861162,3,10,5,5,4,3,1,1,5,4,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861173,8,10,7,7,7,7,7,7,7,2,6,9,9,9,5,7,6,9,9,9,6,7,2,1,,
861201,7,6,6,5,5,5,5,5,5,8,8,4,7,6,8,8,7,5,7,4,7,7,2,,3000,
861215,3,10,8,7,6,6,6,5,4,5,6,6,7,8,10,4,9,7,8,10,10,5,2,,5000,
861225,5,5,5,4,6,6,5,3,4,6,5,5,5,9,4,4,4,6,5,9,5,6,1,,3000,
861230,6,10,6,6,5,5,4,4,5,8,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
861244,8,10,8,8,7,7,7,6,4,1,8,9,10,10,10,8,10,8,10,8,10,10,2,,5000,
861251,4,9,7,5,6,5,7,6,3,9,1,5,7,8,9,8,5,7,9,9,10,4,2,1,,
861267,1,9,7,6,7,7,7,6,5,6,8,8,8,9,8,6,7,7,7,9,9,5,2,,1000,
861268,9,10,9,8,8,7,7,8,3,1,8,9,9,10,10,10,10,10,10,10,10,10,2,,10000,
861285,7,9,8,8,8,8,7,6,3,7,9,10,8,10,6,7,8,9,8,9,9,8,2,1,,
861295,6,10,9,5,6,6,6,6,3,10,8,9,9,10,10,7,8,8,10,9,10,8,2,1,,
861300,5,10,6,6,6,6,5,4,3,6,7,7,7,8,5,6,6,6,7,7,8,6,2,1,,
861316,5,10,5,6,7,6,5,4,2,6,8,8,8,9,6,9,8,8,8,8,9,9,2,1,,
861321,4,9,8,7,7,7,7,5,5,6,6,6,6,7,7,6,6,6,6,7,8,6,2,,3000,
861329,8,6,8,6,6,6,6,6,6,6,6,5,7,2,9,6,3,3,3,3,6,6,1,,10000,
861339,3,10,9,6,6,7,6,6,6,5,9,9,9,9,9,8,9,9,9,9,10,4,2,1,,
861345,7,10,9,9,9,6,6,5,6,9,8,8,8,8,8,8,9,8,9,4,6,7,2,,5000,
861361,6,10,8,8,7,7,7,6,4,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
861371,2,10,10,6,5,5,5,1,4,9,9,9,10,10,10,5,10,10,10,10,10,4,2,,10000,
861390,8,10,6,1,5,1,1,1,1,5,9,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861404,8,10,10,8,8,8,8,7,4,1,10,10,10,10,10,10,10,8,10,8,10,10,2,,10000,
861408,5,10,9,8,7,8,4,4,5,4,8,8,8,9,9,8,8,9,9,8,10,9,2,,10000,
861410,2,10,6,5,1,1,1,1,3,5,8,10,10,10,10,10,8,10,10,10,10,10,2,1,,
861411,5,10,10,7,7,7,7,2,5,8,8,9,8,10,10,7,8,8,8,9,10,8,2,1,,
861417,6,9,9,1,2,7,7,1,5,8,6,5,9,6,9,8,6,7,9,3,8,8,1,,500,
861419,4,10,8,8,7,7,7,7,7,10,7,8,8,7,7,7,7,7,7,9,9,9,2,1,,
861421,5,8,8,6,8,8,6,6,4,7,9,9,8,8,8,7,9,9,9,9,8,6,2,1,,
861440,6,10,9,7,8,8,6,5,4,4,8,10,8,10,8,10,10,10,10,10,10,10,2,1,,
861446,3,10,6,1,1,1,1,1,1,5,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861447,2,10,8,8,8,8,8,8,7,10,10,9,10,10,10,8,10,10,10,10,10,8,2,1,,
861451,2,8,7,5,6,3,5,2,2,10,4,10,10,10,7,5,5,10,10,10,9,5,2,1,,
861452,5,10,8,8,6,7,2,7,2,10,5,7,10,10,9,7,7,10,10,10,10,9,2,1,,
861461,10,10,5,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,1,,200,
861476,5,10,6,4,5,7,7,7,4,10,8,6,7,10,6,8,9,7,9,10,8,7,2,1,,
861481,5,8,6,5,5,5,6,4,5,8,10,8,9,9,10,6,10,9,9,9,9,5,2,1,,
861482,6,10,5,5,5,6,6,3,6,10,10,8,10,10,8,8,9,10,10,10,10,8,2,1,,
861486,1,10,1,1,1,1,1,1,1,10,10,10,1,1,10,1,10,10,4,4,10,1,2,,60000,2
861488,8,10,10,5,5,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,3000,
861489,8,10,8,9,5,6,6,5,4,10,10,10,10,10,10,9,10,10,10,10,10,10,2,,100,
861491,5,10,7,5,5,5,6,6,7,10,9,10,10,10,9,10,10,10,10,10,9,10,2,,2,
861499,5,10,9,9,8,8,8,8,7,2,8,10,10,10,8,8,8,10,10,10,8,8,2,1,,7
861500,4,10,5,6,7,7,5,5,7,1,5,10,10,8,7,7,6,10,10,10,7,7,2,1,,5
861502,6,9,8,6,8,8,7,6,8,3,8,10,10,7,7,7,8,10,10,7,7,7,2,1,,7
861513,5,10,7,6,7,7,5,4,6,5,7,9,9,8,8,8,7,10,10,9,9,8,2,1,,7
861523,4,9,7,6,6,6,6,4,7,5,7,9,9,10,7,7,7,10,10,10,8,9,2,,20000,8
861525,5,9,7,6,7,7,6,5,5,1,5,9,9,8,8,7,8,8,10,8,8,9,2,1,,7
861526,6,10,8,6,8,8,7,6,6,1,6,10,8,8,7,7,8,10,10,10,8,10,2,1,,8
861529,7,9,6,6,6,6,6,4,5,3,6,9,9,9,7,8,8,9,9,9,8,9,2,,20000,7
861578,4,8,6,3,3,3,3,3,5,6,8,10,8,10,5,8,8,8,8,8,8,8,2,1,,
861597,5,10,7,3,3,6,6,6,3,1,5,9,9,10,6,8,8,8,9,10,8,10,2,1,,
861620,6,7,7,7,8,7,5,4,4,6,5,6,7,6,6,7,7,6,7,8,7,6,2,1,,
861689,8,10,9,7,7,7,6,5,9,1,8,9,8,8,8,7,8,9,9,9,8,8,2,,5000,
861714,5,10,6,6,6,6,5,5,6,8,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861733,6,10,8,8,6,6,6,6,6,6,10,10,10,10,8,10,10,10,10,10,10,10,2,1,,
861752,5,10,8,2,5,5,5,2,1,6,10,10,10,10,10,10,10,10,10,8,6,10,2,1,,
861798,8,6,5,6,6,6,1,1,4,4,8,10,10,8,5,10,10,10,10,10,10,10,2,1,,
861810,6,10,8,6,5,5,5,3,3,6,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861813,8,10,6,5,5,5,3,3,5,6,10,10,10,6,8,10,10,10,10,9,8,10,2,1,,
861825,1,10,8,5,5,5,4,4,5,6,10,10,10,6,10,10,10,10,10,10,10,10,2,1,,
861858,1,10,8,9,9,9,5,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,18000,
861949,6,10,10,10,10,10,8,8,5,5,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
861954,5,8,8,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,2,,10000,
861962,5,10,10,10,5,5,5,5,5,1,8,8,8,8,8,5,10,10,10,5,5,10,2,,100000,
861974,7,10,8,8,8,8,8,8,8,3,8,9,8,8,8,8,8,9,8,8,8,8,2,,10000,
861982,7,10,10,10,10,10,7,7,7,4,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
861992,5,10,7,7,7,7,5,5,8,10,9,10,10,7,7,7,10,10,10,8,7,7,2,1,,
862007,4,8,6,4,6,6,3,3,5,7,6,7,7,7,7,7,7,7,7,7,7,7,2,1,,
862009,5,7,6,6,6,6,5,5,7,8,7,7,7,7,7,7,7,7,7,7,7,7,2,,10000,
862012,5,10,7,7,5,5,5,2,8,1,8,10,10,10,8,10,8,10,10,10,8,10,2,1,,
862017,5,10,7,7,7,7,3,3,8,1,7,9,10,10,8,10,10,10,10,10,7,10,2,1,,
862021,3,10,6,5,3,3,2,2,1,1,7,10,10,10,7,10,8,10,10,10,8,10,2,1,,
862053,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,1,,15000,
862065,8,9,9,9,9,9,6,6,6,8,8,8,8,8,8,8,9,9,9,9,9,9,2,1,,
862100,5,10,8,5,4,5,4,3,5,1,9,10,10,10,8,10,8,10,10,8,8,10,2,,50000,
862111,9,10,9,5,6,6,6,5,5,5,7,7,6,10,10,8,7,7,6,10,10,8,2,1,,
862146,7,10,8,6,3,4,5,4,3,5,5,5,5,5,5,4,5,6,3,4,5,6,2,1,,
862147,6,7,6,6,5,6,5,5,6,5,5,6,7,4,5,6,6,5,6,6,6,5,2,1,,
862150,7,10,10,8,7,6,5,6,6,6,6,7,8,8,8,8,7,6,7,8,8,8,1,1,,
862151,6,8,6,6,7,6,7,3,2,5,5,6,7,7,7,7,7,7,7,7,7,7,2,1,,
862155,7,6,4,2,2,3,2,2,2,6,4,4,3,4,5,4,5,4,5,6,5,4,2,1,,
862173,7,10,5,4,3,4,5,4,3,7,8,8,7,8,8,8,8,7,8,8,8,9,1,1,,
862174,6,10,9,8,7,6,5,4,3,7,9,8,9,8,8,8,9,9,9,9,9,9,2,1,,
862201,5,10,10,8,6,6,6,6,7,2,9,9,9,10,9,5,9,9,9,10,8,6,2,2,,
862210,8,9,8,8,8,8,8,7,8,4,9,9,9,9,9,8,8,9,9,9,9,8,2,1,,
862236,8,9,8,7,7,7,7,7,8,4,8,9,9,9,9,8,9,9,9,9,9,8,2,1,,
862252,7,9,8,7,7,7,7,7,8,4,8,10,10,10,10,8,9,10,10,10,10,8,2,1,,
862264,7,9,7,7,7,7,7,7,8,5,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
862272,8,9,8,7,7,7,7,7,8,5,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
862280,8,9,8,8,7,7,7,7,8,4,9,9,9,9,9,8,9,9,9,9,9,8,2,2,,
862282,8,9,8,8,8,8,8,8,8,4,9,9,9,9,9,8,9,9,9,9,9,8,2,1,,
862302,6,9,8,8,7,7,7,7,8,4,8,9,9,9,9,8,9,9,9,9,9,8,2,1,,
862303,4,10,9,8,7,7,7,5,10,1,7,10,10,10,8,7,7,10,10,10,9,7,2,1,,
862314,8,9,8,8,8,8,8,8,9,4,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
862329,7,9,8,7,7,7,7,7,8,5,9,9,9,9,9,7,9,9,9,9,9,7,2,2,,
862358,8,9,7,7,7,7,7,7,7,6,8,9,9,9,9,8,8,9,9,9,8,8,2,1,,
862387,8,10,8,8,8,7,7,7,8,4,8,10,10,10,10,8,8,10,10,10,10,8,2,1,,
862395,7,9,8,8,8,8,8,6,8,5,8,9,9,9,9,8,9,9,9,9,9,8,2,1,,
862416,8,9,7,7,7,7,7,7,7,3,8,9,9,9,9,7,8,9,9,9,9,7,2,1,,
862424,7,9,8,8,7,7,7,7,8,4,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
862438,8,9,8,8,7,7,7,7,8,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,,
862445,8,9,8,8,8,8,8,8,8,4,9,9,9,9,9,8,9,9,9,9,9,8,2,1,,
862471,7,9,8,8,8,7,7,7,8,5,9,9,9,9,9,8,9,9,9,9,9,8,2,1,,
862476,7,9,8,7,7,7,7,7,7,5,8,9,9,9,9,7,8,9,9,9,9,7,2,1,,
862501,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,1,,500,
862503,1,10,8,8,7,5,5,2,5,1,8,10,10,10,8,7,8,10,10,10,10,10,2,,10000,
862525,1,10,10,1,1,1,1,1,1,10,7,8,10,8,6,10,10,10,10,9,9,10,1,,2500,
862528,10,10,10,10,6,6,5,5,9,1,6,10,10,6,6,9,10,10,10,9,7,7,2,1,,
862531,1,10,10,1,8,2,1,1,8,1,5,10,10,10,5,5,10,10,10,10,8,10,1,,1500,
862558,3,10,3,3,4,4,4,4,1,1,10,10,10,10,6,7,10,10,10,10,6,8,2,1,,10
862567,4,10,9,8,8,6,5,3,5,1,10,10,10,10,8,6,10,10,10,10,8,8,2,,5000,8
862578,3,10,4,4,4,5,5,1,1,1,10,10,10,10,10,6,10,10,10,10,10,10,2,,5000,2
862580,5,1,7,5,5,5,5,3,5,1,10,10,10,8,8,10,10,10,10,7,10,10,2,,50000,5
862582,5,10,3,10,10,4,7,5,2,1,10,10,10,10,10,4,6,10,10,10,10,4,2,,100,10
862583,5,10,10,8,5,5,5,5,2,1,10,10,10,10,8,10,10,10,10,10,8,10,2,,1000,7
862590,8,8,5,5,5,5,6,3,8,8,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
862600,7,9,9,8,6,6,5,5,10,10,10,9,9,10,8,10,10,10,10,10,8,10,2,2,,
862604,7,8,8,7,7,7,7,6,8,9,9,9,9,9,9,9,9,8,8,8,8,9,2,1,,
862609,8,9,9,9,8,8,7,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
862616,7,9,9,9,5,5,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
862617,7,9,9,8,5,5,5,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
862651,9,10,9,8,8,8,7,6,8,1,7,9,9,9,9,7,7,9,9,9,9,8,2,,500,
862671,9,10,9,8,8,8,8,8,9,1,8,9,9,9,9,8,8,9,9,9,8,8,2,,100,
862674,9,10,10,8,8,8,8,7,9,1,8,9,9,9,9,8,8,9,9,9,9,9,2,,1000,
862687,7,7,8,6,6,5,3,3,5,1,1,5,5,3,8,3,7,7,10,7,10,8,2,,4000,
862690,4,10,8,5,5,7,6,3,8,10,7,10,10,10,10,8,4,10,10,10,10,8,1,,5000,
862739,8,8,6,6,7,7,7,6,6,7,7,7,7,6,6,6,7,7,7,7,7,7,2,1,,
862745,8,10,8,8,7,7,8,8,7,4,3,7,8,8,5,7,8,7,7,7,5,6,1,1,,
862753,7,9,9,8,8,8,7,5,5,4,4,9,8,8,7,7,6,8,8,7,5,5,2,1,,
862757,7,8,7,7,7,7,7,7,5,1,5,6,7,7,6,7,9,7,7,7,7,7,2,1,,
862759,8,10,5,5,5,5,5,5,5,1,8,8,8,8,4,8,8,8,8,8,4,8,2,1,,
862767,5,10,8,1,6,6,6,6,5,3,8,7,8,7,5,6,9,7,7,5,6,5,1,1,,
862771,6,8,5,4,6,6,7,7,1,1,4,6,6,6,4,6,7,7,7,7,4,4,2,2,,
862787,7,8,8,6,6,5,5,4,6,5,10,10,10,10,6,6,10,10,10,10,10,9,2,1,,6
862789,5,10,7,5,5,5,3,1,4,4,8,8,9,10,8,8,8,8,10,10,8,8,2,,5000,6
862794,7,10,7,6,7,5,5,3,7,1,10,10,10,8,8,6,10,10,10,7,6,5,2,,10000,8
862821,7,8,5,8,7,5,5,3,1,3,9,9,10,9,9,8,8,8,10,7,10,8,2,,5000,7
862827,8,10,8,7,6,6,7,6,7,1,10,10,10,10,8,10,9,9,9,9,9,9,2,,80000,
862830,8,9,8,8,8,8,8,8,2,1,9,8,8,8,7,8,8,8,8,8,7,8,2,1,,
862853,8,9,7,7,7,7,7,7,6,1,6,8,8,8,8,8,8,8,8,8,8,8,2,1,,
862854,6,8,8,6,6,6,6,6,6,2,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
862855,6,8,8,5,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,
862862,5,7,7,7,5,5,5,5,6,1,7,7,7,7,7,7,6,7,7,7,7,7,1,1,,
862874,7,6,8,7,7,7,8,9,8,5,5,6,7,6,8,7,5,5,5,6,8,7,2,,3000,
862884,7,8,7,6,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
862896,7,7,6,6,5,5,4,5,5,7,6,5,6,7,7,7,6,5,5,6,7,7,2,,20000,
862904,3,7,5,5,4,4,4,3,3,4,5,4,5,6,5,5,6,5,5,6,6,6,2,,2000,
862908,7,6,7,8,7,7,7,7,8,6,6,7,6,6,6,7,6,6,6,6,8,7,2,1,,
862918,5,10,8,5,5,5,5,5,5,7,8,8,8,8,8,8,10,10,10,10,10,10,2,1,,6
862939,7,10,7,5,5,6,3,1,5,1,6,10,10,8,10,8,8,10,10,8,10,8,2,,10000,8
862959,6,5,2,3,3,3,1,1,6,5,8,8,10,8,8,9,8,8,10,8,8,9,2,1,,5
862966,8,10,8,9,6,6,3,3,5,1,10,10,10,10,4,7,10,10,10,10,8,8,2,,20000,
862975,8,10,10,8,5,7,7,7,4,1,9,10,10,10,8,7,10,9,9,8,7,7,2,,30000,
862999,2,10,2,3,2,2,3,1,2,2,9,10,10,10,3,6,5,5,6,3,8,6,2,,20000,
863008,7,10,7,2,5,5,5,5,1,3,7,8,10,9,7,7,8,8,10,10,9,10,2,,1000,
863018,10,10,10,10,10,10,10,10,5,1,10,10,10,10,10,7,10,10,10,10,10,7,1,,7000,
863021,8,10,3,7,1,1,1,1,1,1,9,8,10,7,8,10,10,7,10,9,10,10,2,,10000,
863027,10,10,7,3,5,3,5,2,3,3,10,8,10,7,9,10,10,8,10,9,10,8,2,,5000,
863039,7,10,10,5,5,6,6,2,5,1,10,10,10,10,10,7,10,10,10,10,10,8,2,,10000,
863044,7,10,10,6,8,8,5,5,1,1,8,8,8,8,8,8,8,9,8,8,8,8,2,,30000,
863054,5,4,8,1,8,8,7,4,1,1,4,10,10,10,4,8,8,10,10,10,8,8,2,1,,4
863062,4,10,10,5,7,8,8,8,5,5,8,7,8,10,8,10,10,10,10,8,9,10,2,,5000,10
863064,5,10,7,5,5,3,7,5,5,1,7,7,9,5,3,5,9,7,9,5,3,5,2,,1000,7
863071,3,10,5,3,1,3,3,1,3,5,8,10,10,10,10,10,10,10,10,10,10,10,1,,5000,4
863101,7,10,8,8,7,7,7,6,6,1,7,8,8,8,7,7,8,8,8,7,8,7,2,1,,
863120,7,9,8,8,7,6,6,6,5,2,7,9,9,8,8,7,8,8,8,7,9,7,2,,10000,
863128,8,10,6,6,6,6,4,1,8,6,8,10,10,10,8,9,10,10,10,10,10,10,2,1,,
863141,8,10,6,8,8,6,6,5,6,8,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
863147,7,10,10,10,8,7,7,2,5,1,10,10,10,10,10,9,10,10,10,10,10,10,2,,4500,
863154,2,9,5,2,2,2,2,2,5,7,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
863165,4,10,5,5,5,5,5,5,5,1,9,10,10,10,6,6,10,10,10,5,8,6,2,1,,
863189,7,9,7,6,6,6,4,4,7,4,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
863191,7,7,7,7,7,7,6,7,5,6,7,6,5,6,7,7,7,8,7,7,7,7,2,2,,
863195,8,8,4,4,6,6,6,2,4,8,3,9,9,9,9,6,7,7,8,8,8,8,2,1,,
863210,7,9,5,5,6,5,6,6,6,6,7,6,7,7,7,7,6,9,9,9,6,6,2,1,,
863217,7,9,7,6,6,5,5,4,7,3,9,9,9,7,8,10,9,9,9,8,8,10,2,2,,
863222,3,9,7,7,7,6,6,6,6,5,7,9,9,9,9,10,7,9,9,9,9,10,2,1,,
863223,5,9,7,7,7,6,5,4,7,3,7,9,9,9,9,9,8,9,9,9,9,9,2,1,,
863236,7,9,6,6,6,6,6,6,6,5,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
863239,7,9,8,7,7,7,7,7,4,6,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
863248,6,10,8,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
863265,8,10,10,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
863274,6,8,6,6,6,6,6,4,4,5,7,7,7,7,7,7,9,9,9,8,7,9,2,2,,
863304,10,10,5,5,5,5,1,1,3,1,10,10,8,10,8,10,10,10,10,10,8,10,1,,5000,
863311,7,9,5,10,8,8,8,6,5,1,10,9,10,10,10,10,10,10,10,10,10,10,2,,2000,
863313,10,10,10,5,5,6,10,5,5,1,10,10,10,10,8,8,10,10,10,10,8,5,2,,10000,
863320,7,10,10,8,7,7,7,7,7,9,9,10,10,10,8,8,10,10,10,10,8,8,2,,6000,
863323,5,10,7,7,5,5,2,2,5,1,6,7,10,10,10,10,8,8,10,5,10,10,2,,30000,
863331,8,10,7,5,8,8,7,7,3,1,7,10,10,10,5,8,8,8,10,10,8,10,2,,3000,
863355,8,10,8,8,8,8,8,6,7,3,7,9,10,8,7,8,8,8,10,8,8,8,2,,5000,
863359,6,10,6,7,6,6,6,6,6,6,7,9,9,9,9,9,8,8,9,10,9,9,2,2,,
863383,1,10,10,10,10,10,8,8,8,1,10,10,10,10,5,10,10,10,10,5,5,10,2,,5000,
863395,2,10,5,4,9,9,9,9,4,1,9,10,10,10,10,10,10,10,10,10,10,10,2,1,,
863397,2,10,8,5,8,6,6,5,5,1,9,10,10,10,6,10,8,7,10,8,7,10,2,,10000,
863402,1,10,9,7,5,5,5,5,5,1,10,10,10,5,5,10,10,10,10,5,6,10,2,,3000,
863425,2,7,3,3,6,6,5,4,1,5,4,3,4,4,3,3,3,2,3,4,4,5,2,1,,
863426,7,9,4,5,6,7,7,7,4,2,7,6,5,6,7,7,7,6,7,8,7,7,2,1,,
863430,3,9,5,4,5,4,4,4,1,7,4,3,4,5,4,4,3,4,5,4,4,4,2,1,,
863431,8,6,5,4,3,2,3,2,1,4,5,4,3,4,4,3,5,4,3,4,5,4,2,1,,
863442,7,6,8,7,4,5,4,3,3,8,8,6,5,7,6,7,3,7,6,8,7,6,2,1,,
863470,5,9,7,7,7,6,6,6,5,1,8,9,9,8,9,7,9,8,9,8,9,7,2,1,,
863472,6,10,8,6,6,6,5,5,4,1,6,8,8,8,7,7,9,8,8,8,9,7,2,,5000,
863494,5,10,7,6,5,5,5,5,4,1,7,9,8,8,8,7,8,8,8,8,9,7,2,1,,
863503,6,9,7,7,6,5,5,4,5,1,8,9,9,8,8,8,8,8,8,9,9,8,2,1,,
863504,5,9,7,6,6,6,5,5,5,1,8,8,8,7,8,7,8,8,8,8,9,8,2,1,,
863525,7,7,7,4,4,3,7,6,5,7,6,6,7,7,7,6,8,7,7,6,7,7,2,1,,
863526,8,8,7,7,6,6,6,6,6,8,7,7,7,7,7,7,7,7,7,7,7,7,2,,5000,
863556,8,9,8,8,7,6,6,6,6,7,6,7,7,6,7,7,7,6,6,7,7,7,2,1,,
863575,9,10,9,8,8,8,7,6,8,1,9,9,9,9,9,8,8,9,9,9,9,8,2,,100,
863585,9,10,10,8,8,8,8,6,9,1,8,9,9,9,9,8,8,9,9,9,9,8,2,,1000,
863598,1,10,8,8,8,8,5,5,8,1,8,10,10,10,10,10,8,10,10,10,10,10,2,,25000,
863600,1,10,9,9,9,9,6,6,8,1,9,10,10,10,10,10,9,10,10,10,10,10,2,1,,
863604,2,10,7,7,7,7,6,7,6,10,10,9,10,10,10,7,10,10,10,10,10,7,2,1,,
863629,1,10,8,6,3,3,3,3,3,7,10,9,9,6,10,3,10,9,8,8,10,3,2,,5000,
863661,6,7,7,5,5,5,7,4,1,1,10,10,10,8,8,8,10,10,10,8,8,8,1,1,,7
863673,4,10,8,7,7,7,6,6,5,1,7,9,10,10,9,6,7,9,10,10,9,6,2,,10000,8
863677,5,10,7,7,7,7,7,5,3,1,5,6,10,10,10,5,10,10,10,10,10,10,2,,100000,10
863684,2,10,8,6,5,5,5,5,2,8,10,8,8,8,5,5,10,7,8,10,5,5,2,,6000,8
863688,5,10,10,6,6,8,7,7,5,7,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,10
