NQUEST,FIDGEN,FID1,FID2,FID3,FID4,FID5,FID6,FID7,FID8,SOCGEN,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,EDUC6,GIUSTIZ1,NSGIUSTIZ2,GIUSTIZ2,HAPPY
686092,9,10,10,9,9,9,9,6,9,1,9,9,9,9,9,8,8,9,9,9,9,7,2,,500,
686094,9,10,10,9,8,8,8,8,10,1,9,9,9,9,9,9,9,9,9,9,9,9,2,,1000,
686133,7,10,6,6,6,5,7,7,5,4,5,6,7,6,8,8,8,7,7,7,7,7,1,,1000,
686135,5,10,7,7,1,1,5,5,5,8,10,9,10,10,5,5,10,10,10,10,8,5,2,,50000,
686184,3,8,6,4,4,3,3,3,2,5,7,8,8,8,8,8,6,8,8,7,7,7,2,1,,5
686233,6,9,7,8,6,4,4,5,8,1,6,8,7,5,6,7,5,8,9,6,8,7,2,,500,
686235,5,7,8,3,2,2,2,2,4,1,3,8,8,8,6,4,9,7,7,5,8,8,2,,10000,
686259,8,9,6,6,6,5,5,5,5,1,8,9,9,8,8,8,9,8,9,8,9,7,2,1,,
686289,6,10,7,7,7,5,3,3,1,10,9,9,10,9,10,7,9,9,10,10,8,7,2,1,,
686293,7,10,7,7,6,6,3,3,2,10,9,9,10,10,8,8,9,9,10,10,9,9,2,1,,
686325,6,8,8,10,8,6,5,2,4,1,9,9,9,9,6,8,8,8,9,9,8,8,2,1,,
686391,7,10,8,8,7,7,5,2,7,1,9,9,9,9,9,9,8,9,9,9,9,9,1,,10000,
686429,3,10,8,8,6,5,4,2,6,2,9,8,9,9,6,7,10,9,10,9,9,9,2,1,,
686492,8,10,9,6,6,6,6,6,7,7,10,10,10,10,8,8,10,10,10,10,8,8,2,,5000,
686508,1,7,8,1,1,1,1,1,5,1,5,5,5,5,5,6,7,8,8,8,8,8,2,,40000,5
686522,1,10,5,8,8,8,3,2,2,1,8,10,10,10,4,10,8,10,10,10,8,10,2,1,,
686538,6,9,7,8,7,6,6,6,6,1,7,8,8,9,8,8,8,8,8,8,9,7,2,1,,
686543,9,10,8,8,8,8,8,8,8,9,8,8,8,8,8,8,10,10,10,10,10,10,2,,10000,
686558,8,10,8,7,6,6,6,6,8,1,8,9,9,9,9,8,8,9,9,9,9,8,2,,100,
686571,8,9,7,7,7,7,7,4,5,2,8,8,8,8,9,8,8,8,9,8,8,7,1,,40000,6
686601,4,9,6,5,5,4,3,3,2,5,8,10,8,10,10,8,8,8,8,8,10,9,2,,5000,
686657,8,10,9,8,8,8,7,6,7,1,8,10,10,8,7,9,8,10,10,5,8,10,2,,10000,
686661,8,10,8,8,8,8,7,5,7,1,7,10,10,8,6,8,8,10,10,6,7,9,2,1,,
686715,1,9,9,9,9,9,4,4,7,1,6,10,10,10,10,6,6,10,10,10,10,6,2,1,,
686717,9,10,10,8,7,7,7,6,8,1,8,9,9,9,9,8,8,9,9,9,8,8,2,,500,
686742,9,8,7,8,8,7,8,7,8,7,8,7,8,8,7,8,7,8,8,7,8,8,2,1,,
686757,8,10,10,8,5,5,5,5,5,1,6,10,10,10,10,6,10,10,10,10,10,10,2,1,,8
686760,8,7,6,7,8,7,7,6,5,5,5,6,4,5,4,4,6,5,6,5,4,5,2,1,,
686829,6,8,8,8,7,7,7,6,5,8,8,8,8,9,9,9,7,8,8,8,8,9,2,1,,
686863,3,10,2,2,2,1,1,1,4,4,9,10,10,10,10,10,10,10,10,10,10,10,2,1,,
686887,6,10,10,8,7,6,1,1,5,6,9,10,10,9,9,9,10,10,10,10,10,10,2,1,,
686893,4,10,7,6,6,4,4,4,5,1,5,10,10,6,5,6,6,9,9,9,8,8,2,,10000,5
686911,10,10,5,5,5,4,1,1,6,6,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
686954,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
686979,4,8,5,6,5,5,5,2,6,2,9,10,10,10,5,7,5,5,6,7,7,9,2,,50000,
686991,6,10,8,7,8,7,6,6,8,1,8,10,10,8,8,7,8,10,10,10,6,5,2,,20000,
686992,6,10,9,9,7,7,7,6,7,1,9,9,10,8,8,8,8,10,10,9,8,7,2,2,,
686995,7,10,7,5,7,6,6,6,7,1,10,10,10,10,8,7,9,9,10,6,7,7,2,,20000,
687000,7,10,7,5,6,6,5,5,7,1,9,10,10,8,7,7,8,9,10,6,6,5,2,1,,
687005,6,6,6,6,5,4,4,4,6,4,6,6,7,7,7,6,6,6,6,7,7,7,2,2,,9
687007,4,8,8,8,5,5,2,2,4,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,
687012,8,8,7,7,6,7,5,5,7,8,8,8,9,9,9,9,8,8,8,8,9,9,2,,1000,
687021,7,9,9,7,7,6,6,5,6,1,7,8,8,8,7,8,8,7,8,8,7,6,2,,20000,
687022,8,10,9,8,7,6,6,4,6,1,7,9,9,8,8,7,8,8,7,7,8,5,2,1,,
687030,8,10,8,8,8,8,5,1,8,1,8,10,10,8,7,10,8,10,10,8,7,10,2,1,,
687033,2,10,3,6,6,6,2,1,1,5,7,10,10,10,1,6,10,10,10,8,8,10,2,1,,
687039,6,9,7,7,6,5,5,5,5,1,7,8,9,8,8,8,8,8,8,7,8,8,2,1,,
687043,6,9,6,6,6,5,5,4,4,1,6,8,7,7,7,8,7,7,8,7,8,8,2,,5000,
687070,8,10,9,9,8,8,6,5,7,1,9,10,10,10,10,8,10,10,10,8,9,10,2,1,,
687075,4,10,7,5,5,4,5,3,2,2,5,8,10,10,5,6,8,9,10,9,8,8,2,1,,
687104,1,10,7,7,7,7,5,5,7,1,7,10,10,10,10,7,7,10,10,10,10,7,2,1,,
687112,9,10,9,7,7,7,7,7,8,1,8,9,9,9,8,8,8,9,9,9,8,8,2,,1000,
687157,8,9,8,8,6,6,5,4,4,1,7,9,8,7,7,8,7,7,7,7,7,8,2,1,,
687164,6,8,7,6,6,5,5,3,3,1,7,8,7,7,7,8,7,8,8,8,8,7,2,1,,
687165,5,10,6,6,5,5,5,5,3,2,6,8,8,7,7,8,8,7,7,7,8,7,2,1,,
687174,5,10,8,7,5,5,5,5,4,1,7,9,9,9,7,9,8,9,9,7,7,9,2,,5000,
687188,2,10,6,5,5,4,2,2,5,4,10,10,10,10,10,1,9,10,10,10,10,10,2,2,,
687213,8,10,9,8,7,7,7,6,9,1,7,9,9,9,9,7,7,8,8,8,8,7,2,,1000,
687248,4,10,6,6,5,5,5,5,3,1,9,7,9,10,5,8,9,7,9,10,5,8,2,,10000,8
687263,8,10,9,8,8,7,7,5,7,1,8,8,10,10,8,8,8,8,10,8,8,8,2,,80000,9
687291,5,10,6,6,6,6,6,5,6,10,8,8,10,10,8,6,8,10,10,8,6,10,2,1,,
687304,7,10,6,5,5,4,1,1,5,3,9,10,10,10,10,10,10,10,10,10,10,10,2,1,,
687322,7,7,8,4,5,5,4,4,4,1,6,9,9,8,7,8,8,8,8,7,8,8,2,1,,
687324,5,10,7,7,6,6,6,6,5,1,7,9,9,9,8,9,8,7,7,8,8,7,2,1,,
687327,8,10,8,8,7,6,6,6,7,1,7,8,8,7,7,6,8,8,8,7,8,7,2,,5000,
687356,4,10,7,7,6,6,1,1,2,1,8,9,9,10,7,8,8,10,10,10,9,9,2,1,,
687463,10,10,6,6,5,4,1,1,5,4,9,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
687471,6,10,8,7,5,5,5,4,5,1,8,8,8,7,7,7,8,8,9,7,9,7,2,1,,
687491,5,10,7,8,7,7,5,1,8,1,7,10,10,10,10,10,10,10,10,10,10,10,2,1,,
687508,9,10,9,8,8,8,7,6,9,1,8,9,9,9,8,8,8,9,9,9,8,8,2,,500,
687564,2,7,6,4,4,5,4,4,5,3,8,8,8,10,7,10,10,10,10,10,10,10,2,1,,6
687582,5,9,8,7,5,5,5,4,2,1,6,9,9,8,7,7,9,9,9,9,7,7,2,,4000,
687630,5,8,6,5,5,5,2,1,4,5,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
687644,5,9,7,5,8,8,8,8,6,6,6,9,9,9,9,9,9,9,9,9,9,9,2,1,,
687683,10,10,4,6,9,9,9,1,9,1,1,1,1,1,1,2,10,10,10,10,10,5,2,,80000,
687831,8,8,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,,
687841,6,6,5,6,7,6,6,6,6,7,6,7,6,5,5,5,5,6,7,6,6,6,2,1,,
687846,7,7,6,7,8,8,8,7,7,7,7,8,7,6,7,7,7,7,7,7,7,7,2,1,,
687851,7,6,7,7,7,6,7,7,7,7,7,6,7,6,7,6,6,7,6,6,6,6,2,1,,
687882,5,8,7,6,7,6,6,6,7,7,6,5,6,6,6,6,6,6,7,5,7,6,2,1,,
687883,7,7,4,2,2,3,3,3,3,6,7,5,6,6,6,6,6,7,6,6,6,6,2,1,,
687892,7,9,7,7,6,6,6,7,6,6,6,7,6,6,6,6,6,7,6,7,6,6,2,1,,
687893,7,7,6,7,8,8,8,7,7,7,7,6,7,7,8,7,8,8,7,7,7,8,2,1,,
687894,7,9,8,7,6,6,6,7,7,7,7,6,7,7,6,7,7,8,9,8,9,8,2,1,,
687900,5,10,5,10,5,5,5,5,5,10,8,10,10,10,10,10,8,10,10,10,10,8,2,1,,
687916,7,10,7,8,8,8,2,2,6,7,8,9,9,10,10,5,10,10,10,10,10,10,2,,6000,
687917,8,10,8,8,7,7,6,6,8,8,8,10,10,10,8,8,10,10,10,10,9,9,2,,3000,
687938,7,5,1,1,1,1,1,1,1,7,5,7,8,6,6,7,5,7,8,4,6,7,2,1,,
687953,6,9,7,5,5,5,5,3,6,1,8,10,10,7,10,7,8,8,8,6,8,8,2,,5000,
687971,4,8,7,5,4,4,4,4,7,1,8,10,9,9,6,6,6,8,8,6,6,4,2,1,,
687987,5,10,8,6,6,6,6,7,7,5,7,8,7,8,6,7,8,8,8,8,8,8,2,1,,
687988,6,9,8,5,8,5,5,8,8,7,8,8,9,8,8,8,8,9,10,8,8,8,2,2,,
687990,7,9,7,6,7,8,7,6,6,6,7,8,9,7,6,7,8,7,8,7,7,7,2,1,,
687993,7,8,7,7,8,4,4,4,3,1,8,8,9,9,9,9,8,9,9,9,8,8,2,1,,
688003,6,10,6,6,6,6,5,2,10,10,8,10,10,10,8,7,7,10,10,10,8,6,2,1,,
688009,6,8,7,7,6,6,6,6,4,3,5,6,6,6,7,6,7,8,8,5,8,8,2,1,,
688018,1,9,5,5,5,5,1,8,1,1,8,8,9,10,8,10,8,10,8,10,10,10,2,,6000,
688022,6,10,8,8,7,7,6,6,5,1,8,10,10,8,8,6,8,9,9,8,8,7,2,1,,
688086,7,8,7,7,8,7,7,6,6,5,9,9,9,9,8,8,9,9,9,9,8,8,2,1,,8
688097,5,8,8,8,5,5,3,3,3,1,5,7,6,7,7,8,5,4,5,6,4,5,2,1,,
688111,7,9,6,5,7,6,4,5,5,7,8,9,9,7,7,8,9,7,9,6,8,8,2,1,,
688142,8,10,10,10,8,8,8,8,5,4,8,10,10,6,10,7,10,10,8,6,8,7,2,,5000,
688149,5,10,9,7,5,5,7,2,8,1,10,10,10,10,7,7,7,9,8,10,10,8,2,,100000,
688159,4,9,6,3,2,2,2,1,3,3,3,9,8,8,6,5,8,9,9,9,8,8,2,,3000,
688162,3,8,8,6,6,6,6,6,6,1,7,7,7,8,6,6,7,7,7,7,6,6,2,1,,
688172,7,10,9,7,7,7,7,6,5,2,8,8,8,8,8,8,8,8,8,6,7,7,2,,1500,
688204,1,9,8,2,5,5,5,5,1,5,10,8,8,7,9,9,10,8,8,7,9,9,1,,4000,
688210,9,10,10,8,8,7,7,7,9,1,9,9,9,9,7,9,9,9,9,9,7,9,2,,500,
688212,5,7,3,5,5,5,5,5,4,10,10,10,10,10,9,5,10,10,10,10,10,6,2,,5000,
688276,2,8,7,6,6,6,1,1,1,5,8,9,9,9,9,9,9,9,9,9,9,9,2,1,,
688277,1,10,8,7,8,8,8,5,5,1,7,10,10,8,8,7,9,7,9,6,8,8,2,,10000,
688338,6,7,7,5,5,5,4,1,6,1,5,10,10,9,8,6,8,8,8,8,8,8,2,,3000,7
688360,1,10,8,8,8,8,7,7,8,2,10,10,10,10,10,10,10,10,10,10,10,10,2,,12000,
688385,5,9,6,1,6,5,5,1,5,10,5,9,9,10,9,6,6,10,10,10,10,6,2,1,,
700073,7,10,10,10,5,4,4,4,5,1,3,10,10,10,7,6,10,10,10,10,6,6,2,,10000,
700201,9,10,9,8,6,6,5,4,8,1,7,9,9,8,7,8,7,9,9,8,7,6,2,,1000,
700221,1,10,10,7,7,7,7,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
700234,1,10,10,10,10,10,5,5,8,1,5,10,10,10,10,10,5,10,10,10,10,10,2,1,,
700403,1,10,10,5,5,5,5,5,10,1,10,10,10,10,10,10,10,10,10,10,10,10,1,,30000,
700531,4,9,7,7,7,5,7,5,5,3,9,9,8,9,8,9,10,10,10,10,10,10,2,,10000,5
700624,9,10,9,9,8,8,8,7,9,1,9,10,10,10,8,8,8,9,9,9,8,8,2,,500,
700719,7,10,8,6,6,6,6,6,7,1,7,8,8,8,8,7,7,8,8,8,7,7,2,,500,
700729,1,10,7,7,7,7,7,7,7,2,10,10,10,10,7,7,10,10,10,10,7,7,2,1,,
700752,8,10,9,8,8,8,7,7,8,1,8,9,9,9,7,8,8,9,9,9,7,9,2,,500,
700818,4,10,8,8,6,6,3,1,5,6,8,10,10,10,10,8,7,10,10,10,10,10,2,,6000,
701002,7,10,8,7,7,7,7,5,5,4,10,10,10,8,8,7,10,10,10,8,6,7,2,1,,
701059,7,10,9,9,6,6,4,2,6,5,5,9,10,10,9,9,8,10,10,10,9,9,2,,1500,
701105,7,9,7,7,6,6,5,5,8,1,7,8,8,8,7,8,7,7,8,8,7,7,2,1,,
701229,6,7,4,7,7,6,6,6,1,1,5,4,9,10,8,10,1,1,10,6,6,6,2,,15000,
701324,8,10,7,7,7,7,5,5,5,1,9,9,10,10,8,8,8,10,10,10,10,8,2,1,,
701401,1,10,10,7,5,5,5,5,1,10,10,10,10,10,5,7,10,10,10,10,10,10,2,1,,
701514,2,10,8,6,1,1,1,1,4,10,7,10,10,10,7,5,6,7,7,7,7,4,2,1,,
701531,6,8,7,7,6,6,6,6,6,1,5,8,8,8,8,7,7,8,8,7,7,7,2,,1000,
701553,5,10,7,7,7,6,7,5,5,1,8,10,9,8,8,6,8,10,8,8,7,6,2,2,,
701604,7,10,10,9,10,8,9,7,8,10,7,10,10,9,9,8,8,10,10,9,9,8,2,,1,
701620,5,8,7,6,8,7,6,7,6,5,7,7,8,7,7,8,8,8,7,8,7,8,2,2,,
701638,3,9,8,7,7,7,6,6,8,2,10,10,10,9,7,6,9,8,8,8,7,7,2,,10000,
701647,8,10,10,9,8,8,7,6,7,2,9,10,10,9,7,8,10,10,9,9,8,7,2,1,,
701653,9,9,8,8,7,7,6,5,7,2,9,10,10,8,7,8,9,9,9,9,7,7,2,,7000,
701727,8,8,8,7,7,7,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
701800,6,10,8,8,7,7,7,9,7,10,10,10,9,10,7,8,10,10,9,10,8,8,2,,10000,
702150,1,10,5,8,8,8,8,6,3,1,10,10,10,10,10,6,10,10,10,10,10,6,2,,50000,
702643,2,8,7,7,7,7,7,7,7,8,7,7,7,7,7,6,8,8,8,8,8,8,1,1,,
702656,6,10,6,6,6,6,3,1,5,1,8,10,10,10,10,10,8,10,10,10,10,10,2,2,,
704018,1,10,1,1,1,1,1,1,4,1,10,10,10,10,2,10,10,10,10,10,5,10,2,2,,
704118,5,10,10,7,7,7,6,5,6,1,7,10,10,10,5,7,7,10,10,10,7,7,2,1,,
704305,8,10,9,8,7,7,7,6,8,1,7,9,9,9,9,7,7,8,8,7,7,7,2,,1000,
704365,1,10,10,8,8,8,5,5,6,1,6,10,10,10,10,10,6,10,10,10,10,10,2,,20000,
704702,1,10,1,1,2,2,6,3,1,1,7,10,10,10,10,10,10,10,10,10,10,10,1,,5000,
704752,4,8,4,6,6,6,6,6,4,6,6,8,8,8,8,8,8,8,8,8,8,8,1,,1000,
704832,8,10,8,8,8,8,4,1,8,1,8,10,10,8,8,10,8,10,10,8,8,8,2,1,,
704836,5,6,6,6,6,6,3,3,8,1,6,10,10,10,5,10,6,10,10,10,7,10,2,1,,
704911,5,8,7,6,6,6,6,1,5,5,7,10,10,8,5,8,7,10,10,5,7,8,1,,1000,5
704927,5,10,7,5,1,1,1,1,1,1,8,10,10,8,5,10,10,10,10,6,6,10,2,,10000,10
705115,7,9,9,9,9,9,9,9,9,8,8,9,9,9,8,7,9,9,9,9,8,7,2,1,,
705215,1,10,10,5,8,8,3,3,8,1,7,10,10,10,8,10,7,10,10,10,8,10,2,1,,
705238,1,10,8,8,8,8,6,6,8,1,8,10,10,10,10,10,8,10,10,10,10,10,2,1,,
705774,3,7,7,5,4,4,4,1,5,6,5,6,5,7,5,5,6,5,5,7,6,5,2,1,,
705821,8,8,8,8,8,8,6,4,3,8,6,6,5,8,7,8,6,5,6,7,8,6,2,1,,
706104,6,9,6,6,6,6,6,5,5,7,7,7,8,10,8,6,9,9,9,9,9,7,2,,2000,
706329,1,8,6,6,6,6,5,1,2,7,7,9,8,9,9,9,7,8,8,8,7,8,2,1,,
706336,5,10,9,8,6,6,6,6,6,9,8,10,10,10,10,9,8,10,10,10,9,7,2,1,,
706339,4,9,8,7,7,7,7,7,7,10,7,8,9,9,9,7,8,7,8,9,8,8,2,1,,
706422,6,10,8,7,7,8,7,5,8,1,1,10,10,10,10,6,8,10,10,10,10,8,2,,30000,
706436,1,8,1,5,7,2,2,2,5,1,8,10,10,10,8,7,10,10,10,9,8,6,1,,70000,
706448,4,8,8,5,6,6,7,4,6,1,8,10,10,10,10,10,10,10,10,8,10,8,2,,10000,
706524,9,10,10,10,10,10,10,10,8,10,10,10,10,10,8,5,10,10,10,10,8,5,2,,15000,
706539,3,10,10,7,8,8,2,2,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
706552,9,10,9,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
706629,5,10,5,5,5,5,2,2,8,1,8,10,10,5,7,10,8,8,8,8,8,10,2,1,,
706634,7,10,7,7,6,6,5,5,6,9,8,8,8,8,8,7,8,9,9,9,9,7,2,,50000,
706649,3,10,7,7,7,6,5,1,4,8,8,8,8,9,7,7,7,7,7,9,7,6,2,,100000,
706656,7,7,5,5,5,5,4,4,5,6,5,7,7,7,7,7,5,7,7,7,7,7,2,1,,
706727,1,10,10,5,4,8,1,1,5,10,5,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
706921,8,9,9,9,7,7,7,7,8,9,10,10,10,8,7,10,10,10,10,10,10,10,2,1,,
706926,9,10,9,9,7,7,7,7,9,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
707104,6,10,7,8,6,6,5,5,8,10,7,9,9,8,8,7,7,8,10,9,8,8,2,,50000,8
707106,5,10,5,5,5,5,5,5,5,5,6,10,8,10,8,8,7,10,10,10,10,10,2,1,,4
707344,6,8,6,3,6,6,6,1,5,6,8,9,9,8,10,7,8,10,10,10,10,8,2,,10000,7
707537,1,10,5,5,5,5,5,5,6,1,7,10,10,10,10,10,7,10,10,10,10,10,2,1,,
707554,1,9,9,10,9,9,5,5,6,1,6,10,10,10,10,10,6,10,10,10,10,10,2,,12000,
707663,5,8,6,6,5,5,5,4,5,3,7,8,10,10,4,4,8,10,10,7,7,8,2,,1000,
707771,2,10,5,6,1,1,1,1,2,1,10,10,10,5,5,10,10,10,10,10,10,10,2,,20000,10
707811,8,9,8,4,8,8,7,4,5,8,7,9,8,6,7,7,7,7,7,7,6,7,1,1,,
707900,9,10,10,9,10,10,9,7,9,3,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,10
707916,7,9,8,6,8,8,7,5,7,1,9,10,10,8,7,8,9,10,10,6,8,7,2,1,,4
707938,7,10,9,8,8,8,7,7,7,2,10,10,10,8,8,9,10,10,10,8,8,8,2,,5000,7
707963,6,10,8,4,4,4,4,4,8,1,8,10,10,8,8,6,8,10,10,10,10,10,2,,100,9
708043,7,10,8,8,8,8,8,7,7,4,10,9,10,9,9,8,10,9,10,9,9,9,2,,5000,7
708090,5,7,5,5,5,7,5,3,7,3,3,10,10,10,6,5,10,10,10,3,10,5,2,1,,6
708447,5,7,7,5,4,3,2,2,4,6,8,8,8,8,8,8,8,8,8,8,8,7,2,1,,
708522,8,10,9,6,10,8,8,6,8,3,9,9,10,10,8,7,9,9,10,10,8,7,2,,10000,7
708747,8,6,6,4,3,4,3,2,6,6,4,5,6,6,6,6,4,6,6,6,6,4,2,1,,8
709310,9,10,6,7,7,4,4,4,4,7,10,10,10,10,10,10,10,10,10,10,10,10,2,,2500,
709421,8,10,3,8,6,5,7,5,6,8,8,8,8,7,8,7,8,8,8,9,8,8,2,,10000,7
709423,6,10,8,8,7,6,7,7,1,2,9,8,7,7,9,9,9,9,8,10,9,8,2,,13000,10
709426,6,10,8,6,8,6,7,3,4,2,10,10,10,8,5,7,6,10,10,10,7,7,2,,20000,8
709442,7,10,7,5,7,6,4,1,6,4,6,10,9,10,10,7,8,7,10,10,10,9,2,,10000,9
709460,7,9,7,7,8,7,7,5,7,2,8,9,10,9,8,8,8,8,10,9,9,8,1,,10000,7
709470,5,10,7,4,4,4,5,6,3,3,9,10,10,9,8,8,10,10,9,9,8,8,2,1,,6
709504,4,10,8,6,5,5,5,5,7,1,10,10,10,10,8,5,8,10,10,8,9,6,2,1,,
709508,7,10,10,8,8,8,8,7,8,1,8,10,10,10,8,7,7,10,10,9,7,6,2,,30000,
709519,4,10,8,8,7,6,5,5,7,3,8,10,10,9,7,6,8,9,10,7,7,6,2,,50000,
709520,1,8,8,7,7,7,6,6,8,1,6,10,10,10,7,5,5,10,10,7,7,5,2,1,,
709524,5,10,8,6,7,7,6,6,7,1,10,10,10,10,7,8,10,8,10,8,7,7,2,,50000,
709803,7,10,10,8,8,8,8,8,7,2,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
709830,8,8,8,5,5,5,5,5,4,1,7,7,8,7,7,7,8,8,8,7,8,7,2,1,,
709950,1,10,8,8,8,8,8,4,4,5,5,9,10,10,7,7,6,8,9,8,7,7,2,1,,
709953,5,10,7,7,7,7,5,5,3,6,8,8,9,6,6,7,7,7,9,7,7,8,2,1,,
710165,9,2,9,2,3,2,4,2,6,3,6,6,6,6,6,3,7,7,10,9,9,10,2,,10000,
710303,5,10,7,5,4,4,3,2,6,1,5,10,10,5,10,10,5,10,10,5,10,10,1,,5000,10
710308,1,10,7,10,5,5,1,1,5,1,5,10,10,9,6,9,6,8,8,9,9,9,2,,5000,6
710415,4,10,10,10,5,5,1,1,7,4,10,10,10,10,10,10,10,10,10,10,10,10,2,,25000,
710440,6,10,8,7,7,7,7,7,8,1,8,8,8,8,8,7,8,8,8,7,7,7,2,1,,
710547,8,9,7,7,7,6,6,4,7,1,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
710624,6,10,8,4,5,5,5,3,1,1,3,9,10,9,10,8,10,9,10,8,10,10,2,,15000,8
710872,7,10,10,10,9,9,9,9,5,1,10,10,10,10,7,7,10,10,10,10,7,7,1,,30000,
710905,5,10,8,6,7,7,3,2,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
710944,10,10,2,2,2,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,1000,
711014,8,9,8,7,7,6,6,6,8,1,8,8,9,9,7,8,9,9,9,9,7,8,2,,500,
711022,7,10,10,8,7,7,7,6,9,1,7,9,9,9,7,9,8,9,9,9,7,8,2,,1000,
711111,3,10,5,5,7,2,2,1,7,1,1,10,10,10,5,7,8,10,10,10,7,8,1,1,,
711112,3,10,8,6,4,4,4,4,3,1,1,10,10,7,7,1,10,8,10,5,8,8,2,,100000,
711402,1,10,5,5,5,5,5,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
711417,1,10,5,5,5,5,4,4,7,5,10,10,10,10,8,8,10,10,10,10,8,9,2,1,,
711432,1,10,7,8,8,8,7,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,1,,25000,
711434,7,10,8,7,7,6,6,6,8,1,8,9,9,9,8,9,8,9,9,9,8,8,2,,500,
711467,1,10,10,8,8,8,5,6,6,1,10,10,10,10,8,8,10,10,10,10,8,8,2,1,,
711479,8,10,9,8,7,7,6,6,8,1,8,9,9,9,7,8,8,9,9,9,7,7,2,,1000,
711532,8,9,8,7,7,7,6,6,8,1,9,9,9,9,7,8,9,9,9,9,8,8,2,,1000,
711611,3,7,3,3,3,3,3,1,1,5,5,7,7,7,5,7,7,7,7,7,7,5,2,,5000,
711660,3,9,9,7,5,5,5,5,5,1,10,8,10,8,7,6,10,8,10,8,7,7,2,1,,
711802,10,10,9,9,10,10,5,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,30000,
711829,1,8,7,6,5,5,5,4,6,1,7,8,7,7,7,7,7,7,7,7,7,7,2,1,,
711831,5,10,8,6,6,6,5,4,5,1,8,10,10,10,7,6,8,8,8,8,6,5,2,1,,
712122,2,10,7,6,6,5,5,5,10,5,6,8,10,10,8,8,8,8,10,10,8,8,2,1,,
712127,5,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
712136,5,10,9,9,9,7,6,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
712148,10,10,5,7,5,5,5,5,10,5,10,8,8,9,7,10,10,10,10,10,10,10,2,2,,
712219,7,8,6,4,4,6,2,1,5,7,10,10,8,9,10,6,10,8,6,10,10,6,2,,15000,10
712236,5,9,9,8,8,9,5,1,8,1,8,9,8,8,7,7,8,8,8,8,9,8,2,1,,6
712308,8,8,7,7,6,6,6,5,5,1,8,8,8,8,6,7,8,8,8,8,6,7,2,,3000,
712503,5,5,7,8,8,6,2,2,1,1,7,8,8,8,7,7,8,8,8,8,8,8,2,1,,
712610,6,9,8,7,7,7,5,3,6,6,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
712755,8,10,10,7,7,7,7,3,5,4,4,7,8,10,8,8,8,8,8,8,8,8,2,1,,
712905,6,10,8,7,7,7,7,5,7,1,8,9,9,8,7,6,9,8,10,8,9,8,2,,10000,
712908,5,10,9,5,5,5,5,5,5,1,9,8,9,7,7,8,9,9,10,7,8,8,2,,10000,
712925,3,9,7,6,7,6,5,3,6,1,8,9,9,9,9,8,8,8,9,9,7,8,2,1,,
713057,3,8,7,7,6,6,3,1,5,3,7,8,8,8,8,8,8,8,8,8,8,8,2,,2000,
713222,1,5,6,3,4,7,8,1,7,1,6,10,10,10,10,5,10,10,10,10,10,6,2,,6000,
713247,5,10,8,7,6,6,5,4,7,1,8,9,9,8,7,6,8,10,10,9,8,9,2,,10000,
713250,5,10,7,6,4,5,4,4,4,1,7,10,10,10,6,7,10,10,10,10,7,10,2,,4000,
713303,5,5,6,5,3,3,2,1,3,7,4,7,8,7,6,6,6,6,6,6,6,6,2,1,,
713319,6,7,7,7,5,5,5,5,4,3,7,7,7,7,7,7,7,7,7,7,7,7,2,,4000,
713518,8,8,7,7,7,6,6,6,6,3,7,7,7,7,7,7,7,7,7,7,7,7,2,,5000,
713617,6,8,5,6,5,5,5,5,5,5,6,5,6,5,5,5,7,8,7,7,7,7,2,1,,
713642,6,8,4,4,4,4,4,4,3,6,4,4,5,5,5,5,8,8,8,8,8,8,2,1,,
713755,5,10,8,6,7,7,5,3,7,1,5,7,10,10,1,6,7,10,10,10,7,10,2,1,,
