nquest,pro1,pro2,pro3,pro4,pro5,pro6,tipoimm,quopro,pro7,pro8,pro9,pro10,anposs,supab,ancostr,supte,suptm,usoimm,valabit,affitto,affeff,affimp,poss,immdove,immreg,immest
877241,1,2,,,,,3,100,0,0,0,0,2011,60,1930,,,8,100000,2,0,6000,1,1,,
877244,2,,,,,,1,100,0,0,0,0,2011,110,1800,,,14,,2,0,18000,3,1,,
877244,1,,,,,,3,50,0,0,0,0,1985,42,1985,,,4,30000,1,1500,,6,1,,
877244,2,,,,,,7,100,0,0,0,0,,,,,800,9,30000,2,0,1000,1,1,,
877244,1,,,,,,1,100,0,0,0,0,1983,60,1952,,,8,200000,1,8100,,3,1,,
877244,1,,,,,,1,100,0,0,0,0,1983,57,1974,,,4,200000,1,8400,,3,1,,
877244,1,,,,,,1,100,0,0,0,0,1983,96,1957,,,8,250000,1,2000,,3,1,,
877244,3,,,,,,1,100,0,0,0,0,2012,150,1956,,,4,550000,1,1600,,1,1,,
877244,1,,,,,,2,100,0,0,0,0,1990,198,1932,,,2,750000,2,0,24000,1,1,,
877279,1,2,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,1000,1,1,,
877279,1,,,,,,3,100,0,0,0,0,2007,85,1940,,,2,150000,2,0,4800,3,1,,
877285,1,2,,,,,1,100,0,0,0,0,2004,60,1400,,,1,100000,2,0,4000,1,1,,
877287,1,,,,,,7,100,0,0,0,0,,,,,200,11,100,2,0,1200,3,2,18,
877287,1,,,,,,1,100,0,0,0,0,1986,40,1800,,,1,30000,2,0,1200,3,2,18,
877307,1,,,,,,6,100,0,0,0,0,2010,15,2007,,,3,10000,2,0,600,1,1,,
877307,1,,,,,,6,50,0,0,0,0,2009,14,1960,,,6,30000,1,300,,3,2,7,
877307,1,,,,,,6,50,0,0,0,0,2009,15,1960,,,4,30000,1,300,,3,2,7,
877307,1,,,,,,6,50,0,0,0,0,2009,16,1960,,,4,33000,1,350,,3,2,7,
877307,1,,,,,,1,100,0,0,0,0,1983,60,1890,,,3,140000,2,0,700,1,2,7,
877307,1,,,,,,1,50,0,0,0,0,2009,110,1955,,,14,200000,2,0,1000,3,2,7,
877307,1,,,,,,1,50,0,0,0,0,2003,88,1900,,,1,400000,2,0,2000,1,2,,215
877418,1,,,,,,1,100,0,0,0,0,1993,90,1993,,,4,80000,1,4200,,6,1,,
877418,1,2,,,,,1,100,0,0,0,0,1994,90,1988,,,1,170000,2,0,7500,1,1,,
877487,2,,,,,,1,100,0,0,0,0,1980,90,1800,,,8,130000,2,0,5000,5,1,,
877488,1,,,,,,8,100,0,0,0,0,,,,5,,11,20000,2,0,1200,3,1,,
877488,1,,,,,,7,33,0,0,0,0,,,,20,,10,100000,2,0,12000,3,1,,
877488,1,,,,,,1,100,0,0,0,0,1975,200,1700,,,8,200000,2,0,6000,3,1,,
877488,1,,,,,,3,33,0,0,0,0,1990,450,1990,,,5,200000,1,5000,,2,1,,
877488,1,,,,,,3,33,0,0,0,0,1990,1000,1990,,,5,500000,1,20000,,2,1,,
877488,1,,,,,,1,33,0,0,0,0,1975,550,1975,,,2,600000,2,0,15000,3,1,,
877497,1,2,,,,,1,100,0,0,0,0,2005,80,2005,,,14,200000,2,0,6000,6,1,,
877553,1,2,,,,,7,100,0,0,0,0,,,,1,,11,10000,2,0,1000,1,1,,
877563,1,,,,,,7,100,0,0,0,0,,,,2,,8,10000,2,0,1000,3,1,,
877570,1,,,,,,1,100,0,0,0,0,1985,40,1940,,,8,25000,2,0,1200,3,1,,
877653,1,2,,,,,6,100,0,0,0,0,2009,15,1995,,,3,15000,2,0,60,1,1,,
877662,1,,,,,,7,100,0,0,0,0,,,,4,,10,150000,2,0,,4,1,,
877697,1,2,,,,,7,100,0,0,0,0,,,,10,,10,300000,2,0,2000,4,1,,
877702,1,,,,,,3,100,0,0,0,0,2005,1000,2005,,,2,200000,2,0,30000,1,1,,
877704,1,,,,,,7,50,0,0,0,0,,,,,900,9,1000,2,0,100,3,2,10,
877707,2,,,,,,1,100,0,0,0,0,1986,120,1984,,,14,250000,2,0,6000,2,1,,
877713,1,,,,,,7,100,0,0,0,0,,,,,3000,9,12000,2,0,700,1,1,,
877725,1,,,,,,7,100,0,0,0,0,,,,,2000,11,100000,2,0,50,1,1,,
877739,1,,,,,,7,25,0,0,0,0,,,,,5000,14,30000,2,0,300,3,1,,
877793,1,,,,,,7,100,0,0,0,0,,,,3,,3,100000,2,0,2000,5,1,,
877795,1,,,,,,5,100,0,0,0,0,2008,30,1970,,,2,30000,2,0,4000,5,1,,
877798,1,,,,,,1,100,0,0,0,0,2011,150,1960,,,8,150000,2,0,3600,5,2,15,
877808,2,,,,,,1,100,0,0,0,0,2011,80,1900,,,14,70000,2,0,3000,3,1,,
877821,1,,,,,,1,100,0,0,0,0,1970,100,1954,,,3,80000,2,0,4000,3,1,,
877828,1,,,,,,4,100,0,0,0,0,1998,30,1940,,,8,70000,2,0,4800,5,1,,
877828,1,,,,,,1,50,0,0,0,0,1993,80,1890,,,1,80000,2,0,3000,3,1,,
877829,2,,,,,,8,100,0,0,0,0,,,,1,,15,40000,2,0,1500,3,1,,
877829,1,,,,,,3,100,0,0,0,0,2004,60,2004,,,5,50000,1,5400,,3,1,,
877829,1,,,,,,4,100,0,0,0,0,1987,50,1954,,,5,60000,1,6000,,3,1,,
877829,1,,,,,,7,100,0,0,0,0,,,,2,,9,70000,2,0,600,3,1,,
877829,1,,,,,,2,100,0,0,0,0,1987,80,1954,,,5,100000,1,8400,,3,1,,
877829,1,,,,,,2,100,0,0,0,0,1987,100,1954,,,5,130000,1,8400,,3,1,,
877829,1,,,,,,4,100,0,0,0,0,1987,100,1954,,,5,150000,1,12000,,3,1,,
877829,2,,,,,,8,25,0,0,0,0,,,,1,,11,200000,2,0,800,3,1,,
877902,2,,,,,,7,50,0,0,0,0,,,,,1000,11,800,2,0,100,3,1,,
877902,2,,,,,,1,100,0,0,0,0,2011,105,1960,,,8,125000,2,0,6000,3,1,,
877909,1,,,,,,1,100,0,0,0,0,2012,67,1974,,,14,100000,2,0,4800,5,1,,
877909,2,,,,,,1,50,0,0,0,0,2000,120,1980,,,14,300000,2,0,9800,5,2,15,
877912,1,,,,,,1,15,0,0,0,0,1997,80,1960,,,8,80000,2,0,1200,3,2,15,
877923,1,2,,,,,4,50,0,0,0,0,1978,220,1978,,,4,700000,1,11000,,1,1,,
877948,1,,,,,,1,100,0,0,0,0,2009,75,1930,,,13,250000,2,0,7200,1,1,,
877988,1,2,,,,,7,100,0,0,0,0,,,,18,,9,10000,2,0,1200,4,1,,
878007,1,,,,,,1,100,0,0,0,0,1970,200,1970,,,1,500000,2,0,5000,1,1,,
878011,1,,,,,,7,100,0,0,0,0,,,,,6000,10,50000,2,0,1000,5,1,,
878022,1,2,,,,,6,100,0,0,0,0,1995,200,1970,,,2,100000,2,0,3000,1,1,,
878031,1,,,,,,7,100,0,0,0,0,,,,5,,10,50000,2,0,1000,3,1,,
878031,1,,,,,,7,100,0,0,0,0,,,,10,,10,100000,2,0,2000,3,1,,
878060,1,,,,,,4,100,0,0,0,0,2009,50,1900,,,4,7000,1,350,,3,1,,
878060,1,2,,,,,1,100,0,0,0,0,2000,90,1980,,,1,150000,2,0,900,1,2,1,
878061,1,,,,,,6,100,0,0,0,0,1985,50,1960,,,3,120000,2,0,400,3,1,,
878068,1,,,,,,1,100,0,0,0,0,1966,100,1966,,,4,180000,1,4200,,3,1,,
878074,1,,,,,,1,100,0,0,0,0,1998,70,1940,,,1,150000,2,0,400,3,2,1,
878097,1,2,,,,,1,100,0,0,0,0,1964,51,1964,,,1,20000,2,0,200,3,2,1,
878101,2,,,,,,1,100,0,0,0,0,2001,60,1960,,,4,100000,1,6000,,1,1,,
878103,1,,,,,,1,50,0,0,0,0,2004,55,1950,,,15,90000,1,500,,1,1,,
878117,1,,,,,,6,50,0,0,0,0,1972,15,1972,,,3,20000,2,0,100,2,1,,
878117,1,,,,,,1,50,0,0,0,0,1982,30,1976,,,1,30000,2,0,200,1,2,1,
878117,1,,,,,,1,100,0,0,0,0,2002,65,1964,,,8,80000,2,0,350,3,1,,
878145,1,2,,,,,1,100,0,0,0,0,1996,55,1800,,,14,120000,2,0,350,1,1,,
878150,1,,,,,,1,33,0,0,0,0,2009,90,1950,,,14,100000,2,0,5000,3,1,,
878157,1,,,,,,3,50,0,0,0,0,2000,180,1935,,,2,50000,2,0,10000,3,1,,
878165,1,2,,,,,1,100,0,0,0,0,2006,110,1975,,,1,50000,2,0,1500,1,1,,
878168,2,,,,,,1,100,0,0,0,0,1990,45,1910,,,1,30000,2,0,3000,3,1,,
878186,1,,,,,,1,50,0,0,0,0,1997,85,1950,,,4,100000,2,0,500,4,1,,
878187,1,,,,,,3,100,0,0,0,0,2012,1000,1990,,,2,750000,2,0,12000,2,1,,
878194,2,,,,,,1,100,0,0,0,0,1986,100,1948,,,2,450000,2,0,1000,3,1,,
878201,1,,,,,,6,100,0,0,0,0,2008,10,2008,,,4,90000,1,2040,,2,1,,
878201,1,2,,,,,1,100,0,0,0,0,2000,60,2000,,,1,120000,2,0,3000,2,2,1,
878201,1,,,,,,1,100,0,0,0,0,1999,80,1950,,,14,170000,2,0,7200,1,1,,
878217,1,2,,,,,1,100,0,0,0,0,1998,70,1940,,,14,150000,2,0,500,3,1,,
878217,1,2,,,,,1,100,0,0,0,0,2000,150,1950,,,1,180000,2,0,400,3,2,1,
878217,1,2,,,,,1,100,0,0,0,0,1998,80,1930,,,14,250000,2,0,650,3,1,,
878223,1,2,3,4,,,1,100,0,0,0,0,2012,80,1960,,,1,130000,2,0,350,1,2,1,
878284,1,,,,,,7,100,0,0,0,0,,,,,250,3,3000,2,0,30,1,1,,
878284,1,,,,,,1,100,0,0,0,0,1996,80,1910,,,8,40000,2,0,150,3,1,,
878284,1,,,,,,6,100,0,0,0,0,1996,50,1996,,,3,200000,2,0,3000,5,1,,
878295,1,,,,,,1,100,0,0,0,0,1987,50,1950,,,1,100000,2,0,300,1,1,,
878302,1,,,,,,2,100,0,0,0,0,2000,135,1935,,,2,350000,2,0,1200,1,1,,
878308,1,,,,,,1,100,0,0,0,0,2005,80,1940,,,4,120000,1,6000,,3,1,,
878324,1,,,,,,1,100,0,0,0,0,1955,100,1900,,,1,200000,2,0,500,3,1,,
878348,1,2,,,,,7,100,0,0,0,0,,,,,4000,12,20000,2,0,300,3,2,20,
878348,1,2,,,,,1,100,0,0,0,0,2005,80,1983,,,1,100000,2,0,3600,1,2,20,
878354,2,,,,,,7,100,0,0,0,0,,,,,2000,14,10000,2,0,100,3,1,,
878355,1,,,,,,7,11,0,0,0,0,,,,,500,14,2000,2,0,600,3,1,,
878355,1,,,,,,1,50,0,0,0,0,1991,40,1958,,,4,60000,1,2000,,3,1,,
878355,1,,,,,,1,50,0,0,0,0,1991,40,1958,,,14,60000,2,0,4200,3,1,,
878355,1,,,,,,4,50,0,0,0,0,1991,40,1958,,,4,80000,1,3000,,3,1,,
878365,1,,,,,,1,100,0,0,0,0,1973,120,1973,,,14,200000,2,0,14000,6,1,,
878366,1,,,,,,1,50,0,0,0,0,2010,100,1900,,,14,90000,2,0,4000,3,1,,
878376,1,,,,,,1,100,0,0,0,0,2003,100,1950,,,8,100000,2,0,5000,1,1,,
878435,1,,,,,,8,100,0,0,0,0,,,,,950,8,70000,2,0,3000,3,1,,
878437,1,,,,,,1,100,0,0,0,0,1967,100,1967,,,14,150000,2,0,3600,6,1,,
878452,1,2,,,,,1,50,0,0,0,0,2003,55,1955,,,14,120000,2,0,400,1,2,11,
878503,1,,,,,,1,100,0,0,0,0,2003,250,2003,,,4,400000,1,8400,,6,1,,
878506,1,,,,,,1,100,0,0,0,0,1975,40,1973,,,1,80000,2,0,4000,1,1,,
878535,1,,,,,,1,100,0,0,0,0,1952,80,1952,,,4,80000,1,150,,3,1,,
878552,1,2,,,,,1,25,0,0,0,0,2004,60,1970,,,1,100000,2,0,500,1,2,9,
878552,1,2,,,,,1,50,0,0,0,0,1990,75,1965,,,4,130000,1,7200,,1,1,,
878585,1,,,,,,7,100,0,0,0,0,,,,,600,9,50000,2,0,100,3,1,,
878585,1,,,,,,3,100,0,0,0,0,1990,200,1980,,,2,100000,2,0,1000,1,1,,
878593,1,,,,,,7,50,0,0,0,0,,,,20,,9,100000,2,0,1000,4,1,,
878617,1,,,,,,1,100,0,0,0,0,1990,100,1800,,,8,250000,2,0,7500,3,1,,
878617,1,,,,,,1,100,0,0,0,0,1990,100,1800,,,8,250000,2,0,7500,3,1,,
878617,1,,,,,,1,100,0,0,0,0,1990,100,1800,,,8,250000,2,0,7500,3,1,,
878617,1,,,,,,2,33,0,0,0,0,1998,100,1998,,,3,250000,2,0,7200,5,1,,
878617,1,,,,,,4,33,0,0,0,0,1998,400,1998,,,2,700000,2,0,16000,5,1,,
878617,1,,,,,,1,100,0,0,0,0,2009,1000,1600,,,13,1400000,2,0,10000,3,1,,
878627,1,,,,,,1,40,0,0,0,0,1995,70,1950,,,4,200000,1,4200,,1,1,,
878627,1,,,,,,1,40,0,0,0,0,1980,60,1910,,,4,250000,1,3600,,1,1,,
878627,1,,,,,,1,100,0,0,0,0,1955,85,1950,,,4,300000,1,4800,,6,1,,
878627,1,,,,,,1,100,0,0,0,0,1955,85,1950,,,4,300000,1,4800,,6,1,,
878627,1,,,,,,1,100,0,0,0,0,1955,85,1950,,,4,300000,1,4800,,6,1,,
878627,1,,,,,,1,100,0,0,0,0,1983,80,1983,,,4,450000,1,4800,,2,1,,
878627,1,,,,,,1,100,0,0,0,0,1983,80,1983,,,4,450000,1,4800,,2,1,,
878627,1,,,,,,1,100,0,0,0,0,1983,80,1983,,,4,450000,1,4800,,2,1,,
878627,1,,,,,,2,40,0,0,0,0,1990,200,1990,,,6,1200000,1,42000,,6,1,,
878627,1,,,,,,4,40,0,0,0,0,1995,200,1975,,,7,1200000,1,36000,,1,1,,
878671,1,,,,,,7,100,0,0,0,0,,,,2,,9,20000,2,0,2000,3,1,,
878671,1,,,,,,1,100,0,0,0,0,1995,35,1800,,,1,80000,2,0,3000,3,1,,
878671,1,,,,,,1,100,0,0,0,0,1995,45,1800,,,1,100000,2,0,3000,3,1,,
878675,1,,,,,,1,100,0,0,0,0,2006,70,2006,,,1,140000,2,0,4000,1,1,,
878680,2,,,,,,1,100,0,0,0,0,1974,70,1900,,,1,120000,2,0,6000,3,1,,
878683,1,,,,,,7,100,0,0,0,0,,,,6,,10,400000,2,0,2000,1,1,,
878684,1,,,,,,7,100,0,0,0,0,,,,12,,8,36000,2,0,1000,3,1,,
878684,1,,,,,,1,100,0,0,0,0,1993,100,1874,,,1,180000,2,0,5000,3,1,,
878713,1,2,,,,,1,100,0,0,0,0,1980,60,1900,,,1,120000,2,0,200,3,2,16,
878722,1,,,,,,6,50,0,0,0,0,1990,30,1930,,,3,15000,2,0,90,3,1,,
878722,1,,,,,,1,50,0,0,0,0,1990,50,1930,,,3,90000,2,0,250,3,1,,
878738,1,2,,,,,1,100,0,0,0,0,1990,65,1930,,,1,120000,2,0,230,3,2,18,
878750,1,2,,,,,1,100,0,0,0,0,1990,60,1950,,,1,120000,2,0,250,1,2,18,
878768,2,,,,,,5,50,0,0,0,0,2000,100,1970,,,2,100000,2,0,5000,3,1,,
878788,1,,,,,,7,40,0,0,0,0,,,,,1000,8,1000,2,0,1000,1,1,,
878792,1,,,,,,4,100,0,0,0,0,1990,60,1970,,,8,170000,2,0,7000,3,1,,
878797,1,,,,,,1,100,0,0,0,0,1960,60,1960,,,4,100000,1,4800,,6,1,,
878817,2,,,,,,3,33,0,0,0,0,1992,300,1968,,,2,80000,2,0,1200,2,1,,
878845,1,,,,,,6,100,0,0,0,0,1992,53,1992,,,8,50000,2,0,3000,2,1,,
878845,1,2,,,,,1,100,0,0,0,0,2006,90,2005,,,13,120000,2,0,4800,2,1,,
878845,1,,,,,,1,100,0,0,0,0,2006,300,2005,,,4,180000,1,5000,,2,1,,
878848,1,2,,,,,1,100,0,0,0,0,2003,70,1980,,,1,140000,2,0,7000,1,1,,
878873,2,,,,,,1,100,0,0,0,0,1993,70,1970,,,2,80000,2,0,5000,3,1,,
878874,1,,,,,,1,50,0,0,0,0,2001,45,1963,,,14,75000,2,0,4000,3,1,,
878883,1,2,,,,,7,100,0,0,0,0,,,,6,,9,70000,2,0,3000,3,1,,
878905,1,,,,,,1,50,0,0,0,0,2000,70,1950,,,1,20000,2,0,1000,1,2,11,
878945,1,,,,,,1,100,0,0,0,0,2006,70,2005,,,1,150000,2,0,5500,2,2,13,
878973,1,,,,,,1,50,0,0,0,0,2005,80,2004,,,1,160000,2,0,6000,1,1,,
879047,1,,,,,,1,100,0,0,0,0,2003,55,1970,,,4,90000,1,4200,,3,1,,
879059,2,,,,,,7,100,0,0,0,0,,,,1,,9,5000,2,0,300,3,1,,
879066,1,2,,,,,1,100,0,0,0,0,1996,45,1910,,,3,20000,2,0,1200,1,1,,
879078,2,,,,,,1,100,0,0,0,0,1985,80,1950,,,1,120000,2,0,350,3,1,,
879086,2,,,,,,1,100,0,0,0,0,2005,80,1990,,,4,145000,1,3600,,3,1,,
879106,1,,,,,,7,100,0,0,0,0,,,,,1000,11,20000,2,0,100,3,1,,
879106,1,,,,,,3,100,0,0,0,0,1970,200,1950,,,2,50000,2,0,700,3,1,,
879106,1,,,,,,3,100,0,0,0,0,1950,300,1950,,,2,100000,2,0,500,3,1,,
879168,1,,,,,,1,100,0,0,0,0,2003,70,1950,,,8,150000,2,0,500,3,1,,
879192,1,2,,,,,7,100,0,0,0,0,,,,1,,9,45000,2,0,100,3,1,,
879229,1,2,,,,,1,60,0,0,0,0,1990,100,1900,,,3,,2,0,,3,1,,
879229,1,2,,,,,6,60,0,0,0,0,1990,120,1950,,,8,,2,0,1200,3,1,,
879229,1,2,,,,,7,60,0,0,0,0,,,,,8000,4,10000,1,120,,3,1,,
879235,1,,,,,,7,100,0,0,0,0,,,,,2000,8,10000,2,0,500,3,1,,
879235,1,,,,,,6,100,0,0,0,0,2004,100,1920,,,8,50000,2,0,2500,3,1,,
879235,1,,,,,,1,100,0,0,0,0,1972,50,1970,,,1,100000,2,0,3600,3,1,,
879249,1,,,,,,7,50,0,0,0,0,,,,2,,11,1000,2,0,100,5,1,,
879249,1,,,,,,3,100,0,0,0,0,2012,350,2012,,,14,200000,2,0,2000,6,1,,
879258,2,,,,,,6,100,0,0,0,0,2009,40,1982,,,3,12000,2,0,1200,5,1,,
879258,1,,,,,,1,100,0,0,0,0,2011,90,1968,,,1,50000,2,0,1600,3,2,18,
879275,1,,,,,,6,100,0,0,0,0,1994,25,1930,,,3,30000,2,0,1000,1,1,,
879283,1,,,,,,1,100,0,0,0,0,1965,97,1955,,,4,220000,1,7200,,4,2,9,
879303,1,2,,,,,7,100,0,0,0,0,,,,,1000,11,1000,2,0,200,1,2,9,
879303,1,2,,,,,1,100,0,0,0,0,2009,65,1920,,,8,220000,2,0,3600,1,1,,
879310,1,,,,,,1,10,0,0,0,0,2007,40,1900,,,1,30000,2,0,1500,3,2,16,
879356,1,,,,,,1,50,0,0,0,0,1989,160,1989,,,14,700000,2,0,10000,2,1,,
879378,1,,,,,,1,25,0,0,0,0,2003,40,1900,,,1,8000,2,0,,,,,
879389,1,,,,,,1,100,0,0,0,0,1980,35,1970,,,1,20000,2,0,200,3,1,,
879390,2,,,,,,2,100,0,0,0,0,2006,100,1970,,,2,30000,2,0,300,3,1,,
879400,1,,,,,,4,60,0,0,0,0,2002,300,1960,,,2,80000,2,0,30000,7,1,,
879449,1,,,,,,8,20,0,0,0,0,,,,,3000,14,15000,2,0,2000,3,2,15,
879452,1,,,,,,6,100,0,0,0,0,2006,15,1998,,,3,10000,2,0,1000,1,1,,
879453,1,2,,,,,1,100,0,0,0,0,2000,90,2000,,,1,150000,2,0,10000,1,2,16,
879487,1,,,,,,1,100,0,0,0,0,2000,98,1940,,,4,180000,1,7200,,3,1,,
879490,2,,,,,,5,100,0,0,0,0,2003,60,1988,,,2,140000,2,0,600,1,1,,
879500,1,,,,,,7,100,0,0,0,0,,,,,505,8,5000,2,0,700,3,1,,
879500,1,,,,,,7,100,0,0,0,0,,,,,3350,8,15000,2,0,1000,3,1,,
879500,1,,,,,,7,100,0,0,0,0,,,,2,,8,60000,2,0,2900,3,1,,
879500,1,,,,,,7,100,0,0,0,0,,,,3,,8,100000,2,0,4000,3,1,,
879500,1,,,,,,1,100,0,0,0,0,2011,90,1967,,,8,150000,2,0,500,1,1,,
879529,1,,,,,,7,100,0,0,0,0,,,,,4000,11,8000,2,0,200,3,1,,
879543,1,2,,,,,7,100,0,0,0,0,,,,2,,9,10000,2,0,100,3,1,,
879551,2,,,,,,1,100,0,0,0,0,1980,70,1960,,,8,40000,2,0,2400,5,1,,
879552,1,,,,,,7,100,0,0,0,0,,,,,3000,9,10000,2,0,400,3,1,,
879565,1,2,,,,,7,100,0,0,0,0,,,,2,,9,10000,2,0,300,3,1,,
879568,1,2,,,,,7,100,0,0,0,0,,,,2,,9,12000,2,0,400,3,1,,
879591,1,2,,,,,4,100,0,0,0,0,1991,30,1986,,,5,20000,1,1300,,3,1,,
879605,1,,,,,,7,100,0,0,0,0,,,,,6000,9,3000,2,0,100,5,1,,
879622,2,,,,,,1,100,0,0,0,0,2002,52,1940,,,14,200000,2,0,600,1,2,9,
879628,1,,,,,,1,100,0,0,0,0,1995,120,1970,,,14,200000,2,0,500,1,1,,
879636,1,,,,,,1,50,0,0,0,0,1992,100,1990,,,15,200000,2,0,400,1,1,,
879638,1,,,,,,1,100,0,0,0,0,1995,150,1900,,,13,120000,2,0,200,3,1,,
879638,1,,,,,,7,50,0,0,0,0,,,,15,,14,200000,2,0,10000,3,1,,
879668,1,,,,,,1,100,0,0,0,0,2012,80,1972,,,13,150000,2,0,4500,3,1,,
879674,1,,,,,,4,100,0,0,0,0,2011,150,1700,,,2,750000,2,0,24000,1,1,,
879675,2,,,,,,1,100,0,0,0,0,1963,50,1963,,,1,50000,2,0,4000,2,2,1,
879675,1,2,,,,,1,100,0,0,0,0,1984,100,1957,,,3,200000,2,0,5000,1,1,,
879675,2,,,,,,1,100,0,0,0,0,2006,95,1963,,,1,400000,2,0,12000,3,2,7,
879688,2,,,,,,1,100,0,0,0,0,1999,100,1960,,,8,130000,2,0,6000,3,2,1,
879688,2,,,,,,1,100,0,0,0,0,2010,75,2010,,,1,200000,2,0,10000,2,2,,215
879688,2,,,,,,1,100,0,0,0,0,1999,150,1960,,,14,300000,2,0,15000,3,1,,
879692,1,,,,,,1,100,0,0,0,0,2007,120,1900,,,8,230000,2,0,7200,1,1,,
879693,1,,,,,,1,100,0,0,0,0,1985,80,1984,,,15,110000,2,0,4800,6,2,20,
879705,1,,,,,,4,100,0,0,0,0,2000,40,1900,,,4,80000,1,6500,,3,2,5,
879705,1,,,,,,1,100,0,0,0,0,2000,160,1908,,,1,180000,2,0,8000,3,2,5,
879724,2,,,,,,1,100,0,0,0,0,2002,45,1980,,,4,100000,1,6600,,1,1,,
879724,1,,,,,,1,25,0,0,0,0,2005,90,1975,,,14,220000,2,0,12000,3,2,12,
879724,1,,,,,,1,25,0,0,0,0,2005,150,1972,,,1,300000,2,0,12000,3,2,19,
879725,1,2,,,,,1,100,0,0,0,0,2000,32,1970,,,1,60000,2,0,5000,1,1,,
879747,2,,,,,,7,50,0,0,0,0,,,,9,,15,30000,2,0,500,1,2,1,
879747,2,,,,,,1,50,0,0,0,0,1980,50,1800,,,3,35000,2,0,1500,1,2,1,
879747,2,,,,,,1,100,0,0,0,0,1982,100,1970,,,1,350000,2,0,10000,1,2,8,
879753,1,,,,,,6,100,0,0,0,0,2008,20,1980,,,3,50000,2,0,3600,1,1,,
879760,1,,,,,,6,100,0,0,0,0,2004,25,1960,,,8,30000,2,0,1000,3,1,,
879760,1,,,,,,6,100,0,0,0,0,2004,25,1957,,,8,40000,2,0,1000,3,1,,
879760,1,,,,,,6,100,0,0,0,0,1960,22,1960,,,4,80000,1,2500,,7,1,,
879760,1,,,,,,1,100,0,0,0,0,2004,60,1957,,,4,200000,1,6000,,3,1,,
879760,2,,,,,,1,100,0,0,0,0,2004,95,1959,,,14,280000,2,0,9600,1,1,,
879875,1,,,,,,1,100,0,0,0,0,2006,50,2006,,,4,100000,1,10000,,1,1,,
879875,1,,,,,,1,100,0,0,0,0,2012,50,2006,,,4,125000,1,10000,,1,1,,
879875,2,,,,,,1,100,0,0,0,0,2008,150,1990,,,8,150000,2,0,12000,1,1,,
879913,2,,,,,,3,100,0,0,0,0,1990,50,1930,,,2,100000,2,0,10000,3,1,,
879925,1,,,,,,6,100,0,0,0,0,1989,13,1970,,,8,7000,2,0,2000,1,1,,
879925,1,,,,,,6,100,0,0,0,0,1989,15,1970,,,8,7000,2,0,2000,1,1,,
879928,1,2,,,,,1,100,0,0,0,0,1990,50,1990,,,1,80000,2,0,3500,1,1,,
879943,2,,,,,,1,100,0,0,0,0,2000,55,1900,,,8,150000,2,0,7000,2,1,,
879951,1,,,,,,4,50,0,0,0,0,2008,60,1970,,,8,30000,2,0,400,3,1,,
879951,1,,,,,,4,50,0,0,0,0,2008,60,1970,,,6,40000,1,3000,,3,1,,
879951,1,,,,,,7,25,0,0,0,0,,,,5,,11,40000,2,0,300,3,1,,
879951,1,,,,,,4,25,0,0,0,0,2008,100,1950,,,5,50000,1,600,,3,1,,
879951,1,,,,,,2,50,0,0,0,0,2008,100,1952,,,8,60000,2,0,800,3,1,,
879951,1,,,,,,1,25,0,0,0,0,2008,180,1995,,,3,300000,2,0,800,3,1,,
880003,2,,,,,,1,33,0,0,0,0,1993,300,1945,,,8,800000,2,0,12000,3,1,,
880012,1,,,,,,7,12,0,0,0,0,,,,9,,11,,2,0,100,3,1,,
880012,2,,,,,,1,20,0,0,0,0,2004,22,1950,,,13,45000,2,0,2500,3,1,,
880013,1,,,,,,6,100,0,0,0,0,2008,25,1970,,,2,20000,2,0,800,1,1,,
880020,2,,,,,,1,80,0,0,0,0,2005,28,1985,,,1,30000,2,0,2000,4,2,19,
880042,1,,,,,,7,100,0,0,0,0,,,,,1300,3,25000,2,0,100,1,1,,
880072,2,,,,,,3,100,0,0,0,0,1993,20,1950,,,8,13000,2,0,2000,1,1,,
880090,2,,,,,,1,100,0,0,0,0,1994,70,1958,,,14,70000,2,0,5000,1,1,,
880090,1,2,,,,,7,100,0,0,0,0,,,,18,,10,300000,2,0,10000,3,1,,
880093,1,,,,,,8,75,0,0,0,0,,,,,1000,15,60000,2,0,100,4,1,,
880093,1,,,,,,1,33,0,0,0,0,2008,80,2000,,,1,200000,2,0,6000,3,1,,
880175,1,,,,,,1,100,0,0,0,0,2012,330,1954,,,1,100000,2,0,400,3,1,,
880175,1,2,,,,,1,100,0,0,0,0,1988,170,1964,,,14,150000,2,0,5000,3,1,,
880181,1,,,,,,1,25,0,0,0,0,2009,80,1850,,,4,130000,1,1200,,3,1,,
880181,1,,,,,,1,25,0,0,0,0,2008,70,1950,,,4,150000,1,1200,,3,1,,
880191,1,,,,,,8,25,0,0,0,0,,,,,1500,11,15000,2,0,500,3,1,,
880191,2,,,,,,1,100,0,0,0,0,1998,70,1970,,,1,150000,2,0,6000,1,2,11,
880195,1,,,,,,1,100,0,0,0,0,1984,100,1969,,,13,130000,2,0,4800,3,1,,
880195,1,,,,,,4,50,0,0,0,0,1984,230,1969,,,2,300000,2,0,24000,3,1,,
880223,1,,,,,,1,100,0,0,0,0,1999,40,1996,,,3,50000,2,0,4000,1,1,,
880252,1,,,,,,6,100,0,0,0,0,1982,20,1980,,,3,30000,2,0,1200,2,1,,
880258,1,2,,,,,1,100,0,0,0,0,2002,85,2000,,,15,160000,2,0,6000,2,1,,
