nquest,debm31,tdebita31,mutuodu31,mutuoin31,tmutuoab31,debgar31_1,debgar31_2,debgar31_3,debgar31_4,debgar31_5,DEBPERS31,debrf31,debm32,tdebita32,mutuodu32,mutuoin32,tmutuoab32,debgar32_1,debgar32_2,debgar32_3,debgar32_4,debgar32_5,DEBPERS32,debrf32,debm33,tdebita33,mutuodu33,mutuoin33,tmutuoab33,debgar33_1,debgar33_2,debgar33_3,debgar33_4,debgar33_5,DEBPERS33,debrf33,taeg11,taeg12,taeg13
884583,1,5000,8,9000,280,0,0,0,0,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,
884604,4,4000,10,5000,1296,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
884607,1,2010,5,12000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,
884610,1,20000,5,31000,11000,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,
884638,1,10000,4,13000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
884703,1,3000,3,5000,1000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,
884717,4,32000,10,36000,3600,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
884798,1,5000,5,10000,3000,0,0,0,1,0,1,2,4,20000,15,30000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,5,6,
884802,1,7600,4,12000,3800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
884879,1,3600,4,10000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
884983,2,1000,3,1500,600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,11,,
885014,1,3000,4,5000,1560,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,
885045,1,18200,10,23000,2400,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
885098,1,3000,5,12000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
885112,1,2500,4,10300,2916,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
885364,1,1000,2,4600,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
885393,1,26000,6,31500,4800,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
885426,2,160,1,1000,840,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
885446,2,400,1,400,50,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
885501,2,4000,2,7000,3816,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
885563,1,18000,5,18000,6000,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,
885602,1,15000,8,18000,5500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
885625,2,190,1,250,60,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
885633,1,5000,5,12000,3200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
885634,2,2000,3,4000,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
885642,1,4000,4,10000,3000,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
885864,1,1300,4,8000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
885956,1,4000,5,10000,2000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
885984,1,9000,5,15000,3600,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,
886174,1,8000,7,17000,3960,0,0,0,1,0,1,2,2,100,1,690,600,0,0,0,1,0,1,2,,,,,,,,,,,,,7.91,0,
886226,1,3000,3,10000,4000,0,0,0,1,0,1,2,1,5000,5,25000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,3,4,
886419,4,8600,10,17500,2750,0,0,0,1,0,2,1,4,4000,10,12000,2300,0,0,0,1,0,1,1,,,,,,,,,,,,,6,5,
886435,1,7500,4,9000,3360,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
886472,1,4500,4,8000,2030,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
886654,1,3500,5,12000,2600,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
886656,1,4200,6,12600,2200,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
886854,2,150,1,440,301,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
886874,1,2600,4,10400,2600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,
887068,1,12000,4,13500,3320,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
887090,1,3000,4,11000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
887098,1,3000,5,8000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,
887159,2,600,1,600,60,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
887457,2,600,1,800,180,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
887478,2,4000,10,25000,4656,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
887486,1,3000,8,11000,1752,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,
887489,1,8000,3,12000,3200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,
887611,4,390,1,450,60,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
887642,1,200,2,4000,200,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
887734,1,15000,4,24000,4600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
887762,2,200,1,600,55,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13,,
887768,1,1000,2,3000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
888025,2,1500,2,2100,500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
888065,2,700,1,1200,500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
888092,1,2500,7,14000,2400,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,7.95,,
888093,2,2000,1,3000,2500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
888416,1,4500,4,16200,4300,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
888448,1,15000,6,25000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,
888756,2,3000,4,16000,4050,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7.05,,
888778,4,840,5,16800,3360,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
888823,1,9000,4,12000,4800,0,0,0,1,0,1,2,1,10000,4,12000,4800,0,0,0,1,0,1,2,,,,,,,,,,,,,13,13,
888857,1,19000,7,24000,4400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
888879,4,6000,5,10000,2300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
888888,2,1200,2,2350,1500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
888926,4,10000,5,15000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
888932,1,5000,5,20000,4200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
888959,1,4000,5,10000,2500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
888962,4,40000,15,70000,7100,0,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,5.05,,
889010,1,7500,3,11000,3500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
889032,1,5500,5,12000,2500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
889079,2,1300,3,3000,1700,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
889095,1,3500,3,6000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
889122,1,6000,3,8000,2760,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,
889155,4,10000,10,13000,3360,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
889165,4,24000,10,27000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,
889175,1,1000,4,4500,980,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
889240,2,3000,7,10000,2184,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,15,,
889378,1,4000,3,9000,3300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
889470,1,15000,3,20000,8500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
889595,1,4000,3,10000,4560,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
889708,1,10000,4,13100,3420,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
889719,2,6000,4,20000,4800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
889722,2,2600,3,7000,1260,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
889723,1,5000,5,8600,2100,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
889733,1,16576,10,52000,5424,0,0,0,1,0,2,2,2,600,1,680,80,1,0,0,0,0,,2,,,,,,,,,,,,,9,0,
889739,1,11900,5,16000,4000,1,0,0,0,0,,2,2,5000,3,8000,1000,0,0,0,1,0,1,2,,,,,,,,,,,,,6,4,
