nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,etalav2,etapen,coppu,prevcom,anprevcom,mprevcom1,mprevcom,coppip,docsezb
883343,1,2,2,,3,16,1,39,,,,,,,,,,2
883343,2,1,2,,,23,1,12,,,,,,,,,,2
883344,1,4,2,,1,15,1,5,,28,65,50,1,2010,2,,70,2
883347,1,3,2,,1,20,1,6,,,,,,,,,,2
883347,2,2,2,,1,14,1,15,,,,,,,,,,2
883352,1,1,2,,,35,1,16,,,,,,,,,,2
883354,1,1,2,,,16,1,36,,,,,,,,,,2
883354,2,2,1,4,1,15,1,32,,,,,,,,,,2
883356,1,5,1,2,1,19,1,5,,,,,,,,,,2
883356,2,1,2,,,18,1,20,,,,,1,2007,1,8,,2
883356,3,1,2,,,16,1,8,,,,,1,2007,1,8,,2
883356,4,1,1,4,,17,1,2,,,,,,,,,,2
883356,5,0,,,,,,,,,,,,,,,,2
883382,1,1,2,,,14,1,45,,,,,,,,,,1
883382,2,1,2,,,15,1,40,,,,,,,,,,1
883382,3,1,2,,,15,1,15,,,,,,,,,,1
883388,1,1,2,,,14,1,45,,,,,,,,,,1
883388,2,0,,,,,,,,,,,,,,,,1
883392,1,36,2,,1,15,1,39,,30,65,80,2,,,,,1
883392,2,2,2,,1,15,1,15,,,,,,,,,,1
883392,3,1,2,,,17,1,5,,,70,70,2,,,,,1
883392,4,1,2,,,19,1,3,,,,,2,,,,,1
883397,1,1,1,4,,15,1,26,,,70,50,2,,,,,1
883397,2,0,,,,,,,,,,,,,,,,1
883403,1,1,1,2,,19,1,5,,,75,50,,,,,,1
883404,1,1,2,,,16,1,35,,,60,70,2,,,,,1
883404,2,0,,,,,,,,,,,,,,,,1
883404,3,0,,,,,,,,,,,,,,,,1
883404,4,0,,,,,,,,,,,,,,,,1
883408,1,1,2,,,20,1,20,,,65,70,3,,,,,1
883408,2,1,2,,,20,1,9,,,,,,,,,,1
883408,3,,,,,,,,,,,,,,,,,1
883408,4,,,,,,,,,,,,,,,,,1
883408,5,,,,,,,,,,,,,,,,,1
883412,1,3,1,2,1,17,1,25,,34,65,70,2,,,,,1
883412,2,2,1,4,1,20,1,5,,,,,,,,,,1
883412,3,1,2,,,20,1,3,,,,,2,,,,,1
883412,4,0,,,,,,,,,,,,,,,,1
883413,1,4,2,,1,15,1,12,,20,70,80,2,,,,,1
883413,2,1,2,,,16,1,12,,,,,2,,,,,1
883413,3,,,,,,,,,,,,,,,,,1
883413,4,,,,,,,,,,,,,,,,,1
883417,1,0,,,,,,,,,,,,,,,,1
883417,2,1,1,6,,19,1,28,,,,,,,,,,1
883420,1,6,1,4,1,16,1,17,,28,70,80,3,,,,,1
883420,2,1,2,,,19,1,14,,,70,70,2,,,,,1
883420,3,,,,,,,,,,,,,,,,,1
883420,4,,,,,,,,,,,,,,,,,1
883422,1,1,1,10,,16,1,20,,,,,,,,,,2
883427,1,2,2,,1,20,1,35,,,,,,,,,,2
883427,2,0,,,,,,,,,,,,,,,,2
883430,1,1,2,,,19,1,35,,,,,,,,,,2
883433,1,0,,,,,,,,,,,,,,,,2
883433,2,1,2,,,19,1,30,,,,,,,,,,2
883433,3,0,,,,,,,,,,,,,,,,2
883434,1,0,,,,,,,,,,,,,,,,2
883436,1,1,2,,,14,1,41,,,,,,,,,,2
883436,2,1,2,,,14,1,30,,,,,,,,,,2
883448,1,3,2,,1,23,1,1,,,,,,,,,,2
883450,1,1,2,,,18,1,35,,,,,,,,,,2
883453,1,2,2,,1,15,1,40,,,,,,,,,,2
883453,2,0,,,,,,,,,,,,,,,,2
883453,3,1,2,,,29,1,10,,,,,,,,,,2
883453,4,3,2,,1,17,2,,,30,,,2,,,,,2
883465,1,1,1,1,,20,1,5,,,70,70,2,,,,,2
883465,2,1,1,1,,20,1,4,,,,,,,,,,2
883465,3,,,,,,,,,,,,,,,,,2
883465,4,,,,,,,,,,,,,,,,,2
883465,5,,,,,,,,,,,,,,,,,2
883468,1,0,,,,,,,,,,,,,,,,2
883468,2,1,2,,,20,1,28,,,,,2,,,,,2
883469,1,1,2,,,10,1,25,,,,,,,,,,2
883471,1,1,2,,,12,2,,,,,,,,,,,2
883473,1,3,2,,1,15,2,,,,,,,,,,,2
883473,2,10,2,,3,14,2,,,20,,,2,,,,,2
883473,3,,,,,,,,,,,,,,,,,2
883473,4,,,,,,,,,,,,,,,,,2
883474,1,1,2,,,19,1,20,,,,,,,,,,2
883474,2,5,2,,1,18,1,5,,,,,,,,,,2
883474,3,0,,,,,,,,,,,,,,,,2
883478,1,0,,,,,,,,,,,,,,,,2
883478,2,5,1,5,1,15,1,25,,,,,,,,,,2
883478,3,0,,,,,,,,,,,,,,,,2
883478,4,0,,,,,,,,,,,,,,,,2
883478,5,,,,,,,,,,,,,,,,,2
883482,1,1,2,,,26,1,30,,,,,,,,,,2
883482,2,0,,,,,,,,,,,,,,,,2
883482,3,0,,,,,,,,,,,,,,,,2
883483,1,2,1,3,1,15,1,10,,35,70,50,2,,,,,2
883483,2,1,2,,,21,1,5,,,,,,,,,,2
883483,3,,,,,,,,,,,,,,,,,2
883490,1,2,2,,1,20,1,40,,23,65,90,,,,,,1
883490,2,1,2,,,25,1,5,,,,,2,,,,,1
883491,1,1,2,,,20,1,40,,,,,,,,,,2
883492,1,1,2,,,16,1,36,,,,,,,,,,2
883492,2,0,,,,,,,,,,,,,,,,2
883492,3,1,1,1,,17,1,3,,,70,50,2,,,,,2
883493,1,1,2,,,14,1,35,,,,,,,,,,2
883493,2,0,,,,,,,,,,,,,,,,2
883495,1,2,1,3,1,16,2,,,,,,,,,,,2
883495,2,5,1,2,1,16,1,3,,,,,,,,,,2
883498,1,1,2,,,14,2,,,,,,,,,,,2
883500,1,1,2,,,20,1,20,,,65,50,2,,,,,2
883500,2,1,2,,,39,1,1,,,,,2,,,,,2
883500,3,0,,,,,,,,,,,,,,,,2
883500,4,0,,,,,,,,,,,,,,,,2
883500,5,,,,,,,,,,,,,,,,,2
883509,1,5,2,,1,12,1,25,,,,,,,,,,2
883509,2,1,2,,,30,1,1,,,,,,,,,,2
883509,3,0,,,,,,,,,,,,,,,,2
883510,1,1,1,1,,24,1,7,,,,,,,,,,2
883510,2,1,2,,,22,1,15,,,,,,,,,,2
883510,3,1,1,1,,20,2,,,,,,2,,,,,2
883510,4,0,,,,,,,,,,,,,,,,2
883517,1,2,1,2,1,15,1,38,,,,,,,,,,2
883518,1,4,2,,1,21,2,,,,,,,,,,,2
883525,1,0,,,,,,,,,,,,,,,,2
883525,2,2,2,,3,28,1,12,,32,65,50,2,,,,,2
883530,1,5,2,,1,28,1,33,,,,,,,,,,2
883530,2,0,,,,,,,,,,,,,,,,2
883532,1,2,2,,1,14,1,42,,,,,,,,,,2
883532,2,1,2,,,16,1,25,,,,,,,,,,2
883544,1,3,1,1,1,32,1,14,,44,68,60,2,,,,,2
883555,1,2,2,,1,18,1,31,,33,62,70,,,,,,2
883556,1,5,2,,3,26,1,36,,,,,,,,,,2
883588,1,6,1,3,1,20,1,29,,,,,,,,,,2
883588,2,1,1,1,,41,1,,9,,,,,,,,,2
883588,3,0,,,,,,,,,,,,,,,,2
883588,4,0,,,,,,,,,,,,,,,,2
883588,5,,,,,,,,,,,,,,,,,2
883599,1,2,2,,1,15,1,40,,,,,,,,,,2
883599,2,2,2,,3,22,1,35,,,,,,,,,,2
883616,1,1,2,,,29,1,28,,,70,60,,,,,,2
883616,2,1,2,,,23,1,30,,,,,2,,,,,2
883616,3,0,,,,,,,,,,,,,,,,2
883629,1,1,2,,,13,1,30,,,,,,,,,,2
883629,2,1,2,,,13,2,,,,,,,,,,,2
883636,1,2,2,,1,18,1,8,,25,70,60,2,,,,,2
883636,2,3,1,2,3,20,2,,,,,,,,,,,2
883636,3,3,2,,1,20,2,,,,,,,,,,,2
883637,1,2,2,,3,23,1,16,,,,,,,,,,2
883637,2,2,1,2,1,23,1,25,,54,61,100,2,,,,,2
883642,1,5,1,1,1,18,1,20,,20,65,40,2,,,,,2
883642,2,2,1,2,1,17,2,,,,,,,,,,,2
883642,3,,,,,,,,,,,,,,,,,2
883664,1,1,2,,,20,1,38,,,65,70,2,,,,,2
883664,2,0,,,,,,,,,,,,,,,,2
883664,3,0,,,,,,,,,,,,,,,,2
883695,1,3,1,1,1,16,1,18,,47,65,80,2,,,,,1
883695,2,0,,,,,,,,,,,,,,,,1
883707,1,2,2,,1,16,1,42,,,,,,,,,,2
883707,2,2,2,,1,16,1,40,,,,,,,,,,2
883707,3,2,2,,1,24,1,11,,24,,,3,,,,,2
883712,1,2,2,,1,26,1,17,,33,67,50,2,,,,,2
883718,1,4,2,,1,16,1,37,,,,,,,,,,2
883727,1,1,2,,,22,1,36,,,65,60,1,2007,1,10,70,2
883727,2,4,2,,1,20,1,15,,53,65,60,2,,,,,2
883727,3,,,,,,,,,,,,,,,,,2
883728,1,4,2,,1,15,1,41,,,,,,,,,,2
883728,2,1,2,,,19,1,40,,,,,,,,,,2
883736,1,2,2,,3,15,1,23,,,,,,,,,,2
883742,1,2,1,2,1,23,1,15,,,,,,,,,,2
883748,1,1,2,,,22,1,15,,,70,50,,,,,,2
883748,2,2,1,2,3,18,1,8,,25,68,50,,,,,,2
883748,3,1,1,1,,21,1,2,,,,,,,,,,2
883748,4,0,,,,,,,,,,,,,,,,2
883749,1,3,2,,3,14,1,4,,,,,,,,,,2
883749,2,1,1,3,,24,1,5,,,,,,,,,,2
883749,3,3,2,,1,19,1,7,,20,,,2,,,,,2
883752,1,4,1,11,3,18,1,2,,,,,,,,,,2
883752,2,1,2,,,18,1,23,,,65,60,,,,,,2
883752,3,2,2,,1,18,1,1,,21,,,,,,,,2
883752,4,0,,,,,,,,,,,,,,,,2
883754,1,1,1,2,,27,1,10,,,,,,,,,,2
883754,2,1,1,2,,19,1,15,,,65,40,,,,,,2
883759,1,3,2,,3,18,1,35,,,,,,,,,,2
883759,2,1,2,,,15,1,30,,,,,,,,,,2
883759,3,5,1,2,3,19,1,2,,,,,,,,,,2
883761,1,2,2,,3,16,1,32,,,,,,,,,,2
883761,2,1,2,,,15,2,,,,,,,,,,,2
883761,3,1,2,,,30,2,,,,,,,,,,,2
883762,1,3,1,2,1,11,1,20,,47,67,50,2,,,,,2
883762,2,1,2,,,45,1,1,,,,,,,,,,2
883762,3,1,2,,,20,1,1,,,67,50,,,,,,2
883762,4,0,,,,,,,,,,,,,,,,2
883763,1,5,1,2,1,17,1,10,,30,75,40,,,,,,1
883782,1,1,2,,,15,1,39,,,,,,,,,,1
883782,2,0,,,,,,,,,,,,,,,,1
883785,1,7,1,2,3,16,1,7,,37,67,50,2,,,,,2
883787,1,3,1,5,1,21,1,15,,,,,,,,,,1
883787,2,0,,,,,,,,,,,,,,,,1
883787,3,2,1,2,1,21,1,18,,,,,,,,,,1
883789,1,1,2,,,22,1,40,,,,,,,,,,2
883789,2,1,2,,,19,1,33,,,,,,,,,,2
883799,1,2,1,1,1,20,1,2,,22,67,70,2,,,,,1
883800,1,5,1,7,1,21,1,8,,,,,,,,,,1
883800,2,2,1,2,1,19,2,,,21,,,2,,,,,1
883814,1,0,,,,,,,,,,,,,,,,2
883825,1,0,,,,,,,,,,,,,,,,1
883825,2,5,2,,1,34,1,20,,45,,,2,,,,,1
883825,3,0,,,,,,,,,,,,,,,,1
883825,4,0,,,,,,,,,,,,,,,,1
883825,5,,,,,,,,,,,,,,,,,1
883827,1,1,2,,,10,1,25,,,,,,,,,,2
883827,2,1,2,,,15,1,35,,,,,,,,,,2
883830,1,1,2,,,18,1,39,,,61,60,2,,,,,2
883830,2,2,1,3,3,23,1,25,,48,,,2,,,,,2
883833,1,0,,,,,,,,,,,,,,,,2
883833,2,2,2,,1,15,1,37,,,,,,,,,,2
883833,3,0,,,,,,,,,,,,,,,,2
883833,4,1,1,3,,31,1,,6,,,,,,,,,2
883842,1,1,2,,,15,1,25,,,,,,,,,,2
883853,1,1,2,,,25,1,20,,,,,,,,,,2
883853,2,3,2,,1,28,1,24,,,,,,,,,,2
883854,1,1,2,,,15,1,35,,,,,,,,,,2
883858,1,0,,,,,,,,,,,,,,,,2
883858,2,1,2,,,21,1,34,,,,,,,,,,2
883862,1,0,,,,,,,,,,,,,,,,2
883862,2,2,2,,1,13,1,40,,,,,,,,,,2
883872,1,2,1,1,3,21,1,22,,35,70,40,,,,,,2
883872,2,1,2,,,12,1,6,,,,,,,,,,2
883886,1,1,2,,,19,1,34,,,,,,,,,,2
883886,2,2,2,,3,14,1,50,,20,,,,,,,,2
883890,1,5,2,,1,12,1,28,,,,,,,,,,2
883892,1,2,2,,3,30,1,20,,36,67,50,,,,,,2
883892,2,1,2,,,30,1,20,,,,,,,,,,2
883892,3,,,,,,,,,,,,,,,,,2
883892,4,,,,,,,,,,,,,,,,,2
883894,1,7,1,2,1,16,1,20,,36,70,30,2,,,,,2
883894,2,3,2,,1,16,1,40,,40,,,3,,,,,2
883894,3,0,,,,,,,,,,,,,,,,2
883902,1,2,2,,1,15,1,37,,,,,,,,,,2
883902,2,1,2,,,15,1,15,,,,,2,,,,,2
883910,1,10,2,,3,14,1,30,,,,,,,,,,2
883910,2,1,2,,,18,1,,6,,,,,,,,,2
883912,1,3,2,,1,18,1,6,,23,70,70,2,,,,,2
883912,2,1,1,2,,17,1,,6,,,,,,,,,2
883915,1,1,1,10,,36,1,3,,,65,40,2,,,,,2
883915,2,2,2,,1,20,1,20,,26,,,2,,,,,2
883915,3,0,,,,,,,,,,,,,,,,2
883915,4,,,,,,,,,,,,,,,,,2
883932,1,0,,,,,,,,,,,,,,,,2
883932,2,1,2,,,16,1,35,,,,,,,,,,2
883932,3,0,,,,,,,,,,,,,,,,2
883937,1,1,2,,,16,1,22,,,65,40,,,,,,2
883937,2,0,,,,,,,,,,,,,,,,2
883937,3,,,,,,,,,,,,,,,,,2
883937,4,,,,,,,,,,,,,,,,,2
883943,1,1,2,,,14,1,40,,,,,,,,,,2
883943,2,1,2,,,16,1,25,,,,,,,,,,2
883944,1,1,2,,,20,1,35,,,,,,,,,,2
883952,1,4,1,5,1,42,1,5,,55,70,40,3,,,,,2
883969,1,1,2,,,18,1,37,,,,,,,,,,2
883969,2,1,1,10,,16,1,21,,,,,,,,,,2
883969,3,1,2,,,23,1,9,,,,,,,,,,2
883974,1,5,2,,1,14,1,43,,45,58,80,2,,,,,2
883974,2,1,2,,,20,1,21,,,,,,,,,,2
883979,1,3,1,3,1,30,1,25,,,,,,,,,,2
883979,2,2,2,,1,30,1,36,,,,,,,,,,2
883981,1,1,2,,,22,1,29,,,64,80,2,,,,,2
883981,2,1,2,,,27,1,16,,,,,2,,,,,2
883981,3,,,,,,,,,,,,,,,,,2
883983,1,3,1,1,1,19,1,34,,22,66,50,1,2007,2,,55,2
883983,2,2,1,1,1,23,1,,8,,,,,,,,,2
883988,1,1,2,,,15,1,37,,,,,,,,,,2
883988,2,4,1,2,3,13,1,35,,41,59,60,2,,,,,2
883990,1,0,,,,,,,,,,,,,,,,2
883990,2,1,2,,,24,1,36,,,,,,,,,,2
883990,3,1,2,,,19,1,40,,,,,,,,,,2
883993,1,1,2,,,20,1,25,,,65,60,1,2007,2,,70,2
883993,2,1,2,,,25,1,21,,,,,,,,,,2
883993,3,,,,,,,,,,,,,,,,,2
883993,4,,,,,,,,,,,,,,,,,2
883994,1,1,2,,,20,1,26,,,56,65,,,,,,2
883994,2,2,1,5,1,18,1,12,,31,67,25,2,,,,,2
884007,1,4,2,,1,17,1,7,,20,60,80,2,,,,,2
884010,1,2,2,,1,19,1,36,,35,63,100,2,,,,,2
884010,2,1,2,,,20,1,39,,,,,2,,,,,2
884010,3,0,,,,,,,,,,,,,,,,2
884010,4,0,,,,,,,,,,,,,,,,2
884010,5,0,,,,,,,,,,,,,,,,2
884013,1,1,1,28,,46,1,1,,,,,,,,,,2
884013,2,5,2,,1,20,1,37,,50,,,,,,,,2
884013,3,0,,,,,,,,,,,,,,,,2
884013,4,0,,,,,,,,,,,,,,,,2
884013,5,0,,,,,,,,,,,,,,,,2
884032,1,2,2,,1,22,1,4,,24,60,80,2,,,,,2
884032,2,0,,,,,,,,,,,,,,,,2
884033,1,1,2,,,36,1,16,,,65,70,2,,,,,2
884034,1,1,2,,,16,2,,,,,,,,,,,2
884034,2,1,2,,,30,1,25,,,,,2,,,,,2
884034,3,1,2,,,19,1,7,,,,,2,,,,,2
884038,1,0,,,,,,,,,,,,,,,,2
884042,1,0,,,,,,,,,,,,,,,,2
884042,2,1,2,,,20,1,25,,,65,100,2,,,,,2
884042,3,0,,,,,,,,,,,,,,,,2
884042,4,,,,,,,,,,,,,,,,,2
884042,5,,,,,,,,,,,,,,,,,2
884042,6,,,,,,,,,,,,,,,,,2
884053,1,0,,,,,,,,,,,,,,,,2
884053,2,5,2,,1,20,1,15,,32,65,90,2,,,,,2
884053,3,,,,,,,,,,,,,,,,,2
884054,1,1,2,,,23,1,34,,,66,100,,,,,,2
884054,2,1,2,,,23,1,27,,,65,100,2,,,,,2
884054,3,0,,,,,,,,,,,,,,,,2
884054,4,0,,,,,,,,,,,,,,,,2
884054,5,,,,,,,,,,,,,,,,,2
884059,1,1,1,4,,25,1,20,,,,,,,,,,2
884059,2,2,2,,1,18,1,40,,,,,,,,,,2
884087,1,1,2,,,27,2,,,,,,,,,,,2
884087,2,1,2,,,25,1,20,,,,,,,,,,2
884097,1,1,2,,,19,1,11,,,65,100,,,,,,2
884097,2,0,,,,,,,,,,,,,,,,2
884097,3,,,,,,,,,,,,,,,,,2
884101,1,0,,,,,,,,,,,,,,,,2
884101,2,3,2,,1,18,1,15,,39,67,60,2,,,,,2
884111,1,2,2,,3,18,1,25,,,,,,,,,,2
884111,2,1,1,2,,18,1,7,,,,,,,,,,2
884117,1,5,1,3,3,10,1,7,,38,70,50,2,,,,,2
884118,1,0,,,,,,,,,,,,,,,,2
884118,2,2,1,3,1,14,2,,,,,,,,,,,2
884118,3,,,,,,,,,,,,,,,,,2
884118,4,,,,,,,,,,,,,,,,,2
884122,1,1,2,,,15,1,36,,,,,,,,,,2
884127,1,1,2,,,15,1,41,,,,,,,,,,1
884127,2,1,2,,,14,1,45,,,,,,,,,,1
884128,1,2,2,,1,14,1,30,,,,,,,,,,2
884143,1,1,2,,,15,1,30,,,,,,,,,,2
884143,2,1,2,,,15,1,35,,,,,,,,,,2
884148,1,1,1,7,,15,1,7,,,,,,,,,,1
884159,1,4,2,,1,10,1,5,,32,70,30,2,,,,,1
884161,1,2,2,,1,19,1,24,,24,67,30,2,,,,,2
884161,2,5,1,2,1,14,1,14,,,,,,,,,,2
884161,3,,,,,,,,,,,,,,,,,2
884161,4,,,,,,,,,,,,,,,,,2
884168,1,1,2,,,19,1,22,,,65,50,1,2007,1,7,60,2
884168,2,2,2,,1,18,1,20,,18,,,1,2007,1,7,,2
884168,3,0,,,,,,,,,,,,,,,,2
884168,4,,,,,,,,,,,,,,,,,2
884185,1,1,1,6,,18,1,29,,,65,80,2,,,,,2
884185,2,0,,,,,,,,,,,,,,,,2
884185,3,0,,,,,,,,,,,,,,,,2
884188,1,2,2,,1,19,1,23,,23,65,60,2,,,,,2
884198,1,2,2,,1,16,1,33,,18,65,70,2,,,,,2
884198,2,0,,,,,,,,,,,,,,,,2
884205,1,7,2,,1,19,1,13,,41,70,55,,,,,,2
884205,2,1,2,,,19,1,15,,,,,,,,,,2
884205,3,,,,,,,,,,,,,,,,,2
884205,4,,,,,,,,,,,,,,,,,2
884219,1,2,2,,3,19,1,14,,39,67,60,1,2007,2,,90,1
884219,2,4,1,1,1,20,1,11,,37,,,2,,,,,1
884219,3,,,,,,,,,,,,,,,,,1
884219,4,,,,,,,,,,,,,,,,,1
884223,1,2,2,,1,13,1,40,,,,,,,,,,2
884223,2,1,2,,,14,1,20,,,,,,,,,,2
884225,1,1,2,,,13,1,38,,,,,,,,,,2
884231,1,2,2,,3,15,1,42,,,,,,,,,,2
884231,2,0,,,,,,,,,,,,,,,,2
884232,1,4,1,1,3,14,1,14,,,,,,,,,,2
884232,2,2,2,,1,20,1,34,,20,,,2,,,,,2
884235,1,1,2,,,22,1,15,,,65,50,2,,,,,2
884235,2,0,,,,,,,,,,,,,,,,2
884247,1,1,2,,,22,1,25,,,67,60,1,2007,1,6,75,2
884247,2,3,2,,1,16,1,26,,21,66,60,1,2007,2,,75,2
884247,3,,,,,,,,,,,,,,,,,2
884247,4,,,,,,,,,,,,,,,,,2
884250,1,2,2,,1,17,1,12,,22,65,80,,,,,,2
884250,2,0,,,,,,,,,,,,,,,,2
884250,3,,,,,,,,,,,,,,,,,2
884251,1,0,,,,,,,,,,,,,,,,2
884251,2,1,2,,,24,1,35,,,,,,,,,,2
884251,3,0,,,,,,,,,,,,,,,,2
884257,1,1,2,,,18,1,35,,,,,,,,,,2
884260,1,1,2,,,15,1,20,,,70,80,3,,,,,2
884260,2,0,,,,,,,,,,,,,,,,2
884260,3,0,,,,,,,,,,,,,,,,2
884260,4,0,,,,,,,,,,,,,,,,2
884269,1,3,1,1,1,12,1,30,,45,70,60,3,,,,,2
884269,2,0,,,,,,,,,,,,,,,,2
884269,3,0,,,,,,,,,,,,,,,,2
884276,1,0,,,,,,,,,,,,,,,,2
884276,2,1,2,,,18,2,,,,,,2,,,,,2
884276,3,,,,,,,,,,,,,,,,,2
884279,1,0,,,,,,,,,,,,,,,,2
884279,2,1,2,,,21,2,,,,,,,,,,,2
884282,1,0,,,,,,,,,,,,,,,,2
884282,2,0,,,,,,,,,,,,,,,,2
884282,3,0,,,,,,,,,,,,,,,,2
884288,1,1,1,5,,25,2,,,,,,,,,,,2
884288,2,1,2,,,30,2,,,,,,,,,,,2
884288,3,0,,,,,,,,,,,,,,,,2
884288,4,0,,,,,,,,,,,,,,,,2
884294,1,0,,,,,,,,,,,,,,,,2
884294,2,0,,,,,,,,,,,,,,,,2
884294,3,,,,,,,,,,,,,,,,,2
884294,4,,,,,,,,,,,,,,,,,2
884297,1,4,1,6,1,14,1,4,,,,,,,,,,1
884297,2,1,1,2,,15,1,23,,,,,,,,,,1
884317,1,2,2,,1,15,2,,,,,,,,,,,2
884317,2,4,1,7,1,16,1,16,,25,,,2,,,,,2
884323,1,3,2,,1,11,1,35,,,,,,,,,,2
884323,2,1,2,,,15,2,,,,,,,,,,,2
884332,1,3,2,,1,20,1,7,,37,65,50,1,2008,1,2,60,1
884332,2,2,2,,3,38,1,8,,38,65,60,,,,,,1
884332,3,,,,,,,,,,,,,,,,,1
884332,4,,,,,,,,,,,,,,,,,1
884337,1,3,2,,1,20,1,15,,,,,,,,,,2
884337,2,2,2,,1,16,1,37,,,,,,,,,,2
884337,3,0,,,,,,,,,,,,,,,,2
884340,1,2,2,,1,15,1,6,,,,,,,,,,2
884340,2,5,1,1,1,15,1,33,,,,,,,,,,2
884352,1,2,2,,1,25,1,17,,29,65,50,2,,,,,2
884357,1,2,2,,1,22,1,25,,36,65,60,2,,,,,2
884357,2,0,,,,,,,,,,,,,,,,2
884358,1,1,2,,,15,1,45,,,,,,,,,,2
884362,1,6,1,2,1,20,1,34,,,,,,,,,,2
884372,1,0,,,,,,,,,,,,,,,,2
884372,2,5,2,,1,16,1,40,,,,,,,,,,2
884383,1,1,2,,,16,2,,,,,,,,,,,2
884383,2,5,1,5,1,15,1,15,,,,,,,,,,2
884396,1,1,2,,,20,1,24,,,65,70,2,,,,,2
884405,1,3,1,2,1,18,1,20,,48,60,65,2,,,,,2
884409,1,1,2,,,17,1,38,,,,,,,,,,2
884409,2,0,,,,,,,,,,,,,,,,2
884412,1,1,2,,,20,1,37,,,,,,,,,,2
884416,1,1,2,,,14,1,39,,,,,,,,,,2
884416,2,1,2,,,16,1,35,,,,,,,,,,2
884418,1,1,1,3,,28,1,35,,,,,,,,,,2
884418,2,2,2,,3,26,1,39,,,,,,,,,,2
884433,1,1,2,,,20,1,38,,,,,,,,,,2
884433,2,1,2,,,25,1,20,,,,,,,,,,2
884439,1,1,2,,,14,1,38,,,,,,,,,,2
884440,1,0,,,,,,,,,,,,,,,,2
884440,2,1,2,,,23,1,26,,,,,,,,,,2
884440,3,0,,,,,,,,,,,,,,,,2
884440,4,,,,,,,,,,,,,,,,,2
884441,1,1,2,,,30,1,14,,,65,80,2,,,,,2
884442,1,4,2,,3,32,1,28,,,,,,,,,,2
884442,2,1,2,,,24,1,35,,,,,,,,,,2
884442,3,1,1,6,,19,1,3,,,,,,,,,,2
884444,1,1,2,,,18,1,18,,,65,80,,,,,,2
884444,2,0,,,,,,,,,,,,,,,,2
884444,3,,,,,,,,,,,,,,,,,2
884444,4,,,,,,,,,,,,,,,,,2
884451,1,1,1,4,,15,1,40,,,65,80,2,,,,,2
884451,2,0,,,,,,,,,,,,,,,,2
884464,1,0,,,,,,,,,,,,,,,,2
884464,2,1,1,10,,18,2,,,,,,,,,,,2
884468,1,1,2,,,29,1,41,,,,,,,,,,2
884468,2,0,,,,,,,,,,,,,,,,2
884468,3,0,,,,,,,,,,,,,,,,2
884471,1,1,1,10,,18,2,,,,,,,,,,,2
884471,2,0,,,,,,,,,,,,,,,,2
884471,3,1,1,2,,18,2,,,,65,80,2,,,,,2
884471,4,0,,,,,,,,,,,,,,,,2
884474,1,0,,,,,,,,,,,,,,,,2
884474,2,,,,,,,,,,,,,,,,,2
884474,3,,,,,,,,,,,,,,,,,2
884477,1,0,,,,,,,,,,,,,,,,2
884477,2,0,,,,,,,,,,,,,,,,2
884477,3,0,,,,,,,,,,,,,,,,2
884481,1,1,1,4,,18,1,5,,,,,,,,,,2
884481,2,0,,,,,,,,,,,,,,,,2
884481,3,,,,,,,,,,,,,,,,,2
884490,1,5,1,4,3,24,1,12,,42,70,30,2,,,,,2
884490,2,5,1,3,3,19,1,25,,42,,,,,,,,2
884490,3,0,,,,,,,,,,,,,,,,2
884493,1,3,2,,3,14,1,25,,26,60,40,,,,,,2
884499,1,4,1,4,1,12,1,43,,,,,,,,,,2
884499,2,0,,,,,,,,,,,,,,,,2
884500,1,3,2,,1,19,1,37,,21,64,60,2,,,,,2
884502,1,3,2,,1,20,1,38,,,,,,,,,,2
884502,2,4,1,3,1,14,1,37,,,,,,,,,,2
884502,3,1,2,,,14,1,5,,,,,,,,,,2
884503,1,2,2,,1,18,1,19,,20,85,40,1,2009,2,,50,2
884503,2,1,2,,,18,1,20,,,65,50,2,,,,,2
884503,3,,,,,,,,,,,,,,,,,2
884503,4,,,,,,,,,,,,,,,,,2
884505,1,2,2,,1,20,1,35,,,,,,,,,,2
884513,1,2,2,,1,13,1,35,,,,,,,,,,2
884513,2,1,2,,,20,1,11,,,,,,,,,,2
884513,3,3,2,,1,18,1,20,,30,,,3,,,,,2
884513,4,1,2,,,20,1,5,,,,,,,,,,2
884513,5,,,,,,,,,,,,,,,,,2
884517,1,1,2,,,14,1,42,,,65,45,,,,,,1
884517,2,1,2,,,15,1,10,,,,,,,,,,1
884517,3,,,,,,,,,,,,,,,,,1
884519,1,6,1,1,3,18,1,12,,49,65,80,2,,,,,2
884519,2,2,2,,1,18,1,22,,26,,,2,,,,,2
884519,3,0,,,,,,,,,,,,,,,,2
884519,4,1,2,,,22,1,1,,,,,,,,,,2
884535,1,0,,,,,,,,,,,,,,,,1
884537,1,2,1,10,1,12,2,,,,,,,,,,,2
884537,2,1,1,10,,50,1,5,,,,,,,,,,2
884537,3,0,,,,,,,,,,,,,,,,2
884537,4,0,,,,,,,,,,,,,,,,2
884537,5,0,,,,,,,,,,,,,,,,2
884538,1,1,2,,,30,1,29,,,67,70,,,,,,2
884538,2,0,,,,,,,,,,,,,,,,2
884538,3,,,,,,,,,,,,,,,,,2
884538,4,,,,,,,,,,,,,,,,,2
884542,1,2,1,10,1,15,1,4,,,,,,,,,,2
