nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,etalav2,etapen,coppu,prevcom,anprevcom,mprevcom1,mprevcom,coppip,docsezb
882239,3,0,,,,,,,,,,,,,,,,2
882240,1,2,1,3,1,20,1,25,,50,65,80,2,,,,,2
882240,2,1,2,,,30,1,1,,,,,2,,,,,2
882240,3,0,,,,,,,,,,,,,,,,2
882242,1,0,,,,,,,,,,,,,,,,2
882242,2,1,2,,,40,1,30,,,,,,,,,,2
882242,3,1,1,20,,20,2,,,,,,,,,,,2
882249,1,1,2,,,27,1,27,,,65,80,2,,,,,2
882249,2,0,,,,,,,,,,,,,,,,2
882255,1,0,,,,,,,,,,,,,,,,2
882255,2,0,,,,,,,,,,,,,,,,2
882255,3,0,,,,,,,,,,,,,,,,2
882255,4,0,,,,,,,,,,,,,,,,2
882255,5,0,,,,,,,,,,,,,,,,2
882255,6,0,,,,,,,,,,,,,,,,2
882258,1,1,1,20,,18,1,17,,,,,,,,,,2
882258,2,0,,,,,,,,,,,,,,,,2
882258,3,1,1,3,,22,1,3,,,,,,,,,,2
882258,4,0,,,,,,,,,,,,,,,,2
882259,1,1,2,,,20,1,50,,,,,,,,,,2
882259,2,0,,,,,,,,,,,,,,,,2
882259,3,0,,,,,,,,,,,,,,,,2
882266,1,0,,,,,,,,,,,,,,,,2
882266,2,0,,,,,,,,,,,,,,,,2
882266,3,,,,,,,,,,,,,,,,,2
882266,4,,,,,,,,,,,,,,,,,2
882266,5,,,,,,,,,,,,,,,,,2
882267,1,0,,,,,,,,,,,,,,,,2
882269,1,0,,,,,,,,,,,,,,,,2
882269,2,0,,,,,,,,,,,,,,,,2
882269,3,1,1,2,,18,2,,,,,,,,,,,2
882276,1,0,,,,,,,,,,,,,,,,2
882276,2,1,2,,,16,1,13,,,,,2,,,,,2
882284,1,3,1,10,1,15,2,,,,,,,,,,,2
882284,2,2,1,15,1,30,2,,,,,,,,,,,2
882286,1,2,1,3,1,20,1,25,,31,65,80,2,,,,,2
882286,2,0,,,,,,,,,,,,,,,,2
882286,3,,,,,,,,,,,,,,,,,2
882286,4,,,,,,,,,,,,,,,,,2
882297,1,1,2,,,20,1,10,,,70,20,,,,,,2
882297,2,0,,,,,,,,,,,,,,,,2
882297,3,,,,,,,,,,,,,,,,,2
882297,4,,,,,,,,,,,,,,,,,2
882297,5,1,2,,,20,1,20,,,,,,,,,,2
882297,6,0,,,,,,,,,,,,,,,,2
882304,1,1,1,10,,16,1,2,,,,,,,,,,2
882304,2,1,1,6,,19,2,,,,,,,,,,,2
882304,3,,,,,,,,,,,,,,,,,2
882304,4,,,,,,,,,,,,,,,,,2
882307,1,3,1,3,1,15,1,35,,,,,,,,,,2
882311,1,1,1,10,,15,2,,,,,,,,,,,2
882311,2,0,,,,,,,,,,,,,,,,2
882311,3,0,,,,,,,,,,,,,,,,2
882311,4,0,,,,,,,,,,,,,,,,2
882313,1,1,1,10,,16,1,16,,,65,80,,,,,,2
882313,2,0,,,,,,,,,,,,,,,,2
882313,3,0,,,,,,,,,,,,,,,,2
882313,4,0,,,,,,,,,,,,,,,,2
882313,5,0,,,,,,,,,,,,,,,,2
882313,6,,,,,,,,,,,,,,,,,2
882314,1,0,,,,,,,,,,,,,,,,2
882314,2,1,1,6,,18,1,5,,,,,2,,,,,2
882314,3,,,,,,,,,,,,,,,,,2
882315,1,1,2,,,30,1,20,,,70,90,4,,,,,2
882315,2,1,2,,,29,1,20,,,65,90,4,,,,,2
882315,3,,,,,,,,,,,,,,,,,2
882316,1,1,2,,,10,2,,,,,,,,,,,2
882316,2,1,2,,,20,1,36,,,,,,,,,,2
882317,1,1,2,,,30,1,20,,,65,40,2,,,,,2
882317,2,1,2,,,30,1,20,,,67,30,,,,,,2
882317,3,0,,,,,,,,,,,,,,,,2
882317,4,,,,,,,,,,,,,,,,,2
882321,1,1,2,,,18,1,39,,,67,62,,,,,,2
882321,2,0,,,,,,,,,,,,,,,,2
882322,1,1,2,,,19,1,48,,,,,,,,,,2
882322,2,1,2,,,18,1,34,,,,,,,,,,2
882327,1,0,,,,,,,,,,,,,,,,2
882332,1,1,2,,,15,1,40,,,,,,,,,,2
882340,1,1,2,,,16,1,34,,,,,,,,,,2
882342,1,3,1,2,1,15,1,20,,,,,,,,,,2
882342,2,0,,,,,,,,,,,,,,,,2
882342,3,2,2,,1,19,1,16,,35,65,60,2,,,,,2
882344,1,1,2,,,15,1,36,,,,,,,,,,2
882347,1,1,2,,,17,1,39,,,,,,,,,,2
882347,2,0,,,,,,,,,,,,,,,,2
882347,3,1,2,,,25,1,6,,,,,2,,,,,2
882347,4,2,2,,3,23,2,,,24,,,,,,,,2
882347,5,1,2,,,20,2,,,,,,,,,,,2
882349,1,2,2,,1,14,1,25,,,,,,,,,,2
882349,2,1,2,,,12,1,37,,,,,,,,,,2
882352,1,1,2,,,16,1,32,,,,,,,,,,2
882355,1,2,1,1,1,17,1,27,,30,60,70,2,,,,,2
882357,1,3,2,,1,16,1,23,,60,65,60,2,,,,,2
882357,2,1,2,,,18,1,13,,,65,40,,,,,,2
882357,3,2,2,,1,20,1,6,,32,67,60,2,,,,,2
882358,1,2,2,,1,20,1,27,,44,60,70,2,,,,,2
882358,2,2,2,,1,14,1,12,,37,65,60,2,,,,,2
882358,3,1,2,,,16,1,2,,,,,2,,,,,2
882358,4,,,,,,,,,,,,,,,,,2
882358,5,,,,,,,,,,,,,,,,,2
882359,1,1,1,2,,16,1,34,,,69,60,2,,,,,2
882359,2,0,,,,,,,,,,,,,,,,2
882364,1,2,2,,3,16,1,6,,42,65,70,2,,,,,2
882364,2,1,2,,,20,2,,,,67,60,2,,,,,2
882364,3,2,2,,1,19,1,3,,20,,,2,,,,,2
882364,4,1,2,,,17,2,,,,,,2,,,,,2
882364,5,,,,,,,,,,,,,,,,,2
882364,6,,,,,,,,,,,,,,,,,2
882366,1,2,2,,1,14,1,38,,,,,,,,,,2
882367,1,3,2,,1,20,1,12,,30,65,50,2,,,,,2
882367,2,1,2,,,25,1,10,,,65,50,2,,,,,2
882367,3,,,,,,,,,,,,,,,,,2
882367,4,,,,,,,,,,,,,,,,,2
882372,1,1,2,,,19,1,26,,,65,65,2,,,,,2
882372,2,10,2,,1,20,2,,,20,,,2,,,,,2
882372,3,0,,,,,,,,,,,,,,,,2
882378,1,1,2,,,25,1,28,,,60,80,2,,,,,2
882378,2,1,2,,,21,1,30,,,,,3,,,,,2
882391,1,3,2,,1,16,1,38,,,,,,,,,,1
882392,1,2,2,,1,16,1,40,,,,,,,,,,1
882392,2,0,,,,,,,,,,,,,,,,1
882393,1,1,2,,,22,1,30,,,60,70,2,,,,,2
882393,2,0,,,,,,,,,,,,,,,,2
882394,1,3,2,,1,22,2,,,22,65,75,2,,,,,2
882402,1,1,2,,,20,1,37,,,65,70,2,,,,,2
882407,1,1,2,,,20,1,20,,,60,70,2,,,,,2
882407,2,,,,,,,,,,,,,,,,,2
882409,1,1,2,,,14,1,40,,,,,,,,,,2
882409,2,1,2,,,16,1,40,,,,,,,,,,2
882410,1,3,2,,1,14,1,8,,,,,,,,,,1
882419,1,5,2,,1,13,1,40,,,,,,,,,,2
882419,2,1,2,,,16,2,,,,,,,,,,,2
882420,1,5,2,,3,21,1,38,,,,,,,,,,2
882420,2,2,2,,1,13,1,5,,,,,,,,,,2
882420,3,3,2,,1,17,1,15,,35,,,2,,,,,2
882435,1,2,1,1,1,12,1,22,,,,,,,,,,2
882435,2,0,,,,,,,,,,,,,,,,2
882435,3,2,2,,1,17,1,2,,20,,,3,,,,,2
882435,4,0,,,,,,,,,,,,,,,,2
882435,5,0,,,,,,,,,,,,,,,,2
882435,6,0,,,,,,,,,,,,,,,,2
882443,1,5,1,2,1,10,1,23,,35,65,50,2,,,,,2
882443,2,0,,,,,,,,,,,,,,,,2
882443,3,5,1,2,1,18,1,2,,22,,,2,,,,,2
882443,4,,,,,,,,,,,,,,,,,2
882449,1,1,2,,,20,1,10,,,,,,,,,,2
882470,1,1,2,,,17,1,25,,,,,,,,,,2
882476,1,1,2,,,23,1,35,,,,,,,,,,2
882476,2,1,2,,,25,1,30,,,,,,,,,,2
882478,1,1,2,,,16,1,25,,,65,50,2,,,,,2
882478,2,0,,,,,,,,,,,,,,,,2
882478,3,0,,,,,,,,,,,,,,,,2
882497,1,4,1,1,1,17,1,34,,26,61,80,1,2007,1,6,90,2
882497,2,3,1,4,1,18,1,5,,,,,,,,,,2
882497,3,0,,,,,,,,,,,,,,,,2
882504,1,1,2,,,16,1,15,,,,,,,,,,2
882504,2,1,1,10,,16,1,5,,,,,,,,,,2
882504,3,0,,,,,,,,,,,,,,,,2
882504,4,,,,,,,,,,,,,,,,,2
882504,5,,,,,,,,,,,,,,,,,2
882505,1,6,2,,3,19,1,15,,38,65,50,,,,,,2
882505,2,6,1,3,1,22,1,20,,,,,,,,,,2
882505,3,0,,,,,,,,,,,,,,,,2
882505,4,,,,,,,,,,,,,,,,,2
882515,1,10,2,,1,17,1,22,,54,70,40,2,,,,,2
882515,2,2,2,,1,30,1,20,,32,65,50,2,,,,,2
882515,3,3,2,,1,18,1,9,,25,,,2,,,,,2
882515,4,0,,,,,,,,,,,,,,,,2
882518,1,2,2,,2,25,1,12,,35,70,40,,,,,,2
882518,2,3,1,1,3,22,1,10,,30,,,,,,,,2
882518,3,,,,,,,,,,,,,,,,,2
882518,4,,,,,,,,,,,,,,,,,2
882524,1,4,2,,1,16,1,40,,,,,,,,,,2
882524,2,2,2,,1,16,1,40,,,,,,,,,,2
882527,1,5,1,1,3,16,1,25,,20,65,70,1,2007,1,7,80,2
882527,2,,,,,,,,,,,,,,,,,2
882528,1,3,1,1,1,20,1,8,,23,65,80,2,,,,,2
882528,2,3,2,,1,16,1,6,,20,,,2,,,,,2
882528,3,,,,,,,,,,,,,,,,,2
882529,1,3,2,,1,15,1,40,,,,,,,,,,2
882530,1,2,2,,3,13,1,27,,28,65,50,,,,,,2
882535,1,2,2,,2,16,1,16,,33,60,50,,,,,,2
882537,1,3,2,,1,25,1,37,,,,,,,,,,2
882537,2,1,2,,,24,1,40,,,,,,,,,,2
882540,1,1,2,,,18,1,35,,,,,,,,,,2
882540,2,2,2,,3,14,1,40,,,,,,,,,,2
882547,1,10,1,3,1,16,1,10,,,,,,,,,,2
882547,2,1,2,,,16,1,40,,,,,,,,,,2
882548,1,4,1,1,1,18,2,,,,,,,,,,,2
882548,2,3,2,,1,18,1,20,,38,,,3,,,,,2
882548,3,,,,,,,,,,,,,,,,,2
882556,1,4,2,,1,20,1,35,,,,,,,,,,2
882556,2,1,2,,,22,1,38,,,,,,,,,,2
882557,1,4,1,1,3,22,1,35,,,,,,,,,,2
882557,2,1,2,,,14,1,38,,,,,,,,,,2
882561,1,3,2,,1,18,1,37,,,,,,,,,,2
882561,2,1,2,,,15,1,11,,,,,,,,,,2
882561,3,1,2,,,25,1,9,,,,,3,,,,,2
882565,1,2,2,,1,15,1,38,,41,59,80,3,,,,,2
882565,2,1,2,,,15,1,39,,,,,2,,,,,2
882565,3,4,1,2,1,20,1,3,,,,,,,,,,2
882567,1,2,2,,3,30,1,26,,,,,,,,,,2
882567,2,1,2,,,16,1,27,,,,,3,,,,,2
882573,1,4,2,,3,20,1,43,,,,,,,,,,2
882573,2,2,2,,1,22,1,7,,25,,,3,,,,,2
882578,1,5,2,,3,23,1,13,,,,,,,,,,2
882578,2,5,2,,3,20,1,25,,35,,,3,,,,,2
882578,3,,,,,,,,,,,,,,,,,2
882578,4,,,,,,,,,,,,,,,,,2
882582,1,1,2,,,21,1,34,,,,,,,,,,2
882585,1,1,2,,,22,1,20,,,67,50,2,,,,,2
882585,2,1,1,1,,21,1,13,,,,,2,,,,,2
882585,3,,,,,,,,,,,,,,,,,2
882585,4,,,,,,,,,,,,,,,,,2
882588,1,1,2,,,15,1,40,,,,,,,,,,2
882588,2,0,,,,,,,,,,,,,,,,2
882593,1,0,,,,,,,,,,,,,,,,2
882593,2,1,2,,,16,1,25,,,,,,,,,,2
882593,3,0,,,,,,,,,,,,,,,,2
882593,4,,,,,,,,,,,,,,,,,2
882608,1,1,1,5,,18,1,26,,,,,,,,,,2
882608,2,1,1,6,,30,1,15,,,68,70,2,,,,,2
882608,3,1,2,,,20,1,2,,,,,2,,,,,2
882618,1,1,2,,,20,1,15,,,60,40,2,,,,,2
882618,2,1,1,2,,17,1,16,,,,,2,,,,,2
882618,3,,,,,,,,,,,,,,,,,2
882618,4,,,,,,,,,,,,,,,,,2
882622,1,1,2,,,16,1,30,,,,,,,,,,2
882622,2,0,,,,,,,,,,,,,,,,2
882622,3,0,,,,,,,,,,,,,,,,2
882625,1,1,2,,,25,1,30,,,,,,,,,,2
882625,2,0,,,,,,,,,,,,,,,,2
882635,1,1,2,,,20,1,25,,,67,40,2,,,,,2
882647,1,1,2,,,33,1,11,,,67,60,,,,,,2
882647,2,2,1,3,1,32,1,7,,36,67,70,2,,,,,2
882647,3,,,,,,,,,,,,,,,,,2
882647,4,,,,,,,,,,,,,,,,,2
882647,5,,,,,,,,,,,,,,,,,2
882652,1,1,1,8,,25,1,4,,,,,,,,,,2
882652,2,1,1,3,,20,1,1,,,,,2,,,,,2
882652,3,1,1,3,,17,1,2,,,,,,,,,,2
882653,1,1,2,,,20,1,30,,,65,60,,,,,,2
882653,2,0,,,,,,,,,,,,,,,,2
882654,1,1,1,1,,23,1,37,,,,,,,,,,2
882654,2,0,,,,,,,,,,,,,,,,2
882654,3,0,,,,,,,,,,,,,,,,2
882654,4,,,,,,,,,,,,,,,,,2
882662,1,1,1,2,,24,1,10,,,80,50,2,,,,,2
882667,1,1,2,,,21,1,35,,,,,,,,,,2
882667,2,1,1,3,,23,1,22,,,,,,,,,,2
882667,3,1,1,3,,28,1,1,,,67,60,2,,,,,2
882671,1,3,2,,1,21,1,40,,,,,,,,,,2
882671,2,1,2,,,17,1,40,,,,,,,,,,2
882675,1,1,1,20,,15,2,,,,,,,,,,,2
882675,2,4,2,,3,15,1,36,,46,,,2,,,,,2
882675,3,3,1,1,1,17,1,6,,20,,,2,,,,,2
882677,1,0,,,,,,,,,,,,,,,,2
882687,1,0,,,,,,,,,,,,,,,,1
882687,2,3,1,1,1,12,1,26,,37,,,2,,,,,1
882687,3,0,,,,,,,,,,,,,,,,1
882687,4,0,,,,,,,,,,,,,,,,1
882690,1,1,2,,,12,1,41,,,63,60,,,,,,2
882690,2,3,1,20,1,14,1,25,,,,,,,,,,2
882690,3,1,2,,,22,1,15,,,,,2,,,,,2
882692,1,1,2,,,14,1,22,,,,,,,,,,2
882697,1,1,2,,,14,1,36,,,,,,,,,,2
882722,1,1,2,,,22,1,8,,,62,80,2,,,,,2
882723,1,1,2,,,33,1,6,,,70,70,2,,,,,2
882723,2,1,2,,,29,1,8,,,,,2,,,,,2
882724,1,0,,,,,,,,,,,,,,,,2
882724,2,1,2,,,18,1,10,,,,,2,,,,,2
882731,1,1,2,,,12,1,41,,,,,,,,,,2
882731,2,0,,,,,,,,,,,,,,,,2
882739,1,0,,,,,,,,,,,,,,,,2
882744,1,0,,,,,,,,,,,,,,,,2
882744,2,1,2,,,25,1,10,,,,,2,,,,,2
882744,3,1,2,,,34,1,10,,,,,2,,,,,2
882745,1,1,2,,,34,1,35,,,,,,,,,,2
882745,2,0,,,,,,,,,,,,,,,,2
882748,1,1,2,,,21,1,37,,,,,,,,,,2
882748,2,1,2,,,20,1,30,,,,,,,,,,2
882752,1,0,,,,,,,,,,,,,,,,2
882759,1,1,1,5,,22,1,4,,,67,50,2,,,,,2
882759,2,1,2,,,18,1,30,,,,,,,,,,2
882759,3,1,2,,,16,1,24,,,,,2,,,,,2
882773,1,1,2,,,27,1,10,,,,,,,,,,2
882776,1,2,1,1,1,26,1,5,,27,66,60,2,,,,,2
882776,2,2,2,,1,20,1,40,,40,,,3,,,,,2
882776,3,1,2,,,19,1,15,,,,,,,,,,2
882781,1,1,2,,,25,1,10,,,62,40,2,,,,,2
882781,2,4,2,,1,20,1,35,,52,63,80,,,,,,2
882781,3,0,,,,,,,,,,,,,,,,2
882797,1,1,2,,,14,1,20,,,,,,,,,,2
882805,1,1,2,,,13,1,40,,,,,,,,,,2
882805,2,1,2,,,18,1,15,,,,,,,,,,2
882807,1,3,2,,1,14,1,35,,,,,,,,,,2
882807,2,0,,,,,,,,,,,,,,,,2
882810,1,2,2,,3,28,1,38,,,,,,,,,,2
882810,2,1,2,,,20,1,40,,,,,,,,,,2
882811,1,1,2,,,19,1,40,,,,,,,,,,2
882811,2,0,,,,,,,,,,,,,,,,2
882821,1,1,2,,,29,1,17,,,72,70,,,,,,2
882821,2,2,2,,1,15,1,40,,,,,,,,,,2
882821,3,2,2,,1,25,1,35,,,,,,,,,,2
882825,1,1,2,,,21,1,30,,,60,80,,,,,,2
882825,2,2,2,,1,23,1,25,,30,,,3,,,,,2
882825,3,3,1,2,1,21,2,,,22,,,3,,,,,2
882832,1,1,2,,,16,1,35,,,70,60,,,,,,2
882832,2,0,,,,,,,,,,,,,,,,2
882832,3,,,,,,,,,,,,,,,,,2
882856,1,4,2,,1,16,1,40,,,,,,,,,,2
882856,2,5,2,,1,17,1,19,,,,,,,,,,2
882862,1,4,1,3,1,16,1,10,,30,70,50,2,,,,,2
882862,2,5,1,1,1,15,1,1,,38,70,60,2,,,,,2
882862,3,,,,,,,,,,,,,,,,,2
882869,1,3,2,,1,18,1,35,,,,,,,,,,2
882869,2,3,1,10,1,13,1,35,,,,,,,,,,2
882881,1,3,2,,1,16,1,10,,,,,,,,,,2
882881,2,4,2,,1,16,1,28,,35,,,3,,,,,2
882881,3,0,,,,,,,,,,,,,,,,2
882881,4,,,,,,,,,,,,,,,,,2
882881,5,,,,,,,,,,,,,,,,,2
882887,1,5,1,5,1,15,1,6,,,,,,,,,,2
882887,2,5,1,5,1,15,1,5,,43,,,2,,,,,2
882887,3,0,,,,,,,,,,,,,,,,2
882887,4,0,,,,,,,,,,,,,,,,2
882887,5,0,,,,,,,,,,,,,,,,2
882888,1,5,1,2,1,20,1,5,,,,,,,,,,2
882888,2,1,1,3,,22,1,2,,,90,100,3,,,,,2
882888,3,0,,,,,,,,,,,,,,,,2
882902,1,3,2,,1,18,1,37,,,,,,,,,,1
882902,2,2,2,,1,14,1,4,,,,,,,,,,1
882903,1,1,2,,,15,1,32,,,60,60,2,,,,,2
882903,2,0,,,,,,,,,,,,,,,,2
882903,3,,,,,,,,,,,,,,,,,2
882903,4,,,,,,,,,,,,,,,,,2
882903,5,,,,,,,,,,,,,,,,,2
882918,1,1,2,,,28,1,34,,,,,,,,,,1
882921,1,2,2,,1,24,1,40,,42,64,80,,,,,,2
882921,2,2,1,1,1,18,1,,3,18,,,2,,,,,2
882925,1,6,1,1,3,22,1,28,,28,64,60,2,,,,,2
882926,1,1,2,,,21,1,43,,,65,100,,,,,,2
882926,2,2,1,2,3,20,1,3,,,,,,,,,,2
882926,3,0,,,,,,,,,,,,,,,,2
882926,4,0,,,,,,,,,,,,,,,,2
882927,1,4,2,,1,30,1,18,,38,68,60,1,2007,2,,80,2
882930,1,7,2,,1,16,1,30,,31,70,70,2,,,,,2
882930,2,,,,,,,,,,,,,,,,,2
882935,1,2,2,,1,16,1,7,,49,80,90,2,,,,,2
882935,2,1,2,,,52,1,5,,,,,2,,,,,2
882935,3,0,,,,,,,,,,,,,,,,2
882935,4,0,,,,,,,,,,,,,,,,2
882935,5,,,,,,,,,,,,,,,,,2
882939,1,3,2,,1,22,1,25,,24,65,70,1,2007,3,,80,2
882939,2,3,1,4,1,18,1,7,,,,,,,,,,2
882939,3,,,,,,,,,,,,,,,,,2
882943,1,3,1,1,1,15,1,32,,,,,,,,,,1
882946,1,5,1,3,1,17,1,30,,,,,,,,,,1
882946,2,0,,,,,,,,,,,,,,,,1
882946,3,,,,,,,,,,,,,,,,,1
882948,1,1,2,,,19,1,10,,,65,70,,,,,,2
882962,1,4,1,4,1,16,1,34,,,,,,,,,,1
882962,2,0,,,,,,,,,,,,,,,,1
882973,1,0,,,,,,,,,,,,,,,,2
882973,2,0,,,,,,,,,,,,,,,,2
882978,1,1,2,,,17,1,10,,,65,60,2,,,,,2
882978,2,2,2,,1,19,1,20,,19,,,2,,,,,2
882978,3,0,,,,,,,,,,,,,,,,2
882978,4,0,,,,,,,,,,,,,,,,2
882978,5,,,,,,,,,,,,,,,,,2
882980,1,0,,,,,,,,,,,,,,,,2
882980,2,2,1,2,1,16,1,5,,26,,,2,,,,,2
882984,1,1,2,,,13,1,35,,,,,,,,,,1
882985,1,1,2,,,29,1,20,,,70,70,,,,,,2
882985,2,2,2,,3,27,2,,,42,70,70,,,,,,2
882985,3,2,2,,1,35,1,5,,35,80,60,2,,,,,2
882985,4,1,2,,,27,1,36,,,,,,,,,,2
883002,1,4,1,2,1,13,2,,,,,,,,,,,2
883013,1,1,1,10,,13,2,,,,,,,,,,,2
883013,2,0,,,,,,,,,,,,,,,,2
883013,3,0,,,,,,,,,,,,,,,,2
883014,1,3,1,5,1,14,1,3,,51,65,80,2,,,,,2
883014,2,0,,,,,,,,,,,,,,,,2
883014,3,0,,,,,,,,,,,,,,,,2
883014,4,0,,,,,,,,,,,,,,,,2
883018,1,0,,,,,,,,,,,,,,,,2
883035,1,0,,,,,,,,,,,,,,,,2
883035,2,1,2,,,22,1,43,,,,,,,,,,2
883035,3,1,1,3,,23,1,10,,,,,3,,,,,2
883050,1,1,2,,,25,1,40,,,,,,,,,,2
883050,2,0,,,,,,,,,,,,,,,,2
883050,3,1,2,,,25,1,3,,,,,2,,,,,2
883052,1,1,2,,,23,1,32,,,65,80,1,2007,2,,80,2
883052,2,0,,,,,,,,,,,,,,,,2
883052,3,,,,,,,,,,,,,,,,,2
883052,4,,,,,,,,,,,,,,,,,2
883084,1,3,2,,3,18,1,51,,,,,,,,,,2
883110,1,1,1,3,,16,1,23,,,62,80,2,,,,,2
883110,2,0,,,,,,,,,,,,,,,,2
883110,3,0,,,,,,,,,,,,,,,,2
883110,4,0,,,,,,,,,,,,,,,,2
883110,5,,,,,,,,,,,,,,,,,2
883119,1,1,2,,,25,1,5,,,65,80,3,,,,,2
883119,2,1,1,5,,20,2,,,,,,,,,,,2
883119,3,,,,,,,,,,,,,,,,,2
883123,1,4,1,21,1,14,2,,,,,,,,,,,2
883123,2,0,,,,,,,,,,,,,,,,2
883123,3,0,,,,,,,,,,,,,,,,2
883131,1,1,2,,,20,1,35,,,,,,,,,,2
883131,2,1,2,,,25,1,33,,,65,70,,,,,,2
883131,3,0,,,,,,,,,,,,,,,,2
883131,4,0,,,,,,,,,,,,,,,,2
883134,1,2,2,,1,10,1,40,,,,,,,,,,2
883134,2,0,,,,,,,,,,,,,,,,2
883134,3,0,,,,,,,,,,,,,,,,2
883148,1,3,2,,1,18,1,10,,,,,,,,,,2
883150,1,2,2,,1,15,1,20,,29,65,60,2,,,,,2
883157,1,1,2,,,23,1,38,,,,,,,,,,2
883157,2,0,,,,,,,,,,,,,,,,2
883157,3,0,,,,,,,,,,,,,,,,2
883162,1,1,1,2,,19,2,,,,,,,,,,,2
883162,2,1,2,,,14,1,14,,,68,50,,,,,,2
883162,3,0,,,,,,,,,,,,,,,,2
883162,4,,,,,,,,,,,,,,,,,2
883162,5,0,,,,,,,,,,,,,,,,2
883164,1,0,,,,,,,,,,,,,,,,2
883164,2,2,1,4,1,19,1,12,,35,,,3,,,,,2
883178,1,1,2,,,14,1,39,,,,,,,,,,2
883178,2,0,,,,,,,,,,,,,,,,2
883182,1,1,2,,,21,1,2,,,65,60,,,,,,2
883182,2,0,,,,,,,,,,,,,,,,2
883184,1,1,2,,,25,1,42,,,,,,,,,,2
883184,2,1,2,,,19,1,34,,,65,70,,,,,,2
883184,3,0,,,,,,,,,,,,,,,,2
883188,1,2,2,,2,14,1,41,,19,72,60,,,,,,2
883188,2,1,2,,,31,1,28,,,,,,,,,,2
883194,1,1,2,,,26,1,38,,,,,,,,,,2
883194,2,1,2,,,40,1,20,,,,,3,,,,,2
883198,1,1,2,,,18,1,26,,,60,50,2,,,,,2
883198,2,1,2,,,19,1,13,,,,,2,,,,,2
883198,3,,,,,,,,,,,,,,,,,2
883198,4,,,,,,,,,,,,,,,,,2
883206,1,1,2,,,25,1,34,,,63,70,,,,,,2
883206,2,0,,,,,,,,,,,,,,,,2
883206,3,1,2,,,29,1,2,,,,,,,,,,2
883222,1,2,1,5,1,13,1,18,,,,,,,,,,2
883222,2,1,2,,,15,1,13,,,,,,,,,,2
883225,1,1,2,,,29,1,21,,,67,80,,,,,,2
883225,2,0,,,,,,,,,,,,,,,,2
883225,3,,,,,,,,,,,,,,,,,2
883225,4,,,,,,,,,,,,,,,,,2
883228,1,1,2,,,21,1,37,,,59,95,1,2007,2,,100,1
883228,2,1,2,,,32,1,27,,,,,1,2009,2,,,1
883228,3,0,,,,,,,,,,,,,,,,1
883228,4,0,,,,,,,,,,,,,,,,1
883230,1,1,2,,,18,1,24,,,65,80,,,,,,2
883230,2,0,,,,,,,,,,,,,,,,2
883230,3,1,2,,,19,1,5,,,,,,,,,,2
883230,4,0,,,,,,,,,,,,,,,,2
883231,1,1,2,,,15,2,,,,65,50,,,,,,2
883231,2,1,2,,,33,1,11,,,65,80,,,,,,2
883231,3,0,,,,,,,,,,,,,,,,2
883231,4,,,,,,,,,,,,,,,,,2
883243,1,1,1,6,,16,2,,,,65,50,4,,,,,2
883243,2,1,2,,,19,1,6,,,,,3,,,,,2
883243,3,,,,,,,,,,,,,,,,,2
883244,1,1,2,,,22,1,27,,,65,80,2,,,,,2
883244,2,1,2,,,32,1,19,,,,,,,,,,2
883244,3,0,,,,,,,,,,,,,,,,2
883244,4,0,,,,,,,,,,,,,,,,2
883244,5,0,,,,,,,,,,,,,,,,2
883246,1,2,2,,2,28,1,14,,47,75,10,,,,,,2
883252,1,1,2,,,20,1,22,,,60,80,,,,,,2
883252,2,0,,,,,,,,,,,,,,,,2
883252,3,,,,,,,,,,,,,,,,,2
883252,4,,,,,,,,,,,,,,,,,2
883252,5,,,,,,,,,,,,,,,,,2
883252,6,,,,,,,,,,,,,,,,,2
883256,1,1,2,,,25,1,12,,,65,50,3,,,,,2
883256,2,0,,,,,,,,,,,,,,,,2
883256,3,,,,,,,,,,,,,,,,,2
883256,4,,,,,,,,,,,,,,,,,2
883272,1,1,2,,,15,1,9,,,66,70,2,,,,,2
883272,2,0,,,,,,,,,,,,,,,,2
883272,3,1,1,1,,17,2,,,,70,50,2,,,,,2
883272,4,0,,,,,,,,,,,,,,,,2
883280,1,1,2,,,31,2,,,,65,50,,,,,,2
883289,1,1,2,,,20,1,22,,,65,45,,,,,,2
883289,2,0,,,,,,,,,,,,,,,,2
883292,1,1,2,,,26,1,33,,,,,,,,,,2
883299,1,1,2,,,23,1,6,,,60,60,,,,,,2
883310,1,1,2,,,20,1,35,,,,,,,,,,2
883310,2,3,2,,1,18,1,37,,,,,,,,,,2
883314,1,10,1,3,1,17,1,21,,42,70,75,2,,,,,2
883314,2,5,2,,1,20,1,6,,36,65,60,2,,,,,2
883314,3,,,,,,,,,,,,,,,,,2
883315,1,2,2,,3,16,1,42,,,,,,,,,,2
883322,1,2,2,,3,26,1,43,,44,67,30,,,,,,1
883322,2,2,2,,1,20,1,38,,35,,,,,,,,1
883322,3,0,,,,,,,,,,,,,,,,1
883325,1,1,2,,,20,1,43,,,,,,,,,,2
883329,1,1,1,4,,17,1,28,,,,,,,,,,2
883330,1,2,2,,1,15,1,4,,18,60,80,,,,,,1
883330,2,2,2,,1,19,1,3,,21,65,70,2,,,,,1
883332,1,0,,,,,,,,,,,,,,,,2
883342,1,1,2,,,27,1,20,,,,,,,,,,2
