NQUEST,anabit,godabit,unipro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,UBIC1N,supab,ancostr,bagni,boiler,valabit,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristrut,tristrutn,tristrut,energia,tenergian,tenergia,imupricas,timupricas,imualtab,timualtab,imurip1,imurip2,imuasp,debita1,ndebita1,debita2,ndebita2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,mutuoric,mutuoric3,intpersezd,docsezd,ritaff,QUOPRO
623300,1980,2,,,,,,,,,,,,,,,,125,6,1,500,8,,3,120,1960,2,1,135000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,1,1,0,,0,,0,,0,,,4,2,2,,2,,2,,,,,2,,2,2,1,2,2,
623305,1997,1,1,1997,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,400,3,80,1950,1,1,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,1,1,0,,0,,0,,,4,2,2,,2,,2,,,,,2,,2,2,1,1,,100
623310,1998,5,,,,,,,,,,,,,,,,,,,,7,450,3,120,1990,2,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
623606,1985,1,1,1985,1,1,0,0,0,0,0,0,0,1,18000,,,,,,,,400,3,90,1970,2,1,250000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,450,1,550,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
623614,1978,1,1,1978,0,1,0,0,0,0,0,0,0,6,,,,,,,,,450,1,150,1974,2,1,180000,1,1,1,1,2,,2,,2,,2,,2,,,,,,,,1,185,1,750,100,0,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,1,1,1,,100
623619,1991,4,,,,,,,,,,,,,,,,,,,,7,300,3,90,1970,2,1,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
624389,1989,2,,,,,,,,,,,,,,,,270,6,1,380,7,,2,65,1970,1,2,60000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,1,1,0,,,4,2,2,,1,500,1,2,1,,,,,,,1,2,2,
624422,1968,1,1,1968,1,1,0,0,0,0,0,0,0,2,3000,,,,,,,,300,4,80,1968,2,1,55000,1,1,2,,2,,1,1,2,,2,,2,,,,,,,,1,250,1,250,100,0,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
624744,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,210000,,,,,,,,800,2,120,1970,2,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,2,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
624781,1997,5,,,,,,,,,,,,,,,,,,,,1,300,3,90,1975,1,1,90000,2,,1,1,1,1,2,,2,,2,,2,,,,,,,,2,,1,1100,0,100,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
624804,1994,1,1,1985,0,1,0,0,0,0,0,0,0,6,,,,,,,,,600,3,400,1985,1,1,700000,2,,2,,1,2,1,1,2,,2,,2,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
625193,1975,1,1,1975,1,1,0,0,0,0,0,0,0,4,,,,,,,,,300,2,110,1960,2,1,350000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,200,1,200,100,0,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
625304,1974,1,1,1961,0,1,0,0,0,0,0,0,0,2,2000,,,,,,,,600,1,100,1960,1,2,130000,2,,2,,2,,2,,2,,1,1000,,,2,,,2,,,1,100,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
625509,1962,2,,,,,,,,,,,,,,,,32,6,2,,7,,3,70,1950,1,1,70000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,70,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,1,2,3,1,2,,,,,1,2,2,
625513,1930,1,1,2011,0,1,0,0,0,0,0,0,0,4,,,,,,,,,400,3,130,1930,1,1,170000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,180,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
625536,2012,2,,,,,,,,,,,,,,,,50,6,1,200,6,,3,90,1950,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,10,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
625641,1980,1,1,1975,1,1,0,0,0,0,0,0,0,7,25000,,,,,,,,800,3,130,1975,2,1,350000,1,1,2,,1,2,2,,2,,2,,2,,,,,,,,1,350,1,350,80,20,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
625651,2012,1,1,2012,1,1,0,0,0,0,0,0,0,1,280000,,,,,,,,700,4,140,2012,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,600,1,700,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,1,2,1,,,,,,,1,2,,100
625694,1983,1,1,1978,1,0,0,0,0,0,0,0,0,4,,,,,,,,,450,5,100,1978,2,1,450000,2,,2,,2,,2,,2,,1,3000,,,1,2,,2,,,1,600,2,,,,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
625837,1991,1,1,1991,0,1,0,0,0,0,0,0,0,6,,,,,,,,,600,2,100,1970,2,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,90,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
625926,2011,2,,,,,,,,,,,,,,,,300,1,2,,4,,2,80,1930,1,1,150000,1,2,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,100,0,60,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
625983,1985,1,1,1985,1,1,0,0,0,0,0,0,0,2,25000,,,,,,,,500,2,70,1984,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,180,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626001,1983,2,,,,,,,,,,,,,,,,120,9,1,300,7,,3,70,1959,1,1,70000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,1,1,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,1,
626030,1974,2,,,,,,,,,,,,,,,,60,6,1,350,8,,3,80,1960,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,20,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,1,2,2,1,2,,,,,1,1,2,
626162,1984,1,1,1984,1,1,0,0,0,0,0,0,0,7,47000,,,,,,,,400,2,110,1980,2,1,250000,1,1,2,,1,2,2,,2,,2,,2,,,,,,,,2,,1,30,0,100,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626178,1980,4,,,,,,,,,,,,,,,,,,,,3,150,1,85,1950,2,1,90000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,5,2,,2,,1,1,0,,0,,0,,0,,,3,2,2,,2,,2,,,,,1,1,2,,1,2,,
626189,1967,1,1,1996,1,0,0,0,0,0,0,0,0,3,2500,,,,,,,,200,2,70,1950,1,1,60000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626240,1961,1,1,1961,1,0,0,0,0,0,0,0,0,2,3000,,,,,,,,500,3,90,1961,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626259,1991,1,1,1991,1,1,0,0,0,0,0,0,0,2,70000,,,,,,,,1000,4,250,1991,2,1,500000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,600,1,1000,0,100,50,1,1,2,,0,,0,,0,,0,,0,,1,,2,1,25000,2,,2,,,,,2,,2,2,1,2,,100
626288,1988,1,1,1985,1,0,0,0,0,0,0,0,0,2,40000,,,,,,,,400,4,80,1985,1,1,130000,2,,2,,1,1,2,,2,,1,400,2,,2,,,2,,,1,650,1,650,0,100,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626310,1996,1,1,1996,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,400,2,100,1985,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,237,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626312,1967,1,2,2003,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,500,3,140,1967,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,60
626361,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,500,1,100,1981,2,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,600,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626449,1984,1,1,1988,1,0,0,0,0,0,0,0,0,6,,,,,,,,,1500,4,120,1925,2,1,500000,1,1,2,,2,,1,1,2,,2,,2,,,,,,,,1,900,1,2500,50,50,0,2,,1,1,0,,0,,0,,0,,0,,2,,2,2,,2,,2,,,,,2,,2,2,1,1,,100
626550,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,700,3,80,1960,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,400,2,,,,100,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
626641,1975,1,1,1975,1,0,0,0,0,0,0,0,0,2,10000,,,,,,,,150,2,50,1900,1,1,30000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626680,1987,2,,,,,,,,,,,,,,,,52,6,1,350,7,,1,80,1987,1,1,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,20,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
626688,2001,2,,,,,,,,,,,,,,,,400,8,1,600,3,,1,85,1900,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,1,1,0,,0,,0,,,3,2,2,,2,,2,,,,,2,,2,2,1,2,2,
626851,1991,1,1,1991,1,1,0,0,0,0,0,0,0,7,150000,,,,,,,,1000,4,200,1991,2,1,450000,2,,2,,2,,2,,2,,1,3000,,,2,,,2,,,1,500,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
626868,1963,1,1,1990,1,1,0,0,0,0,0,0,0,3,15000,,,,,,,,300,3,80,1960,1,2,60000,2,,2,,2,,2,,2,,1,500,,,2,,,2,,,1,150,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
626892,1970,1,1,1970,1,1,0,0,0,0,0,0,0,1,7500,,,,,,,,500,2,70,1970,1,1,70000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
627067,1980,1,1,1980,0,1,0,0,0,0,0,0,0,4,,,,,,,,,300,1,100,1940,2,2,90000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
627096,1992,1,1,1992,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,400,3,65,1966,2,1,90000,1,1,2,,1,1,2,,2,,2,,2,,,,,,,,2,,1,500,90,10,0,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
627314,2011,1,1,2011,1,1,0,0,0,0,0,0,0,2,250000,,,,,,,,700,3,170,2007,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,90,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,1,1,2,,1,2,,100
627375,1985,1,2,2004,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,350,2,100,1978,2,2,120000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,580,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,17
627479,1985,5,,,,,,,,,,,,,,,,,,,,1,300,3,80,1975,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
627797,1982,1,1,1982,1,1,0,0,0,0,0,0,0,1,34000,,,,,,,,600,1,89,1970,1,1,120000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,300,1,400,100,0,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
627842,1991,1,1,1997,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,3,85,1991,1,1,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,380,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
628193,2011,2,,,,,,,,,,,,,,,,200,4,2,,4,,2,50,1965,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,60,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
628262,1995,1,1,1995,1,1,0,0,0,0,0,0,0,7,70000,,,,,,,,500,4,120,1994,2,2,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
628418,1984,1,1,1980,1,1,0,0,0,0,0,0,0,7,30000,,,,,,,,500,5,80,1980,2,1,150000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,200,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629455,1993,1,1,1993,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,1,170,1980,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629458,1983,1,1,1983,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1000,2,200,1960,2,1,250000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,100,1,800,0,100,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629478,1954,1,1,1973,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1000,2,220,1940,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629488,1983,1,1,1983,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,400,3,100,1970,2,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629518,1997,1,1,1997,0,0,1,0,0,0,0,0,0,4,,,,,,,,,300,2,100,1990,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629555,1986,1,1,1986,1,1,0,0,0,0,0,0,0,7,85000,,,,,,,,800,3,120,1986,3,1,350000,1,1,1,1,2,,2,,2,,2,,2,,,,,,,,1,800,1,400,100,0,50,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
629828,1972,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,100,1953,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
629984,1977,2,,,,,,,,,,,,,,,,500,9,2,,4,,3,80,1959,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,40,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
630345,1983,1,1,1983,1,1,0,0,0,0,0,0,0,7,60000,,,,,,,,300,2,120,1980,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
630650,1968,1,1,1968,1,0,0,0,0,0,0,0,0,5,500,,,,,,,,600,5,150,1963,2,1,500000,1,2,2,,2,,2,,2,,2,,1,3000,2,,,2,,,1,200,1,400,100,0,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
630858,1974,1,1,2012,0,1,0,0,0,0,0,0,0,3,90000,,,,,,,,700,3,90,1974,2,1,150000,1,1,2,,2,,2,,1,90000,2,,2,,,,,,,,1,140,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631016,1978,1,1,1985,1,1,0,0,0,0,0,0,0,4,,,,,,,,,900,1,150,1957,2,1,350000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,680,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631237,1985,1,1,1984,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,800,5,120,1930,2,1,150000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,120,1,40,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631306,1986,2,,,,,,,,,,,,,,,,100,1,1,350,5,,2,74,1950,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,70,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
631431,1986,1,1,1986,1,1,0,0,0,0,0,0,0,2,65000,,,,,,,,800,2,110,1986,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,800,1,200,100,0,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631532,1982,1,1,1984,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,1000,4,180,1800,2,1,400000,1,1,1,3,1,2,2,,1,50000,2,,2,,,,,,,,1,700,1,3300,70,30,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631712,2011,1,1,1986,0,1,0,0,0,0,0,0,0,2,70000,,,,,,,,1300,3,140,1985,2,1,430000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,1800,1,2000,100,0,0,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
631796,1978,2,,,,,,,,,,,,,,,,300,4,2,,3,,2,90,1970,2,2,170000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,70,,,2,,0,,0,,0,,0,,0,,,,,2,,1,3600,2,,,,,2,,2,2,1,2,2,
631903,2003,1,1,2003,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,650,2,65,1970,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631954,1997,1,1,1997,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,400,3,100,1995,1,1,200000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,560,1,270,0,100,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
631981,1994,1,1,1994,1,1,0,0,0,0,0,0,0,1,10000,,,,,,,,300,2,70,1970,1,1,135000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,450,1,300,0,100,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
632021,2001,2,,,,,,,,,,,,,,,,500,1,2,,4,,3,70,1940,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
632059,1984,1,1,1984,1,1,0,0,0,0,0,0,0,7,9999,,,,,,,,700,5,80,1984,2,1,500000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,1260,2,,,,1,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
632078,2003,2,,,,,,,,,,,,,,,,570,2,2,,4,,3,60,1950,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
632099,1970,1,1,1970,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,500,1,110,1968,1,2,150000,2,,2,,2,,2,,2,,1,1000,,,2,,,2,,,1,800,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
632118,1981,1,1,1980,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,800,2,125,1980,2,2,200000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,1800,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
632293,1983,2,,,,,,,,,,,,,,,,115,6,2,,7,,2,100,1958,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
632347,1990,1,1,1990,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,650,4,108,1978,2,1,130000,2,,2,,2,,2,,2,,1,900,,,2,,,2,,,1,66,2,,,,70,2,,2,,1,2,0,,0,,0,,0,,,2,2,2,,2,,2,,,,,2,,2,2,1,2,,100
633412,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,230000,,,,,,,,800,2,120,1950,1,2,210000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,450,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
633458,1999,1,1,1999,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,600,3,114,1989,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,800,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
633606,1967,1,1,1972,1,1,0,0,0,0,0,0,0,2,15000,,,,,,,,500,1,81,1965,2,2,250000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,350,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
633654,1988,5,,,,,,,,,,,,,,,,,,,,1,400,5,110,1800,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,230,2,,,,40,2,,2,,0,,0,,0,,1,1,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,
633941,1975,1,1,1975,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,500,2,60,1963,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
633951,1975,2,,,,,,,,,,,,,,,,1100,9,2,,4,,1,150,1926,2,2,300000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,,,1,589,80,20,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
634144,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,700,3,75,1965,1,2,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,30,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,1,,100
634442,1972,1,1,1970,1,0,0,0,0,0,0,0,0,7,100000,,,,,,,,600,3,200,1970,2,1,600000,1,1,1,1,2,,2,,1,150000,2,,2,,,,,,,,1,400,1,1000,50,50,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
634481,1963,1,1,1960,1,0,0,0,0,0,0,0,0,4,,,,,,,,,800,3,110,1960,2,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
634732,1996,1,1,1995,1,0,0,0,0,0,0,0,0,6,,,,,,,,,1000,2,160,1950,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,520,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
634769,1966,1,2,1965,1,0,0,0,0,0,0,0,0,1,4000,2,,,,,,,200,5,100,1800,1,1,250000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,150,1,450,0,100,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,50
634810,1970,1,1,1970,1,0,0,0,0,0,0,0,0,7,50000,,,,,,,,800,1,300,1970,2,1,600000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,450,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
634821,1991,1,1,1991,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,300,1,90,1966,1,2,120000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,76,2,,,,30,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,1,1,2,,1,2,,100
634935,1971,1,1,1971,1,0,0,0,0,0,0,0,0,2,5000,,,,,,,,400,2,100,1971,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,186,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
