NQUEST,anabit,godabit,unipro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,UBIC1N,supab,ancostr,bagni,boiler,valabit,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristrut,tristrutn,tristrut,energia,tenergian,tenergia,imupricas,timupricas,imualtab,timualtab,imurip1,imurip2,imuasp,debita1,ndebita1,debita2,ndebita2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,mutuoric,mutuoric3,intpersezd,docsezd,ritaff,QUOPRO
886652,1963,4,,,,,,,,,,,,,,,,,,,,2,500,4,110,1963,1,1,190000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,1100,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
886654,2008,2,,,,,,,,,,,,,,,,415,1,2,,4,,3,70,1950,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,2,
886656,2010,2,,,,,,,,,,,,,,,,405,2,2,,4,,1,67,1950,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,20,,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,2,
886662,1960,1,1,1960,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,1,120,1950,2,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,45,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886665,2010,1,1,2010,1,0,0,0,0,0,0,0,0,6,,,,,,,,,400,1,100,1960,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,30,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886668,1965,1,1,1975,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,1,110,1965,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886682,2001,5,,,,,,,,,,,,,,,,,,,,1,300,3,85,1980,1,2,110000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
886689,1991,1,1,1995,1,0,0,0,0,0,0,0,0,6,,,,,,,,,400,3,180,1990,2,1,200000,1,1,2,,2,,2,,2,,1,500,2,,2,,,2,,,1,55,1,350,100,0,100,2,,2,,0,,0,,0,,0,,0,,,,,1,1000,2,,2,,,,,2,,2,2,1,2,,100
886697,2004,2,,,,,,,,,,,,,,,,300,2,2,,4,,3,110,1975,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886698,1970,1,1,1990,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,200,1,85,1930,1,2,60000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,45,1,350,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
886719,1995,1,1,1995,1,1,0,0,0,0,0,0,0,1,145000,,,,,,,,900,3,100,1981,2,2,260000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,140,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886720,1989,1,1,1989,1,1,0,0,0,0,0,0,0,1,55000,,,,,,,,500,1,100,1989,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886721,1998,1,1,1998,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,750,3,90,1997,1,1,200000,2,,2,,2,,2,,2,,1,25000,,,2,,,2,,,2,,2,,,,2,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
886726,2007,2,,,,,,,,,,,,,,,,400,1,1,500,4,,1,60,1990,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,1,3,1,,1,2,2,
886730,1994,1,1,1994,1,0,0,0,0,0,0,0,0,2,170000,,,,,,,,1000,3,130,1994,2,1,350000,2,,2,,2,,2,,2,,1,3000,,,2,,,2,,,2,,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
886732,2008,1,1,2007,1,0,0,0,0,0,0,0,0,1,215000,,,,,,,,700,3,70,1985,1,2,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886734,1995,1,1,1995,1,1,0,0,0,0,0,0,0,7,115000,,,,,,,,1500,3,240,1995,2,1,650000,2,,2,,2,,2,,2,,1,5000,,,2,,,2,,,1,400,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886738,1970,1,1,1970,0,0,1,0,0,0,0,0,0,7,5000,,,,,,,,500,3,120,1970,2,2,800000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,400,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886740,2007,1,1,2007,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,1,110,1970,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886741,1976,1,1,1976,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,450,3,70,1974,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886744,1994,1,1,1994,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,700,2,200,1984,2,1,450000,2,,2,,2,,2,,2,,1,50000,,,1,2,,1,2,,1,250,1,500,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886747,2007,2,,,,,,,,,,,,,,,,100,1,2,,4,,1,70,2006,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886748,1988,1,1,1988,1,1,0,0,0,0,0,0,0,7,120000,,,,,,,,600,3,140,1988,2,2,350000,2,,2,,2,,2,,2,,1,35000,,,2,,,1,1,28000,1,160,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886763,1994,1,1,1991,1,1,0,0,0,0,0,0,0,2,80000,,,,,,,,1000,2,130,1991,2,1,360000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,385,2,,,,7,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886780,1992,2,,,,,,,,,,,,,,,,258,1,1,400,4,,4,80,1980,1,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,40,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886782,1953,1,1,1980,1,0,0,0,0,0,0,0,0,3,150,,,,,,,,400,4,100,1950,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886784,1993,1,1,1993,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,500,4,100,1993,2,1,250000,2,,2,,2,,2,,2,,1,10000,,,1,1,10000,2,,,1,200,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886788,2008,1,1,2008,1,0,0,0,0,0,0,0,0,2,260000,,,,,,,,600,4,100,2007,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,326,2,,,,20,1,1,2,,0,,0,,0,,0,,0,,2,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
886789,1990,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,5,100,1911,2,1,400000,1,1,2,,2,,2,,1,40000,2,,2,,,,,,,,1,300,1,100,100,0,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886792,2009,1,1,2007,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,1000,5,100,1800,2,1,280000,2,,2,,2,,2,,2,,1,600,,,1,1,600,2,,,1,100,2,,,,5,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
886794,2011,1,2,2009,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,420,3,80,1970,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,50
886797,2008,1,1,2008,1,1,0,0,0,0,0,0,0,2,200000,,,,,,,,600,3,130,2008,2,1,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,600,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886798,2009,2,,,,,,,,,,,,,,,,500,2,2,,4,,2,60,1995,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886803,1991,1,1,1991,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,600,1,110,1960,1,2,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886809,2002,1,1,2002,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,700,1,100,1900,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,300,1,200,60,40,50,2,,1,1,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
886812,1958,1,1,1958,1,1,0,0,0,0,0,0,0,4,,,,,,,,,400,2,60,1950,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,90,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886815,1978,2,,,,,,,,,,,,,,,,550,1,2,,4,,3,80,1962,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,2,
886817,2003,2,,,,,,,,,,,,,,,,600,1,2,,4,,3,45,1950,1,1,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886822,2004,2,,,,,,,,,,,,,,,,600,1,2,,4,,3,80,1990,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886824,1950,1,1,1965,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,3,70,1950,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886828,1970,1,1,1970,1,1,0,0,0,0,0,0,0,1,70000,,,,,,,,500,1,90,1970,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886841,1981,1,1,1981,1,1,0,0,0,0,0,0,0,1,42000,,,,,,,,800,1,130,1952,1,2,230000,1,1,2,,2,,2,,2,,1,1500,1,300,2,,,2,,,1,378,1,216,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,1,1,1,,100
886849,1967,1,1,1970,1,1,0,0,0,0,0,0,0,1,15000,,,,,,,,500,2,80,1966,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,80,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886850,1965,1,1,1965,1,1,0,0,0,0,0,0,0,3,3500,,,,,,,,800,3,110,1964,1,1,280000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,164,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
886851,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,135000,,,,,,,,700,3,85,1998,2,1,250000,2,,2,,2,,2,,2,,1,1200,,,2,,,2,,,1,260,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,1,2,2,,100
886854,1997,1,1,1997,1,1,0,0,0,0,0,0,0,1,140000,,,,,,,,700,3,98,1970,1,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,156,2,,,,0,2,,2,,0,,1,1,0,,0,,0,,,2,2,2,,2,,1,2,1,,,,,,,1,1,,100
886857,1973,1,1,1994,0,1,0,0,0,0,0,0,0,4,,,,,,,,,700,3,72,1930,1,1,280000,1,1,2,,2,,2,,2,,1,2000,2,,2,,,2,,,1,160,1,670,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
886862,2005,2,,,,,,,,,,,,,,,,500,4,1,850,4,,3,82,1969,1,2,290000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,2,
886866,1978,1,1,2006,1,1,0,0,0,0,0,0,0,3,15000,,,,,,,,500,2,65,1978,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,240,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
886870,1973,5,,,,,,,,,,,,,,,,,,,,1,800,2,80,1960,1,2,230000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
886874,1990,1,1,1994,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1000,2,100,1900,1,1,220000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,100,1,700,0,100,0,2,,2,,1,1,0,,0,,0,,0,,,3,2,2,,2,,2,,,,,2,,2,2,1,1,,100
886877,1979,1,1,1979,1,1,0,0,0,0,0,0,0,1,65000,,,,,,,,1200,3,220,1978,2,1,500000,1,4,1,1,1,1,2,,2,,2,,2,,,,,,,,1,1200,1,20000,80,20,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
886883,1959,1,1,1959,1,1,0,0,0,0,0,0,0,1,3000,,,,,,,,500,2,75,1959,1,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,240,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
886884,2011,1,1,2011,1,1,0,0,0,0,0,0,0,1,245000,,,,,,,,700,2,100,1968,2,1,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,110,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,2,2,,100
886887,1960,1,1,1984,1,1,0,0,0,0,0,0,0,2,15000,,,,,,,,750,1,68,1952,1,2,250000,1,1,2,,2,,2,,2,,1,1080,2,,1,1,1000,2,,,1,250,1,350,100,0,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886914,2001,1,1,2001,1,1,0,0,0,0,0,0,0,1,70000,,,,,,,,500,2,68,1982,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,145,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
886915,1970,5,,,,,,,,,,,,,,,,,,,,2,700,2,90,1960,2,2,240000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,85,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
886918,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,200000,,,,,,,,1000,1,100,1980,1,2,275000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,350,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
886923,1990,2,,,,,,,,,,,,,,,,450,2,2,,4,,2,75,1980,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,100,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,2,2,1,
886924,1972,1,1,1972,1,1,0,0,0,0,0,0,0,2,5500,,,,,,,,800,2,90,1972,2,2,230000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,180,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886932,1994,2,,,,,,,,,,,,,,,,500,1,2,,4,,2,40,1980,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,100,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
886938,1990,1,1,1990,1,1,0,0,0,0,0,0,0,2,75000,,,,,,,,900,2,100,1989,2,1,260000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,5,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886939,2002,2,,,,,,,,,,,,,,,,200,4,1,500,4,,2,50,1970,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,60,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,2,
886963,1967,1,1,1967,0,1,0,0,0,0,0,0,0,4,,,,,,,,,500,3,70,1960,1,2,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886969,2009,2,,,,,,,,,,,,,,,,530,1,2,,4,,2,80,1960,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,2,
886976,2010,1,1,2008,1,0,0,0,0,0,0,0,0,2,100000,,,,,,,,400,3,50,2006,1,1,140000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
886980,1957,1,1,1977,1,0,0,0,0,0,0,0,0,1,8000,,,,,,,,500,3,200,1900,1,1,200000,2,,2,,1,3,2,,2,,2,,2,,,,,,,,1,350,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886986,1987,1,1,1986,1,1,0,0,0,0,0,0,0,1,75000,,,,,,,,700,1,90,1920,2,1,500000,1,2,2,,1,1,2,,2,,2,,1,4000,2,,,2,,,2,,1,3700,100,0,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886987,2008,1,1,2008,1,0,0,0,0,0,0,0,0,1,198000,,,,,,,,500,1,40,1940,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
886990,1988,4,,,,,,,,,,,,,,,,,,,,2,800,3,95,1981,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,160,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,
886993,2009,1,1,2003,1,0,0,0,0,0,0,0,0,1,225000,,,,,,,,150,5,200,1900,2,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,4000,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887002,2003,2,,,,,,,,,,,,,,,,1315,1,2,,8,,1,115,1700,2,1,600000,1,2,2,,2,,2,,2,,2,,2,,,,,,,,,,1,2000,100,0,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,2,
887012,1977,1,1,1977,0,1,0,0,0,0,0,0,0,4,,,,,,,,,600,3,100,1960,2,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,1000,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887021,1986,1,1,1985,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,400,4,92,1950,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,350,2,,,,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887022,1965,1,1,1965,1,0,0,0,0,0,0,0,0,5,3000,,,,,,,,600,2,100,1930,2,1,600000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887063,1953,1,1,1953,0,1,1,0,0,0,0,0,0,7,30000,,,,,,,,250,2,90,1950,1,1,90000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,145,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887068,1998,1,1,1990,1,1,0,0,0,0,0,0,0,7,60000,,,,,,,,500,3,110,1990,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,60,2,,2,,1,1,0,,0,,0,,0,,,2,2,2,,2,,2,,,,,2,,2,2,1,2,,100
887087,1970,2,,,,,,,,,,,,,,,,120,6,1,300,7,,3,90,1970,1,2,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
887090,1969,1,1,1971,1,1,0,0,0,0,0,0,0,5,16000,,,,,,,,350,2,110,1960,2,2,140000,1,1,2,,2,,2,,2,,1,3000,1,12000,2,,,2,,,1,560,1,930,100,0,0,2,,1,1,1,1,0,,0,,0,,0,,1,1,2,2,,2,,2,,,,,2,,2,2,1,1,,100
887092,1983,1,1,1983,1,0,0,0,0,0,0,0,0,2,60000,,,,,,,,600,2,120,1983,2,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887098,1993,1,1,1993,1,1,0,0,0,0,0,0,0,7,55000,,,,,,,,400,3,90,1993,2,1,150000,2,,2,,2,,2,,2,,1,3000,,,2,,,2,,,1,185,2,,,,0,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
887102,2011,1,1,2011,1,0,0,0,0,0,0,0,0,6,,,,,,,,,500,3,80,1997,1,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887122,1960,1,1,1960,1,0,0,0,0,0,0,0,0,1,30000,,,,,,,,400,1,70,1960,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887123,1993,1,1,2010,1,0,0,0,0,0,0,0,0,6,,,,,,,,,350,3,75,1989,1,2,70000,2,,2,,2,,2,,2,,1,500,,,2,,,2,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887130,2004,5,,,,,,,,,,,,,,,,,,,,3,450,2,90,1980,1,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
887135,2002,4,,,,,,,,,,,,,,,,,,,,2,250,3,64,1958,1,1,60000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,1,1,2,,1,2,,
887138,1989,1,1,1989,1,0,0,0,0,0,0,0,0,2,120000,,,,,,,,450,1,120,1985,2,2,240000,1,2,2,,2,,1,1,2,,2,,2,,,,,,,,1,350,1,1000,75,25,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887158,1967,1,1,1967,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,400,3,85,1964,1,2,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,180,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887159,2004,5,,,,,,,,,,,,,,,,,,,,1,500,3,98,1960,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,1,1,0,,0,,0,,,2,2,2,,2,,1,2,1,,,,,,,1,2,,
887175,2010,2,,,,,,,,,,,,,,,,30,6,1,300,7,,1,60,1960,1,2,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
887189,1998,1,1,1998,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,500,1,148,1963,1,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,110,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
887190,2008,1,1,2006,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,1,95,1960,1,1,140000,1,1,1,1,2,,2,,2,,1,2500,2,,2,,,2,,,1,142,1,670,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
887201,1972,1,1,1971,1,1,0,0,0,0,0,0,0,1,6500,,,,,,,,700,4,200,1967,2,1,300000,1,2,2,,2,,2,,2,,2,,2,,,,,,,,1,400,1,600,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
887203,1972,1,2,1972,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,400,4,80,1970,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,33
