NQUEST,ctit,NCTIT,ictit,unaban,banche,anniban,servb1,servb2,servb3,servb4,servb5,servb6,privateb,scoper,utscoper,mesiscoper,vmscoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,DEPOSIT,NDEPOSIT
871740,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
871741,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
871747,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
871753,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,2
871760,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,430,2,2,0
871769,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
871778,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
871790,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,2,1,,,1,2,1,2,1500,1,1,1
871793,2,,,2,2,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,500,2,1,2
871795,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,1,1,1,,,1,3,1,1,1500,1,1,2
871798,2,,,2,2,3,0,1,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,500,2,1,2
871807,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
871811,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,500,1,1,2
871812,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,600,1,1,3
871822,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,700,1,1,3
871823,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,3,2,,700,1,1,4
871834,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
871838,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
871839,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,650,2,2,0
871845,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,900,2,2,0
871847,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
871852,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1200,2,1,1
871853,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,3,2,,1,2,2,,1100,2,1,1
871854,,,,1,1,5,0,0,0,0,0,0,3,,,,,,,2,,,,,2,,2,,1000,2,1,1
871856,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,650,2,2,0
871859,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1100,2,2,0
871861,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
871862,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,1,2,2,,1800,2,1,1
871863,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1200,2,2,0
871865,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
871867,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
871869,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
871871,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
871872,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
871873,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
871875,2,,,1,1,5,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
871881,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
871886,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
871889,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
871892,2,,,1,1,2,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,1100,2,1,1
871893,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,400,2,1,1
871896,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
871898,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
871900,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
871903,2,,,2,2,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,1,1,900,2,1,2
871905,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,600,2,1,1
871908,1,1,2,1,1,4,1,0,1,0,1,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,1
871912,1,1,2,1,1,4,1,1,0,1,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,500,1,1,1
871913,1,1,2,1,1,4,1,0,0,1,1,0,2,2,,,,,,2,,,,,1,2,1,1,1000,2,1,2
871914,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
871919,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
871921,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,1,1,1
871927,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1500,2,2,0
871928,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
871932,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,200,2,2,0
871940,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
871945,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
871946,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
871947,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,1,1,1
871958,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
871968,2,,,2,3,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,500,1,1,3
871981,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,300,1,1,1
871995,2,,,2,3,3,1,1,0,0,0,0,2,2,,,,,,1,1,1,,,1,2,1,1,600,1,1,3
871998,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,500,1,1,1
872000,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,1200,2,1,7
872002,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,1,1,1000,1,1,1
872003,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
872005,,,,1,1,3,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1000,2,1,2
872006,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
872012,2,,,2,2,2,1,1,0,0,0,0,2,1,1,1,100,1,100,2,,,,,1,2,1,1,600,1,1,2
872015,2,,,1,1,3,1,0,0,0,1,0,2,1,2,,,,,1,2,2,,,1,2,1,2,1500,1,1,3
872019,2,,,1,1,4,1,0,1,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,400,2,1,2
872024,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,500,2,1,1
872026,2,,,1,1,4,1,1,0,0,0,0,2,1,1,4,1000,1,1000,2,,,,,1,1,1,2,700,2,1,2
872027,1,2,2,2,2,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,1,1,400,1,1,6
872031,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,280,2,1,1
872032,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,800,2,1,2
872036,1,1,1,1,1,4,0,0,0,1,0,0,3,1,2,,,,,1,3,2,,,1,2,2,,2000,1,1,1
872040,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,2
872043,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
872065,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,2
872070,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,1800,2,1,2
872073,2,,,1,1,2,1,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,2,2,,1000,2,1,2
872077,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,3,500,2,1,2
872082,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,1,1,2,,,2,,2,,300,1,1,2
872095,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,3
872107,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872112,1,2,3,2,2,4,0,0,0,1,1,0,2,3,,,,,,2,,,,,2,,2,,1400,2,1,3
872119,2,,,2,2,4,1,1,1,0,0,0,2,1,1,2,1500,2,,2,,,,,1,1,2,,1000,2,1,2
872122,2,,,2,2,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,1000,2,1,2
872125,2,,,2,2,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,3
872128,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1500,2,1,2
872130,1,2,2,2,3,4,0,0,0,1,0,1,2,1,2,,,,,2,,,,,1,2,2,,750,2,1,5
872132,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,2,,2,,400,2,1,2
872133,1,1,2,1,1,4,1,0,0,1,0,0,2,2,,,,,,1,1,3,2,,1,2,2,,1000,2,1,2
872137,1,1,1,2,2,4,1,0,0,1,0,0,2,1,1,12,28000,1,28000,1,3,2,,,1,2,1,1,1500,2,1,2
872144,1,1,1,2,2,4,0,0,0,1,0,0,2,1,1,12,2000,1,2000,2,,,,,2,,2,,2000,2,1,3
872147,2,,,1,1,2,0,0,1,0,0,0,2,1,2,,,,,2,,,,,1,1,1,1,1700,2,1,1
872154,2,,,1,1,1,1,1,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,2500,2,1,2
872161,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
872166,2,,,1,1,2,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,750,2,1,2
872178,2,,,1,1,3,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
872190,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1100,2,1,2
872192,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,2,,2,,900,2,1,1
872193,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
872199,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1500,1,1,1
872200,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1500,2,1,2
872211,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,1000,2,1,1
872212,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,2,2000,1,1,1
872217,1,1,2,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
872220,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,2,,2,,2000,2,1,2
872228,2,,,1,1,3,0,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,1,1,600,2,1,1
872229,1,3,3,2,3,4,1,0,0,1,0,0,2,2,,,,,,1,3,1,,,1,3,2,,2500,1,1,3
872233,,,,1,1,1,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,200,2,1,2
872235,1,1,2,1,1,4,0,0,0,1,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
872237,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
872250,2,,,1,1,4,0,1,0,0,0,0,2,1,1,7,1000,1,0,2,,,,,1,2,2,,1000,2,1,2
872252,2,,,1,1,4,0,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,2
872257,2,,,1,1,3,1,1,1,0,0,0,2,2,,,,,,1,1,2,,,1,2,1,2,1000,1,1,1
872261,1,1,1,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,1200,1,1,6
872263,2,,,2,2,3,0,1,0,0,0,0,2,1,1,6,300,1,300,1,1,2,,,1,1,1,1,400,1,1,2
872265,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,700,2,1,1
872268,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
872272,2,,,1,1,2,1,0,0,0,0,0,2,1,1,5,1300,1,0,2,,,,,1,2,2,,1500,2,1,1
872278,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,900,2,1,1
872296,1,1,2,1,1,4,1,0,1,1,0,0,2,1,1,7,1500,1,0,2,,,,,1,1,2,,2000,1,1,1
872298,1,1,1,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,500,2,1,1
872306,1,1,1,1,1,4,1,0,0,1,0,0,2,3,,,,,,1,1,2,,,1,2,2,,600,1,1,2
872307,1,1,1,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,400,1,1,1
872312,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,300,2,1,1
872332,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,1,1,2,,500,2,1,1
872352,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
872357,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,2000,2,1,1
872360,2,,,1,1,5,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
872361,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,700,2,1,1
872367,2,,,1,1,5,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,2,1,1
872377,2,,,1,1,3,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,1100,2,1,1
872385,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872386,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,1,1,2,,730,2,1,1
872393,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
872403,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
872407,2,,,1,1,3,1,0,0,0,0,0,3,2,,,,,,2,,,,,1,1,2,,1300,2,1,5
872410,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,850,2,1,2
872412,2,,,1,1,3,0,0,0,0,0,0,3,2,,,,,,2,,,,,1,1,1,1,1100,2,1,4
872413,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,2,1,4
872417,2,,,1,1,4,1,0,0,0,0,0,3,4,,,,,,2,,,,,2,,2,,770,2,1,4
872418,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,1,1,1000,2,1,2
872422,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,3,1,2000,1,1,1,1,2600,2,1,2
872423,2,,,1,1,3,1,0,0,0,0,0,3,4,,,,,,2,,,,,1,1,2,,600,2,1,4
872427,2,,,1,1,3,1,0,0,0,0,0,3,1,2,,,,,2,,,,,1,3,2,,1900,2,1,2
872432,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,1900,2,1,9
872433,2,,,1,1,3,0,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,1,1,1000,2,1,2
872434,2,,,1,1,3,0,0,0,0,0,0,3,1,2,,,,,1,1,1,,,1,1,1,1,1300,2,1,2
872443,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,900,2,1,4
872450,2,,,1,1,2,1,0,0,0,0,0,3,1,2,,,,,1,1,1,,,1,1,1,1,1800,2,1,2
872455,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,1
872458,1,1,1,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
872478,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,700,2,1,1
872488,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,600,1,1,1
872492,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
872495,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872531,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,550,2,1,1
872536,,,,1,1,3,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,900,2,1,1
872537,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872538,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
872540,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,200,1,1,1
872542,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
872543,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,750,2,1,1
872545,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,700,2,1,1
872546,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,600,2,1,1
872550,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
872555,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,250,1,1,1
872556,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,550,1,1,1
872558,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,650,2,1,1
872567,,,,1,1,2,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,700,2,1,1
872568,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
872569,,,,1,1,2,0,0,0,0,0,0,2,,,,,,,2,,,,,1,1,2,,700,2,1,1
872570,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
872571,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,550,2,1,1
872572,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
872574,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872583,2,,,2,2,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,700,2,1,3
872590,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,3
872600,2,,,2,2,4,0,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,100,2,1,2
872602,1,1,1,2,2,4,1,0,0,1,0,0,2,1,1,3,500,1,0,1,2,2,,,1,2,1,2,1000,2,1,6
872604,1,1,2,2,3,4,1,0,0,0,0,0,2,3,,,,,,1,2,2,,,1,1,1,1,700,2,1,4
872619,2,,,2,2,2,1,0,1,0,0,0,2,1,2,,,,,2,,,,,1,1,1,1,350,2,1,3
872620,2,,,1,1,4,1,1,1,0,0,0,1,1,1,2,500,2,,1,1,2,,,1,1,1,1,800,1,1,2
872623,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
872626,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,1,1,1,1000,1,1,2
872633,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
872636,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
872646,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,2000,1,1,1
872651,2,,,2,2,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1500,2,1,3
872652,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
872656,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,400,1,1,1
872659,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,1,1,2,,,1,1,2,,2000,1,1,3
872661,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,2000,1,1,4
872670,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,2000,2,2,0
872685,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,650,2,2,0
872686,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
872687,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
872688,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,200,2,2,0
872689,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
872693,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1100,2,2,0
872694,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,650,2,1,1
872695,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
872698,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,200,2,2,0
872700,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
872701,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
872702,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872705,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,2,,1100,2,2,0
872707,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,2,,1400,2,2,0
872710,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1600,2,2,0
872711,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1000,2,1,1
872713,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1400,2,1,2
872714,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1500,2,1,1
872717,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,900,2,2,0
872718,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
872719,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
872720,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
872732,1,1,2,1,1,4,1,0,0,1,0,1,2,2,,,,,,2,,,,,2,,2,,1000,2,1,1
872736,2,,,1,1,3,0,0,0,0,0,1,2,1,1,12,400,3,,2,,,,,2,,2,,1100,2,1,1
872742,2,,,2,2,1,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,2
872744,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,1,1,1,,,1,1,2,,500,2,1,1
872746,2,,,2,3,2,1,0,0,0,0,1,2,1,1,12,800,1,1000,2,,,,,1,2,2,,200,1,1,6
872747,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,1,3,2,,,1,3,1,2,300,1,1,2
872748,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,1,2,1,,,1,3,1,1,800,2,1,1
872750,1,1,2,2,2,4,1,0,0,1,0,1,2,2,,,,,,2,,,,,1,1,2,,2100,2,1,2
872757,1,2,2,1,1,4,1,0,0,1,1,1,2,1,2,,,,,1,2,2,,,1,2,2,,250,1,1,2
872781,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
872789,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1100,2,1,1
872794,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
872795,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
872797,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,1
872802,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,2,1,1
872809,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
872815,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,450,2,1,2
872823,2,,,1,1,4,1,0,0,0,0,0,2,1,1,8,1000,1,700,2,,,,,1,1,2,,230,2,1,1
872825,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,120,2,1,1
872828,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,240,2,1,1
872829,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,330,2,1,2
872835,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,250,2,1,1
872843,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,100,2,1,2
872847,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,200,2,1,1
872848,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,250,2,1,1
872852,2,,,2,2,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,3,2,,400,2,1,3
872855,2,,,1,1,3,1,1,0,0,0,0,1,1,2,,,,,2,,,,,1,2,1,1,360,1,1,2
872856,2,,,2,2,4,1,0,0,0,0,1,2,3,,,,,,1,1,2,,,1,3,1,2,200,2,1,2
872857,2,,,2,2,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,2,2,,1000,2,1,2
872858,2,,,1,1,3,1,0,0,0,0,1,2,1,2,,,,,2,,,,,1,3,2,,1000,2,1,2
872868,1,2,2,1,1,4,1,0,0,1,0,1,2,1,2,,,,,1,2,2,,,1,4,1,1,3000,1,1,3
872876,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
872890,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
872892,2,,,2,2,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,2
872893,2,,,1,1,4,1,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,1,1,1,700,2,1,1
