NQUEST,ctit,NCTIT,ictit,unaban,banche,anniban,servb1,servb2,servb3,servb4,servb5,servb6,privateb,scoper,utscoper,mesiscoper,vmscoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,DEPOSIT,NDEPOSIT
730878,2,,,1,1,2,0,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,700,2,1,1
730901,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1500,2,1,1
730939,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,250,2,1,1
731178,2,,,2,2,3,0,0,0,0,0,0,2,3,,,,,,1,1,2,,,1,1,1,1,2000,2,1,2
731344,2,,,1,1,4,0,0,0,0,1,0,2,2,,,,,,1,1,2,,,1,2,2,,300,2,1,1
731413,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,1
731421,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,900,2,1,2
731660,2,,,2,2,4,0,1,0,0,0,0,2,1,1,10,8000,1,10000,2,,,,,2,,2,,300,2,1,3
731805,1,1,2,2,3,4,0,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,2,1,3
731806,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,2,,800,2,1,1
731810,1,1,1,1,1,3,0,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,1,1,1
731827,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,2
731839,1,1,2,1,1,4,0,0,1,1,0,0,2,2,,,,,,1,2,2,,,1,2,2,,1000,1,1,1
732011,,,,1,1,1,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,950,2,1,1
732013,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,200,2,1,1
732118,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,100,2,1,1
732343,2,,,1,1,4,1,0,1,0,0,0,2,1,1,12,500,1,0,1,1,2,,,1,2,1,1,200,1,1,2
732369,2,,,1,1,4,0,0,1,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,450,2,1,1
732371,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,350,2,1,1
732406,2,,,2,3,3,0,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,500,2,1,4
732466,2,,,2,2,3,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,2
732511,2,,,2,2,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1100,2,1,4
732601,2,,,2,3,3,1,0,1,0,0,0,2,1,2,,,,,1,2,2,,,1,4,2,,1800,1,1,3
733049,2,,,1,1,1,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,2,2,,1000,2,1,1
733072,2,,,2,3,3,1,0,0,0,0,0,2,1,1,8,5000,1,4500,1,2,2,,,1,2,2,,1200,1,1,3
733141,1,1,2,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,3,2,,2000,2,1,3
733145,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,1
733210,2,,,1,1,4,0,0,1,0,0,0,2,1,2,,,,,1,1,1,,,1,1,1,1,480,2,1,2
733216,2,,,2,2,4,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1600,2,1,2
733351,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
733363,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,2,1,2,1000,2,1,3
733426,2,,,1,1,3,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
733605,1,1,1,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,650,2,1,1
733606,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,1,1,2,,,1,1,1,1,200,2,1,1
733612,2,,,1,1,4,1,0,0,0,0,0,2,1,1,12,500,1,500,1,1,2,,,1,3,1,1,300,2,1,2
733713,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,200,2,2,0
733738,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
733755,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,1000,1,1,2
733759,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
733801,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2300,2,1,1
733811,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
733954,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
734103,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,2
734107,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,2000,2,1,3
734115,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
734141,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,1
734143,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,2,1,1
734148,2,,,2,2,4,1,0,0,0,0,0,2,1,1,2,500,2,,1,1,2,,,1,2,1,1,1000,2,1,3
734153,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1000,2,1,1
734160,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
734205,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
734210,1,2,2,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,1,1,600,1,1,2
734259,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,700,2,1,2
734264,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
734419,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
734833,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,1
734969,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,800,2,1,2
734978,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,400,2,1,2
735005,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,100,2,2,0
735009,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,2
735103,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
735143,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,3,1,1,1500,1,1,2
735144,1,1,2,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,1800,1,1,2
735401,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,1,1,2000,1,1,1
735436,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,2
735538,2,,,1,1,4,0,0,0,0,0,0,2,1,1,2,2000,1,1000,1,1,2,,,1,1,2,,300,1,1,1
735621,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,700,1,1,1
735659,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,4000,2,1,2
735677,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,1
735743,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,300,1,1,2
735747,1,1,1,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,2,1,,,1,2,1,1,400,1,1,2
735761,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1100,2,1,1
735969,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
736010,2,,,1,1,4,0,1,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,1
736011,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
736034,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
736037,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,600,2,1,1
736206,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1500,2,1,1
736212,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1900,2,1,2
736214,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1100,2,1,2
736222,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1200,2,1,1
736476,2,,,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,1,2,2500,2,1,1
736534,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,1
736579,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1500,2,1,1
736627,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,1
736629,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
736657,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1500,2,2,0
736703,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,900,2,1,1
736714,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
736722,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,750,2,2,0
736739,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
736753,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
736754,2,,,1,1,3,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1100,2,1,1
736801,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
736828,2,,,1,1,3,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1400,2,1,1
736831,1,1,2,2,3,4,1,0,0,0,0,1,2,1,2,,,,,1,2,2,,,1,2,2,,3000,2,1,3
736862,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,400,2,1,1
736917,2,,,1,1,4,1,1,0,0,1,0,2,1,2,,,,,1,2,2,,,1,1,2,,500,1,1,3
736919,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1100,2,1,2
736921,1,1,1,1,1,4,1,1,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1500,2,1,1
736935,2,,,2,2,3,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,600,1,1,3
736939,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
736957,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,4,2,,,1,1,1,1,1000,1,1,1
737312,1,1,2,1,1,4,1,1,0,1,0,0,2,2,,,,,,1,2,2,,,1,2,1,3,500,1,1,2
737343,2,,,1,1,4,1,0,0,0,0,0,2,1,1,1,500,1,500,2,,,,,1,1,2,,400,2,1,1
737349,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,700,2,1,2
737360,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
737401,1,1,2,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1500,2,1,3
737402,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,1
737406,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,2,,2,,350,2,1,2
737420,1,1,1,1,1,4,0,1,0,0,0,0,1,1,2,,,,,1,1,2,,,1,2,2,,200,2,1,1
737436,2,,,2,2,4,0,0,0,0,0,0,1,2,,,,,,2,,,,,1,2,2,,800,2,1,2
737479,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,1200,2,1,2
737531,2,,,2,2,4,1,0,0,0,0,0,3,3,,,,,,1,2,2,,,2,,2,,900,2,1,2
737730,2,,,2,3,3,1,1,0,0,0,0,2,3,,,,,,1,2,2,,,1,2,1,1,750,2,1,5
737902,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,2,1,1
737939,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
800003,2,,,2,2,3,1,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,2,1,1,200,2,1,3
800010,2,,,1,1,4,0,1,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,1
800013,2,,,1,1,3,1,1,0,0,0,0,2,1,1,8,1880,1,0,2,,,,,1,2,1,1,300,2,1,1
800029,2,,,1,1,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1500,2,1,1
800040,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,1300,2,1,2
800041,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,1,1,1000,2,1,1
800106,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,800,2,1,4
800135,2,,,2,2,4,0,0,0,0,0,1,2,1,1,12,1600,1,1500,2,,,,,1,2,2,,500,2,1,2
800148,2,,,1,1,3,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
800179,2,,,1,1,1,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,2,2,,800,2,1,1
800180,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,930,2,1,1
800181,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1200,2,2,0
800183,2,,,1,1,3,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
800184,2,,,1,1,4,0,0,0,0,0,1,2,3,,,,,,2,,,,,1,1,2,,1000,2,1,1
800243,2,,,1,1,1,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1100,2,1,1
800260,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,2000,2,1,1
800274,2,,,1,1,2,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1200,2,1,1
800308,2,,,1,1,2,0,0,0,0,0,0,3,2,,,,,,2,,,,,2,,2,,500,2,1,1
800336,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,1,2,,150,2,1,1
800416,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
800449,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,600,2,1,2
800464,1,1,2,1,1,4,1,1,1,0,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,300,1,1,1
800483,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
800546,2,,,2,2,4,0,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,600,2,1,4
800549,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,700,1,1,1
800569,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,300,2,1,2
800571,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,1,2,1,,,1,2,2,,1600,2,1,2
800702,2,,,2,3,2,1,0,0,0,0,1,2,3,,,,,,1,2,2,,,1,1,1,1,600,1,1,3
800705,1,1,2,2,2,4,0,0,0,1,0,1,2,1,2,,,,,1,1,2,,,1,1,2,,1100,1,1,2
800831,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,700,2,1,1
800832,1,2,2,2,2,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,500,2,1,2
800884,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
800901,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,1,1,1600,1,1,1
800927,2,,,1,1,3,0,0,0,0,0,1,2,3,,,,,,2,,,,,2,,2,,900,2,1,1
800937,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
800959,2,,,2,2,3,1,0,0,1,0,1,2,1,2,,,,,1,1,1,,,1,2,2,,1000,2,1,2
800999,2,,,1,1,2,0,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1500,2,1,2
801010,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
801011,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
801028,2,,,2,2,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,2
801037,2,,,1,1,3,1,1,0,0,0,0,2,1,1,12,500,1,600,1,1,2,,,1,1,2,,1000,1,1,1
801104,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
801202,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,500,1,1,1
801221,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,1,2,300,2,1,2
801238,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,300,2,1,1
801255,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,1,1,800,2,1,2
801271,2,,,2,2,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,1200,2,1,4
801279,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,2
801380,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
801448,2,,,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,350,2,1,2
801486,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,1
801541,2,,,1,1,3,0,1,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,650,2,1,1
801543,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
801599,2,,,1,1,3,0,1,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1600,2,1,1
801622,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1538,2,1,1
801626,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1700,2,1,1
801768,2,,,1,1,4,0,1,0,0,0,1,2,3,,,,,,1,1,2,,,1,1,2,,2000,2,1,1
801798,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,750,2,1,1
801801,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
801803,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,3,2,,1500,2,1,4
801806,2,,,2,2,5,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,3,1,1,2000,2,1,4
801812,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,250,2,2,0
801813,,,,,,,,,,,,,,,,,,,,2,,,,,2,,1,1,1000,2,2,0
801833,2,,,1,1,1,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1200,2,1,1
801875,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,900,1,1,1
801878,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,500,1,1,1
801888,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,1
801892,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
801894,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
801899,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,1000,1,1,2
801908,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,1,1,800,1,1,1
801948,2,,,1,1,4,1,0,1,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,700,2,1,1
801955,2,,,2,2,2,0,1,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,650,2,1,2
801966,2,,,1,1,1,1,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,800,2,1,1
801972,2,,,1,1,4,0,1,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,650,2,1,1
801986,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
802001,2,,,1,1,3,0,0,0,0,0,1,2,3,,,,,,2,,,,,1,1,2,,800,2,1,1
802038,1,1,1,2,2,4,1,0,0,1,0,0,3,3,,,,,,1,3,2,,,1,3,1,1,500,1,1,4
802145,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,3
802223,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1700,2,1,1
802250,2,,,2,2,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,600,2,1,2
802253,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
802261,2,,,1,1,2,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
802326,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1400,2,1,1
802332,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
802349,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1600,2,1,1
802354,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
802364,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
802444,2,,,1,1,2,0,0,0,0,0,1,2,2,,,,,,1,1,2,,,1,1,2,,600,1,1,1
802451,2,,,1,1,3,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
802475,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
802480,2,,,1,1,4,1,0,0,1,0,1,2,1,2,,,,,2,,,,,1,1,2,,800,2,1,1
802590,2,,,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,1800,2,1,1
802595,1,2,2,1,1,1,1,0,0,1,1,0,2,2,,,,,,2,,,,,1,1,2,,2500,2,1,2
802646,2,,,1,1,1,0,0,0,0,0,0,3,4,,,,,,2,,,,,2,,2,,1200,2,1,1
802675,2,,,2,2,3,1,0,0,0,0,0,2,4,,,,,,2,,,,,1,1,2,,400,2,1,2
802780,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
802895,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,2
802904,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,1,2,2,,,1,1,2,,800,1,1,3
802905,2,,,1,1,1,1,0,1,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,800,2,1,2
802914,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,1,2,1,,,1,2,2,,1500,2,1,4
803055,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,300,2,1,1
803101,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,1,1,300,2,1,2
803194,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
803200,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,600,2,1,1
803205,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,3,2,,800,1,1,2
803305,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,400,2,1,1
803371,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,950,2,1,1
803483,1,1,1,1,1,4,1,0,0,1,0,0,2,1,1,4,1000,2,,1,1,2,,,1,1,2,,600,2,1,2
803501,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,1000,2,1,3
803509,2,,,1,1,4,1,1,0,0,0,0,2,1,1,12,500,1,0,1,1,2,,,1,1,2,,800,1,1,1
803526,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
803552,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,750,2,2,0
803566,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,1
803570,2,,,1,1,5,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,1
803612,2,,,1,1,3,0,0,0,0,0,0,3,4,,,,,,2,,,,,2,,2,,600,2,1,1
803661,1,1,2,2,2,4,1,0,0,1,1,0,2,2,,,,,,1,1,2,,,1,2,2,,600,2,1,2
803736,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,800,1,1,2
803830,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,2
803889,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,2,,2,,1200,2,1,1
803915,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
803917,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,1,2,300,1,1,2
804016,,,,2,2,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1000,2,1,2
804040,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
804163,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,2
804172,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,500,2,1,2
804181,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,1500,1,1,1
804196,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,500,2,1,2
804203,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,1
804209,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
804210,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,1,1,1
804214,1,1,1,2,2,4,1,0,0,1,0,0,1,1,2,,,,,1,1,1,,,1,1,1,1,2000,1,1,2
