NQUEST,comprens,ita,veroaf,veroab,verored,klima,facil,durata
859429,8,9,7,10,10,10,8,35
859449,10,10,8,10,10,9,8,36
859453,10,10,10,10,10,10,10,60
859456,10,10,10,10,10,10,10,56
859459,10,10,10,10,10,10,10,71
859464,10,10,10,10,10,10,10,50
859501,9,9,8,9,8,8,9,46
859507,8,7,8,7,7,7,7,63
859515,4,5,7,7,7,7,5,53
859538,8,9,9,9,9,9,8,40
859572,9,9,9,9,9,10,9,70
859573,9,9,2,9,9,10,10,42
859580,9,9,7,10,9,9,9,38
859584,8,9,9,9,9,9,9,48
859587,8,9,7,7,7,9,8,58
859588,8,9,9,8,8,9,9,40
859592,8,9,8,9,8,9,6,53
859597,7,10,8,10,8,8,7,44
859611,8,9,7,10,9,9,6,51
859616,9,9,10,10,9,9,9,34
859695,7,7,7,7,7,7,7,39
859696,7,8,8,6,8,8,7,36
859734,10,10,8,10,6,10,10,53
859740,10,10,10,10,10,10,10,54
859754,8,6,6,8,7,6,7,58
859779,6,6,7,8,8,7,7,38
859795,7,9,9,9,8,9,8,50
859856,7,7,8,9,8,9,7,89
859888,9,9,9,9,9,9,9,42
859889,7,7,8,8,6,6,5,31
859908,9,9,9,9,9,9,9,32
859913,10,10,10,10,10,10,10,36
859920,9,9,9,9,9,9,9,32
859946,7,7,7,7,7,7,7,53
859983,9,9,7,8,7,8,9,66
859985,10,10,7,7,7,10,10,42
859993,10,10,6,8,6,8,10,41
860011,10,10,10,10,10,10,10,79
860042,10,10,7,7,7,10,10,48
860059,10,10,10,10,10,10,10,53
860092,10,10,8,8,8,10,6,42
860095,10,10,10,10,10,10,10,41
860127,10,10,10,10,10,10,10,36
860133,8,8,10,10,8,8,8,36
860157,10,10,10,10,10,10,10,42
860164,9,9,8,9,8,9,9,48
860167,9,9,9,9,9,9,9,100
860182,10,10,10,10,10,10,10,68
860228,10,8,8,8,8,5,7,54
860230,7,7,8,8,8,7,7,56
860328,7,8,8,10,10,10,10,24
860353,7,7,10,10,10,10,10,59
860370,10,10,10,10,10,10,10,71
860381,8,9,7,10,9,9,8,69
860484,8,7,7,7,7,8,7,37
860499,8,8,8,8,8,8,8,69
860503,9,9,9,9,9,9,9,74
860525,9,9,9,9,9,9,9,29
860573,9,9,9,9,9,9,9,29
860596,9,9,9,9,9,9,9,22
860677,8,8,8,9,8,8,8,31
860684,8,7,5,8,8,8,8,34
860688,8,8,3,8,4,8,8,39
860689,8,8,8,5,5,8,8,38
860704,9,9,9,9,9,9,9,61
860726,9,9,10,10,10,10,10,33
860731,9,8,7,8,8,7,8,62
860757,9,9,8,10,6,10,9,73
860758,10,10,8,10,10,10,10,78
860776,8,9,10,10,10,10,9,55
860780,7,8,5,6,8,8,7,66
860783,6,6,9,10,9,8,7,79
860787,8,9,10,10,10,10,10,73
860799,9,9,5,9,5,9,9,28
860804,8,8,8,8,8,8,8,43
860820,6,6,7,8,8,8,8,32
860826,8,8,8,8,8,8,8,35
860833,8,8,5,8,6,8,8,37
860851,10,10,10,10,10,10,10,100
860884,8,8,8,7,8,7,8,59
860893,4,3,4,3,4,4,4,33
860900,7,8,7,8,8,8,8,34
860905,6,6,6,7,6,6,6,34
860929,7,6,4,8,5,6,6,45
860940,9,9,7,9,9,9,9,34
860963,5,5,9,9,6,7,5,21
860977,6,8,9,7,8,8,8,37
860985,9,9,7,9,6,9,8,40
861001,9,9,9,9,9,9,9,29
861018,10,10,10,10,10,10,10,51
861019,10,10,10,10,10,10,10,49
861061,8,8,8,8,8,8,9,39
861065,9,6,3,5,4,6,7,49
861114,10,10,10,10,10,10,10,63
861116,10,10,10,10,10,10,10,33
861150,10,10,10,10,10,10,10,49
861165,8,7,3,9,5,8,6,46
861177,7,6,1,7,2,6,7,34
861189,8,7,7,7,7,9,7,22
861232,10,10,4,4,4,8,9,45
861260,10,9,6,9,8,9,8,34
861272,8,8,6,8,6,8,8,38
861281,6,7,8,7,5,6,5,32
861345,8,7,6,9,6,5,8,27
861408,10,10,5,5,5,10,10,35
861417,6,3,3,5,3,4,5,25
861440,10,10,10,10,6,10,10,35
861452,10,10,10,10,10,10,10,50
861471,10,10,10,10,10,10,10,73
861476,10,10,10,10,10,10,10,75
861477,10,10,10,10,10,10,10,73
861486,10,10,10,10,10,10,10,44
861499,7,5,6,7,7,8,7,25
861502,9,9,8,9,9,10,9,30
861508,8,7,8,7,8,9,8,25
861510,7,7,7,7,6,8,6,35
861525,6,6,6,6,6,6,6,43
861526,7,7,7,7,7,7,7,44
861578,9,9,7,8,8,9,9,57
861581,8,9,4,5,3,8,8,70
861584,9,9,5,5,5,7,7,73
861731,10,10,10,10,10,10,10,35
861733,10,10,10,10,10,10,10,35
861752,5,5,10,10,10,10,10,39
861772,10,10,10,10,10,10,10,30
861778,10,10,10,10,10,10,10,35
861798,6,10,10,10,10,10,10,32
861808,10,1,1,7,1,1,1,34
861825,6,4,5,5,5,5,3,28
861829,5,5,5,8,4,5,5,42
861850,10,10,8,9,8,10,10,38
861858,9,9,9,9,8,9,9,75
861867,8,9,9,9,9,9,9,35
861949,8,8,8,8,8,8,8,85
861954,7,7,8,8,8,8,8,61
861979,7,7,7,7,7,7,7,42
861992,10,10,10,10,10,10,10,51
862003,8,8,8,8,8,8,8,42
862007,7,7,7,7,3,8,6,26
862012,9,9,6,6,8,8,8,30
862062,6,7,7,7,6,7,6,54
862075,5,5,5,6,6,6,5,20
862080,7,7,7,6,6,8,7,92
862132,9,10,10,10,10,10,10,75
862146,3,2,3,3,4,10,6,57
862150,9,9,9,9,9,9,9,50
862151,9,9,2,2,2,10,10,47
862162,9,8,9,7,9,9,8,20
862168,6,6,7,7,6,6,5,43
862264,9,9,9,9,9,10,9,33
862279,9,9,8,9,9,10,9,30
862280,9,9,8,9,9,7,9,27
862295,8,8,9,9,9,9,8,39
862302,10,8,8,8,8,8,8,29
862303,10,9,8,9,8,9,9,32
862310,10,9,8,9,9,9,9,35
862314,9,9,9,9,9,10,9,29
862358,9,9,9,9,9,10,9,38
862416,8,8,8,9,9,10,8,28
862424,9,9,9,9,9,10,9,38
862445,9,9,9,9,9,10,9,29
862455,9,9,9,9,8,10,9,38
862462,10,9,9,9,9,9,9,40
862466,9,9,9,9,9,10,9,31
862471,9,9,9,9,9,10,9,30
862478,9,9,9,9,9,10,9,29
862503,10,10,10,10,10,10,10,106
862531,10,10,10,10,10,10,10,54
862554,10,10,8,10,10,10,8,40
862583,10,10,10,10,10,10,10,64
862590,9,9,9,9,9,9,9,34
862604,9,9,9,9,9,9,9,36
862605,8,8,8,8,8,8,8,37
862609,9,9,9,9,9,9,9,30
862617,9,9,9,9,9,9,9,21
862739,2,7,6,8,2,8,3,68
862752,8,8,8,8,8,9,9,40
862789,9,9,9,10,9,9,8,60
862824,7,7,8,9,8,8,7,53
862826,8,8,8,9,8,8,8,56
862827,8,8,5,7,5,8,9,33
862830,8,7,6,5,4,9,6,20
862853,8,8,8,8,9,9,9,35
862874,9,9,9,9,9,9,9,37
862877,9,9,9,9,9,9,9,21
862904,8,9,8,8,8,8,8,27
862939,8,10,6,8,8,10,8,70
862959,10,10,9,10,9,10,10,90
862968,8,8,7,8,7,9,9,93
862975,10,10,10,10,10,10,10,49
862976,8,8,8,8,9,9,8,81
862999,7,8,6,8,7,8,8,59
863018,10,10,10,10,10,10,10,54
863039,10,10,10,10,10,10,10,43
863045,10,10,10,10,10,10,10,45
863054,6,5,9,9,9,9,7,48
863055,8,8,7,9,9,9,7,35
863064,8,8,5,8,6,8,8,65
863078,9,9,9,8,9,8,9,65
863087,7,7,7,8,7,7,7,44
863099,10,10,10,10,10,10,10,37
863141,10,10,10,10,10,10,10,29
863157,10,10,10,10,10,10,10,57
863191,9,9,2,4,3,10,9,86
863195,7,7,8,9,9,9,7,44
863223,10,10,7,8,7,9,9,53
863236,10,10,10,10,10,10,10,71
863239,10,10,10,10,10,10,10,109
863291,10,10,10,10,10,10,10,64
863308,10,10,8,9,10,10,10,74
863311,10,9,8,10,7,10,8,58
863328,10,10,10,10,10,10,10,55
863331,8,10,5,6,10,10,9,62
863333,7,7,8,10,8,8,7,64
863355,9,10,7,10,8,9,9,52
863384,10,10,10,10,10,10,10,32
863387,8,9,7,10,10,10,8,46
863397,10,10,9,10,9,10,9,62
863402,10,10,9,9,9,10,10,47
863425,7,8,8,8,8,7,7,48
863430,7,8,8,8,8,8,8,57
863447,8,8,8,8,8,8,8,29
863451,9,9,9,9,9,9,9,38
863458,7,7,8,9,9,9,9,71
863542,6,6,6,6,6,6,6,23
863543,8,8,7,8,7,9,8,26
863556,7,7,8,8,8,8,8,31
863575,9,9,9,9,9,9,9,24
863673,9,10,10,10,10,10,9,82
863684,7,9,5,8,8,9,8,65
863691,8,9,6,8,8,9,8,63
863692,10,10,8,9,9,9,9,78
863694,8,8,8,10,10,10,8,35
863705,10,6,6,10,5,7,6,42
863719,8,5,6,7,5,6,5,42
863826,8,8,7,8,8,8,8,23
863860,9,8,6,6,6,7,8,27
863863,8,8,7,8,8,7,7,51
863867,8,8,7,8,8,7,7,59
863979,10,10,10,10,10,10,10,31
864000,9,8,5,7,8,7,6,22
864008,7,7,7,7,6,7,7,30
864040,9,8,5,8,6,8,7,42
864051,9,9,9,9,9,9,9,38
864120,8,8,6,8,8,9,8,62
864125,8,8,6,8,8,8,8,60
864133,7,7,6,6,6,6,8,56
864138,8,8,9,8,9,8,8,68
864156,8,7,8,8,8,8,8,24
864163,7,8,7,7,7,7,7,75
864213,9,9,9,9,9,9,9,32
864216,8,8,8,8,8,8,8,27
864220,8,8,8,8,8,8,8,29
864228,9,9,9,9,9,9,9,37
864230,9,9,9,9,9,9,9,25
864232,8,8,8,8,8,8,8,38
864243,9,9,9,9,9,9,9,25
864395,7,7,7,7,7,7,7,26
864398,10,8,9,10,10,8,8,23
864407,10,10,7,7,7,10,10,38
864409,10,10,6,8,8,10,10,35
864418,5,5,9,9,8,8,6,22
864431,10,10,7,7,7,8,8,45
864441,10,8,8,8,8,8,8,20
864452,8,8,8,10,10,10,10,39
864456,10,10,7,10,8,10,10,30
864457,10,7,8,9,8,8,8,35
864458,10,10,10,10,10,10,10,29
864473,10,10,10,10,10,10,10,88
864474,10,10,10,10,10,10,10,153
864477,10,10,10,10,10,10,10,69
864482,10,10,10,10,10,10,10,75
864486,10,10,10,10,10,10,10,37
864512,10,10,10,10,10,10,10,42
864520,10,10,10,10,10,10,10,78
864531,8,10,10,10,10,10,10,58
864532,10,10,10,10,10,10,10,57
864555,8,8,8,9,8,9,8,46
864595,9,8,9,10,9,9,9,22
864608,9,9,8,9,9,8,8,26
864621,7,8,9,9,8,9,8,69
864658,10,10,10,10,10,10,10,59
864698,5,8,7,6,6,8,6,42
864709,7,7,7,9,7,9,9,74
864715,7,7,8,9,8,9,7,77
864726,6,6,8,9,8,10,7,53
864754,6,6,6,6,6,6,6,54
864757,7,7,7,7,7,7,7,59
864780,6,6,6,6,6,6,6,60
864781,7,8,3,4,2,7,7,65
864809,9,9,9,9,9,9,9,39
864875,10,10,5,10,5,10,10,37
865032,8,9,8,8,6,8,7,64
865094,8,7,9,8,8,6,6,47
865142,10,10,10,10,10,10,10,70
865143,10,10,10,10,10,10,10,60
865154,10,10,10,10,10,10,10,68
865155,10,10,10,10,10,10,10,86
865168,7,9,7,8,7,9,7,33
865169,8,10,6,8,5,8,8,100
865192,6,10,9,9,7,9,7,41
865202,9,10,9,9,7,8,8,50
865269,9,9,8,10,9,8,7,34
865314,6,6,6,5,6,8,6,27
865323,8,8,8,8,8,8,8,39
865330,8,8,8,8,8,8,8,38
865334,8,8,9,8,8,8,8,26
865357,9,9,8,9,9,9,9,59
865393,6,7,7,10,7,10,7,91
865399,6,7,5,8,7,10,6,56
865402,6,7,5,8,6,10,6,64
865409,3,5,6,9,6,10,5,51
865456,8,8,8,8,8,8,8,32
865481,9,9,9,9,9,9,9,55
865483,9,9,9,9,9,9,9,54
865491,8,7,8,9,9,9,8,34
865494,8,9,9,9,9,9,9,39
865498,9,9,9,9,9,9,9,54
865500,9,9,9,9,9,9,9,49
865504,5,9,1,1,1,4,4,48
865509,5,5,8,3,3,9,9,63
865515,3,7,7,8,8,8,4,33
865526,7,7,7,7,7,7,7,38
865535,8,8,8,8,8,8,8,39
865542,6,4,7,7,7,3,6,31
865559,9,9,9,9,9,9,9,22
865571,10,10,10,10,10,10,10,75
865575,10,10,10,10,10,10,10,58
865609,10,10,10,10,10,10,10,66
865612,8,8,7,10,9,10,10,36
865623,10,10,10,10,10,10,10,39
865673,10,10,9,9,9,10,10,66
865680,10,10,10,10,10,10,10,49
865689,10,9,9,9,9,10,10,42
865695,10,10,10,10,10,10,10,68
865753,8,7,4,7,6,6,6,32
865764,5,6,7,8,8,8,5,23
865780,7,6,5,6,4,7,6,70
865805,10,10,10,10,10,10,10,52
865806,10,10,10,10,10,10,10,49
865830,9,9,9,10,10,10,8,59
865849,8,5,6,6,6,4,5,23
865851,8,8,8,7,7,6,5,30
865882,9,8,9,9,9,9,8,30
865905,9,9,9,9,9,9,9,39
865909,9,8,9,9,8,8,9,46
865912,10,10,7,8,9,10,9,70
865937,10,10,10,10,10,10,10,95
865952,10,10,5,7,10,10,10,80
865983,10,10,10,10,10,10,10,76
865999,10,10,10,10,9,10,10,38
866007,10,10,7,10,6,8,8,36
866010,10,10,10,10,10,10,10,50
866012,6,10,10,10,10,10,8,34
866027,9,9,9,9,9,9,9,24
866028,10,10,10,10,10,10,9,59
866035,8,9,10,10,10,9,8,30
866041,9,9,9,9,9,9,9,30
866055,10,10,10,10,10,10,10,42
866059,10,10,10,10,10,10,10,33
866071,10,10,8,10,9,10,10,53
866073,8,8,7,10,8,10,8,27
866075,9,9,9,9,9,9,9,89
866103,9,9,9,9,9,9,9,61
866104,10,9,8,10,9,10,9,50
866106,9,9,9,9,9,10,9,59
866116,7,6,8,8,8,9,6,82
866190,8,8,8,9,9,8,8,27
866192,7,7,8,8,8,8,7,29
866200,5,6,5,6,5,6,6,67
866209,4,4,3,6,5,4,5,38
866220,5,6,6,6,7,5,6,36
866225,6,6,4,6,4,5,5,36
866226,5,5,6,6,6,5,6,22
866247,6,6,6,6,6,7,7,37
866249,5,5,6,5,6,6,6,25
866255,5,4,9,9,9,7,6,65
866269,8,9,8,7,8,8,8,40
866299,8,8,8,9,9,8,8,51
866313,7,7,8,8,8,8,8,45
866324,8,8,9,9,9,9,9,91
866331,7,7,7,9,8,9,7,50
866332,8,8,8,9,8,8,9,52
866350,6,7,6,7,7,7,7,38
866354,7,8,8,8,8,8,8,82
866359,6,6,6,7,6,7,7,39
866382,9,9,9,9,9,9,9,37
866386,9,9,9,9,9,9,9,34
866387,9,7,7,9,9,8,8,21
866407,9,9,9,9,9,9,9,34
866425,7,7,7,8,5,8,7,58
866452,7,7,7,9,9,9,8,40
866466,7,7,8,8,8,8,7,65
866489,7,8,2,9,8,9,7,36
866507,7,8,8,8,6,9,5,53
866511,5,3,7,6,6,8,6,24
866527,6,6,10,10,10,9,6,56
866541,7,8,10,10,10,10,6,63
866553,10,10,10,10,10,10,10,42
866560,9,9,9,9,9,9,9,25
866566,9,9,9,9,9,9,9,50
866575,9,9,9,9,9,9,9,66
866585,9,9,9,9,9,9,9,34
866594,9,9,9,9,9,9,9,60
866597,10,10,10,10,10,10,10,47
866606,10,10,10,10,10,10,10,72
866608,9,10,9,10,10,10,10,34
866627,10,10,10,10,10,10,10,68
866649,7,7,5,7,7,7,7,69
866698,7,7,7,7,7,7,7,36
866829,10,10,10,10,10,10,6,21
866855,7,7,7,7,7,7,7,36
866871,7,7,7,7,7,7,7,29
866909,5,5,1,2,4,5,6,33
866946,5,6,5,6,7,6,7,46
866960,9,9,9,9,9,9,9,43
866966,9,9,9,9,9,9,9,45
866980,9,9,9,9,9,9,9,53
866985,9,9,9,9,9,9,9,47
866993,9,8,8,9,9,9,9,52
866997,8,9,9,9,9,9,8,60
867001,7,8,8,8,8,8,8,53
867003,8,7,6,7,8,8,8,53
867004,7,8,8,7,6,7,6,56
867008,7,8,9,9,8,7,7,50
867019,8,7,7,7,7,7,8,74
867025,7,8,8,8,9,9,9,59
867041,10,10,8,10,8,9,9,34
867090,5,5,5,6,5,5,6,27
867103,7,7,7,7,7,7,7,41
867104,6,6,5,6,5,6,6,35
867114,6,6,7,6,5,6,5,26
867167,8,8,7,8,8,9,9,43
867170,9,9,7,7,7,9,9,24
867192,9,8,7,8,7,9,9,32
867201,9,8,7,8,8,9,9,41
867205,9,9,8,8,8,9,9,38
867212,10,10,10,10,10,10,10,44
867216,10,10,10,10,10,10,10,36
867224,10,10,10,10,10,10,10,44
867247,10,10,10,10,10,10,10,31
867253,10,10,10,10,10,10,10,34
867275,8,9,8,10,8,8,7,65
867291,9,9,7,9,9,9,8,40
867318,9,9,9,10,10,10,9,70
867344,10,10,10,10,10,10,10,96
867349,10,10,10,10,10,10,10,51
867350,10,10,10,10,10,10,10,45
867357,10,10,9,10,9,10,10,83
867373,10,10,10,10,10,10,10,42
867382,8,8,10,10,9,10,8,74
867392,9,9,9,9,9,9,9,36
867433,9,9,9,9,9,9,9,25
867462,10,10,10,10,10,10,10,32
867498,9,9,9,9,9,9,9,24
867505,8,8,8,8,8,8,8,33
867522,5,5,5,5,5,5,5,24
867565,7,7,8,8,8,9,8,60
867618,9,9,9,9,9,9,9,82
867641,7,9,9,9,9,9,9,25
867653,9,9,9,9,9,9,9,45
867674,8,8,8,10,8,6,8,35
867686,10,10,10,10,10,10,10,49
867696,9,9,9,10,10,8,8,41
867698,9,9,9,10,9,9,9,26
867720,5,7,7,7,6,6,5,30
867736,7,7,6,9,5,8,7,40
867784,8,8,6,6,7,7,7,63
867799,9,10,9,9,9,9,9,40
867801,8,8,9,9,8,9,8,29
867838,9,9,9,9,9,9,9,71
867901,7,7,7,8,7,7,7,31
867913,10,10,5,10,5,10,10,47
867914,10,10,10,10,10,10,10,58
867921,10,10,10,10,10,10,10,55
867925,8,7,7,6,7,7,7,22
867929,7,7,10,9,9,9,7,58
867937,7,7,10,10,10,10,7,34
867947,10,8,7,9,9,10,9,69
867963,7,7,10,1,10,10,10,70
867965,10,10,10,10,10,10,10,96
867969,9,10,10,10,10,10,10,46
867993,9,9,9,9,9,8,8,22
868013,9,9,9,9,9,9,9,21
868093,9,9,9,9,9,9,9,42
868098,9,9,9,9,9,9,9,68
868109,5,5,8,8,6,7,5,46
868117,9,10,8,8,7,8,7,57
868128,8,10,7,8,8,9,8,67
868141,8,10,6,7,6,8,8,57
868152,9,10,7,9,9,9,9,57
868158,9,9,9,9,9,9,9,30
868164,9,9,9,9,9,9,9,32
868165,9,9,9,9,9,9,9,30
868180,9,9,9,9,9,9,9,25
868231,8,8,7,6,7,8,7,40
868234,8,9,8,7,8,9,8,47
868238,10,8,8,8,8,8,8,44
868251,7,7,7,7,7,7,7,57
868264,10,10,10,10,10,10,10,51
868280,8,8,8,8,8,8,8,28
868283,9,9,9,9,9,9,9,67
868294,7,7,7,7,7,7,7,20
868331,9,9,9,9,9,9,9,31
868334,9,9,5,8,7,8,8,25
868337,9,8,4,9,9,6,8,32
868361,9,9,8,9,9,9,9,42
868381,10,10,10,10,10,10,10,72
868406,10,10,10,10,10,10,10,52
868456,9,9,6,6,9,9,9,28
868462,10,10,10,10,10,10,10,32
868463,9,9,9,9,9,9,9,35
868466,10,10,9,9,9,10,9,35
868474,10,10,10,10,10,10,10,48
868476,10,10,10,10,10,10,10,43
868478,9,8,8,10,9,8,8,26
868483,9,9,9,9,9,9,9,26
868489,9,9,9,9,9,9,9,62
868498,7,8,8,8,9,9,9,59
868500,9,9,9,9,9,9,9,69
868504,6,7,7,8,8,8,8,52
868505,9,8,8,8,9,9,9,60
868538,9,10,6,10,8,9,7,36
868564,7,7,6,4,5,6,6,56
868583,7,6,6,6,6,8,7,62
868590,6,6,5,6,6,6,6,35
868591,6,6,5,6,5,6,5,53
868593,6,6,5,7,6,8,6,61
868614,7,7,8,8,8,7,8,63
868692,8,8,7,7,7,8,8,91
868693,7,8,9,9,9,8,7,90
868697,8,8,9,9,9,9,8,61
868762,9,9,9,9,9,9,9,42
868777,9,9,9,9,9,9,9,68
868791,7,7,10,7,7,6,5,49
868802,6,8,7,9,10,8,7,34
868805,8,10,10,10,10,10,8,42
868819,10,10,10,10,10,10,10,35
868822,8,6,6,10,9,8,8,47
868823,10,10,10,10,10,10,10,49
868833,10,10,10,10,10,10,10,26
868834,9,9,10,10,10,9,8,46
868843,8,6,8,7,7,2,2,71
868861,3,3,2,7,6,1,1,38
869003,10,10,10,10,10,10,10,56
869006,8,8,8,8,8,8,8,45
869019,10,9,9,9,9,9,9,30
869021,8,8,8,8,8,8,8,42
869022,7,7,7,8,8,7,7,41
869023,8,7,8,8,8,6,6,52
869025,8,8,7,8,8,8,8,51
869028,10,10,10,10,10,10,10,59
869033,10,10,10,10,10,10,10,45
869035,10,10,8,8,9,9,9,77
869038,10,10,10,10,8,10,10,39
869040,7,7,7,7,7,7,7,54
869041,7,7,7,7,7,7,7,82
869042,7,7,7,7,7,7,7,55
869043,9,8,6,6,8,9,9,45
871001,6,4,6,6,6,6,5,40
871003,6,7,8,10,10,10,6,33
871009,9,9,9,10,10,10,10,78
871012,10,10,10,10,10,10,10,31
871016,8,9,9,10,10,10,10,37
871023,6,8,9,10,10,10,8,28
871025,10,10,10,10,10,10,10,37
871026,10,10,10,10,10,10,10,53
871030,9,10,10,10,10,10,10,35
871052,10,10,10,10,10,10,10,62
871057,8,5,8,10,10,10,10,68
871058,10,10,10,10,10,10,10,50
871066,10,10,7,7,7,10,10,72
871069,10,10,10,10,10,10,10,37
871076,10,10,10,10,10,10,10,38
871078,10,10,10,10,10,10,10,48
871085,10,10,3,3,3,10,10,43
871089,10,10,10,10,10,10,10,30
871090,7,7,10,10,10,10,10,54
871091,9,8,8,9,9,9,8,43
871097,7,7,8,9,9,8,7,35
871098,9,9,9,9,9,9,9,39
871103,9,9,9,9,9,9,8,50
871107,10,10,8,8,9,9,8,72
871127,8,6,7,8,7,7,8,50
871145,7,5,8,8,8,8,6,45
871150,9,9,9,9,9,9,9,20
871153,9,9,8,9,9,9,9,50
871162,9,9,7,9,9,9,9,74
871183,7,8,6,8,6,8,8,39
871191,10,8,1,1,1,9,8,114
871200,10,10,10,10,10,10,10,66
871209,7,9,10,10,10,10,9,45
871210,9,9,10,10,10,10,10,24
871215,10,10,10,10,10,10,10,42
871216,7,7,10,10,10,10,8,29
871217,8,10,10,10,10,10,10,28
871218,6,6,9,9,9,9,6,36
871223,8,8,10,10,10,10,10,45
871226,7,9,10,10,10,10,10,51
871231,10,10,10,10,10,10,10,36
871232,7,7,10,10,10,10,6,27
871235,5,8,10,10,10,10,10,39
871237,7,8,6,9,9,6,6,24
871240,10,10,10,10,10,10,10,32
871242,7,9,10,10,10,9,8,26
871252,9,10,10,10,10,10,9,31
871263,10,10,10,10,10,10,10,23
871264,10,10,10,10,10,10,10,23
871268,8,9,10,10,10,9,8,29
871272,10,10,10,10,10,10,10,24
871273,10,10,10,10,10,10,10,36
871277,9,9,9,9,9,9,9,34
871280,9,9,9,9,9,9,8,24
871284,8,7,5,10,5,7,6,38
871285,9,9,9,9,6,9,9,37
871291,9,9,9,9,9,9,9,59
871302,9,9,8,9,9,9,9,48
871307,9,9,9,9,9,9,9,44
871320,9,9,9,9,9,9,9,40
871321,9,9,9,9,9,8,8,52
871329,9,8,9,9,8,9,8,31
871343,7,7,5,7,6,7,7,59
871344,9,9,7,7,7,9,9,61
871345,7,7,7,9,9,9,9,92
871353,9,10,7,9,9,9,10,60
871360,7,8,8,8,8,8,7,64
871367,9,9,9,9,9,9,9,82
871371,10,10,9,9,9,10,10,70
871374,9,9,8,8,8,9,9,59
871376,9,9,8,8,8,8,8,110
871378,8,7,6,8,6,7,7,52
871379,7,9,7,8,7,7,7,33
871385,10,10,5,10,5,10,10,38
871395,7,9,7,9,8,8,7,31
871398,10,10,10,8,10,10,10,65
871401,10,10,7,8,8,10,8,39
871408,10,10,10,10,9,10,10,48
871412,10,10,8,10,8,10,10,76
871418,10,10,10,10,9,10,10,38
871419,10,10,10,10,10,10,10,39
871422,10,10,7,10,7,10,10,54
871427,6,7,8,8,6,6,5,28
871438,9,9,9,10,9,9,9,66
871440,7,8,7,9,7,7,7,26
871441,7,8,8,9,8,9,8,95
871442,7,8,9,9,8,9,8,48
871450,8,7,7,9,7,8,7,55
871451,8,7,7,8,8,8,8,27
871461,8,9,8,10,8,9,9,71
871463,8,9,8,10,9,9,8,64
871470,9,9,8,10,8,9,7,134
871517,6,6,6,6,6,6,6,27
871521,7,7,7,7,7,7,7,32
871522,7,7,7,7,7,7,7,40
871533,6,6,6,6,6,6,6,25
871540,7,7,7,7,7,7,7,39
871565,10,10,10,10,10,10,10,38
871572,9,9,8,8,8,7,7,66
871578,10,10,10,10,10,10,10,44
871579,10,10,10,10,10,10,10,42
871580,10,10,10,10,10,10,10,33
871590,10,10,6,7,6,6,6,37
871595,10,4,4,4,5,5,1,45
871610,5,5,6,6,6,6,5,57
871617,6,5,5,6,5,6,5,73
871618,7,7,5,6,6,7,6,59
871631,7,7,5,6,7,7,7,64
871634,8,7,6,6,7,7,7,55
871642,6,6,4,5,6,6,6,63
871643,7,6,5,6,6,6,6,61
871649,6,6,5,7,7,7,6,44
871650,6,5,5,6,6,6,6,58
871655,5,3,3,3,3,3,3,36
871657,5,5,7,7,7,5,5,40
871660,4,4,7,7,7,5,5,38
871666,5,6,6,6,6,6,5,41
871670,5,4,6,6,6,3,4,84
871683,5,4,7,7,7,5,4,42
871688,6,5,7,7,7,5,5,27
871695,7,4,5,7,6,3,4,32
871697,8,10,8,9,8,9,8,81
871700,7,10,6,8,7,8,8,50
871711,8,10,8,8,7,9,8,48
871728,9,10,6,8,6,9,9,77
871732,7,6,6,7,7,7,6,43
871733,8,10,8,8,7,8,8,50
871740,5,2,5,6,5,7,5,47
871741,7,8,10,10,10,8,7,40
871747,8,7,7,9,10,7,5,35
871753,8,8,7,10,10,8,5,44
871760,6,7,10,10,10,6,6,32
871769,7,6,7,8,10,4,3,33
871778,7,7,10,10,10,7,6,31
871790,9,7,7,7,7,7,8,47
871793,9,9,6,8,6,10,10,54
871795,10,9,7,6,6,9,10,58
871798,7,9,10,10,10,10,10,41
871807,9,10,7,10,9,10,10,53
871811,10,10,8,9,7,10,10,80
871812,10,10,7,9,8,10,10,66
871822,10,10,6,9,7,10,10,64
871823,10,10,7,6,7,10,10,55
871834,3,3,3,3,3,3,3,27
871838,6,6,6,6,6,6,6,39
871839,4,4,4,7,7,7,8,33
871845,5,5,5,5,5,5,5,28
871847,5,5,6,6,6,6,6,24
871852,7,7,7,7,7,7,7,36
871853,6,6,6,6,5,4,4,28
871854,2,1,1,1,1,1,1,28
871856,6,6,6,6,6,6,6,30
871859,6,6,6,6,6,6,6,40
871861,3,3,3,3,3,3,3,29
871862,9,9,9,9,9,9,9,40
871863,8,8,8,8,8,8,8,38
871865,5,5,5,5,5,5,5,35
871867,5,5,5,5,5,5,5,29
871869,4,4,3,3,3,3,3,22
871871,2,2,2,2,2,2,2,27
871872,4,4,4,4,4,4,4,35
871873,6,6,6,6,6,6,6,22
871875,8,8,8,8,8,8,8,35
871881,6,6,6,6,6,6,6,60
871886,7,7,7,7,7,7,7,34
871889,5,5,5,5,5,5,5,35
871892,10,10,10,10,10,10,10,27
871893,5,5,5,5,5,5,5,27
871896,5,5,7,7,7,6,6,34
871898,5,5,5,5,5,5,5,35
871900,6,6,6,6,6,5,6,34
871903,10,10,10,10,10,10,10,58
871905,8,5,5,5,5,4,4,31
871908,10,10,7,10,8,10,10,39
871912,10,10,10,10,10,10,10,50
871913,10,10,10,10,10,10,10,47
