nquest,quest,nquestp,contint,nopcf,stupcf,conpcf,setpcf,anapcf,citpcf,vitpcf,nompcf,anmortpcf,itpcf,nomcf,stumcf,conmcf,setmcf,anamcf,citmcf,vitmcf,nommcf,anmortmcf,itmcf,vitfcf,nfratcf,nsorecf,vitfco,nfratco,nsoreco,figlicf,nfiglicf,nfiglinoit,parnoit,anconv,motivpcf,motivmcf,NCOMP,CAPI
31448,3,,2,1,2,2,4,1902,,2,1,1987,,1,4,2,3,1905,,2,1,1984,,2,,,,,,1,2,,,,,,2,0
31556,3,,2,1,2,9,,1916,,2,1,1989,,1,7,9,,1913,,2,1,2000,,1,0,1,1,2,2,1,1,,,1960,,,2,1
31560,3,,2,1,7,10,,1902,,2,1,1944,,1,2,9,,1911,,2,1,1987,,1,0,1,1,3,3,1,2,,,1974,,,2,1
31561,3,,2,1,2,9,,1916,,1,,,,1,2,9,,1916,,2,2,,,2,,,2,,,1,2,,,1967,,,2,1
31625,3,,3,1,2,1,1,1901,,2,1,1988,,1,2,9,,1906,,2,1,1982,,1,2,1,,,,1,1,,,,,,2,1
31641,3,,1,1,2,1,3,1928,,1,,,,1,2,9,,1929,,1,,,,1,0,2,1,3,6,1,2,,,1979,,,2,1
31652,3,,2,1,1,1,4,1908,,2,1,1988,,1,1,8,4,1913,,2,1,1958,,1,2,0,1,4,3,1,1,,,1975,,,2,0
31665,3,,1,1,3,9,,1905,,2,1,1988,,1,2,9,,1912,,2,1,1967,,2,,,1,0,1,1,1,,,1963,,,2,1
31671,3,,2,1,1,1,2,1927,,1,,,,1,1,9,,1932,,1,,,,1,1,0,,,,1,1,,,,,,2,1
31676,3,,2,1,3,2,2,1927,,1,,,,1,2,1,2,1929,,1,,,,1,1,0,1,1,0,2,,,,1979,,,4,1
31682,3,,3,1,3,1,2,1903,,2,1,1995,,1,2,9,,1907,,2,1,1997,,1,1,1,1,1,0,1,2,,,1969,,,2,1
31695,3,,1,1,2,2,3,1925,,1,,,,1,2,9,,1937,,1,,,,1,0,2,2,,,2,,,,1987,,,4,1
31710,3,,1,2,,,,,,2,1,1959,,2,,,,,,2,1,2004,,2,,,,,,1,1,,,,,,1,1
31715,3,,3,2,,,,,,1,,,,2,,,,,,2,1,2003,,1,1,1,,,,2,,,2,,,,2,1
31724,3,,4,1,2,1,2,1913,,2,1,1985,,1,2,9,,1914,1,2,1,1979,,1,2,0,1,0,1,2,,,,1985,,,4,1
31735,3,,1,1,4,2,3,1908,,2,1,2000,,1,2,9,,1906,,2,1,1994,,1,2,1,2,,,2,,,,1976,,,2,1
31751,3,,1,1,1,1,1,1910,,2,1,1994,,1,2,1,1,1914,,2,1,1990,,1,2,0,1,3,1,2,,,,1979,,,4,1
31757,3,,2,1,4,8,4,1910,,2,1,1984,,1,2,9,,1914,,1,,,,2,,,,,,1,1,,,,,,1,1
31785,3,,1,1,1,1,2,1909,,2,1,1975,,1,2,9,,1913,,2,1,1989,,1,1,0,2,,,1,1,,,1972,,,2,1
31798,3,,1,1,2,1,1,1908,,2,1,1980,,1,2,1,1,1908,,2,1,1978,,1,1,4,,,,1,4,,,,,,1,1
31799,3,,1,1,2,1,4,1913,,2,1,1987,,1,3,1,4,1910,,2,1,1982,,2,,,2,,,1,1,,,1968,,,2,1
31859,3,,3,1,1,8,4,1900,,2,2,,,1,1,9,,1905,,2,2,,,1,0,2,1,3,0,1,2,,,1952,,,2,1
31860,3,,2,1,3,4,3,1929,,1,,,,1,2,9,,1931,,2,1,2008,,1,2,0,1,1,1,2,,,,1984,,,4,1
31868,3,,2,1,2,1,2,1918,,2,1,1998,,1,2,9,,1928,,2,1,1996,,1,3,4,1,3,2,2,,,,1982,,,4,1
31869,3,,2,1,2,8,4,1911,,2,2,,,1,2,9,,1917,,2,2,,,1,4,1,1,1,2,1,1,,,1978,,,4,1
31912,3,,2,2,,,,,,2,2,,,1,1,8,1,1888,,2,1,1950,,2,,,1,0,1,1,2,,,1967,,,2,0
32001,3,,2,1,1,1,2,1905,,2,1,1979,,1,2,9,,1911,,2,1,2000,,1,1,0,1,1,0,1,1,,,1965,,,2,0
32028,3,,2,1,4,4,2,1925,,2,1,2004,,1,2,9,,1926,,1,,,,2,,,2,,,1,1,,,1973,,,3,0
32033,3,,2,1,3,1,2,1929,,1,,,,1,2,9,,1924,,2,1,2000,,1,1,1,2,,,2,,,,1980,,,3,0
32034,3,,2,1,1,1,1,1912,,2,1,2007,,1,1,9,,1922,,2,1,1993,,1,1,2,1,5,1,1,2,,,1970,,,2,0
32041,3,,1,1,2,1,3,1914,,2,1,1985,,1,2,9,,1921,,2,1,2008,,2,,,1,0,1,1,2,,,1964,,,2,0
32044,3,,1,1,2,1,2,1911,,2,1,1966,,1,2,9,,1913,,2,1,1977,,1,0,3,,,,1,3,,,,,,1,1
32047,3,,4,1,2,1,2,1906,,2,1,1976,,1,2,9,,1907,,2,1,1977,,1,1,2,1,1,3,2,,,,1980,,,2,1
32052,3,,1,1,3,8,1,1915,,2,1,1989,,1,2,8,4,1915,,2,1,1990,,1,1,0,1,0,1,1,2,,,1964,,,2,0
32057,3,,1,1,2,8,4,1914,,2,1,1982,,1,2,9,,1914,,2,1,1988,,2,,,2,,,2,,,,1965,,,3,0
32066,3,,1,1,1,1,1,1896,,2,1,1958,,1,1,9,,1891,,2,1,1969,,1,1,0,2,,,1,2,,,1953,,,2,0
32067,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,1,,,,,,1,0
32139,3,,4,1,3,1,2,1932,,1,,,,1,2,9,,1934,,1,,,,1,1,0,1,2,0,2,,,,1978,,,5,1
32144,3,,1,1,2,8,4,1908,,2,1,2005,,1,2,8,4,1912,,2,1,1977,,1,1,1,2,,,1,1,,,2007,,,2,1
32190,3,,3,1,4,4,4,1901,,2,1,1956,,1,3,9,,1911,,2,1,2005,,1,1,1,,,,2,,,2,,,,1,1
32198,3,,1,1,2,1,2,1905,,2,1,1970,,1,2,9,,1906,,2,1,1992,,2,,,,,,2,,,2,,,,2,1
32206,3,,1,1,1,1,2,1928,,2,1,2002,,1,1,9,,1929,,1,,,,1,4,1,,,,2,,,2,,,,2,1
32209,3,,3,1,2,1,2,1915,,2,1,1995,,1,1,9,,1918,,2,1,2007,,1,1,5,1,2,4,1,2,,,1970,,,3,1
32210,3,,2,1,2,1,4,1912,,2,1,2005,,1,2,9,,1922,,2,1,2005,,1,1,2,1,1,0,1,1,,,1977,,,5,1
32229,3,,2,1,1,1,1,1884,,2,1,1971,,1,1,1,1,1891,,2,1,1974,,2,,,2,,,1,1,,,1947,,,2,0
32235,3,,1,1,2,1,4,1933,,2,1,1991,,1,2,9,,1933,,1,,,,1,1,2,1,0,1,1,1,,,2007,,,3,1
32288,3,,2,1,2,1,1,1927,,2,1,2008,,1,2,1,4,1939,,1,,,,1,0,1,1,1,0,2,,,,1982,,,3,1
32318,3,,3,1,2,1,4,1896,,2,1,1953,,1,2,9,,1901,,2,1,1989,,1,1,1,,,,1,3,,,,,,1,1
32320,3,,4,1,3,2,4,1928,,1,,,,1,2,9,,1928,,1,,,,1,1,2,1,1,0,2,,,,1988,,,4,1
32328,3,,1,1,3,8,4,1880,,2,1,1977,,1,2,9,,1888,,2,1,1982,,1,4,0,,,,1,2,,,,,,1,1
32438,3,,1,1,1,1,1,1925,,2,1,2005,,1,1,9,,1927,,2,1,2008,,1,0,2,,,,2,,,2,,,,2,1
32464,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,,,,,1,1
32467,3,,2,1,2,8,4,1871,,2,1,1960,,1,2,8,4,1880,,2,2,,,1,1,0,1,1,2,2,,,,1961,,,3,1
32470,3,,2,1,2,8,1,1898,,2,1,1955,,1,2,9,,1907,,2,1,1985,,1,1,3,,,,1,1,,,,,,2,1
32471,3,,2,1,1,8,1,1900,,2,1,1979,,1,1,8,1,1902,,2,1,1985,,1,5,4,,,,1,4,,,,,,1,1
32524,3,,1,1,3,2,2,1902,,2,2,,,1,4,3,3,1912,,2,2,,,1,1,3,1,1,0,2,,,,1975,,,2,1
32556,3,,3,1,2,9,,1914,,2,1,1991,,1,2,9,,1909,,2,1,1984,,1,1,0,,,,1,1,,,,,,1,1
32668,3,,2,1,2,1,1,1908,,2,1,1996,,1,2,9,,1911,,2,1,2000,,1,3,3,2,,,2,,,,1972,,,4,1
32703,3,,2,1,2,2,3,1912,,2,1,1986,,1,2,2,3,1917,,2,1,2005,,1,2,4,1,0,2,1,1,,,1972,,,2,1
32709,3,,2,1,2,9,,1915,,2,1,1998,,1,2,9,,1916,,2,1,1977,,1,1,1,1,1,0,2,,,,1968,,,4,1
32713,3,,2,1,2,1,1,1912,,2,1,2004,,1,2,1,1,1912,,2,1,1976,,2,,,1,1,0,2,,,,1973,,,4,1
32729,3,,2,1,1,1,2,1929,,1,,,,1,1,9,,1932,,1,,,,1,0,1,1,1,1,1,2,,,1977,,,2,1
32731,3,,2,1,1,1,2,1893,,2,1,1960,,1,1,1,2,1897,,2,1,1969,,2,,,,,,1,1,,,,,,1,1
32733,3,,2,1,1,1,2,1902,,2,1,1977,,1,1,1,1,1907,,2,1,1999,,1,0,1,2,,,1,3,,,1957,,,2,1
32734,3,,2,1,1,1,2,1924,,2,1,1996,,1,2,9,,1932,,2,1,1998,,1,0,2,1,1,0,2,,,,1997,,,4,1
32742,3,,2,1,1,1,4,1912,,2,1,1999,,1,2,9,,1919,,2,1,1994,,1,1,0,1,0,3,1,1,,,1969,,,2,1
32751,3,,3,1,2,1,2,1905,,2,1,1982,,1,2,1,2,1912,,2,1,1977,,1,1,0,,,,1,1,,,,,,1,0
32764,3,,3,1,2,8,1,1927,,1,,,,1,2,9,,1933,,1,,,,1,1,3,1,1,0,2,,,,1987,,,5,0
32765,3,,3,1,3,1,3,1930,,1,,,,1,2,9,,1928,,1,,,,1,0,2,1,2,0,2,,,,1989,,,2,0
32772,3,,2,1,2,8,4,1925,,2,1,2000,,1,3,9,,1924,,1,,,,1,2,0,1,1,2,1,2,,,1973,,,2,0
32810,3,,1,1,1,1,1,1901,,2,1,1966,,1,1,1,1,1905,,2,1,2001,,1,0,1,,,,1,2,,,,,,1,1
32822,3,,3,1,2,9,,1894,,2,1,1981,,1,2,9,,1897,,2,1,1966,,1,1,1,1,0,1,2,,,,1960,,,5,1
32839,3,,1,1,2,8,4,1912,,2,1,1969,,1,2,9,,1912,,2,1,2004,,1,1,1,1,1,5,1,2,,,1970,,,2,0
32861,3,,1,1,2,1,1,1909,,2,2,,,1,2,9,,1910,,2,2,,,1,2,1,2,,,1,2,,,1972,,,3,1
32866,3,,2,1,2,1,4,1927,,2,1,1980,,1,2,9,,1932,,1,,,,1,1,0,,,,1,2,,2,,,,1,1
32867,3,,4,1,1,1,4,1902,,2,1,1966,,1,1,9,,1908,,2,1,1992,,1,1,1,,,,1,1,,,,,,2,1
32887,3,,2,1,3,8,4,1930,,2,1,2004,,1,2,9,,1932,,1,,,,2,,,1,2,1,2,,,,1987,,,4,0
32962,3,,2,1,2,8,4,1915,,2,1,1995,,1,2,9,,1921,,1,,,,1,2,3,1,2,0,1,3,,,1971,,,2,0
32982,3,,3,1,1,8,4,1909,,2,1,1974,,1,1,8,4,1916,,2,1,1978,,1,1,1,,,,1,3,,,,,,1,1
32987,3,,2,1,1,1,2,1900,,2,1,1974,,1,1,9,,1910,,2,1,1975,,2,,,1,4,1,2,,,,1962,,,2,1
33036,3,,2,1,1,1,4,1907,,2,1,1980,,1,1,9,,1913,,2,1,2003,,1,1,2,1,2,2,1,1,,,1959,,,3,1
33038,3,,4,1,1,1,1,1926,,1,,,,1,1,9,,1934,,1,,,,1,1,1,2,,,2,,,,1984,,,5,1
33219,3,,2,1,2,1,1,,,,,,,1,2,9,,1923,,2,2,,,2,,,2,,,2,,,,1980,,,4,0
33228,3,,1,1,5,6,4,1869,,2,1,1996,,1,3,9,,1873,,2,1,1996,,2,,,,,,2,,,,,,,2,1
33238,3,,1,1,1,1,1,1905,,2,1,1990,,1,1,1,1,1911,,1,,,,1,1,1,,,,1,1,,,,,,1,1
33245,3,,2,1,1,1,1,1893,,2,1,1971,,1,1,9,,1896,,2,1,1976,,1,2,1,1,2,0,1,2,,,1961,,,3,1
33275,3,,2,1,2,9,,1896,,2,1,1975,,1,2,9,,1905,,2,1,1974,,1,0,1,1,1,3,2,,,,1971,,,2,1
33303,3,,3,1,4,9,,1915,,2,1,2000,,1,4,9,,1920,,2,1,2001,,1,3,2,2,,,1,2,,,1967,,,2,0
33328,3,,2,1,2,1,1,,,,,,,1,2,1,1,,,,,,,1,0,1,1,2,0,2,,,,1982,,,6,0
33335,3,,1,1,2,1,1,1934,,1,,,,1,1,9,,1938,,1,,,,1,1,0,1,0,1,2,,,,1982,,,4,0
33336,3,,4,1,2,8,4,1942,,2,1,1995,,1,2,8,4,,,,,,,1,1,1,,,,2,,,2,,,,2,0
33347,3,,1,1,1,1,4,1910,,2,1,1975,,1,1,9,,1910,,2,1,1995,,1,0,1,,,,2,,,2,,,,1,0
33348,3,,2,1,1,1,1,1894,,2,1,1971,,1,1,1,1,1908,,2,1,1979,,1,0,4,1,2,1,1,2,,,1966,,,2,0
33361,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,2,,,,,,1,1
33451,3,,1,1,4,5,4,1907,,2,2,,,1,4,9,,1914,,2,2,,,2,,,,,,2,,,2,,,,3,1
33455,3,,4,1,2,8,4,1901,,2,2,,,1,2,8,4,1907,,2,2,,,1,0,3,,,,1,1,,2,,,,1,0
33479,3,,1,1,3,2,3,1901,,2,2,,,1,3,3,3,1893,,2,2,,,1,1,5,,,,2,,,2,,,,2,1
33604,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,2,,,,1,1
33631,3,,2,1,2,1,2,1910,,1,,,,1,1,9,,1911,,2,1,1996,,1,2,0,1,5,2,1,1,,,1967,,,3,1
33644,3,,1,1,2,1,1,1902,,2,2,,,1,2,1,1,1910,,2,2,,,2,,,,,,1,1,,2,,,,1,0
33684,3,,4,2,,,,,,2,1,2001,,2,,,,,,2,1,1995,,1,2,1,1,1,3,2,,,,1966,,,5,1
33751,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,2,,,1,2,,,1977,,,2,1
33761,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,3,2,,,1,2,,,1968,,,3,1
33773,3,,1,1,3,2,4,1931,,1,,,,1,3,9,,1932,,2,2,,,1,0,2,,,,2,,,,,,,4,1
33777,3,,1,1,2,1,1,1921,,1,,,,1,3,1,3,1931,,1,,,,1,1,1,1,3,0,2,,,,1984,,,4,1
33778,3,,1,1,1,1,1,1934,,1,,,,1,1,1,1,1937,,1,,,,1,0,2,1,0,1,2,,,,1985,,,5,1
33781,3,,2,1,1,1,1,1914,,2,1,1980,,1,1,9,,1921,,2,1,2003,,1,3,1,1,1,0,2,,,,1982,,,4,1
33814,3,,2,1,3,8,4,1924,,1,,,,1,4,3,3,1928,,1,,,,1,0,1,2,,,2,,,,1981,,,2,1
33823,3,,1,2,,,,,,2,1,1977,,2,,,,,,2,1,1974,,2,,,,,,1,1,,,,,,1,1
33839,3,,3,1,2,8,1,1903,,2,1,1982,,1,2,9,,1907,,2,1,1960,,1,1,2,,,,1,2,,,,,,1,1
33865,3,,2,1,2,2,3,1913,,2,1,1995,,1,2,9,,1922,,1,,,,1,2,0,1,0,3,2,,,,1991,,,4,0
33877,3,,2,1,2,1,2,1934,,1,,,,1,2,9,,1939,,1,,,,1,1,0,2,,,2,,,,1988,,,2,1
33882,3,,2,1,2,1,2,1925,,2,1,1988,,1,2,9,,1925,,2,1,1984,,2,,,1,0,1,2,,,,1980,,,3,1
33888,3,,2,1,1,1,2,1899,,2,1,1950,,1,1,9,,1899,,2,1,1960,,1,1,1,,,,1,2,,,,,,1,1
33889,3,,2,1,2,1,2,1906,,2,1,1994,,1,2,9,,1910,,2,1,2001,,2,,,1,1,1,1,1,,,1972,,,2,1
33937,3,,2,1,1,8,1,1910,,2,1,1960,,1,1,9,,1920,,2,1,2000,,1,0,2,1,2,1,2,,,,1971,,,4,1
33941,3,,2,1,2,1,2,1921,,2,1,2007,,1,2,8,1,1916,,2,1,1988,,2,,,1,0,1,1,2,,,1974,,,2,1
33983,3,,2,1,4,2,3,1921,,1,,,,1,3,9,,1927,,1,,,,1,0,1,1,0,1,2,,,,1980,,,3,1
33985,3,,1,1,3,4,3,1921,,1,,,,1,3,9,,1925,,1,,,,2,,,2,,,2,,,,1980,,,5,1
33994,3,,3,1,1,1,3,1907,,2,1,1976,,1,1,9,,1913,,1,,,,1,0,1,1,4,4,1,1,,,1973,,,3,1
34059,3,,2,1,2,1,4,1923,,2,1,1995,,1,2,9,,1929,,1,,,,1,2,0,1,0,1,1,2,,,1978,,,2,0
34198,3,,1,1,3,2,4,1942,,1,,,,1,2,9,,1941,,1,,,,1,0,1,,,,2,,,2,,,,1,1
34199,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,1,2,2,1,1,,,1966,,,2,1
34211,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,1,2,2,2,,,,1950,,,2,0
34230,3,,1,1,4,1,2,1909,,2,1,1964,,1,1,9,,1905,,2,1,1976,,1,0,2,,,,1,4,,,,,,1,1
34252,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,2,,,,1,1
34269,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,2,,,2,,,,1995,,,3,1
34377,3,,1,1,3,1,4,1916,,2,1,1955,,1,2,9,,1918,,2,1,1966,,1,0,1,1,6,5,1,3,,,1966,,,2,1
34396,3,,1,1,4,2,4,1825,,2,1,1982,,1,1,9,,,,,,,,1,3,0,,,,2,,,2,,,,2,1
34513,3,,1,1,2,2,4,1911,,2,1,1981,,1,2,9,,1910,,2,1,1999,,2,,,1,1,8,1,2,,,1978,,,4,1
34525,3,,1,1,2,1,2,1911,,2,1,1969,,2,,,,,,3,,,,1,6,3,1,1,2,1,2,,,1973,,,2,1
34541,3,,2,1,2,2,4,1898,,2,2,,,1,2,9,,1896,,2,2,,,1,2,1,1,1,1,1,2,,,1969,,,2,1
34732,3,,1,1,1,1,1,1900,,2,2,,,1,1,9,,1900,,2,2,,,1,0,4,1,2,2,1,2,,,1968,,,2,0
34738,3,,1,1,2,1,1,1927,,2,1,1997,,1,2,1,1,1928,,1,,,,1,2,2,1,3,0,1,2,,,1977,,,3,0
34778,3,,1,1,2,1,4,1906,,2,1,1979,,1,2,9,,1902,,2,1,1984,,1,0,1,,,,2,,,,,,,2,1
34793,3,,1,1,1,8,4,1905,,2,2,,,1,1,9,,1908,,2,2,,,1,3,2,1,1,2,1,1,,,1978,,,4,1
34800,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,1,4,2,2,,,,1965,,,2,1
34825,3,,2,1,2,1,4,1926,,2,1,1956,,1,1,1,4,1928,,1,,,,1,0,2,1,1,0,2,,,,1976,,,4,1
34833,3,,2,1,1,1,2,1892,,2,1,1991,,1,1,9,,1897,,2,1,1962,,1,1,2,2,,,1,1,,,1963,,,3,1
34886,3,,1,2,,,,,,2,2,,,1,2,9,,,,,,,,2,,,,,,2,,,2,,,,2,1
34900,3,,1,1,2,1,2,1927,,1,,,,1,2,9,,1934,,1,,,,1,1,0,1,1,0,2,,,,1990,,,4,0
35005,3,,2,1,1,1,1,1902,,2,1,1980,,1,1,1,1,1904,,2,1,1996,,1,1,4,,,,2,,,,,,,2,1
35022,3,,3,1,2,8,4,1921,,2,1,1991,,1,2,8,4,1929,,1,,,,1,2,3,1,1,2,2,,,,1990,,,4,1
35025,3,,2,1,2,8,4,1903,,2,2,,,1,2,8,4,1908,,2,2,,,1,6,1,,,,1,2,,,,,,1,1
35032,3,,2,1,3,2,3,1929,,2,1,1975,,1,2,2,3,1931,,1,,,,1,2,1,1,1,0,2,,,,1986,,,4,1
35106,3,,1,1,1,1,4,1918,,2,2,,,1,1,9,,1923,,2,2,,,1,4,2,1,4,2,1,2,,,1974,,,6,1
35234,3,,2,1,2,9,,1901,,2,1,1986,,1,2,9,,1902,,2,1,1990,,1,1,0,1,2,0,1,1,0,,2005,,,2,1
35319,3,,1,1,2,8,1,1915,,2,1,1988,,1,1,8,1,1909,,2,1,2004,,1,1,3,,,,1,3,,,,,,1,1
35322,3,,4,1,1,9,,1899,,2,1,1986,,1,1,9,,1899,,2,1,1954,,1,1,2,1,1,2,1,3,,,1958,,,2,1
35323,3,,2,1,1,9,,1908,,2,1,1995,,1,1,9,,1908,,2,1,1978,,1,2,3,1,1,2,1,2,,,1959,,,2,1
35326,3,,2,1,2,9,,1902,,2,2,,,1,1,9,,1906,,2,1,1967,,2,,,,,,2,,,2,,,,2,1
35340,3,,2,1,1,10,,1908,,2,1,1986,,1,1,9,,1913,,2,1,1984,,1,1,1,2,,,1,5,,,1960,,,2,1
35346,3,,1,1,1,1,1,1907,,2,1,1981,,1,1,9,,1914,,2,1,1990,,2,,,,,,1,1,,,,,,1,1
35349,3,,1,1,1,9,,1900,,2,1,1944,,1,1,9,,1907,,2,1,1976,,1,1,0,1,1,3,1,4,,,1956,,,2,1
35355,3,,2,1,2,9,,1902,,2,1,1976,,1,2,9,,1909,,2,1,2003,,2,,,,,,1,3,,,,,,1,1
35366,3,,1,1,2,2,3,1922,,1,,,,2,,,,,,1,,,,1,2,2,1,4,1,2,,,,1976,,,3,1
35370,3,,1,1,1,9,,1906,,2,1,1972,,1,1,9,,1908,,2,1,1983,,1,4,1,,,,1,2,,2,,,,1,1
35371,3,,1,1,1,9,,1913,,2,1,1994,,1,2,9,,1922,,2,1,1987,,1,1,0,,,,1,2,,,,,,1,1
35372,3,,1,1,2,9,,1935,,2,1,1998,,1,2,9,,1936,,1,,,,1,1,1,1,3,0,1,1,,,1971,,,3,1
35374,3,,2,1,2,9,,1911,,2,1,1967,,1,1,9,,1921,,2,1,1994,,1,3,2,1,2,1,2,,,,1985,,,5,1
35379,3,,2,1,2,8,4,1911,,2,1,1972,,1,2,9,,1914,,2,1,1999,,1,1,1,1,1,1,1,1,,,1976,,,3,1
35381,3,,2,1,2,6,4,1917,,2,1,1980,,1,2,8,4,1927,,2,1,2007,,1,2,2,1,2,5,1,3,,,1975,,,3,1
35399,3,,2,1,2,2,3,1924,,2,1,2007,,1,2,9,,1926,,2,1,2006,,1,0,1,1,0,1,1,1,,,1977,,,3,1
35401,3,,2,1,2,1,2,1902,,2,1,1976,,1,1,9,,1903,,2,1,1993,,2,,,,,,2,,,,,,,3,1
35450,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,1,,,,,,2,0
35458,3,,2,1,1,9,,1900,1,2,1,1970,,1,2,9,,1905,,2,1,1984,,1,0,2,1,1,1,1,1,,,1974,,,2,1
35498,3,,3,1,2,8,1,1910,,2,1,1969,,1,2,9,,1912,,2,1,2001,,1,0,1,2,,,1,1,,,1962,,,3,0
35500,3,,2,1,3,8,4,1898,1,2,1,1979,,1,3,9,,1903,1,2,1,1998,,1,0,2,1,0,1,1,3,1,,1959,,,2,0
35502,3,,4,1,2,2,4,1930,,2,2,,,1,2,9,,1934,,2,2,,,1,2,3,1,2,1,1,2,,,1976,,,2,0
35507,3,,2,1,3,2,3,,,,,,,1,3,9,,,,,,,,2,,,,,,2,,,2,,,,4,0
35508,3,,2,1,1,8,1,1930,,2,1,2006,,1,2,9,,1936,,1,,,,1,1,2,1,2,1,2,,,,1990,,,6,0
35512,3,,4,1,2,2,4,1918,,2,1,1983,,1,2,9,,1923,,2,1,2007,,1,0,2,,,,2,,,2,,,,1,0
35518,3,,3,1,4,8,4,1900,,2,1,1950,,1,2,8,4,1901,,2,1,1991,,1,1,0,1,0,1,1,3,,,1962,,,2,0
35520,3,,4,1,2,8,4,1924,,3,,,,1,2,9,,1928,,3,,,,1,0,2,1,4,2,1,1,,,1980,,,3,0
35588,3,,3,1,3,2,3,1929,,2,2,,,1,3,9,,1931,,1,,,,1,1,0,1,1,1,2,,,,1991,,,5,1
35600,3,,2,1,1,1,1,1904,,2,2,,,1,1,9,,1909,,2,2,,,1,6,3,1,2,1,1,2,,,1952,,,2,1
35640,3,,2,1,2,1,2,1911,,2,1,1991,,1,2,9,,1911,,2,1,1988,,1,0,1,2,,,1,2,,,1972,,,2,1
35643,3,,2,1,7,8,5,1901,,2,1,1979,,1,7,9,,1904,,2,1,1985,,1,0,2,1,2,3,1,2,,,1966,,,3,0
35647,3,,2,1,2,1,5,1925,,1,,,,1,2,9,,1926,,1,,,,1,3,0,1,1,1,2,,,,1977,,,4,0
35676,3,,2,1,2,9,,1905,,2,1,1992,,1,2,9,,1906,,2,1,1975,,1,0,1,2,,,1,1,,,1967,,,3,1
35682,3,,1,2,,,,,,3,,,,1,2,2,5,1916,,1,,,,1,1,2,1,1,0,1,2,,,1976,,,3,0
35718,3,,1,1,1,8,4,1907,,2,1,1984,,1,1,8,4,1912,,2,1,2008,,1,2,2,,,,1,2,,,,,,1,0
35735,3,,1,1,3,2,4,1924,,1,,,,1,2,9,,1925,,2,2,,,1,1,0,1,1,0,2,,,,1980,,,4,1
35788,3,,2,1,2,2,3,1907,,2,1,1977,,1,2,9,,1909,,1,,,,1,3,1,1,0,1,1,1,,,1977,,,4,1
35812,3,,3,1,2,1,2,1921,,2,1,1985,,1,2,9,,1923,,2,1,1989,,1,1,1,1,1,2,1,1,,,1975,,,3,1
35862,3,,1,1,1,8,4,1907,,2,1,1988,,1,1,9,,1908,,2,1,2002,,1,1,1,1,2,2,1,1,,,1972,,,4,1
35968,3,,4,1,3,9,,1899,,2,1,1994,,1,2,9,,1899,,2,1,1991,,1,0,2,,,,1,2,,,,,,1,1
36010,3,,1,1,2,1,2,1915,,2,1,1961,,1,2,1,2,1925,,1,,,,1,1,1,1,1,1,2,,,,1974,,,2,1
36067,3,,2,1,2,1,4,1909,,2,1,1992,,1,2,9,,1911,,2,1,2003,,1,1,4,1,5,1,1,1,,,1976,,,3,1
36073,3,,2,1,2,8,1,1908,,2,1,1994,,1,1,9,,1918,,2,1,2005,,1,0,2,1,0,4,1,2,,,1964,,,2,1
36106,3,,2,1,2,1,1,1907,,2,1,1986,,1,2,9,,1910,,2,1,1990,,1,1,2,,,,1,2,,,,,,1,1
36120,3,,2,1,2,1,2,1922,,2,1,1977,,1,2,1,4,1927,,2,1,2002,,1,5,2,1,2,2,1,2,,,1978,,,3,1
36130,3,,2,1,2,1,2,1933,,2,1,1999,,1,2,9,,1937,,1,,,,1,3,1,1,1,1,2,,,,1986,,,3,0
36131,3,,2,1,2,1,3,1920,,2,1,2007,,1,2,9,,1923,,2,1,2001,,1,1,1,1,1,1,2,,,,1983,,,4,0
36146,3,,3,1,2,1,5,1922,,2,1,2002,,1,7,10,,,,,,,,1,1,0,1,2,0,2,,,,1983,,,5,0
36148,3,,2,1,1,8,1,1895,,2,1,1937,,1,1,9,,1900,,2,1,1968,,2,,,1,1,1,1,7,,,1955,,,2,0
36164,3,,2,1,2,9,,1925,,2,1,1986,,1,2,9,,1927,,1,,,,1,0,2,1,2,5,2,,,,1984,,,4,1
36186,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,,,,1,3,,,,,,1,1
36249,3,,1,1,1,1,1,1897,,2,1,1964,,1,1,9,,1905,,2,1,1980,,1,2,4,,,,1,2,,2,,,,1,1
36250,3,,1,1,3,1,3,1929,,2,1,2003,,1,2,9,,1930,,1,,,,1,2,0,,,,2,,,,,,,3,1
36311,3,,2,1,2,1,4,1930,,1,,,,1,2,9,,1933,,1,,,,1,3,2,1,1,1,2,,,,1994,,,4,1
