nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,poss,impacq,tfitto,tipoaff,propriet,tfitimp,supab,ancostr,bagni,riscald,valabit,vac,vacdov1,vacdov2,vacdov3,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristr,tristr,debita1,ndebita1,debita2,ndebita2,debitb,tdebitb,debitc,tdebitc,debitd,tdebitd,debite,tdebite,ratab,ratac,taxc,ratad,taxd,ratae,taxe,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,mutuoe,mutuorif,mutuoric,pro7,pro8,pro9,TDEBITA
813283,1970,1,1,100,1970,1,,,,,,7,5000,,,,500,100,1969,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813287,1983,1,1,100,1983,1,,,,,,1,45000,,,,500,105,1980,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813288,2001,1,1,100,2001,1,,,,,,1,100000,,,,500,100,2000,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813295,1989,1,1,100,1989,1,,,,,,1,39000,,,,450,92,1980,1,1,200000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813298,2001,2,,,,,,,,,,,,200,1,4,,70,1990,1,1,160000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813302,1997,1,1,100,1997,1,,,,,,1,70000,,,,450,83,1990,1,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813305,1989,1,1,100,1989,1,,,,,,8,30000,,,,300,70,1980,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813319,1968,1,1,100,1944,1,,,,,,6,,,,,450,69,1955,1,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813323,1967,1,1,100,1965,1,,,,,,4,,,,,300,78,1950,1,1,140000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813335,1958,1,1,100,1959,1,,,,,,4,,,,,450,80,1920,1,1,170000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813342,2008,1,1,100,2008,1,,,,,,6,,,,,500,140,2004,2,1,200000,1,1,0,0,2,,2,,2,,2,,2,,1,8000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813349,1983,1,1,100,1983,2,,,,,,4,,,,,800,110,1966,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,,2100,5,,,,,,4,2,2,,2,,2,,,2,,0,0,
813355,2007,1,1,100,2007,1,,,,,,2,100000,,,,500,110,2007,2,1,120000,1,0,0,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,4,,2,2,,2,,2,,,2,,0,0,70000
813374,2004,5,,,,,,,,,,,,,,4,350,50,1970,1,1,70000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813378,1999,1,1,100,1999,1,2,3,,,,7,200000,,,,700,170,1999,2,1,700000,2,,,,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,2,,2,,1,7000,2,,2,,,2500,,,,,,,1,2,2,,2,,2,,,2,,0,0,
813379,1956,1,1,100,1956,2,,,,,,7,1000,,,,500,110,1956,2,1,400000,2,,,,2,,2,,2,,2,,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813393,1988,1,1,100,1960,2,,,,,,6,,,,,400,120,1960,1,1,250000,2,,,,2,,2,,2,,2,,2,,1,800,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813395,1977,1,1,100,1977,1,2,,,,,7,15000,,,,500,100,1977,1,1,350000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,,,,1600,5,,,,1,2,2,,2,,2,,,2,,0,0,
813418,1986,5,,,,,,,,,,,,,,98,150,60,1970,1,1,50000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813421,1990,1,1,100,1989,1,2,,,,,1,45000,,,,500,80,1962,1,1,140000,1,0,0,1,2,,1,1,2,,2,,2,,1,1000,2,,1,360,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813424,2006,2,,,,,,,,,,,,90,6,7,,30,1960,1,1,30000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813427,1980,1,1,100,1980,1,,,,,,1,25000,,,,1200,130,1900,2,1,400000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813435,1986,1,1,100,1986,1,,,,,,1,21000,,,,150,40,1970,1,1,50000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813442,1960,1,1,100,1975,1,,,,,,1,4000,,,,800,117,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813462,2004,1,1,100,2004,1,2,,,,,8,120000,,,,500,100,1965,1,1,150000,2,,,,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813475,1989,1,1,100,1989,1,2,,,,,1,160000,,,,1500,270,1980,2,1,600000,1,0,1,0,1,1,2,,2,,2,,2,,2,,1,3000,1,300,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813480,1992,2,,,,,,,,,,,,80,6,8,,45,1950,1,1,130000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813486,2003,1,1,100,1999,1,,,,,,1,400000,,,,1000,200,1999,2,1,500000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813493,2001,2,,,,,,,,,,,,450,1,4,,50,1960,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813496,1960,1,1,100,1957,1,2,,,,,4,,,,,500,60,1957,1,2,150000,2,,,,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813511,2004,5,,,,,,,,,,,,,,1,700,80,1970,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813513,2004,2,,,,,,,,,,,,600,1,4,,75,1960,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813524,2006,1,1,100,1950,1,,,,,,4,,,,,700,90,1950,1,1,230000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813527,1993,1,1,100,1993,1,,,,,,4,,,,,800,75,1960,1,1,150000,2,,,,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813528,1990,1,1,100,1990,1,,,,,,4,,,,,750,70,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813547,1975,1,1,100,1975,1,2,,,,,4,,,,,1000,80,1960,1,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813548,1998,1,1,100,1998,1,,,,,,4,,,,,1000,80,1970,1,1,200000,2,,,,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813626,2007,1,1,100,2007,1,,,,,,4,,,,,200,50,1950,1,1,100000,2,,,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813627,1979,1,1,100,1979,1,2,3,,,,4,,,,,500,98,1880,1,1,120000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,2,,2,,,1000,,,,,,,1,2,2,,2,,1,1,,,,0,0,
813641,1989,1,2,50,2003,2,,,,,,4,,,,,900,170,1967,2,1,650000,1,1,0,0,1,3,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813644,1928,1,1,100,1995,1,,,,,,4,,,,,250,60,1850,1,1,120000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813651,1993,1,1,100,1993,2,,,,,,2,250000,,,,800,130,1993,2,1,400000,2,,,,1,1,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813657,1994,1,1,100,1994,1,2,,,,,2,480000,,,,1500,200,1994,2,1,600000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813684,2002,2,,,,,,,,,,,,500,4,4,,70,1940,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,4800,2,,2,,,2400,,,,,,,4,2,2,,2,,2,,,2,,,,
813686,1978,1,1,100,1978,1,2,,,,,7,80000,,,,1200,160,1978,2,1,500000,2,,,,1,1,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813687,1988,1,1,100,1988,1,,,,,,2,35000,,,,700,92,1988,2,1,400000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1450,2,,,,,700,,,,,2,2,2,,2,,2,,,2,,0,0,
813713,1975,1,1,100,1971,1,,,,,,1,5600,,,,500,120,1970,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813729,1986,2,,,,,,,,,,,,,1,98,,85,1980,2,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813730,1978,1,1,100,1978,1,2,,,,,1,9000,,,,500,90,1975,1,1,450000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813739,1983,1,2,10,1983,1,2,,,,,7,40000,,,,450,100,1983,2,1,350000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813749,1985,1,1,100,1985,2,,,,,,1,25000,,,,300,90,1984,2,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813763,1983,1,1,100,1983,1,,,,,,6,,,,,50,100,1955,1,2,30000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813768,2000,1,1,100,2000,1,,,,,,7,130000,,,,600,150,1984,2,1,400000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,1,,,,0,0,
813778,1992,1,1,100,2005,2,,,,,,4,,,,,400,196,1991,2,2,70000,2,,,,2,,2,,2,,2,,2,,1,7000,2,,2,,1,2,2,,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,5000
813818,1971,5,,,,,,,,,,,,,,3,150,100,1965,1,2,30000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,1000,2,,,2,,,,
813829,2005,2,,,,,,,,,,,,350,2,4,,90,2000,1,1,100000,1,0,1,0,1,1,2,,2,,2,,2,,2,,1,9000,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813836,2007,2,,,,,,,,,,,,250,2,4,,60,1950,1,2,40000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,2000,2,,,1,,,,
813838,1980,1,1,100,2008,1,2,,,,,4,,,,,300,100,1970,1,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813852,1970,1,1,100,1950,1,2,,,,,4,,,,,300,200,1950,2,1,300000,1,1,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813869,1990,5,,,,,,,,,,,,,,2,300,90,1980,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813887,1997,2,,,,,,,,,,,,300,1,4,,60,1975,1,1,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813888,2005,1,1,100,2004,1,2,,,,,2,250000,,,,800,220,2003,2,1,250000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,220000
813889,1998,2,,,,,,,,,,,,300,2,4,,90,1950,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813893,1965,1,1,100,1965,1,,,,,,4,,,,,1500,150,1920,2,1,500000,2,,,,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813912,2006,1,1,100,2006,1,2,,,,,1,170000,,,,700,76,1964,1,1,170000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,100000
813919,2006,1,1,100,2006,1,,,,,,6,,,,,2000,240,2005,2,1,700000,1,1,0,0,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813926,2006,2,,,,,,,,,,,,350,5,3,,50,1979,1,1,200000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,2000,2,,2,,,2,,,,
813932,2008,2,,,,,,,,,,,,750,1,4,,69,1940,1,1,180000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,,,
813941,2007,2,,,,,,,,,,,,600,2,4,,60,1975,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,6000,2,,2,,,1400,,,,,,,4,2,2,,2,,2,,,1,,,,
813942,2005,1,1,100,2005,1,2,,,,,1,400000,,,,1500,107,1983,2,1,600000,2,,,,2,,2,,2,,2,,2,,1,2500,2,,1,2000,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,37000
813944,2008,2,,,,,,,,,,,,850,1,4,,130,1977,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813947,2006,1,1,100,2006,1,2,,,,,5,300000,,,,1200,120,2006,2,1,700000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813952,2007,2,,,,,,,,,,,,600,7,4,,70,1964,1,1,170000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,13000,2,,2,,,2600,7,,,,,,4,2,2,,1,5000,2,,,2,,,,
813959,2006,1,1,100,2006,1,2,,,,,3,210000,,,,1000,65,2004,1,1,290000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,150000
813961,1996,1,1,100,1996,1,,,,,,5,50000,,,,1500,120,1947,2,1,800000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813962,2006,2,,,,,,,,,,,,500,1,4,,74,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
813969,1992,5,,,,,,,,,,,,,,1,300,70,1960,1,2,60000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,8400,2,,2,,,3360,,,,,,,4,2,2,,2,,2,,,2,,,,
813976,1988,1,1,100,1988,1,2,,,,,4,,,,,400,70,1980,1,2,70000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813986,1949,1,1,100,1987,1,,,,,,4,,,,,250,50,1940,1,2,30000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
813999,1985,1,1,100,2000,1,2,,,,,1,40000,,,,400,70,1960,1,2,60000,2,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,3,,2,2,,2,,2,,,2,,0,0,32000
814006,1960,4,,,,,,,,,,,,,,98,350,70,1950,1,2,60000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
814012,1992,2,,,,,,,,,,,,300,1,4,,60,1980,1,2,70000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,3,2,,,,,
814023,2002,2,,,,,,,,,,,,250,4,4,,50,1960,1,2,30000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,2,3,,,,,
814027,1982,1,1,100,1982,1,,,,,,4,,,,,350,60,1970,1,2,60000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1300,2,,,,,1300,,,,,4,2,2,,2,,2,,,2,,0,0,
814030,1985,1,1,100,2001,1,,,,,,4,,,,,250,70,1960,2,2,50000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814043,1999,1,1,100,1995,2,,,,,,3,120000,,,,1250,100,1960,2,1,500000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,70002,2,,2,,,7000,,,,,,,1,2,2,,2,,2,,,2,,0,0,
814044,1965,1,1,100,1984,1,2,,,,,1,9000,,,,750,45,1904,1,1,245000,1,0,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,,3600,4,,,,,,1,2,2,,2,,2,,,2,,0,0,
814051,2006,1,1,100,2005,1,,,,,,8,280000,,,,1500,100,1950,2,1,350000,1,0,1,0,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,65000
814053,1982,1,1,100,1982,2,,,,,,4,,,,,1200,100,1960,2,1,300000,1,1,1,0,1,1,2,,2,,2,,1,60000,1,1000,1,500,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814064,1961,1,1,100,1965,1,2,,,,,1,6000,,,,700,50,1950,1,1,120000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814075,1983,2,,,,,,,,,,,,250,1,7,,55,1925,1,1,98000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
814085,1999,2,,,,,,,,,,,,800,4,4,,72,1920,1,2,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,,,
814086,1970,1,1,100,2003,2,,,,,,2,245000,,,,2000,96,1968,2,1,320000,1,1,0,0,2,,2,,2,,2,,2,,1,2200,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,148000
814097,1978,1,1,100,2002,1,,,,,,4,,,,,800,60,1960,1,1,300000,1,1,0,0,2,,1,1,2,,2,,2,,1,1200,2,,1,400,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814098,1992,1,1,100,1965,1,,,,,,4,,,,,6000,180,1961,2,1,1800000,2,,,,1,1,2,,2,,2,,2,,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814102,1953,1,1,100,1988,1,2,,,,,3,9000,,,,1000,74,1953,1,1,250000,2,,,,2,,2,,2,,2,,2,,1,2000,2,,1,600,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814103,2000,1,1,100,1999,1,2,,,,,2,1050000,,,,5000,290,1922,2,1,2400000,1,0,1,0,1,1,1,3,2,,1,1,1,45000,1,2000,1,1000,1,700,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814125,1971,1,2,25,1993,1,,,,,,4,,,,,3000,170,1970,2,1,700000,1,0,1,0,1,1,2,,2,,2,,2,,1,4000,2,,1,1000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814134,2005,2,,,,,,,,,,,,600,7,4,,250,1800,2,2,250000,1,1,0,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,,,120000
814136,2005,2,,,,,,,,,,,,1500,2,4,,120,1970,2,1,480000,1,0,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,10000,2,,2,,,2,,,,
814142,2003,1,1,100,2003,1,,,,,,1,145000,,,,800,42,1920,1,1,85000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814179,1996,1,1,100,1996,1,2,,,,,1,300000,,,,1500,100,1960,2,1,700000,2,,,,1,2,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814186,1957,1,1,100,1977,1,2,,,,,1,4000,,,,500,50,1900,1,1,250000,1,0,1,0,1,1,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814187,1962,1,1,100,1960,1,,,,,,2,5000,,,,800,80,1960,1,1,250000,1,1,0,0,2,,2,,2,,2,,2,,1,2800,2,,1,2800,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814197,2006,2,,,,,,,,,,,,500,7,4,,70,1960,1,1,250000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
814198,1981,1,1,100,1980,2,,,,,,1,80000,,,,1400,140,1920,2,1,500000,1,0,1,0,1,1,2,,2,,2,,2,,1,2500,2,,1,700,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,7000,2,,2,,,2,,0,0,
814213,1998,1,1,100,1998,1,,,,,,1,0,,,,1000,100,1899,1,1,330000,1,1,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814224,1999,2,,,,,,,,,,,,650,2,4,,55,1955,1,1,200000,1,1,0,0,2,,1,1,1,1,2,,2,,2,,1,10000,2,,2,,1,1,2,,1,11000,1,2000,2,,,3000,,1080,,,,4,1,2,2,,2,,1,1,,,,,,55000
814225,1980,1,1,100,1978,1,2,,,,,2,21000,,,,1500,158,1952,2,1,700000,1,1,0,0,1,1,1,1,2,,2,,2,,1,300,2,,1,250,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814226,2007,2,,,,,,,,,,,,160,6,7,,44,1930,1,1,20000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,1,,,,,,
814230,2002,1,1,100,2001,1,,,,,,1,132500,,,,800,70,1904,1,1,260000,1,0,0,1,2,,2,,2,,2,,1,40000,1,1864,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814233,1998,1,1,100,1998,1,,,,,,1,200000,,,,1200,140,1940,1,1,420000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
814234,2008,1,1,100,2006,1,,,,,,1,235000,,,,900,56,1920,1,1,300000,1,1,0,1,2,,2,,2,,2,,2,,1,20000,2,,2,,1,1,2,,2,,1,3000,2,,2,,,1300,8.5,,,,,1,4,2,2,,2,,2,,,2,,0,0,100000
814245,1982,1,1,100,1982,1,2,,,,,4,,,,,2000,156,1936,2,1,1000000,1,0,1,0,1,2,2,,1,1,2,,2,,2,,1,6000,1,1700,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
