nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,poss,impacq,tfitto,tipoaff,propriet,tfitimp,supab,ancostr,bagni,riscald,valabit,vac,vacdov1,vacdov2,vacdov3,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristr,tristr,debita1,ndebita1,debita2,ndebita2,debitb,tdebitb,debitc,tdebitc,debitd,tdebitd,debite,tdebite,ratab,ratac,taxc,ratad,taxd,ratae,taxe,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,mutuoe,mutuorif,mutuoric,pro7,pro8,pro9,TDEBITA
507644,1979,1,1,100,1972,2,3,,,,,7,5000,,,,600,120,1972,1,1,500000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507656,1989,2,,,,,,,,,,,,102,5,7,,65,1900,1,1,130000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
507663,1970,1,1,100,1970,1,,,,,,4,,,,,500,100,1969,1,1,350000,1,1,0,0,2,,1,1,2,,2,,1,3000,2,,1,5000,2,,2,,2,,2,,1,3500,1,2500,2,,,3500,7,1200,1,,,,1,2,2,,2,,1,1,,,,0,0,
507664,1996,1,1,100,1995,1,2,,,,,1,18000,,,,350,108,1900,1,1,160000,1,1,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,6000
507674,1971,1,1,100,1971,1,2,,,,,1,275,,,,500,110,1700,1,1,150000,2,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,4000,2,,1,3000,,2000,6,,,3000,6,,4,2,2,,2,,2,,,2,,0,0,
507675,1950,1,1,100,1991,1,2,,,,,5,5500,,,,400,100,1941,1,1,150000,1,0,0,1,2,,2,,2,,2,,2,,1,3600,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,0,0,
507680,2008,2,,,,,,,,,,,,300,1,4,,70,1950,1,1,140000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
507691,1978,1,1,100,1992,1,,,,,,3,45000,,,,500,94,1976,1,1,250000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507693,1958,1,2,66,2007,1,3,,,,,4,,,,,500,110,1956,2,1,250000,2,,,,1,3,1,1,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507702,1995,1,1,100,1992,1,,,,,,7,150000,,,,450,95,1992,1,1,500000,1,1,0,0,2,,2,,2,,2,,2,,1,300,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507724,1993,1,1,100,1993,1,,,,,,1,40000,,,,600,65,1800,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,0,0,
507728,1978,5,,,,,,,,,,,,,,1,500,100,1955,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
507746,1997,4,,,,,,,,,,,,,,3,650,108,1977,2,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
507750,1998,5,,,,,,,,,,,,,,1,500,90,1960,1,1,180000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,1900,1,1600,2,,,1900,6,1100,7,,,,1,2,2,,2,,1,1,,,,,,
507752,1968,1,1,100,1968,2,4,,,,,2,4500,,,,450,120,1966,2,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507823,1975,1,2,66,1986,1,2,,,,,4,,,,,650,120,1950,2,1,700000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507839,1995,1,1,100,2003,1,,,,,,4,,,,,700,120,1994,2,1,400000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,2,,,2000,6,,,,,,4,2,2,,2,,2,,,2,,0,0,
507843,1980,1,2,62,1980,1,,,,,,2,12500,,,,400,100,1978,2,1,180000,1,1,0,0,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507863,1974,1,1,100,1982,1,,,,,,2,12500,,,,550,100,1935,1,1,350000,1,1,0,0,1,1,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507905,1981,1,1,100,1980,2,,,,,,7,0,,,,400,72,1981,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,,2400,,,,,,,1,2,2,,2,,2,,,2,,0,0,
507908,2008,1,1,100,2008,1,2,,,,,1,90000,,,,500,90,1978,1,1,150000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,90000
507912,1975,1,1,100,1972,1,,,,,,1,1100,,,,250,60,1900,2,1,60000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507913,1980,1,1,100,1980,1,,,,,,7,50000,,,,300,96,1972,1,1,500000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507922,1997,1,1,100,1996,1,3,,,,,1,50000,,,,400,85,1960,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,8000
507924,1972,1,1,100,1971,1,2,,,,,1,1050,,,,1000,105,1900,2,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
507998,1973,1,1,100,1984,1,2,,,,,1,80000,,,,1000,85,1950,1,1,200000,2,,,,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
508046,2000,1,1,100,2000,1,,,,,,1,100000,,,,600,60,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
508152,1985,1,1,100,1985,2,,,,,,2,20000,,,,1000,70,1967,1,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
508240,1988,1,1,100,1988,1,2,,,,,1,150000,,,,1400,100,1970,2,1,450000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
508305,1983,2,,,,,,,,,,,,68,6,8,,70,1970,2,1,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
508505,1976,1,1,100,1976,1,,,,,,1,20000,,,,1200,80,1934,1,1,500000,1,1,1,1,1,1,2,,2,,2,,2,,1,1500,2,,1,300,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
508861,1980,1,1,100,1980,1,2,,,,,1,19000,,,,700,90,1974,2,1,200000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,,6000,1.9,,,,,,1,2,2,,2,,2,,,2,,0,0,
508922,1985,5,,,,,,,,,,,,,,4,300,90,1972,1,1,100000,2,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,3,,2,2,,2,,2,,,2,,,,38000
508926,1926,1,1,100,1960,1,2,,,,,4,,,,,200,70,1900,1,2,50000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
508932,1989,2,,,,,,,,,,,,350,1,4,,80,1982,2,1,190000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
508984,1973,2,,,,,,,,,,,,220,4,4,,60,1900,1,2,50000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
508999,1981,2,,,,,,,,,,,,600,1,4,,120,1975,2,1,180000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509003,1985,1,1,100,1985,1,2,,,,,2,100000,,,,800,120,1983,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509005,1993,2,,,,,,,,,,,,500,4,4,,110,1990,2,1,300000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509006,1990,2,,,,,,,,,,,,450,4,4,,80,1975,1,2,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509054,1970,4,,,,,,,,,,,,,,2,300,110,1970,1,2,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509057,1990,2,,,,,,,,,,,,100,4,3,,70,1940,1,2,30000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509064,1988,1,1,100,1982,1,,,,,,5,40000,,,,300,110,1900,2,1,90000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509068,1963,5,,,,,,,,,,,,,,2,250,70,1960,1,2,70000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,15000,2,,,2,,,,
509069,1956,5,,,,,,,,,,,,,,2,350,70,1950,1,2,60000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,1000,2,,1,5000,,1000,,,,2500,,,4,2,2,,2,,2,,,2,,,,
509071,1992,3,1,100,2000,1,,,,,,3,32000,,,,500,110,1990,2,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509074,2003,1,1,100,2003,1,2,,,,,2,120000,,,,600,100,1990,2,1,190000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,12000,,,,,,1200,9,3,4,2,2,,2,,2,,,2,,0,0,90000
509076,1995,1,1,100,2000,1,2,,,,,1,35000,,,,300,70,1970,1,1,70000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,8000,1,1500,2,,,2500,,600,,,,,4,2,2,,2,,2,,,2,,0,0,
509108,1993,2,,,,,,,,,,,,250,1,4,,80,1970,1,2,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509120,1994,5,,,,,,,,,,,,,,1,350,85,1900,1,2,70000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509123,1982,5,,,,,,,,,,,,,,3,400,80,1978,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509139,1953,1,1,100,1953,1,,,,,,6,,,,,500,100,1950,1,2,200000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509366,1973,1,1,100,1973,1,,,,,,4,,,,,700,90,1971,2,1,250000,1,1,0,0,2,,2,,2,,2,,2,,1,5000,2,,3,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509512,1979,1,1,100,1979,1,,,,,,1,9000,,,,400,100,1970,1,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,50000,,,,,,500,,,1,2,2,,2,,2,,,2,,0,0,
509516,1978,1,1,100,1978,1,2,,,,,6,,,,,400,65,1960,1,2,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509550,1995,1,1,100,1995,1,2,,,,,1,135000,,,,1200,85,1974,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509601,2005,1,1,100,2005,1,2,,,,,1,165000,,,,1000,110,1966,1,1,250000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509684,1979,1,1,100,1979,1,,,,,,4,,,,,500,90,1977,1,1,120000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509689,1998,2,,,,,,,,,,,,190,4,4,,75,1800,1,2,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,20000,2,,,,,500,,,,,4,2,2,,2,,2,,,2,,,,
509695,2004,1,1,100,2004,1,2,,,,,1,45000,,,,300,70,1930,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,,2000,,,,,,,1,2,2,,2,,2,,,2,,0,0,
509710,1991,1,1,100,1990,1,2,,,,,1,30000,,,,500,50,1959,1,2,100000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509712,1983,2,,,,,,,,,,,,125,6,7,,70,1980,1,1,15000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509717,1989,5,,,,,,,,,,,,,,7,250,90,1985,2,1,300000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509720,1980,1,1,100,1979,1,,,,,,6,,,,,500,90,1978,2,1,500000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509806,1996,5,,,,,,,,,,,,,,1,400,58,1800,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,1,2,,2,,2,,,2,,,,1800
509808,2001,5,,,,,,,,,,,,,,1,650,110,1970,2,1,450000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
509869,1968,1,1,100,1968,1,2,,,,,4,,,,,250,100,1940,1,2,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,3,3,,,0,0,
509871,1985,1,1,100,1985,1,2,,,,,4,,,,,600,195,1905,2,1,230000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,13500
509889,1988,1,1,100,2002,1,,,,,,5,65000,,,,350,130,1986,2,1,35000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509990,1970,1,1,100,1970,1,,,,,,7,10000,,,,400,120,1970,1,1,120000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
509997,1998,1,1,100,1900,2,,,,,,4,,,,,400,120,1900,1,1,120000,1,0,0,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510001,1932,1,1,100,1932,1,,,,,,6,,,,,200,150,1900,1,1,150000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510039,1980,1,1,100,1980,1,,,,,,4,,,,,500,85,1960,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510071,1972,1,1,100,1990,1,2,,,,,2,50000,,,,500,117,1972,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510097,1953,1,1,100,1953,3,,,,,,7,500,,,,500,100,1953,1,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510109,1964,1,1,100,1964,1,,,,,,4,,,,,800,130,1960,2,1,400000,2,,,,2,,2,,2,,2,,2,,1,400,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510112,1962,1,1,100,2008,1,,,,,,4,,,,,1800,150,1962,2,2,200000,2,,,,2,,2,,2,,2,,2,,1,250,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510181,1928,1,1,100,1956,1,2,,,,,4,,,,,100,60,1900,1,2,30000,2,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510210,1981,1,1,100,1981,1,2,,,,,1,15000,,,,150,70,1970,1,1,85000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510220,1991,1,1,100,1991,1,,,,,,1,35000,,,,200,68,1970,1,1,85000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510224,1997,2,,,,,,,,,,,,115,6,7,,80,1986,2,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
510231,1986,1,2,33,1980,1,,,,,,7,50000,,,,800,122,1980,2,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510239,1996,1,1,100,1996,1,,,,,,4,,,,,1500,112,1948,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510244,1979,1,1,100,1979,1,2,,,,,2,18000,,,,600,98,1978,2,1,280000,1,1,0,0,1,1,2,,2,,2,,2,,2,,1,10000,1,10000,2,,2,,2,,1,15000,2,,2,,,9000,7.05,,,,,,2,2,2,,2,,2,,,2,,0,0,
510245,1991,1,1,100,1991,2,,,,,,4,,,,,600,101,1957,2,1,200000,2,,,,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,1,,,,0,0,
510329,2008,2,,,,,,,,,,,,300,4,4,,60,1960,1,1,120000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,1500,2,,,1,,,,
510344,1987,1,1,100,1986,1,,,,,,2,80000,,,,600,140,1985,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510345,2005,1,1,100,2005,1,2,,,,,1,90000,,,,450,115,1985,1,1,170000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,90000
510374,1992,1,1,100,1992,1,2,,,,,1,25000,,,,350,90,1970,1,1,130000,1,0,0,1,2,,2,,2,,2,,2,,1,3500,2,,2,,2,,2,,2,,1,6000,2,,2,,,1200,,,,,,,4,2,2,,2,,2,,,2,,0,0,
510432,2005,2,,,,,,,,,,,,330,4,4,,100,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
510433,1990,1,1,100,1990,1,2,,,,,1,45000,,,,500,120,1983,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5000,1,2000,2,,,2500,5.6,700,8.5,,,,4,2,2,,2,,2,,,2,,0,0,
510437,1985,1,1,100,1985,1,2,,,,,7,60000,,,,500,90,1985,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510439,1980,1,1,100,1980,2,,,,,,7,50000,,,,600,117,1980,1,1,300000,1,1,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510515,1990,1,1,100,1990,1,,,,,,1,20000,,,,300,30,1950,1,2,20000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510555,1984,1,1,100,1984,2,,,,,,1,40000,,,,350,150,1972,2,1,150000,2,,,,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510587,1980,1,1,100,1980,2,,,,,,4,,,,,300,160,1970,1,1,300000,2,,,,2,,2,,2,,2,,2,,1,20000,2,,3,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510634,1984,1,1,100,1984,1,,,,,,4,,,,,450,90,1950,2,1,200000,1,1,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
510984,2003,1,1,100,2001,1,2,,,,,1,75000,,,,500,110,1984,1,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511059,1951,1,1,100,1949,1,,,,,,6,,,,,150,70,1949,1,2,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511074,1976,1,1,100,1976,1,,,,,,6,,,,,250,200,1900,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511098,1924,1,1,100,1924,1,,,,,,4,,,,,250,80,1885,1,2,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511103,1954,1,1,100,1945,1,,,,,,1,6,,,,150,50,1940,1,2,50000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511116,1988,1,1,100,1988,1,,,,,,4,,,,,150,100,1987,1,1,100000,2,,,,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511130,1975,1,1,100,1973,1,2,,,,,7,10000,,,,250,120,1970,1,1,90000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511136,1981,2,,,,,,,,,,,,100,4,3,,70,1970,1,2,25000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
511147,1984,1,1,100,2003,1,2,,,,,4,,,,,350,90,1983,2,1,230000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511160,1968,1,1,100,1968,1,,,,,,4,,,,,350,130,1952,2,1,170000,2,,,,1,1,1,1,1,1,2,,2,,1,90000,2,,1,25000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511165,1976,1,1,100,1971,1,2,,,,,7,15000,,,,500,230,1960,2,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511166,1963,1,1,100,1963,1,,,,,,4,,,,,200,80,1940,1,1,50000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511170,1977,1,2,25,1977,2,,,,,,4,,,,,450,80,1951,1,1,200000,2,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511260,1948,1,1,100,2004,1,,,,,,1,50000,,,,400,96,1932,1,1,160000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511307,1961,1,1,100,1961,1,,,,,,7,12000,,,,600,120,1960,1,1,350000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,100,,,,,,,,3,2,2,,2,,2,,,2,,0,0,
511315,1956,3,1,100,2008,1,,,,,,3,22500,,,,700,85,1954,1,1,120000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
511342,1984,1,1,100,1984,1,,,,,,1,35000,,,,200,100,1970,1,1,80000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
