nquest,comprens,ita,verored,klima,facil,durata
805226,9,,9,8,8,61
805227,8,,8,9,8,96
805230,7,,7,8,7,34
805234,8,,6,7,7,88
805238,7,,8,8,7,21
805248,8,,8,8,8,21
805252,7,7,8,8,7,37
805264,7,,8,8,7,56
805298,6,,7,9,6,32
805300,10,,9,7,9,60
805301,8,,8,9,8,90
805306,10,,10,10,10,45
805310,8,,8,9,8,40
805312,10,,10,10,10,45
805321,10,,10,10,10,29
805325,10,,10,10,10,45
805330,7,,8,8,7,33
805335,10,,10,10,10,32
805342,10,,10,5,7,37
805349,8,,8,7,8,21
805350,10,,10,10,10,36
805351,10,,1,8,10,60
805357,10,,5,8,10,39
805358,10,,10,10,10,37
805371,9,,9,9,8,55
805376,7,,6,7,7,65
805383,8,,6,7,7,68
805388,9,,9,8,8,55
805402,9,,9,8,8,60
805409,7,,6,7,7,55
805435,1,,1,1,1,29
805436,1,,10,10,4,28
805439,7,,2,9,7,35
805449,8,,8,7,8,24
805467,10,,10,10,10,36
805470,3,,6,10,1,21
805475,4,,5,6,7,26
805476,5,,1,10,2,42
805498,9,,1,5,4,55
805515,8,,5,8,8,60
805518,7,,7,7,7,55
805520,7,8,7,8,7,70
805521,9,,6,8,9,65
805522,8,,6,7,7,50
805524,8,,6,7,6,60
805528,7,7,7,8,7,60
805541,6,5,6,7,6,45
805550,8,,5,9,8,50
805556,8,,6,8,8,50
805570,9,,6,8,8,70
805650,8,,7,8,8,75
805657,8,,7,8,8,60
805662,8,,7,9,9,50
805664,8,,8,9,9,60
805666,9,,7,9,9,45
805668,7,,7,8,8,45
805669,7,8,8,8,8,45
805678,9,,8,9,9,40
805691,8,,6,9,9,70
805693,9,,5,9,9,40
805695,7,,7,9,9,120
805705,8,,7,8,8,45
805714,8,,6,8,8,55
805719,8,,7,7,7,20
805722,6,,5,6,6,33
805725,8,,8,9,7,50
805733,5,,4,5,6,25
805737,9,,8,9,9,90
805742,8,,7,8,8,55
805753,6,5,6,6,5,20
805757,7,,6,7,7,90
805770,8,,9,8,7,106
805781,5,4,5,6,5,81
805783,8,,7,6,7,39
805788,8,,9,6,8,65
805791,6,,7,7,6,55
805793,6,,7,8,3,50
805799,6,,6,7,6,60
805804,7,,6,7,7,60
805812,6,,6,8,6,55
805816,7,,6,7,6,55
805818,7,,6,7,7,65
805819,6,,6,7,6,55
805827,7,,6,7,7,57
805830,8,,8,6,7,55
805834,8,,9,8,7,60
805842,6,,6,7,6,55
805847,8,,8,8,8,65
805851,8,,9,9,8,60
805853,6,,8,7,5,50
805856,8,,7,7,7,55
805861,6,,6,7,6,50
805868,6,,6,9,6,55
805869,7,,7,8,7,55
805870,6,,7,7,6,55
805872,8,,9,9,8,60
805901,8,,7,8,8,55
805932,7,,7,7,7,49
805933,6,,6,6,6,55
805938,7,,6,7,7,56
805942,7,,7,7,7,46
805959,8,,8,8,8,52
805981,5,,5,6,6,51
805984,6,,6,6,6,33
805990,7,,7,7,7,58
806067,6,,7,8,6,99
806069,7,,4,7,7,40
806074,7,,7,8,8,60
806076,9,,6,9,8,60
806088,7,,7,8,8,50
806093,8,,6,8,8,65
806094,7,,4,5,6,50
806096,8,,6,8,7,70
806107,8,9,6,8,7,60
806116,7,,5,7,7,50
806137,5,,7,7,6,50
806138,6,,7,9,8,50
806145,8,,8,8,7,119
806148,7,,6,8,7,60
806149,6,,6,6,6,89
806171,7,,6,9,8,60
806185,8,,3,8,7,50
806191,8,,5,7,6,119
806206,6,,7,8,7,50
806208,6,,6,7,6,55
806215,7,,7,9,7,65
806219,7,,7,8,7,65
806221,8,,9,9,8,55
806223,8,,9,9,7,60
806224,9,,9,9,8,60
806237,5,,6,4,5,63
806239,8,,9,10,8,55
806246,7,,6,7,6,55
806256,8,,8,5,7,45
806261,7,,7,8,7,55
806270,8,,8,9,8,52
806276,7,,7,8,7,65
806282,6,,6,6,6,32
806284,9,,9,9,9,50
806289,7,,7,7,7,36
806299,8,,8,8,8,65
806301,7,,7,7,7,23
806308,6,,6,6,6,56
806318,8,,8,8,8,121
806329,7,,7,7,7,32
806331,9,,9,9,9,23
806333,8,,8,8,8,44
806339,8,,8,8,8,88
806344,8,8,4,7,8,52
806378,5,,4,6,5,38
806390,5,,7,7,4,24
806414,8,,8,8,8,49
806427,7,,8,7,6,60
806430,9,,9,9,8,79
806436,7,,7,7,7,60
806443,9,,9,9,8,51
806447,9,,9,9,8,66
806473,7,,7,8,7,70
806483,8,,8,6,8,55
806494,7,8,7,8,8,54
806495,8,8,8,8,8,42
806506,8,,8,8,8,33
806512,9,,9,9,9,34
806521,8,,8,8,8,73
806522,8,,6,8,8,42
806523,7,,6,8,7,44
806524,7,,7,7,7,89
806531,6,,7,7,7,24
806532,9,,9,9,9,71
806537,8,,9,9,3,73
806540,8,,5,7,7,60
806546,4,,4,4,4,28
806549,9,9,9,9,9,61
806555,8,,8,8,8,50
806556,8,,6,8,8,38
806557,9,,9,9,9,26
806560,9,,7,9,9,20
806563,9,,9,9,9,56
806564,9,,8,9,9,59
806570,9,,6,9,9,44
806578,9,,7,9,9,61
806579,8,,8,9,9,39
806583,8,,7,9,9,29
806585,9,,7,9,9,47
806586,9,,8,9,9,20
806590,9,,9,9,9,48
806591,9,,8,9,9,40
806593,9,,8,9,9,44
806597,9,,8,9,9,42
806601,8,8,8,9,9,35
806603,9,,8,9,9,36
806627,8,,8,8,8,30
806628,8,,2,6,5,32
806629,8,,8,8,8,38
806630,7,,4,7,7,26
806631,7,,5,6,6,26
806639,9,,9,8,8,20
806640,6,7,7,6,9,29
806642,7,,7,7,7,49
806643,8,,4,8,8,66
806650,8,,8,8,8,30
806655,7,5,2,6,6,31
806661,8,,8,8,8,76
806675,4,,2,5,4,48
806680,4,,7,6,7,20
806694,6,6,1,7,5,33
806700,6,,8,10,6,110
806727,10,,10,10,9,110
806729,8,,7,8,7,110
806733,8,,7,9,8,110
806734,8,,8,9,9,95
806737,10,,9,8,10,120
806760,6,,6,8,7,90
806807,8,,8,8,8,52
806815,9,,8,7,7,32
806860,9,,8,8,8,50
806868,9,,9,9,9,50
806884,9,,9,8,8,65
806906,6,7,5,5,6,55
806914,6,,7,8,6,40
806916,6,,6,7,5,50
806921,8,,7,8,8,55
806942,6,5,6,7,5,55
806947,7,,7,8,7,60
806948,9,,7,8,8,55
806952,6,,5,7,6,40
806956,7,,8,8,7,40
806957,6,,7,7,6,55
806958,8,,6,8,7,40
806973,7,,7,7,7,70
806976,8,8,8,9,8,46
806983,10,9,9,9,7,70
806984,9,8,7,8,8,55
806993,8,8,9,9,7,50
807042,9,8,8,8,7,50
807048,7,,7,8,7,73
807049,6,,6,6,6,79
807050,6,,5,6,5,26
807051,6,,6,7,6,28
807054,5,,6,7,5,56
807055,8,8,8,8,7,56
807066,6,,6,7,6,57
807074,7,,6,7,7,61
807096,6,,6,6,6,75
807097,7,,5,7,6,45
807103,7,,6,7,7,41
807111,5,3,5,6,5,22
807118,6,,9,9,6,50
807120,7,8,8,8,8,88
807128,10,,9,10,10,78
807129,10,,10,10,10,43
807131,7,,10,10,10,62
807135,8,,8,9,8,60
807140,6,,8,8,8,70
807142,8,,8,10,10,70
807146,9,,8,9,8,65
807157,9,,9,9,9,60
807165,8,,8,8,8,68
807189,6,,6,6,6,56
807195,8,,8,8,8,108
807196,7,,7,7,7,28
807199,9,,9,9,9,27
807202,10,,10,10,10,96
807203,9,,9,9,9,26
807204,8,,8,8,8,73
807219,7,,4,8,8,41
807225,8,,8,8,8,115
807229,7,,7,7,7,30
807231,8,,8,8,8,44
807239,7,,7,7,7,79
807248,9,,9,9,9,46
807255,7,,8,9,9,37
807263,9,,2,8,8,41
807288,9,,7,9,9,44
807289,8,,8,8,9,67
807303,8,,8,9,9,73
807325,9,,7,8,8,62
807332,8,,8,8,8,46
807375,6,,6,5,6,33
807383,8,,8,7,7,45
807404,9,,9,10,9,45
807441,9,9,8,9,9,70
807442,9,,9,9,9,47
807449,9,,8,9,9,60
807462,8,,8,9,8,75
807466,6,,6,6,6,32
807474,7,,7,7,7,24
807536,7,,8,6,6,52
807537,7,,7,7,7,55
807538,8,,9,9,8,57
807539,9,,9,8,8,75
807541,7,,8,5,6,52
807556,7,,7,7,7,55
807557,9,,9,9,9,60
807579,6,,5,6,6,62
807597,8,,6,8,8,55
807598,9,,9,9,8,57
807600,7,,6,8,7,65
807601,8,,9,8,8,50
807605,7,,6,7,7,65
807613,10,,10,10,10,75
807618,10,10,9,10,9,65
807625,10,,10,10,10,60
807630,10,,10,10,10,60
807635,9,,9,9,9,50
807638,10,,10,10,10,119
807648,9,,10,10,9,60
807651,9,,9,10,9,50
807659,10,,10,10,10,65
807667,10,,10,10,10,60
807674,10,,10,10,10,60
807678,7,,7,6,7,52
807685,9,,5,9,9,47
807692,9,,5,9,9,32
807699,9,,2,9,9,31
807703,7,,6,2,5,111
807757,8,,9,8,8,69
807760,6,,8,8,7,37
807761,8,,8,8,7,66
807762,7,,8,8,6,24
807772,8,,6,9,8,35
807777,7,,8,7,7,36
807785,6,,8,7,6,37
807789,8,8,8,8,7,49
807792,9,,9,9,8,60
807803,9,,8,8,9,30
807807,9,,6,8,7,62
807811,9,,9,9,8,31
807821,7,,7,7,8,119
807822,7,,8,8,7,119
807838,7,,8,7,7,50
807849,7,,7,8,6,50
807874,5,5,7,7,6,50
807886,3,,5,5,5,38
807905,6,,7,7,6,26
807917,6,,6,6,5,24
807925,8,,7,8,6,32
807927,5,,6,5,5,39
807941,5,,8,8,6,31
807948,6,,10,7,7,46
807950,5,,4,6,6,28
807953,5,,4,5,5,25
807955,8,,8,8,8,63
807958,8,,8,8,8,23
807960,8,,5,8,8,39
807961,9,,9,9,9,78
807962,7,,7,7,7,39
807963,7,,7,7,7,79
807965,8,,7,7,6,42
807968,9,,9,9,9,48
807971,7,,4,7,7,83
807985,9,,9,9,9,92
807986,7,,6,7,6,43
807989,7,,7,7,7,21
807992,8,,8,8,8,53
807993,7,,7,7,8,41
807995,9,,9,9,9,79
808002,6,,6,6,6,32
808010,8,,8,8,8,87
808028,8,,6,8,7,89
808063,10,,10,10,10,80
808098,10,,7,8,8,119
808103,9,,9,9,9,60
808106,10,,9,9,9,67
808118,10,,9,9,10,67
808122,10,,8,9,9,60
808134,10,,9,9,9,60
808165,6,,7,8,6,39
808168,7,,7,7,7,99
808169,6,,6,6,6,48
808177,6,,6,6,6,28
808182,6,,6,8,6,63
808184,6,,6,6,6,25
808189,6,,6,6,6,27
808203,6,,7,7,7,31
808206,6,,6,6,6,41
808209,7,,7,7,7,63
808214,6,,6,6,6,41
808307,8,,8,8,8,41
808308,8,,8,8,8,72
808309,7,,7,7,7,44
808310,6,,7,6,7,31
808311,7,,7,8,8,52
808313,8,,5,7,7,65
808314,7,,7,7,7,50
808316,7,,7,7,7,32
808318,7,,7,7,7,58
808319,5,,6,7,6,50
808379,9,,9,9,9,65
808384,10,,10,10,10,80
808391,10,,10,10,10,149
808445,10,,10,10,10,79
808449,9,,9,9,9,80
808450,9,,9,9,9,22
808457,8,,9,8,8,60
808462,7,6,6,4,5,50
808473,10,,10,10,10,84
808478,9,,9,9,9,54
808488,8,,8,8,8,80
808489,4,,8,5,4,50
808490,10,10,9,10,10,21
808493,7,,7,10,8,88
808500,7,,7,7,7,60
808524,10,,4,7,9,30
808525,7,,6,8,7,55
808530,4,,6,5,5,60
808541,9,,9,9,9,85
808545,5,6,7,8,6,67
808551,10,,10,10,9,60
808554,4,,8,8,5,40
808556,8,,9,10,10,20
808567,9,,9,9,9,27
808573,7,,8,8,7,80
808593,10,,10,10,10,28
808595,7,,7,7,7,50
808610,10,,8,9,9,70
808614,9,9,9,9,9,66
808625,6,7,10,7,7,37
808630,10,,8,8,9,85
808643,10,,9,10,10,45
808645,10,,8,8,9,60
808648,7,,4,6,7,33
808657,9,,9,9,9,64
808658,8,,4,5,6,54
808673,8,,1,10,7,45
808684,9,,7,8,8,49
808688,3,,3,3,3,50
808692,9,,9,9,9,59
808702,7,,7,7,7,75
808703,7,,9,9,7,50
808708,9,,9,9,9,70
808712,9,,9,9,9,65
808715,8,7,3,8,8,80
808732,4,,5,6,4,60
808739,4,,5,4,4,60
808741,8,,8,8,7,71
808745,10,,10,10,10,53
808749,7,,7,8,6,60
808758,4,,6,4,4,30
808765,9,,9,9,9,71
808767,10,,8,10,10,35
808778,7,,3,6,5,99
808779,9,,8,8,9,50
808792,8,,9,8,8,50
808796,10,,8,9,9,80
808814,8,,9,9,9,179
808821,9,,10,10,9,46
808824,6,6,8,10,8,33
808839,8,,9,9,8,149
808851,4,,6,7,4,40
808857,5,,5,7,5,60
808863,4,,4,4,4,30
808870,8,7,9,7,7,34
808884,8,,8,9,8,60
808888,8,8,8,8,8,46
808890,10,,6,10,10,20
808891,8,,9,9,9,27
808910,10,,10,10,10,44
808914,8,,10,10,10,52
808917,8,,8,6,7,55
808947,8,,9,10,9,44
808968,9,,7,8,9,42
808971,10,,10,10,10,50
808975,10,,10,10,10,38
808977,7,8,9,8,7,60
808989,6,,6,7,7,40
809016,8,,10,10,9,72
809027,8,7,8,6,7,52
809038,7,5,9,10,10,52
809042,10,,10,10,10,67
809043,10,,10,10,10,33
809075,8,,6,7,7,60
809100,7,,5,6,6,37
809120,8,,8,8,8,90
809121,6,6,9,7,6,70
809129,5,,6,7,5,83
809136,8,,7,7,6,59
809162,9,,6,9,8,44
809172,9,,7,8,8,61
809174,8,,7,9,9,97
809176,7,,8,8,7,77
809204,9,,5,7,7,65
809212,6,,8,8,8,49
809217,6,,7,7,7,76
809224,7,,8,8,8,43
809230,8,,8,8,8,43
809233,6,,7,8,8,72
809254,7,,7,7,7,89
809268,8,,6,6,7,53
809273,5,,8,9,9,57
809276,10,10,10,10,9,60
809284,10,,10,10,10,61
809285,10,,8,10,8,58
809289,10,,10,10,9,85
809294,10,,10,10,10,70
809298,10,,8,9,9,30
809303,10,10,10,10,10,60
809314,8,,8,9,8,53
809319,10,,10,10,10,52
809341,8,9,10,10,8,144
809349,7,,9,9,9,20
809351,8,,8,8,8,20
809352,7,,8,7,8,25
809355,8,,8,8,8,28
809362,7,,6,7,7,54
809382,7,,8,8,9,31
809387,7,,6,6,6,40
809394,8,,7,8,7,35
809395,7,,7,7,7,35
809405,9,,5,7,6,40
809424,6,,5,6,7,37
809433,7,,6,7,8,102
809439,7,,6,7,6,46
809446,9,,9,8,9,37
809448,9,,8,9,9,90
809481,6,,5,6,6,83
809488,6,7,8,10,6,78
809494,6,,9,10,6,75
809498,7,,8,10,8,68
809506,7,,7,10,7,86
809557,6,,6,6,6,38
809565,8,,8,8,8,49
809567,7,,7,7,7,48
809568,8,,8,8,8,44
809569,8,,8,8,8,52
809579,6,,6,6,6,64
809594,7,,7,7,7,71
809606,6,,6,6,6,72
809607,6,,7,7,7,62
809608,7,,7,7,7,47
809615,7,,4,7,6,60
809617,7,,6,8,7,60
809625,7,,7,8,7,60
809628,7,,6,7,7,75
809633,8,,6,8,7,75
809636,7,,5,7,7,70
809643,8,,7,7,7,60
809644,8,,7,8,8,80
809739,1,,2,2,2,75
809740,10,,10,10,10,31
809742,10,,10,10,10,30
809747,2,,3,3,3,89
809753,10,,10,10,10,92
809754,2,,3,1,1,29
809755,10,,10,10,10,89
809758,1,,1,1,1,21
809759,10,,10,10,10,79
809765,10,10,10,10,10,113
809784,10,,10,10,10,53
809785,10,,10,10,10,82
809786,10,,10,10,10,47
809803,10,,10,10,10,66
809809,10,,9,10,10,80
809810,8,,8,8,8,41
809811,9,,8,10,8,75
809813,9,,9,10,10,50
809818,9,,8,10,9,70
809822,10,,10,10,10,90
809823,10,,10,10,10,80
809824,9,,8,10,10,47
809825,6,,6,6,6,34
809829,10,,10,10,10,80
809831,9,,10,10,10,60
809835,10,,9,10,10,80
809838,7,,7,7,7,51
809839,10,,8,9,10,70
809841,6,,6,6,6,29
809842,6,,6,6,6,29
809846,7,,7,7,7,46
809851,9,,8,10,10,70
809852,6,,6,6,6,30
809855,10,,10,10,10,70
809856,10,,6,10,10,80
809860,10,10,9,10,10,50
809861,10,,10,10,10,70
809867,10,,10,10,10,80
809869,10,,8,10,10,32
809870,10,,10,10,10,80
809872,10,,10,10,10,80
809876,9,,7,10,9,75
809886,9,,8,8,8,48
809889,9,,8,8,8,50
809897,8,,9,9,9,101
809918,9,,8,7,8,88
809929,9,,8,9,9,48
810017,8,,7,7,8,74
810027,8,,8,8,6,60
810029,6,,6,7,5,55
810030,8,,9,9,6,65
810032,7,,7,7,7,60
810035,7,,5,7,7,65
810039,7,,7,8,7,55
810042,7,,7,7,7,65
810082,8,,8,5,8,47
810086,7,,8,9,6,55
810091,6,,8,6,6,55
810093,8,,9,9,7,60
810097,9,,5,9,9,95
810099,9,,7,9,9,60
810101,10,,9,10,10,40
810102,10,,7,9,9,70
810104,10,,9,10,10,80
810107,10,,7,9,9,60
810115,10,,10,10,10,60
810122,10,,9,10,10,36
810150,9,,6,10,10,46
810161,8,,10,8,6,60
810167,9,,7,10,8,60
810180,8,,9,9,9,35
810183,9,,7,10,9,120
810186,10,,9,10,10,105
810211,10,,9,10,9,105
810224,9,,9,9,9,32
810323,7,,7,7,7,23
810330,8,,8,8,8,22
810350,8,,8,8,8,26
810353,10,,10,10,10,57
810357,7,,7,7,7,44
810358,6,,6,6,5,24
810360,7,,8,7,7,24
810365,7,,5,6,7,114
810366,8,,8,9,9,55
810367,8,,6,7,6,52
810369,8,,5,7,5,34
810375,7,,2,8,8,77
810378,9,,9,9,9,76
810380,9,,9,9,9,60
810388,8,,8,8,8,27
810416,8,,6,8,7,51
810424,7,,6,8,7,32
810442,6,,5,6,6,25
810448,8,,6,7,7,28
810455,8,,8,9,9,69
810467,9,10,5,8,8,46
810469,9,,7,7,9,25
810482,9,,9,9,9,49
810485,5,4,5,6,5,36
810503,8,,9,9,9,57
810508,9,,9,9,9,66
810512,7,,6,7,6,64
810514,10,,5,9,9,75
810529,6,,6,6,6,23
810530,8,,7,8,8,37
810544,8,9,9,8,8,48
810549,6,5,5,6,5,45
810555,6,6,6,5,5,88
810560,9,9,6,6,6,20
810572,7,,5,6,5,71
810584,8,,8,8,8,44
810597,7,,9,9,7,90
810628,7,10,8,8,7,55
810633,5,,4,3,3,32
810647,8,,8,8,8,30
810659,10,,9,10,9,57
810686,6,6,6,6,6,33
810696,10,,7,7,7,52
810738,9,8,9,9,9,74
810749,10,,3,10,10,55
810761,8,8,8,8,8,70
810765,7,,8,8,7,65
810766,7,6,6,6,6,24
810772,6,,5,6,4,63
810774,5,,6,6,6,33
810775,7,,6,7,7,64
810778,8,,10,8,8,65
810785,10,,10,10,9,60
810792,9,,9,10,8,51
810802,10,,8,9,8,72
810818,8,,9,8,8,55
810823,6,7,5,6,6,27
810834,9,,9,9,8,65
810835,10,,10,10,10,93
810855,9,,6,6,6,44
810890,6,,6,7,6,65
810893,9,,7,6,6,32
810909,7,,7,8,7,65
810942,10,,9,10,9,100
810943,7,,10,9,9,75
810946,7,8,10,8,9,55
810947,8,,9,8,9,56
810948,9,,9,9,9,46
810949,10,,9,8,9,80
810967,9,,9,9,9,52
810978,6,,9,9,9,70
810980,9,,7,7,9,63
810982,8,,9,8,8,56
810984,8,,8,9,9,101
810990,9,,8,10,9,80
810993,8,,8,8,8,65
810998,9,,5,8,9,53
811002,8,,9,10,6,100
811013,7,,7,7,7,60
811016,9,,9,9,9,64
811018,6,,8,8,6,50
811020,6,,6,8,6,50
811035,9,,9,9,9,39
811075,7,,7,7,7,65
811094,10,,10,10,10,60
811113,10,,10,10,10,119
811149,10,,10,10,10,75
811156,10,,10,10,10,60
811158,10,,10,10,10,80
811168,10,,10,10,10,60
811169,10,,10,10,10,75
811184,10,,10,10,10,70
811187,6,7,6,7,7,75
811189,9,,8,8,9,50
811190,10,,8,10,10,60
811202,9,,8,9,9,109
811215,9,,6,8,9,57
811230,9,,9,10,9,45
811234,9,,9,9,9,45
811239,9,,9,10,9,20
811242,6,,6,6,6,60
811259,8,,9,10,9,40
811265,5,,6,5,5,50
811277,8,,5,5,6,45
811279,6,,6,6,6,50
811282,7,,7,7,7,45
811294,7,7,7,8,7,50
811332,7,,6,8,7,65
811347,9,,7,9,9,85
811357,8,,6,8,8,129
811370,8,,8,7,7,45
811371,7,,6,7,6,55
811381,8,,8,6,6,55
811386,7,,8,5,6,60
811407,7,,6,7,7,55
811425,7,,6,7,7,55
811429,10,,10,10,8,44
811442,10,,10,10,10,45
811447,10,,10,10,10,48
811449,10,,10,10,10,32
811456,10,,10,10,10,61
811474,10,,10,10,10,58
811479,10,,10,10,10,35
811484,10,,10,10,10,58
811499,9,8,9,9,9,50
811502,9,,9,9,8,40
811504,9,,9,9,8,109
811505,9,,9,9,9,50
811506,8,,8,8,8,99
811509,9,,9,9,9,45
811512,9,,8,9,9,55
811516,9,,9,9,9,50
811534,9,,9,9,9,45
811535,9,,8,9,9,50
811536,9,,8,8,8,45
811537,8,,9,9,9,45
811550,8,,9,8,8,40
811570,4,,4,6,5,42
811571,7,,6,8,6,55
811573,8,,7,8,7,23
811579,6,,6,8,5,64
811580,6,,4,6,5,25
811583,5,,7,7,7,79
811586,5,,7,7,7,23
811590,6,,5,5,5,63
811600,3,,6,8,5,21
811601,8,,1,5,6,20
811603,5,,9,9,6,110
811608,5,,8,8,6,28
811609,2,,7,7,3,20
811619,7,,7,7,7,68
811626,8,,8,8,7,23
811657,9,,8,9,9,54
811659,10,,8,8,8,54
811674,9,,7,8,8,85
811677,8,,7,9,7,27
811691,7,,7,9,7,21
811692,9,,8,9,9,41
811700,7,,7,7,9,76
811702,9,,8,8,8,27
811703,7,,8,8,8,32
811705,8,,8,9,8,40
811709,7,,7,8,7,70
811710,7,,8,8,7,60
811715,8,,6,7,7,129
811719,8,,6,8,8,100
811745,7,,6,7,7,109
811746,7,,6,8,7,65
811751,7,,6,8,7,60
811756,8,,6,8,8,60
811766,7,,6,7,7,65
811782,8,,7,9,9,50
811784,9,,7,9,9,43
811789,9,,6,9,9,37
811791,9,,7,9,9,22
811793,8,,6,8,8,70
811794,9,,8,9,9,42
811798,9,,7,9,9,25
811804,9,,6,9,9,60
811805,8,,8,8,8,40
811806,9,,6,9,9,43
811807,9,,7,9,9,30
811808,9,,8,9,9,32
811809,7,,7,8,6,40
811822,9,,9,9,9,40
811824,9,,5,9,9,60
811828,9,,7,8,8,47
811830,8,,5,9,9,70
811832,9,,7,9,9,41
811839,9,,6,8,8,50
811846,8,,7,9,9,80
811852,7,,7,5,5,31
811858,9,,4,2,3,76
811859,5,,5,3,3,36
811863,7,,7,7,6,52
811874,8,,7,7,6,98
811875,6,,6,6,5,57
811903,9,,6,5,5,38
811904,9,,6,7,6,29
811917,7,,7,5,5,52
811922,5,,7,5,5,32
811927,5,,7,6,5,93
811930,9,,7,9,8,40
811946,9,,7,9,8,48
811947,9,,7,7,6,28
811952,7,,6,6,7,41
811957,9,,7,9,8,36
811961,9,,7,9,8,46
811986,9,,7,8,8,49
811989,4,4,4,5,5,40
811991,5,,5,6,6,40
811992,8,,8,8,8,65
811995,6,,7,8,6,55
811997,7,,7,7,7,80
812006,6,,5,6,6,40
812007,6,,4,5,6,30
812009,9,,6,8,6,60
812010,7,,6,6,6,45
812014,5,,5,5,5,60
812015,7,,5,7,6,50
812016,5,,4,6,6,40
812020,7,,7,7,7,50
812022,6,,6,7,7,34
812024,7,,7,6,6,39
812026,4,5,4,5,5,30
812029,6,,6,4,5,70
812032,6,,6,7,5,101
812034,6,,4,7,5,30
812035,6,,4,6,5,30
812039,5,,5,6,5,32
812040,9,10,7,8,8,50
812042,5,,7,7,6,31
812043,5,,3,5,5,32
812044,6,,5,6,6,40
812051,5,,5,5,5,30
812053,6,,6,6,6,32
812054,5,,3,6,6,35
812055,8,,9,9,9,50
812057,3,,4,5,3,20
812062,8,,7,8,7,35
812064,5,,5,6,6,40
812065,4,,4,5,4,30
812071,3,,3,3,3,89
812072,6,,4,6,6,55
812075,6,,5,6,6,30
812076,8,,6,6,6,58
812077,5,,5,6,5,30
812094,6,,6,6,6,55
812097,6,,6,7,6,60
812105,7,,8,7,5,60
812107,6,3,6,8,3,60
812116,7,,7,7,7,60
812121,7,,8,8,6,53
812122,9,,9,9,8,60
812123,6,,7,7,6,55
812124,7,,6,7,7,55
812147,10,,6,10,10,71
812151,10,,10,10,8,30
812153,8,,4,10,8,39
812155,6,,3,10,6,36
812157,10,,6,10,10,76
812158,6,,5,10,6,36
812163,6,,4,10,6,89
812164,5,,4,10,4,23
812168,6,,8,10,5,24
812170,6,,5,10,5,25
812197,4,,10,10,5,20
812211,10,,5,10,10,73
812219,9,,9,9,9,62
812243,9,,8,9,9,102
812248,9,,7,9,8,45
812255,9,,9,9,9,81
812270,8,,8,9,9,88
812290,7,,7,8,7,57
812297,8,,8,8,7,60
812304,7,,5,7,7,65
812314,8,,8,6,7,55
812318,7,,9,6,6,60
812320,7,,7,7,7,63
812321,6,,6,8,6,55
812325,7,,6,7,6,55
812343,6,,6,7,6,55
812345,8,,8,8,7,55
812351,8,,8,5,7,47
812362,8,,8,7,7,31
812364,7,,8,8,8,21
812366,7,,7,7,7,57
812373,7,,7,6,6,51
812380,7,,7,7,7,30
812390,8,,8,8,8,29
812401,7,,5,6,7,28
812406,8,,8,8,8,50
812414,6,,7,7,7,48
812416,8,,8,8,8,36
812424,7,,8,7,7,37
812450,9,,9,9,5,98
812466,9,,9,8,7,28
812473,7,,10,8,8,39
812503,6,,4,6,6,40
812505,6,,4,6,6,40
812523,5,,5,6,5,30
812544,6,,5,6,6,35
812559,6,,4,6,5,35
812567,9,,9,9,9,90
812568,10,,7,10,10,64
812587,9,,9,9,9,55
812588,9,,7,7,8,23
812628,9,,9,9,9,55
812637,8,,8,8,8,57
812644,6,,8,7,5,60
812650,7,,6,8,8,55
812653,9,,10,10,8,51
812654,9,,10,9,9,60
812658,8,,9,6,7,52
812675,6,,6,7,6,55
812677,6,,5,6,6,55
812681,6,,5,6,6,55
812692,8,,9,4,7,55
812696,6,,6,7,6,55
812702,6,,8,8,3,47
812707,9,,9,6,8,55
812712,8,8,9,8,7,55
812717,7,,7,8,7,65
812718,6,,5,7,5,55
812724,7,,8,5,6,60
812729,9,,8,8,7,60
812732,7,8,8,8,7,55
812740,7,8,6,7,7,65
812750,7,,7,7,7,55
812752,8,,9,9,7,70
812753,9,,9,9,8,55
812757,7,,7,8,7,65
812766,7,,7,5,6,52
812770,7,,6,7,7,58
812777,6,,8,6,6,47
812783,8,,8,8,8,34
812787,9,,9,9,9,58
812794,9,,9,9,9,54
812807,9,,9,9,9,57
812813,9,,7,9,9,27
812821,7,,6,7,7,49
812846,7,,7,8,7,67
812847,8,,8,7,8,52
812848,9,,10,9,9,55
812849,5,,7,7,6,39
812850,9,,9,10,9,50
812851,5,,7,7,6,25
812854,6,,7,7,6,60
812856,5,,8,6,4,52
812859,9,,10,9,7,45
812863,7,,6,7,7,65
812865,9,,10,9,9,57
812872,6,,6,7,6,65
812875,6,,6,7,6,65
812876,7,,6,7,7,60
812880,6,,5,7,6,55
812887,9,,10,10,8,60
812889,7,,7,8,7,60
812890,6,,5,7,6,55
812892,7,,6,8,7,55
812896,6,7,8,8,5,60
812897,7,,6,7,6,65
812904,7,,7,8,7,65
812908,7,,7,8,7,55
812915,7,,8,7,5,60
812916,8,,9,5,7,60
812917,8,,9,8,7,50
812919,6,,5,6,6,50
812920,7,,7,7,6,70
812924,7,,7,7,7,65
812932,8,,8,8,8,119
812989,10,,9,10,9,83
812992,9,,10,10,9,52
812998,9,,6,9,8,24
812999,10,,9,10,9,41
813003,7,,9,10,9,46
813011,8,,8,8,8,31
813016,8,,9,8,8,31
813026,10,,9,9,9,73
813028,9,,7,8,8,67
