NQUEST,NORD,NCOMP,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,UNIVER1,ANNIUNIVER,NORDP,MOTENT,APQUAL,ASNONOC,APSETT,MOTIV,ANNOENUS,TIPOLAU,NASCREG,NASCAREA,IREG,AREA3,AREA5,ACOM4C,ETA,CLETA,CLETA5,QUAL,Q,SETT,CFRED,PERC,NPERC,PESOFIT,SALUTC,TIPODIP
805714,1,3,1,1,1979,1,,1,1,5,69,100,2,1999,2,,,,,1,,2,,,,20,3,6,1,2,0,29,1,1,1,1,2,1,1,1,1.0728554621,,2
805714,2,3,2,2,1977,2,2001,1,1,5,70,100,2,1996,2,,,,,13,,,3,,,,,6,1,2,0,31,2,1,7,3,5,0,0,1,1.0728554621,,2
805714,3,3,1,5,2007,1,,1,2,1,,,,,,,,,,18,,,,,,20,3,6,1,2,0,1,1,1,7,3,5,0,0,1,1.0728554621,,
805719,1,1,2,1,1940,1,,2,4,3,,,,,,,,,,15,1,2,,,,8,1,8,1,2,2,68,5,5,6,3,5,1,1,1,1.0992888702,,
805722,1,1,2,1,1944,1,,2,4,3,,,,,,,,,,16,,,,,,8,1,8,1,2,2,64,4,4,6,3,5,1,1,1,1.0211992794,,
805725,1,2,2,1,1975,1,,1,3,5,70,100,2,1994,2,,,,,2,,2,,,,8,1,8,1,2,2,33,2,1,2,1,2,1,1,1,1.4614639619,,2
805725,2,2,2,5,2000,1,,2,2,1,,,,,,,,,,17,,,,,,8,1,8,1,2,2,8,1,1,7,3,5,0,0,1,1.4614639619,,
805733,1,1,2,1,1930,1,,2,4,2,,,,,,,,,,16,,,,,,8,1,8,1,2,2,78,5,5,6,3,5,1,1,1,1.0992888702,,
805737,1,2,1,1,1939,1,,2,1,3,,,,,,,,,,15,1,2,,,,8,1,8,1,2,2,69,5,5,6,3,5,1,1,1,1.0598103223,,
805737,2,2,2,2,1944,2,1999,2,1,7,4,5,2,1966,,2,,,,13,,,3,,9,,,8,1,2,2,64,4,4,7,3,5,0,0,1,1.0598103223,,2
805742,1,4,1,1,1969,1,,2,1,5,40,60,2,1989,2,,,,,4,,9,,,,8,1,8,1,2,2,39,2,2,3,1,3,0,1,2,1.4614823679,,2
805742,2,4,2,2,1967,1,,2,1,5,45,60,2,1986,2,,,,,4,,9,,,,8,1,8,1,2,2,41,3,2,3,1,3,1,1,2,1.4614823679,,2
805742,3,4,1,5,2004,1,,2,2,1,,,,,,,,,,18,,,,,,8,1,8,1,2,2,4,1,1,7,3,5,0,0,2,1.4614823679,,
805742,4,4,2,5,2007,1,,2,2,1,,,,,,,,,,18,,,,,,8,1,8,1,2,2,1,1,1,7,3,5,0,0,2,1.4614823679,,
805753,1,1,2,1,1970,2,1990,3,2,3,,,,,,,,,,1,,2,3,,,,,8,1,2,2,38,2,2,1,1,2,1,1,1,1.7950156271,,
805757,1,2,2,1,1950,1,,1,1,3,,,,,,,,,,13,,,,,,8,1,8,1,2,2,58,4,4,7,3,5,0,0,1,1.0212121406,,
805757,2,2,1,2,1948,1,,2,1,3,,,,,,,,,,15,8,1,,,,8,1,8,1,2,2,60,4,4,6,3,5,1,1,1,1.0212121406,,
805770,1,4,2,1,1964,1,,2,1,3,,,,,,,,,,8,,4,,,,8,1,8,1,2,2,44,3,2,5,2,4,0,1,2,1.2709479843,,
805770,2,4,1,2,1963,1,,2,1,3,,,,,,,,,,8,,5,,,,8,1,8,1,2,2,45,3,3,5,2,4,1,1,2,1.2709479843,,
805770,3,4,1,5,1995,1,,2,2,3,,,,,,,,,,17,,,,,,8,1,8,1,2,2,13,1,1,7,3,5,0,0,2,1.2709479843,,
805770,4,4,2,5,2005,1,,2,2,1,,,,,,,,,,18,,,,,,8,1,8,1,2,2,3,1,1,7,3,5,0,0,2,1.2709479843,,
805781,1,1,1,1,1978,2,1998,3,2,3,,,,,,,,,,1,,2,3,,,,,8,1,2,2,30,1,1,1,1,2,1,1,1,1.7950261873,,
805783,1,2,2,1,1957,1,,2,1,3,,,,,,,,,,13,,,,,,8,1,8,1,2,2,51,4,3,7,3,5,0,0,1,1.0212121406,,
805783,2,2,1,2,1957,1,,2,1,3,,,,,,,,,,1,,2,,,,8,1,8,1,2,2,51,4,3,1,1,2,1,1,1,1.0212121406,,
805788,1,3,1,1,1962,1,,1,1,4,,,,,,,,,,2,,9,,,,7,1,7,1,1,1,46,3,3,2,1,3,1,1,1,0.3892845732,,
805788,2,3,2,2,1964,1,,1,1,5,48,60,2,1983,2,,,,,13,,,,,,7,1,7,1,1,1,44,3,2,7,3,5,0,0,1,0.3892845732,,2
805788,3,3,1,5,1989,1,,1,2,5,72,100,2,2008,2,,,,,11,,,,,,7,1,7,1,1,1,19,1,1,7,3,5,0,0,1,0.3892845732,,2
805791,1,2,2,1,1934,1,,2,4,3,,,,,,,,,,15,1,4,,,,7,1,7,1,1,1,74,5,5,6,3,5,0,1,2,0.3166507203,,
805791,2,2,1,2,1946,1,,2,1,2,,,,,,,,,,15,1,5,,,,7,1,7,1,1,1,62,4,4,6,3,5,1,1,2,0.3166507203,,
805793,1,2,1,1,1933,1,,3,1,2,,,,,,,,,,15,1,4,,,,3,1,7,1,1,1,75,5,5,6,3,5,1,1,1,0.3284276515,,
805793,2,2,2,2,1927,1,,5,1,5,45,60,2,1951,2,,,,,13,,,,,,1,1,7,1,1,1,81,5,5,7,3,5,0,0,1,0.3284276515,3,2
805799,1,2,1,1,1933,1,,1,1,3,,,,,,,,,,15,2,9,,,,7,1,7,1,1,1,75,5,5,6,3,5,1,1,1,0.3284276515,,
805799,2,2,2,2,1930,1,,3,1,1,,,,,,,,,,13,,,,,,16,3,7,1,1,1,78,5,5,7,3,5,0,0,1,0.3284276515,,
805804,1,1,2,1,1927,1,,2,2,5,80,100,2,1946,2,,,,,15,2,9,,,,12,2,7,1,1,1,81,5,5,6,3,5,1,1,1,0.3284235153,,3
805812,1,1,2,1,1948,1,,2,2,3,,,,,,,,,,15,1,2,,,,7,1,7,1,1,1,60,4,4,6,3,5,1,1,1,0.3050934711,,
805816,1,1,1,1,1937,1,,2,3,3,,,,,,,,,,15,1,1,,,,7,1,7,1,1,1,71,5,5,6,3,5,1,1,1,0.3284254474,,
805818,1,2,1,1,1939,1,,1,1,7,105,110,2,1966,,2,,,,15,5,9,,,3,7,1,7,1,1,1,69,5,5,6,3,5,1,1,1,0.3284276515,,3
805818,2,2,2,2,1937,1,,1,1,5,80,100,2,1956,2,,,,,13,,,,,,6,1,7,1,1,1,71,5,5,7,3,5,0,0,1,0.3284276515,,2
805819,1,2,1,1,1926,1,,2,2,3,,,,,,,,,,15,1,1,,,,7,1,7,1,1,1,82,5,5,6,3,5,1,1,2,0.3284254474,,
805819,2,2,1,10,1931,1,,2,2,2,,,,,,,,,,15,1,1,,,,7,1,7,1,1,1,77,5,5,6,3,5,0,1,2,0.3284254474,,
805827,1,4,2,1,1991,1,,1,2,3,,,,,,,,,,17,,,,,,7,1,7,1,1,1,17,1,1,7,3,5,0,0,2,0.3283572739,,
805827,2,4,1,3,1961,1,,1,1,3,,,,,,,,,,1,,9,,,,7,1,7,1,1,1,47,3,3,1,1,3,1,1,2,0.3283572739,,
805827,3,4,2,3,1953,1,,1,1,3,,,,,,,,,,2,,8,,,,7,1,7,1,1,1,55,4,4,2,1,4,0,1,2,0.3283572739,,
805827,4,4,2,10,1987,1,,1,2,5,70,100,2,2006,1,,2,,,17,,,,,,7,1,7,1,1,1,21,1,1,7,3,5,0,0,2,0.3283572739,,3
805830,1,2,1,1,1936,1,,2,1,2,,,,,,,,,,15,1,2,,,,1,1,7,1,1,1,72,5,5,6,3,5,1,1,2,0.3284276515,,
805830,2,2,2,2,1938,1,,2,1,2,,,,,,,,,,15,1,2,,,,7,1,7,1,1,1,70,5,5,6,3,5,0,1,2,0.3284276515,,
805834,1,2,1,1,1949,1,,2,1,5,41,60,2,1972,2,,,,,15,2,2,,,,9,2,7,1,1,1,59,4,4,6,3,5,1,1,2,0.3050973135,,2
805834,2,2,2,2,1951,1,,2,1,4,,,,,,,,,,8,,4,,,,7,1,7,1,1,1,57,4,4,5,2,4,0,1,2,0.3050973135,,
805842,1,2,1,1,1941,1,,2,1,2,,,,,,,,,,15,1,5,,,,7,1,7,1,1,1,67,5,5,6,3,5,1,1,2,0.3166289053,,
805842,2,2,2,2,1944,1,,2,1,2,,,,,,,,,,15,1,2,,,,7,1,7,1,1,1,64,4,4,6,3,5,0,1,2,0.3166289053,,
805847,1,3,2,1,1943,1,,1,1,2,,,,,,,,,,15,1,2,,,,8,1,7,1,1,1,65,4,5,6,3,5,0,1,3,0.3905397636,,
805847,2,3,1,2,1943,1,,2,1,3,,,,,,,,,,15,1,2,,,,7,1,7,1,1,1,65,4,5,6,3,5,0,1,3,0.3905397636,,
805847,3,3,1,5,1976,1,,1,2,4,,,,,,,,,,1,,2,,,,7,1,7,1,1,1,32,2,1,1,1,2,1,1,3,0.3905397636,,
805851,1,4,2,1,1949,1,,1,1,4,,,,,,,,,,15,2,4,,,,7,1,7,1,1,1,59,4,4,6,3,5,0,1,4,0.4093248782,,
805851,2,4,1,2,1945,1,,2,1,3,,,,,,,,,,15,1,2,,,,7,1,7,1,1,1,63,4,4,6,3,5,0,1,4,0.4093248782,,
805851,3,4,1,5,1978,1,,1,2,3,,,,,,,,,,1,,2,,,,7,1,7,1,1,1,30,1,1,1,1,2,0,1,4,0.4093248782,,
805851,4,4,1,5,1983,1,,1,2,5,65,100,2,2001,2,,,,,2,,4,,,,7,1,7,1,1,1,25,1,1,2,1,4,1,1,4,0.4093248782,,2
805853,1,1,2,1,1918,1,,3,2,7,100,110,2,1942,,2,,,,15,3,9,,,9,3,1,7,1,1,1,90,5,5,6,3,5,1,1,1,0.3284235153,,5
805856,1,3,1,1,1944,1,,2,1,3,,,,,,,,,,7,,3,,,,7,1,7,1,1,1,64,4,4,4,2,2,1,1,3,0.3127692689,,
805856,2,3,2,2,1951,1,,2,1,7,90,110,2,1975,,2,,,,3,,9,,,1,7,1,7,1,1,1,57,4,4,2,1,3,0,1,3,0.3127692689,,3
805856,3,3,2,13,1925,1,,3,4,3,,,,,,,,,,15,8,4,,,,7,1,7,1,1,1,83,5,5,6,3,5,0,1,3,0.3127692689,,
805861,1,1,2,1,1932,1,,2,4,2,,,,,,,,,,15,1,2,,,,5,1,1,1,1,1,76,5,5,6,3,5,1,1,1,0.4029284712,,
805868,1,2,2,1,1943,1,,1,1,2,,,,,,,,,,15,1,2,,,,5,1,1,1,1,1,65,4,5,6,3,5,0,1,2,0.388484943,,
805868,2,2,1,2,1946,1,,1,1,3,,,,,,,,,,1,,9,,,,5,1,1,1,1,1,62,4,4,1,1,3,1,1,2,0.388484943,,
805869,1,4,2,1,1967,1,,1,1,3,,,,,,,,,,13,,,,,,1,1,1,1,1,1,41,3,2,7,3,5,0,0,1,0.465845823,,
805869,2,4,1,2,1960,1,,2,1,5,70,100,2,1978,2,,,,,8,,9,,,,1,1,1,1,1,1,48,3,3,5,2,3,1,1,1,0.465845823,,2
805869,3,4,1,5,2000,1,,1,2,1,,,,,,,,,,17,,,,,,1,1,1,1,1,1,8,1,1,7,3,5,0,0,1,0.465845823,,
805869,4,4,1,5,2007,1,,1,2,1,,,,,,,,,,18,,,,,,1,1,1,1,1,1,1,1,1,7,3,5,0,0,1,0.465845823,,
805870,1,3,2,1,1964,1,,2,1,3,,,,,,,,,,13,,,,,,1,1,1,1,1,1,44,3,2,7,3,5,0,0,1,0.4775978547,,
805870,2,3,1,2,1959,1,,2,1,3,,,,,,,,,,1,,3,,,,19,3,1,1,1,1,49,3,3,1,1,2,1,1,1,0.4775978547,,
805870,3,3,2,5,1992,1,,2,2,3,,,,,,,,,,17,,,,,,1,1,1,1,1,1,16,1,1,7,3,5,0,0,1,0.4775978547,,
805872,1,2,2,1,1936,1,,2,1,3,,,,,,,,,,15,1,2,,,,1,1,1,1,1,1,72,5,5,6,3,5,1,1,2,0.4029335457,,
805872,2,2,1,2,1934,1,,3,1,3,,,,,,,,,,15,8,2,,,,1,1,1,1,1,1,74,5,5,6,3,5,0,1,2,0.4029335457,,
805901,1,4,1,1,1958,1,,1,1,4,,,,,,,,,,1,,2,,,,1,1,1,1,1,1,50,3,3,1,1,2,0,1,2,0.4504344844,,
805901,2,4,2,2,1958,1,,2,1,5,52,60,2,1977,2,,,,,2,,6,,,,1,1,1,1,1,1,50,3,3,2,1,4,1,1,2,0.4504344844,,2
805901,3,4,1,5,1983,1,,1,2,5,70,100,2,2001,1,,4,,,17,,,,,,1,1,1,1,1,1,25,1,1,7,3,5,0,0,2,0.4504344844,,2
805901,4,4,1,5,1984,1,,1,2,5,80,100,2,2002,1,,3,,,17,,,,,,1,1,1,1,1,1,24,1,1,7,3,5,0,0,2,0.4504344844,,2
805932,1,4,1,1,1955,1,,3,1,3,,,,,,,,,,9,,4,,,,13,3,13,3,4,2,53,4,3,5,2,4,0,1,4,0.4517107382,,
805932,2,4,2,2,1960,1,,2,1,5,48,60,2,1978,2,,,,,9,,4,,,,13,3,13,3,4,2,48,3,3,5,2,4,0,1,4,0.4517107382,,2
805932,3,4,1,5,1983,1,,2,2,5,52,60,2,2002,2,,,,,1,,3,,,,13,3,13,3,4,2,25,1,1,1,1,2,1,1,4,0.4517107382,,2
805932,4,4,1,5,1987,1,,2,2,5,72,100,2,2006,2,,,,,1,,2,,,,13,3,13,3,4,2,21,1,1,1,1,2,0,1,4,0.4517107382,,2
805933,1,2,1,1,1953,1,,3,3,5,36,60,2,1973,1,,0,,,8,,4,,,,13,3,13,3,4,2,55,4,4,5,2,4,0,1,2,0.3753686191,,2
805933,2,2,1,10,1958,1,,3,2,7,90,110,2,1978,,2,,,,3,,9,,,10,13,3,13,3,4,2,50,3,3,2,1,3,1,1,2,0.3753686191,,3
805938,1,2,1,1,1939,1,,4,1,5,7,10,2,1958,2,,,,,6,,3,,,,13,3,13,3,4,2,69,5,5,4,2,2,1,1,2,0.4040752112,3,2
805938,2,2,2,2,1943,1,,2,1,5,7,10,2,1961,2,,,,,15,2,9,,,,16,3,13,3,4,2,65,4,5,6,3,5,0,1,2,0.4040752112,,2
805942,1,2,1,1,1939,1,,4,1,3,,,,,,,,,,15,2,9,,,,13,3,13,3,4,2,69,5,5,6,3,5,1,1,1,0.4040752112,2,
805942,2,2,2,2,1942,1,,3,1,2,,,,,,,,,,13,,,,,,13,3,13,3,4,2,66,5,5,7,3,5,0,0,1,0.4040752112,,
805959,1,2,1,1,1941,1,,1,2,4,,,,,,,,,,15,2,9,,,,13,3,13,3,4,2,67,5,5,6,3,5,1,1,2,0.4040752112,,
805959,2,2,2,3,1917,1,,2,2,1,,,,,,,,,,16,,,,,,13,3,13,3,4,2,91,5,5,6,3,5,0,1,2,0.4040752112,,
805981,1,2,2,1,1943,1,,4,4,2,,,,,,,,,,15,1,9,,,,13,3,13,3,4,2,65,4,5,6,3,5,1,1,2,0.5220213766,2,
805981,2,2,1,5,1969,1,,1,2,3,,,,,,,,,,12,,,,,,13,3,13,3,4,2,39,2,2,7,3,5,0,1,2,0.5220213766,,
805984,1,2,1,1,1942,1,,3,1,2,,,,,,,,,,15,1,3,,,,13,3,13,3,4,2,66,5,5,6,3,5,1,1,2,0.4040752112,,
805984,2,2,2,2,1936,1,,2,1,1,,,,,,,,,,13,,,,,,13,3,13,3,4,2,72,5,5,7,3,5,0,1,2,0.4040752112,,
805990,1,4,1,1,1939,1,,1,1,5,37,60,2,1961,2,,,,,15,4,2,,,,13,3,13,3,4,2,69,5,5,6,3,5,1,1,2,0.4116289705,,2
805990,2,4,2,2,1946,1,,2,1,3,,,,,,,,,,15,1,2,,,,8,1,13,3,4,2,62,4,4,6,3,5,0,1,2,0.4116289705,,
805990,3,4,1,5,1984,1,,1,2,5,66,100,2,2004,1,,4,,,17,,,,,,13,3,13,3,4,2,24,1,1,7,3,5,0,0,2,0.4116289705,,2
805990,4,4,1,5,1984,1,,1,2,5,76,100,2,2004,1,,4,,,17,,,,,,13,3,13,3,4,2,24,1,1,7,3,5,0,0,2,0.4116289705,,2
806067,1,1,2,1,1931,1,,4,4,2,,,,,,,,,,15,1,1,,,,6,1,6,1,2,0,77,5,5,6,3,5,1,1,1,0.6310633823,3,
806069,1,2,1,1,1968,1,,1,2,3,,,,,,,,,,1,,2,,,,6,1,6,1,2,0,40,2,2,1,1,2,0,1,2,1.0304618992,,
806069,2,2,1,10,1966,1,,1,3,3,,,,,,,,,,1,,2,,,,6,1,6,1,2,0,42,3,2,1,1,2,1,1,2,1.0304618992,,
806074,1,3,1,1,1956,1,,1,1,3,,,,,,,,,,1,,2,,,,6,1,6,1,2,0,52,4,3,1,1,2,1,1,3,0.7151903854,,
806074,2,3,2,2,1958,1,,1,1,3,,,,,,,,,,1,,8,,,,6,1,6,1,2,0,50,3,3,1,1,4,0,1,3,0.7151903854,,
806074,3,3,1,5,1982,1,,1,2,5,60,100,2,2001,2,,,,,1,,2,,,,6,1,6,1,2,0,26,1,1,1,1,2,0,1,3,0.7151903854,,2
806076,1,3,1,1,1947,1,,1,1,4,,,,,,,,,,15,1,2,,,,6,1,6,1,2,0,61,4,4,6,3,5,0,1,3,0.6009838624,,
806076,2,3,2,2,1950,1,,1,1,3,,,,,,,,,,15,2,2,,,,6,1,6,1,2,0,58,4,4,6,3,5,1,1,3,0.6009838624,,
806076,3,3,2,3,1925,1,,1,4,2,,,,,,,,,,15,1,1,,,,6,1,6,1,2,0,83,5,5,6,3,5,0,1,3,0.6009838624,,
806088,1,2,1,1,1975,1,,1,1,3,,,,,,,,,,1,,3,,,,6,1,6,1,2,0,33,2,1,1,1,2,1,1,2,1.0304688148,,
806088,2,2,2,2,1972,1,,1,1,5,49,60,2,1990,2,,,,,1,,2,,,,,,6,1,2,0,36,2,2,1,1,2,0,1,2,1.0304688148,,2
806093,1,3,1,1,1983,1,,1,1,5,60,100,2,2001,2,,,,,8,,3,,,,5,1,6,1,2,0,25,1,1,5,2,2,1,1,2,0.7819744394,,2
806093,2,3,2,2,1984,1,,1,1,3,,,,,,,,,,1,,2,,,,5,1,6,1,2,0,24,1,1,1,1,2,0,1,2,0.7819744394,,
806093,3,3,2,5,2000,1,,1,2,1,,,,,,,,,,17,,,,,,5,1,6,1,2,0,8,1,1,7,3,5,0,0,2,0.7819744394,,
806094,1,5,1,1,1956,1,,1,1,3,,,,,,,,,,9,,3,,,,6,1,6,1,2,0,52,4,3,5,2,2,1,1,3,0.7187502523,,
806094,2,5,2,2,1971,1,,1,1,3,,,,,,,,,,9,,3,,,,6,1,6,1,2,0,37,2,2,5,2,2,0,1,3,0.7187502523,,
806094,3,5,2,5,1988,1,,1,2,5,80,100,2,2008,2,,,,,2,,4,,,,6,1,6,1,2,0,20,1,1,2,1,4,0,1,3,0.7187502523,,2
806094,4,5,1,5,1993,1,,1,2,3,,,,,,,,,,17,,,,,,6,1,6,1,2,0,15,1,1,7,3,5,0,0,3,0.7187502523,,
806094,5,5,1,5,2000,1,,1,2,1,,,,,,,,,,17,,,,,,6,1,6,1,2,0,8,1,1,7,3,5,0,0,3,0.7187502523,,
806096,1,5,1,1,1963,1,,1,1,3,,,,,,,,,,1,,2,,,,5,1,6,1,2,0,45,3,3,1,1,2,1,1,2,0.6400978884,,
806096,2,5,2,2,1963,1,,1,1,3,,,,,,,,,,1,,2,,,,,,6,1,2,0,45,3,3,1,1,2,0,1,2,0.6400978884,,
806096,3,5,2,5,1999,1,,1,2,1,,,,,,,,,,17,,,,,,5,1,6,1,2,0,9,1,1,7,3,5,0,0,2,0.6400978884,,
806096,4,5,1,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,5,1,6,1,2,0,6,1,1,7,3,5,0,0,2,0.6400978884,,
806096,5,5,1,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,5,1,6,1,2,0,6,1,1,7,3,5,0,0,2,0.6400978884,,
806107,1,4,1,1,1970,2,1999,3,1,7,95,110,2,1994,,2,,,,12,1,2,3,,1,,,6,1,2,0,38,2,2,7,3,5,0,0,1,0.8390717839,,3
806107,2,4,2,2,1981,2,2000,1,1,5,85,100,2,1998,2,,,,,1,,2,2,,,,,6,1,2,0,27,1,1,1,1,2,1,1,1,0.8390717839,,2
806107,3,4,2,5,1998,2,2003,1,2,1,,,,,,,,,,17,,,,,,,,6,1,2,0,10,1,1,7,3,5,0,0,1,0.8390717839,,
806107,4,4,2,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,12,2,6,1,2,0,6,1,1,7,3,5,0,0,1,0.8390717839,,
806116,1,1,1,1,1953,1,,1,3,3,,,,,,,,,,1,,2,,,,6,1,6,1,2,0,55,4,4,1,1,2,1,1,1,0.5862383219,,
806137,1,1,2,1,1930,1,,4,4,2,,,,,,,,,,15,1,2,,,,3,1,3,1,1,0,78,5,5,6,3,5,1,1,1,4.4416056008,3,
806138,1,2,1,1,1940,1,,2,1,2,,,,,,,,,,15,1,3,,,,3,1,3,1,1,0,68,5,5,6,3,5,1,1,2,4.4416615394,,
806138,2,2,2,2,1939,1,,4,1,2,,,,,,,,,,15,1,8,,,,3,1,3,1,1,0,69,5,5,6,3,5,0,1,2,4.4416615394,3,
806145,1,5,1,1,1958,1,,2,1,4,,,,,,,,,,4,,9,,,,3,1,3,1,1,0,50,3,3,3,1,3,1,1,4,5.0587710143,,
806145,2,5,2,2,1964,1,,2,1,4,,,,,,,,,,1,,1,,,,3,1,3,1,1,0,44,3,2,1,1,1,0,1,4,5.0587710143,,
806145,3,5,1,5,1985,1,,2,2,5,90,100,2,2005,2,,,,,2,,2,,,,3,1,3,1,1,0,23,1,1,2,1,2,0,1,4,5.0587710143,,2
806145,4,5,1,5,1988,1,,2,2,5,80,100,2,2007,2,,,,,1,,2,,,,3,1,3,1,1,0,20,1,1,1,1,2,0,1,4,5.0587710143,,2
806145,5,5,2,5,1998,1,,2,2,1,,,,,,,,,,17,,,,,,3,1,3,1,1,0,10,1,1,7,3,5,0,0,4,5.0587710143,,
806148,1,2,1,1,1931,1,,3,1,3,,,,,,,,,,15,2,9,,,,3,1,3,1,1,0,77,5,5,6,3,5,1,1,1,4.4416615394,,
806148,2,2,2,2,1943,1,,3,1,3,,,,,,,,,,13,,,,,,5,1,3,1,1,0,65,4,5,7,3,5,0,0,1,4.4416615394,,
806149,1,1,2,1,1922,1,,4,4,2,,,,,,,,,,16,,,,,,3,1,3,1,1,0,86,5,5,6,3,5,1,1,1,4.4416056008,3,
806171,1,2,2,1,1940,1,,2,4,4,,,,,,,,,,15,8,4,,,,3,1,3,1,1,0,68,5,5,6,3,5,0,1,2,5.7381452938,,
806171,2,2,1,5,1967,1,,2,2,3,,,,,,,,,,10,,4,,,,3,1,3,1,1,0,41,3,2,4,2,4,1,1,2,5.7381452938,,
806185,1,3,1,1,1947,1,,3,1,2,,,,,,,,,,15,7,1,,,,3,1,3,1,1,0,61,4,4,6,3,5,0,1,3,5.1569342817,,
806185,2,3,2,2,1942,1,,3,1,3,,,,,,,,,,15,2,2,,,,3,1,3,1,1,0,66,5,5,6,3,5,0,1,3,5.1569342817,,
806185,3,3,1,5,1981,1,,2,2,3,,,,,,,,,,7,,1,,,,3,1,3,1,1,0,27,1,1,4,2,1,1,1,3,5.1569342817,,
806191,1,3,1,1,1941,1,,2,1,4,,,,,,,,,,8,,4,,,,3,1,3,1,1,0,67,5,5,5,2,4,1,1,3,5.2816668745,,
806191,2,3,2,2,1943,1,,1,1,2,,,,,,,,,,15,1,2,,,,3,1,3,1,1,0,65,4,5,6,3,5,0,1,3,5.2816668745,,
806191,3,3,1,5,1970,1,,1,2,4,,,,,,,,,,9,,4,,,,3,1,3,1,1,0,38,2,2,5,2,4,0,1,3,5.2816668745,,
806206,1,1,2,1,1944,1,,2,4,3,,,,,,,,,,16,,,,,,3,1,3,1,1,0,64,4,4,6,3,5,1,1,1,4.1260896586,,
806208,1,1,2,1,1932,1,,2,4,2,,,,,,,,,,15,1,2,,,,1,1,1,1,1,1,76,5,5,6,3,5,1,1,1,0.4868719027,,
806215,1,3,2,1,1989,1,,1,2,3,,,,,,,,,,1,,4,,,,1,1,1,1,1,1,19,1,1,1,1,4,0,1,2,0.4984950316,,
806215,2,3,2,3,1961,1,,2,3,3,,,,,,,,,,1,,4,,,,19,3,1,1,1,1,47,3,3,1,1,4,1,1,2,0.4984950316,,
806215,3,3,2,10,1999,1,,1,2,1,,,,,,,,,,17,,,,,,1,1,1,1,1,1,9,1,1,7,3,5,0,0,2,0.4984950316,,
806219,1,2,2,1,1975,1,,1,3,3,,,,,,,,,,1,,2,,,,19,3,1,1,1,1,33,2,1,1,1,2,1,1,1,0.6471494039,,
806219,2,2,1,5,1993,1,,1,2,3,,,,,,,,,,17,,,,,,19,3,1,1,1,1,15,1,1,7,3,5,0,0,1,0.6471494039,,
806221,1,2,1,1,1949,1,,2,1,3,,,,,,,,,,15,1,2,,,,18,3,1,1,1,1,59,4,4,6,3,5,1,1,1,0.452291942,,
806221,2,2,2,2,1959,1,,2,1,3,,,,,,,,,,13,,,,,,18,3,1,1,1,1,49,3,3,7,3,5,0,0,1,0.452291942,,
806223,1,5,2,1,1973,1,,1,1,4,,,,,,,,,,13,,,,,,1,1,1,1,1,1,35,2,2,7,3,5,0,0,1,0.6205534438,,
806223,2,5,1,2,1974,1,,1,1,3,,,,,,,,,,1,,2,,,,1,1,1,1,1,1,34,2,1,1,1,2,1,1,1,0.6205534438,,
806223,3,5,1,5,1999,1,,1,2,1,,,,,,,,,,17,,,,,,1,1,1,1,1,1,9,1,1,7,3,5,0,0,1,0.6205534438,,
806223,4,5,2,5,2003,1,,1,2,1,,,,,,,,,,18,,,,,,1,1,1,1,1,1,5,1,1,7,3,5,0,0,1,0.6205534438,,
806223,5,5,2,5,2007,1,,1,2,1,,,,,,,,,,18,,,,,,1,1,1,1,1,1,1,1,1,7,3,5,0,0,1,0.6205534438,,
806224,1,2,1,1,1950,1,,3,1,3,,,,,,,,,,15,2,2,,,,1,1,1,1,1,1,58,4,4,6,3,5,0,1,2,0.452291942,,
806224,2,2,2,2,1955,1,,2,1,5,56,60,2,1973,2,,,,,2,,9,,,,3,1,1,1,1,1,53,4,3,2,1,3,1,1,2,0.452291942,,5
806237,1,2,1,1,1938,1,,3,1,1,,,,,,,,,,15,1,2,,,,19,3,1,1,1,1,70,5,5,6,3,5,1,1,2,0.4693869665,,
806237,2,2,2,2,1946,1,,2,1,3,,,,,,,,,,15,1,9,,,,19,3,1,1,1,1,62,4,4,6,3,5,0,1,2,0.4693869665,,
806239,1,2,1,1,1933,1,,3,1,2,,,,,,,,,,15,1,2,,,,1,1,1,1,1,1,75,5,5,6,3,5,1,1,1,0.4868780344,,
806239,2,2,2,2,1935,1,,2,1,2,,,,,,,,,,13,,,,,,1,1,1,1,1,1,73,5,5,7,3,5,0,0,1,0.4868780344,,
806246,1,1,1,1,1925,1,,2,4,3,,,,,,,,,,15,1,5,,,,1,1,1,1,1,1,83,5,5,6,3,5,1,1,1,0.486874767,,
806256,1,2,1,1,1976,1,,1,2,5,48,60,2,1995,2,,,,,2,,4,,,,1,1,1,1,1,1,32,2,1,2,1,4,1,1,2,0.7950173099,,2
806256,2,2,2,10,1979,1,,1,2,4,,,,,,,,,,1,,2,,,,1,1,1,1,1,1,29,1,1,1,1,2,0,1,2,0.7950173099,,
806261,1,2,1,1,1941,1,,2,1,5,70,100,2,1960,2,,,,,15,2,5,,,,1,1,1,1,1,1,67,5,5,6,3,5,1,1,2,0.4868780344,,2
806261,2,2,2,2,1943,1,,3,1,4,,,,,,,,,,15,2,4,,,,1,1,1,1,1,1,65,4,5,6,3,5,0,1,2,0.4868780344,,
