NQUEST,NORD,NCOMP,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,UNIVER1,ANNIUNIVER,NORDP,MOTENT,APQUAL,ASNONOC,APSETT,MOTIV,ANNOENUS,TIPOLAU,NASCREG,NASCAREA,IREG,AREA3,AREA5,ACOM4C,ETA,CLETA,CLETA5,QUAL,Q,SETT,CFRED,PERC,NPERC,PESOFIT,SALUTC,TIPODIP
23386,2,4,1,2,1956,1,,2,1,3,,,,,,,,2,,1,,4,,,,4,1,4,1,2,0,52,4,3,1,1,4,1,1,3,0.5655789987,,
23386,3,4,1,5,1983,1,,1,2,5,65,100,2,2003,2,,,3,,2,,3,,,,4,1,4,1,2,0,25,1,1,2,1,2,0,1,3,0.5655789987,,2
23386,4,4,1,5,1990,1,,1,2,4,,,,,,,,4,,11,,,,,,4,1,4,1,2,0,18,1,1,7,3,5,0,0,3,0.5655789987,,
23490,1,1,2,1,1937,1,,2,2,5,38,60,2,1982,2,,,1,,15,2,9,,,,5,1,5,1,2,1,71,5,5,6,3,5,1,1,1,0.229299832,,5
23797,1,4,1,1,1955,1,,3,1,3,,,,,,,,1,,1,,8,,,,15,3,15,3,4,3,53,4,3,1,1,4,1,1,2,0.7321723436,,
23797,2,4,2,2,1958,1,,2,1,2,,,,,,,,2,,13,,,,,,15,3,15,3,4,3,50,3,3,7,3,5,0,0,2,0.7321723436,,
23797,3,4,1,5,1985,1,,2,2,4,,,,,,,,3,,1,,3,,,,15,3,15,3,4,3,23,1,1,1,1,2,0,1,2,0.7321723436,,
23797,4,4,1,5,1989,1,,2,2,3,,,,,,,,4,,17,,,,,,15,3,15,3,4,3,19,1,1,7,3,5,0,0,2,0.7321723436,,
23798,1,2,1,1,1941,1,,3,1,3,,,,,,,,1,,15,2,4,,,,15,3,15,3,4,3,67,5,5,6,3,5,1,1,1,0.5253270725,,
23798,2,2,2,2,1945,1,,3,1,3,,,,,,,,2,,13,,,,,,15,3,15,3,4,3,63,4,4,7,3,5,0,0,1,0.5253270725,,
23821,1,2,2,1,1936,1,,3,4,2,,,,,,,,1,,16,,,,,,16,3,16,3,4,2,72,5,5,6,3,5,1,1,1,0.3280623953,,
23821,2,2,2,5,1968,1,,2,2,4,,,,,,,,2,,11,,,,,,16,3,16,3,4,2,40,2,2,7,3,5,0,0,1,0.3280623953,,
23823,1,2,2,1,1937,1,,3,4,2,,,,,,,,1,,16,,,,,,16,3,16,3,4,2,71,5,5,6,3,5,0,1,2,0.3007077463,,
23823,2,2,2,5,1972,1,,2,2,5,36,60,2,1991,2,,,2,,4,,6,,,,16,3,16,3,4,2,36,2,2,3,1,4,1,1,2,0.3007077463,,3
23865,1,6,1,1,1944,1,,2,1,5,6,10,2,1964,1,,1,1,,15,2,9,,,,16,3,16,3,4,2,64,4,4,6,3,5,1,1,2,0.9132458065,,2
23865,2,6,2,2,1950,1,,2,1,3,,,,,,,,2,,13,,,,,,16,3,16,3,4,2,58,4,4,7,3,5,0,0,2,0.9132458065,,
23865,3,6,2,6,1973,1,,2,1,5,37,60,2,1992,2,,,3,,12,8,4,,,,16,3,16,3,4,2,35,2,2,7,3,5,0,0,2,0.9132458065,,2
23865,4,6,2,7,1975,1,,2,1,3,,,,,,,,,2,2,,7,,2007,,16,3,16,3,4,2,33,2,1,2,1,4,0,1,2,0.9132458065,,
23865,5,6,2,9,2005,1,,1,2,1,,,,,,,,,2,18,,,,2007,,16,3,16,3,4,2,3,1,1,7,3,5,0,0,2,0.9132458065,,
23865,6,6,2,8,2007,1,,2,2,1,,,,,,,,,1,18,,,,2007,,16,3,16,3,4,2,1,1,1,7,3,5,0,0,2,0.9132458065,,
23986,1,2,1,1,1929,1,,2,1,2,,,,,,,,1,,15,8,4,,,,17,3,17,3,4,2,79,5,5,6,3,5,1,1,1,0.2884439019,,
23986,2,2,2,2,1935,1,,2,1,2,,,,,,,,2,,13,,,,,,17,3,17,3,4,2,73,5,5,7,3,5,0,0,1,0.2884439019,,
24010,1,2,1,1,1936,1,,3,1,5,50,60,2,1956,1,,3,1,,15,3,9,,,,18,3,18,3,4,2,72,5,5,6,3,5,1,1,1,0.4994343274,,2
24010,2,2,2,2,1934,1,,3,1,2,,,,,,,,2,,13,,,,,,18,3,18,3,4,2,74,5,5,7,3,5,0,0,1,0.4994343274,,
24080,1,4,2,1,1966,1,,3,1,5,58,60,2,1985,2,,,1,,2,,6,,,,13,3,13,3,4,2,42,3,2,2,1,4,0,1,2,0.4317863297,,2
24080,2,4,1,2,1962,1,,2,1,5,45,60,2,1981,2,,,2,,2,,6,,,,13,3,13,3,4,2,46,3,3,2,1,4,1,1,2,0.4317863297,,2
24080,3,4,2,5,1986,1,,2,2,5,85,100,2,2005,1,,3,3,,17,,,,,,13,3,13,3,4,2,22,1,1,7,3,5,0,0,2,0.4317863297,,3
24080,4,4,2,5,1987,1,,2,2,5,82,100,2,2006,1,,2,4,,17,,,,,,13,3,13,3,4,2,21,1,1,7,3,5,0,0,2,0.4317863297,,3
24085,1,1,2,1,1933,1,,2,2,2,,,,,,,,1,,15,8,1,,,,13,3,13,3,4,2,75,5,5,6,3,5,1,1,1,0.3177425083,,
24147,1,2,1,1,1948,1,,1,1,7,95,110,2,1972,,2,,1,,15,2,8,,,4,4,1,4,1,2,0,60,4,4,6,3,5,0,1,2,0.3979491682,,3
24147,2,2,2,2,1958,1,,1,1,5,60,60,2,1975,2,,,2,,3,,9,,,,4,1,4,1,2,0,50,3,3,2,1,3,1,1,2,0.3979491682,,5
24149,1,1,1,1,1923,1,,2,1,3,,,,,,,,1,,15,8,4,,,,3,1,4,1,2,0,85,5,5,6,3,5,1,1,1,0.5226887414,,
24158,1,1,2,1,1935,1,,3,4,2,,,,,,,,1,,15,1,2,,,,8,1,8,1,2,1,73,5,5,6,3,5,1,1,1,0.2774627181,,
24171,1,1,1,1,1939,1,,1,4,3,,,,,,,,1,,15,8,4,,,,,,8,1,2,1,69,5,5,6,3,5,1,1,1,0.3615845398,,
24194,1,4,1,1,1952,1,,2,1,2,,,,,,,,1,,1,,2,,,,8,1,8,1,2,1,56,4,4,1,1,2,1,1,4,0.3135546245,,
24194,2,4,2,2,1960,1,,1,1,3,,,,,,,,2,,2,,2,,,,8,1,8,1,2,1,48,3,3,2,1,2,0,1,4,0.3135546245,,
24194,3,4,1,5,1984,1,,1,2,5,74,100,2,2005,2,,,3,,20,,7,,,,8,1,8,1,2,1,24,1,1,5,2,4,0,1,4,0.3135546245,,1
24194,4,4,2,5,1990,1,,1,2,3,,,,,,,,4,,17,,,,,,8,1,8,1,2,1,18,1,1,7,3,5,0,1,4,0.3135546245,,
24195,1,3,2,1,1952,1,,2,1,3,,,,,,,,1,,12,1,2,,,,13,3,8,1,2,1,56,4,4,7,3,5,0,0,2,0.2797165537,,
24195,2,3,1,2,1936,1,,3,1,3,,,,,,,,2,,15,1,3,,,,8,1,8,1,2,1,72,5,5,6,3,5,1,1,2,0.2797165537,,
24195,3,3,1,5,1976,1,,2,2,3,,,,,,,,3,,1,,3,,,,8,1,8,1,2,1,32,2,1,1,1,2,0,1,2,0.2797165537,,
24202,1,2,2,1,1934,1,,3,4,5,48,60,2,1955,2,,,1,,15,3,9,,,,19,3,15,3,4,2,74,5,5,6,3,5,1,1,1,0.2260307221,,5
24202,2,2,2,5,1964,1,,2,2,5,48,60,2,1982,2,,,2,,13,,,,,,15,3,15,3,4,2,44,3,2,7,3,5,0,0,1,0.2260307221,,2
24312,1,3,1,1,1943,1,,2,3,7,98,110,2,1971,,2,,1,,3,,9,,,4,4,1,4,1,2,0,65,4,5,2,1,3,1,1,3,0.707809967,,3
24312,2,3,1,5,1975,1,,1,2,7,110,110,2,1999,,2,,2,,2,,9,,,10,5,1,4,1,2,0,33,2,1,2,1,3,0,1,3,0.707809967,,3
24312,3,3,2,6,1978,1,,1,2,7,110,110,1,2004,,2,,3,,3,,9,,,9,4,1,4,1,2,0,30,1,1,2,1,3,0,1,3,0.707809967,,3
24322,1,3,1,1,1949,1,,1,1,3,,,,,,,,1,,15,1,2,,,,4,1,4,1,2,0,59,4,4,6,3,5,1,1,2,0.492696823,,
24322,2,3,2,2,1948,1,,2,1,3,,,,,,,,2,,13,,,,,,4,1,4,1,2,0,60,4,4,7,3,5,0,0,2,0.492696823,,
24322,3,3,1,5,1980,1,,1,2,5,48,60,2,1999,2,,,3,,1,,2,,,,4,1,4,1,2,0,28,1,1,1,1,2,0,1,2,0.492696823,,3
24326,1,1,2,1,1924,1,,3,4,2,,,,,,,,1,,15,1,8,,,,4,1,4,1,2,0,84,5,5,6,3,5,1,1,1,0.4347414757,,
24374,1,3,2,1,1957,1,,2,3,3,,,,,,,,2,,12,1,8,,,,13,3,13,3,4,0,51,4,3,7,3,5,0,0,2,0.7413496958,,
24374,2,3,1,5,1978,1,,2,2,4,,,,,,,,3,,1,,2,,,,13,3,13,3,4,0,30,1,1,1,1,2,1,1,2,0.7413496958,,
24374,3,3,2,5,1981,1,,2,2,4,,,,,,,,4,,1,,4,,,,13,3,13,3,4,0,27,1,1,1,1,4,0,1,2,0.7413496958,,
24379,1,1,2,1,1939,1,,1,4,2,,,,,,,,1,,16,,,,,,13,3,13,3,4,2,69,5,5,6,3,5,1,1,1,0.2217684858,,
24382,1,2,1,1,1940,1,,3,1,2,,,,,,,,1,,15,1,3,,,,13,3,13,3,4,0,68,5,5,6,3,5,1,1,2,0.5789540858,,
24382,2,2,2,2,1949,1,,2,1,2,,,,,,,,2,,1,,8,,,,13,3,13,3,4,0,59,4,4,1,1,4,0,1,2,0.5789540858,,
24393,1,1,2,1,1931,1,,3,4,2,,,,,,,,1,,16,,,,,,13,3,13,3,4,2,77,5,5,6,3,5,1,1,1,0.2217684858,,
24529,1,4,1,1,1947,1,,2,1,7,108,110,2,1973,,2,,1,,15,3,9,,,5,4,1,4,1,2,2,61,4,4,6,3,5,1,1,3,0.4491821568,,3
24529,2,4,2,2,1951,1,,2,1,4,,,,,,,,2,,13,,,,,,4,1,4,1,2,2,57,4,4,7,3,5,0,0,3,0.4491821568,,
24529,3,4,1,5,1978,1,,2,2,5,55,60,2,1997,2,,,3,,1,,9,,,,5,1,4,1,2,2,30,1,1,1,1,3,0,1,3,0.4491821568,,2
24529,4,4,1,5,1983,1,,2,2,7,100,110,2,2006,,1,2,5,,1,,9,,,10,5,1,4,1,2,2,25,1,1,1,1,3,0,1,3,0.4491821568,,2
24571,1,2,1,1,1935,1,,2,1,2,,,,,,,,2,,15,1,1,,,,11,2,11,2,3,0,73,5,5,6,3,5,1,1,2,1.4055830152,,
24571,2,2,2,2,1932,1,,2,1,2,,,,,,,,1,,15,1,2,,,,11,2,11,2,3,0,76,5,5,6,3,5,0,1,2,1.4055830152,,
24616,1,2,1,1,1939,1,,4,1,2,,,,,,,,1,,15,1,2,,,,8,1,8,1,2,2,69,5,5,6,3,5,1,1,2,0.609389414,3,
24616,2,2,2,2,1944,1,,4,1,2,,,,,,,,2,,15,1,1,,,,8,1,8,1,2,2,64,4,4,6,3,5,0,1,2,0.609389414,3,
24760,1,1,2,1,1920,1,,3,4,2,,,,,,,,1,,16,,,,,,17,3,17,3,4,2,88,5,5,6,3,5,1,1,1,0.1873096758,,
24764,1,5,1,1,1963,1,,2,1,3,,,,,,,,1,,1,,2,,,,17,3,17,3,4,2,45,3,3,1,1,2,1,1,1,0.2866501966,,
24764,2,5,2,2,1966,1,,2,1,3,,,,,,,,2,,13,,,,,,15,3,17,3,4,2,42,3,2,7,3,5,0,0,1,0.2866501966,,
24764,3,5,2,5,1996,1,,1,2,2,,,,,,,,3,,17,,,,,,16,3,17,3,4,2,12,1,1,7,3,5,0,0,1,0.2866501966,,
24764,4,5,2,5,1998,1,,1,2,1,,,,,,,,4,,17,,,,,,16,3,17,3,4,2,10,1,1,7,3,5,0,0,1,0.2866501966,,
24764,5,5,1,5,2007,1,,1,2,1,,,,,,,,,1,18,,,,2007,,17,3,17,3,4,2,1,1,1,7,3,5,0,0,1,0.2866501966,,
24809,1,2,2,1,1939,1,,2,1,2,,,,,,,,1,,13,,,,,,16,3,16,3,4,2,69,5,5,7,3,5,0,0,1,1.2015184411,,
24809,2,2,1,2,1930,1,,3,1,2,,,,,,,,2,,15,2,9,,,,16,3,16,3,4,2,78,5,5,6,3,5,1,1,1,1.2015184411,,
24853,1,3,1,1,1957,1,,1,1,3,,,,,,,,1,,2,,9,,,,16,3,11,2,3,2,51,4,3,2,1,3,1,1,2,0.2970113488,,
24853,2,3,2,2,1962,1,,2,1,5,7,10,2,1982,2,,,2,,3,,9,,,,16,3,11,2,3,2,46,3,3,2,1,3,0,1,2,0.2970113488,,2
24853,3,3,2,5,1991,1,,1,2,3,,,,,,,,4,,17,,,,,,11,2,11,2,3,2,17,1,1,7,3,5,0,0,2,0.2970113488,,
24885,1,1,2,1,1933,1,,3,4,3,,,,,,,,1,,16,,,,,,15,3,15,3,4,3,75,5,5,6,3,5,1,1,1,0.6004056317,,
24924,1,4,2,1,1964,1,,1,1,5,40,60,2,1982,2,,,2,,9,,2,,,,6,1,6,1,2,2,44,3,2,5,2,2,0,1,2,0.5988114648,,2
24924,2,4,1,2,1960,1,,1,1,5,60,100,2,1979,2,,,1,,9,,2,,,,6,1,6,1,2,2,48,3,3,5,2,2,1,1,2,0.5988114648,,2
24924,3,4,2,5,1989,1,,1,2,5,78,100,2,2008,1,,0,3,,17,,,,,,6,1,6,1,2,2,19,1,1,7,3,5,0,0,2,0.5988114648,,5
24924,4,4,1,5,1991,1,,1,2,3,,,,,,,,4,,17,,,,,,6,1,6,1,2,2,17,1,1,7,3,5,0,0,2,0.5988114648,,
24984,1,4,2,1,1956,1,,2,1,3,,,,,,,,1,,13,,,,,,9,2,9,2,3,0,52,4,3,7,3,5,0,0,2,0.886658091,,
24984,2,4,1,2,1954,1,,2,1,3,,,,,,,,2,,1,,2,,,,9,2,9,2,3,0,54,4,3,1,1,2,1,1,2,0.886658091,,
24984,3,4,1,4,1924,1,,4,4,2,,,,,,,,3,,15,1,2,,,,9,2,9,2,3,0,84,5,5,6,3,5,0,1,2,0.886658091,3,
24984,4,4,2,5,1980,1,,1,2,7,100,110,2,2008,,2,,4,,11,,,,,9,9,2,9,2,3,0,28,1,1,7,3,5,0,0,2,0.886658091,,3
25007,1,1,2,1,1934,1,,2,4,5,36,60,2,1955,2,,,1,,16,,,,,,19,3,19,3,5,2,74,5,5,6,3,5,1,1,1,0.4063971218,,2
25138,1,3,1,1,1950,1,,2,1,6,100,110,2,1972,,2,,1,,15,2,9,,,10,19,3,19,3,5,1,58,4,4,6,3,5,1,1,1,2.6405858381,,2
25138,2,3,2,2,1956,1,,2,1,3,,,,,,,,2,,13,,,,,,19,3,19,3,5,1,52,4,3,7,3,5,0,0,1,2.6405858381,,
25138,3,3,1,5,1983,1,,1,2,7,104,110,2,2008,,2,,3,,17,,,,,5,19,3,19,3,5,1,25,1,1,7,3,5,0,0,1,2.6405858381,,2
25148,1,3,1,1,1950,1,,2,1,5,36,60,2,1972,2,,,1,,2,,6,,,,19,3,19,3,5,1,58,4,4,2,1,4,1,1,2,2.6728907553,,2
25148,2,3,2,2,1962,1,,2,1,5,58,60,2,1982,2,,,2,,2,,5,,,,19,3,19,3,5,1,46,3,3,2,1,4,0,1,2,2.6728907553,,3
25148,3,3,2,5,1985,1,,1,2,5,90,100,2,2004,1,,4,3,,17,,,,,,19,3,19,3,5,1,23,1,1,7,3,5,0,0,2,2.6728907553,,2
25238,1,2,2,1,1946,1,,2,1,3,,,,,,,,2,,15,1,8,,,,8,1,8,1,2,0,62,4,4,6,3,5,0,1,2,0.6984673018,,
25238,2,2,1,2,1944,1,,2,1,3,,,,,,,,1,,15,1,2,,,,8,1,8,1,2,0,64,4,4,6,3,5,1,1,2,0.6984673018,,
25245,1,4,1,1,1968,1,,2,1,3,,,,,,,,1,,12,1,3,,,,16,3,16,3,4,0,40,2,2,7,3,5,1,1,3,2.9949980962,,
25245,2,4,2,2,1971,1,,2,1,3,,,,,,,,2,,1,,1,,,,16,3,16,3,4,0,37,2,2,1,1,1,0,1,3,2.9949980962,,
25245,3,4,1,5,1988,1,,1,2,5,85,100,2,2007,2,,,3,,2,,7,,,,16,3,16,3,4,0,20,1,1,2,1,4,0,1,3,2.9949980962,,2
25245,4,4,2,5,1995,1,,1,2,2,,,,,,,,4,,17,,,,,,16,3,16,3,4,0,13,1,1,7,3,5,0,0,3,2.9949980962,,
25435,1,3,1,1,1956,1,,1,1,5,56,60,2,1974,2,,,1,,12,,,,,,1,1,1,1,1,3,52,4,3,7,3,5,0,1,2,0.8045487263,,2
25435,2,3,2,2,1964,1,,1,1,7,110,110,2,1992,,2,,2,,2,,9,,,3,1,1,1,1,1,3,44,3,2,2,1,3,1,1,2,0.8045487263,,1
25435,3,3,2,5,1999,1,,1,2,1,,,,,,,,3,,17,,,,,,1,1,1,1,1,3,9,1,1,7,3,5,0,0,2,0.8045487263,,
25625,1,1,2,1,1925,1,,3,4,7,110,110,1,1947,,2,,1,,15,3,9,,,10,15,3,9,2,3,2,83,5,5,6,3,5,1,1,1,0.3336758328,,5
25723,1,1,2,1,1959,1,,2,2,5,47,60,2,1978,2,,,1,,2,,9,,,,8,1,8,1,2,2,49,3,3,2,1,3,1,1,1,0.4695828298,,3
25930,1,2,1,1,1946,1,,2,1,5,50,60,2,1964,2,,,1,,15,4,2,,,,3,1,3,1,1,0,62,4,4,6,3,5,1,1,2,1.9985598709,,2
25930,2,2,2,2,1948,1,,2,1,2,,,,,,,,2,,15,2,2,,,,3,1,3,1,1,0,60,4,4,6,3,5,0,1,2,1.9985598709,,
25968,1,2,1,1,1941,1,,2,1,3,,,,,,,,1,,15,2,2,,,,3,1,3,1,1,2,67,5,5,6,3,5,0,1,2,0.2385888652,,
25968,2,2,2,2,1944,1,,2,1,2,,,,,,,,2,,20,,7,,,,3,1,3,1,1,2,64,4,4,5,2,4,1,1,2,0.2385888652,,
25970,1,2,1,1,1927,1,,3,1,3,,,,,,,,1,,15,2,6,,,,3,1,3,1,1,2,81,5,5,6,3,5,1,1,1,0.2740470716,,
25970,2,2,2,2,1931,1,,3,1,2,,,,,,,,2,,13,,,,,,3,1,3,1,1,2,77,5,5,7,3,5,0,0,1,0.2740470716,,
26048,1,2,1,1,1942,1,,2,1,5,7,10,2,1961,2,,,1,,15,5,9,,,,3,1,9,2,3,2,66,5,5,6,3,5,1,1,1,0.2986623076,,2
26048,2,2,2,2,1944,1,,2,1,5,7,10,2,1963,2,,,2,,13,,,,,,12,2,9,2,3,2,64,4,4,7,3,5,0,0,1,0.2986623076,,2
26163,1,4,1,1,1956,1,,2,1,5,47,60,2,1975,2,,,1,,1,,4,,,,1,1,7,1,1,2,52,4,3,1,1,4,1,1,3,0.3661911142,,3
26163,2,4,2,2,1960,1,,2,1,3,,,,,,,,2,,1,,2,,,,7,1,7,1,1,2,48,3,3,1,1,2,0,1,3,0.3661911142,,
26163,3,4,1,5,1987,1,,1,2,4,,,,,,,,,2,1,,5,,2008,,7,1,7,1,1,2,21,1,1,1,1,4,0,1,3,0.3661911142,,
26163,4,4,1,5,1993,1,,1,2,3,,,,,,,,,2,17,,,,,,7,1,7,1,1,2,15,1,1,7,3,5,0,0,3,0.3661911142,,
26281,1,1,2,1,1922,1,,2,4,2,,,,,,,,1,,16,,,,,,11,2,11,2,3,0,86,5,5,6,3,5,1,1,1,0.4438627305,,
26310,1,3,1,1,1939,1,,4,1,3,,,,,,,,1,,15,2,2,,,,16,3,16,3,4,0,69,5,5,6,3,5,1,1,3,1.799620066,3,
26310,2,3,2,2,1941,1,,2,1,3,,,,,,,,2,,15,1,1,,,,5,1,16,3,4,0,67,5,5,6,3,5,0,1,3,1.799620066,,
26310,3,3,2,5,1975,1,,1,2,5,40,60,2,1995,2,,,3,,2,,4,,,,16,3,16,3,4,0,33,2,1,2,1,4,0,1,3,1.799620066,,1
26349,1,2,1,1,1932,1,,2,1,3,,,,,,,,1,,15,1,2,,,,7,1,7,1,1,3,76,5,5,6,3,5,1,1,2,0.4347756156,,
26349,2,2,2,2,1938,1,,2,1,3,,,,,,,,2,,15,2,7,,,,7,1,7,1,1,3,70,5,5,6,3,5,0,1,2,0.4347756156,,
26499,1,2,2,1,1928,1,,2,4,1,,,,,,,,1,,16,,,,,,20,3,20,3,5,0,80,5,5,6,3,5,1,1,2,0.8420017217,,
26499,2,2,1,5,1965,1,,4,2,2,,,,,,,,2,,16,,,,,,20,3,20,3,5,0,43,3,2,6,3,5,0,1,2,0.8420017217,2,
26574,1,3,1,1,1948,1,,2,1,5,48,60,2,1968,2,,,1,,2,,9,,,,3,1,13,3,4,2,60,4,4,2,1,3,1,1,2,1.9029306344,,2
26574,2,3,2,2,1952,1,,2,1,5,55,60,2,1971,2,,,2,,2,,9,,,,,,13,3,4,2,56,4,4,2,1,3,0,1,2,1.9029306344,,2
26574,3,3,2,5,1973,1,,2,2,5,39,60,2,1992,2,,,3,,11,,,,,,13,3,13,3,4,2,35,2,2,7,3,5,0,0,2,1.9029306344,,5
26653,1,1,2,1,1933,1,,3,4,2,,,,,,,,1,,16,,,,,,20,3,7,1,1,2,75,5,5,6,3,5,1,1,1,0.2865884908,,
26684,1,2,2,1,1944,1,,4,4,2,,,,,,,,1,,13,,,,,,15,3,3,1,1,2,64,4,4,7,3,5,0,0,1,1.2033717396,3,
26684,2,2,1,5,1967,1,,2,2,3,,,,,,,,2,,1,,2,,,,,,3,1,1,2,41,3,2,1,1,2,1,1,1,1.2033717396,,
27109,1,1,2,1,1925,1,,3,4,1,,,,,,,,1,,16,,,,,,19,3,19,3,5,1,83,5,5,6,3,5,1,1,1,0.8436123021,,
27114,1,2,2,1,1938,1,,4,1,2,,,,,,,,1,,13,,,,,,19,3,19,3,5,1,70,5,5,7,3,5,0,0,1,0.8436229268,3,
27114,2,2,1,2,1924,1,,5,1,2,,,,,,,,2,,15,1,1,,,,19,3,19,3,5,1,84,5,5,6,3,5,1,1,1,0.8436229268,3,
27116,1,2,1,1,1937,1,,3,1,3,,,,,,,,1,,15,1,4,,,,19,3,19,3,5,1,71,5,5,6,3,5,1,1,1,0.8436229268,,
27116,2,2,2,2,1940,1,,3,1,3,,,,,,,,2,,13,,,,,,19,3,19,3,5,1,68,5,5,7,3,5,0,0,1,0.8436229268,,
27123,1,3,1,1,1949,1,,2,1,2,,,,,,,,1,,16,,,,,,19,3,19,3,5,1,59,4,4,6,3,5,0,1,2,0.9556810999,,
27123,2,3,2,2,1953,1,,2,1,5,48,60,2,1970,2,,,2,,13,,,,,,19,3,19,3,5,1,55,4,4,7,3,5,0,0,2,0.9556810999,,5
27123,3,3,2,5,1978,1,,2,2,7,110,110,2,2004,,2,,3,,2,,9,,,9,19,3,19,3,5,1,30,1,1,2,1,3,1,1,2,0.9556810999,,5
27155,1,4,1,1,1957,1,,2,1,5,36,60,2,1976,2,,,1,,8,,7,,,,19,3,19,3,5,2,51,4,3,5,2,4,1,1,1,0.2745088441,,3
27155,2,4,2,2,1961,1,,2,1,5,39,60,2,1978,2,,,2,,12,1,7,,,,19,3,19,3,5,2,47,3,3,7,3,5,0,0,1,0.2745088441,,5
27155,3,4,1,5,1989,1,,2,2,5,60,100,2,2008,2,,,3,,17,,,,,,19,3,19,3,5,2,19,1,1,7,3,5,0,0,1,0.2745088441,,2
27155,4,4,2,5,1995,1,,2,2,2,,,,,,,,4,,17,,,,,,19,3,19,3,5,2,13,1,1,7,3,5,0,0,1,0.2745088441,,
27157,1,4,1,1,1960,1,,2,1,3,,,,,,,,1,,7,,5,,,,19,3,19,3,5,2,48,3,3,4,2,4,1,1,2,0.2440521351,,
27157,2,4,2,2,1963,1,,2,1,5,45,60,2,1983,2,,,2,,2,,1,,,,19,3,19,3,5,2,45,3,3,2,1,1,0,1,2,0.2440521351,,2
27157,3,4,2,5,1990,1,,1,2,3,,,,,,,,3,,17,,,,,,19,3,19,3,5,2,18,1,1,7,3,5,0,0,2,0.2440521351,,
27157,4,4,1,5,1996,1,,1,2,2,,,,,,,,4,,17,,,,,,19,3,19,3,5,2,12,1,1,7,3,5,0,0,2,0.2440521351,,
27224,1,3,1,1,1950,1,,1,1,3,,,,,,,,1,,15,2,9,,,,12,2,12,2,3,0,58,4,4,6,3,5,1,1,2,1.6588750791,,
27224,2,3,2,2,1953,1,,1,1,5,38,60,2,1972,2,,,2,,8,,4,,,,12,2,12,2,3,0,55,4,4,5,2,4,0,1,2,1.6588750791,,2
27224,3,3,1,5,1979,1,,1,2,5,40,60,2,2001,2,,,3,,12,1,2,,,,12,2,12,2,3,0,29,1,1,7,3,5,0,0,2,1.6588750791,,2
27238,1,3,1,1,1952,1,,1,1,3,,,,,,,,1,,1,,2,,,,12,2,12,2,3,0,56,4,4,1,1,2,1,1,2,2.1591235704,,
27238,2,3,2,2,1961,1,,1,1,3,,,,,,,,2,,2,,6,,,,12,2,12,2,3,0,47,3,3,2,1,4,0,1,2,2.1591235704,,
27238,3,3,1,5,1981,1,,1,2,5,36,60,2,2003,2,,,3,,11,,,,,,12,2,12,2,3,0,27,1,1,7,3,5,0,0,2,2.1591235704,,1
27505,1,1,1,1,1945,1,,3,4,3,,,,,,,,1,,15,1,5,,,,16,3,8,1,2,2,63,4,4,6,3,5,1,1,1,0.3479365523,,
27509,1,2,1,1,1931,1,,3,1,2,,,,,,,,1,,15,1,5,,,,8,1,8,1,2,2,77,5,5,6,3,5,1,1,2,0.3745452568,,
27509,2,2,2,2,1934,1,,3,1,2,,,,,,,,2,,15,1,8,,,,8,1,8,1,2,2,74,5,5,6,3,5,0,1,2,0.3745452568,,
27730,1,4,2,1,1949,1,,2,1,3,,,,,,,,1,,13,,,,,,20,3,20,3,5,1,59,4,4,7,3,5,0,0,2,0.1977364225,,
27730,2,4,1,2,1939,1,,2,1,2,,,,,,,,2,,15,1,2,,,,20,3,20,3,5,1,69,5,5,6,3,5,1,1,2,0.1977364225,,
27730,3,4,2,5,1972,1,,2,2,3,,,,,,,,3,,1,,7,,,,20,3,20,3,5,1,36,2,2,1,1,4,0,1,2,0.1977364225,,
27730,4,4,1,5,1985,1,,2,2,5,70,100,2,2008,2,,,4,,11,,,,,,20,3,20,3,5,1,23,1,1,7,3,5,0,0,2,0.1977364225,,2
27734,1,2,2,1,1951,1,,2,1,3,,,,,,,,1,,13,,,,,,20,3,20,3,5,1,57,4,4,7,3,5,0,0,1,0.1614044331,,
27734,2,2,1,2,1947,1,,2,1,2,,,,,,,,2,,15,1,2,,,,20,3,20,3,5,1,61,4,4,6,3,5,1,1,1,0.1614044331,,
27739,1,1,2,1,1938,1,,3,4,2,,,,,,,,1,,16,,,,,,20,3,20,3,5,1,70,5,5,6,3,5,1,1,1,0.1943196021,,
27742,1,2,2,1,1932,1,,3,4,1,,,,,,,,1,,16,,,,,,20,3,20,3,5,1,76,5,5,6,3,5,1,1,2,0.2509212187,,
27742,2,2,2,5,1974,1,,2,2,7,110,110,1,2004,,2,,2,,3,,9,,,9,20,3,20,3,5,1,34,2,1,2,1,3,0,1,2,0.2509212187,,5
27744,1,2,2,1,1947,1,,2,1,2,,,,,,,,1,,15,1,1,,,,20,3,20,3,5,1,61,4,4,6,3,5,0,1,2,0.1873410399,,
27744,2,2,1,2,1937,1,,2,1,2,,,,,,,,2,,15,8,1,,,,20,3,20,3,5,1,71,5,5,6,3,5,1,1,2,0.1873410399,,
27881,1,1,1,1,1928,1,,3,4,4,,,,,,,,1,,15,1,2,,,,3,1,3,1,1,2,80,5,5,6,3,5,1,1,1,0.3524691829,,
