nquest,npagcart,npagcaan,nprel1,nprel1an,prelmed1,pagam4u,pagam4,pagam4an,nprel2,nprel2an,prelmed2,assban,nassban,nassban2,assdep,limass,ammass,checkcc,checktipo,scont1,scont2,scont3,scont4
805666,,,3,,120,2,,,,6,300,2,,,2,,,1,1,2,2,2,1
805668,,,,,,,,,2,,300,2,,,3,,,5,3,2,2,2,2
805669,,,3,,200,1,4,,1,,450,2,,,2,,,2,1,2,2,2,2
805695,,,,,,,,,,,,,,,,,,,,2,2,2,1
805705,,,,,,,,,1,,500,2,,,3,,,4,3,1,,,
805719,,,,,,,,,,3,200,2,,,2,,,2,3,2,2,1,
805722,,,,,,,,,4,,250,2,,,2,,,3,4,2,2,2,2
805733,,,,,,,,,,3,300,2,,,2,,,3,2,2,2,2,2
805753,,,,,,,,,,2,400,2,,,2,,,3,3,2,2,1,
805757,,,,,,,,,2,,200,2,,,2,,,3,3,2,2,1,
805770,2,,,7,100,2,,,,3,200,1,,10,2,,,3,1,2,2,1,
805781,,,,,,,,,3,,200,2,,,2,,,3,1,2,2,2,1
805788,,,3,,100,1,2,,2,,200,1,,4,2,,,3,1,2,2,2,1
805791,,,0,,,1,4,,2,,200,2,,,2,,,3,3,2,1,,
805812,,,2,,200,1,4,,2,,200,2,,,2,,,3,3,2,2,2,1
805819,,,2,,150,1,6,,0,,,2,,,2,,,3,3,2,2,2,1
805830,,,4,,100,1,,10,2,,200,2,,,3,,,3,1,2,2,1,
805853,,,,,,,,,2,,250,1,1,,3,,,3,1,2,1,,
805856,5,,5,,300,1,3,,3,,200,1,2,,2,,,1,1,2,2,1,
805861,,,0,,,1,4,,2,,200,2,,,2,,,3,3,2,2,2,2
805870,,,,,,,,,4,,150,2,,,2,,,4,3,2,2,1,
805872,,4,2,,150,1,2,,,10,200,1,,6,2,,,3,1,2,2,1,
805901,1,,1,,200,1,5,,2,,200,2,,,1,3,,3,3,2,2,2,1
805984,,,,,,,,,,,,,,,,,,,,2,1,,
806069,,3,2,,300,2,,,1,,500,2,,,1,2,,4,1,2,1,,
806074,,,,,,,,,1,,1200,2,,,1,3,,4,1,2,2,2,2
806094,,,1,,300,2,,,0,,,1,,3,2,,,2,1,2,2,1,
806107,,,4,,250,1,4,,,4,1000,1,,5,2,,,1,1,2,1,,
806137,,,,,,,,,,2,500,1,1,,3,,,4,1,2,2,1,
806138,,,,,,,,,,,,,,,,,,,,2,2,2,2
806145,3,,5,,150,1,4,,3,,200,1,,2,2,,,3,2,2,2,2,2
806149,,,,,,,,,,,,,,,,,,,,2,2,2,2
806171,3,,2,,250,1,2,,1,,1000,1,,5,1,3,,4,1,2,2,2,2
806206,,,,4,750,2,,,,4,750,1,,3,3,,,3,1,2,1,,
806208,,,0,,,1,4,,2,,250,2,,,2,,,4,4,2,2,1,
806224,,,2,,200,1,2,,4,,150,1,,3,2,,,3,1,2,1,,
806237,,,,,,,,,2,,250,2,,,2,,,3,3,2,2,1,
806256,,,4,,100,1,4,,2,,100,1,,4,2,,,3,1,2,2,1,
806270,3,,2,,150,1,2,,2,,100,1,,8,3,,,3,1,2,2,1,
806276,,,0,,,1,5,,2,,300,1,,2,2,,,3,3,2,2,2,1
806289,,,,,,,,,2,,500,2,,,3,,,3,3,2,1,,
806301,4,,4,,150,2,,,1,,400,1,,1,1,3,,2,2,2,2,1,
806308,,,3,,500,2,,,,,,,,,,,,,,2,2,2,2
806318,,,,,,,,,4,,400,1,2,,1,1,100000,5,3,2,2,1,
806378,,,,,,,,,3,,750,2,,,2,,,4,4,2,2,2,2
806414,,,,3,400,1,3,,0,,,2,,,1,2,,3,1,2,2,2,2
806427,,,,,,,,,3,,150,2,,,2,,,3,2,2,1,,
806436,,,,,,,,,3,,300,2,,,2,,,3,3,2,2,1,
806443,,,2,,200,1,3,,0,,,2,,,2,,,3,1,2,2,2,1
806447,,,,,,,,,,2,250,2,,,2,,,3,1,2,2,1,
806473,4,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,1
806483,,,3,,150,1,2,,0,,,1,,6,2,,,3,1,2,2,1,
806506,,,,,,,,,2,,200,2,,,2,,,1,1,2,1,,
806512,,,4,,100,1,,4,0,,,1,,2,1,3,,1,2,2,2,2,2
806522,,11,,11,100,1,5,,,3,2000,2,,,3,,,3,1,2,2,2,2
806532,,,,,,,,,0,,,1,,3,1,1,22000,4,1,2,2,2,2
806537,20,,4,,100,1,50,,1,,100,1,,6,1,1,100000,3,2,2,2,2,2
806546,,,,,,,,,0,,,2,,,3,,,3,3,1,,,
806549,,1,,10,250,1,3,,0,,,1,,3,3,,,1,1,2,2,2,2
806555,,1,4,,250,1,10,,,8,250,1,,2,1,2,,2,2,2,2,2,2
806563,1,,3,,300,1,8,,0,,,2,,,1,1,100000,2,1,2,2,2,2
806564,,,4,,100,1,8,,0,,,1,,3,1,1,103000,3,1,2,2,2,2
806579,,,,,,,,,,,,,,,,,,,,2,2,2,2
806583,3,,0,,,1,4,,0,,,1,1,,1,1,100000,3,2,2,2,2,2
806585,,4,2,,250,1,4,,0,,,1,1,,1,1,100000,2,1,2,2,1,
806586,,,4,,250,1,,8,0,,,2,,,3,,,2,1,2,2,2,2
806590,1,,2,,500,1,2,,0,,,1,,1,1,1,100000,3,1,2,2,2,2
806591,10,,10,,150,1,10,,0,,,1,,6,1,1,100000,3,3,2,2,2,2
806601,,,2,,250,1,,10,1,,500,2,,,2,,,1,1,2,1,,
806603,,,1,,1000,1,3,,1,,1000,1,,1,1,3,,3,3,2,2,2,2
806627,,,2,,500,1,6,,,8,700,1,,5,3,,,2,3,2,2,2,1
806628,6,,4,,250,1,10,,,8,500,1,2,,1,3,,1,2,2,2,2,2
806631,,,2,,400,1,2,,0,,,2,,,3,,,2,3,2,1,,
806640,,,,,,,,,1,,640,2,,,3,,,3,4,1,,,
806643,6,,5,,500,1,6,,,10,1500,1,4,,1,3,,1,1,2,2,2,2
806661,3,,4,,250,1,5,,0,,,1,,4,3,,,1,2,2,1,,
806694,,,,,,,,,,,,,,,,,,,,1,,,
806727,,,,,,,,,,,,,,,,,,,,2,2,2,1
806734,,,,,,,,,,,,,,,,,,,,2,2,2,2
806737,,,3,,250,2,,,3,,250,2,,,1,2,,1,2,2,2,2,1
806815,,,3,,150,1,8,,0,,,1,,6,1,3,,2,2,2,2,1,
806976,,,,,,,,,,,,,,,,,,,,2,2,1,
806983,0,,2,,200,1,7,,,3,300,2,,,1,3,,3,1,2,2,2,1
806993,,,6,,200,2,,,,4,300,2,,,2,,,3,1,2,2,2,1
807049,,,,,,,,,1,,1000,2,,,1,1,100000,4,2,2,2,2,2
807055,,,1,,200,1,,2,0,,,2,,,3,,,3,2,2,2,2,2
807066,1,,4,,250,1,1,,0,,,1,,11,1,1,100000,3,1,2,1,,
807074,0,,2,,300,1,10,,2,,300,1,,7,1,1,100000,3,1,2,2,2,1
807096,,,,,,,,,,,,,,,,,,,,2,2,2,2
807131,,2,,7,200,1,,2,,2,1000,1,,3,3,,,3,3,2,2,1,
807135,,,,,,,,,1,,700,1,,2,3,,,3,1,2,1,,
807142,8,,2,,250,1,1,,0,,,1,,4,2,,,1,3,2,2,1,
807165,3,,1,,250,1,2,,,3,10000,1,,4,1,2,,3,1,2,2,2,1
807189,,,,,,,,,3,,400,2,,,2,,,3,3,1,,,
807195,,,,,,,,,,,,,,,,,,,,2,1,,
807203,,,,,,,,,,,,,,,,,,,,2,2,2,2
807229,,,,,,,,,,,,,,,,,,,,2,2,2,2
807248,,,2,,300,1,5,,0,,,2,,,1,3,,4,1,2,2,1,
807255,,,,,,,,,3,,450,2,,,2,,,6,6,2,1,,
807325,3,,2,,250,1,15,,4,,200,1,,7,3,,,1,3,2,2,2,2
807383,,,,,,,,,3,,800,2,,,2,,,4,2,2,2,1,
807404,,,0,,,1,2,,1,,300,2,,,2,,,4,3,1,,,
807441,10,,,,,,,,0,,,1,1,,2,,,1,3,2,2,2,2
807449,,,,,,,,,1,,1600,2,,,3,,,1,3,2,2,2,2
807462,,6,4,,250,2,,,0,,,2,,,3,,,4,3,2,2,2,2
807466,,,,,,,,,1,,600,2,,,2,,,4,4,2,1,,
807474,,,,,,,,,1,,400,2,,,2,,,4,3,2,2,1,
807536,,,2,,150,2,,,3,,200,2,,,3,,,3,1,2,2,1,
807539,2,,6,,200,1,2,,,10,200,1,,10,2,,,2,1,2,2,2,2
807598,,,,,,,,,3,,200,1,,10,2,,,3,1,2,2,2,1
807600,,,,,,,,,2,,350,2,,,2,,,3,3,2,2,2,1
807667,,,,,,,,,,,,,,,,,,,,1,,,
807674,,,10,,100,1,2,,2,,200,1,,6,1,2,,2,3,1,,,
807678,3,,4,,200,1,10,,,10,200,1,,6,2,,,2,2,2,2,1,
807692,,6,,4,100,1,6,,,6,200,1,3,,2,,,1,1,2,2,2,2
807703,3,,,10,200,1,2,,0,,,2,,,2,,,4,5,1,,,
807757,,,2,,100,2,,,2,,100,2,,,3,,,3,2,1,,,
807760,,,,,,,,,,,,,,,,,,,,1,,,
807761,,,,,,,,,3,,500,2,,,3,,,3,3,2,2,1,
807772,3,,2,,100,1,4,,1,,100,1,2,,1,1,100000,2,1,1,,,
807777,,,,,,,,,,,,,,,,,,,,2,2,1,
807785,,,,,,,,,,,,,,,,,,,,2,1,,
807803,1,,1,,100,1,2,,0,,,2,,,3,,,2,1,2,2,1,
807807,3,,1,,100,1,4,,2,,100,1,1,,3,,,2,1,2,2,2,1
807811,,,1,,200,1,3,,2,,100,2,,,3,,,2,2,2,2,2,1
807822,,,,,,,,,,,,,,,,,,,,1,,,
807874,,,,,,,,,,,,,,,,,,,,1,,,
807886,,,1,,300,2,,,0,,,2,,,2,,,3,3,2,2,1,
807905,,,,,,,,,,,,,,,,,,,,2,2,1,
807941,,,,,,,,,,,,,,,,,,,,2,2,1,
807948,,,,,,,,,,,,,,,,,,,,2,1,,
807955,,,,,,,,,,2,600,2,,,2,,,3,2,1,,,
807960,,,,,,,,,,,,,,,,,,,,1,,,
807961,,,,,,,,,,,,,,,,,,,,1,,,
807963,,,,,,,,,,,,,,,,,,,,2,2,2,2
807968,,,,,,,,,,,,,,,,,,,,2,2,1,
807986,,,3,,300,2,,,1,,200,2,,,1,3,,2,1,2,2,2,2
807989,,,4,,400,1,2,,0,,,2,,,1,3,,3,1,2,2,2,2
807992,,,,,,,,,,,,,,,,,,,,2,2,2,1
807993,,,,,,,,,,,,,,,,,,,,2,2,2,2
807995,,,3,,240,1,3,,0,,,2,,,2,,,2,3,2,2,1,
808028,,,,,,,,,2,,400,1,,3,3,,,2,1,2,2,2,2
808098,0,,,3,200,1,,7,1,,200,1,,4,1,3,,3,1,2,2,2,2
808103,,,,,,,,,,,,,,,,,,,,2,2,2,2
808118,,3,5,,250,1,6,,1,,1600,1,,5,1,1,100000,3,1,2,2,2,2
808134,,,3,,250,2,,,1,,250,1,,1,3,,,3,1,1,,,
808165,,,,,,,,,,,,,,,,,,,,1,,,
808168,,,,,,,,,,,,,,,,,,,,2,1,,
808169,,,1,,200,1,2,,2,,500,2,,,2,,,3,1,2,2,2,1
808203,,,,,,,,,,,,,,,,,,,,2,1,,
808206,,,0,,,1,,10,2,,500,1,,3,2,,,3,1,2,2,1,
808214,,,2,,200,2,,,,2,500,1,,10,3,,,3,2,1,,,
808308,,,,3,250,2,,,,8,500,2,,,1,3,,4,3,2,2,2,1
808310,,,,,,,,,,,,,,,,,,,,2,1,,
808313,0,,2,,250,1,3,,50,,100,2,,,1,1,100000,3,1,2,1,,
808318,,1,,2,250,2,,,1,,200,2,,,1,2,,3,2,2,1,,
808319,,,,,,,,,,,,,,,,,,,,1,,,
808379,,,2,,100,2,,,0,,,1,,4,3,,,3,1,2,2,2,2
808384,,,4,,250,1,4,,,7,600,1,,1,1,3,,3,2,1,,,
808457,5,,1,,100,1,2,,0,,,2,,,1,3,,2,2,2,2,2,2
808473,1,,6,,100,1,5,,6,,100,1,1,,1,3,,2,2,2,2,2,2
808488,,,,,,,,,0,,,2,,,2,,,6,6,2,2,2,1
808493,,,,,,,,,1,,1400,2,,,2,,,3,3,1,,,
808530,2,,4,,200,1,,10,0,,,1,1,,2,,,4,1,2,2,2,1
808551,6,,3,,250,1,6,,0,,,1,,8,1,3,,1,1,2,2,2,2
808556,,,,,,,,,3,,250,2,,,3,,,4,3,2,2,1,
808567,,6,,8,300,1,15,,,4,1000,1,,10,2,,,1,1,2,2,2,2
808573,,,5,,150,1,6,,,2,300,1,,4,1,3,,2,2,2,2,2,2
808595,,,5,,250,1,5,,3,,200,2,,,1,3,,1,3,2,2,1,
808610,,,4,,200,1,6,,,2,500,2,,,1,3,,2,1,2,2,2,2
808643,,,,,,,,,8,,200,1,,4,3,,,6,2,2,2,2,2
808645,1,,3,,250,1,6,,4,,100,1,,3,1,1,110000,1,2,2,2,2,2
808657,2,,3,,200,1,3,,,2,500,2,,,1,3,,3,2,2,2,2,2
808658,1,,3,,200,1,2,,,2,500,2,,,3,,,3,1,2,2,2,2
808673,,,,,,,,,4,,150,2,,,2,,,4,1,2,2,1,
808684,,5,0,,,1,2,,2,,400,1,,6,3,,,3,2,2,2,2,2
808688,,,3,,50,2,,,0,,,2,,,3,,,4,1,2,2,2,2
808702,1,,3,,250,1,5,,0,,,1,17,,1,3,,1,2,2,2,2,1
808703,,,2,,200,1,2,,2,,200,2,,,3,,,2,2,2,2,2,2
808708,,,0,,,2,,,4,,150,1,,5,1,3,,1,1,2,2,2,2
808715,,,,,,,,,3,,100,2,,,2,,,2,1,2,2,1,
808732,,6,3,,100,2,,,,1,300,2,,,3,,,2,2,2,2,2,2
808739,,,,10,50,2,,,15,,300,2,,,2,,,3,1,2,2,1,
808741,,,,,,,,,1,,300,2,,,1,3,,4,3,2,2,1,
808745,,2,4,,250,2,,,0,,,1,1,,3,,,2,1,2,2,2,1
808749,8,,1,,500,1,8,,2,,250,1,,1,2,,,2,2,2,2,2,2
808765,4,,4,,250,1,3,,,2,2000,1,,8,1,2,,3,1,2,2,2,2
808767,,8,10,,300,1,4,,4,,200,1,,4,3,,,3,1,2,2,1,
808779,,,3,,200,1,4,,2,,500,1,,4,1,1,100000,2,1,2,2,2,2
808796,4,,3,,200,1,8,,3,,500,1,,8,1,1,100000,2,1,2,2,2,2
808814,,10,5,,250,1,8,,1,,200,2,,,3,,,2,2,2,2,2,2
808821,,,2,,250,1,3,,2,,200,2,,,3,,,3,1,2,2,2,2
808824,,,,,,,,,,,,,,,,,,,,2,2,1,
808839,3,,4,,400,1,10,,0,,,1,,2,1,3,,4,2,2,2,2,2
808851,,,1,,200,1,2,,0,,,1,,2,3,,,2,3,2,2,2,2
808857,,,10,,50,1,5,,0,,,2,,,1,3,,2,2,2,2,2,2
808863,,,2,,100,2,,,1,,200,2,,,2,,,3,2,2,2,2,2
808884,4,,6,,200,1,,5,0,,,1,,3,3,,,4,1,2,2,2,2
808888,,,,,,,,,,,,,,,,,,,,2,2,2,2
808891,,2,4,,200,1,4,,,3,500,1,,2,2,,,2,2,2,2,2,2
808914,,,,,,,,,0,,,2,,,2,,,3,2,2,2,1,
808968,,,3,,300,1,2,,3,,200,1,2,,3,,,4,1,2,2,1,
808971,,,1,,300,1,5,,,10,300,1,,5,3,,,2,1,2,2,1,
808975,,,4,,300,1,6,,0,,,1,,7,3,,,3,1,2,2,2,2
808989,3,,4,,100,1,2,,0,,,2,,,3,,,3,3,2,2,1,
809042,10,,30,,500,1,30,,10,,500,1,30,,1,3,,1,1,2,2,2,2
809043,,,4,,150,1,4,,0,,,2,,,3,,,3,1,2,2,2,1
809162,0,,3,,200,1,4,,,5,250,1,,4,1,3,,4,1,2,1,,
809174,,,3,,200,1,3,,2,,1000,1,3,,1,3,,6,1,2,2,2,1
809176,,,,,,,,,2,,350,1,,5,3,,,4,2,2,2,1,
809204,,2,5,,150,1,8,,3,,200,1,,4,3,,,4,1,2,2,2,1
809212,,,2,,350,2,,,,3,300,2,,,2,,,3,2,2,1,,
809217,,,,,,,,,,,,,,,,,,,,2,2,1,
809224,,,,,,,,,,,,,,,,,,,,2,2,2,2
809273,,,,,,,,,,,,,,,,,,,,1,,,
809276,,2,,1,100,2,,,1,,1200,2,,,3,,,5,4,2,1,,
809284,,,2,,500,1,2,,,1,500,1,,1,3,,,5,4,1,,,
809298,,,2,,200,2,,,,5,500,1,,1,3,,,3,1,2,2,2,2
809314,,,,,,,,,2,,500,2,,,3,,,3,1,2,2,2,2
809319,10,,,,,,,,0,,,1,10,,3,,,1,1,1,,,
809341,3,,5,,100,1,2,,1,,700,1,,1,3,,,2,1,2,1,,
809349,,,,,,,,,,,,,,,,,,,,2,2,2,2
809352,,,,,,,,,,,,,,,,,,,,2,2,2,2
809355,,4,1,,250,2,,,,3,1000,1,1,,2,,,3,1,2,2,2,2
809362,2,,,,,,,,1,,800,2,,,2,,,2,3,2,2,2,2
809387,,,,,,,,,,,,,,,,,,,,2,2,2,2
809394,,4,,,,,,,1,,600,2,,,2,,,3,1,2,2,2,2
809395,,,,,,,,,1,,1000,2,,,2,,,3,6,2,2,1,
809405,,3,,,,,,,1,,1000,2,,,2,,,3,6,2,2,2,2
809446,,1,,1,300,2,,,2,,300,2,,,2,,,4,2,2,2,2,2
809448,2,,0,,,2,,,2,,400,2,,,2,,,3,2,2,2,1,
809481,,,,,,,,,,1,200,2,,,2,,,2,3,2,2,1,
809494,,,6,,300,1,1,,,2,500,2,,,1,3,,3,3,2,1,,
809498,2,,2,,150,1,8,,0,,,1,,3,2,,,1,2,2,2,2,1
809506,3,,9,,250,1,5,,,2,3000,2,,,3,,,2,2,2,2,2,1
809565,25,,2,,200,1,5,,5,,200,1,,5,1,1,150000,1,1,2,2,2,2
809568,,,,,,,,,,,,,,,,,,,,2,2,2,2
809606,,,,,,,,,,,,,,,,,,,,2,2,2,2
809607,,,,,,,,,,,,,,,,,,,,2,2,2,2
809615,,,3,,200,1,,2,0,,,2,,,1,3,,3,2,2,2,2,2
809617,,,,,,,,,,,,,,,,,,,,1,,,
809628,,,,,,,,,1,,1300,2,,,2,,,3,3,2,2,2,2
809633,,,2,,250,1,2,,0,,,1,,5,2,,,2,1,2,2,1,
809636,,,2,,250,1,3,,0,,,1,,1,2,,,4,1,2,2,2,2
809644,4,,3,,200,2,,,2,,500,1,,3,2,,,2,1,2,2,1,
809739,,,,,,,,,,,,,,,,,,,,2,2,2,2
809747,,,,,,,,,2,,1000,2,,,2,,,3,1,1,,,
809754,,,,,,,,,2,,300,2,,,2,,,2,4,2,2,2,2
809755,,,,,,,,,0,,,2,,,2,,,3,1,2,2,2,2
809758,,,,,,,,,1,,300,2,,,2,,,2,4,1,,,
809785,,,2,,400,2,,,0,,,2,,,2,,,4,2,2,2,2,2
809803,,,3,,300,1,4,,0,,,2,,,2,,,4,1,2,2,2,2
809809,,,,4,200,1,15,,1,,400,1,,4,1,1,100000,3,2,2,2,2,1
809810,3,,3,,300,2,,,3,,300,2,,,2,,,3,3,2,1,,
809818,,,,,,,,,0,,,2,,,3,,,6,6,2,2,2,2
809822,,,6,,250,1,6,,0,,,1,,4,1,1,100000,3,2,2,2,2,2
809823,,,3,,250,1,6,,0,,,1,,5,2,,,3,2,2,2,2,1
809831,,,,,,,,,2,,400,2,,,2,,,3,2,2,2,2,2
809839,,,,,,,,,,,,,,,,,,,,2,2,2,2
809842,,,,,,,,,,,,,,,,,,,,1,,,
809846,1,,2,,300,2,,,,5,300,2,,,2,,,3,2,2,2,2,2
809851,,,,,,,,,,,,,,,,,,,,2,2,2,1
809870,,,6,,200,1,12,,0,,,1,,6,1,1,100000,3,2,2,2,2,2
809872,,,2,,250,1,4,,0,,,1,,5,3,,,2,2,2,2,2,2
809886,,,,,,,,,3,,250,2,,,2,,,4,1,2,2,1,
809889,,,,,,,,,3,,200,2,,,2,,,3,4,2,2,2,2
809918,2,,1,,300,2,,,,8,300,1,,5,2,,,3,3,2,2,2,2
809929,2,,,,,,,,2,,300,2,,,2,,,3,2,2,2,1,
810027,6,,4,,150,1,2,,,2,200,1,,5,2,,,2,1,2,2,1,
810029,,,,,,,,,2,,200,2,,,2,,,3,3,2,2,1,
810039,,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,1
810042,,,,,,,,,2,,300,1,,3,2,,,3,3,2,2,2,1
810082,,,3,,150,1,2,,1,,200,2,,,2,,,2,1,2,2,2,1
810086,,,,,,,,,5,,120,2,,,2,,,2,2,2,1,,
810091,0,,2,,200,1,,6,2,,200,1,,5,2,,,3,1,2,2,1,
810097,,,3,,200,2,,,,4,200,2,,,3,,,3,1,2,2,2,2
810101,,,3,,200,1,,5,1,,200,2,,,3,,,2,1,2,2,2,2
810102,,6,,5,200,2,,,0,,,2,,,1,3,,3,2,2,2,2,1
810104,,,,,,,,,,,,,,,,,,,,2,2,2,2
810107,,,,,,,,,0,,,2,,,3,,,3,3,2,2,2,2
810122,,,,,,,,,0,,,2,,,3,,,3,1,2,2,2,2
810150,,,,,,,,,,10,400,2,,,1,3,,2,1,2,2,2,2
810161,,,,,,,,,,,,,,,,,,,,2,2,2,2
810186,3,,,,,,,,0,,,1,1,,2,,,1,1,2,2,2,2
810211,,,,,,,,,,,,,,,,,,,,2,2,2,2
810224,,,,,,,,,0,,,2,,,3,,,5,6,2,2,2,2
810323,,,6,,250,1,,6,0,,,2,,,3,,,2,4,2,2,2,2
810330,,,,,,,,,,,,,,,,,,,,2,2,2,2
810350,1,,3,,200,1,6,,0,,,2,,,2,,,3,1,2,2,1,
810353,20,,,10,1000,1,1,,,4,1000,1,3,,1,3,,1,1,1,,,
810357,2,,2,,500,1,2,,,5,500,1,,5,2,,,4,1,2,2,1,
810369,,3,,10,350,1,5,,,5,500,1,,3,1,3,,3,1,2,2,2,2
810380,54,,,,,,,,,10,500,1,1,,1,3,,1,1,2,2,2,2
810388,0,,0,,,2,,,0,,,2,,,1,2,,4,1,2,2,1,
810442,,,,10,800,1,4,,0,,,2,,,2,,,3,1,2,2,1,
810448,4,,2,,200,2,,,3,,200,2,,,2,,,4,1,2,2,2,1
810455,,,,,,,,,2,,1000,1,2,,1,3,,3,1,2,2,2,2
810469,10,,4,,300,1,4,,0,,,1,,7,3,,,4,1,2,2,2,1
810503,1,,,,,,,,,2,2000,1,,10,2,,,3,1,2,2,2,2
810508,,,3,,500,2,,,2,,1500,1,1,,1,3,,3,2,2,2,2,2
810512,,,0,,,1,5,,1,,500,2,,,2,,,3,3,2,2,2,1
810530,,,3,,150,1,3,,,1,100,2,,,2,,,3,1,2,2,1,
810549,,,,,,,,,1,,900,2,,,3,,,3,1,1,,,
810572,,,,,,,,,0,,,2,,,3,,,5,5,1,,,
810584,,,,,,,,,,4,400,2,,,2,,,4,3,2,2,1,
810628,2,,3,,150,2,,,2,,150,1,,8,2,,,2,1,2,2,2,2
810633,,,,,,,,,,,,,,,,,,,,2,1,,
810696,,,2,,200,1,3,,,3,200,1,,4,1,3,,3,3,1,,,
810738,,,2,,50,1,2,,0,,,2,,,3,,,3,1,2,2,2,2
810749,,,1,,250,1,4,,0,,,2,,,1,3,,3,2,2,2,2,2
810761,,,,,,,,,0,,,2,,,3,,,5,3,1,,,
810765,,,,,,,,,3,,200,2,,,2,,,3,1,2,2,1,
810766,,,,,,,,,3,,400,2,,,2,,,6,3,2,2,2,1
810775,,,2,,500,2,,,1,,1000,2,,,3,,,4,1,2,2,1,
810792,,,,3,1000,2,,,1,,1000,1,,3,3,,,3,2,1,,,
810823,,,2,,200,2,,,1,,200,2,,,2,,,5,1,2,2,2,1
810834,6,,4,,150,1,3,,2,,200,1,,6,2,,,3,1,2,2,2,1
810855,1,,2,,200,1,5,,,10,700,1,,2,1,3,,3,1,1,,,
810890,,,,,,,,,1,,300,2,,,2,,,4,3,2,2,2,1
810909,4,,2,,200,1,5,,,3,500,1,,2,2,,,4,4,2,2,2,1
810942,3,,3,,200,1,5,,,3,400,1,,3,1,3,,2,2,2,1,,
810943,,,3,,300,1,4,,0,,,1,,5,3,,,2,1,2,2,2,2
810947,0,,4,,250,1,1,,1,,150,1,,5,3,,,2,2,2,2,2,2
810949,,,,,,,,,,2,1750,1,,1,3,,,4,2,1,,,
810982,,,0,,,1,4,,0,,,1,,5,3,,,3,1,2,2,2,2
810984,1,,4,,500,1,3,,,7,500,1,,10,2,,,3,2,2,2,1,
811013,,,1,,250,2,,,3,,400,2,,,2,,,3,3,2,1,,
811016,,,4,,200,1,1,,1,,300,2,,,2,,,2,3,2,1,,
811020,,,5,,120,2,,,1,,100,2,,,2,,,3,3,2,1,,
811075,,6,4,,200,2,,,1,,400,2,,,3,,,3,3,2,1,,
811113,4,,1,,200,1,16,,,1,800,2,,,3,,,1,1,2,2,2,1
811149,3,,,4,200,1,4,,1,,350,2,,,2,,,2,2,2,2,2,1
811190,,,6,,180,1,2,,0,,,1,,4,1,1,100000,3,1,2,2,2,1
811202,,6,3,,150,1,10,,0,,,1,,3,1,3,,3,2,2,2,2,1
811215,,,4,,200,1,2,,0,,,2,,,3,,,3,1,2,2,2,1
811230,,,,8,500,2,,,0,,,2,,,3,,,3,1,2,2,2,1
811239,,,,,,,,,,,,,,,,,,,,2,2,2,1
811265,,,,,,,,,,,,,,,,,,,,2,2,1,
811294,,,,,,,,,,,,,,,,,,,,2,2,1,
811332,,,3,,300,2,,,,6,500,2,,,1,3,,2,1,2,2,1,
811347,4,,0,,,1,4,,0,,,1,1,,3,,,3,1,2,2,1,
811370,,,4,,120,1,2,,,10,100,1,,7,2,,,3,1,2,2,2,1
811371,4,,0,,,1,4,,3,,250,2,,,2,,,3,4,2,2,1,
811386,,,,,,,,,4,,150,2,,,2,,,5,4,2,2,1,
811407,3,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,1
811425,4,,0,,,1,6,,2,,500,2,,,2,,,2,2,2,2,2,2
811442,,,6,,250,1,3,,1,,1000,1,,2,1,2,,3,2,2,2,2,2
811474,2,,3,,150,1,4,,,4,500,1,1,,2,,,2,2,2,1,,
811484,,6,5,,250,1,7,,,2,400,1,1,,1,1,100000,1,2,1,,,
811499,6,,,,,,,,4,,250,2,,,1,3,,3,1,2,2,1,
811502,,,3,,200,1,2,,,1,1000,1,,3,1,3,,2,1,2,2,1,
811509,,,,,,,,,2,,300,1,,2,3,,,3,1,2,1,,
811512,,,5,,250,1,2,,,2,1500,1,,3,1,3,,4,1,2,2,1,
811516,,10,5,,200,1,10,,,1,1500,1,,6,1,3,,4,1,2,2,2,2
811534,,10,3,,150,1,4,,0,,,2,,,1,3,,4,3,2,1,,
811535,,,6,,350,1,10,,,4,1000,1,,3,3,,,4,1,2,2,1,
811537,,,,,,,,,3,,300,1,,4,3,,,4,3,2,2,1,
811570,,,,,,,,,10,,500,1,6,,3,,,1,2,2,2,2,2
811579,,,,,,,,,1,,1000,2,,,2,,,3,3,1,,,
811580,,,,,,,,,2,,500,2,,,2,,,3,2,2,2,1,
811583,,,,,,,,,1,,700,2,,,2,,,3,3,2,2,2,2
811590,,,,,,,,,2,,500,2,,,3,,,3,2,2,2,2,2
811600,,,,,,,,,,,,,,,,,,,,1,,,
811601,,,,,,,,,0,,,2,,,3,,,4,2,2,2,2,2
811603,,,,,,,,,,,,,,,,,,,,1,,,
811608,,2,3,,250,1,,8,2,,200,2,,,2,,,3,1,2,2,2,2
811609,,,,,,,,,,,,,,,,,,,,2,2,2,2
811619,,,,,,,,,1,,1000,2,,,2,,,3,2,2,2,1,
811659,10,,3,,250,1,3,,2,,500,1,,5,3,,,3,2,2,2,2,2
811674,,4,3,,250,1,,6,2,,250,2,,,1,3,,3,1,2,2,2,2
811691,,,,,,,,,2,,300,2,,,3,,,4,1,2,2,2,2
811692,2,,3,,200,1,5,,0,,,2,,,3,,,3,2,2,2,2,2
