nquest,npagcart,npagcaan,nprel1,nprel1an,prelmed1,pagam4u,pagam4,pagam4an,nprel2,nprel2an,prelmed2,assban,nassban,nassban2,assdep,limass,ammass,checkcc,checktipo,scont1,scont2,scont3,scont4
685908,,,,,,,,,1,,200,1,,5,2,,,3,3,2,2,2,2
685931,,,5,,100,1,2,,1,,200,2,,,1,3,,3,1,1,,,
685942,,,,,,,,,0,,,2,,,2,,,6,6,1,,,
685965,,,,,,,,,,,,,,,,,,,,2,1,,
685969,,,,,,,,,3,,200,2,,,2,,,4,3,2,2,2,2
686006,10,,10,,200,1,4,,4,,200,1,,7,2,,,1,3,1,,,
686014,,,,,,,,,2,,500,2,,,3,,,4,3,2,2,1,
686019,,,,,,,,,,,,,,,,,,,,2,2,2,2
686032,,,4,,200,1,2,,,2,300,2,,,1,3,,2,1,2,2,2,2
686073,,,,,,,,,,,,,,,,,,,,1,,,
686091,,,,,,,,,5,,120,1,1,,3,,,2,1,2,2,2,2
686103,,,,10,250,1,2,,0,,,1,,2,3,,,4,2,2,2,2,2
686113,,3,,,,,,,3,,300,2,,,1,2,,3,1,1,,,
686134,,,10,,350,1,5,,,2,600,1,,4,1,1,100000,3,2,1,,,
686141,1,,,2,200,2,,,,4,400,2,,,1,1,100000,4,1,2,2,2,1
686172,,,7,,300,1,8,,1,,1500,1,1,,2,,,1,2,2,2,2,2
686173,,8,,8,250,1,2,,,5,1000,1,1,,2,,,4,2,1,,,
686178,,1,2,,200,1,,6,1,,1000,1,,2,1,3,,3,2,2,2,2,2
686183,,,,,,,,,,,,,,,,,,,,2,2,1,
686185,,3,2,,200,2,,,0,,,2,,,2,,,2,1,2,2,2,2
686190,,,,,,,,,,,,,,,,,,,,2,2,1,
686234,,,,,,,,,,2,500,2,,,2,,,4,3,2,2,2,2
686237,,,,,,,,,,,,,,,,,,,,2,2,2,2
686253,,,,,,,,,,,,,,,,,,,,1,,,
686286,,,,,,,,,,,,,,,,,,,,2,2,2,2
686304,0,,10,,100,1,4,,2,,200,2,,,1,1,100000,2,1,2,2,2,1
686311,,,4,,200,1,3,,2,,220,1,6,,3,,,4,1,2,2,2,2
686318,,,,4,150,1,,6,0,,,2,,,2,,,3,3,2,2,1,
686326,,,,,,,,,2,,400,1,,3,2,,,2,3,2,2,1,
686373,1,,5,,300,1,2,,0,,,2,,,3,,,2,5,2,2,2,2
686374,,,4,,200,2,,,0,,,2,,,2,,,2,3,2,2,1,
686397,1,,4,,250,1,4,,,2,1000,2,,,3,,,4,1,2,2,2,1
686423,,,,,,,,,2,,500,1,,3,3,,,4,3,2,2,1,
686433,,,10,,500,2,,,3,,500,1,10,,1,3,,4,1,1,,,
686492,4,,,,,,,,2,,300,1,,6,1,3,,2,1,2,2,2,2
686494,,8,5,,300,1,3,,,10,500,1,,8,1,3,,1,1,2,2,2,1
686495,,,0,,,1,4,,,,,,,,,,,,,2,2,2,1
686497,,,2,,500,1,3,,0,,,2,,,2,,,3,1,2,2,1,
686499,,,4,,400,1,2,,0,,,1,,10,2,,,3,1,2,2,1,
686501,,,2,,400,2,,,0,,,1,,1,2,,,3,3,1,,,
686528,,,2,,100,2,,,2,,200,2,,,2,,,3,3,2,1,,
686534,,,,,,,,,,,,,,,,,,,,2,2,1,
686542,,,3,,300,1,5,,3,,300,1,,6,3,,,1,1,2,2,2,1
686559,,,,,,,,,4,,250,2,,,1,3,,3,2,1,,,
686579,,,0,,,2,,,1,,500,2,,,3,,,3,1,2,2,1,
686590,,,8,,100,1,3,,2,,200,1,,1,3,,,4,1,2,2,2,1
686596,,,,,,,,,,,,,,,,,,,,2,2,1,
686602,,,,,,,,,,,,,,,,,,,,2,2,1,
686612,,,,1,50,2,,,,11,200,2,,,3,,,3,3,2,2,2,2
686614,,,,,,,,,2,,600,2,,,3,,,4,1,2,2,2,1
686618,,,,,,,,,,,,,,,,,,,,2,2,2,2
686634,,,,,,,,,2,,300,2,,,2,,,3,3,2,2,1,
686645,,,,,,,,,2,,250,2,,,2,,,3,3,2,2,1,
686658,,,2,,300,1,,6,,3,400,1,,4,1,3,,3,1,2,2,2,1
686701,0,,3,,200,2,,,,3,500,2,,,1,3,,1,2,2,2,2,1
686713,,,,,,,,,2,,150,2,,,2,,,3,2,2,2,2,2
686714,,,2,,250,1,4,,0,,,2,,,2,,,3,2,2,2,2,1
686723,,,,,,,,,,,,,,,,,,,,2,2,1,
686730,,,0,,,1,5,,3,,200,2,,,2,,,4,4,2,2,2,1
686736,,,,,,,,,3,,200,2,,,2,,,3,3,2,2,2,2
686741,2,,3,,150,2,,,,8,200,2,,,2,,,3,3,2,2,2,2
686744,,,,,,,,,3,,150,2,,,2,,,3,4,2,2,2,2
686747,,,,,,,,,3,,200,2,,,2,,,4,2,2,2,2,1
686748,,5,,5,300,1,1,,,4,250,1,,5,2,,,3,2,2,2,2,2
686750,,,,,,,,,1,,200,2,,,2,,,3,2,2,2,2,1
686763,0,,0,,,2,,,3,,500,1,5,,3,,,3,3,1,,,
686806,,,,,,,,,,,,,,,,,,,,2,2,2,2
686810,,,,,,,,,,,,,,,,,,,,2,1,,
686831,,,,,,,,,,,,,,,,,,,,2,1,,
686862,,,,,,,,,,,,,,,,,,,,2,2,2,2
686863,,,,,,,,,,,,,,,,,,,,1,,,
686866,,,2,,250,1,,4,1,,500,2,,,3,,,4,3,2,2,1,
686870,,,,,,,,,2,,250,2,,,3,,,4,3,1,,,
686898,,,,,,,,,,,,,,,,,,,,1,,,
686913,,,,,,,,,,,,,,,,,,,,2,2,1,
686920,,,,,,,,,,,,,,,,,,,,2,1,,
686940,,5,8,,250,1,3,,0,,,1,1,,1,1,103000,1,1,2,2,1,
686993,,,4,,100,1,4,,0,,,1,,4,1,3,,3,3,2,2,2,2
686996,,,2,,300,1,2,,0,,,1,,5,1,1,103000,4,2,2,2,2,2
687002,,,4,,250,1,3,,0,,,2,,,2,,,3,3,1,,,
687018,,,1,,400,1,3,,2,,100,2,,,1,3,,4,4,2,2,1,
687024,,,8,,100,1,8,,1,,300,2,,,1,1,120000,1,2,2,2,2,1
687030,6,,4,,200,1,5,,,7,400,2,,,3,,,5,6,1,,,
687040,,,,,,,,,,,,,,,,,,,,1,,,
687056,,,5,,150,2,,,,6,500,2,,,3,,,4,2,2,2,1,
687063,4,,0,,,1,4,,2,,250,2,,,2,,,3,3,2,2,2,2
687076,1,,3,,200,1,,6,0,,,1,,4,2,,,1,2,2,1,,
687089,2,,6,,100,1,4,,0,,,2,,,1,3,,1,3,1,,,
687099,0,,4,,250,1,6,,1,,500,2,,,2,,,3,3,2,2,1,
687108,,,0,,,2,,,2,,600,2,,,3,,,6,4,2,1,,
687113,,,,,,,,,,,,,,,,,,,,2,1,,
687132,,,3,,200,1,4,,,2,300,1,,2,3,,,4,2,2,2,1,
687135,1,,3,,200,1,2,,1,,200,2,,,1,2,,5,4,2,2,2,2
687147,2,,2,,200,2,,,,6,100,2,,,2,,,2,1,2,2,2,1
687148,2,,2,,500,1,4,,0,,,1,,4,1,3,,3,1,2,2,1,
687151,,,2,,300,1,4,,0,,,2,,,3,,,4,3,2,2,1,
687157,,,,,,,,,,,,,,,,,,,,2,1,,
687168,,,,,,,,,2,,350,2,,,2,,,4,1,2,2,1,
687189,,,,,,,,,3,,350,2,,,1,3,,4,3,2,1,,
687195,,,6,,100,1,2,,0,,,2,,,2,,,3,3,2,1,,
687218,,,,,,,,,,3,200,2,,,2,,,6,6,2,2,2,2
687223,,,5,,100,2,,,,1,500,2,,,1,3,,1,1,2,2,1,
687250,2,,2,,200,1,2,,,10,600,1,,5,1,1,100000,2,1,2,2,2,1
687256,2,,4,,200,1,4,,0,,,1,1,,1,1,103000,3,3,2,2,2,2
687281,0,,7,,150,1,3,,0,,,1,,2,1,2,,3,1,2,2,2,2
687287,,,,,,,,,1,,500,2,,,2,,,3,2,2,2,2,2
687305,,,2,,250,1,,3,2,,300,2,,,1,3,,4,2,2,2,1,
687321,,,4,,150,1,4,,,3,250,1,,2,1,3,,5,1,2,1,,
687326,,,,,,,,,,,,,,,,,,,,2,1,,
687328,,,,,,,,,2,,250,2,,,3,,,4,1,1,,,
687336,,,4,,200,1,2,,0,,,2,,,2,,,3,3,1,,,
687353,,,,,,,,,0,,,2,,,1,1,100000,4,3,2,2,2,1
687361,,,,,,,,,1,,800,2,,,2,,,5,5,2,2,2,2
687383,,,,,,,,,1,,450,2,,,2,,,3,3,2,1,,
687403,,,10,,200,1,3,,1,,500,2,,,3,,,3,1,1,,,
687404,1,,5,,250,1,10,,,5,350,1,,10,1,1,15000,3,1,2,2,1,
687417,,,,6,250,2,,,0,,,1,,2,2,,,4,3,2,2,2,1
687462,,,,,,,,,2,,500,2,,,1,3,,4,3,2,2,1,
687492,,,2,,400,1,,5,2,,300,2,,,1,1,100000,2,1,2,1,,
687497,,,6,,150,1,4,,2,,200,1,,6,2,,,2,1,2,2,2,2
687532,,,,,,,,,,,,,,,,,,,,2,2,1,
687537,,,4,,300,1,6,,,,,,,,,,,,,2,1,,
687556,,,,7,250,1,,10,1,,500,2,,,3,,,3,3,2,2,1,
687560,2,,3,,250,1,1,,1,,500,2,,,2,,,4,1,2,2,2,1
687569,1,,5,,200,1,10,,0,,,2,,,1,2,,1,1,2,2,1,
687576,,,4,,300,2,,,1,,200,2,,,1,3,,4,2,2,2,2,1
687600,,,1,,500,1,5,,0,,,1,,8,1,1,100000,2,1,2,2,2,2
687660,,,,,,,,,2,,400,2,,,2,,,3,3,2,2,2,2
687685,,,2,,200,2,,,1,,1100,2,,,2,,,3,1,1,,,
687699,,10,5,,100,1,10,,0,,,2,,,2,,,2,2,1,,,
687833,,,,,,,,,,,,,,,,,,,,2,1,,
687845,,,,,,,,,,,,,,,,,,,,2,2,2,2
687847,,,,,,,,,,,,,,,,,,,,2,2,2,2
687849,,,,,,,,,,,,,,,,,,,,2,2,2,2
687876,,,3,,250,1,,4,1,,250,2,,,3,,,4,3,2,1,,
687878,,,,,,,,,0,,,2,,,2,,,5,4,2,2,2,2
687888,,,5,,300,1,3,,4,,250,2,,,2,,,4,3,2,2,2,2
687897,,,,,,,,,2,,600,1,,3,2,,,4,2,2,2,2,2
687915,,,2,,200,2,,,,,,,,,,,,,,1,,,
687933,,,,,,,,,3,,250,2,,,2,,,4,1,1,,,
687934,,,,4,250,2,,,,2,800,2,,,3,,,3,3,2,1,,
687939,,,6,,150,1,,7,15,,150,2,,,2,,,1,1,2,2,2,2
687961,,,5,,200,1,,9,2,,600,1,,5,1,3,,3,3,1,,,
687981,,8,2,,200,1,,10,,10,200,2,,,2,,,6,6,2,2,2,2
687986,,,4,,100,1,1,,,3,300,2,,,3,,,3,1,1,,,
687992,,,7,,250,2,,,1,,500,2,,,1,3,,4,3,2,2,2,1
687997,,,,,,,,,,,,,,,,,,,,2,2,2,2
688089,2,,3,,150,1,3,,,2,500,1,1,,3,,,3,2,2,2,2,2
688104,,,,,,,,,1,,800,2,,,2,,,4,5,2,1,,
688123,,,,,,,,,,,,,,,,,,,,2,2,2,2
688127,,,3,,100,1,4,,0,,,2,,,2,,,6,6,1,,,
688128,,,,,,,,,,,,,,,,,,,,2,2,2,2
688139,6,,4,,150,1,6,,,2,1000,1,,10,2,,,1,1,2,2,2,1
688157,,,2,,400,2,,,10,,200,2,,,3,,,2,2,2,1,,
688179,2,,3,,150,2,,,0,,,1,,5,2,,,3,2,2,2,2,2
688194,3,,5,,200,1,10,,,4,500,2,,,1,1,100000,1,1,2,2,2,1
688196,,,3,,100,1,6,,0,,,1,,1,3,,,3,2,1,,,
688214,,,1,,500,2,,,0,,,2,,,3,,,3,3,2,2,1,
688219,30,,10,,300,1,60,,,10,200,1,2,,1,1,100000,1,1,2,2,1,
688226,,,,,,,,,,,,,,,,,,,,2,1,,
688228,,,1,,600,2,,,1,,500,2,,,3,,,3,2,2,2,1,
688231,2,,5,,150,1,,10,0,,,1,,6,3,,,3,3,2,2,2,2
688233,,8,4,,200,1,3,,,1,1000,1,,2,3,,,3,3,2,1,,
688250,,,,,,,,,3,,250,2,,,1,3,,4,3,2,2,2,1
688264,,,,,,,,,3,,200,2,,,1,3,,3,1,2,1,,
688275,,,,,,,,,2,,500,2,,,3,,,4,3,2,2,1,
688277,,,,,,,,,,6,400,1,,6,2,,,4,1,1,,,
688282,,,,,,,,,,,,,,,,,,,,2,2,1,
688287,,,2,,250,1,4,,,5,200,2,,,1,3,,2,1,2,2,2,2
688296,,1,0,,,1,2,,,3,1000,1,,5,2,,,3,3,2,2,2,1
688323,0,,,4,450,1,4,,2,,300,1,,5,1,2,,3,1,2,1,,
688324,,,,,,,,,,,,,,,,,,,,2,2,2,1
688326,2,,4,,350,1,4,,,10,750,1,,4,3,,,3,2,2,2,2,1
688339,,,5,,200,1,,6,0,,,2,,,3,,,4,3,2,2,1,
688344,,,0,,,2,,,3,,100,2,,,2,,,4,3,1,,,
688351,,,0,,,2,,,2,,500,2,,,2,,,4,4,2,2,2,2
688390,,,10,,200,1,10,,2,,100,1,,2,1,1,100000,1,1,2,2,2,2
700213,,,6,,100,1,4,,,10,150,1,,10,3,,,3,1,2,2,1,
700306,,,,,,,,,,,,,,,,,,,,2,2,2,2
700316,,,1,,200,1,,10,0,,,2,,,2,,,4,3,2,2,2,2
700622,0,,2,,150,1,2,,,10,150,1,,4,2,,,3,2,2,2,2,2
700624,,,0,,,1,5,,2,,300,2,,,2,,,3,3,2,2,1,
700643,,,,,,,,,3,,300,2,,,2,,,3,3,2,2,1,
700651,4,,4,,120,1,2,,2,,200,1,,8,2,,,1,1,2,2,2,1
700714,3,,3,,200,1,3,,1,,200,1,,6,2,,,2,2,2,2,1,
700715,,,3,,100,1,2,,2,,100,2,,,2,,,2,2,2,2,1,
700730,,,,,,,,,2,,200,2,,,3,,,5,3,2,2,2,2
700738,,10,3,,100,1,2,,,10,150,2,,,2,,,2,1,2,1,,
700740,,,0,,,1,5,,2,,300,2,,,2,,,3,3,2,2,2,2
700826,,,4,,300,2,,,,4,300,1,,10,3,,,2,2,1,,,
700839,,,2,,200,2,,,,,,,,,,,,,,2,1,,
700913,,5,3,,300,1,4,,0,,,1,,2,3,,,3,2,2,2,2,2
700950,,,4,,250,1,5,,,10,500,1,,10,1,3,,3,3,2,2,2,1
701012,,10,4,,300,1,4,,0,,,1,,4,3,,,3,1,2,2,2,1
701035,,,,,,,,,2,,1000,2,,,2,,,2,2,1,,,
701037,,6,2,,600,1,6,,,10,600,1,,2,3,,,4,1,2,1,,
701111,,,,,,,,,2,,200,2,,,2,,,3,3,2,2,2,1
701240,,,,,,,,,,,,,,,,,,,,2,2,2,1
701361,,,3,,250,1,2,,0,,,2,,,3,,,4,3,2,2,2,2
701401,,,,,,,,,1,,1000,2,,,2,,,3,3,2,2,1,
701527,,,4,,50,2,,,1,,200,1,,4,3,,,2,3,2,2,2,1
701536,,,,,,,,,4,,200,1,1,,1,2,,3,1,2,2,2,1
701579,5,,2,,200,1,5,,0,,,1,,3,1,3,,2,1,2,2,1,
701650,5,,3,,250,1,6,,,1,3000,1,1,,2,,,1,1,2,2,2,1
701668,,,2,,250,1,4,,2,,500,1,,4,2,,,3,1,2,2,2,2
701727,,,,,,,,,2,,450,1,,2,2,,,4,1,2,2,1,
701872,,,3,,200,1,4,,0,,,1,,4,2,,,3,1,2,2,1,
702017,,3,,,,,,,0,,,1,,5,1,3,,3,1,2,2,2,2
702020,,3,5,,100,1,4,,1,,500,1,,2,2,,,2,2,2,2,2,2
702033,,,,8,50,1,,4,,1,500,1,,2,1,3,,4,2,2,2,1,
702046,,,,,,,,,1,,550,2,,,3,,,4,3,2,2,2,2
702053,,,,,,,,,,,,,,,,,,,,2,1,,
702235,,,,,,,,,3,,200,2,,,2,,,3,2,2,1,,
702432,0,,5,,100,1,2,,,7,100,1,,5,2,,,4,1,2,2,1,
702613,4,,4,,300,1,5,,2,,500,1,3,,2,,,3,3,2,1,,
702723,,,,,,,,,1,,500,2,,,3,,,4,3,2,1,,
702827,,,,10,500,1,6,,1,,700,1,,4,3,,,2,1,1,,,
702839,4,,2,,400,1,3,,0,,,1,,4,3,,,2,3,1,,,
702844,,,,,,,,,,,,,,,,,,,,2,2,1,
702853,,5,2,,500,1,6,,,10,500,1,,7,1,2,,2,3,2,2,2,2
702937,,,,,,,,,,,,,,,,,,,,1,,,
703122,,,1,,250,1,2,,,2,500,2,,,1,3,,3,3,1,,,
703258,0,,4,,250,1,4,,0,,,1,,1,3,,,2,3,2,1,,
703601,,,,4,100,2,,,0,,,2,,,3,,,3,3,1,,,
703712,3,,0,,,1,4,,3,,300,2,,,2,,,3,3,2,2,2,2
703717,3,,0,,,1,4,,2,,250,2,,,2,,,4,4,2,2,2,2
703745,,,,,,,,,2,,120,2,,,2,,,5,3,2,2,1,
703761,,,,,,,,,2,,200,2,,,2,,,3,2,2,1,,
703768,,,,,,,,,2,,200,2,,,2,,,3,3,2,2,1,
703830,,5,2,,1000,1,,2,0,,,2,,,1,3,,3,3,2,1,,
703837,,,,,,,,,0,,,2,,,2,,,4,3,2,2,2,2
703917,,,,,,,,,2,,300,2,,,3,,,4,3,2,1,,
704132,,,,,,,,,,9,1300,1,,4,2,,,3,3,2,2,2,2
704160,,,,7,250,2,,,2,,300,2,,,3,,,4,2,2,2,2,2
704212,,,,,,,,,3,,500,2,,,3,,,4,3,1,,,
704310,,,,,,,,,3,,200,1,,10,2,,,2,1,2,2,1,
704345,4,,2,,300,1,4,,1,,500,1,,4,2,,,3,3,2,2,1,
704372,4,,6,,100,1,3,,,10,150,1,,8,2,,,3,1,2,2,2,1
704516,,2,2,,300,1,4,,2,,300,2,,,2,,,3,3,2,2,2,2
704670,4,,0,,,1,4,,1,,300,1,,2,2,,,3,3,2,2,2,2
704743,,2,4,,200,2,,,0,,,2,,,3,,,1,1,2,2,1,
704748,5,,2,,100,1,5,,0,,,2,,,2,,,1,1,2,1,,
704766,,,10,,50,2,,,0,,,2,,,2,,,1,3,1,,,
704806,2,,2,,140,2,,,2,,300,2,,,2,,,3,2,1,,,
704825,,,,,,,,,,,,,,,,,,,,2,1,,
704900,10,,4,,100,1,20,,0,,,2,,,1,3,,3,1,1,,,
705012,3,,8,,300,1,5,,1,,400,1,,3,1,1,103000,3,2,2,2,2,1
705116,,,4,,300,1,,1,1,,200,2,,,2,,,2,3,1,,,
705124,,,,,,,,,,7,100,2,,,3,,,1,3,1,,,
705140,,,14,,100,1,10,,0,,,1,,1,2,,,1,1,2,2,2,1
705176,,,,,,,,,1,,990,2,,,3,,,3,2,1,,,
705210,0,,0,,,2,,,6,,150,1,,5,3,,,1,2,2,2,2,1
705222,,,,,,,,,1,,400,2,,,2,,,4,3,2,2,1,
705244,,,,,,,,,8,,100,2,,,2,,,3,1,2,2,2,1
705513,,,,5,200,1,,3,,2,500,1,,1,3,,,4,1,1,,,
705637,,,2,,250,2,,,0,,,1,,3,1,3,,2,1,2,2,2,2
705777,,,,,,,,,,,,,,,,,,,,1,,,
705807,,,3,,250,2,,,3,,500,2,,,3,,,3,1,1,,,
705976,1,,10,,250,1,2,,0,,,1,1,,1,3,,3,1,1,,,
706224,,,,,,,,,,,,,,,,,,,,2,1,,
706258,4,,3,,500,1,3,,0,,,1,7,,1,1,100000,2,1,2,2,1,
706325,,,,,,,,,0,,,2,,,3,,,3,3,1,,,
706327,,,,,,,,,,,,,,,,,,,,1,,,
706339,,,,,,,,,,,,,,,,,,,,1,,,
706407,1,,5,,250,1,4,,0,,,1,,5,2,,,1,2,2,2,2,2
706460,,,5,,100,2,,,0,,,1,,1,2,,,3,3,2,2,2,2
706501,,,4,,100,1,2,,,9,100,2,,,2,,,3,1,2,2,1,
706522,,,,,,,,,2,,300,2,,,2,,,3,3,2,2,2,2
706552,,,0,,,1,4,,2,,300,2,,,2,,,4,3,2,2,2,1
706822,4,,2,,250,2,,,0,,,1,,1,1,3,,3,1,1,,,
706832,3,,5,,200,1,2,,1,,500,1,,1,2,,,2,1,2,2,2,1
706833,,,,6,200,1,8,,,5,500,1,,6,1,1,100000,1,1,2,2,2,1
706900,,,4,,100,2,,,2,,200,1,,4,1,3,,3,2,2,2,2,1
706973,,,8,,150,1,2,,,4,300,2,,,1,3,,2,2,2,2,2,1
707013,,,,,,,,,2,,700,2,,,1,3,,1,1,2,2,2,1
707041,,,,,,,,,,,,,,,,,,,,1,,,
707130,,,0,,,2,,,,4,1000,1,,2,1,3,,4,2,2,2,2,1
707232,,,3,,250,1,4,,0,,,2,,,3,,,3,3,1,,,
707253,0,,4,,200,1,4,,0,,,2,,,2,,,2,2,2,1,,
707307,,6,,6,200,2,,,1,,300,1,,2,1,2,,4,3,2,2,1,
707312,,,4,,150,1,4,,2,,200,1,,4,1,1,80000,4,1,2,2,2,1
707509,5,,3,,200,1,3,,,10,300,1,,10,2,,,3,1,2,2,1,
707523,2,,3,,100,1,2,,,10,200,1,,4,2,,,2,1,2,2,1,
707541,,,3,,150,1,2,,2,,100,2,,,2,,,3,1,2,2,1,
707601,10,,1,,250,2,,,0,,,1,2,,1,3,,2,2,2,1,,
707646,,,,,,,,,2,,200,2,,,2,,,4,3,1,,,
707857,,,8,,150,1,4,,,6,200,1,,4,1,3,,2,3,1,,,
707961,,,4,,100,1,2,,2,,100,2,,,3,,,1,1,1,,,
707985,,,0,,,2,,,1,,600,2,,,2,,,4,3,2,2,2,2
708009,3,,10,,200,1,3,,1,,1000,1,3,,2,,,2,2,2,2,1,
708023,,,,,,,,,4,,500,2,,,1,3,,2,1,2,2,2,2
708030,2,,2,,500,1,2,,,6,300,1,,4,2,,,2,1,2,2,1,
708044,,2,,6,400,1,,4,,4,400,1,,3,2,,,3,1,2,2,1,
708046,,1,4,,150,1,5,,1,,500,1,12,,1,3,,1,2,1,,,
708049,,,,8,500,2,,,,2,300,2,,,2,,,4,3,2,2,1,
708056,12,,36,,30,1,4,,0,,,2,,,3,,,2,1,1,,,
708126,2,,1,,250,1,15,,1,,500,1,,1,1,3,,2,1,2,2,2,2
708168,1,,4,,300,1,10,,0,,,2,,,2,,,2,2,2,2,2,2
708219,2,,0,,,1,2,,1,,500,1,2,,1,3,,2,1,1,,,
708521,3,,0,,,2,,,1,,2500,1,1,,1,1,100000,2,1,2,2,1,
708522,,,2,,400,1,4,,1,,250,1,2,,3,,,2,2,2,1,,
708700,,,4,,200,1,3,,0,,,2,,,3,,,3,3,2,1,,
708813,,,,,,,,,0,,,1,,5,1,3,,1,2,2,2,2,2
708823,,,,,,,,,,,,,,,,,,,,2,2,2,1
708829,,,,,,,,,,,,,,,,,,,,2,2,2,1
708914,,,4,,100,1,2,,,10,100,1,,10,2,,,1,1,2,2,1,
708935,0,,0,,,1,3,,1,,500,2,,,2,,,4,1,2,2,2,1
709002,,,0,,,1,1,,,5,300,2,,,2,,,4,1,2,2,1,
709200,,,10,,200,1,12,,,4,600,1,1,,2,,,3,1,2,1,,
709310,,,2,,250,2,,,,3,300,2,,,2,,,2,2,2,2,2,2
709407,,,3,,200,2,,,1,,500,2,,,3,,,5,6,1,,,
709420,1,,6,,200,1,3,,1,,500,1,,4,3,,,1,2,2,2,1,
709422,,,,10,300,2,,,1,,200,2,,,2,,,1,1,1,,,
709438,,,4,,250,1,2,,0,,,2,,,1,3,,4,1,1,,,
709449,4,,6,,250,1,2,,2,,500,1,,6,2,,,4,3,1,,,
709464,5,,,,,,,,1,,1500,1,,5,1,1,130000,1,1,2,2,2,2
709553,,,4,,150,1,4,,0,,,1,,6,1,1,103000,4,3,2,2,2,2
709614,,,2,,200,2,,,0,,,2,,,3,,,5,3,2,2,2,1
709623,2,,4,,150,1,2,,,3,500,2,,,1,1,100000,2,1,2,2,1,
709719,50,,,7,2000,1,10,,,2,10000,2,,,1,1,103000,1,1,2,2,1,
709947,,,2,,150,2,,,,4,300,2,,,1,3,,3,2,2,2,2,2
710026,0,,2,,200,2,,,1,,300,1,,2,1,1,100000,3,2,2,1,,
710064,2,,4,,200,1,5,,,5,500,1,3,,1,1,100000,2,2,2,2,2,2
710112,,,,,,,,,2,,300,2,,,3,,,5,4,2,2,2,2
710120,,,5,,50,2,,,0,,,2,,,3,,,3,2,2,2,2,2
710170,2,,5,,100,1,1,,0,,,2,,,1,3,,3,1,2,1,,
710247,5,,0,,,1,,6,,4,500,2,,,1,3,,1,2,2,2,2,2
710413,,,,,,,,,2,,300,1,2,,2,,,2,1,2,2,2,2
710440,,,0,,,1,5,,2,,300,2,,,2,,,4,1,2,2,2,1
710503,0,,,3,200,1,,1,,3,3000,1,2,,2,,,1,1,1,,,
710507,,,,,,,,,,,,,,,,,,,,2,1,,
710556,,,2,,250,1,6,,,3,1000,1,,6,1,3,,2,2,2,2,2,2
710606,,,,,,,,,,,,,,,,,,,,2,2,2,2
710844,1,,3,,250,1,4,,0,,,1,1,,1,3,,3,4,2,1,,
710872,,,0,,,2,,,1,,1400,2,,,3,,,3,1,2,2,2,1
710933,,,,,,,,,,,,,,,,,,,,2,2,1,
711022,,,0,,,1,4,,3,,300,2,,,2,,,3,3,2,2,2,1
711024,6,,6,,200,1,4,,,10,100,1,1,,2,,,1,1,2,2,2,2
711138,,,,,,,,,1,,500,1,2,,1,1,50000,3,1,1,,,
711153,,,,,,,,,1,,900,2,,,3,,,3,1,2,2,2,2
711312,10,,4,,250,1,2,,0,,,1,,2,1,3,,3,2,2,2,2,1
711528,,,,,,,,,5,,100,2,,,2,,,3,2,2,2,2,1
711536,4,,,6,200,1,2,,,3,200,1,1,,2,,,3,1,2,1,,
711545,,,4,,50,1,4,,,10,150,1,,10,3,,,3,1,2,1,,
711645,,,2,,500,2,,,0,,,2,,,1,3,,2,1,2,2,2,2
711648,,,,,,,,,,,,,,,,,,,,1,,,
711700,,,,,,,,,2,,300,2,,,2,,,4,3,2,2,2,2
711719,4,,2,,200,1,3,,,8,200,1,,6,2,,,3,1,2,2,2,1
711832,,,8,,100,2,,,,6,100,1,,10,2,,,1,1,2,2,1,
711925,,,,3,100,1,2,,1,,200,2,,,2,,,3,2,2,2,2,2
712022,,,,,,,,,6,,100,2,,,2,,,4,2,2,2,2,1
712111,,,1,,50,1,5,,,4,100,1,,7,1,3,,1,2,2,2,2,2
712132,,2,,2,50,2,,,,3,50,2,,,3,,,3,1,2,2,2,2
712141,,6,2,,100,1,5,,,2,500,1,1,,1,3,,1,1,2,2,2,2
712244,,,5,,100,1,2,,1,,100,2,,,2,,,3,3,2,1,,
712301,,,0,,,2,,,0,,,2,,,1,2,,4,1,2,2,1,
712509,,,,,,,,,0,,,1,20,,2,,,3,3,2,2,1,
712523,,,0,,,2,,,0,,,1,,10,1,1,100000,3,1,2,2,2,2
712525,,,1,,300,1,,4,1,,800,1,1,,1,3,,3,2,2,2,2,1
712533,,,,,,,,,,,,,,,,,,,,2,2,2,2
712707,,,6,,200,1,2,,0,,,1,,10,2,,,4,3,2,2,2,2
712723,,,,,,,,,,,,,,,,,,,,2,2,2,2
712758,,,4,,100,1,,3,,5,200,1,,4,2,,,3,3,2,2,2,1
712823,7,,8,,150,1,15,,1,,500,1,,10,1,1,103000,1,2,2,2,2,2
712869,1,,4,,150,1,4,,0,,,2,,,3,,,5,4,2,2,2,2
712878,2,,,1,100,1,,7,,1,100,1,2,,2,,,3,4,2,2,2,2
712908,5,,,4,700,1,10,,,3,500,1,,8,3,,,3,2,1,,,
712910,,5,7,,100,1,,10,,4,700,1,,3,3,,,3,2,2,2,1,
712942,2,,4,,200,2,,,,3,500,1,,6,3,,,2,2,2,2,1,
712964,1,,7,,200,1,9,,0,,,1,,8,3,,,2,1,2,2,2,1
712965,,,3,,100,2,,,,6,300,2,,,3,,,3,3,1,,,
713044,,,,,,,,,,,,,,,,,,,,1,,,
