nquest,nord,figl,nfigl,altrf,desf1,desf2,motnf1,motnf2,motnf3,HAPPY
814043,4,,,,,,,,,
814044,1,,,,,,,,,8
814044,2,,,,,,,,,
814044,3,,,,,,,,,
814051,1,,,,,,,,,9
814051,2,,,,,,,,,
814053,1,,,,,,,,,9
814053,2,,,,,,,,,
814053,3,,,,,,,,,
814053,4,,,,,,,,,
814064,1,,,,,,,,,8
814064,2,,,,,,,,,
814098,1,,,,,,,,,6
814102,1,,,,,,,,,7
814102,2,,,,,,,,,
814125,1,,,,,,,,,7
814134,1,2,,1,,,,,,8
814134,2,,,,,,,,,
814136,1,,,,,,,,,8
814136,2,,,,,,,,,
814142,1,,,,,,,,,7
814142,2,,,,,,,,,
814186,1,,,,,,,,,8
814186,2,,,,,,,,,
814198,1,,,,,,,,,7
814198,2,,,,,,,,,
814213,1,,,,,,,,,10
814213,2,1,2,3,,,,,,
814213,3,,,,,,,,,
814213,4,,,,,,,,,
814224,1,,,,,,,,,9
814224,2,2,,2,,,,,,
814225,1,,,,,,,,,8
814225,2,,,,,,,,,
814225,3,,,,,,,,,
814226,1,,,,,,,,,9
814226,2,,,,,,,,,
814226,3,,,,,,,,,
814226,4,,,,,,,,,
814226,5,,,,,,,,,
814246,1,,,,,,,,,8
814246,2,,,,,,,,,
814261,1,,,,,,,,,6
814299,1,,,,,,,,,8
814309,1,,,,,,,,,9
814309,2,1,1,3,,,,,,
814309,3,,,,,,,,,
814310,1,2,,2,,,,,,8
814317,1,1,1,3,,,,,,9
814384,1,,,,,,,,,1
814384,2,,,,,,,,,
814439,1,,,,,,,,,7
814439,2,1,2,,1,,,,,
814460,1,,,,,,,,,8
814460,2,,,,,,,,,
814489,1,,,,,,,,,4
814489,2,,,,,,,,,
814500,1,,,,,,,,,8
814527,1,1,2,5,,,2,1,99,9
814527,2,,,,,,,,,
814527,3,,,,,,,,,
814527,4,,,,,,,,,
814532,1,,,,,,,,,8
814532,2,,,,,,,,,
814537,1,,,,,,,,,6
814546,1,,,,,,,,,7
814547,1,,,,,,,,,7
814547,2,,,,,,,,,
814553,1,,,,,,,,,8
814553,2,,,,,,,,,
814558,1,,,,,,,,,8
814558,2,,,,,,,,,
814585,1,2,,5,,,10,99,,8
814586,1,,,,,,,,,8
814586,2,,,,,,,,,
814601,1,1,2,,1,,,,,6
814628,1,,,,,,,,,5
814637,1,,,,,,,,,8
814637,2,,,,,,,,,
814648,1,,,,,,,,,9
814648,2,1,2,1,,,,,,
814648,3,,,,,,,,,
814648,4,,,,,,,,,
814649,1,,,,,,,,,8
814649,2,,,,,,,,,
814649,3,,,,,,,,,
814716,1,,,,,,,,,3
814722,1,,,,,,,,,5
814722,2,2,,5,,,9,99,,
814735,1,,,,,,,,,10
814735,2,,,,,,,,,
814735,3,,,,,,,,,
814735,4,,,,,,,,,
814735,5,,,,,,,,,
814738,1,,,,,,,,,7
814767,1,1,5,,1,,,,,5
814780,1,1,1,1,,,,,,8
814780,2,,,,,,,,,
814783,1,,,,,,,,,7
814783,2,2,,,,1,9,6,99,
814784,1,,,,,,,,,5
814849,1,,,,,,,,,5
814856,1,1,2,3,,,,,,9
814856,2,,,,,,,,,
814856,3,,,,,,,,,
814856,4,,,,,,,,,
814860,1,,,,,,,,,7
814860,2,1,2,3,,,,,,
814860,3,,,,,,,,,
814860,4,,,,,,,,,
814868,1,,,,,,,,,7
814868,2,1,2,,1,,,,,
814868,3,,,,,,,,,
814868,4,,,,,,,,,
814874,1,,,,,,,,,10
814874,2,,,,,,,,,
814876,1,,,,,,,,,7
814876,2,,,,,,,,,
814876,3,,,,,,,,,
814876,4,,,,,,,,,
814911,1,,,,,,,,,10
814911,2,,,,,,,,,
814915,1,,,,,,,,,8
814918,1,1,6,,1,,,,,2
814927,1,,,,,,,,,3
814927,2,,,,,,,,,
814927,3,,,,,,,,,
814936,1,,,,,,,,,7
814936,2,,,,,,,,,
814940,1,,,,,,,,,8
814940,2,1,3,3,,,,,,
814940,3,,,,,,,,,
814940,4,,,,,,,,,
814940,5,,,,,,,,,
814941,1,,,,,,,,,6
814941,2,,,,,,,,,
814945,1,,,,,,,,,5
814961,1,,,,,,,,,8
814961,2,,,,,,,,,
814961,3,,,,,,,,,
814961,4,,,,,,,,,
814970,1,,,,,,,,,6
814979,1,1,1,5,,,3,7,10,7
815023,1,2,,,,2,,,,4
815023,2,,,,,,,,,
815032,1,,,,,,,,,7
815135,1,,,,,,,,,8
815135,2,,,,,,,,,
815136,1,,,,,,,,,8
815136,2,,,,,,,,,
815136,3,,,,,,,,,
815136,4,,,,,,,,,
815136,5,,,,,,,,,
815141,1,1,1,,1,,,,,7
815141,2,,,,,,,,,
815142,1,,,,,,,,,5
815143,1,,,,,,,,,8
815143,2,,,,,,,,,
815143,3,,,,,,,,,
815143,4,,,,,,,,,
815152,1,,,,,,,,,8
815152,2,,,,,,,,,
815154,1,,,,,,,,,5
815155,1,,,,,,,,,6
815155,2,1,2,3,,,,,,
815155,3,,,,,,,,,
815155,4,,,,,,,,,
815170,1,,,,,,,,,8
815170,2,,,,,,,,,
815170,3,,,,,,,,,
815181,1,,,,,,,,,1
815181,2,,,,,,,,,
815181,3,,,,,,,,,
815181,4,,,,,,,,,
815186,1,,,,,,,,,6
815186,2,,,,,,,,,
815194,1,,,,,,,,,6
815194,2,,,,,,,,,
815203,1,,,,,,,,,7
815203,2,1,2,5,,,1,3,2,
815203,3,,,,,,,,,
815203,4,,,,,,,,,
815235,1,,,,,,,,,7
815291,1,,,,,,,,,7
815291,2,1,2,,1,,,,,
815291,3,,,,,,,,,
815291,4,,,,,,,,,
815292,1,,,,,,,,,7
815302,1,,,,,,,,,7
815302,2,1,2,,1,,,,,
815307,1,,,,,,,,,8
815307,2,1,2,,1,,,,,
815307,3,,,,,,,,,
815307,4,,,,,,,,,
815308,1,2,,2,,,,,,7
815322,1,,,,,,,,,7
815322,2,,,,,,,,,
815344,1,,,,,,,,,8
815344,2,,,,,,,,,
815345,1,,,,,,,,,6
815346,1,,,,,,,,,8
815346,2,1,2,,1,,,,,
815346,3,,,,,,,,,
815346,4,,,,,,,,,
815346,5,,,,,,,,,
815352,1,,,,,,,,,6
815352,2,,,,,,,,,
815360,1,,,,,,,,,6
815360,2,,,,,,,,,
815369,1,,,,,,,,,6
815369,2,,,,,,,,,
815369,3,,,,,,,,,
815369,4,,,,,,,,,
815377,1,1,3,,1,,,,,7
815377,2,,,,,,,,,
815377,3,,,,,,,,,
815377,4,,,,,,,,,
815398,1,,,,,,,,,6
815398,2,,,,,,,,,
815398,3,,,,,,,,,
815412,1,1,2,,2,,6,1,4,7
815412,2,,,,,,,,,
815412,3,,,,,,,,,
815412,4,,,,,,,,,
815415,1,,,,,,,,,7
815429,1,,,,,,,,,8
815429,2,1,2,3,,,,,,
815429,3,,,,,,,,,
815429,4,,,,,,,,,
815430,1,,,,,,,,,5
815430,2,1,2,3,,,,,,
815430,3,,,,,,,,,
815430,4,,,,,,,,,
815435,1,,,,,,,,,4
815446,1,,,,,,,,,6
815446,2,1,2,3,,,,,,
815446,3,,,,,,,,,
815446,4,,,,,,,,,
815448,1,,,,,,,,,7
815452,1,,,,,,,,,8
815452,2,1,2,,1,,,,,
815452,3,1,2,3,,,,,,
815465,1,,,,,,,,,6
815465,2,1,1,,1,,,,,
815491,1,,,,,,,,,6
815491,2,1,3,3,,,,,,
815491,3,,,,,,,,,
815491,4,,,,,,,,,
815491,5,,,,,,,,,
815499,1,2,,,,2,,,,6
815511,1,,,,,,,,,6
815511,2,,,,,,,,,
815538,1,,,,,,,,,7
815538,2,1,2,2,,,,,,
815538,3,,,,,,,,,
815538,4,,,,,,,,,
815544,1,2,,1,,,,,,7
815558,1,,,,,,,,,6
815563,1,,,,,,,,,7
815563,2,1,2,,1,,,,,
815565,1,,,,,,,,,7
815565,2,1,2,,1,,,,,
815565,3,,,,,,,,,
815565,4,,,,,,,,,
815585,1,,,,,,,,,7
815585,2,2,,5,,,9,99,,
815592,1,1,2,3,,,,,,10
815592,2,,,,,,,,,
815592,3,,,,,,,,,
815592,4,,,,,,,,,
815646,1,2,,2,,,,,,5
815646,2,,,,,,,,,
815646,3,2,,2,,,,,,
815650,1,,,,,,,,,6
815650,2,1,1,3,,,,,,
815650,3,,,,,,,,,
815652,1,,,,,,,,,6
815652,2,1,1,2,,,,,,
815652,3,,,,,,,,,
815652,4,,,,,,,,,
815657,1,,,,,,,,,10
815657,2,1,1,2,,,,,,
815657,3,,,,,,,,,
815666,1,,,,,,,,,6
815666,2,1,2,2,,,,,,
815666,3,,,,,,,,,
815666,4,,,,,,,,,
815671,1,1,2,3,,,,,,5
815671,2,,,,,,,,,
815671,3,2,,2,,,,,,
815671,4,,,,,,,,,
815679,1,,,,,,,,,5
815679,2,,,,,,,,,
815679,3,,,,,,,,,
815683,1,,,,,,,,,7
815683,2,1,1,2,,,,,,
815683,3,,,,,,,,,
815687,1,2,,,,1,7,9,99,6
815693,1,1,1,2,,,,,,7
815693,2,,,,,,,,,
815693,3,,,,,,,,,
815717,1,,,,,,,,,9
815717,2,1,3,,1,,,,,
815777,1,1,2,3,,,,,,9
815777,2,,,,,,,,,
815777,3,,,,,,,,,
815777,4,,,,,,,,,
815783,1,,,,,,,,,7
815783,2,,,,,,,,,
815787,1,,,,,,,,,6
815787,2,1,2,3,,,,,,
815787,3,2,,2,,,,,,
815787,4,,,,,,,,,
815790,1,,,,,,,,,8
815790,2,,,,,,,,,
815842,1,,,,,,,,,7
815843,1,1,1,,1,,,,,7
815843,2,,,,,,,,,
815843,3,,,,,,,,,
815857,1,,,,,,,,,7
815857,2,,,,,,,,,
815866,1,,,,,,,,,3
815868,1,1,2,,2,,1,99,,6
815868,2,,,,,,,,,
815868,3,2,,1,,,,,,
815868,4,,,,,,,,,
815872,1,1,3,3,,,,,,8
815872,2,,,,,,,,,
815872,3,,,,,,,,,
815872,4,,,,,,,,,
815872,5,,,,,,,,,
815896,1,,,,,,,,,4
815896,2,,,,,,,,,
815896,3,,,,,,,,,
815900,1,,,,,,,,,6
815900,2,,,,,,,,,
815946,1,,,,,,,,,8
815946,2,,,,,,,,,
815946,3,,,,,,,,,
815992,1,,,,,,,,,8
815992,2,1,1,5,,,4,5,99,
815992,3,,,,,,,,,
816006,1,,,,,,,,,8
816006,2,,,,,,,,,
816029,1,,,,,,,,,10
816029,2,,,,,,,,,
816036,1,,,,,,,,,6
816036,2,,,,,,,,,
816071,1,,,,,,,,,8
816073,1,,,,,,,,,9
816073,2,,,,,,,,,
816073,3,,,,,,,,,
816073,4,,,,,,,,,
816082,1,,,,,,,,,7
816092,1,,,,,,,,,7
816092,2,1,2,,1,,,,,
816092,3,,,,,,,,,
816092,4,,,,,,,,,
816122,1,1,2,,1,,,,,7
816122,2,,,,,,,,,
816122,3,,,,,,,,,
816139,1,,,,,,,,,3
816139,2,,,,,,,,,
816139,3,,,,,,,,,
816178,1,1,3,3,,,,,,7
816178,2,,,,,,,,,
816178,3,,,,,,,,,
816178,4,,,,,,,,,
816178,5,,,,,,,,,
816195,1,,,,,,,,,8
816195,2,1,2,3,,,,,,
816195,3,,,,,,,,,
816195,4,,,,,,,,,
816210,1,,,,,,,,,4
816210,2,1,3,3,,,,,,
816210,3,,,,,,,,,
816210,4,,,,,,,,,
816210,5,,,,,,,,,
816219,1,1,2,2,,,,,,7
816219,2,,,,,,,,,
816219,3,,,,,,,,,
816219,4,,,,,,,,,
816220,1,,,,,,,,,7
816220,2,,,,,,,,,
816220,3,,,,,,,,,
816220,4,,,,,,,,,
816221,1,2,,2,,,,,,8
816221,2,,,,,,,,,
816232,1,,,,,,,,,7
816232,2,,,,,,,,,
816248,1,1,2,,1,,,,,7
816248,2,,,,,,,,,
816248,3,,,,,,,,,
816248,4,2,,2,,,,,,
816260,1,,,,,,,,,6
816260,2,1,1,5,,,1,3,2,
816260,3,,,,,,,,,
816274,1,,,,,,,,,8
816274,2,,,,,,,,,
816274,3,,,,,,,,,
816274,4,,,,,,,,,
816281,1,,,,,,,,,4
816300,1,,,,,,,,,8
816300,2,,,,,,,,,
816329,1,1,3,3,,,,,,7
816329,2,,,,,,,,,
816329,3,,,,,,,,,
816329,4,,,,,,,,,
816329,5,,,,,,,,,
816354,1,,,,,,,,,5
816354,2,,,,,,,,,
816357,1,2,,,,1,7,10,99,4
816357,2,,,,,,,,,
816362,1,2,,,,1,8,7,2,5
816362,2,,,,,,,,,
816369,1,1,2,,2,,1,2,99,2
816369,2,,,,,,,,,
816369,3,,,,,,,,,
816369,4,,,,,,,,,
816376,1,,,,,,,,,7
816376,2,,,,,,,,,
816376,3,,,,,,,,,
816376,4,,,,,,,,,
816378,1,,,,,,,,,3
816378,2,,,,,,,,,
816378,3,,,,,,,,,
816383,1,1,4,,1,,,,,2
816383,2,,,,,,,,,
816383,3,,,,,,,,,
816383,4,,,,,,,,,
816405,1,,,,,,,,,5
816405,2,,,,,,,,,
816405,3,,,,,,,,,
816456,1,,,,,,,,,4
816456,2,,,,,,,,,
816456,3,,,,,,,,,
816456,4,,,,,,,,,
816471,1,,,,,,,,,7
816471,2,1,1,2,,,,,,
816471,3,,,,,,,,,
816482,1,2,,2,,,,,,7
816482,2,,,,,,,,,
816492,1,1,3,3,,,,,,3
816492,2,,,,,,,,,
816492,3,,,,,,,,,
816492,4,,,,,,,,,
816504,1,,,,,,,,,4
816504,2,1,1,,1,,,,,
816541,1,1,2,3,,,,,,4
816541,2,,,,,,,,,
816541,3,,,,,,,,,
816541,4,,,,,,,,,
816585,1,1,2,,1,,,,,5
816585,2,,,,,,,,,
816585,3,,,,,,,,,
816585,4,2,,2,,,,,,
816585,5,,,,,,,,,
816608,1,,,,,,,,,6
816619,1,,,,,,,,,8
816619,2,2,,5,,,9,99,,
816649,1,,,,,,,,,5
816649,2,2,,5,,,7,99,,
816657,1,,,,,,,,,2
816670,1,,,,,,,,,8
816670,2,2,,1,,,,,,
816676,1,1,1,2,,,,,,5
816676,2,,,,,,,,,
816695,1,,,,,,,,,5
816706,1,,,,,,,,,6
816706,2,,,,,,,,,
816714,1,1,2,,1,,,,,5
816714,2,,,,,,,,,
816714,3,,,,,,,,,
816716,1,,,,,,,,,4
816721,1,2,,1,,,,,,8
816721,2,,,,,,,,,
816738,1,,,,,,,,,6
816738,2,,,,,,,,,
816739,1,,,,,,,,,6
816739,2,,,,,,,,,
816739,3,,,,,,,,,
816781,1,,,,,,,,,6
816787,1,,,,,,,,,5
816792,1,,,,,,,,,5
816810,1,,,,,,,,,6
816810,2,,,,,,,,,
816826,1,,,,,,,,,8
816826,2,,,,,,,,,
816826,3,,,,,,,,,
816826,4,,,,,,,,,
816835,1,,,,,,,,,8
816835,2,1,3,,1,,,,,
816835,3,,,,,,,,,
816835,4,,,,,,,,,
816835,5,,,,,,,,,
816836,1,,,,,,,,,10
816836,2,1,2,2,,,,,,
816836,3,,,,,,,,,
816836,4,,,,,,,,,
816839,1,,,,,,,,,8
816839,2,1,4,,1,,,,,
816839,3,2,,1,,,,,,
816839,4,,,,,,,,,
816839,5,,,,,,,,,
816846,1,,,,,,,,,5
816846,2,,,,,,,,,
816858,1,,,,,,,,,9
816858,2,1,1,5,,,9,10,99,
816858,3,,,,,,,,,
816859,1,,,,,,,,,4
816859,2,1,3,,1,,,,,
816859,3,,,,,,,,,
816859,4,,,,,,,,,
816859,5,,,,,,,,,
816862,1,,,,,,,,,9
816862,2,,,,,,,,,
816866,1,,,,,,,,,6
816866,2,1,1,1,,,,,,
816866,3,,,,,,,,,
816868,1,,,,,,,,,7
816870,1,,,,,,,,,9
816870,2,1,1,,2,,1,99,,
816875,1,,,,,,,,,9
816875,2,,,,,,,,,
816875,3,,,,,,,,,
816875,4,,,,,,,,,
816897,1,,,,,,,,,6
816897,2,1,3,3,,,,,,
816897,3,,,,,,,,,
816897,4,,,,,,,,,
816897,5,,,,,,,,,
816912,1,,,,,,,,,5
816912,2,,,,,,,,,
816925,1,,,,,,,,,7
816925,2,1,2,3,,,,,,
816925,3,,,,,,,,,
816925,4,,,,,,,,,
816955,1,,,,,,,,,6
816955,2,1,3,,2,,1,99,,
816955,3,,,,,,,,,
816955,4,,,,,,,,,
816993,1,2,,1,,,,,,6
816993,2,,,,,,,,,
816993,3,,,,,,,,,
817042,1,,,,,,,,,7
817042,2,,,,,,,,,
817057,1,,,,,,,,,8
817057,2,,,,,,,,,
817058,1,,,,,,,,,5
817058,2,,,,,,,,,
817064,1,,,,,,,,,6
817064,2,,,,,,,,,
817067,1,,,,,,,,,7
817067,2,,,,,,,,,
817076,1,,,,,,,,,6
817096,1,,,,,,,,,7
817096,2,,,,,,,,,
817107,1,2,,,,2,,,,7
817118,1,,,,,,,,,8
817118,2,,,,,,,,,
817118,3,,,,,,,,,
817118,4,,,,,,,,,
817118,5,,,,,,,,,
817118,6,,,,,,,,,
817134,1,1,2,,1,,,,,8
817134,2,,,,,,,,,
817160,1,,,,,,,,,8
817160,2,,,,,,,,,
817160,3,,,,,,,,,
817169,1,1,3,,2,,10,99,,7
817169,2,,,,,,,,,
817169,3,,,,,,,,,
817169,4,,,,,,,,,
817169,5,,,,,,,,,
817175,1,1,2,,1,,,,,5
817175,2,,,,,,,,,
817175,3,,,,,,,,,
817175,4,,,,,,,,,
817182,1,1,2,,1,,,,,7
817182,2,,,,,,,,,
817182,3,,,,,,,,,
817182,4,,,,,,,,,
817203,1,,,,,,,,,5
817203,2,,,,,,,,,
817245,1,,,,,,,,,7
817262,1,,,,,,,,,5
817286,1,,,,,,,,,8
817286,2,,,,,,,,,
817287,1,,,,,,,,,7
817287,2,,,,,,,,,
817287,3,,,,,,,,,
817287,4,,,,,,,,,
817291,1,,,,,,,,,7
817291,2,1,2,,1,,,,,
817291,3,,,,,,,,,
817291,4,,,,,,,,,
817294,1,,,,,,,,,7
817375,1,,,,,,,,,8
817375,2,1,2,3,,,,,,
817375,3,,,,,,,,,
817375,4,,,,,,,,,
817378,1,,,,,,,,,8
817378,2,1,2,,1,,,,,
817378,3,,,,,,,,,
817395,1,,,,,,,,,8
817395,2,,,,,,,,,
817395,3,,,,,,,,,
817400,1,1,1,5,,,8,99,,5
817400,2,,,,,,,,,
817400,3,2,,2,,,,,,
817413,1,,,,,,,,,8
817413,2,1,2,,1,,,,,
817413,3,2,,1,,,,,,
817438,1,,,,,,,,,8
817438,2,,,,,,,,,
817439,1,,,,,,,,,7
817439,2,1,1,3,,,,,,
817439,3,,,,,,,,,
817447,1,,,,,,,,,9
817447,2,1,1,1,,,,,,
817447,3,,,,,,,,,
817480,1,,,,,,,,,8
817480,2,1,1,,1,,,,,
817487,1,,,,,,,,,7
817487,2,,,,,,,,,
817487,3,,,,,,,,,
817489,1,,,,,,,,,8
817489,2,1,2,1,,,,,,
817489,3,,,,,,,,,
817489,4,,,,,,,,,
817497,1,1,2,,1,,,,,8
817534,1,,,,,,,,,9
817534,2,1,1,1,,,,,,
817534,3,,,,,,,,,
817548,1,,,,,,,,,8
817548,2,,,,,,,,,
817553,1,,,,,,,,,8
817553,2,,,,,,,,,
817553,3,,,,,,,,,
817668,1,,,,,,,,,6
817683,1,,,,,,,,,6
817683,2,2,,,,1,7,6,3,
817704,1,,,,,,,,,10
817704,2,1,2,3,,,,,,
817704,3,,,,,,,,,
817704,4,,,,,,,,,
817706,1,,,,,,,,,10
817706,2,1,3,3,,,,,,
817706,3,,,,,,,,,
817706,4,2,,2,,,,,,
817706,5,,,,,,,,,
817720,1,,,,,,,,,7
817720,2,,,,,,,,,
817729,1,,,,,,,,,7
817729,2,,,,,,,,,
817729,3,1,4,3,,,,,,
817729,4,,,,,,,,,
817729,5,,,,,,,,,
817729,6,,,,,,,,,
817731,1,,,,,,,,,9
817731,2,1,3,3,,,,,,
817731,3,,,,,,,,,
817731,4,,,,,,,,,
817735,1,,,,,,,,,4
817735,2,1,2,,1,,,,,
817739,1,,,,,,,,,10
817739,2,1,2,2,,,,,,
817739,3,,,,,,,,,
817739,4,,,,,,,,,
817742,1,,,,,,,,,6
817742,2,1,2,3,,,,,,
817742,3,,,,,,,,,
817742,4,,,,,,,,,
817746,1,,,,,,,,,7
817746,2,,,,,,,,,
817749,1,,,,,,,,,8
817749,2,,,,,,,,,
817775,1,,,,,,,,,8
817775,2,,,,,,,,,
817793,1,,,,,,,,,7
817793,2,,,,,,,,,
817793,3,,,,,,,,,
817793,4,,,,,,,,,
817800,1,2,,,,1,7,99,,7
817815,1,,,,,,,,,8
817815,2,1,2,3,,,,,,
817815,3,,,,,,,,,
817815,4,,,,,,,,,
817829,1,1,4,3,,,,,,6
817829,2,,,,,,,,,
817829,3,,,,,,,,,
817859,1,,,,,,,,,8
817859,2,1,1,,1,,,,,
817879,1,1,1,5,,,7,99,,3
817879,2,,,,,,,,,
817891,1,,,,,,,,,8
817891,2,,,,,,,,,
817893,1,,,,,,,,,8
817893,2,1,1,2,,,,,,
817893,3,,,,,,,,,
817893,4,,,,,,,,,
817893,5,,,,,,,,,
817905,1,,,,,,,,,9
817905,2,1,2,3,,,,,,
817905,3,,,,,,,,,
817905,4,,,,,,,,,
817967,1,,,,,,,,,8
817967,2,1,1,1,,,,,,
817967,3,,,,,,,,,
817975,1,,,,,,,,,7
817975,2,1,3,,1,,,,,
817975,3,,,,,,,,,
817975,4,2,,1,,,,,,
817992,1,,,,,,,,,8
817992,2,1,2,3,,,,,,
817992,3,,,,,,,,,
817992,4,,,,,,,,,
818040,1,,,,,,,,,7
818040,2,1,6,,1,,,,,
818040,3,,,,,,,,,
818040,4,,,,,,,,,
818040,5,,,,,,,,,
818040,6,,,,,,,,,
818057,1,,,,,,,,,7
818057,2,1,1,2,,,,,,
818057,3,,,,,,,,,
818113,1,,,,,,,,,7
818113,2,1,2,,1,,,,,
818113,3,,,,,,,,,
818113,4,,,,,,,,,
818127,1,,,,,,,,,8
818127,2,1,3,,1,,,,,
818166,1,,,,,,,,,6
818166,2,1,1,1,,,,,,
818166,3,,,,,,,,,
818198,1,,,,,,,,,7
818198,2,,,,,,,,,
818198,3,,,,,,,,,
818198,4,,,,,,,,,
818198,5,,,,,,,,,
818217,1,,,,,,,,,7
818264,1,,,,,,,,,8
818264,2,,,,,,,,,
818290,1,,,,,,,,,8
818290,2,1,3,,1,,,,,
818290,3,2,,2,,,,,,
818290,4,,,,,,,,,
818296,1,,,,,,,,,8
818339,1,,,,,,,,,7
818339,2,1,2,2,,,,,,
818339,3,,,,,,,,,
818339,4,,,,,,,,,
818340,1,,,,,,,,,7
818340,2,,,,,,,,,
818340,3,,,,,,,,,
818378,1,,,,,,,,,10
818378,2,,,,,,,,,
818383,1,,,,,,,,,7
818383,2,2,,5,,,10,99,,
818387,1,,,,,,,,,8
818396,1,,,,,,,,,9
818396,2,1,2,,1,,,,,
818396,3,,,,,,,,,
818396,4,,,,,,,,,
818398,1,,,,,,,,,8
818398,2,,,,,,,,,
818402,1,,,,,,,,,7
818406,1,,,,,,,,,8
818406,2,,,,,,,,,
818406,3,,,,,,,,,
818410,1,,,,,,,,,10
818410,2,2,,1,,,,,,
818415,1,,,,,,,,,4
818420,1,,,,,,,,,5
818420,2,,,,,,,,,
818435,1,,,,,,,,,1
818435,2,,,,,,,,,
818439,1,,,,,,,,,9
818439,2,1,2,,1,,,,,
818439,3,,,,,,,,,
818473,1,,,,,,,,,7
818473,2,1,1,2,,,,,,
818487,1,,,,,,,,,8
818491,1,1,2,3,,,,,,8
818491,2,,,,,,,,,
818491,3,,,,,,,,,
818491,4,,,,,,,,,
818529,1,,,,,,,,,10
818531,1,,,,,,,,,9
818531,2,,,,,,,,,
818531,3,,,,,,,,,
818549,1,1,2,3,,,,,,9
818549,2,,,,,,,,,
818549,3,,,,,,,,,
818549,4,,,,,,,,,
818557,1,,,,,,,,,8
818571,1,,,,,,,,,9
818571,2,,,,,,,,,
818612,1,,,,,,,,,5
818626,1,,,,,,,,,8
818626,2,1,1,3,,,,,,
818626,3,,,,,,,,,
818631,1,,,,,,,,,8
818631,2,1,1,2,,,,,,
818631,3,,,,,,,,,
818635,1,,,,,,,,,7
818635,2,,,,,,,,,
818635,3,,,,,,,,,
818635,4,,,,,,,,,
818648,1,,,,,,,,,1
818652,1,1,1,,2,,2,4,1,5
818662,1,,,,,,,,,7
818662,2,,,,,,,,,
818662,3,,,,,,,,,
818662,4,,,,,,,,,
818665,1,,,,,,,,,8
818665,2,1,3,3,,,,,,
818665,3,,,,,,,,,
818665,4,,,,,,,,,
818665,5,,,,,,,,,
818704,1,,,,,,,,,7
818704,2,,,,,,,,,
818730,1,,,,,,,,,7
818748,1,,,,,,,,,8
818767,1,,,,,,,,,7
818857,1,2,,,,2,,,,7
818860,1,,,,,,,,,7
818860,2,1,2,,1,,,,,
818860,3,,,,,,,,,
818860,4,,,,,,,,,
818862,1,,,,,,,,,7
818862,2,1,2,,1,,,,,
818862,3,,,,,,,,,
818869,1,,,,,,,,,8
818869,2,1,2,,1,,,,,
818869,3,,,,,,,,,
818869,4,,,,,,,,,
818884,1,,,,,,,,,7
818884,2,,,,,,,,,
818884,3,,,,,,,,,
818924,1,,,,,,,,,8
818924,2,2,,,,2,,,,
818972,1,2,,,,1,2,1,99,7
819027,1,,,,,,,,,3
819027,2,1,3,3,,,,,,
819027,3,,,,,,,,,
819027,4,,,,,,,,,
819027,5,,,,,,,,,
819031,1,,,,,,,,,3
819045,1,,,,,,,,,8
819045,2,2,,,,1,10,99,,
819050,1,,,,,,,,,7
819124,1,,,,,,,,,10
819124,2,1,1,1,,,,,,
819124,3,,,,,,,,,
819125,1,1,2,,1,,,,,5
819125,2,,,,,,,,,
819125,3,,,,,,,,,
819126,1,1,2,,1,,,,,5
819126,2,,,,,,,,,
819126,3,,,,,,,,,
819127,1,,,,,,,,,10
819127,2,,,,,,,,,
819129,1,,,,,,,,,9
819129,2,,,,,,,,,
819129,3,,,,,,,,,
819139,1,1,3,1,,,,,,7
819139,2,,,,,,,,,
819139,3,2,,2,,,,,,
819139,4,,,,,,,,,
819139,5,,,,,,,,,
819148,1,1,2,5,,,10,99,,7
819148,2,,,,,,,,,
819148,3,,,,,,,,,
819151,1,,,,,,,,,7
819151,2,2,,1,,,,,,
819156,1,,,,,,,,,3
819156,2,,,,,,,,,
819168,1,,,,,,,,,7
819168,2,,,,,,,,,
819181,1,,,,,,,,,3
819185,1,,,,,,,,,9
819185,2,,,,,,,,,
819185,3,,,,,,,,,
819190,1,2,,5,,,7,99,,4
819197,1,,,,,,,,,9
819197,2,,,,,,,,,
819250,1,,,,,,,,,3
819264,1,,,,,,,,,7
819330,1,,,,,,,,,8
819330,2,,,,,,,,,
819330,3,,,,,,,,,
819331,1,,,,,,,,,6
819331,2,,,,,,,,,
819349,1,,,,,,,,,7
819349,2,1,2,,1,,,,,
819350,1,,,,,,,,,7
819350,2,1,1,,1,,,,,
819350,3,,,,,,,,,
819350,4,,,,,,,,,
819352,1,,,,,,,,,4
819368,1,,,,,,,,,7
819368,2,1,1,3,,,,,,
819368,3,,,,,,,,,
819402,1,,,,,,,,,7
819402,2,1,2,3,,,,,,
819402,3,,,,,,,,,
819402,4,,,,,,,,,
819433,1,,,,,,,,,5
819433,2,1,2,,2,,1,2,10,
819453,1,,,,,,,,,7
819453,2,,,,,,,,,
819453,3,,,,,,,,,
819453,4,,,,,,,,,
819453,5,,,,,,,,,
819459,1,,,,,,,,,8
819459,2,,,,,,,,,
819465,1,,,,,,,,,10
819465,2,1,1,,2,,9,99,,
819465,3,,,,,,,,,
819472,1,1,1,3,,,,,,5
819472,2,,,,,,,,,
819490,1,,,,,,,,,5
819510,1,,,,,,,,,7
819510,2,,,,,,,,,
819510,3,,,,,,,,,
819510,4,,,,,,,,,
819511,1,1,2,,1,,,,,10
