nquest,nord,nordp,nesplav,exlav,etalav,yxlav1,yxlav,prexlav,anxlav1,anxlav,mesixlav,contrib,acontrib,mcontrib,etalav2,datorest,nopend,etapen,coppu,prevcom,anprevcom,mprevcom,coppip,prefpip,prefpip1,prefpip2,motexlav,motexlav1
27912,1,1,1,1,22,,,,,,,1,37,,,,,,,,,,,2,2,1,,
27912,2,2,3,1,24,,,,,,,1,30,,27,1,1,60,70,2,,,,,,,,
27912,3,3,2,1,22,1,500,1,1,1,,1,1,,23,1,1,65,70,2,,,,,,,1,
27923,1,1,3,1,18,,,,,,,1,38,,51,1,1,58,70,2,,,,2,2,1,,
27923,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
27923,3,3,2,3,26,1,600,1,1,1,,1,1,,28,1,1,,,,,,,,,,6,
27923,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
27923,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
27923,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
27930,1,1,2,1,18,,,,,,,1,45,,,,,,,,,,,2,2,1,,
27930,2,2,1,1,28,,,,,,,1,32,,,,,,,,,,,,,,,
27947,1,1,1,1,18,,,,,,,1,32,,,,,,,,,,,2,1,,,
27947,2,2,3,1,17,,,,,,,1,15,,,,,,,,,,,,,,,
28100,1,1,2,1,18,,,,,,,1,34,,42,1,1,60,70,2,,,,2,2,2,,
28100,2,2,1,1,24,,,,,,,1,7,,,,,,,,,,,,,,,
28100,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
28100,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
28100,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
28100,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
28221,1,1,1,1,20,,,,,,,1,43,,,,,,,,,,,2,2,2,,
28331,1,1,2,1,10,,,,,,,1,35,,,,,,,,,,,2,2,1,,
28346,1,1,2,1,14,,,,,,,1,10,,,,,,,,,,,2,2,1,,
28362,1,1,1,1,23,,,,,,,1,37,,,,,,,,,,,2,2,1,,
28441,1,1,2,1,28,,,,,,,1,30,,40,1,2,60,80,2,,,,1,,,,
28441,2,2,1,1,18,,,,,,,1,10,,,,,,,,,,,,,,,
28766,1,1,2,1,17,,,,,,,1,38,,23,1,1,57,90,2,,,,2,2,1,,
28766,2,2,3,1,22,,,,,,,1,25,,40,1,1,,,,,,,,,,,
28766,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
28802,1,1,4,2,14,,,,,,,1,6,,47,1,1,65,50,,,,,2,1,,,
28802,2,2,4,1,21,,,,,,,1,31,,42,1,1,65,80,2,,,,,,,,
28802,3,4,1,2,21,1,900,,,,,1,,8,,1,1,65,50,,,,,,,,,
28802,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
28859,1,1,1,1,20,,,,,,,1,10,,,,,,,,,,,2,2,1,,
28859,2,2,1,2,18,,,,,,,1,40,,,,,,,,,,,,,,,
28897,1,1,2,1,17,,,,,,,1,36,,,,,,,,,,,2,2,1,,
28920,1,1,1,1,18,,,,,,,1,37,,,,,,,,,,,2,2,2,,
28992,1,1,3,3,20,,,,,,,1,37,,,,,,,,,,,2,2,2,,
28992,2,2,1,2,27,,,,,,,1,22,,,,,,,,,,,,,,,
29006,1,1,5,3,24,,,,,,,1,35,,,,,,,,,,,2,2,2,,
29006,2,2,2,3,16,,,,,,,1,23,,,,,,,,,,,,,,,
29140,1,1,2,1,14,,,,,,,1,39,,26,1,2,60,60,2,,,,2,2,2,,
29140,2,2,2,1,14,,,,,,,1,35,,24,1,1,60,60,2,,,,,,,,
29140,3,3,1,2,19,1,250,,,,,1,5,,,1,1,65,60,,,,,,,,,
29280,1,1,3,3,24,,,,,,,1,33,,31,1,2,65,70,2,,,,1,,,,
29280,2,2,1,1,23,,,,,,,1,35,,,1,1,,,,,,,,,,,
29280,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
29286,1,1,3,2,15,,,,,,,1,25,,,,,,,,,,,1,,,,
29288,1,1,1,2,20,2,,,,,,1,15,,,1,1,65,60,,,,,2,1,,,
29288,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
29288,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
29288,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
29362,1,1,1,2,25,,,,,,,1,12,,,,,,,,,,,2,1,,,
29678,1,1,3,3,8,,,,,,,1,36,,,,,,,,,,,2,2,1,,
29678,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
29680,1,1,2,1,15,2,,1,1,2,,1,28,,20,1,1,65,50,2,,,,2,2,1,1,
29680,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
29680,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
29680,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
29684,1,1,3,3,27,,,,,,,1,28,,41,1,1,65,90,2,,,,1,,,,
29684,2,2,1,1,20,,,,,,,1,35,,,1,1,,,,,,,,,,,
29684,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
29684,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
29687,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
29687,2,1,2,3,14,2,,2,1,7,,1,20,,42,1,1,65,70,2,,,,,,,1,
29687,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
29687,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
29737,1,1,1,1,30,,,,,,,1,27,,,1,1,65,70,2,,,,2,2,2,,
29737,2,2,2,1,24,,,,,,,1,32,,25,1,1,60,70,2,,,,,,,,
29742,1,1,3,3,9,,,,,,,1,33,,50,1,1,65,70,2,,,,1,,,,
29742,2,2,1,1,21,,,,,,,1,34,,,1,1,,,,,,,,,,,
29742,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
29742,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
29774,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
29798,1,1,4,1,14,,,,,,,1,36,,,,,,,,,,,2,2,2,,
29798,2,2,3,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
29805,1,2,2,3,15,,,,,,,1,16,,40,1,1,66,60,,,,,2,2,1,,
29805,2,1,1,1,18,,,,,,,1,35,,,,,,,,,,,,,,,
29805,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
29823,1,1,2,1,14,1,1000,2,3,,,1,7,,35,1,2,75,40,1,2008,,70,2,2,2,1,
29823,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
29823,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
29823,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
29823,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
29823,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
31051,1,1,3,1,23,,,,,,,1,25,,46,1,1,60,65,2,,,,2,2,1,,
31051,2,2,2,1,22,,,,,,,1,27,,35,1,1,,,,,,,,,,,
31066,1,1,1,1,10,,,,,,,1,35,,,,,,,,,,,2,1,,,
31066,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31066,3,3,2,1,28,2,,1,1,2,,1,7,,30,1,1,,,,,,,,,,2,
31092,1,1,3,1,20,1,750,1,1,1,,1,24,,36,1,1,65,75,2,,,,2,2,2,7,
31092,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31092,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
31092,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
31092,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
31093,1,1,2,3,21,,,,,,,1,32,,36,1,1,65,70,,,,,2,2,2,,
31120,1,1,2,2,20,,,,,,,1,45,,,,,,,,,,,2,2,2,,
31120,2,2,2,1,20,,,,,,,1,35,,,,,,,,,,,,,,,
31122,1,1,1,1,15,,,,,,,1,35,,,1,1,62,70,2,,,,2,2,2,,
31122,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31122,3,3,1,1,16,1,300,,,,,2,,,,1,1,65,70,2,,,,,,,,
31122,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31137,1,1,1,1,23,,,,,,,1,31,,,1,1,62,70,2,,,,2,2,1,,
31137,2,2,1,1,20,,,,,,,1,30,,,1,1,,,,,,,,,,,
31137,3,3,1,1,21,1,1300,,,,,1,2,,,1,1,,,,,,,,,,,
31137,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31145,1,1,5,1,15,,,,,,,1,37,,,,,,,,,,,2,2,1,,
31145,2,2,2,1,15,,,,,,,1,25,,,,,,,,,,,,,,,
31161,1,1,1,1,19,,,,,,,1,31,,,1,1,60,80,2,,,,2,2,2,,
31161,2,2,2,1,19,,,,,,,1,22,,25,1,1,,,,,,,,,,,
31161,3,3,1,1,23,1,300,,,,,1,1,,,1,1,,,,,,,,,,,
31161,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31163,1,1,1,2,19,,,,,,,1,29,,,1,1,70,70,,,,,2,2,2,,
31163,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31163,3,3,1,1,20,1,400,,,,,1,8,,,1,1,,,,,,,,,,,
31163,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31163,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
31163,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
31191,1,1,1,1,16,,,,,,,1,37,,,,,,,,,,,2,2,2,,
31191,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31219,1,1,1,2,20,,,,,,,1,30,,,,,,,,,,,1,,,,
31220,1,2,3,1,14,,,,,,,1,30,,,,,,,,,,,2,2,2,,
31220,2,1,3,3,11,,,,,,,1,40,,,,,,,,,,,,,,,
31221,1,1,2,3,25,,,,,,,1,25,,,,,,,,,,,2,2,1,,
31221,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31222,1,1,2,3,15,,,,,,,1,40,,,,,,,,,,,1,,,,
31246,1,1,1,1,14,,,,,,,1,37,,,,,,,,,,,2,2,2,,
31246,2,2,1,1,15,,,,,,,1,37,,,,,,,,,,,,,,,
31273,1,1,1,2,16,,,,,,,1,30,,,,,,,,,,,2,2,1,,
31273,2,2,1,2,16,,,,,,,1,40,,,,,,,,,,,,,,,
31281,1,1,2,3,15,,,,,,,1,40,,30,1,1,65,60,,,,,2,2,2,,
31304,1,1,1,1,25,,,,,,,1,30,,,,,,,,,,,2,2,2,,
31304,2,2,2,2,25,,,,,,,1,35,,,,,,,,,,,,,,,
31309,1,1,3,1,14,,,,,,,1,39,,26,1,2,56,90,2,,,,2,2,1,,
31309,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31309,3,3,1,1,20,2,,,,,,1,3,,,1,1,,,,,,,,,,,
31309,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31311,1,1,1,1,7,,,,,,,2,,,,,,,,,,,,2,1,,,
31360,1,1,1,1,18,,,,,,,1,40,,,,,,,,,,,2,2,2,,
31387,1,1,2,1,17,,,,,,,1,34,,45,1,2,57,80,2,,,,2,2,1,,
31387,2,2,3,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
31387,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
31403,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
31403,2,2,4,1,19,2,,1,1,2,,1,22,,43,1,1,,,,,,,,,,7,
31441,1,1,1,1,23,,,,,,,1,38,,,,,,,,,,,2,2,2,,
31441,2,2,6,1,15,,,,,,,1,37,,,,,,,,,,,,,,,
31448,1,1,1,1,22,,,,,,,1,34,,,,,,,,,,,2,1,,,
31448,2,2,2,1,25,2,,1,1,2,,1,17,,30,1,1,60,60,2,,,,,,,1,
31556,1,1,5,3,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
31556,2,2,6,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
31560,1,1,2,3,15,,,,,,,1,39,,,,,,,,,,,2,2,2,,
31560,2,2,4,1,15,,,,,,,1,26,,51,1,2,,,,,,,,,,,
31561,1,1,4,1,20,,,,,,,1,36,,,,,,,,,,,1,,,,
31561,2,2,1,1,15,,,,,,,1,6,,,,,,,,,,,,,,,
31625,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
31625,2,2,2,3,22,,,,,,,1,12,,42,1,2,65,30,2,,,,,,,,
31641,1,1,2,1,16,,,,,,,1,32,,22,1,1,60,70,2,,,,2,2,2,,
31641,2,2,2,1,15,,,,,,,1,37,,25,1,1,,,,,,,,,,,
31652,1,1,1,1,18,,,,,,,1,43,,,,,,,,,,,2,2,2,,
31652,2,2,1,1,21,,,,,,,1,34,,,,,,,,,,,,,,,
31665,1,1,1,1,15,,,,,,,1,15,,,,,,,,,,,2,2,1,,
31665,2,2,1,1,16,,,,,,,1,15,,,,,,,,,,,,,,,
31671,1,1,1,1,17,,,,,,,1,4,,,,,,,,,,,2,2,2,,
31671,2,2,2,1,25,1,1100,1,2,,8,1,3,,26,1,2,,,,,,,,,,1,
31676,1,1,2,1,19,,,,,,,1,35,,22,1,2,60,80,2,,,,2,1,,,
31676,2,2,1,1,17,,,,,,,1,37,,,,,,,,,,,,,,,
31676,3,3,1,1,20,1,600,,,,,1,8,,,1,1,,,,,,,,,,,
31676,4,4,1,1,20,1,800,,,,,1,2,,,1,1,,,,,,,,,,,
31682,1,1,7,1,15,,,,,,,1,38,,,,,,,,,,,2,2,1,,
31682,2,2,5,1,14,,,,,,,1,30,,,,,,,,,,,,,,,
31695,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
31695,2,2,1,1,16,2,,,,,,1,28,,,1,1,,,,,,,,,,,
31695,3,3,1,1,20,1,500,,,,,1,,6,,1,1,65,100,2,,,,,,,,
31695,4,4,1,1,15,1,700,,,,,1,,3,,1,1,,,,,,,,,,,
31710,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
31715,1,1,1,1,16,,,,,,,1,30,,,,,,,,,,,2,2,2,,
31715,2,10,1,1,18,1,900,,,,,1,2,,,1,1,65,70,2,,,,,,,,
31724,1,1,1,1,20,,,,,,,1,30,,,1,1,70,80,2,,,,2,2,2,,
31724,2,2,3,1,20,,,,,,,1,26,,21,1,1,,,,,,,,,,,
31724,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
31724,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
31735,1,1,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,1,,
31735,2,2,1,1,15,,,,,,,1,36,,,,,,,,,,,,,,,
31751,1,1,2,1,15,,,,,,,1,37,,,,,,,,,,,2,2,2,,
31751,2,2,1,1,16,,,,,,,1,24,,,,,,,,,,,,,,,
31751,3,3,1,1,22,2,,,,,,1,6,,,1,1,,,,,,,,,,,
31751,4,4,1,1,21,2,,,,,,1,3,,,1,1,,,,,,,,,,,
31757,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
31785,1,1,2,1,20,,,,,,,1,36,,,,,,,,,,,2,2,1,,
31785,2,2,1,1,20,,,,,,,1,38,,,1,1,,,,,,,,,,,
31798,1,1,1,1,14,,,,,,,1,40,,,,,,,,,,,2,2,2,,
31799,1,1,2,1,15,,,,,,,1,36,,,,,,,,,,,2,2,1,,
31799,2,2,1,1,18,,,,,,,1,31,,,,,,,,,,,,,,,
31859,1,1,1,1,35,,,,,,,1,35,,,,,,,,,,,2,2,1,,
31859,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31860,1,1,5,3,16,,,,,,,1,28,,23,1,1,65,80,2,,,,1,,,,
31860,2,2,1,1,25,,,,,,,1,20,,,1,1,,,,,,,,,,,
31860,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
31860,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31868,1,1,3,1,20,,,,,,,1,31,,49,1,1,65,100,2,,,,2,2,2,,
31868,2,2,2,1,39,,,,,,,1,7,,49,1,1,60,30,2,,,,,,,,
31868,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
31868,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
31869,1,1,2,3,8,,,,,,,1,15,,38,1,1,65,90,,,,,1,,,,
31869,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
31869,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
31869,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
31912,1,1,1,1,18,,,,,,,1,33,,,,,,,,,,,2,2,2,,
31912,2,2,1,1,15,,,,,,,1,23,,,,,,,,,,,,,,,
32001,1,1,10,1,14,,,,,,,1,24,,,,,,,,,,,2,1,,,
32001,2,2,2,1,14,,,,,,,1,8,,,,,,,,,,,,,,,
32028,1,1,1,1,24,,,,,,,1,34,,,1,1,60,80,2,,,,2,2,1,,
32028,2,2,1,1,24,,,,,,,1,33,,,,,,,,,,,,,,,
32028,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
32033,1,1,3,1,20,,,,,,,1,37,,30,1,1,60,80,2,,,,2,1,,,
32033,2,2,3,1,14,,,,,,,1,37,,,,,,,,,,,,,,,
32033,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
32034,1,1,5,1,14,,,,,,,1,38,,,,,,,,,,,2,2,1,,
32034,2,2,2,1,15,,,,,,,2,,,,,,,,,,,,,,,,
32041,1,1,2,1,15,,,,,,,1,36,,,,,,,,,,,2,1,,,
32041,2,2,1,1,16,,,,,,,1,20,,,,,,,,,,,,,,,
32044,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
32047,1,1,2,3,13,,,,,,,1,38,,,,,,,,,,,2,2,1,,
32047,2,2,1,1,22,,,,,,,1,22,,,,,,,,,,,,,,,
32052,1,1,4,1,15,,,,,,,1,36,,,,,,,,,,,2,2,1,,
32052,2,2,4,1,13,,,,,,,1,25,,,,,,,,,,,,,,,
32057,1,1,1,2,18,,,,,,,1,42,,,1,1,70,60,,,,,2,2,1,,
32057,2,2,1,1,21,,,,,,,1,17,,,,,,,,,,,,,,,
32057,3,3,2,3,29,2,,2,1,1,,1,11,,33,1,1,65,70,,,,,,,,1,
32066,1,1,5,1,14,,,,,,,1,36,,,,,,,,,,,2,2,1,,
32066,2,2,3,1,14,,,,,,,1,25,,,,,,,,,,,,,,,
32067,1,1,4,1,13,,,,,,,1,22,,,,,,,,,,,2,1,,,
32139,1,1,2,1,16,,,,,,,1,35,,30,1,1,57,90,1,2007,,94,2,2,2,,
32139,2,2,22,1,30,,,,,,,1,20,,40,1,1,,,,,,,,,,,
32139,3,3,1,1,20,2,,,,,,1,3,,,1,1,,,,,,,,,,,
32139,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
32139,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
32144,1,1,1,1,19,,,,,,,1,36,,,,,,,,,,,2,2,1,,
32144,2,2,2,1,20,,,,,,,1,30,,,,,,,,,,,,,,,
32190,1,1,2,1,20,,,,,,,1,37,,,,,,,,,,,2,1,,,
32198,1,1,1,1,20,,,,,,,1,28,,,,,,,,,,,2,2,2,,
32198,2,2,1,1,25,,,,,,,1,32,,,,,,,,,,,,,,,
32206,1,1,1,1,35,1,850,,,,,2,,,,,,,,,,,,1,,,,
32206,2,2,2,1,19,1,250,1,2,,4,2,,,23,1,2,65,60,2,,,,,,,1,
32209,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
32209,2,2,4,1,15,,,,,,,1,38,,,,,,,,,,,,,,,
32209,3,3,3,1,21,1,400,1,2,,6,1,8,,30,1,1,65,70,2,,,,,,,1,
32210,1,1,3,3,16,,,,,,,1,5,,,,,,,,,,,1,,,,
32210,2,2,3,3,15,,,,,,,1,28,,47,1,1,,,,,,,,,,,
32210,3,3,2,1,20,1,600,1,1,1,,1,2,,26,1,2,,,,,,,,,,1,
32210,4,4,1,1,22,1,800,,,,,1,,6,,1,1,,,,,,,,,,,
32210,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
32229,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
32229,2,1,3,1,15,,,,,,,1,36,,,,,,,,,,,,,,,
32235,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
32235,2,1,1,2,16,,,,,,,1,40,,,1,1,,,,,,,,,,,
32235,3,4,1,2,18,1,300,,,,,1,6,,,1,1,,,,,,,,,,,
32288,1,1,1,1,15,,,,,,,1,32,,,1,1,55,80,2,,,,2,2,2,,
32288,2,2,3,1,21,,,,,,,1,27,,40,1,2,60,50,2,,,,,,,,
32288,3,3,1,1,19,1,600,,,,,1,6,,,1,2,,,,,,,,,,,
32318,1,1,2,1,16,,,,,,,1,19,,,,,,,,,,,1,,,,
32320,1,2,1,1,20,,,,,,,1,26,,,1,1,60,60,2,,,,2,2,2,,
32320,2,1,3,1,25,,,,,,,1,24,,44,1,1,,,,,,,,,,,
32320,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
32320,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
32328,1,1,2,3,18,,,,,,,1,10,,,,,,,,,,,2,1,,,
32438,1,2,1,1,22,2,,,,,,2,,,,1,1,70,20,2,,,,2,2,1,,
32438,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
32464,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
32467,1,1,1,2,21,,,,,,,1,45,,,,,,,,,,,2,1,,,
32467,2,2,1,2,32,,,,,,,1,28,,,,,,,,,,,,,,,
32467,3,3,1,2,36,2,,,,,,1,8,,,1,2,,,,,,,,,,,
32470,1,1,1,1,20,,,,,,,1,41,,,,,,,,,,,2,1,,,
32470,2,2,2,3,19,2,,1,1,1,,1,,1,25,1,1,,,,,,,,,,2,
32471,1,1,1,2,15,,,,,,,1,35,,,,,,,,,,,1,,,,
32524,1,1,1,1,26,,,,,,,1,21,,,,,,,,,,,2,2,2,,
32524,2,2,1,1,26,,,,,,,1,35,,,,,,,,,,,,,,,
32556,1,1,2,3,14,,,,,,,1,38,,,,,,,,,,,2,2,1,,
32668,1,2,1,1,19,,,,,,,1,27,,,,,,,,,,,2,2,2,,
32668,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
32668,3,3,1,1,16,1,300,,,,,1,10,,,1,1,70,50,2,,,,,,,,
32668,4,4,1,1,20,2,,,,,,1,2,,,,,,,,,,,,,,,
32703,1,1,1,1,26,,,,,,,1,16,,,,,,,,,,,2,1,,,
32703,2,2,4,3,17,,,,,,,1,28,,41,1,1,65,100,,,,,,,,,
32709,1,1,3,3,18,,,,,,,1,40,,40,1,1,68,40,,,,,2,2,2,,
32709,2,2,2,1,18,,,,,,,1,15,,50,1,1,,,,,,,,,,,
32709,3,3,1,1,29,2,,,,,,1,8,,,1,2,,,,,,,,,,,
32709,4,4,1,1,27,1,1200,,,,,1,2,,,1,2,,,,,,,,,,,
32713,1,1,3,3,15,,,,,,,1,27,,34,1,1,65,50,,,,,2,2,1,,
32713,2,2,2,2,15,,,,,,,1,20,,36,1,1,,,,,,,,,,,
32713,3,3,2,1,19,2,,2,1,2,,1,5,,32,1,2,,,,,,,,,,7,
32713,4,4,1,2,19,2,,,,,,1,11,,,1,1,,,,,,,,,,,
32729,1,1,2,3,16,,,,,,,1,36,,24,1,2,60,50,,,,,1,,,,
32729,2,2,2,3,15,,,,,,,1,16,,,,,,,,,,,,,,,
32731,1,1,4,3,15,,,,,,,1,15,,,,,,,,,,,2,2,2,,
32733,1,1,2,3,15,,,,,,,1,33,,,,,,,,,,,2,2,2,,
32733,2,2,2,1,16,,,,,,,2,,,,,,,,,,,,,,,,
32734,1,1,1,1,15,1,250,,,,,1,28,,,1,1,55,70,2,,,,2,2,1,,
32734,2,2,1,1,20,1,500,,,,,1,10,,,1,2,,,,,,,,,,,
32734,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
32734,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
32742,1,1,2,1,14,,,,,,,1,38,,,,,,,,,,,2,2,1,,
32742,2,2,1,1,14,,,,,,,1,38,,,,,,,,,,,,,,,
32751,1,1,3,1,15,,,,,,,1,30,,,,,,,,,,,2,2,2,,
32764,1,1,1,2,16,,,,,,,1,32,,,1,1,58,75,,,,,1,,,,
32764,2,2,1,1,19,,,,,,,1,30,,,1,1,,,,,,,,,,,
32764,3,3,1,1,19,1,700,,,,,1,1,,,1,2,,,,,,,,,,,
32764,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
32764,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
32765,1,1,1,1,30,,,,,,,1,22,,,1,1,60,80,2,,,,2,1,,,
32765,2,2,1,1,26,,,,,,,1,28,,,1,1,65,80,2,,,,,,,,
32772,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
32772,2,2,3,1,14,,,,,,,1,40,,,,,,,,,,,,,,,
32810,1,1,1,1,15,,,,,,,1,30,,,,,,,,,,,1,,,,
32822,1,1,3,1,18,,,,,,,1,36,,,,,,,,,,,2,2,1,,
32822,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
32822,3,3,3,3,27,,,,,,,1,13,,32,1,1,,,,,,,,,,,
32822,4,4,1,1,21,,,,,,,1,25,,,1,1,,,,,,,,,,,
32822,5,5,3,1,24,2,,1,2,,6,1,3,,37,1,2,,,,,,,,,,6,
32839,1,1,2,1,15,,,,,,,1,36,,,,,,,,,,,1,,,,
32839,2,2,2,1,14,,,,,,,1,18,,,,,,,,,,,,,,,
32861,1,1,1,1,16,,,,,,,1,36,,,,,,,,,,,2,2,1,,
32861,2,2,39,1,15,,,,,,,1,39,,15,1,1,60,90,2,,,,,,,,
32861,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
32866,1,1,7,1,15,,,,,,,1,25,,35,1,1,65,60,2,,,,2,2,2,,
32867,1,2,3,1,14,,,,,,,1,13,,,,,,,,,,,1,,,,
32867,2,3,1,1,20,1,850,,,,,1,3,,,1,2,65,80,2,,,,,,,,
32887,1,1,2,3,18,,,,,,,1,26,,21,1,1,65,15,,,,,1,,,,
32887,2,2,2,3,18,1,400,1,1,3,,1,24,,24,1,1,,,,,,,,,,1,
32887,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
32887,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
32962,1,1,1,1,19,,,,,,,1,42,,,,,,,,,,,1,,,,
32962,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
32982,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
32987,1,1,4,1,14,,,,,,,1,40,,,,,,,,,,,1,,,,
32987,2,2,2,1,13,,,,,,,1,20,,,,,,,,,,,,,,,
33036,1,1,4,1,12,,,,,,,1,28,,,,,,,,,,,2,1,,,
33036,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
33036,3,3,6,1,16,2,,1,1,2,,1,8,,40,1,2,,,,,,,,,,1,
33038,1,1,1,1,52,,,,,,,2,,,,,,,,,,,,1,,,,
33038,2,2,5,1,17,,,,,,,1,10,,50,1,2,,,,,,,,,,,
33038,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
33038,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
33038,5,4,3,1,18,1,200,1,2,,3,2,,,,,,,,,,,,,,,2,
33219,1,1,1,1,20,,,,,,,1,30,,,1,1,60,60,2,,,,2,1,,,
33219,2,2,1,1,20,2,,,,,,1,24,,,1,1,60,60,2,,,,,,,,
33219,3,3,1,1,20,2,,,,,,1,5,,,1,1,60,60,2,,,,,,,,
33219,4,4,1,1,15,,,,,,,1,40,,,,,,,,,,,,,,,
33228,1,1,1,2,27,,,,,,,1,40,,,,,,,,,,,2,2,2,,
33228,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
