nquest,nord,nordp,nesplav,exlav,etalav,yxlav1,yxlav,prexlav,anxlav1,anxlav,mesixlav,contrib,acontrib,mcontrib,etalav2,datorest,nopend,etapen,coppu,prevcom,anprevcom,mprevcom,coppip,prefpip,prefpip1,prefpip2,motexlav,motexlav1
816862,1,,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,1,,
816862,2,,3,1,14,,,,,,,1,18,,,,,,,,,,,,,,,
816866,1,,5,1,15,1,100,1,1,1,,1,30,,34,1,1,56,40,1,2007,1,50,2,2,2,1,
816866,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816866,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
816868,1,,1,1,16,1,400,,,,,1,8,,,1,2,65,60,1,2007,1,80,1,,,,
816870,1,,5,1,15,,,,,,,1,37,,40,1,2,58,70,2,,,,2,2,1,,
816870,2,,3,1,15,,,,,,,1,22,,,,,,,,,,,,,,,
816875,1,,5,3,15,,,,,,,1,30,,45,1,1,60,50,,,,,2,2,2,,
816875,2,,1,2,27,1,300,,,,,1,15,,,1,1,,,,,,,,,,,
816875,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
816875,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
816889,1,,1,2,15,,,,,,,1,40,,,,,,,,,,,2,2,2,,
816889,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816889,3,,1,1,20,2,,,,,,1,8,,,1,1,,,,,,,,,,,
816897,1,,2,1,14,1,250,1,1,5,,1,10,,20,1,1,65,60,3,,,,2,2,1,1,
816897,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816897,3,,1,1,19,1,400,,,,,2,,,,1,1,,,,,,,,,,,
816897,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816897,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
816910,1,,1,1,20,,,,,,,1,20,,,1,1,70,50,2,,,,2,2,2,,
816910,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816910,3,,1,1,25,2,,,,,,1,5,,,1,1,,,,,,,,,,,
816910,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816912,1,,2,1,14,,,,,,,1,30,,,,,,,,,,,2,2,2,,
816912,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816913,1,,1,1,25,,,,,,,1,35,,,,,,,,,,,1,,,,
816913,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816913,3,,1,1,18,,,,,,,1,30,,,,,,,,,,,,,,,
816913,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816919,1,,2,3,14,,,,,,,1,20,,24,1,1,65,50,,,,,2,1,,,
816919,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816919,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816925,1,,1,2,18,2,,,,,,1,15,,,1,1,65,60,,,,,2,2,1,,
816925,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816925,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
816925,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
816926,1,,1,1,22,,,,,,,1,10,,,,,,,,,,,2,2,1,,
816937,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816937,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816937,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816955,1,,2,1,18,,,,,,,1,32,,35,1,1,70,70,2,,,,1,,,,
816955,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816955,3,,1,1,22,1,900,,,,,1,2,,,1,2,65,80,3,,,,,,,,
816955,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816959,1,,3,3,18,,,,,,,1,10,,,,,,,,,,,1,,,,
816959,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816959,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816963,1,,2,1,14,,,,,,,1,36,,,,,,,,,,,2,2,2,,
816963,2,,1,1,25,,,,,,,1,13,,,,,,,,,,,,,,,
816967,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816967,2,,1,1,20,,,,,,,1,40,,,,,,,,,,,,,,,
816967,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816982,1,,5,1,16,1,60,2,1,1,,1,26,,43,1,2,60,65,1,2007,1,80,2,2,2,1,
816982,2,,4,1,16,1,25,1,2,,3,1,5,,30,1,1,60,50,2,,,,,,,7,
816982,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
816983,1,,2,3,16,,,,,,,1,20,,29,1,1,70,30,,,,,2,2,2,,
816983,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816993,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816993,2,,1,1,15,,,,,,,1,40,,,1,2,56,60,2,,,,,,,,
816993,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817000,1,,1,1,25,2,,,,,,1,7,,,1,2,70,70,1,2007,,75,2,2,1,,
817000,2,,1,2,21,2,,,,,,1,7,,,1,2,65,60,,,,,,,,,
817000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817024,1,,2,1,16,,,,,,,1,25,,21,1,1,65,80,2,,,,2,2,2,,
817024,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817024,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817024,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817042,1,,1,1,18,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817042,2,,3,1,16,,,,,,,1,32,,45,1,1,,,,,,,,,,,
817055,1,,1,2,14,,,,,,,1,35,,,,,,,,,,,2,2,1,,
817057,1,,2,3,23,,,,,,,1,33,,,,,,,,,,,2,2,2,,
817057,2,,3,2,16,,,,,,,1,39,,,,,,,,,,,,,,,
817058,1,,1,1,18,,,,,,,1,40,,,,,,,,,,,2,2,2,,
817058,2,,1,1,20,,,,,,,1,15,,,,,,,,,,,,,,,
817059,1,,1,1,18,1,750,,,,,1,4,,,1,1,60,80,2,,,,2,2,2,,
817059,2,,7,1,16,2,,2,1,1,,1,7,,19,1,1,,,,,,,,,,2,
817059,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817064,1,,1,1,20,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817064,2,,1,1,21,1,700,,,,,1,22,,,1,1,,,,,,,,,,,
817067,1,,2,1,16,,,,,,,1,33,,,,,,,,,,,2,2,2,,
817067,2,,2,1,15,,,,,,,1,30,,,,,,,,,,,,,,,
817071,1,,4,1,25,,,,,,,1,28,,33,1,1,65,80,3,,,,2,2,1,,
817071,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817076,1,,1,1,16,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817082,1,,1,1,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817090,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817096,1,,1,1,29,1,350,,,,,1,8,,,1,1,65,70,2,,,,2,2,1,,
817096,2,,1,1,27,1,250,,,,,1,7,,,1,1,,,,,,,,,,,
817100,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817107,1,,1,1,28,,,,,,,1,23,,,1,1,65,50,2,,,,2,2,2,,
817109,1,,1,1,20,1,250,,,,,1,18,,,1,1,60,60,2,,,,2,2,2,,
817109,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817118,1,,1,1,17,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817118,2,,1,1,17,,,,,,,1,30,,,1,1,,,,,,,,,,,
817118,3,,1,1,24,1,600,,,,,1,2,,,1,1,,,,,,,,,,,
817118,4,,1,1,22,1,800,,,,,1,1,,,1,1,,,,,,,,,,,
817118,5,,1,1,18,1,700,,,,,2,,,,1,1,,,,,,,,,,,
817118,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817134,1,,2,1,29,,,,,,,1,15,,46,1,1,65,50,2,,,,2,2,1,,
817134,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817149,1,,3,1,21,1,360,1,1,1,,1,4,,29,1,1,65,60,2,,,,2,2,2,2,
817149,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817149,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817160,1,,5,1,15,,,,,,,1,15,,25,1,1,65,60,2,,,,2,2,2,,
817160,2,,1,1,28,,,,,,,1,20,,,1,1,,,,,,,,,,,
817160,3,,2,1,20,1,500,1,1,1,,1,1,,,,,,,,,,,,,,2,
817169,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817169,2,,1,2,21,,,,,,,1,28,,,1,1,,,,,,,,,,,
817169,3,,1,1,20,1,650,,,,,1,7,,,1,1,,,,,,,,,,,
817169,4,,1,1,19,1,650,,,,,1,5,,,1,1,,,,,,,,,,,
817169,5,,1,1,27,1,700,,,,,1,2,,,1,1,,,,,,,,,,,
817175,1,,2,1,25,,,,,,,1,10,,45,1,1,70,50,2,,,,1,,,,
817175,2,,2,1,18,,,,,,,1,25,,46,1,1,,,,,,,,,,,
817175,3,,1,1,22,1,800,,,,,1,2,,,1,1,,,,,,,,,,,
817175,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817180,1,,1,2,16,,,,,,,1,30,,,1,1,60,50,,,,,1,,,,
817180,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817180,3,,1,1,20,1,700,,,,,1,1,,,1,1,,,,,,,,,,,
817180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817182,1,,1,1,32,,,,,,,1,21,,,1,1,65,60,2,,,,2,1,,,
817182,2,,1,1,26,,,,,,,1,27,,,1,1,,,,,,,,,,,
817182,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817182,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817203,1,,1,2,26,,,,,,,1,25,,,,,,,,,,,1,,,,
817203,2,,1,2,28,2,,,,,,1,10,,,1,1,,,,,,,,,,,
817204,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817204,2,,4,3,18,,,,,,,1,44,,,,,,,,,,,,,,,
817212,1,,1,2,19,,,,,,,1,28,,,1,1,60,60,,,,,2,1,,,
817212,2,,1,1,27,,,,,,,1,20,,,1,1,,,,,,,,,,,
817212,3,,1,1,20,1,1000,,,,,1,3,,,1,1,,,,,,,,,,,
817221,1,,1,1,16,,,,,,,1,22,,,,,,,,,,,1,,,,
817221,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817221,3,,1,1,20,1,1100,,,,,1,13,,,1,1,60,60,2,,,,,,,,
817221,4,,1,1,25,1,800,,,,,1,3,,,1,1,65,60,2,,,,,,,,
817226,1,,3,1,22,2,,1,1,3,,2,,,,,,,,,,,,1,,,7,
817226,2,,4,1,20,2,,1,3,,,1,4,,28,1,1,,,,,,,,,,3,
817233,1,,5,1,15,2,,1,1,2,,1,5,,35,1,1,70,50,3,,,,1,,,1,
817236,1,,1,1,20,1,600,,,,,1,20,,,1,1,60,70,2,,,,2,2,2,,
817238,1,,1,1,15,,,,,,,1,38,,,,,,,,,,,2,1,,,
817238,2,,2,1,14,,,,,,,1,40,,,,,,,,,,,,,,,
817244,1,,1,1,20,1,900,,,,,1,18,,,1,1,60,70,2,,,,2,2,2,,
817244,2,,1,1,18,,,,,,,1,27,,,1,1,,,,,,,,,,,
817245,1,,1,1,27,1,700,,,,,1,4,,,1,1,65,70,2,,,,2,2,2,,
817248,1,,1,1,18,,,,,,,1,38,,,,,,,,,,,2,2,2,,
817248,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817249,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817249,2,,1,2,20,2,,,,,,1,16,,,1,1,,,,,,,,,,,
817249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817249,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817251,1,,1,2,14,,,,,,,1,45,,,,,,,,,,,2,2,1,,
817262,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817276,1,,1,1,18,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817281,1,,3,1,14,,,,,,,1,40,,,,,,,,,,,2,2,2,,
817281,2,,1,1,25,,,,,,,1,32,,,,,,,,,,,,,,,
817281,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817281,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817286,1,,2,3,20,,,,,,,1,41,,,,,,,,,,,2,2,1,,
817286,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817287,1,,1,2,18,,,,,,,1,27,,,1,1,65,60,,,,,2,2,2,,
817287,2,,1,1,20,1,400,,,,,1,10,,,1,1,,,,,,,,,,,
817287,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817287,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817291,1,,8,3,17,,,,,,,1,35,,25,1,1,65,75,,,,,2,2,2,,
817291,2,,1,1,16,,,,,,,1,20,,,,,,,,,,,,,,,
817291,3,,1,1,25,2,,,,,,1,1,,,1,1,,,,,,,,,,,
817291,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817294,1,,1,1,20,1,750,,,,,1,2,,,1,1,65,70,2,,,,2,2,2,,
817302,1,,1,1,15,,,,,,,1,38,,,,,,,,,,,2,2,1,,
817303,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817340,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817340,2,,2,1,17,,,,,,,1,35,,,,,,,,,,,,,,,
817340,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817375,1,,1,2,23,2,,,,,,1,5,,,1,1,60,50,,,,,2,1,,,
817375,2,,1,1,16,2,,,,,,1,4,,,,,,,,,,,,,,,
817375,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817375,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817378,1,,5,1,20,,,,,,,1,38,,,,,,,,,,,2,1,,,
817378,2,,2,3,16,,,,,,,1,15,,40,1,1,62,50,2,,,,,,,,
817378,3,,1,1,20,2,,,,,,1,4,,,,,,,,,,,,,,,
817382,1,,1,2,15,,,,,,,1,40,,,,,,,,,,,2,2,2,,
817382,2,,1,2,20,,,,,,,1,40,,,,,,,,,,,,,,,
817382,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817382,4,,1,1,24,2,,,,,,1,1,,,,,,,,,,,,,,,
817385,1,,4,3,20,,,,,,,1,23,,26,1,2,60,50,2,,,,1,,,,
817385,2,,2,1,20,2,,2,1,1,,1,6,,,,,,,,,,,,,,7,
817385,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817395,1,,3,1,22,,,,,,,1,32,,51,1,2,61,80,2,,,,2,2,2,,
817395,2,,1,1,14,,,,,,,1,34,,,,,,,,,,,,,,,
817395,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817400,1,,2,3,38,1,600,2,2,,6,1,6,,40,1,1,60,50,,,,,1,,,6,
817400,2,,1,2,20,,,,,,,1,30,,,1,1,,,,,,,,,,,
817400,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817402,1,,1,1,20,,,,,,,1,31,,,1,1,60,70,2,,,,2,2,2,,
817402,2,,1,1,20,,,,,,,1,35,,,,,,,,,,,,,,,
817402,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817402,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817405,1,,2,3,27,1,500,3,1,7,,1,7,,,,,,,,,,,1,,,7,
817405,2,,1,2,30,2,,,,,,1,10,,,1,1,,,,,,,,,,,
817405,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817413,1,,1,1,25,,,,,,,1,40,,,,,,,,,,,2,2,1,,
817413,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817413,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817438,1,,1,1,25,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817438,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817439,1,,1,1,18,1,200,,,,,1,10,,,1,1,65,40,2,,,,1,,,,
817439,2,,2,1,22,1,800,1,1,1,,1,8,,30,1,1,,,,,,,,,,2,
817439,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817442,1,,2,3,15,,,,,,,1,41,,,,,,,,,,,2,2,1,,
817442,2,,1,1,40,,,,,,,1,20,,,,,,,,,,,,,,,
817447,1,,1,1,20,2,,,,,,1,15,,,1,1,65,60,2,,,,2,2,1,,
817447,2,,1,1,19,2,,,,,,1,13,,,1,1,60,80,2,,,,,,,,
817447,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817451,1,,1,1,15,,,,,,,1,20,,,1,1,65,70,3,,,,2,1,,,
817457,1,,1,1,26,,,,,,,1,30,,,1,1,65,90,,,,,2,2,1,,
817457,2,,1,1,20,1,1100,,,,,1,2,,,1,2,65,70,2,,,,,,,,
817466,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817480,1,,1,2,16,,,,,,,1,37,,,,,,,,,,,2,2,2,,
817480,2,,1,2,14,,,,,,,1,35,,,1,1,65,80,,,,,,,,,
817486,1,,1,2,15,,,,,,,1,30,,,,,,,,,,,2,2,1,,
817486,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817487,1,,1,1,14,,,,,,,2,,,,,,,,,,,,1,,,,
817487,2,,1,1,19,,,,,,,1,38,,,,,,,,,,,,,,,
817487,3,,1,1,20,2,,,,,,1,18,,,1,1,,,,,,,,,,,
817489,1,,1,1,20,2,,,,,,1,10,,,1,1,65,80,2,,,,2,2,1,,
817489,2,,1,2,19,2,,,,,,1,10,,,1,1,65,70,,,,,,,,,
817489,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817489,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817497,1,,1,1,22,,,,,,,1,30,,,1,2,62,75,2,,,,1,,,,
817507,1,,1,1,14,,,,,,,1,30,,,,,,,,,,,2,1,,,
817507,2,,3,1,16,2,,1,1,2,,1,10,,,,,,,,,,,,,,1,
817507,3,,4,1,16,2,,1,1,3,,1,12,,,,,,,,,,,,,,1,
817534,1,,1,1,22,1,550,,,,,1,15,,,1,1,63,60,2,,,,2,2,2,,
817534,2,,1,1,21,1,250,,,,,1,11,,,1,1,65,50,2,,,,,,,,
817534,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817542,1,,4,1,17,,,,,,,1,32,,18,1,1,58,100,2,,,,2,2,2,,
817542,2,,1,1,25,,,,,,,1,20,,,1,1,,,,,,,,,,,
817542,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817542,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817548,1,,2,3,35,,,,,,,1,15,,,,,,,,,,,2,1,,,
817548,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817550,1,,2,1,14,1,250,2,1,23,,1,24,,38,1,1,54,80,1,2008,,90,2,2,2,3,
817550,2,,4,1,18,1,450,1,1,3,,1,15,,33,1,1,60,50,2,,,,,,,7,
817550,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817550,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817553,1,,1,1,15,,,,,,,1,37,,,,,,,,,,,1,,,,
817553,2,,4,1,15,,,,,,,1,22,,30,1,1,,,,,,,,,,,
817553,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817567,1,,1,1,28,,,,,,,1,22,,,1,1,60,50,2,,,,1,,,,
817567,2,,1,1,20,2,,,,,,1,25,,,1,1,60,40,2,,,,,,,,
817567,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817576,1,,2,1,14,1,150,2,1,16,,1,28,,33,1,1,56,70,1,2007,,83,2,2,2,1,
817576,2,,1,1,20,1,250,,,,,1,19,,,1,1,,,,,,,,,,,
817576,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817576,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817648,1,,2,1,22,,,,,,,1,38,,,,,,,,,,,2,2,2,,
817656,1,,3,1,14,1,300,2,1,2,,1,20,,34,1,1,65,80,1,2007,,100,2,2,1,1,
817656,2,,3,1,17,2,,2,1,2,,1,23,,36,1,2,,,,,,,,,,1,
817656,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817664,1,,1,1,22,,,,,,,1,23,,,1,1,62,70,,,,,2,2,2,,
817664,2,,2,1,16,,,,,,,1,23,,,,,,,,,,,,,,,
817664,3,,1,1,23,1,1000,,,,,1,,8,,1,2,,,,,,,,,,,
817664,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817668,1,,1,1,21,,,,,,,1,15,,,,,,,,,,,2,2,2,,
817675,1,,10,1,18,1,50,1,2,,2,2,,,29,1,1,70,50,2,,,,1,,,3,
817681,1,,1,1,38,,,,,,,1,16,,,1,2,65,60,2,,,,2,2,1,,
817681,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817681,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817683,1,,1,1,25,,,,,,,1,28,,,,,,,,,,,2,1,,,
817683,2,,1,1,32,,,,,,,1,3,,,1,1,65,50,2,,,,,,,,
817704,1,,1,1,17,1,50,,,,,1,2,,,1,1,70,60,2,,,,2,2,1,,
817704,2,,1,1,19,1,50,,,,,2,,,,,,,,,,,,,,,,
817704,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817704,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817706,1,,4,1,14,,,,,,,1,20,,45,1,1,70,50,2,,,,1,,,,
817706,2,,1,1,15,1,100,,,,,1,15,,,,,,,,,,,,,,,
817706,3,,1,1,22,1,800,,,,,2,,,,1,1,,,,,,,,,,,
817706,4,,1,1,14,1,100,,,,,2,,,,1,1,65,50,2,,,,,,,,
817706,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
817712,1,,1,1,27,,,,,,,1,30,,,1,1,70,80,2,,,,2,2,2,,
817712,2,,1,1,22,,,,,,,1,20,,,1,2,60,80,,,,,,,,,
817712,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817712,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817720,1,,1,1,20,,,,,,,1,36,,,,,,,,,,,2,1,,,
817720,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817729,1,,1,1,13,,,,,,,1,35,,,,,,,,,,,1,,,,
817729,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817729,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817729,4,,1,1,18,1,350,,,,,2,,,,1,1,65,50,2,,,,,,,,
817729,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
817729,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
817731,1,,1,1,13,1,80,,,,,1,10,,,1,1,70,60,2,,,,1,,,,
817731,2,,1,1,18,1,150,,,,,1,8,,,,,,,,,,,,,,,
817731,3,,1,1,18,1,250,,,,,2,,,,1,1,,,,,,,,,,,
817731,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817735,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817735,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817739,1,,2,1,20,1,150,1,1,2,,1,15,,28,1,1,70,65,2,,,,2,2,2,1,
817739,2,,1,1,25,1,1100,,,,,2,,,,,,,,,,,,,,,,
817739,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817739,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817742,1,,1,1,14,1,150,,,,,1,10,,,1,2,70,70,2,,,,2,2,2,,
817742,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817742,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817742,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817745,1,,1,1,20,2,,,,,,1,20,,,1,1,65,70,2,,,,1,,,,
817745,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817745,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817745,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817746,1,,1,1,31,,,,,,,1,30,,,,,,,,,,,2,2,2,,
817746,2,,1,1,30,,,,,,,1,17,,,1,1,65,70,,,,,,,,,
817747,1,,1,1,30,,,,,,,1,24,,,,,,,,,,,2,2,1,,
817748,1,,2,3,24,,,,,,,1,26,,59,1,1,65,75,2,,,,1,,,,
817748,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817748,3,,1,1,19,1,500,,,,,1,1,,,1,1,,,,,,,,,,,
817749,1,,1,1,29,,,,,,,1,35,,,,,,,,,,,2,2,2,,
817749,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817750,1,,1,1,21,,,,,,,1,11,,,,,,,,,,,1,,,,
817763,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817763,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
817763,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817773,1,,1,1,17,,,,,,,1,6,,,1,1,65,50,2,,,,1,,,,
817773,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817773,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817773,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817773,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817775,1,,1,1,23,,,,,,,1,34,,,,,,,,,,,2,2,1,,
817775,2,,1,1,25,,,,,,,1,13,,,,,,,,,,,,,,,
817787,1,,1,2,18,,,,,,,1,14,,,1,1,65,70,,,,,2,1,,,
817787,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817787,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817793,1,,1,1,31,,,,,,,1,32,,,1,1,65,80,2,,,,2,2,1,,
817793,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817793,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817793,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817798,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817800,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817803,1,,1,1,21,,,,,,,1,36,,,,,,,,,,,2,1,,,
817803,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817803,3,,1,1,32,1,600,,,,,2,,,,1,1,,,,,,,,,,,
817803,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817813,1,,1,1,18,,,,,,,1,20,,,1,1,65,70,2,,,,2,1,,,
817813,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817814,1,,1,1,18,1,1000,,,,,1,17,,,1,1,65,70,2,,,,2,2,2,,
817814,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817814,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817814,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817814,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
817815,1,,1,1,23,1,600,,,,,1,20,,,1,1,65,70,2,,,,2,2,1,,
817815,2,,1,1,27,1,800,,,,,1,20,,,1,1,65,70,2,,,,,,,,
817815,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817815,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817822,1,,1,1,22,,,,,,,1,35,,,,,,,,,,,2,2,1,,
817822,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817822,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817822,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817829,1,,1,1,40,1,500,,,,,1,1,,,1,1,65,60,,,,,1,,,,
817829,2,,1,1,20,1,350,,,,,1,4,,,1,1,,,,,,,,,,,
817829,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817839,1,,1,1,21,1,600,,,,,1,8,,,1,1,65,70,2,,,,2,2,1,,
817839,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817839,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
