nquest,nopco,stupco,conpco,setpco,nomco,stumco,conmco,setmco
811947,,,,,,,,
811957,,,,,,,,
811961,1,1,1,1,1,2,9,
811989,,,,,,,,
811991,,,,,,,,
812007,1,3,2,4,1,4,3,3
812009,1,4,4,3,1,5,6,4
812022,2,,,,2,,,
812024,,,,,,,,
812026,1,1,1,1,1,1,9,
812029,,,,,,,,
812034,2,,,,2,,,
812035,,,,,,,,
812042,,,,,,,,
812054,,,,,,,,
812062,2,,,,2,,,
812064,2,,,,2,,,
812065,2,,,,2,,,
812072,1,5,9,,2,,,
812077,,,,,,,,
812094,,,,,,,,
812151,,,,,,,,
812157,1,3,1,3,1,2,9,
812163,,,,,,,,
812170,,,,,,,,
812219,1,4,2,3,1,4,2,3
812248,1,2,2,3,1,2,9,
812255,1,1,8,4,1,2,9,
812290,2,,,,2,,,
812320,2,,,,2,,,
812325,2,,,,2,,,
812343,,,,,,,,
812345,,,,,,,,
812380,,,,,,,,
812416,1,2,1,2,1,2,9,
812450,1,1,8,1,1,2,1,1
812466,1,1,1,2,1,1,1,1
812503,2,,,,2,,,
812523,1,1,1,4,1,1,9,
812544,,,,,,,,
812559,1,1,1,4,1,1,9,
812567,,,,,,,,
812568,1,3,4,3,1,4,3,3
812650,1,3,2,4,1,3,9,
812654,2,,,,2,,,
812712,1,4,3,3,1,2,9,
812717,1,2,1,1,1,2,9,
812718,,,,,,,,
812732,,,,,,,,
812740,1,2,1,1,1,2,9,
812750,,,,,,,,
812752,,,,,,,,
812753,1,2,1,2,1,2,2,3
812757,1,2,1,1,1,2,9,
812770,2,,,,2,,,
812777,2,,,,2,,,
812787,2,,,,2,,,
812813,2,,,,2,,,
812850,,,,,,,,
812851,1,1,1,1,1,1,9,
812854,,,,,,,,
812856,2,,,,2,,,
812863,2,,,,2,,,
812865,2,,,,1,3,9,
812887,1,3,2,2,1,2,9,
812889,2,,,,2,,,
812890,,,,,,,,
812892,1,2,1,1,1,2,9,
812896,,,,,,,,
812904,2,,,,2,,,
812908,1,2,1,1,1,2,9,
812916,1,2,1,2,1,2,9,
812919,,,,,,,,
812932,1,2,8,4,1,2,8,4
812998,,,,,,,,
813003,1,2,9,,1,2,9,
813011,1,2,1,4,1,1,9,
813016,1,1,1,1,1,1,9,
813028,1,2,1,3,1,2,9,
813031,,,,,,,,
813039,1,1,9,,1,1,9,
813082,,,,,,,,
813099,1,2,2,4,1,2,9,
813105,2,,,,2,,,
813111,1,2,8,4,1,2,8,4
813129,,,,,,,,
813133,1,2,1,2,1,1,9,
813135,1,7,10,,1,7,10,
813141,1,1,1,1,1,1,9,
813156,1,2,1,1,1,2,9,
813219,2,,,,2,,,
813227,,,,,,,,
813229,,,,,,,,
813246,,,,,,,,
813267,,,,,,,,
813280,,,,,,,,
813288,1,2,1,4,1,2,7,4
813295,1,2,1,2,2,,,
813298,2,,,,2,,,
813323,,,,,,,,
813335,,,,,,,,
813355,1,3,8,4,1,3,8,4
813374,,,,,,,,
813378,,,,,,,,
813395,1,2,1,4,1,2,1,4
813421,1,2,1,1,1,2,9,
813424,,,,,,,,
813427,,,,,,,,
813442,,,,,,,,
813462,1,2,1,2,1,2,9,
813475,1,4,3,3,1,2,2,5
813493,2,,,,2,,,
813496,2,,,,2,,,
813511,2,,,,2,,,
813524,,,,,,,,
813527,,,,,,,,
813548,2,,,,2,,,
813627,,,,,,,,
813641,1,4,4,3,1,4,3,3
813651,1,2,2,3,1,2,9,
813657,1,5,6,4,1,5,9,
813687,,,,,,,,
813713,,,,,,,,
813729,1,2,8,1,1,1,9,
813730,1,2,1,4,1,2,9,
813778,2,,,,2,,,
813829,2,,,,1,4,4,4
813838,,,,,,,,
813852,,,,,,,,
813887,1,2,1,1,1,2,9,
813888,,,,,,,,
813889,,,,,,,,
813912,1,3,1,3,1,2,1,3
813932,1,4,2,4,1,3,9,
813941,,,,,,,,
813944,,,,,,,,
813947,,,,,,,,
813952,2,,,,2,,,
813959,1,2,1,4,1,3,9,
813969,1,2,1,1,1,2,9,
813976,2,,,,2,,,
813986,,,,,,,,
814012,1,2,1,2,1,2,9,
814023,1,2,1,2,1,2,9,
814030,2,,,,2,,,
814043,1,4,4,3,1,4,3,3
814044,1,2,1,1,1,2,9,
814051,1,5,4,3,1,4,4,4
814053,2,,,,2,,,
814064,1,7,1,2,1,7,9,
814098,,,,,,,,
814102,1,2,1,2,1,2,9,
814125,,,,,,,,
814134,1,4,4,4,1,3,9,
814136,1,4,8,4,1,2,9,
814142,2,,,,2,,,
814186,1,2,8,4,1,2,8,4
814198,2,,,,2,,,
814213,1,2,8,4,1,2,9,
814224,1,4,2,4,1,2,9,
814225,1,3,8,4,1,5,9,
814226,1,3,9,,1,3,9,
814246,1,2,1,2,1,2,9,
814261,,,,,,,,
814299,,,,,,,,
814309,1,4,6,4,1,4,9,
814310,,,,,,,,
814317,,,,,,,,
814384,1,5,9,,1,7,9,
814439,1,2,4,3,1,2,8,4
814460,1,4,6,2,1,4,9,
814489,,,,,,,,
814500,,,,,,,,
814527,1,3,1,4,1,3,1,4
814532,1,5,5,3,1,4,3,3
814537,,,,,,,,
814546,,,,,,,,
814547,1,1,1,4,1,1,9,
814553,1,2,1,2,1,2,9,
814558,1,4,2,4,1,4,9,
814585,,,,,,,,
814586,1,1,1,5,1,1,9,
814601,,,,,,,,
814628,,,,,,,,
814637,1,3,9,,1,3,9,
814648,1,3,1,2,1,2,1,4
814649,1,2,8,4,1,2,9,
814716,,,,,,,,
814722,1,2,8,4,1,2,9,
814735,2,,,,2,,,
814738,,,,,,,,
814767,,,,,,,,
814780,,,,,,,,
814783,1,2,2,3,1,2,9,
814784,,,,,,,,
814849,,,,,,,,
814856,1,1,1,1,1,1,9,
814860,1,2,1,1,1,2,9,
814868,1,2,8,1,1,1,9,
814874,2,,,,2,,,
814876,1,1,1,1,1,1,9,
814911,1,1,1,1,1,1,9,
814915,,,,,,,,
814918,,,,,,,,
814927,,,,,,,,
814936,2,,,,2,,,
814940,1,2,1,2,1,1,1,1
814941,2,,,,2,,,
814945,,,,,,,,
814961,2,,,,2,,,
814970,,,,,,,,
814979,,,,,,,,
815023,,,,,,,,
815032,,,,,,,,
815135,1,1,9,,1,1,9,
815136,2,,,,2,,,
815141,,,,,,,,
815142,,,,,,,,
815143,1,2,1,2,1,7,1,1
815152,1,1,9,,1,1,9,
815154,,,,,,,,
815155,1,2,1,1,1,2,9,
815170,,,,,,,,
815181,1,7,9,,1,1,9,
815186,2,,,,2,,,
815194,,,,,,,,
815203,1,2,1,2,1,2,9,
815235,,,,,,,,
815291,2,,,,2,,,
815292,,,,,,,,
815302,2,,,,2,,,
815307,2,,,,2,,,
815308,,,,,,,,
815322,2,,,,2,,,
815344,2,,,,2,,,
815345,,,,,,,,
815346,2,,,,2,,,
815352,2,,,,2,,,
815360,2,,,,2,,,
815369,2,,,,2,,,
815377,2,,,,2,,,
815398,2,,,,2,,,
815412,1,2,1,4,1,2,9,
815415,,,,,,,,
815429,1,1,1,2,1,1,9,
815430,1,3,2,3,1,3,9,
815435,,,,,,,,
815446,1,1,8,1,1,1,8,1
815448,,,,,,,,
815452,1,2,1,1,1,1,9,
815465,1,1,1,1,1,1,9,
815491,1,3,10,,1,2,1,4
815499,,,,,,,,
815511,2,,,,2,,,
815538,2,,,,2,,,
815544,,,,,,,,
815558,,,,,,,,
815563,2,,,,2,,,
815565,2,,,,2,,,
815585,1,2,2,4,1,2,9,
815592,1,2,1,1,1,2,9,
815646,,,,,,,,
815650,2,,,,2,,,
815652,2,,,,2,,,
815657,2,,,,2,,,
815666,2,,,,2,,,
815671,2,,,,2,,,
815679,2,,,,2,,,
815683,2,,,,2,,,
815687,,,,,,,,
815693,2,,,,2,,,
815717,1,2,1,1,1,1,9,
815777,1,5,5,4,1,3,1,4
815783,,,,,,,,
815787,1,2,2,3,1,2,1,2
815790,1,1,1,1,1,1,9,
815842,,,,,,,,
815843,1,2,8,4,1,1,9,
815857,1,1,1,1,1,2,9,
815866,,,,,,,,
815868,1,1,1,1,1,1,1,1
815872,1,1,1,4,1,1,9,
815896,1,1,1,1,1,1,1,1
815900,1,1,8,1,1,1,8,1
815946,1,3,1,3,1,3,1,3
815992,1,4,4,2,1,4,2,2
816006,1,2,1,2,1,2,1,2
816029,1,2,1,2,1,2,9,
816036,1,7,1,2,1,7,1,2
816071,,,,,,,,
816073,1,2,1,2,1,2,9,
816082,,,,,,,,
816092,1,3,1,2,1,2,9,
816122,2,,,,2,,,
816139,,,,,,,,
816178,2,,,,2,,,
816195,1,2,8,4,1,2,9,
816210,1,1,1,1,1,1,9,
816219,2,,,,2,,,
816220,2,,,,2,,,
816221,,,,,,,,
816232,,,,,,,,
816248,2,,,,2,,,
816260,1,2,1,2,1,2,9,
816274,1,2,1,1,1,1,9,
816281,,,,,,,,
816300,2,,,,2,,,
816329,1,1,1,4,1,1,9,
816354,,,,,,,,
816357,,,,,,,,
816362,,,,,,,,
816369,,,,,,,,
816376,2,,,,2,,,
816378,,,,,,,,
816383,,,,,,,,
816405,,,,,,,,
816456,2,,,,2,,,
816471,1,1,1,1,1,1,9,
816482,1,2,1,2,1,2,9,
816492,,,,,,,,
816504,2,,,,2,,,
816541,2,,,,1,2,9,
816585,2,,,,2,,,
816608,,,,,,,,
816619,1,2,1,1,1,2,9,
816649,,,,,,,,
816657,,,,,,,,
816670,2,,,,1,1,9,
816676,,,,,,,,
816695,,,,,,,,
816706,2,,,,2,,,
816714,1,2,8,1,1,2,9,
816716,,,,,,,,
816721,2,,,,2,,,
816738,,,,,,,,
816739,1,2,1,4,1,2,9,
816781,,,,,,,,
816787,,,,,,,,
816792,,,,,,,,
816810,2,,,,2,,,
816826,1,3,2,3,1,3,9,
816835,1,1,1,2,1,2,9,
816836,1,4,2,3,1,4,1,4
816839,1,2,1,2,1,2,9,
816846,1,2,1,1,1,2,9,
816858,1,2,1,2,1,2,9,
816859,1,2,1,3,1,1,9,
816862,1,2,1,2,1,2,9,
816866,1,2,1,4,1,2,1,1
816868,,,,,,,,
816870,1,1,1,4,1,2,9,
816875,1,2,8,4,1,2,8,4
816897,1,1,10,,1,1,10,
816912,1,1,1,5,1,1,9,
816925,1,3,2,4,1,2,9,
816955,1,2,7,4,1,2,9,
816993,,,,,,,,
817042,1,2,1,1,1,2,9,
817057,1,4,8,4,1,2,8,4
817058,2,,,,2,,,
817064,,,,,,,,
817067,,,,,,,,
817076,,,,,,,,
817096,,,,,,,,
817107,,,,,,,,
817118,2,,,,2,,,
817134,,,,,,,,
817160,1,2,8,4,1,1,9,
817169,2,,,,2,,,
817175,2,,,,2,,,
817182,2,,,,2,,,
817203,,,,,,,,
817245,,,,,,,,
817262,,,,,,,,
817286,1,2,2,2,1,2,9,
817287,2,,,,2,,,
817291,1,2,1,2,1,2,9,
817294,,,,,,,,
817375,1,3,1,4,1,3,9,
817378,1,1,9,,1,1,9,
817395,,,,,,,,
817400,1,7,8,1,1,6,9,
817413,1,2,8,1,1,2,8,1
817438,1,1,9,,1,1,9,
817439,1,3,1,2,1,4,3,3
817447,1,2,1,2,1,3,1,2
817480,2,,,,1,2,9,
817487,2,,,,2,,,
817489,2,,,,2,,,
817497,,,,,,,,
817534,1,3,2,4,1,3,2,4
817548,,,,,,,,
817553,1,2,9,,1,2,9,
817668,,,,,,,,
817683,,,,,,,,
817704,1,3,9,,1,3,9,
817706,1,1,1,1,1,1,9,
817720,1,3,2,1,1,2,9,
817729,1,1,1,1,1,1,9,
817731,1,2,1,2,1,2,2,3
817735,,,,,,,,
817739,1,2,1,1,1,3,9,
817742,1,1,1,1,1,1,9,
817746,,,,,,,,
817749,2,,,,2,,,
817775,2,,,,2,,,
817793,2,,,,2,,,
817800,,,,,,,,
817815,1,3,1,2,1,2,9,
817829,,,,,,,,
817859,1,1,1,4,1,2,9,
817879,,,,,,,,
817891,2,,,,2,,,
817893,1,2,1,2,1,2,9,
817905,2,,,,2,,,
817967,1,3,2,3,1,2,9,
817975,1,2,2,2,1,2,9,
817992,1,3,2,4,1,3,9,
818040,1,1,1,4,1,1,9,
818057,1,3,1,4,1,2,9,
818113,1,2,1,2,1,2,9,
818127,2,,,,2,,,
818166,1,4,2,4,1,3,9,
818198,2,,,,2,,,
818217,,,,,,,,
818264,1,1,1,4,1,1,9,
818290,1,2,1,4,1,2,9,
818296,,,,,,,,
818339,2,,,,2,,,
818340,2,,,,2,,,
818378,1,1,1,2,1,1,9,
818383,1,2,1,4,1,2,9,
818387,,,,,,,,
818396,1,2,1,1,1,2,9,
818398,,,,,,,,
818402,,,,,,,,
818406,1,3,8,4,1,3,1,4
818410,1,2,8,4,1,2,9,
818415,,,,,,,,
818420,1,1,1,1,1,1,1,1
818435,1,1,1,1,1,1,9,
818439,1,4,1,4,1,1,8,1
818473,1,1,1,4,1,1,9,
818487,,,,,,,,
818491,1,2,1,1,1,2,9,
818529,,,,,,,,
818531,,,,,,,,
818549,1,3,1,3,1,2,9,
818557,,,,,,,,
818571,1,4,8,4,1,3,8,4
818612,,,,,,,,
818626,1,3,1,1,1,2,9,
818631,1,4,2,3,1,4,3,3
818635,1,1,1,1,1,2,9,
818648,,,,,,,,
818652,,,,,,,,
818662,1,2,8,1,1,2,9,
818665,1,2,1,4,1,2,9,
818704,1,1,1,1,1,1,9,
818730,,,,,,,,
818748,,,,,,,,
818767,,,,,,,,
818857,,,,,,,,
818860,1,2,8,4,1,2,9,
818862,1,2,1,2,1,2,9,
818869,1,2,2,3,1,2,9,
818884,1,1,1,1,1,1,1,1
818924,1,4,6,4,1,4,3,3
818972,,,,,,,,
819027,2,,,,2,,,
819031,,,,,,,,
819045,1,2,1,1,1,2,1,1
819050,,,,,,,,
819124,1,5,6,4,1,4,3,3
819125,,,,,,,,
819126,1,1,8,1,1,1,9,
819127,1,2,4,4,1,1,9,
819129,1,2,7,4,1,2,9,
819139,1,1,1,4,1,1,9,
819148,1,3,2,3,1,2,9,
819151,1,4,2,2,1,4,9,
819156,,,,,,,,
819168,1,1,1,1,1,1,9,
819181,,,,,,,,
819185,2,,,,2,,,
819190,,,,,,,,
819197,2,,,,2,,,
819250,,,,,,,,
819264,,,,,,,,
819330,1,3,2,3,1,2,9,
819331,1,1,1,1,1,1,9,
819349,1,3,8,4,1,3,8,4
819350,1,2,1,1,1,2,9,
819352,,,,,,,,
819368,2,,,,2,,,
819402,1,2,8,1,1,2,9,
819433,2,,,,2,,,
819453,2,,,,2,,,
819459,1,1,1,1,1,1,9,
819465,1,4,4,3,1,2,9,
819472,,,,,,,,
819490,,,,,,,,
819510,1,7,1,2,1,7,9,
819511,1,1,8,1,1,1,9,
819517,1,7,1,4,1,3,1,2
819522,,,,,,,,
819525,,,,,,,,
819534,1,7,2,3,1,7,2,3
819535,1,3,2,3,1,3,9,
819574,,,,,,,,
819623,,,,,,,,
819626,1,1,1,1,1,1,1,1
819650,1,3,1,4,1,4,9,
819653,1,2,1,1,1,1,1,1
819664,,,,,,,,
819686,1,1,1,2,1,1,9,
819690,,,,,,,,
819696,1,2,8,4,1,3,9,
819711,,,,,,,,
819716,,,,,,,,
819727,1,7,1,2,1,1,1,2
819750,1,7,1,2,1,7,1,3
819763,,,,,,,,
819765,1,3,2,4,1,3,9,
819786,,,,,,,,
819842,1,1,8,1,1,2,9,
819849,,,,,,,,
819906,,,,,,,,
819917,,,,,,,,
819950,1,3,1,4,1,2,9,
819962,1,3,1,4,1,3,9,
819998,,,,,,,,
820024,,,,,,,,
820025,1,2,8,1,2,,,
820037,1,2,1,1,1,2,9,
820041,1,2,1,1,1,2,9,
820054,,,,,,,,
820063,,,,,,,,
820067,2,,,,2,,,
820087,,,,,,,,
820107,2,,,,2,,,
820109,2,,,,2,,,
820112,,,,,,,,
820115,1,2,1,2,1,2,9,
820116,1,2,1,4,1,2,9,
820128,,,,,,,,
820130,2,,,,2,,,
820145,2,,,,2,,,
820164,1,2,1,1,1,2,1,1
820173,2,,,,2,,,
820182,,,,,,,,
820209,,,,,,,,
820212,1,4,2,4,1,4,2,5
820220,1,3,1,1,1,2,9,
820244,1,3,2,4,1,2,9,
820272,,,,,,,,
820349,1,3,1,3,1,3,3,3
820535,1,3,2,2,1,3,1,4
820547,,,,,,,,
820551,1,3,1,4,1,3,9,
820552,,,,,,,,
820565,2,,,,2,,,
820569,1,3,1,2,1,3,1,2
820572,,,,,,,,
820575,,,,,,,,
820579,,,,,,,,
820593,2,,,,2,,,
820595,,,,,,,,
820596,,,,,,,,
820612,2,,,,2,,,
820632,,,,,,,,
820659,,,,,,,,
820663,2,,,,2,,,
820664,,,,,,,,
820696,1,1,1,2,1,2,9,
820701,,,,,,,,
820718,,,,,,,,
820730,1,2,1,2,1,2,8,1
820746,,,,,,,,
820763,,,,,,,,
820818,2,,,,2,,,
820821,2,,,,2,,,
820824,2,,,,2,,,
820826,,,,,,,,
820846,,,,,,,,
820867,,,,,,,,
820886,,,,,,,,
820910,,,,,,,,
820954,,,,,,,,
820970,,,,,,,,
820983,,,,,,,,
820995,1,2,1,2,1,2,1,2
821012,,,,,,,,
821027,2,,,,2,,,
821037,,,,,,,,
821093,2,,,,2,,,
821126,2,,,,2,,,
821131,1,1,1,1,1,1,10,
821134,,,,,,,,
821147,,,,,,,,
821181,1,2,1,4,1,3,8,4
821192,1,2,1,4,1,2,9,
821204,,,,,,,,
821232,1,4,7,2,1,3,9,
821247,,,,,,,,
821293,,,,,,,,
821301,,,,,,,,
821318,1,5,3,3,1,5,3,3
821320,2,,,,2,,,
821329,1,2,2,1,1,2,9,
821350,1,2,1,4,1,2,9,
821367,,,,,,,,
821387,,,,,,,,
821416,1,2,8,1,1,2,9,
821424,1,2,1,4,1,2,9,
821435,,,,,,,,
821448,,,,,,,,
821451,2,,,,1,1,9,
821479,1,2,1,1,1,2,1,1
821489,,,,,,,,
821501,,,,,,,,
821504,,,,,,,,
821528,,,,,,,,
821574,2,,,,2,,,
821575,1,4,5,5,1,4,2,5
821577,1,2,1,4,1,2,9,
821586,1,2,1,1,1,2,1,1
821662,,,,,,,,
821692,,,,,,,,
821703,2,,,,2,,,
821707,,,,,,,,
821710,,,,,,,,
821715,1,2,8,1,1,2,9,
821736,2,,,,2,,,
821738,1,2,7,4,1,2,7,4
821756,1,2,1,2,1,1,9,
821770,,,,,,,,
821774,,,,,,,,
821781,1,3,2,2,1,3,2,2
821804,,,,,,,,
821810,,,,,,,,
821821,,,,,,,,
821828,,,,,,,,
821834,2,,,,2,,,
821842,1,2,1,1,1,2,9,
821847,1,1,1,1,1,1,9,
821852,1,1,1,1,1,1,9,
821856,1,2,8,1,1,2,9,
821859,,,,,,,,
821863,1,2,1,1,1,2,9,
821864,,,,,,,,
821921,,,,,,,,
821935,1,4,8,4,1,2,9,
821937,,,,,,,,
821948,1,2,8,1,1,2,9,
821975,1,1,1,2,1,2,9,
821977,1,2,1,2,1,2,9,
821980,1,2,1,2,1,2,9,
821982,1,2,1,2,1,2,1,4
821984,,,,,,,,
821998,,,,,,,,
822005,1,4,8,4,1,3,9,
822033,1,2,8,4,1,1,9,
822034,,,,,,,,
822069,2,,,,2,,,
822083,2,,,,2,,,
822119,1,2,1,4,1,2,9,
822123,,,,,,,,
822125,1,2,1,2,1,2,9,
822129,,,,,,,,
822150,1,2,1,4,1,2,9,
822166,1,2,1,2,1,2,9,
822191,1,2,1,4,1,2,1,4
822204,1,2,1,4,1,2,9,
822218,,,,,,,,
822223,1,2,2,3,1,3,9,
822245,,,,,,,,
822249,,,,,,,,
822253,,,,,,,,
822254,,,,,,,,
822255,,,,,,,,
822266,,,,,,,,
822289,,,,,,,,
822315,,,,,,,,
822395,2,,,,2,,,
822466,,,,,,,,
822468,,,,,,,,
822471,1,2,1,2,1,2,9,
822476,1,1,1,1,1,1,9,
822489,,,,,,,,
822496,1,2,1,2,1,2,9,
822497,,,,,,,,
822536,1,3,1,2,1,2,1,4
822542,2,,,,2,,,
822556,2,,,,2,,,
822559,1,2,1,4,1,2,9,
822562,,,,,,,,
822571,2,,,,2,,,
822582,2,,,,2,,,
822614,1,3,1,2,1,2,9,
822675,1,3,8,4,1,3,8,4
822677,,,,,,,,
822685,1,2,1,2,1,2,1,2
822694,,,,,,,,
822700,,,,,,,,
822723,1,2,8,1,1,2,8,1
822725,,,,,,,,
822727,1,3,8,4,1,3,9,
822773,1,2,1,1,1,2,1,1
822796,1,4,5,5,1,4,9,
822822,1,1,1,5,1,1,9,
822826,1,2,1,2,1,2,1,2
822838,2,,,,2,,,
822863,1,3,8,1,1,3,8,1
822908,,,,,,,,
823008,1,2,1,4,1,2,9,
823029,,,,,,,,
823038,,,,,,,,
823046,1,2,1,1,1,2,9,
823053,,,,,,,,
823116,1,3,8,1,1,3,8,1
823118,2,,,,2,,,
823130,1,4,8,4,1,2,9,
823137,1,2,1,2,1,2,1,2
823142,1,1,8,4,1,2,8,4
823148,1,2,6,4,1,2,9,
823152,1,2,8,4,1,2,2,4
823160,1,3,8,4,1,2,9,
823175,1,3,1,2,1,2,9,
823188,,,,,,,,
823240,1,2,8,4,1,2,9,
823254,1,1,1,1,1,1,1,1
823258,1,5,5,4,1,4,3,3
823275,1,3,2,3,1,2,9,
823325,,,,,,,,
823334,,,,,,,,
823336,,,,,,,,
823338,1,2,1,2,1,2,1,2
823342,1,1,1,1,1,1,1,1
823345,1,4,1,2,1,3,1,2
823351,,,,,,,,
823354,,,,,,,,
823395,1,2,1,1,1,2,9,
823410,1,2,8,4,1,2,8,4
823427,2,,,,2,,,
823447,2,,,,2,,,
823455,,,,,,,,
823477,1,2,1,1,1,1,9,
823479,,,,,,,,
823482,1,2,1,2,1,2,9,
823485,1,1,1,1,1,1,1,1
823488,1,2,1,2,1,1,9,
823490,1,1,1,2,1,1,9,
823503,1,2,1,2,1,1,9,
823510,1,1,1,1,1,1,9,
823524,1,1,10,,1,2,9,
823531,,,,,,,,
823534,,,,,,,,
823536,1,2,1,4,1,2,9,
823545,1,1,1,1,1,1,1,1
823546,,,,,,,,
823548,1,2,1,4,1,2,9,
823550,1,1,1,4,1,1,1,3
823555,,,,,,,,
823557,,,,,,,,
823561,1,2,1,1,1,2,1,1
823562,1,1,8,4,1,1,9,
823566,1,2,8,4,1,2,1,2
823608,,,,,,,,
823641,,,,,,,,
823645,2,,,,2,,,
823651,1,3,2,4,1,3,1,4
823656,2,,,,2,,,
823658,2,,,,2,,,
823662,2,,,,2,,,
823675,1,2,9,,1,2,9,
823679,,,,,,,,
823703,,,,,,,,
823705,1,2,9,,1,2,9,
823707,,,,,,,,
823735,2,,,,2,,,
823750,2,,,,2,,,
823755,,,,,,,,
823757,2,,,,2,,,
823767,2,,,,2,,,
823801,2,,,,2,,,
823818,1,1,9,,1,2,9,
823831,,,,,,,,
823842,,,,,,,,
823848,1,2,1,3,1,2,9,
823852,2,,,,2,,,
823954,,,,,,,,
823957,1,4,2,3,1,2,9,
823959,,,,,,,,
823966,1,1,1,1,1,1,1,1
823974,1,3,2,3,1,3,2,3
824120,2,,,,2,,,
824122,,,,,,,,
824125,2,,,,2,,,
824127,2,,,,2,,,
824138,2,,,,2,,,
824167,1,3,2,3,1,4,3,3
824169,1,2,2,4,1,4,2,4
824196,1,4,7,4,1,4,4,4
824235,,,,,,,,
824236,,,,,,,,
824239,2,,,,2,,,
824241,2,,,,2,,,
824251,2,,,,2,,,
824278,2,,,,2,,,
824289,,,,,,,,
824330,1,5,2,4,1,1,9,
824338,,,,,,,,
824341,1,4,2,2,1,4,2,5
824344,1,2,1,4,1,2,1,4
824351,1,2,1,5,1,2,8,5
824356,1,2,8,4,1,2,8,4
824360,2,,,,1,2,1,2
824403,1,2,1,4,1,2,9,
824417,,,,,,,,
824419,1,4,4,3,1,2,9,
824423,1,2,8,1,1,2,8,1
824434,1,2,8,1,1,2,9,
824460,,,,,,,,
824503,,,,,,,,
824514,,,,,,,,
824535,2,,,,2,,,
824557,1,1,9,,1,1,9,
824574,,,,,,,,
824582,,,,,,,,
824657,2,,,,2,,,
824663,,,,,,,,
824671,2,,,,2,,,
824673,1,5,6,4,1,4,3,3
824678,1,2,8,4,1,2,1,1
824688,1,1,1,2,1,1,9,
824734,1,1,1,1,1,1,1,1
824735,,,,,,,,
824755,1,2,8,1,1,2,9,
824768,1,1,8,4,1,1,9,
824798,,,,,,,,
824808,1,2,5,2,1,2,9,
824863,2,,,,2,,,
824869,1,7,9,,1,7,9,
824876,1,2,8,4,1,2,8,4
824877,2,,,,1,1,9,
824887,,,,,,,,
824891,,,,,,,,
824919,1,2,2,3,1,2,9,
824930,,,,,,,,
824951,1,2,8,4,1,2,9,
824959,1,1,1,1,1,1,1,1
825004,1,2,8,4,1,2,8,4
825005,2,,,,2,,,
825024,1,4,5,1,1,4,2,3
825030,2,,,,2,,,
825031,1,1,1,2,1,1,9,
825034,1,2,8,4,1,2,8,4
825044,2,,,,2,,,
825045,1,2,1,3,1,2,9,
825054,1,2,9,,1,2,9,
825068,1,2,10,,1,2,9,
825071,1,3,1,2,1,3,1,2
825094,1,3,8,4,1,3,8,4
825097,1,2,1,2,1,3,9,
825108,1,2,1,4,1,2,9,
825119,,,,,,,,
825122,,,,,,,,
825132,,,,,,,,
825139,1,2,1,3,1,2,9,
825142,2,,,,2,,,
825150,1,2,6,3,1,2,9,
825163,1,2,2,3,1,2,9,
825164,1,2,1,1,1,2,9,
825167,1,2,1,1,1,2,9,
825185,,,,,,,,
825186,1,2,2,3,1,2,9,
825192,1,2,1,1,1,2,9,
825201,,,,,,,,
825203,1,2,1,2,1,2,9,
825208,1,2,8,4,1,2,9,
825209,1,2,6,2,1,2,9,
825213,1,5,4,3,1,4,2,3
825216,,,,,,,,
825231,2,,,,1,2,9,
825266,2,,,,2,,,
825275,1,1,1,3,1,3,1,4
825284,2,,,,2,,,
825308,1,1,1,2,1,2,1,4
825319,1,3,8,4,1,3,9,
825334,,,,,,,,
825344,,,,,,,,
825350,1,2,1,2,1,2,1,4
825362,2,,,,2,,,
825363,,,,,,,,
825370,1,1,1,2,1,1,9,
825397,2,,,,2,,,
825405,,,,,,,,
825453,,,,,,,,
825510,1,3,1,2,1,2,1,4
825513,1,2,1,2,1,2,1,2
825528,,,,,,,,
825616,,,,,,,,
825723,2,,,,2,,,
825742,,,,,,,,
825755,2,,,,2,,,
825859,1,3,2,2,1,3,9,
825889,1,3,1,2,1,2,9,
825924,,,,,,,,
825951,1,2,1,4,1,2,1,2
825957,2,,,,2,,,
825964,2,,,,2,,,
825969,1,2,1,1,1,1,1,1
825976,,,,,,,,
825986,,,,,,,,
826007,1,2,1,1,2,,,
826021,1,3,2,3,1,2,9,
826073,2,,,,2,,,
826087,,,,,,,,
826095,1,2,1,2,1,2,9,
826122,1,2,1,2,1,2,9,
826124,1,2,1,2,1,2,9,
826132,,,,,,,,
826135,,,,,,,,
826156,,,,,,,,
826161,,,,,,,,
826164,1,3,8,4,1,2,9,
826176,1,2,1,4,1,2,9,
826180,1,5,4,3,1,4,2,3
826184,1,4,8,4,1,4,2,4
826202,,,,,,,,
826213,,,,,,,,
826214,1,5,6,3,1,3,9,
826224,2,,,,2,,,
826228,1,2,1,3,1,2,9,
826248,1,3,4,3,1,3,9,
826262,,,,,,,,
826307,,,,,,,,
826362,1,1,1,1,1,1,9,
826365,2,,,,2,,,
826412,,,,,,,,
826427,,,,,,,,
826441,,,,,,,,
826442,,,,,,,,
826482,1,2,9,,1,2,9,
826489,1,2,8,4,1,2,9,
826505,,,,,,,,
826508,,,,,,,,
826509,1,3,1,4,1,2,9,
826515,2,,,,2,,,
826525,1,4,6,4,1,3,9,
826557,,,,,,,,
826570,1,1,10,,1,1,9,
826584,1,2,1,2,1,2,9,
826590,1,2,1,1,1,2,9,
826592,1,2,1,2,2,,,
