nquest,servb1,servb2,servb3,servb4,servb5,servb6,servb7,servb8,servb9,servb10,servb11,servb12,servb13,servb14,depc,ndepc,idepc,lib,nlib,ilib,unaban,banche,scoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,scorta,spesecon,compusa,compcasa,internet,ebuy,coldis,utscoper
814874,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,600,600,2,,,,2,
814876,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,800,800,1,1,1,2,2,
814889,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,2,2,,,1,1,2,,,1,2,2,,,1,2,2,,1600,500,1,2,1,2,1,
814902,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,800,1000,1,2,2,,2,
814907,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,400,400,2,,,,2,
814911,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,900,900,2,,,,2,
814915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,700,2,,,,2,
814918,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,500,500,2,,,,2,
814927,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,3,1,1,,,,2,,,,,2,,2,,100,1500,2,,,,2,
814936,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,200,1000,2,,,,2,
814940,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,2,2,3,,,1,2,1,,,1,2,2,,600,2500,1,1,1,2,2,
814941,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1450,2,,,,2,
814945,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,500,2,,,,2,
814960,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,3,,,2,,,,,1,1,2,,350,1400,2,,,,2,
814961,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,600,2,,,,2,
814962,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,600,1360,2,,,,2,
814970,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,,1,1,2,,,2,,,,,2,,2,,1000,1000,2,,,,2,
814979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,100,1200,2,,,,2,
814992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,2,2,,300,500,2,,,,2,
815000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,300,600,2,,,,2,
815015,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,2,,,2,,,,,1,1,2,,150,450,2,,,,2,
815023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,400,500,2,,,,2,
815032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,650,2,,,,2,
815049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,400,400,2,,,,2,
815129,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,2,2,,,1,1,1,1,1000,1,1,1,,,1,1,2,,50,400,1,1,1,2,2,1
815135,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,2,,2,,500,800,2,,,,2,2
815136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,1,1,1,,,,2,,,,,2,,2,,300,1000,1,1,1,1,2,
815140,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,30,400,2,,,,2,
815141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,2,2,1,1,,,,2,,,,,2,,1,1,50,1200,1,1,2,,2,
815142,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,20,300,2,,,,2,
815143,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,2,1,1,1000,2,,,,,2,,2,,100,600,1,1,1,2,1,1
815147,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,2,,,1,1,3,,,1,1,1,,,1,1,2,,200,1700,1,1,1,2,2,
815152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,100,800,2,,,,2,
815154,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,20,400,2,,,,2,
815155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,50,1200,1,1,1,2,2,
815170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,2,1,,,1,2,2,,,2,,2,,100,600,1,1,1,2,1,2
815176,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,1000,2,,,,2,
815181,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,5,200,2,,,,2,
815186,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,30,1000,2,,,,2,
815192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,100,1200,1,2,2,,2,2
815194,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,20,500,2,,,,2,
815195,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,2,2,,,2,2,1,,,2,,,,,2,,2,,500,800,1,1,2,,2,2
815203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,1,,,1,1,2,,100,500,1,1,1,2,2,2
815226,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,2,2,1,1,5000,1,2,3,2,,1,1,2,,200,200,1,1,1,2,1,1
815235,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,2,1,2,,,2,2,1,1,3000,1,1,2,,,1,1,1,1,150,1000,1,1,1,1,1,1
815238,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,2,2,1,,,1,2,1,,,1,2,2,,1500,1500,1,1,1,1,2,2
815291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,20,500,1,1,1,2,1,
815292,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,600,600,2,,,,2,
815295,,,,,,,,,,,,,,,1,1,,2,,,,,,,,2,,,,,2,,2,,100,500,1,1,1,2,2,
815298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,10,1500,1,2,2,,2,
815299,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,2,,2,,500,400,2,,,,2,
815302,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,1000,2,,,,2,
815304,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,60,600,2,,,,2,
815307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,150,1000,1,1,1,2,1,
815308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,400,2,,,,2,
815322,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,40,100,2,,,,2,
815327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,1000,2,,,,2,
815331,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,2,2,2,,,2,,,,,1,1,2,,2000,1000,1,1,1,2,1,
815337,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,500,2,,,,2,
815342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,50,100,2,,,,2,
815344,,,,,,,,,,,,,,,1,1,,2,,,,,,,,2,,,,,2,,2,,50,600,2,,,,2,
815345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,0,500,2,,,,2,
815346,,,,,,,,,,,,,,,1,2,,1,1,,,,,,,2,,,,,2,,2,,200,800,1,1,1,1,1,
815352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,120,1000,2,,,,2,
815357,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1300,2,,,,2,
815360,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,300,600,2,,,,2,2
815367,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,,,1,1,1,,,2,,,,,1,1,2,,100,700,2,,,,2,2
815369,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,2,,,2,2,1,,,2,,,,,1,3,2,,600,1000,1,1,1,2,2,2
815374,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,2,2,,300,1000,1,1,1,2,1,2
815377,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,1,1,2,1,1,1,2,,2,,,,,1,3,2,,350,900,1,1,1,2,2,2
815386,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,,,1,1,1,2,,2,,,,,1,2,2,,100,700,1,1,1,2,2,2
815394,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,200,650,2,,,,2,2
815396,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,2,,,,,1,1,2,,200,800,1,1,1,2,2,2
815398,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,400,1000,2,,,,2,2
815403,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,1,2,2,1,1,,,,2,,,,,2,,2,,100,600,2,,,,2,
815406,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,300,700,2,,,,2,2
815411,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,4,2,,,2,2,1,2,,2,,,,,1,3,1,1,300,1200,1,1,1,2,1,2
815412,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,3,1,1,2,1,1,1,,,2,,,,,1,2,2,,300,1000,1,1,1,2,1,2
815415,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,,,2,,,,,2,,2,,300,600,2,,,,2,2
815416,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3,3,2,,,2,2,1,,,1,1,1,,,1,3,1,1,300,1000,1,1,1,2,1,2
815422,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,200,650,2,,,,2,2
815429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,300,1250,1,1,2,,2,
815430,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,250,800,2,,,,2,
815435,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,350,500,2,,,,2,
815441,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,1,,,2,,,,,2,,1,1,600,2000,1,1,1,1,2,2
815446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,1,1,30000,2,,,,,1,1,2,,200,1300,1,1,1,1,1,1
815448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,200,800,2,,,,2,
815452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,250,750,1,1,2,,2,
815459,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,3000,2,,,,,1,2,2,,200,1800,1,1,1,1,2,1
815463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,1500,1,2,1,2,2,
815465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,300,800,2,,,,2,
815478,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,3,1,3,3,2,2,1,1,3000,2,,,,,1,2,2,,200,1500,1,1,2,,2,1
815491,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,1000,2,,,,2,
815499,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,400,500,2,,,,2,
815500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,800,500,2,,,,2,
815501,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,2,,,1,1,2,,,1,1,1,,,1,2,2,,100,500,1,1,1,1,1,
815502,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,500,2,,,,2,
815511,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,500,300,2,,,,2,
815523,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,200,2,,,,2,
815538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,120,1000,1,1,2,,2,
815541,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,1200,2,,,,2,
815544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,3,2,,1,1,2,,100,300,1,1,1,1,1,
815552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,500,2,,,,2,
815558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,100,700,2,,,,2,
815559,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,100,2,,,,2,
815560,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,1200,1,1,1,2,1,
815563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,200,2,,,,2,
815565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,1,2,,50,600,1,1,1,1,1,
815585,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,300,500,1,1,1,2,2,
815592,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,150,1500,2,,,,2,
815609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,100,500,2,,,,2,
815646,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,2000,2000,2,,,,2,
815647,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,2,,,,,1,2,2,,300,2000,1,1,1,2,2,2
815650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,600,1200,2,,,,2,
815652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,800,1800,2,,,,2,
815653,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,800,1,1,1,2,2,
815657,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,1500,1500,2,,,,2,
815661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,2,,,1,1,3,,,2,,,,,2,,2,,300,1000,2,,,,2,
815662,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,2000,1,1,1,2,2,
815666,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,1500,1500,2,,,,2,
815671,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,300,1500,2,,,,2,
815679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,3,,,2,,,,,1,1,2,,400,2000,1,1,2,,2,
815681,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,600,2,,,,2,
815683,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,1600,2,,,,2,
815687,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,200,1400,1,1,1,2,2,2
815690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,500,1500,2,,,,2,
815691,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,400,1500,1,1,1,2,2,
815693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,700,600,2,,,,2,
815695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,200,1000,2,,,,2,
815700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,1000,2000,2,,,,2,
815717,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,300,700,2,,,,2,2
815752,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,2,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,400,800,1,1,1,2,1,2
815753,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,200,700,1,1,1,2,1,2
815757,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,100,450,2,,,,2,2
815759,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,2,,,1,1,1,,,2,,,,,1,1,2,,200,600,2,,,,2,2
815762,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,2,3,1,1,2,1,1,1,,,2,,,,,1,2,2,,300,700,1,1,1,2,1,2
815767,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,1,,,2,,,,,2,,2,,300,500,2,,,,2,2
815777,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,1,2,,1,2,2,,,1,1,2,,200,1200,1,1,1,2,1,2
815783,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,2,2,1,1,1,1,1,1,,,2,,,,,1,1,2,,400,1000,1,1,1,2,2,2
815787,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,1000,2,,,,2,
815790,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,2,,,2,,,,,2,,2,,300,1300,2,,,,2,
815821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,800,2,,,,2,
815826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,1000,1000,2,,,,2,
815828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,800,2,,,,2,
815842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,300,750,2,,,,2,
815843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,,2,2,1,,,1,2,1,,,1,2,2,,300,1500,1,1,1,2,2,2
815854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,250,800,2,,,,2,
815857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,2,,,2,,,,,1,1,2,,400,800,2,,,,2,
815866,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,,,2,,,,,2,,2,,500,900,2,,,,2,
815868,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,1,1500,1,1,2,,,1,1,1,1,200,2200,1,1,1,1,2,1
815872,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,1300,1,1,2,,2,
815889,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,2,2,,,2,,,,,1,1,1,1,200,1000,1,1,1,1,2,
815892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,1,1000,2,,,,,1,1,2,,300,1000,1,1,1,2,2,1
815896,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,1,2,,1000,1400,1,2,2,,2,
815900,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,300,1250,2,,,,2,
815946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,200,1200,1,1,1,2,2,
815955,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,700,1,1,1,2,2,
815960,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,200,500,1,1,1,2,2,
815968,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,1,1,2,,,1,2,2,,300,2000,1,1,1,2,2,2
815970,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,200,500,1,1,1,2,2,
815992,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,2,2,1,1,,1,1,1,,,1,4,1,,,1,2,2,,250,1300,1,1,1,1,1,2
816001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,2,,,,,1,2,2,,300,1200,1,1,1,2,2,2
816006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,1,1,2,,150,400,1,1,1,2,2,
816029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,1,1,2,,1000,1000,2,,,,2,
816036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,100,1300,2,,,,2,
816061,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,2,,,,,1,2,2,,200,500,1,1,1,2,2,2
816071,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,150,400,2,,,,2,
816073,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,250,300,1,1,1,2,1,
816075,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,3,,,2,,,,,1,1,2,,300,1000,1,1,1,2,2,
816082,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,670,2,,,,2,
816092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,1,,,2,,,,,1,1,1,1,1400,1000,1,1,1,2,2,2
816097,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,150,700,1,1,1,2,1,
816107,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,10,1000,2,,,,2,
816120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,2,,2,,600,500,1,1,1,2,2,2
816122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,350,1300,1,1,1,2,2,
816124,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,1300,1,1,1,2,2,
816129,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,2,2,,300,2000,1,1,1,1,1,
816139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,800,2,,,,2,
816142,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,300,2000,1,1,1,1,1,
816156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,1200,2,,,,2,
816178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,500,1000,1,1,1,2,2,
816185,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1500,2,,,,2,
816189,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,300,1500,2,,,,2,
816195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,2500,1500,1,1,1,2,2,2
816196,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,250,2000,1,1,1,1,1,
816201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,100,1200,2,,,,2,
816210,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,1300,500,2,,,,2,
816213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,2,,,,,1,1,2,,400,700,1,1,1,2,2,2
816219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,3,,,1,1,1,,,1,1,2,,50,1000,1,1,1,2,2,
816220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,200,700,1,1,1,2,2,
816221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,2,1,1,,,,2,,,,,1,1,1,1,900,1200,1,1,1,2,1,
